"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","other_share_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",79.8153125,"Down",5391891000,-3710124000,1681767000,-1172670000,-1172670000,509097000,-24352000,-24352000,484745000,484745000,-178227000,306518000,306518000,306518000,306518000,185033000,185033000,3270685000,252333000,229348000,3708051000,2349119000,5560200000,4338589000,1200816000,20795000,7909319000,11617370000,2217858000,1720772000,22660000,474426000,2719406000,2556464000,928139000,647372000,280767000,3484603000,6204009000,3383666000,3136683000,246983000,2035101000,-5406000,5413361000,5413361000,11617370000,306518000,94618000,11374000,9235000,-382000,2521000,-23129000,-195158000,269034000,-97005000,389381000,-166741000,2103000,2103000,-168844000,-168844000,-166741000,65681000,-319000,-319000,-223547000,3425000,-225294000,-2654000,-2654000,-2654000,603715000,3058012000,592072000,0.31191,0.09442,0.05685,0.05662,0.02638,1.93161,1.36355,1.14605,0.26323,1.08261,1.07885,19.04387,19.1197,2.09117,0.04015,0.06299,4.75883,5.64328
"27","2016_Q4",69.0063492063492,"Down",5320029000,-3732519000,1587510000,-1194519000,-1194519000,392991000,-23877000,-23877000,369114000,369114000,-133799000,235315000,235315000,235315000,235315000,200236000,200236000,3488247000,280029000,225443000,3968512000,2388463000,5560101000,4338589000,1200734000,20778000,7948564000,11917076000,2458259000,1948111000,5721000.00000001,504427000,2959739000,2673210000,922275000,637135000,285140000,3595485000,6555224000,3389089000,3144632000,244457000,1977969000,-5206000,5361852000,5361852000,11917076000,235315000,95444000,-2324000,8188000,-10366000,-146000,2645000,-213774000,225492000,-9073000,331080000,-136180000,1907000,1907000,-138087000,-138087000,-136180000,115514000,-486000,-486000,-224908000,-215000,-179697000,15203000,15203000,15203000,488435000,3174690000,488699000,0.2984,0.07387,0.04423,0.04389,0.01975,2.07679,1.34083,1.22257,0.2664,0.83909,0.83657,18.97029,19.11943,1.74262,0.03229,0.05167,6.08976,7.56876
"28","2017_Q1",69.4151612903226,"Up",6009246000,-4108499000,1900747000,-1220129000,-1220129000,680618000,-25511000,-25511000,655107000,655107000,-240931000,414176000,414176000,414176000,414176000,187915000,187915000,3258785000,231071000,220021000,3677771000,2434456000,5560071000,4338589000,1200659000,20823000,7994527000,11672298000,2121855000,1557596000,63393000,500866000,2622805000,2710576000,932623000,652841000,279782000,3643199000,6266004000,3395417000,3154606000,240811000,2015867000,-4990000,5406294000,5406294000,11672298000,414176000,97545000,19297000,9291000,15566000,-5560000,-50391000,233548000,-382782000,98843000,480627000,-149370000,5027000,5027000,-154397000,-154397000,-149370000,35664000,-1835999.99999999,-1836000.00000003,-311058000,702000,-343578000,-12321000,-12321000,-12321000,778163000,3211526000,819333000,0.3163,0.11326,0.06892,0.07661,0.03548,1.97822,1.40223,1.15902,0.27514,1.50166,1.49703,21.78747,19.60137,2.97062,0.05058,0.08579,3.88558,4.44245
"29","2017_Q2",68.5133333333333,"Down",5609625000,-3910642000,1698983000,-1225188000,-1225188000,473795000,-28506000,-25004000,445289000,445289000,-165800000,279489000,279489000,279489000,279489000,205977000,205977000,3300082000,242890000,232398000,3748949000,2487292000,5560114000,4338589000,1200597000,20928000,8047406000,11796355000,2290853000,1622776000,208972000,459105000,2692041000,2632090000,943343000,662485000,280858000,3575433000,6267474000,3397269000,3157322000,239947000,2136401000,-4789000,5528881000,5528881000,11796355000,279489000,98586000,24072000,8932000,9516000,5624000,108315000,-42456000,56630000,94141000,510462000,-143388000,131000,131000,-143519000,-143519000,-143388000,-173519000,-150719000,-750275000,-88755000,-15444000,-349012000,18062000,18062000,18062000,572381000,3033278000,703108000,0.30287,0.08446,0.04982,0.05055,0.02369,2.51569,1.3926,1.13359,0.25714,1.01746,1.01553,20.42151,20.12756,2.55962,0.0369,0.07397,4.93954,5.96735
"30","2017_Q3",71.5280952380952,"Up",5828305000,-4037783000,1790522000,-1297376000,-1297376000,493146000,-23748000,-23748000,469398000,469398000,-174615000,294783000,294783000,294783000,294783000,214173000,214173000,3463004000,302814000,258559000,3979991000,2574816000,5566017000,4338589000,1200537000,26891000,8140833000,12120824000,2405353000,1880668000,3658000,521027000,2806755000,2683105000,943869000,659844000,284025000,3626974000,6433729000,3405619000,3166518000,239101000,2286060000,-4584000,5687095000,5687095000,12120824000,294783000,99030000,14378000,7907000,-2766000,9237000,-132423000,-162929000,235444000,-204938000,275768000,-170319000,212000,212000,-170531000,-170531000,-170319000,47491000,-309000,-309000,-74981000,1282000,-97253000,8196000,8196000,8196000,592176000,3084507000,464049000,0.30721,0.08461,0.05058,0.05183,0.02432,1.57421,1.418,1.13129,0.25448,1.07707,1.07533,21.29528,20.77933,1.69553,0.03765,0.04776,4.8471,5.82045
"31","2017_Q4",82.3474603174603,"Up",5903606000,-4137150000,1766456000,-1349025000,-1349025000,417431000,-23995000,-23995000,393436000,393436000,-140903000,252533000,252533000,252533000,252533000,226192000,226192000,3597195000,329947000,230269000,4153334000,2654936000,5566486000,4338589000,1200481000,27416000,8221422000,12374756000,2536274000,1978032000,4646000,553596000,2937806000,2719568000,973227000,690795000,282432000,3692795000,6630601000,3414004000,3176406000,237598000,2334534000,-4383000,5744155000,5744155000,12374756000,252533000,100955000,40360000,8109000,30823000,1428000,-37198000,-134705000,92027000,5480000,356650000,-173904000,662000,662000,-174566000,-174566000,-173904000,33057000,-1343000,-1343000,-134999000,1810000,-170727000,12019000,12019000,12019000,518386000,3121100000,448187000,0.29922,0.07071,0.04278,0.04396,0.02041,1.77477,1.41375,1.15432,0.25222,0.92734,0.92544,21.67901,21.09348,1.64582,0.03284,0.04555,5.58446,6.93506
"32","2018_Q1",92.2975409836066,"Up",6129431000,-4164033000,1965398000,-1341952000,-1341952000,623446000,-24289000,-24289000,599157000,599157000,112998000,712155000,712155000,712155000,712155000,267441000,267441000,3609025000,371386000,263121000,4247852000,2701282000,5567777000,4338589000,1200428000,28760000,8269059000,12516911000,2563533000,2009771000,4104000,549658000,2964878000,2604613000,821646000,515702000,305944000,3426259000,6391137000,3431603000,3196462000,235141000,2698352000,-4181000,6125774000,6125774000,12516911000,712155000,105660000,-167545000,9375000,-175221000,-1699000,8957999.99999999,-8273000.00000001,43810000,-26579000,659228000,-157417000,423000,423000,-157840000,-157840000,-157417000,-120449000,-749000,-749000.00000006,-280977000,10861000,-460562000,41249000,41249000,41249000,729106000,3005958000,467649000,0.32065,0.10171,0.11619,0.11626,0.0569,0.65667,1.43272,1.04332,0.24015,2.63465,2.62575,22.67615,22.66262,1.73009,0.07858,0.04698,3.75599,4.39255
"33","2018_Q2",92.65078125,"Up",6114463000,-4252214000,1862249000,-1372065000,-1372065000,490184000,-24773000,-24773000,465411000,465411000,-100559000,364852000,364852000,364852000,364852000,283970000,283970000,3594529000,287537000,258900000,4166036000,2758369000,5568825000,4338589000,1200375000,29861000,8327194000,12493230000,2523443000,2018320000,9752000,495371000,2525332000,2862497000,869083000,565150000,303933000,3731580000,6256912000,3444636000,3210527000,234109000,2795620000,-3938000,6236318000,6236318000,12493230000,364852000,109335000,23792000,12406000,8046000,3340000,50669000,12356000,5043000,33270000,548648000,-163999000,631000,631000,-164630000,-164630000,-163999000,-138035000,99165000,-400330000,-150001000,-2427000,-368120000,16529000,16529000,16529000,599519000,2864386000,586748000,0.30456,0.08017,0.05967,0.0585,0.0292,1.60818,1.6497,1.0033,0.22928,1.36003,1.35565,22.79245,23.24668,2.18718,0.04439,0.05885,4.30414,5.26418
"34","2018_Q3",100.446349206349,"Up",6443309000,-4468436000,1974873000,-1429397000,-1429397000,545476000,-26470000,-25451000,519006000,519006000,-111769000,407237000,407237000,407237000,407237000,265288000,265288000,3896432000,356106000,287753000,4517826000,2857274000,5568849000,4338589000,1200322000,29938000,8426123000,12943949000,2913635000,2294996000,7250000,611389000,2915544000,2776811000,872652000,569690000,302962000,3649463000,6565007000,3454573000,3222233000,232340000,2928064000,-3695000,6378942000,6378942000,12943949000,407237000,112176000,23626000,9373000,4454000,9799000,5602000,-305290000,265819000,45073000,548641000,-205620000,718000,718000,-206338000,-206338000,-205620000,-87534000,-175334000,-175334000,-199537000,2419000,-361703000,-18682000,-18682000,-18682000,657652000,2778720000,569403000,0.3065,0.08466,0.0632,0.06384,0.03146,1.39821,1.54957,1.02917,0.21467,1.52834,1.52395,24.18142,23.93986,2.13694,0.04828,0.05677,3.82183,4.60778
"35","2018_Q4",104.891904761905,"Up",6417462000,-4522403000,1895059000,-1452916000,-1452916000,442143000,-24586000,-24586000,417557000,417557000,-83415000,334142000,334142000,334142000,334142000,260688000,260688000,3979105000,390551000,275904000,4630344000,2921943000,5568734000,4338589000,1200270000,29874999.9999999,8490677000,13121021000,2980253000,2336772000,4837000,638644000,2982182000,2902439000,880512000,583066000,297446000,3782951000,6765133000,3469192000,3239170000,230022000,2890147000,-3451000,6355888000,6355888000,13121021000,334142000,114852000,37205000,9412000,13290000,14503000,-69371000,-95179000,39690000,-13882000,416828000,-179462000,486000,486000,-179948000,-179948000,-179462000,124887000,-1313000,-1313000,-297964000,7631000,-241966000,-4600000,-4600000,-4600000,556995000,2904368000,391577000,0.2953,0.0689,0.05207,0.05257,0.02547,1.17189,1.55267,1.06439,0.22135,1.26335,1.25843,24.26372,24.03091,1.48051,0.0405,0.03861,4.74633,5.97924
"36","2019_Q1",113.004098360656,"Up",6649809000,-4578120000,2071689000,-1433186000,-1433186000,638503000,-25061000,-25061000,613442000,613442000,-130201000,483241000,483241000,483241000,483241000,235487000,235487000,4097004000,330529000,272725000,4663020000,2970806000,5570212000,4338589000,1200217000,31406000,8541018000,13204038000,3013907000,2385469000,10033000,618405000,3015857000,2862740000,908048000,609687000,298361000,3770788000,6786645000,3479493000,3252421000,227072000,2941107000,-3207000,6417393000,6417393000,13204038000,483241000,117771000,51451000,9688000,26535000,15228000,-23030000,-133229000,64662000,45537000,629433000,-182522000,942000,942000,-183464000,-183464000,-182522000,-44828000,-4728000,-343999.999999993,-359992000,8003000,-472112000,-25201000,-25201000,-25201000,756274000,2864690000,680923000,0.31154,0.09602,0.07267,0.0753,0.0366,1.40908,1.54617,1.05754,0.21696,1.84861,1.84065,25.43843,24.54934,2.60483,0.05481,0.06682,3.47652,4.11776
"37","2019_Q2",123.065079365079,"Up",6623185000,-4620909000,2002276000,-1490039000,-1490039000,512237000,-25933000,-25933000,486304000,486304000,-101291000,385013000,385013000,385013000,385013000,271111000,271111000,4109759000,202899000,177735000,4583769000,3008425000,13712090000,4338589000,1200164000,8173337000,16720515000,21304284000,3061692000,2452898000,48787000,560007000,3956716000,2732105000,8042794000,629864000,7412930000,10774899000,14731615000,3501949000,3275917000,226032000,3074584000,-3864000,6572669000,6572669000,21304284000,385013000,122485000,27461000,13631000,10303000,3527000,39236000,-14252000,39707000,13781000,574195000,-144304000,453000,453000,-144757000,-144757000,-144304000,-121825000,-525000,-525000,-199986000,10300000,-394267000,35624000,35624000,35624000,634722000,2732660000,630945000,0.30231,0.07734,0.05813,0.05858,0.01807,1.63876,1.15848,2.24134,0.12827,1.48642,1.47931,25.57007,25.37504,2.43588,0.02696,0.03637,3.87815,4.80549
"38","2019_Q3",141.2084375,"Up",6981753000,-4832817000,2148936000,-1571161000,-1571161000,577775000,-24810000,-24810000,552965000,552965000,-126410000,426555000,426555000,426555000,426555000,259568000,259568000,4419628000,239942000,178250000,4919138000,3020406000,13977985000,4338589000,1200111000,8439285000,16998391000,21917529000,3396640000,2727079000,3310000,666251000,4312270000,2573483000,8282616000,627765000,7654851000,10856099000,15168369000,3517837000,3292902000,224935000,3234944000,-3621000,6749160000,6749160000,21917529000,426555000,123423000,9163000,10874000,-2185000,474000,-2814999.99999999,-306833000,283510000,20508000,556326000,-147289000,1014000,1014000,-148303000,-148303000,-147289000,-159400000,0,0,-184988000,6188000,-420580000,-11543000,-11543000,-11543000,701198000,2574038000,677504000,0.30779,0.08276,0.0611,0.0632,0.01946,1.58832,1.14073,2.24745,0.11744,1.65464,1.64629,27.08279,26.18054,2.62809,0.02891,0.03848,3.30074,4.00583
"39","2019_Q4",155.1890625,"Up",6991393000,-4926307000,2065086000,-1573669000,-1573669000,491417000,-24264000,-24264000,467153000,467153000,-101603000,365550000,365550000,365550000,365550000,276076000,276076000,4496377000,296089000,192901000,5068542000,3131073000,14213175000,4338589000,1200059000,8674527000,17344248000,22412790000,3564979000,2844171000,3341000,717467000,4506038000,2762490000,8495967000,634041000,7861926000,11258457000,15764495000,3530935000,3308160000,222775000,3120738000,-3378000,6648295000,6648295000,22412790000,365550000,126470000,23820000,11100000,6190000,6530000,14749000,-79921000,102197000,-7527000,530589000,-224548000,443000,443000,-224991000,-224991000,-224548000,188225000,-1675000,0,-400327000,4209000,-289533000,16508000,16508000,16508000,617887000,2763045000,509691000,0.29538,0.07029,0.05229,0.05498,0.01631,1.39431,1.12483,2.37121,0.12328,1.42771,1.41851,27.30586,25.96585,1.99067,0.02497,0.02846,4.02496,5.06081
"40","2020_Q1",151.334838709677,"Down",7157642000,-4884879000,2272763000,-1551888000,-1551888000,720875000,-25567000,-25567000,695308000,695308000,-159871000,535437000,535437000,535437000,535437000,240320000,240320000,4676848000,260700000,184163000,5177868000,3278359000,14368857000,4338589000,1200006000,8830262000,17647216000,22825084000,3578200000,2860682000,8362000,709156000,4543005000,2911993000,8667586000,675227000,7992359000,11579579000,16122584000,3542975000,3322531000,220444000,3162660000,-3135000,6702500000,6702500000,22825084000,535437000,132426000,51845000,12984000,41099000,-2238000,-142820000,-177777000,3213000,31744000,576888000,-266344000,448000,448000,-266792000,-266792000,-266344000,148160000,-940000,-940000,-415075000,1407000,-346300000,-35756000.0000001,-35756000.0000001,-35756000.0000001,853301000,2911993000,604008000,0.31753,0.10071,0.07481,0.07989,0.02346,1.12807,1.13975,2.40546,0.12758,2.11336,2.09855,28.2511,26.45466,2.38401,0.03371,0.03304,3.13099,3.70615
"41","2020_Q2",177.752222222222,"Up",8448449000,-5852757000,2595692000,-1728908000,-1728908000,866784000,-30493000,-30493000,836291000,836291000,-185845000,650446000,650446000,650446000,650446000,2673912000,2673912000,4107331000,211240000,194049000,6992483000,3320141000,14535689000,4338589000,1199961000,8997139000,17855830000,24848313000,3851594000,2954361000,105865000,791368000,4843228000,3967221000,8828410000,700098000,8128312000,12795631000,17638859000,3552542000,3332283000,220259000,3659804000,-2892000,7209454000,7209454000,24848313000,650446000,137655000,45321000,18968000,24784000,1569000,902904000,567902000,110126000,224876000,1736326000,-194968000,466000,466000,-195434000,-195434000,-194968000,1054937000,1480137000,-555000,-63080000,-9006000,892234000,2433592000,2433592000,2433592000,1004439000,3967801000,1898220000,0.30724,0.1026,0.07699,0.09022,0.02618,2.91834,1.44376,2.44663,0.15968,2.58339,2.56458,33.55489,28.63394,7.5392,0.03704,0.09488,1.28817,1.49275
"42","2020_Q3",193.5884375,"Up",8684241000,-5866006000,2818235000,-1775608000,-1775608000,1042627000,-39326000,-39326000,1003301000,1003301000,-215700000,787601000,787601000,787601000,787601000,2959604000,2959604000,4391157000,246647000,210471000,7597408000,3520998000,14729027000,4338589000,1199931000,9190507000,18250025000,25847433000,4395455000,3400642000,16246000,978567000,5411188000,4089001000,8991173000,689893000,8301280000,13080174000,18491362000,3599725000,3381819000,217906000,3758995000,-2649000,7356071000,7356071000,25847433000,787601000,140962000,9826000,15509000,-10291000,4608000,232620000,-283945000,450792000,65773000,1171009000,-228148000,585000,585000,-228733000,-228733000,-228148000,-432999.999999881,-433000,-482000,-601536000,34451000,-657169000,285692000,285692000,285692000,1183589000,4089001000,1403761000,0.32452,0.12006,0.09069,0.10707,0.03047,1.78233,1.40402,2.51376,0.1582,3.14685,3.12306,34.69782,29.39113,5.60872,0.04293,0.06869,0.95421,1.08322
"43","2020_Q4",210.59390625,"Up",8199625000,-5631385000,2568240000,-1795110000,-1795110000,773130000,-40298000,-40298000,732832000,732832000,-158572000,574260000,574260000,574260000,574260000,2199443000,2199443000,5025810000,308179000,197040000,7533432000,3701782000,14918228000,4338589000,1199900000,9379739000,18620010000,26153442000,4841843000,3770528000,10713000,1060602000,5886211000,4131573000,9150139000,686694000,8463445000,13281712000,19167923000,3641104000,3426729000,214375000,3346821000,-2406000,6985519000,6985519000,26153442000,574260000,145849000,16692000,16889000,-3286000,3089000,-260596000,-636218000,358888000,16734000,476205000,-272895000,536000,536000,-273431000,-273431000,-272895000,-1527000,-1527000,-1527000,-901930000,28348000,-963471000,-760161000,-760161000,-760161000,918979000,4131573000,544060000,0.31321,0.09429,0.07003,0.08221,0.02196,0.94741,1.27984,2.74395,0.15797,2.32371,2.30566,33.17927,28.26646,2.2015,0.03269,0.02684,2.10247,2.4991
"44","2021_Q1",196.133606557377,"Down",8414524000,-5677829000,2736695000,-1864471000,-1864471000,872224000,-40268000,-40268000,831956000,831956000,-189213000,642743000,642743000,642743000,642743000,1376577000,1376577000,5247477000,290165000,199405000,6914219000,3899997000,15048408000,4338589000,1199870000,9509949000,18948405000,25862624000,4636704000,3614089000,16063000,1006552000,5710783000,4130975000,9359628000,710549000,8649079000,13490603000,19201386000,3657299000,3446612000,210687000,3006102000,-2163000,6661238000,6661238000,25862624000,642743000,149771000,43316000,17243000,23769000,2304000,-343211000,-223566000,-174210000,54565000,492619000,-328899000,1466000,1466000,-330365000,-330365000,-328899000,-2076000,-2076000.00000012,-2076000,-899888000,2674000,-986586000,-822866000,-822866000,-822866000,1021995000,4130975000,539098000,0.32523,0.10366,0.07638,0.09649,0.02485,0.83875,1.21073,2.88256,0.15973,2.6397,2.61892,34.55784,27.35722,2.21404,0.03623,0.02675,2.69512,3.1579
"45","2021_Q2",207.928253968254,"Up",8400964000,-5645296000,2755668000,-1846818000,-1846818000,908850000,-40392000,-40392000,868458000,868458000,-190709000,677749000,677749000,677749000,677749000,688055000,688055000,5099465000,254225000,237588000,6041745000,3999170000,15195783000,4338589000,1199840000,9657354000,19194953000,25236698000,4214029000,3294423000,57953000,861653000,5315398000,4130710000,9540665000,769430000,8771235000,13671375000,18986773000,3663840000,3457160000,206680000,2588006000,-1921000,6249925000,6249925000,25236698000,677749000,154146000,95367000,23533000,58794000,13040000,-224271000,135732000,-295206000,-64797000,702991000,-276923000,807000,807000,-277730000,-277730000,-276923000,-1753000,-1753000,-1753000,-1000352000,-12653000,-1114590000,-688522000,-688522000,-688522000,1062996000,4130710000,752511000,0.32802,0.10818,0.08068,0.10844,0.02686,1.11031,1.13665,3.03792,0.16368,2.84114,2.82042,35.21708,26.19986,3.15455,0.03903,0.03777,3.23863,3.78792
"46","2021_Q3",223.74859375,"Up",8650198000,-5912539000,2737659000,-1888091000,-1888091000,849568000,-39430000,-39430000,810138000,810138000,-173119000,637019000,637019000,637019000,637019000,313666000,313666000,5279273000,399779000,272768000,5992718000,4104193000,15390897000,4338589000,1199810000,9852498000,19495090000,25487808000,4351243000,3369984000,8234000,973025000,5479084000,4156765000,9714824000,781477000,8933347000,13871589000,19350673000,3708992000,3504850000,204142000,2429821000,-1678000,6137135000,6137135000,25487808000,637019000,158536000,66327000,23859649.5116632,62152642.1032892,36074390.320862,-247329000,136714741.74756,-173220192.335965,-108371976.542781,614553000,-239738000,998000,998000,-240736000,-240736000,-239738000,17217000,14751634.4811969,-895532.292880699,-699796000,31650000,-749204000,-374389000,-374389000,-374389000,1008104000,4156765000,694156000,0.31649,0.09821,0.07364,0.1038,0.02499,1.08969,1.09374,3.15305,0.16309,2.7116,2.69459,36.82126,26.12392,2.95481,0.03675,0.03469,3.8122,4.52359
"47","2021_Q4",219.42078125,"Down",8517839000,-5898400000,2619439000,-1953851000,-1953851000,665588000,-39198000,-39198000,626390000,626390000,-139359000,487031000,487031000,487031000,487031000,488662000,488662000,5298859000,394313000,273939000,6181834000,4177871000,15565597000,4338589000,1199780000,10027228000,19743468000,25925302000,4583254000,3532639000,11393000,1039222000,5740499000,4127426000,9867576000,781231000,9086345000,13995002000,19735501000,3730028000,3527285000,202743000,2461208000,-1435000,6189801000,6189801000,25925302000,487031000,162263000,83168000,19886204.2346947,47167090.4293659,61209439.295094,176710000,-102310527.978825,11305650.3316588,-68864185.0726786,909172000,-258777000,2163000,2163000,-260940000,-260940000,-258777000,-21176000,8152558.3062162,-258366.004560445,-359759000,2849000,-475399000,174996000,174996000,174996000,827851000,4127426000,885143000,0.30752,0.07814,0.05718,0.07868,0.01879,1.81743,1.07688,3.18839,0.1592,2.05727,2.04331,35.98033,26.14643,3.73895,0.02895,0.04385,4.39543,5.46699
"48","2022_Q1",211.454516129032,"Down",8651448000,-5951208000,2700240000,-1903571000,-1903571000,796669000,-38506000,-38506000,758163000,758163000,-160730000,597433000,597433000,597433000,597433000,344829000,344829000,5614325000,344689000,247295000,6303843000,4346127000,15677401000,4338589000,1199750000,10139062000,20023528000,26327371000,4795798000,3738604000,8055000,1049139000,5979357000,4172068000,9913960000,825254000,9088706000,14086028000,20065385000,3789179000,3549876907.31266,201300575.300324,2473999000,-1192000,6261986000,6261986000,26327371000,597433000,166371000,138715000,18660000,43937000,76118000,-263424000,-390017000,160491000,-33898000,639095000,-290119000,935000,935000,-291054000,-291054000,-290119000,51342000,-2957999.99999997,-690000,-489762000,42379000,-492809000,-143833000,-143833000,-143833000,963040000,4172068000,570227000,0.31211,0.09209,0.06906,0.09541,0.02269,0.95446,1.05427,3.20432,0.15847,2.61485,2.60196,37.86573,27.40751,2.49577,0.03412,0.02802,3.97412,4.80405
"49","2022_Q2",232.902741935484,"Up",8751352000,-6012989000,2738363000,-1992206000,-1992206000,746157000,-39676000,-39676000,706481000,706481000,-153824000,552657000,552657000,552657000,552657000,335613000,335613000,6087399000,313858000,280282000,6736870000,4451028000,15768410000,4338589000,1199720000,10230101000,20219438000,26956308000,4846163000,3906852000,9051000,930260000,6951841000,3947462000,10095381000,907020000,9188361000,14042843000,20994684000,3805037000,3606414000,198623000,2157589000,-1002000,5961624000,5961624000,26956308000,552657000,172563000,177209000,26945000,81679000,68585000,-452913000,-538921000,172110000,-86102000,449516000,-280844000,736000,736000,-281580000,-281580000,-280844000,702266000,-3034000,-3034000,-746773000,-8119000,-177888000,-9216000,-9216000,-9216000,918720000,4848097000,338787000,0.31291,0.08526,0.06315,0.0927,0.0205,0.61301,0.96908,3.52164,0.17985,2.41887,2.40695,38.30299,26.09288,1.48281,0.03243,0.01621,4.91171,6.04763
"50","2022_Q3",248.303265306122,"Up",9425713000,-6377490000,3048223000,-2134797000,-2134797000,913426000,-43098000,-43098000,870328000,870328000,-192298000,678030000,678030000,678030000,678030000,326263000,326263000,6935856000,420773000,327490000,7682892000,4648187000,15908177000,4338589000,1199700000,10369888000,20556364000,28239256000,5435087000,4358388000,6773000,1069926000,7566786000,4290700000,10193279000,906846000,9286433000,14483979000,22050765000,3825359000,3724402278.06203,193525524.099029,2364098000,-966000,6188491000,6188491000,28239256000,678030000,177159000,160431000,50371676.873179,186077616.266328,26843664.807978,-517120000,-376911393.115633,-73444521.0021529,-288121580.80773,498500000,-375774000,1430000,1430000,-377204000,-377204000,-375774000,334271000,11285846.3937065,-8114199.14872057,-348623000,6476000,-132076000,-9350000,-9350000,-9350000,1090585000,5191335000,389989000,0.32339,0.09691,0.07193,0.10956,0.02401,0.57518,1.01534,3.56319,0.18383,2.99617,2.98093,41.65159,27.34652,1.72334,0.03719,0.01808,4.46097,5.32618
