"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",70.051746031746,"Down",1.9495e+10,-1.2825e+10,6.67e+09,-4.288e+09,-3.931e+09,-3.57e+08,2.382e+09,-1.58e+08,-1.58e+08,2.224e+09,2.224e+09,-8.05e+08,1.419e+09,1.419e+09,1.419e+09,1.419e+09,1.815e+09,1.696e+09,1.19e+08,1.1407e+10,8.11e+08,8.11e+08,1.4033e+10,1.9762e+10,1.9762e+10,3.6e+08,2.513e+09,3.28e+08,9.3e+08,2.2635e+10,3.6668e+10,9.314e+09,8.649e+09,6.65e+08,2.96e+08,4.015e+09,1.45e+09,2.565e+09,1.3625e+10,1.5788e+10,1.719e+09,1.719e+09,1.7507e+10,3.1132e+10,4.19e+08,4.19e+08,5.253e+09,-1.36e+08,5.536e+09,5.536e+09,3.6668e+10,1.419e+09,3.79e+08,-85999999.9999999,66999999.9999995,1.779e+09,-2.7e+08,2.59e+08,7.3e+08,-4.71e+08,1.1e+07,-5.05e+08,-2.99e+08,-15999999.9999999,-1.224e+09,-8e+06,-1.547e+09,-2.73e+08,-2.73e+08,6e+06,-2.67e+08,2.761e+09,1.6084e+10,3.363e+09,0.34214,0.12219,0.07279,0.25632,0.0387,2.36998,1.02994,5.62355,0.43864,1.68728,1.68527,23.18074,6.58264,3.99881,0.35553,7,0.07361,0.14409,0.21071,5.16806,5.99034
"31","2017_Q4",76.0087301587302,"Up",1.677e+10,-1.1057e+10,5.713e+09,-4.166e+09,-3.808e+09,-3.58e+08,1.547e+09,-1.6e+08,-1.6e+08,1.387e+09,1.387e+09,-5.15e+08,8.72e+08,8.72e+08,8.72e+08,8.72e+08,8.28e+08,7.43e+08,8.5e+07,1.2393e+10,7.88e+08,7.88e+08,1.4009e+10,1.9818e+10,1.9818e+10,3.7e+08,2.586e+09,3.47e+08,9.12e+08,2.2774e+10,3.6783e+10,9.711e+09,8.903e+09,8.08e+08,4.68e+08,3.559e+09,1.404e+09,2.155e+09,1.3738e+10,1.557e+10,1.733e+09,1.733e+09,1.7303e+10,3.1041e+10,4.15e+08,4.15e+08,5.289e+09,3.8e+07,5.742e+09,5.742e+09,3.6783e+10,8.72e+08,3.8e+08,1e+06,-9.55e+08,2.98e+08,-3e+08,2.5e+07,8.1e+07,-5.6e+07,3e+06,-2.76e+08,-3.44e+08,-9.1e+07,-5.44e+08,1e+06,-9.78e+08,-9.56e+08,-9.56e+08,3e+06,-9.53e+08,1.927e+09,1.6038e+10,1.187e+09,0.34067,0.09225,0.052,0.15186,0.02371,1.36124,1.01973,5.40596,0.43602,1.04934,1.04808,20.18051,6.90975,1.4284,0.41396,6,0.05172,0.05048,0.3945,7.8931,9.83193
"32","2018_Q1",87.3944262295082,"Up",1.5494e+10,-1.0268e+10,5.226e+09,-4.128e+09,-3.761e+09,-3.67e+08,1.098e+09,-1.54e+08,-1.54e+08,9.44e+08,9.44e+08,-3.9e+08,5.54e+08,5.54e+08,5.54e+08,5.54e+08,6.9e+08,5.88e+08,1.02e+08,1.1393e+10,6.89e+08,6.89e+08,1.2772e+10,1.9721e+10,1.9721e+10,4.08e+08,2.39e+09,1.68e+08,9.15e+08,2.2519e+10,3.5291e+10,7.337e+09,6.59e+09,7.47e+08,1.431e+09,3.328e+09,1.378e+09,1.95e+09,1.2096e+10,1.5564e+10,1.758e+09,1.758e+09,1.7322e+10,2.9418e+10,4.37e+08,4.15e+08,5.425e+09,1.1e+07,5.873e+09,5.873e+09,3.5291e+10,5.54e+08,3.92e+08,2.15e+08,-1.468e+09,-3.07e+08,-3.12e+08,-5.7e+07,2.44e+08,-3.01e+08,-1.86264514923096e-09,-3.69e+08,-3.41e+08,9.52e+08,-8.6e+07,-2e+06,5.23e+08,-1.53e+08,-1.53e+08,-2e+06,-1.55e+08,1.49e+09,1.6995e+10,1e+08,0.33729,0.07087,0.03576,0.09433,0.0157,0.18051,1.05589,5.00902,0.48157,0.66989,0.66908,18.73519,7.10157,0.12092,0.41233,3,0.03634,0.00406000000000001,0.61552,10.94295,14.84973
"33","2018_Q2",83.96265625,"Down",1.736e+10,-1.1348e+10,6.012e+09,-4.547e+09,-4.187e+09,-3.6e+08,1.465e+09,-1.6e+08,-1.6e+08,1.305e+09,1.305e+09,-3.17e+08,9.88e+08,9.88e+08,9.88e+08,9.88e+08,1.77e+09,1.565e+09,2.05e+08,1.3204e+10,1.059e+09,1.059e+09,1.6033e+10,1.95e+10,1.95e+10,3.21e+08,2.383e+09,1.99e+08,8.96e+08,2.2204e+10,3.8237e+10,1.0819e+10,1.0104e+10,7.15e+08,8.96e+08,4.059e+09,1.439e+09,2.62e+09,1.5774e+10,1.4948e+10,1.77e+09,1.77e+09,1.6718e+10,3.2492e+10,4.11e+08,4.11e+08,5.405e+09,-7.1e+07,5.745e+09,5.745e+09,3.8237e+10,9.88e+08,3.87e+08,9e+06,2.045e+09,3.429e+09,-2.19e+08,-1.7e+07,5.56e+08,-5.73e+08,0,-2.36e+08,-3.4e+08,-1.153e+09,-7.2e+08,-2e+06,-2.215e+09,9.78e+08,9.78e+08,-1e+06,9.77e+08,1.852e+09,1.5844e+10,3.995e+09,0.34631,0.08439,0.05691,0.17198,0.02584,4.04352,1.01642,5.6557,0.41436,1.19758,1.19613,21.04242,6.96364,4.84242,0.41212,8,0.05685,0.17103,0.34413,7.59935,9.60683
"34","2018_Q3",97.1231746031746,"Up",2.0887e+10,-1.3688e+10,7.199e+09,-5.036e+09,-4.691e+09,-3.45e+08,2.163e+09,-1.53e+08,-1.53e+08,2.01e+09,2.01e+09,-4.89e+08,1.521e+09,1.521e+09,1.521e+09,1.521e+09,2.642e+09,2.251e+09,3.91e+08,1.1885e+10,9.56e+08,9.56e+08,1.5483e+10,1.9172e+10,1.9172e+10,8.7e+07,2.363e+09,2.49e+08,8.43e+08,2.1622e+10,3.7105e+10,9.655e+09,8.984e+09,6.71e+08,8.94e+08,4.032e+09,1.449e+09,2.583e+09,1.4581e+10,1.4937e+10,1.806e+09,1.806e+09,1.6743e+10,3.1324e+10,4.06e+08,4.06e+08,5.517e+09,-1.42e+08,5.781e+09,5.781e+09,3.7105e+10,1.521e+09,3.64e+08,2.42e+08,2.31e+08,2.358e+09,-2.94e+08,4.9e+07,4.56e+08,-4.07e+08,1e+06,-2.44e+08,-3.38e+08,-8000000.00000048,-1.076e+09,0,-1.422e+09,6.92e+08,6.92e+08,-6e+06,6.86e+08,2.527e+09,1.5831e+10,2.953e+09,0.34466,0.10356,0.07282,0.2631,0.04099,1.94149,1.06186,5.41844,0.42665,1.87085,1.86855,25.69127,7.1107,3.63223,0.41574,9,0.07938,0.1261,0.22222,5.21923,6.09755
"35","2018_Q4",90.291746031746,"Down",1.7415e+10,-1.1755e+10,5.66e+09,-4.702e+09,-4.269e+09,-4.33e+08,9.58e+08,-1.54e+08,-1.54e+08,8.04e+08,8.04e+08,-1.75e+08,6.29e+08,6.29e+08,6.29e+08,6.29e+08,1.876e+09,1.668e+09,2.08e+08,1.2365e+10,8.97e+08,8.97e+08,1.5138e+10,1.8923e+10,1.8923e+10,2.9e+08,2.362e+09,2.85e+08,8.05e+08,2.1575e+10,3.6713e+10,1.0089e+10,9.283e+09,8.06e+08,1.117e+09,3.863e+09,1.356e+09,2.507e+09,1.5069e+10,1.446e+10,1.79e+09,1.79e+09,1.625e+10,3.1319e+10,4.03e+08,4.03e+08,5.156e+09,-1.65e+08,5.394e+09,5.394e+09,3.6713e+10,6.29e+08,4.55e+08,9.5e+07,-1.68e+08,1.011e+09,-2.83e+08,-2.1e+07,2.97e+08,-3.18e+08,-4e+06,-3.08e+08,-3.9e+08,-2.64e+08,-6.29e+08,-1e+06,-1.284e+09,-5.81e+08,-5.81e+08,-2e+06,-5.83e+08,1.413e+09,1.5577e+10,1.137e+09,0.32501,0.05501,0.03612,0.11661,0.01713,1.80763,1.00458,5.80627,0.42429,0.7804,0.77943,21.6067,6.69231,1.41067,0.48387,6,0.04477,0.04995,0.62003,9.69639,14.30167
"36","2019_Q1",93.9762295081967,"Up",1.5647e+10,-1.161e+10,4.037e+09,-4.605e+09,-4.266e+09,-3.39e+08,-5.68e+08,-1.57e+08,-1.57e+08,-7.25e+08,-7.25e+08,-9.9e+07,-8.24e+08,-8.24e+08,-8.24e+08,-8.24e+08,7.29e+08,5.11e+08,2.18e+08,1.2561e+10,9.38e+08,9.38e+08,1.4228e+10,1.8432e+10,1.8432e+10,2.56e+08,1.592e+09,2.94e+08,9.95e+08,2.028e+10,3.4508e+10,8.941e+09,8.279e+09,6.62e+08,1.832e+09,3.724e+09,1.299e+09,2.425e+09,1.4497e+10,1.4391e+10,1.976e+09,1.976e+09,1.6367e+10,3.0864e+10,4.01e+08,4.01e+08,3.452e+09,-2.09e+08,3.644e+09,3.644e+09,3.4508e+10,-8.24e+08,4.01e+08,1.159e+09,-1.341e+09,-6.05e+08,-3.02e+08,9e+06,8.4e+07,-7.5e+07,1e+06,-2.92e+08,-3.87e+08,6.84e+08,-4.98e+08,-2e+06,-2.03e+08,-1.1e+09,-1.154e+09,-3e+06,-1.157e+09,-1.67e+08,1.6223e+10,-1.711e+09,0.258,-0.0363,-0.05266,-0.22613,-0.02388,2.07646,0.98144,8.46981,0.47012,-1.03,-1.02871,19.55875,4.555,-2.13875,0.48375,4,-0.02001,-0.07833,-0.46966,-92.77844,-27.27817
"37","2019_Q2",99.732380952381,"Up",1.7741e+10,-1.216e+10,5.581e+09,-4.164e+09,-3.862e+09,-3.02e+08,1.417e+09,-1.62e+08,-1.62e+08,1.255e+09,1.255e+09,-2.09e+08,1.046e+09,1.046e+09,1.046e+09,1.046e+09,3.163e+09,2.973e+09,1.9e+08,1.5026e+10,1.146e+09,1.146e+09,1.9335e+10,1.815e+10,1.815e+10,2.35e+08,5.499e+09,4.95e+08,4.701e+09,2.3884e+10,4.3219e+10,1.2254e+10,1.1485e+10,7.69e+08,1.008e+09,4.519e+09,1.376e+09,3.143e+09,1.7781e+10,1.6542e+10,5.66e+09,5.66e+09,2.2202e+10,3.9983e+10,3.97e+08,3.97e+08,3.095e+09,-2.56e+08,3.236e+09,3.236e+09,4.3219e+10,1.046e+09,3.37e+08,4.6e+07,7.08e+08,2.137e+09,-1.81e+08,5.1e+07,5.4e+07,-3e+06,-1e+06,-1.31e+08,-3.85e+08,1.634e+09,-7.94e+08,-9e+06,4.46e+08,2.452e+09,2.452e+09,-2e+06,2.45e+09,1.754e+09,1.755e+10,2.49e+09,0.31458,0.07987,0.05896,0.32324,0.0242,2.3805,1.0874,12.35569,0.40607,1.31407,1.31242,22.28769,4.06533,3.12814,0.48367,6,0.05411,0.09415,0.36807,8.20239,10.15314
"38","2019_Q3",100.34109375,"Up",2.0992e+10,-1.4252e+10,6.74e+09,-4.359e+09,-4.047e+09,-3.12e+08,2.381e+09,-1.69e+08,-1.69e+08,2.212e+09,2.212e+09,-5.36e+08,1.676e+09,1.676e+09,1.676e+09,1.676e+09,2.071e+09,1.796e+09,2.75e+08,1.373e+10,9.95e+08,9.95e+08,1.6796e+10,1.8203e+10,1.8203e+10,1.79e+08,5.517e+09,5.12e+08,4.702e+09,2.3899e+10,4.0695e+10,1.0216e+10,9.499e+09,7.17e+08,1.009e+09,4.61e+09,1.324e+09,3.286e+09,1.5835e+10,1.6538e+10,5.682e+09,5.682e+09,2.222e+10,3.8055e+10,3.88e+08,3.88e+08,2.439e+09,-1.87e+08,2.64e+09,2.64e+09,4.0695e+10,1.676e+09,3.47e+08,1.62e+08,-7.39e+08,1.446e+09,-3.03e+08,-2.4e+07,2.18e+08,-2.42e+08,0,-3.27e+08,-3.82e+08,-12999999.9999998,-1.904e+09,2e+06,-2.297e+09,-1.178e+09,-1.178e+09,1e+06,-1.177e+09,2.728e+09,1.7547e+10,2.222e+09,0.32107,0.11342,0.07984,0.63485,0.04118,1.32578,1.06069,14.41477,0.43118,2.14872,2.14597,26.91282,3.38462,2.84872,0.48974,4,0.07955,0.08589,0.22792,5.67302,6.49979
"39","2019_Q4",109.23578125,"Up",1.7388e+10,-1.1747e+10,5.641e+09,-4.083e+09,-3.773e+09,-3.1e+08,1.558e+09,-1.77e+08,-1.77e+08,1.381e+09,1.381e+09,-3.32e+08,1.049e+09,1.049e+09,1.049e+09,1.049e+09,9.21e+08,7.94e+08,1.27e+08,1.3716e+10,1.025e+09,1.025e+09,1.5662e+10,1.8371e+10,1.8371e+10,3.63e+08,5.368e+09,4.79e+08,4.889e+09,2.4102e+10,3.9764e+10,9.601e+09,8.822e+09,7.79e+08,1.211e+09,4.251e+09,1.222e+09,3.029e+09,1.5063e+10,1.6635e+10,5.608e+09,5.608e+09,2.2243e+10,3.7306e+10,3.84e+08,3.84e+08,2.238e+09,-1.64e+08,2.458e+09,2.458e+09,3.9764e+10,1.049e+09,3.45e+08,2.13e+08,-1.079e+09,5.28e+08,-3.72e+08,-3.4e+07,2.84e+08,-3.18e+08,1e+06,-4.05e+08,-4.28e+08,1.74e+08,-8.73e+08,0,-1.127e+09,-1.004e+09,-9.92e+08,2e+06,-9.9e+08,1.903e+09,1.7846e+10,7.84e+08,0.32442,0.0896,0.06033,0.42677,0.02638,0.74738,1.03977,15.17738,0.4488,1.36234,1.36057,22.58182,3.19221,1.01818,0.55584,5,0.057,0.03026,0.40801,8.89385,10.86329
"40","2020_Q1",104.87064516129,"Down",1.6027e+10,-1.1046e+10,4.981e+09,-4.023e+09,-3.685e+09,-3.38e+08,9.58e+08,-1.83e+08,-1.83e+08,7.75e+08,7.75e+08,-2.65e+08,5.1e+08,5.1e+08,5.1e+08,5.1e+08,8.76e+08,7.16e+08,1.6e+08,1.3179e+10,1.263e+09,1.263e+09,1.5318e+10,1.8769e+10,1.8769e+10,3.72e+08,5.012e+09,2.16e+08,4.796e+09,2.4153e+10,3.9471e+10,8.343e+09,7.659e+09,6.84e+08,2.538e+09,4.301e+09,1.219e+09,3.082e+09,1.5182e+10,1.6768e+10,5.549e+09,5.549e+09,2.2317e+10,3.7499e+10,3.81e+08,3.81e+08,1.727e+09,-1.36e+08,1.972e+09,1.972e+09,3.9471e+10,5.1e+08,3.81e+08,4.39e+08,-1.145e+09,1.85e+08,-4.65e+08,-4.1e+07,1.39e+08,-1.8e+08,-15954830.2766617,-5.06e+08,-4.23e+08,1.284e+09,-6.24e+08,6e+06,2.43e+08,-7.8e+07,-7.8e+07,-9.31322574615479e-10,-77999999.9999998,1.339e+09,1.9306e+10,-6e+06,0.31079,0.05977,0.03182,0.25862,0.01292,-0.0117599999999999,1.00896,19.01572,0.48912,0.66929,0.66841,21.03281,2.58793,-0.00787000000000004,0.55512,6,0.03478,-0.000220000000000008,0.82941,13.764,19.238
"41","2020_Q2",110.261587301587,"Up",1.9675e+10,-1.3162e+10,6.513e+09,-4.522e+09,-4.196e+09,-3.26e+08,1.991e+09,-2.05e+08,-2.05e+08,1.786e+09,1.786e+09,-4.49e+08,1.337e+09,1.337e+09,1.337e+09,1.337e+09,6.156e+09,5.955e+09,2.01e+08,1.4283e+10,1.487e+09,1.487e+09,2.1926e+10,1.8629e+10,1.8629e+10,3e+08,4.977e+09,2.15e+08,4.762e+09,2.3906e+10,4.5832e+10,1.1823e+10,1.0841e+10,9.82e+08,1.604e+09,4.898e+09,1.212e+09,3.686e+09,1.8325e+10,2.02e+10,5.591e+09,5.591e+09,2.5791e+10,4.4116e+10,3.87e+08,3.77e+08,1.722e+09,-3.93e+08,1.716e+09,1.716e+09,4.5832e+10,1.337e+09,3.73e+08,2.06e+08,2.534e+09,4.45e+09,-3.03e+08,3.7e+07,1.07e+08,-7e+07,-2.2e+07,-2.88e+08,-4.2e+08,2.477e+09,-9.62e+08,-3e+06,1.092e+09,5.254e+09,5.254e+09,-1.5e+07,5.239e+09,2.364e+09,2.1804e+10,5.044e+09,0.33103,0.10119,0.06795,0.77914,0.02917,3.77263,1.19651,25.70862,0.47574,1.77086,1.76852,26.0596,2.27285,6.68079,0.55629,8,0.06036,0.17327,0.31414,6.61929,7.85937
"42","2020_Q3",149.280625,"Up",2.7302e+10,-1.7999e+10,9.303e+09,-5.346e+09,-5.019e+09,-3.27e+08,3.957e+09,-2.18e+08,-2.18e+08,3.739e+09,3.739e+09,-9.11e+08,2.828e+09,2.828e+09,2.828e+09,2.828e+09,1.2726e+10,1.1641e+10,1.085e+09,1.3831e+10,1.16e+09,1.16e+09,2.7717e+10,1.8734e+10,1.8734e+10,3.26e+08,4.986e+09,2.67e+08,4.719e+09,2.4046e+10,5.1763e+10,1.4055e+10,1.2916e+10,1.139e+09,1.609e+09,5.706e+09,1.715e+09,3.991e+09,2.137e+10,2.0197e+10,5.84e+09,5.84e+09,2.6037e+10,4.7407e+10,5.07e+08,3.78e+08,4.134e+09,-2.85e+08,4.356e+09,4.356e+09,5.1763e+10,2.828e+09,3.74e+08,1.58e+08,3.942e+09,7.302e+09,-3.61e+08,-9.09e+08,1.53e+08,-1.062e+09,-2e+06,-1.272e+09,-4.16e+08,-2.5e+07,7.9e+07,-1e+06,-3.63e+08,5.667e+09,5.667e+09,1.9e+07,5.686e+09,4.331e+09,2.1806e+10,8.823e+09,0.34074,0.14493,0.10358,0.64922,0.05463,3.11987,1.29701,10.88315,0.42127,3.75564,3.75066,36.25764,5.78486,11.71713,0.55246,9,0.10137,0.2757,0.1471,2.09651,2.29467
"43","2020_Q4",157.99640625,"Up",2.2309e+10,-1.5009e+10,7.3e+09,-5.125e+09,-4.77e+09,-3.55e+08,2.175e+09,-2.21e+08,-2.21e+08,1.954e+09,8.94e+08,-2.02e+08,6.92e+08,6.92e+08,6.92e+08,6.92e+08,1.0101e+10,8.249e+09,1.852e+09,1.5712e+10,1.103e+09,1.103e+09,2.6916e+10,1.8798e+10,1.8798e+10,2.02e+08,4.964e+09,2.41e+08,4.723e+09,2.3964e+10,5.088e+10,1.3876e+10,1.2759e+10,1.117e+09,6.09e+08,5.079e+09,1.614e+09,3.465e+09,1.9564e+10,2.1185e+10,6.058e+09,6.058e+09,2.7243e+10,4.6807e+10,3.76e+08,3.76e+08,3.942e+09,-2.45e+08,4.073e+09,4.073e+09,5.088e+10,6.92e+08,4.05e+08,1.278e+09,-2.642e+09,-2.67e+08,-4.48e+08,-6.44e+08,7.72e+08,-1.416e+09,0,-1.092e+09,-4.16e+08,-1.046e+09,-5.43e+08,-2.8e+07,-2.033e+09,-3.392e+09,-3.392e+09,0,-3.392e+09,2.58e+09,2.1794e+10,-3.08e+08,0.32722,0.09749,0.03102,0.1699,0.0136,-0.44509,1.37579,11.49202,0.42834,0.92144,0.92021,29.70573,5.42344,-0.41012,0.55393,6,0.03471,-0.00965,0.60116,4.53217,5.37609
"44","2021_Q1",167.520163934426,"Up",2.0311e+10,-1.3855e+10,6.456e+09,-4.932e+09,-4.541e+09,-3.91e+08,1.524e+09,-2.04e+08,-2.04e+08,1.32e+09,1.32e+09,-3.42e+08,9.78e+08,9.78e+08,9.78e+08,9.78e+08,5.196e+09,4.69e+09,5.06e+08,1.6193e+10,9.37e+08,9.37e+08,2.2326e+10,1.9155e+10,1.9155e+10,2e+08,5.054e+09,3.4e+08,4.714e+09,2.4409e+10,4.6735e+10,1.2234e+10,1.0884e+10,1.35e+09,1.112e+09,5.384e+09,1.608e+09,3.776e+09,1.873e+10,2.0668e+10,5.9e+09,5.9e+09,2.6568e+10,4.5298e+10,4.56e+08,3.66e+08,1.117e+09,-1.36e+08,1.437e+09,1.437e+09,4.6735e+10,9.78e+08,4.42e+08,8.3e+07,-1.939e+09,-4.36e+08,-5.89e+08,1.348e+09,1.894e+09,-5.46e+08,-1e+06,7.58e+08,-4.52e+08,-3.6e+07,-3.393e+09,-6e+06,-3.887e+09,-3.565e+09,-3.565e+09,6e+06,-3.559e+09,1.966e+09,2.178e+10,-220000000.000001,0.31786,0.07503,0.04815,0.68058,0.02093,-0.22495,1.19199,31.52262,0.46603,1.33424,1.3252,27.70941,1.96044,-0.30014,0.61664,6,0.04911,-0.00755999999999996,0.46217,8.4354,10.88189
"45","2021_Q2",191.575238095238,"Up",2.4422e+10,-1.6292e+10,8.13e+09,-4.885e+09,-4.494e+09,-3.91e+08,3.245e+09,-2.11e+08,-2.11e+08,3.034e+09,3.034e+09,-7.13e+08,2.321e+09,2.321e+09,2.321e+09,2.321e+09,7.146e+09,6.692e+09,4.54e+08,1.8382e+10,1.288e+09,1.288e+09,2.6816e+10,1.9059e+10,1.9059e+10,1.97e+08,5.128e+09,2.13e+08,4.915e+09,2.4384e+10,5.12e+10,1.5276e+10,1.3964e+10,1.312e+09,1.338e+09,6.278e+09,2.022e+09,4.256e+09,2.2892e+10,2.1906e+10,5.957e+09,5.957e+09,2.7863e+10,5.0755e+10,3.58e+08,3.58e+08,9.8e+07,-1.1e+07,4.45e+08,4.45e+08,5.12e+10,2.321e+09,4.43e+08,2.73e+08,1.455e+09,4.492e+09,-3.97e+08,5.4e+07,3.47e+08,-2.93e+08,-1.34e+08,-4.77e+08,-4.4e+08,1.445e+09,-3.029e+09,4e+06,-2.02e+09,1.995e+09,1.995e+09,7e+06,2.002e+09,3.688e+09,2.3244e+10,5.459e+09,0.3329,0.13287,0.09504,5.21573,0.04533,2.352,1.17141,114.05618,0.45398,3.23259,3.22361,34.01393,0.61978,7.60306,0.61281,8,0.09313,0.18414,0.18957,4.36497,4.96086
"46","2021_Q3",195.90453125,"Up",2.7571e+10,-1.8259e+10,9.312e+09,-5.102e+09,-4.693e+09,-4.09e+08,4.21e+09,-2.16e+08,-2.16e+08,3.994e+09,3.994e+09,-9.75e+08,3.019e+09,3.019e+09,3.019e+09,3.019e+09,6.255e+09,4.835e+09,1.42e+09,1.7322e+10,1.506e+09,1.506e+09,2.5083e+10,1.9031e+10,1.9031e+10,2.25e+08,5.065e+09,2.21e+08,4.844e+09,2.4321e+10,4.9404e+10,1.3342e+10,1.2011e+10,1.331e+09,2.344e+09,5.978e+09,2.041e+09,3.937e+09,2.1664e+10,2.1967e+10,5.948e+09,5.948e+09,2.7915e+10,4.9579e+10,3.5e+08,3.5e+08,-4.6e+08,-6.5e+07,-1.75e+08,-1.75e+08,4.9404e+10,3.019e+09,4.64e+08,2.05e+08,-1.267e+09,2.421e+09,-3.71e+08,-9.97e+08,3.45e+08,-1.342e+09,0,-1.368e+09,-4.3e+08,9.75e+08,-3.082e+09,-3.7e+08,-2.907e+09,-1.854e+09,-1.854e+09,-3e+06,-1.857e+09,4.674e+09,2.4311e+10,4.011e+09,0.33775,0.1527,0.1095,-17.25143,0.06111,1.32859,1.15782,-283.30857,0.49209,4.28835,4.2762,39.16335,-0.24858,5.69744,0.6108,4,0.11465,0.13333,0.14243,3.86307,4.28884
"47","2021_Q4",234.56984375,"Up",2.2918e+10,-1.5331e+10,7.587e+09,-4.798e+09,-4.372e+09,-4.26e+08,2.789e+09,-2.23e+08,-2.23e+08,2.566e+09,2.566e+09,-6.71e+08,1.895e+09,1.895e+09,1.895e+09,1.895e+09,6.673e+09,6.121e+09,5.52e+08,1.6685e+10,1.491e+09,1.491e+09,2.4849e+10,1.8925e+10,1.8925e+10,2.13e+08,5.413e+09,2.2e+08,5.193e+09,2.4551e+10,4.94e+10,1.2687e+10,1.1334e+10,1.353e+09,2.352e+09,5.795e+09,1.954e+09,3.841e+09,2.0834e+10,2.3881e+10,6.261e+09,6.261e+09,3.0142e+10,5.0976e+10,3.43e+08,3.43e+08,-1.913e+09,-6e+06,-1.576e+09,-1.576e+09,4.94e+10,1.895e+09,4.81e+08,1.95e+08,-3.05e+08,2.266e+09,-3.94e+08,8.79e+08,1.569e+09,-6.9e+08,1.49011611938477e-08,4.85e+08,-5.63e+08,1.957e+09,-2.816e+09,-4.2e+07,-1.464e+09,1.287e+09,1.287e+09,-1e+06,1.286e+09,3.27e+09,2.6233e+10,3.242e+09,0.33105,0.12169,0.08269,-1.20241,0.03836,1.71082,1.19271,-32.34518,0.53103,2.66526,2.65778,32.23347,-2.2166,4.55977,0.79184,6,0.0795,0.10486,0.2971,5.98165,7.01327
"48","2022_Q1",227.701129032258,"Down",2.1339e+10,-1.4312e+10,7.027e+09,-5.178e+09,-4.742e+09,-4.36e+08,1.849e+09,-2.35e+08,-2.35e+08,1.614e+09,1.614e+09,-4.07e+08,1.207e+09,1.207e+09,1.207e+09,1.207e+09,1.404e+09,1.133e+09,2.71e+08,1.7605e+10,1.051e+09,1.051e+09,2.006e+10,1.9071e+10,1.9071e+10,1.99e+08,5.31e+09,1.64e+08,5.146e+09,2.458e+10,4.464e+10,1.2915e+10,1.1354e+10,1.561e+09,8.68e+08,5.885e+09,1.914e+09,3.971e+09,1.9668e+10,2.3859e+10,5.929e+09,5.929e+09,2.9788e+10,4.9456e+10,3.35e+08,3.35e+08,-5.115e+09,-3.6e+07,-4.816e+09,-4.816e+09,4.464e+10,1.207e+09,4.94e+08,2.43e+08,-1.01e+09,9.34e+08,-5.78e+08,2.92e+08,1.032e+09,-7.4e+08,0,-2.86e+08,-5.51e+08,-1.523e+09,-3.953e+09,4.02e+08,-5.625e+09,-4.977e+09,-4.977e+09,-1.1e+07,-4.988e+09,2.343e+09,2.4727e+10,1.162e+09,0.3293,0.08665,0.05656,-0.250620000000001,0.02704,0.96272,1.01993,-10.2691,0.55392,1.74928,1.74422,30.92609,-6.97971,1.68406,0.79855,5,0.06803,0.04497,0.4565,9.95433,12.61385
