"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share"
"34","2019_Q1",13.0113114754098,"Down",610196000,-541140000,69056000,-21310000,-16660000,-4650000,47746000,-5820000,-7110000,1290000,41926000,16958000,-5374000,11584000,11584000,11584000,11584000,132690000,132690000,181064000,181064000,184404000,51261000,51261000,549419000,206991000,547983000,210328000,26571000,754974000,1304393000,269497000,153113000,116384000,2179000,271676000,503732000,55136000,20231000,558868000,830544000,629783000,-302835000,150244000,473849000,473849000,1304393000,11584000,10164000,12256000,21783000,55787000,-13664000,-13664000,-543999.999999993,-13950000,0,-13950000,-476000,-19172000,22951000,22951000,22951000,57910000,505911000,71403000,0.11317,0.07825,0.01898,6.16393,2.02233,1.75276,0.38785,0.20867,0.20711,10.99175,8.53567,1.28622
"35","2019_Q2",13.6095238095238,"Up",533174000,-464484000,68690000,-43492000,-38363000,-5129000,25198000,-7259000,-7090000,-169000,17939000,17939000,-3159000,14780000,14780000,14780000,14780000,151916000,151916000,185745000,185745000,256980000,52669000,52669000,647310000,206719000,554603000,205232000,38322000,761322000,1408632000,358390000,231168000,127222000,1880000,360583000,502757000,61686000,29062000,564443000,925026000,632423000,-305470000,160512000,483606000,483606000,1408632000,14780000,10549000,1051000,7386000,33766000,-6773000,-6773000,-545000,-2580000,55000,-2635000,-15000,-7767000,19226000,19226000,19226000,35747000,504637000,39519000,0.12883,0.04726,0.02772,2.67382,1.79518,1.91277,0.35825,0.26742,0.26502,9.64707,8.7502,0.71504
"36","2019_Q3",13.75109375,"Up",626053000,-538403000,87650000,-40112000,-35003000,-5109000,47538000,-5939000,-7020000,1081000,41599000,41599000,-10639000,30960000,30960000,30960000,30960000,140155000,140155000,170177000,170177000,264567000,40550000,40550000,615449000,208718000,550662000,200089000,39488000,759380000,1374829000,320997000,200641000,120356000,317000,321314000,490409000,61541000,28850000,551950000,873264000,635214000,-316687000,186934000,501565000,501565000,1374829000,30960000,10646000,3169000,-17568000,27207000,-8184000,-8184000,-15077000,-11217000,1.45519152283669e-11,-11217000,-56000.0000000001,-30784000,-11761000,-11761000,-11761000,58184000,490726000,43071000,0.14,0.07593,0.04945,1.39118,1.91541,1.74108,0.35694,0.56089,0.55615,11.34195,9.08665,0.7803
"37","2019_Q4",13.88828125,"Up",580908000,-503173000,77735000,-39466000,-34351000,-5115000,38269000,-5380000,-6713000,1333000,32889000,32889000,-7429000,25460000,25460000,25460000,25460000,120873000,120873000,171393000,171393000,274273000,54847000,54847000,621386000,210963000,546254000,194934000,40186000,757217000,1378603000,325340000,188911000,136429000,322000,325662000,475583000,62300000,29846000,537883000,863545000,637506000,-325487000,207934000,515058000,515058000,1378603000,25460000,10416000,1538000,-22169000,15245000,-6502000,-6502000,-15078000,-8494000,306000,-8800000,-71000,-28025000,-19282000,-19282000,-19282000,48685000,475905000,27443000,0.13382,0.06588,0.04383,1.07789,1.90807,1.6766,0.34521,0.46751,0.46234,10.66689,9.45772,0.50392
"38","2020_Q1",10.5270967741935,"Down",579001000,-506694000,72307000,-40526000,-35408000,-5118000,31781000,-6477000,-6517000,40000,25304000,25304000,-6929000,18375000,18375000,18375000,18375000,140516000,140516000,172737000,172737000,186914000,41222000,41222000,541389000,221346000,541856000,189898000,40932000,763202000,1304591000,259051000,134821000,124230000,327000,259378000,455764000,68461000,30885000,524225000,783603000,639667000,-336542000,221841000,520988000,520988000,1304591000,18375000,10746000,7799000,33146000,70066000,-15401000,-15401000,-20078000,-10568000,487000,-11055000,-22000,-35022000,19643000,19643000,19643000,42527000,456091000,67201000,0.12488,0.05489,0.03174,3.6572,2.08726,1.50407,0.3496,0.34119,0.33621,10.75111,9.6739,1.24781
"39","2020_Q2",8.37333333333333,"Down",387074000,-350331000,36743000,-39685000,-34190000,-5495000,-2942000,-6152000,-6272000,120000,-9094000,-116208000,9561000,-106647000,-106647000,-106647000,-106647000,154587000,154587000,138215000,138215000,245915000,38340000,38340000,577057000,220546000,427808000,184332000,39056000,648354000,1225411000,269203000,148331000,120872000,332000,269535000,500884000,61023000,26747000,561907000,831442000,638750000,-346593000,111309000,393969000,393969000,1225411000,-106647000,11119000,104610000,-19136000,-10054000,-6253000,-6253000,44920000,-10051000,109102.700197034,-10051000,-9000,30378000,14071000,14071000,14071000,8177000,501216000,-26773000,0.09493,-0.0076,-0.27552,0.25104,2.14094,2.11042,0.40902,-2.0063,-2.0063,7.28185,7.41156,-0.50367
"40","2020_Q3",11.27140625,"Up",339153000,-304832000,34321000,-30012000,-24519000,-5493000,4309000,-5597000,-5882000,285000,-1288000,402000.000000015,-547999.999999996,-146000,-146000,-146000,-146000,135993000,135993000,123952000,123952000,201068000,41836000,41836000,502849000,218637000,420779000,178836000,37525000,639416000,1142265000,231777000,124747000,107030000,337000,232114000,456006000,60928000,25749000,516934000,749048000,640083000,-346607000,106656000,393217000,393217000,1142265000,-146000.000000015,11526000,-883000,22211000,32708000,-1943000,-1943000,-45082000,-14000,-293891.905254069,-14000,-2999.99999999997,-49359000,-18594000,-18594000,-18594000,15835000,456343000,36651000,0.1012,0.01271,-0.00042999999999993,-251.03425,2.16639,1.90492,0.39951,-0.00275999999999987,-0.00275999999999943,6.41436,7.43687,0.69318
"41","2020_Q4",15.61921875,"Up",351584000,-308390000,43194000,-34755000,-29259000,-5496000,8439000,-5806000,-5749000,-57000,2633000,2602000,1285000,3887000,3887000,3887000,3887000,215822000,215822000,104642000,104642000,201510000,44534000,44534000,566508000,214900000,414674000,173384000,36939000,629574000,1196082000,277949000,145393000,132556000,1842000,279791000,457341000,61585000,25505000,518926000,798717000,641989000,-346607000,106118000,397365000,397365000,1196082000,3887000,12495000,4269000,63794000,84445000,-2797000,-2797000,3190000,44000,44000,0,-780000,-1819000,79829000,79829000,79829000,20934000,459183000,80646000,0.12286,0.024,0.01106,20.74762,2.02475,2.01003,0.38391,0.07346,0.07346,6.64494,7.51021,1.52421
"42","2021_Q1",17.1454098360656,"Up",404078000,-358582000,45496000,-35349000,-29852000,-5497000,10147000,-6051000,-6291000,240000,4096000,3990000,1504000,5494000,5494000,5494000,5494000,217677000,217677000,101301000,101301000,163750000,63036000,63036000,545764000,209676000,406030000,166887000,39583000,615706000,1161470000,235405000,104425000,130980000,348000,235753000,448009000,72829000,26052000,520838000,756591000,645450000,-355437000,107233000,404879000,404879000,1161470000,5494000,12830000,8584000,-9873000,17035000,7977000,7977000,-11248000,-7601000,1229000,-8830000,999.999999999767,-23157000,1855000,1855000,1855000,22977000,448357000,19577000,0.11259,0.02511,0.0136,3.56333999999997,2.31498,1.86868,0.38603,0.10397,0.10397,7.6472,7.66236,0.3705
"43","2021_Q2",16.7098412698413,"Down",392003000,-344837000,47166000,-35330000,-29532000,-5798000,11836000,-6164000,-6150000,-14000,5672000,5051000,-1834000,3217000,3217000,3217000,3217000,168887000,168887000,134360000,134360000,227172000,90225000,90225000,620644000,206598000,399112000,161097000,38463000,605710000,1226354000,298285000,170961000,127324000,293000,298578000,448214000,77260000,24927000,525474000,824052000,648717000,-374758000,106483000,402302000,402302000,1226354000,3217000,12230000,3613000,-41464000,-22404000,-3962000,-3962000,-85000,-18086000,1235000,-19321000,3406065.88357906,-22424000,-48790000,-48790000,-48790000,24066000,448507000,-19526000,0.12032,0.03019,0.00821,-6.06963,2.07867,2.04834,0.36572,0.06172,0.06065,7.5203,7.71788,-0.37459
"44","2021_Q3",14.44390625,"Down",449422000,-393814000,55608000,-34771000,-28972000,-5799000,20837000,6164000,-6034000,12198000,27001000,28848000,-3985000,24863000,24863000,24863000,24863000,134375000,134375000,121390000,121390000,252550000,79669000,79669000,587984000,207369000,385147000,154048000,42661000,592516000,1180500000,282343000,171377000,110966000,206000,282549000,418900000,79071000,26554000,497971000,780520000,651116000,-396739000,114445000,399980000,399980000,1180500000,12252000,12248000,-1379000,-13803000,9318000.00000001,13877000,13877000,-30087000,-21766000,215000,-21981000,5215723.79235593,-56037000,-32842000,-32842000,-32842000,21671079.5844486,419106000,-4464043.52827379,0.114642242069699,0.0268759981428653,-0.0260440732990658,4.24582655324101,2.081,1.9514,0.35502,-0.274235889728601,-0.273411949056989,7.95077203682687,7.5297702201968,-0.0465531506113386
"45","2021_Q4",17.108125,"Up",482566000,-431521000,51045000,-32187000,-26556000,-5631000,18858000,-18226000,-5847000,-12379000,632000,37000,-1640000,-1603000,-1603000,-1603000,-1603000,49374000,49374000,213808000,213808000,259635000,59347000,59347000,582164000,208456000,380720000,148418000,43859000,589176000,1171340000,287858000,181251000,106607000,119000,287977000,419130000,78039000,28574000,497169000,785146000,653289000,-410456000,121495000,386194000,386194000,1171340000,11008000,12343000,2603000,-87097000,-61143000,-8140000,-8140000,-87000,-13218000,499000,-13717000,-49999.9999999972,-17388000,-86671000,-86671000,-86671000,19200387.0082854,419249000,28243508.6638258,0.0978513358625358,0.0199187260909143,-0.0576373193721328,3.09363480660792,2.02156,2.03304,0.35792,-0.596864293463655,-0.592873603945356,9.07308711434437,7.22966133211808,0.625135449610966
"46","2022_Q1",17.4472580645161,"Up",479277000,-436629000,42648000,-33068000,-27438000,-5630000,9580000,-14026000,-5097000,-8929000,-4446000,-32646000,7333000,-25313000,-25313000,-25313000,-25313000,71778000,71778000,176511000,176511000,237621000,43795000,43795000,529705000,232425000,344941000,114441000,42057000,577366000,1107071000,289266000,173950000,115316000,59000,289325000,428315000,63892000,27873000,492207000,781532000,654737000,-422168000,92111000,325539000,325539000,1107071000,-25313000,12021000,32230000,47821000,66759000,-28851000,-28851000,9140000,-11433000,279000,-11712000,-9246000,-15504000,22404000,22404000,22404000,21601000,428374000,33238000,0.08898,0.01999,-0.05281,-1.31308,1.83083,2.40073,0.38694,-0.5438,-0.53893,10.2964,6.99362,0.714059999999999
"47","2022_Q2",14.3414516129032,"Down",546761000,-488706000,58055000,-37580000,-32541000,-5039000,20475000,-4984000,-4913000,-71000,15491000,15151000,-3077000,12074000,12074000,12074000,12074000,72794000,72794000,290035000,290035000,286734000,46374000,46374000,695937000,232037000,338883000,109402000,41043000,570920000,1266857000,372660000,258643000,114017000,-5732.67334914896,372660000,484354000,67590000,27080000,551944000,924604000,657627000,-430181000,100120000,342253000,342253000,1266857000,12074000,13264000,2781000,-62686000,-34567000,-8504000,-8504000,55907000,-7400000,613000,-8013000,-83000,44087000,1016000,1016000,1016000,33739000,484354000,-34374000,0.10618,0.03745,0.02208,-2.84694,1.86749,2.70152,0.38233,0.24441,0.24441,11.06804,6.9282,-0.69583
"48","2022_Q3",16.64075,"Up",642769000,-564735000,78034000,-42123000,-38320000,-3803000,35911000,4984000,-5218000,10202000,40895000,40892000,-7624000,33268000,33268000,33081000,33081000,138484000,138484000,231625000,231625000,305338000,31980000,31980000,707427000,242636000,340242000,105599000,46203000,582878000,1290305000,432688000,304761000,127927000,-48198.0200474469,432688000,454506000,64753000,30889000,519259000,951947000,660119000,-435493000,118771000,338171000,338358000,1290305000,22739000,12060000,2497000,79945000,117241000,-12420000,-12420000,-3e+07,-5190000,122000,-5312000,0,-39131000,65690000,65690000,65690000,60156483.296367,454506000,-217625017.432224,0.164079288966117,0.0814123621168898,0.200204303664401,-3.72355682007553,1.63496,2.81343,0.35225,2.11556990840387,2.10188222349883,10.9880345755856,6.89666,-4.47912385050019
