"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",36.1303125,"Down",1.1539e+10,-4.471e+09,7.068e+09,-4.209e+09,-3.912e+09,-2.97e+08,2.859e+09,1.44e+09,2e+06,-1.62e+08,1.64e+08,3.05e+08,1.133e+09,4.299e+09,4.299e+09,-8.39e+08,3.46e+09,3.46e+09,-1.2e+07,3.448e+09,3.448e+09,2.1402e+10,9.647e+09,1.1755e+10,7.441e+09,7.441e+09,3.005e+09,4.025e+09,3.332e+09,3.5873e+10,1.2663e+10,1.284e+09,4.4274e+10,1.1654e+10,1.1204e+10,8.31e+08,4.37e+09,5.8221e+10,9.4094e+10,1.061e+10,1.0235e+10,3.75e+08,1.8796e+10,1.3901e+10,4.895e+09,2.9544e+10,2.9252e+10,8.46e+09,4.497e+09,3.963e+09,3.7712e+10,6.7256e+10,1.647e+10,1.76e+09,1.471e+10,-4.6601e+10,6.6921e+10,-1.0153e+10,2.6637e+10,2.01e+08,2.6838e+10,9.4094e+10,3.46e+09,3.46e+09,4.45e+08,-1.175e+09,5e+07,-9.7e+07,-1.128e+09,4.86e+08,3.216e+09,-5.37e+08,1.2e+07,1.2e+07,-5.49e+08,-5.49e+08,3.602e+09,3.637e+09,-4.35e+09,-1.285e+09,-1.512e+09,1.45e+09,-1.072e+09,3.45e+08,-1.417e+09,-48000000.0000001,-1.182e+09,7.49e+08,749000000.000001,1.5e+08,8.99e+08,3.304e+09,4.8048e+10,4.092e+09,0.61253,0.24777,0.29881,0.12847,0.03664,1.18677,1.21422,2.506,0.51064,0.79759,0.78775,2.66921,6.16169,0.94656,0.34976,6,0.05951,0.0491,0.43852,8.06477,9.32004
"27","2016_Q4",34.6415873015873,"Down",1.0633e+10,-4.131e+09,6.502e+09,-4.231e+09,-4.009e+09,-2.22e+08,2.271e+09,-8.43e+08,-1.8e+07,-1.82e+08,1.64e+08,2.81e+08,-1.106e+09,1.428e+09,1.428e+09,-3.78e+08,1.05e+09,1.05e+09,-4e+06,1.046e+09,1.046e+09,2.2412e+10,1.1147e+10,1.1265e+10,7.239e+09,7.239e+09,2.751e+09,5.554e+09,3.091e+09,3.7956e+10,1.1172e+10,1.11e+09,4.3689e+10,1.0621e+10,1.0865e+10,7.6e+08,4.526e+09,5.5971e+10,9.3927e+10,1.1549e+10,1.1153e+10,3.96e+08,1.5561e+10,1.2088e+10,3.473e+09,2.7792e+10,3.1663e+10,8.227e+09,4.243e+09,3.984e+09,3.989e+10,6.7682e+10,1.6642e+10,1.76e+09,1.4882e+10,-4.6814e+10,6.6457e+10,-1.0209e+10,2.6076e+10,1.69e+08,2.6245e+10,9.3927e+10,1.05e+09,1.05e+09,4.2e+08,1.147e+09,7.2e+07,8e+07,9.95e+08,2.86e+08,2.903e+09,-4.25e+08,5.1e+07,5.1e+07,-4.76e+08,-4.76e+08,3.973e+09,4.017e+09,-3.944e+09,-3.96e+08,-1.1e+07,-9.36e+08,-1.66e+08,1.87e+08,-3.53e+08,1.13e+08,-1e+09,1.507e+09,1.507e+09,-7e+06,1.5e+09,2.691e+09,4.7224e+10,2.93e+09,0.61149,0.21358,0.09837,0.03986,0.01114,2.80115,1.36572,2.57885,0.50277,0.24241,0.23969,2.46419,6.04311,0.67903,0.00255,6,0.01294,0.03586,0.01052,9.22036,10.92558
"28","2017_Q1",34.9822580645161,"Up",9.409e+09,-3.794e+09,5.615e+09,-4.26e+09,-3.58e+09,-6.8e+08,1.355e+09,-8.4e+08,-7.8e+07,-2.48e+08,1.7e+08,1.57e+08,-9.19e+08,5.15e+08,5.15e+08,3.2e+07,5.47e+08,5.47e+08,3e+06,5.5e+08,5.5e+08,1.815e+10,8.555e+09,9.595e+09,7.907e+09,7.907e+09,2.675e+09,5.278e+09,2.481e+09,3.401e+10,1.0635e+10,9.89e+08,4.1636e+10,9.773e+09,1.0629e+10,7.26e+08,4.248e+09,5.326e+10,8.727e+10,9.797e+09,9.49e+09,3.07e+08,1.6025e+10,1.2498e+10,3.527e+09,2.6532e+10,2.9684e+10,7.834e+09,3.753e+09,4.081e+09,3.7518e+10,6.405e+10,1.6753e+10,1.76e+09,1.4993e+10,-4.7988e+10,6.5502e+10,-1.1205e+10,2.3062e+10,1.58e+08,2.322e+10,8.727e+10,5.47e+08,5.47e+08,4.64e+08,3.75e+08,6.7e+07,-7.58e+08,1.066e+09,6.87e+08,2.073e+09,-6.43e+08,5.8e+07,5.8e+07,-7.01e+08,-7.01e+08,-1.1866e+10,3.704e+09,1.2843e+10,3.34e+08,-3.015e+09,-5.95e+08,-1.033e+09,1.39e+08,-1.172e+09,-1.19e+08,-4.762e+09,-2.355e+09,-2.355e+09,-2.37e+08,-2.592e+09,1.819e+09,4.5709e+10,1.831e+09,0.59677,0.14401,0.05845,0.02369,0.0063,3.32909,1.28185,2.7584,0.52377,0.12785,0.12658,2.18712,5.36076,0.42562,0.70084,6,0.04644,0.02385,5.48182,15.15063,20.33875
"29","2017_Q2",37.3733333333333,"Up",9.118e+09,-3.513e+09,5.605e+09,-3.642e+09,-3.352e+09,-2.9e+08,1.963e+09,-4.56e+08,-3.7e+07,-1.92e+08,1.55e+08,1.16e+08,-5.35e+08,1.507e+09,1.507e+09,-3.23e+08,1.184e+09,1.184e+09,-2e+06,1.182e+09,1.182e+09,2.1911e+10,1.212e+10,9.791e+09,6.996e+09,6.996e+09,2.885e+09,8.459e+09,2.67e+09,4.0251e+10,9.746e+09,1.23e+09,3.9974e+10,8.247e+09,1.0008e+10,5.12e+08,4.454e+09,5.095e+10,9.1201e+10,1.0519e+10,1.0251e+10,2.68e+08,1.5911e+10,1.3726e+10,2.185e+09,2.8656e+10,3.1538e+10,7.94e+09,3.899e+09,4.041e+09,3.9478e+10,6.8134e+10,1.6957e+10,1.76e+09,1.5197e+10,-4.8974e+10,6.5099e+10,-1.0206e+10,2.2876e+10,1.91e+08,2.3067e+10,9.1201e+10,1.184e+09,1.184e+09,3.28e+08,7.86e+08,5.5e+07,-3.4e+07,7.65e+08,-1.534e+09,7.64e+08,-4.24e+08,1.8e+07,1.8e+07,-4.42e+08,-4.42e+08,5.455e+09,5.792e+09,-3.7e+09,1.331e+09,-3241281571.0788,2.481e+09,-9.1e+08,3.94e+08,-1.304e+09,-3.6e+07,1.535e+09,3.63e+09,3.63e+09,2.02e+08,3.832e+09,2.291e+09,4.7449e+10,6.56e+08,0.61472,0.21529,0.12963,0.05124,0.01296,0.55499,1.40463,2.95374,0.52027,0.27572,0.27273,2.1269,5.33613,0.15302,0.754677230737812,5,0.01507,0.00836,4.54962069546769,11.1471,13.00968
"30","2017_Q3",38.7785714285714,"Up",9.702e+09,-3.659e+09,6.043e+09,-4.006e+09,-3.18e+09,-8.26e+08,2.037e+09,5.87e+08,-6.6e+07,-2.31e+08,1.65e+08,4.09e+08,2.44e+08,2.624e+09,2.624e+09,-1.252e+09,1.372e+09,1.372e+09,-999999.999999999,1.371e+09,1.371e+09,2.2734e+10,1.1718e+10,1.1016e+10,8.514e+09,8.514e+09,2.79e+09,4.923e+09,2.866e+09,3.8961e+10,8.672e+09,1.158e+09,4.2355e+10,7.299e+09,9.449e+09,4.44e+08,4.318e+09,5.2185e+10,9.1146e+10,1.0714e+10,1.0363e+10,3.51e+08,1.7833e+10,1.4355e+10,3.478e+09,2.883e+10,3.1805e+10,8.422e+09,4.33e+09,4.092e+09,4.0227e+10,6.9057e+10,1.7233e+10,1.76e+09,1.5473e+10,-4.9633e+10,6.489e+10,-1.0489e+10,2.2001e+10,8.8e+07,2.2089e+10,9.1146e+10,1.372e+09,1.372e+09,3.01e+08,8.39e+08,5.9e+07,6.54e+08,1.26e+08,6.6e+07,2.578e+09,-3.66e+08,2.4e+07,2.4e+07,-3.9e+08,-3.9e+08,4.809e+09,4.992e+09,-6.975e+09,-2.532e+09,-1.584e+09,1.195e+09,-3.7e+08,5.23e+08,-8.93e+08,2.1e+07,-7.38e+08,-6.92e+08,-691999999.999998,-3000000.00000012,-6.95e+08,2.338e+09,4.9638e+10,3.29e+09,0.62286,0.20996,0.14131,0.06207,0.01504,2.39971,1.3514,3.12631,0.5446,0.32085,0.31685,2.27054,5.14884,0.76995,0.3707,6,0.03687,0.04105,1.15536,11.50727,13.20766
"31","2017_Q4",39.547619047619,"Up",9.078e+09,-3.394e+09,5.684e+09,-3.439e+09,-3.245e+09,-1.94e+08,2.245e+09,-5.71e+08,-3.3e+07,-2.08e+08,1.75e+08,3.58e+08,-8.96e+08,1.674e+09,1.674e+09,-2.3e+08,1.444e+09,1.444e+09,3e+06,1.447e+09,1.447e+09,2.2219e+10,1.2528e+10,9.691e+09,8.802e+09,8.802e+09,2.608e+09,4.775e+09,2.993e+09,3.8404e+10,8.306e+09,1.117e+09,4.2688e+10,6.713e+09,9.473e+09,3.78e+08,4.48e+09,5.2111e+10,9.0515e+10,1.0567e+10,1.0212e+10,3.55e+08,1.6629e+10,1.3398e+10,3.231e+09,2.7633e+10,3.2471e+10,8.259e+09,4.313e+09,3.946e+09,4.073e+10,6.8363e+10,1.7459e+10,1.76e+09,1.5699e+10,-5.0256e+10,6.4759e+10,-9.843e+09,2.2119e+10,3.3e+07,2.2152e+10,9.0515e+10,1.444e+09,1.444e+09,2.97e+08,7.62e+08,5.3e+07,-1.4e+07,7.23e+08,1.7e+07,2.52e+09,-3.32e+08,3e+07,3e+07,-3.62e+08,-3.62e+08,-8.77e+09,4.707e+09,1.0574e+10,1.472e+09,-1.581e+09,-1.201e+09,-4.87e+08,4.03e+08,-8.9e+08,-2.7e+07,-3.296e+09,6.96e+08,6.96e+08,1.11e+08,8.07e+08,2.542e+09,4.91e+10,2.457e+09,0.62613,0.2473,0.1594,0.06532,0.01599,1.698,1.38979,3.08609,0.54245,0.33919,0.33495,2.12799,5.18495,0.57595,0.3706,7,0.03808,0.0309,1.09261,10.57474,11.97372
"32","2018_Q1",38.9175409836066,"Down",7.512e+09,-2.689e+09,4.823e+09,-3.469e+09,-2.877e+09,-5.92e+08,1.354e+09,-4.17e+08,-2.8e+07,-2.1e+08,1.82e+08,1.88e+08,-5.77e+08,9.37e+08,9.37e+08,-3.755e+09,-2.818e+09,-2.717e+09,-3.5e+07,-2.752e+09,-2.752e+09,1.5358e+10,6.006e+09,9.352e+09,8.984e+09,8.984e+09,2.655e+09,9.548e+09,2e+09,3.6545e+10,8.203e+09,1.096e+09,4.2052e+10,6.867e+09,9.401e+09,3.68e+08,4.23e+09,5.1351e+10,8.7896e+10,9.158e+09,8.748e+09,4.1e+08,1.6503e+10,1.3205e+10,3.298e+09,2.7194e+10,3.1182e+10,1.0543e+10,2.522e+09,8.021e+09,4.1725e+10,6.8919e+10,1.7624e+10,1.76e+09,1.5864e+10,-5.0677e+10,6.043e+10,-1.0305e+10,1.7072e+10,1.905e+09,1.8977e+10,8.7896e+10,-2.818e+09,-2.717e+09,3.34e+08,-1.363e+09,5.2e+07,-1.862e+09,4.47e+08,4.915e+09,1.068e+09,-4.49e+08,3.2e+07,3.2e+07,-4.81e+08,-4.81e+08,-2.084e+09,5.024e+09,8e+06,-2.525e+09,-3.155e+09,-1.386e+09,-3.2e+08,2.75e+08,-5.95e+08,-4.9e+07,-4.91e+09,-6.367e+09,-6.352e+09,-6.9e+07,-6.421e+09,1.688e+09,4.7685e+10,9.909e+09,0.64204,0.18024,-0.36635,-0.14502,-0.03131,-3.60065,1.34386,3.63171,0.54252,-0.64571,-0.63778,1.76255,4.00563,2.32496,0.74026,5,0.00522,0.12835,-1.14644,19.15107,23.87518
"33","2018_Q2",37.75578125,"Down",7.626e+09,-2.738e+09,4.888e+09,-3.077e+09,-2.541e+09,-5.36e+08,1.811e+09,2.2e+07,-6.5e+07,-2.3e+08,1.65e+08,1.42e+08,-5.5e+07,1.833e+09,1.833e+09,-5.06e+08,1.327e+09,1.4e+09,-3.2e+07,1.368e+09,1.368e+09,1.5809e+10,8.291e+09,7.518e+09,9.468e+09,9.468e+09,2.937e+09,9.828e+09,2.449e+09,3.8042e+10,7.977e+09,1.039e+09,4.6224e+10,6.806e+09,9.908e+09,3.06e+08,4.428e+09,5.524e+10,9.3282e+10,1.0797e+10,1.0218e+10,5.79e+08,1.9155e+10,1.4785e+10,4.37e+09,3.148e+10,2.9792e+10,1.0393e+10,2.314e+09,8.079e+09,4.0185e+10,7.1665e+10,1.7766e+10,1.76e+09,1.6006e+10,-5.1268e+10,6.315e+10,-1.0038e+10,1.961e+10,2.007e+09,2.1617e+10,9.3282e+10,1.327e+09,1.4e+09,2.7e+08,3.28e+08,7.2e+07,-1.99e+08,4.55e+08,-1.312e+09,6.13e+08,-2.31e+08,4.3e+07,4.3e+07,-2.74e+08,-2.74e+08,4.199e+09,4.382e+09,-2.647e+09,1.321e+09,-2880001732.47208,8.06e+08,-4.5e+08,4.77e+08,-9.27e+08,-7.2e+07,2.84e+08,2.218e+09,2.28e+09,9.5e+07,2.375e+09,2.081e+09,4.8947e+10,1.044e+09,0.64097,0.23748,0.17939,0.06328,0.01467,0.76316,1.20845,3.31521,0.52472,0.32075,0.3177,1.78804,4.59789,0.24478,0.676156196388795,6,0.0169,0.0129,-0.653496950328469,15.92407,18.29818
"34","2018_Q3",40.2942857142857,"Up",8.927e+09,-3.252e+09,5.675e+09,-2.948e+09,-2.723e+09,-2.25e+08,2.727e+09,1.56e+08,-7.1e+07,-2.41e+08,1.7e+08,3.24e+08,-9.7e+07,2.883e+09,2.883e+09,-5.94e+08,2.289e+09,2.331e+09,-1.5e+07,2.316e+09,2.316e+09,1.3818e+10,7.975e+09,5.843e+09,1.0101e+10,1.0101e+10,2.881e+09,9.224e+09,2.543e+09,3.6024e+10,7.688e+09,1.015e+09,4.4866e+10,6.707e+09,9.863e+09,2.92e+08,4.401e+09,5.3569e+10,8.9593e+10,1.1204e+10,1.0842e+10,3.62e+08,1.8738e+10,1.4715e+10,4.023e+09,3.1398e+10,2.8063e+10,9.956e+09,2.589e+09,7.367e+09,3.8019e+10,6.9417e+10,1.7877e+10,1.76e+09,1.6117e+10,-5.1588e+10,6.3808e+10,-1.1774e+10,1.8323e+10,1.853e+09,2.0176e+10,8.9593e+10,2.289e+09,2.331e+09,2.83e+08,2.72e+08,4.9e+07,2.04e+08,1.9e+07,-8.49e+08,1.995e+09,-3.19e+08,1.9e+07,1.9e+07,-3.38e+08,-3.38e+08,3.508e+09,3.543e+09,-2.169e+09,1.02e+09,-1.662e+09,-1.259e+09,-2.67e+08,1.23e+08,-3.9e+08,1.4e+07,-3.174e+09,-1.59e+08,-175000000.000001,-2.04e+08,-379000000.000001,3.01e+09,4.6801e+10,2.436e+09,0.63571,0.30548,0.25944,0.11479,0.02585,1.05181,1.14733,3.44057,0.52237,0.5443,0.53986,2.098,4.30623,0.5725,0.3906,6,0.05171,0.03166,0.71762,10.95781,12.09498
"35","2018_Q4",42.6153968253968,"Up",8.245e+09,-3.059e+09,5.186e+09,-2.66e+09,-2.505e+09,-1.55e+08,2.526e+09,3.21e+08,-3.5e+07,-2.06e+08,1.71e+08,3.47e+08,9e+06,2.847e+09,2.847e+09,-5.28e+08,2.319e+09,1.818e+09,6.2e+07,1.88e+09,1.88e+09,1.3792e+10,9.065e+09,4.727e+09,8.757e+09,8.757e+09,2.627e+09,8.237e+09,2.066e+09,3.3413e+10,7.404e+09,1.051e+09,4.5009e+10,6.719e+09,9.856e+09,2.8e+08,4.535e+09,5.3464e+10,8.6877e+10,1.063e+10,1.0317e+10,3.13e+08,1.9314e+10,1.2973e+10,6.341e+09,3.143e+10,2.5523e+10,9.746e+09,2.5e+09,7.246e+09,3.5269e+10,6.6699e+10,1.8026e+10,1.76e+09,1.6266e+10,-5.172e+10,6.4028e+10,-1.207e+10,1.8264e+10,1.914e+09,2.0178e+10,8.6877e+10,2.319e+09,1.818e+09,2.54e+08,-2.13e+08,4.6e+07,-1e+07,-2.49e+08,5.12e+08,2.872e+09,-2.72e+08,3.3e+07,3.3e+07,-3.05e+08,-3.05e+08,-2.681e+09,4.508e+09,4.849e+09,1.896e+09,-1.659e+09,-1.74e+09,1.2e+07,2.91e+08,-2.79e+08,-1.07e+08,-3.494e+09,1.274e+09,1.31e+09,-1.4e+08,1.17e+09,2.78e+09,4.4837e+10,3.548e+09,0.62899,0.30637,0.22802,0.09317,0.02164,1.88723,1.06309,3.30553,0.5161,0.44183,0.43772,1.93772,4.29236,0.83384,0.38989,7,0.04734,0.04746,0.88245,11.16727,12.29018
"36","2019_Q1",41.933606557377,"Down",9.502e+09,-4.018e+09,5.484e+09,-3.396e+09,-3.233e+09,-1.63e+08,2.088e+09,-1.426e+09,-9e+07,-2.73e+08,1.83e+08,1.95e+08,-1.531e+09,6.62e+08,6.62e+08,-1.21e+08,5.41e+08,9.27e+08,-5.7e+07,8.7e+08,8.7e+08,1.0951e+10,8.926e+09,2.025e+09,8.409e+09,8.409e+09,2.766e+09,8.508e+09,1.962e+09,3.0634e+10,8.232e+09,8.67e+08,4.3483e+10,6.733e+09,1.0263e+10,2.74e+08,4.139e+09,5.2582e+10,8.3216e+10,9.31e+09,8.932e+09,3.78e+08,1.8191e+10,1.3194e+10,4.997e+09,2.9223e+10,2.5364e+10,9.571e+09,1.933e+09,7.638e+09,3.4935e+10,6.4158e+10,1.828e+10,1.76e+09,1.652e+10,-5.1719e+10,6.3234e+10,-1.2814e+10,1.6981e+10,2.077e+09,1.9058e+10,8.3216e+10,5.41e+08,9.27e+08,2.79e+08,9.18e+08,5.8e+07,-4.08e+08,1.268e+09,4.09e+08,2.147e+09,-4.78e+08,1.53e+08,1.53e+08,-6.31e+08,-6.31e+08,-4.927e+09,-1.1071e+10,-9.3e+07,1.69e+09,-3.323e+09,-8.02e+08,2.69e+08,5.85e+08,-3.16e+08,-1.07e+08,-3.963e+09,-1.26e+08,-2.08e+08,-1.3e+07,-2.21e+08,2.367e+09,4.3555e+10,2.419e+09,0.57714,0.21974,0.09156,0.04565,0.01045,2.78046,1.04828,3.36646,0.5234,0.20418,0.20209,2.22999,3.98521,0.56771,0.77986,7,0.05809,0.03351,3.81954,13.7744,15.61494
"37","2019_Q2",44.3203174603175,"Up",8.02e+09,-2.99e+09,5.03e+09,-2.694e+09,-2.567e+09,-1.27e+08,2.336e+09,-2.04e+08,-1.03e+08,-2.32e+08,1.29e+08,1.33e+08,-2.34e+08,2.132e+09,2.132e+09,-4.86e+08,1.646e+09,1.703e+09,-2.5e+07,1.678e+09,1.678e+09,7.183e+09,5.645e+09,1.538e+09,8.617e+09,8.617e+09,3.178e+09,9.562e+09,2.935e+09,2.854e+10,8.866e+09,9.15e+08,5.0026e+10,9.462e+09,1.2964e+10,3.18e+08,5.382e+09,5.9807e+10,8.8347e+10,1.1241e+10,1.0986e+10,2.55e+08,1.4867e+10,1.157e+10,3.297e+09,2.7943e+10,2.94e+10,1.12e+10,2.602e+09,8.598e+09,4.06e+10,6.8543e+10,1.8337e+10,1.76e+09,1.6577e+10,-5.1981e+10,6.3704e+10,-1.2325e+10,1.7735e+10,2.069e+09,1.9804e+10,8.8347e+10,1.646e+09,1.703e+09,2.75e+08,2.56e+08,4e+07,1.1e+08,1.06e+08,-1.478e+09,6.99e+08,-3.38e+08,2.6e+07,2.6e+07,-3.64e+08,-3.64e+08,-4.008e+09,2.255e+09,3.1e+07,-4.315e+09,-3019242945.54068,4.63e+08,-2.07e+08,1.9e+08,-3.97e+08,2.9e+07,2.85e+08,-3.331e+09,-3.25e+09,5.6e+07,-3.194e+09,2.611e+09,4.4267e+10,1.281e+09,0.62718,0.29127,0.20923,0.08473,0.01899,0.76341,1.02136,3.46107,0.50106,0.39288,0.38969,1.87778,4.15242,0.29993,0.708124628712059,4,0.02229,0.01702,3.03173992358349,14.20299,15.875
"38","2019_Q3",48.79515625,"Up",1.0671e+10,-4.296e+09,6.375e+09,-3.288e+09,-3.196e+09,-9.2e+07,3.087e+09,55000000.0000001,-1.03e+08,-2.49e+08,1.46e+08,3.29e+08,-1.71e+08,3.142e+09,3.142e+09,-4.57e+08,2.685e+09,2.628e+09,-2.1e+07,2.607e+09,2.607e+09,9.303e+09,6.731e+09,2.572e+09,8.946e+09,8.946e+09,3.453e+09,2.658e+09,2.658e+09,2.436e+10,1.0254e+10,8.94e+08,5.4488e+10,9.423e+09,1.684e+10,6.52e+08,5.596e+09,6.5636e+10,8.9996e+10,1.3603e+10,1.2819e+10,7.84e+08,1.5779e+10,1.303e+10,2.749e+09,2.9382e+10,2.9296e+10,1.1023e+10,2.687e+09,8.336e+09,4.0319e+10,6.9701e+10,1.8593e+10,1.76e+09,1.6833e+10,-5.2033e+10,6.4602e+10,-1.2981e+10,1.8181e+10,2.114e+09,2.0295e+10,8.9996e+10,2.685e+09,2.628e+09,3.27e+08,-28000000.0000001,4.8e+07,-2.73e+08,1.97e+08,8.18e+08,3.802e+09,-3.86e+08,1.7e+07,1.7e+07,-4.03e+08,-4.03e+08,-6.2e+08,1.405e+09,-41000000.0000002,-1.047e+09,-1.709e+09,-2.23e+08,1.2e+08,4.12e+08,-2.92e+08,9.5e+07,-1.717e+09,1.038e+09,956999999.999999,-5.4e+07,9.03e+08,3.414e+09,4.5075e+10,4.303e+09,0.59741,0.28929,0.24431,0.12846,0.02897,1.65056,0.82908,3.43439,0.50086,0.61068,0.60572,2.49965,4.25884,1.00796,0.40033,5,0.0565,0.05633,0.655539999999998,10.47803,11.58795
"39","2019_Q4",49.41203125,"Up",9.507e+09,-3.767e+09,5.74e+09,-3.241e+09,-3.116e+09,-1.25e+08,2.499e+09,5.93e+08,-7.7e+07,-2.3e+08,1.53e+08,3.46e+08,3.24e+08,3.092e+09,3.092e+09,-5.03e+08,2.589e+09,2.589e+09,4e+06,2.593e+09,2.593e+09,9.532e+09,7.531e+09,2.001e+09,7.809e+09,7.809e+09,3.266e+09,2.51e+09,2.51e+09,2.3117e+10,1.0217e+10,8.78e+08,5.3221e+10,9.276e+09,1.6465e+10,5.89e+08,5.75e+09,6.4316e+10,8.7433e+10,1.3636e+10,1.2727e+10,9.09e+08,1.1464e+10,1.0972e+10,4.92e+08,2.51e+10,3.1012e+10,1.0638e+10,2.581e+09,8.057e+09,4.165e+10,6.675e+10,1.8799e+10,1.76e+09,1.7039e+10,-5.1861e+10,6.5481e+10,-1.3706e+10,1.8713e+10,1.97e+09,2.0683e+10,8.7433e+10,2.589e+09,2.589e+09,3.63e+08,-4.63e+08,5.8e+07,-1.63e+08,-3.58e+08,7.81e+08,3.27e+09,4.62e+08,9.01e+08,9.01e+08,-4.39e+08,-4.39e+08,1.079e+09,2.28e+09,-8e+07,1.461e+09,-1.71e+09,-2.358e+09,3.2e+08,3.21e+08,-1e+06,-1.57e+08,-3.905e+09,8.26e+08,8.26e+08,-7.7e+07,7.49e+08,2.862e+09,4.2476e+10,4.608e+09,0.60377,0.26286,0.27275,0.12537,0.02966,1.77709,0.921,3.22729,0.48581,0.60598,0.59981,2.22178,4.37322,1.07689,0.39963,5,0.05831,0.06244,0.65947,11.51083,13.18287
"40","2020_Q1",49.948064516129,"Up",9.068e+09,-3.566e+09,5.502e+09,-3.338e+09,-3.224e+09,-1.14e+08,2.164e+09,2.56e+08,-1e+08,-2.35e+08,1.35e+08,2.41e+08,1.15e+08,2.42e+09,2.42e+09,-3.55e+08,2.065e+09,2.065e+09,-2.3e+07,2.042e+09,2.042e+09,7.947e+09,6.48e+09,1.467e+09,7.199e+09,7.199e+09,3.379e+09,1.886e+09,1.886e+09,2.0411e+10,1.0838e+10,8.54e+08,5.4278e+10,9.266e+09,1.6764e+10,7.36e+08,6.075e+09,6.597e+10,8.6381e+10,1.1726e+10,1.1312e+10,4.14e+08,1.5247e+10,1.0994e+10,4.253e+09,2.6973e+10,2.7516e+10,1.0794e+10,2.284e+09,8.51e+09,3.831e+10,6.5283e+10,1.8914e+10,1.76e+09,1.7154e+10,-5.2244e+10,6.5855e+10,-1.3544e+10,1.8981e+10,2.117e+09,2.1098e+10,8.6381e+10,2.065e+09,2.065e+09,4e+08,-10000000.0000001,5.5e+07,4.6e+07,-1.11e+08,2.45e+08,2.7e+09,-8.14e+08,33999999.9999998,33999999.9999998,-8.48e+08,-8.48e+08,-1.564e+09,-5.511e+09,3.4e+07,-75000000.0000005,-3.426e+09,2.77e+08,-3.24e+08,8.9e+07,-4.13e+08,-1.94e+08,-3.667e+09,-1.042e+09,-1.042e+09,3e+06,-1.039e+09,2.564e+09,4.2763e+10,2.35e+09,0.60675,0.23864,0.22519,0.09679,0.02364,1.15083,0.75672,3.09427,0.49505,0.47655,0.47236,2.11622,4.42964,0.54842,0.79953,5,0.07324,0.03148,1.67777,13.57878,16.08872
