"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q3",14.5766666666667,"Up",-9498000,6987000,-2511000,602000,602000,-1909000,357000,-1552000,-1369000,841000,-528000.000000002,2700000,2700000,2700000,108310000,20854000,87456000,5878000,5878000,3994000,24202000,1578000,142384000,9111000,21601000,9818000,377000,30712000,173096000,3666000,1091000,1467000,1108000,11836000,23063000,21903000,314000,23063000,34899000,169304000,-14147000,-19278000,222000,138197000,138197000,173096000,-528000.000000002,161000,-537000,2800000,3741000,-157000,2062000,1882000,-2025000,577000,-1448000.00000001,4175000,4175000,4217000,-1748000,0,54000,0.26437,0.20099,-0.28427,0.01954,0.0156,0.0200000000000001,12.02974,0.25253,0,0.13331,0.13247,-0.468969999999999,6.72004,0.00267,0.0999899999999999,0.0293,0.00033,0.75,61.96224,56.73651
"33","2018_Q4",12.1726984126984,"Down",12853000,-8569000,4284000,-1983000,-1983000,2301000,393000,2694000,2694000,-616000,2078000,3691000,3691000,3691000,112386000,16995000,95391000,5864000,5864000,4577000,24613000,1503000,147440000,8888000,21611000,9818000,384000,30499000,177939000,4709000,1709000,1539000,1461000,14220000,23608000,21701000,1060000,23608000,37828000,169489000,-14100000,-17615000,241000,140111000,140111000,177939000,2078000,452000,-66000,1124000,7474000,-229000,-7702000,-8066000,-2028000,37000,-1991000,-2583000,-2583000,-3859000,2753000,0,4264000,0.33331,0.17902,0.28717,0.02634,0.02074,1.15524,10.3685,0.26999,0,0.18202,0.18136,0.63384,6.80614,0.21028,0.10001,0.03493,0.02604,0.54944,-40.8231,-48.84224
"34","2019_Q1",14.5027868852459,"Up",16659000,-10756000,5903000,-2768000,-2768000,3135000,1289000,4424000,2926000,-1338000,1588000,103986000,103986000,103986000,151624000,71007000,80617000,9352000,9352000,5267000,1690000,1690000,167933000,10791000,10127000,9811000,316000,20918000,188851000,11155000,3169000,5066000,2920000,11155000,18685000,17669000,1016000,18685000,29840000,171491000,-9853000,-2605000,-22000,159011000,159011000,188851000,1588000,467000,1928000,-1148000,-3413000,-2365000,16695000,159439000,-88975000,-4529000,-100104000,55922000,55922000,54012000,3602000,1.16415321826935e-10,1427000,0.35434,0.18819,6.24203,0.65395,0.55062,0.01372,15.0545,0.18766,0,5.10261,5.07001,0.81746,7.80269,0.07002,4.36601,1.08591,0.00803,0.85564,-42.09439,-48.36491
"35","2019_Q2",13.524126984127,"Down",14950000,-10146000,4804000,-1922000,-1922000,2882000,948000,3830000,3830000,-1116000,2714000,2587000,2587000,2587000,151057000,49967000,101090000,8919000,8919000,5240000,1591000,1591000,166807000,12284000,10584000,9811000,773000,22868000,189675000,10339000,1971000,6026000,2342000,10527000,18784000,17750000,1034000,19058000,29585000,171559000,-9726000,-2067000,324000,160090000,160090000,189675000,2714000,366000,165000,-470000,2648000,-1860000,-19850000,-21710000,-2049000,71000,-1978000,-21040000,-21040000,-21040000,3248000,274000,2034000,0.32134,0.19278,0.17304,0.01616,0.01364,0.78624,15.84564,0.1848,0.00144,0.12624,0.12567,0.72955,7.81232,0.09926,0.09999,0.02588,0.01135,0.79204,-46.42334,-52.31888
"36","2019_Q3",14.76328125,"Up",13723000,-9910000,3813000,-1914000,-1914000,1899000,863000,2762000,2762000,-710000,2052000,2135000,2135000,2135000,145355000,25231000,120124000,8855000,8855000,4626000,1913000,1913000,160749000,12311000,10469000,9811000,658000,22780000,183529000,5252000,1819000,1481000,1952000,5361000,17101000,16051000,1050000,17365000,22726000,171521000,-9253000,-1982000,517000,160803000,160803000,183529000,2052000,367000,113000,-6238000,-3623000,-394000,-18963000,-19357000,-2050000,294000,-1756000,-24736000,-24736000,-24736000,2266000,264000,-3656000,0.27785,0.13838,0.155580000000001,0.01328,0.0116299999999999,-1.71241,29.98489,0.14133,0.00144,0.10416,0.10364,0.66948,7.84481,-0.17836,0.100010000000001,0.02349,-0.02052,0.96019,-64.02957,-76.4039
"37","2019_Q4",14.11765625,"Down",15847000,-10825000,5022000,-1949000,-1949000,3073000,802000,3875000,3875000,-1069000,2806000,2446000,2446000,2446000,144166000,6680000,137486000,10194000,10194000,3936000,1703000,1703000,159999000,14011000,10548000,9811000,737000,24559000,184558000,5786000,2010000,1737000,2039000,5938000,17457000,16089000,1368000,17457000,23395000,171638000,-9195000,-1587000,307000,161163000,161163000,184558000,2806000,409000,193000,216000,3264000,-2109000,-17691000,-19800000,-2051000,36000,-2015000,-18551000,-18551000,-18551000,3482000,0,2658000,0.31691,0.19392,0.15435,0.01518,0.01325,1.08667,26.94493,0.14516,0,0.11921,0.11864,0.77231,7.85433,0.12954,0.09996,0.02518,0.01488,0.83851,-41.40322,-46.91377
"38","2020_Q1",13.2077419354839,"Down",15494000,-10460000,5034000,-2147000,-2147000,2887000,717000,3604000,3604000,-971000,2633000,2384000,2384000,2384000,122355000,5410000,116945000,10925000,10925000,6379000,5535000,5535000,145194000,16100000,10492000,9804000,688000,26592000,171786000,8555000,4735000,2111000,1709000,8707000,21404000,16820000,4584000,21404000,30111000,171958000,-9177000,-21774000,668000,141675000,141675000,171786000,2633000,402000,1157000,-1014000,2929000,-2483000,20839000,18356000,-22571000,15999.9999999999,-22555000,-1270000,-1270000,-1270000,3289000,-2.91038304567337e-11,763000,0.3249,0.18633,0.15387,0.01683,0.01388,0.32005,16.67555,0.21254,-1.0842021724855e-19,0.11618,0.11586,0.75511,6.90458,0.03719,1.1,0.15302,0.00468000000000001,9.4677,-37.20128,-42.38136
"39","2020_Q2",11.388253968254,"Down",12213000,-8539000,3674000,-1630000,-1630000,2044000,656000,2700000,2700000,-728000,1972000,1957000,1957000,1957000,121070000,8405000,112665000,6590000,6590000,6680000,5243000,5243000,139583000,18364000,10455000,9804000,651000,28819000,168402000,6672000,2487000,2824000,1361000,6814000,21391000,16779000,4612000,21391000,28205000,172001000,-10821000,-21855000,872000,140197000,140197000,168402000,1972000,277000,-6000,2498000,4726000,-2541000,4492000,1951000,-2038000,-1644000,-3682000,2995000,2995000,2995000,2321000,0,3006000,0.30083,0.16736,0.16024,0.01396,0.01162,1.53602,20.48474,0.20118,0,0.09592,0.09565,0.59862,6.87173,0.14734,0.09989,0.02472,0.0186,1.04139,-52.16286,-59.2319
"40","2020_Q3",10.37578125,"Down",9250000,-6612000,2638000,-1552000,-1552000,1086000,525000,1611000,1611000,-460000,1151000,954000,954000,954000,118690000,2287000,116403000,7270000,7270000,5103000,3783000,3783000,134846000,19479000,10398000,9800000,598000,29877000,164723000,5948000,1899000,2641000,1408000,6080000,19683000,15041000,4642000,19683000,25763000,172051000,-10821000,-22939000,669000,138960000,138960000,164723000,1151000,279000,123000,27000.0000000005,1383000,-1394000,-4069000,-5463000,-2038000,0,-2038000,-6118000,-6118000,-6118000,1365000,0,458000,0.28519,0.11741,0.10314,0.00687,0.00579,0.48008,22.17862,0.1854,0,0.04681,0.04669,0.45383,6.81778,0.02247,0.09999,0.01886,0.00289,2.13627,-86.95238,-109.29098
"41","2020_Q4",11.4825,"Up",10372000,-7819000,2553000,-1536000,-1536000,1017000,389000,1406000,1406000,-369000,1037000,921000,921000,921000,116966000,3789000,113177000,8372000,8372000,4712000,3842000,3842000,133892000,20481000,10263000,9799000,464000,30744000,164636000,7090000,3338000,2242000,1510000,7203000,19938000,15256000,4682000,19938000,27141000,172100000,-10821000,-24056000,272000,137495000,137495000,164636000,1037000,314000,410000,528000,2173000,-1316000,2683000,1367000,-2038000,0,-2038000,1502000,1502000,1502000,1331000,0,912000,0.24614,0.09805,0.0888,0.0067,0.00559,0.99023,18.58837,0.1974,0,0.04519,0.04508,0.50893,6.74657,0.04475,0.1,0.0188,0.00579,2.21281,-87.87829,-115.01082
"42","2021_Q1",13.2401639344262,"Up",14441000,-10115000,4326000,-1395000,-1395000,2931000,207000,3138000,1568000,-536000,1032000,1032000,1032000,1032000,116542000,41595000,74947000,7633000,7633000,4794000,3372000,3372000,132341000,21130000,10041000,9797000,244000,31171000,163512000,7960000,3300000,2952000,1708000,7993000,19578000,15081000,4497000,19578000,27571000,172134000,-10794000,-25063000,-336000,135941000,135941000,163512000,1032000,280000,1475000,1943000,4730000,-2242000,37345000,35103000,-2039000,11999.9999999999,-2027000,37806000,37806000,37806000,3211000,2.27373675443232e-13,3448000,0.29956,0.20296,0.07146,0.00759,0.00631,3.34109,16.55711,0.20282,0,0.05063,0.05013,0.70845,6.66901,0.16915,0.10003,0.01975,0.02217,1.97578,-36.29461,-39.76186
"43","2021_Q2",13.6625396825397,"Up",13594000,-8122000,5472000,-1648000,-1648000,3824000,117000,3941000,3927000,-1182000,2745000,2745000,2745000,2745000,116818000,39299000,77519000,7737000,7737000,4943000,3476000,3476000,132974000,22491000,10036000,9804000,232000,32527000,165501000,10647000,3320000,5739000,1588000,10668000,18069000,13537000,4532000,18069000,28737000,172198000,-10794000,-24356000,-284000,136764000,136764000,165501000,2745000,216000,497000,675000,4133000,-1577000,-2814000,-4391000,-2038000,302634.758134587,-2038000,-2296000,-2296000,-2296000,4040000,0,4320000,0.40253,0.2813,0.20193,0.02007,0.01659,1.57377,12.46475,0.21012,0,0.13464,0.13405,0.6668,6.70839,0.2119,0.09997,0.03089,0.0279,0.74244,-28.91535,-30.54864
"44","2021_Q3",13.98859375,"Up",13618000,-9207000,4411000,-1488000,-1488000,2923000,89000,3012000,2842000,-820000,2022000,2022000,2022000,2022000,112842000,19701000,93141000,8481000,8481000,4821000,3122000,3122000,129266000,23212000,10018000,9797000,221000,33230000,162496000,6912000,2515000,3002000,1395000,6920000,18358000,13791000,4567000,18358000,25278000,171875000,-9939000,-24373000,-345000,137218000,137218000,162496000,2022000,235000,546000,-3960000,-1157000,-956000,-15904000,-16860000,-2039000,458000,-1581000,-19598000,-19598000,-19598000,3158000,7.105427357601e-15,-938000,0.32391,0.21464,0.14848,0.01474,0.01244,-0.4639,18.68006,0.18422,5.29395592033938e-23,0.09918,0.09874,0.66797,6.73066,-0.04601,0.10001,0.0261,-0.00603,1.00841,-35.73211,-38.60486
"45","2021_Q4",12.90140625,"Down",13864000,-10028000,3836000,-1593000,-1593000,2243000,80000,2323000,2310000,-569000,1741000,1741000,1741000,1741000,109628000,13960000,95668000,9693000,9693000,5175000,3215000,3215000,127711000,23870000,10155000,9797000,358000,34025000,161736000,6401000,2242000,2488000,1671000,6454000,18502000,13804000,4698000,18502000,24956000,171687000,-9397000,-24680000,-830000,136780000,136780000,161736000,1741000,354000,318000,-2133000,280000,-1039000,-3215000,-4254000,-2048000,281000,-1767000,-5741000,-5741000,-5741000,2597000,0,-6000,0.27669,0.16179,0.12558,0.01273,0.01076,-0.00345,19.78788,0.18245,0,0.0854,0.08502,0.68004,6.70918,-0.00029,0.10046,0.0244,-4e-05,1.17634,-42.21332,-48.87561
"46","2022_Q1",12.9985483870968,"Up",12502000,-8304000,4198000,-1520000,-1520000,2678000,89000,2767000,2705000,-749000,1956000,1956000,1956000,1956000,110361000,12811000,97550000,8339000,8339000,4657000,3082000,3082000,126439000,24333000,10115000,9790000,325000,34448000,160887000,6239000,2534000,2211000,1494000,6292000,18963000,14292000,4671000,18963000,25255000,171761000,-9397000,-24767000,-1965000,135632000,135632000,160887000,1956000,331000,827000,1831000,4945000,-786000,-3265000,-4051000,-2043000,0,-2043000,-1149000,-1149000,-1149000,3009000,0,4803000,0.33579,0.21421,0.15645,0.01442,0.01216,2.45552,20.0952,0.1862,0,0.09594,0.09552,0.61323,6.65287,0.23559,0.10021,0.02587,0.03107,1.04448,-36.67697,-41.21023
"47","2022_Q2",11.9595161290323,"Down",12783000,-8691000,4092000,-1633000,-1633000,2459000,133000,2592000,2592000,-682000,1910000,1910000,1910000,1910000,107327000,4333000,102994000,8957000,8957000,6649000,3862000,3862000,126795000,24160000,10099000,9790000,309000,34259000,161054000,7259000,3180000,2746000,1333000,7313000,19093000,14399000,4694000,19093000,26406000,171846000,-9397000,-24903000,-2898000,134648000,134648000,161054000,1910000,260000,203000,-2329000,44000,-88000,-6388000,-6476000,-2046000,-130345.164073606,-2046000,-8478000,-8478000,-8478000,2719000,0,984000,0.32011,0.19236,0.14942,0.01419,0.01186,0.51518,17.3383,0.19611,0,0.09336,0.09315,0.62484,6.58168,0.0481,0.10001,0.02573,0.0064,1.0712,-39.47297,-43.6466
"48","2022_Q3",11.60703125,"Down",13875000,-9789000,4086000,-1732000,-1732000,2354000,221000,2575000,2575000,-690000,1885000,1885000,1885000,1885000,102466000,3836000,98630000,9950000,9950000,7850000,3967000,3967000,124233000,24456000,10083000,9790000,293000,34539000,158772000,7088000,2800000,3216000,1072000,7142000,17577000,12978000,4599000,17577000,24719000,171838000,-9156000,-25064000,-3565000,134053000,134053000,158772000,1885000,261000,339000,-4232000,-1747000,-556000,3713000,3157000,-2046000,139000,-1907000,-497000,-497000,-497000,2615000,-5.55111512312578e-17,-1483000,0.29449,0.16966,0.13586,0.01406,0.01187,-0.78674,17.39471,0.1844,4.13590306276514e-25,0.09208,0.09191,0.67779,6.54843,-0.07244,0.09995,0.02592,-0.00978,1.08541,-39.18394,-43.52846
