"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"31","2017_Q4",62.3346031746032,"Down",9.899e+09,9.069e+09,8.3e+08,-5.891e+09,4.008e+09,-2.82e+09,-3.77e+08,-5.56e+08,-1.887e+09,1.188e+09,-1.45e+08,-1.52e+08,-1.69e+08,1.7e+07,7e+06,1.043e+09,-5e+07,9.93e+08,-3.48e+08,6.45e+08,6.45e+08,6.45e+08,6.45e+08,4.328e+09,1.87e+09,2.458e+09,1.603e+09,1.603e+09,9.37e+08,1.009e+09,1.009e+09,7.877e+09,2.5629e+10,2.5629e+10,8.177e+09,3.558e+09,4.523e+09,9.6e+07,3.4688e+10,4.2565e+10,4.214e+09,2.231e+09,1.983e+09,1.641e+09,7.232e+09,7.232e+09,1.3087e+10,1.2302e+10,1.1334e+10,8.206e+09,3.219e+09,1.631e+09,1.588e+09,4.734e+09,2.0508e+10,3.3595e+10,6.594e+09,3e+06,6.591e+09,-1.791e+09,4.991e+09,-8.24e+08,8.97e+09,8.97e+09,4.2565e+10,5.77e+08,-1.117e+09,8.38e+08,-1.276e+09,7.58e+08,-2e+06,1.77e+08,-5.22e+08,-5.22e+08,-5.22e+08,1.3943e+10,0.40489,0.12001,0.06516,0.07191,0.01515,0.6019,3.74526,0.32757,2.15143,2.14571,33.01868,29.91995,0.02073,8.09343
"32","2018_Q1",69.0855737704918,"Up",9.451e+09,8.587e+09,8.64e+08,-5.954e+09,3.497e+09,-2.743e+09,-3.54e+08,-4.86e+08,-1.903e+09,7.54e+08,-1.2e+08,-1.12e+08,-1.28e+08,1.6e+07,-7999999.99999999,6.34e+08,-3.1e+07,6.03e+08,-2.5e+07,5.78e+08,5.78e+08,5.78e+08,5.78e+08,3.798e+09,1.482e+09,2.316e+09,1.34e+09,1.34e+09,9.24e+08,1.071e+09,1.071e+09,7.133e+09,2.6208e+10,2.6208e+10,8.199e+09,3.539e+09,4.523e+09,1.37e+08,3.5213e+10,4.2346e+10,4.362e+09,2.196e+09,2.166e+09,1.693e+09,6.708e+09,6.708e+09,1.2763e+10,1.2699e+10,1.1703e+10,8.15e+09,3.523e+09,1.921e+09,1.602e+09,4.423e+09,2.0849e+10,3.3612e+10,6.101e+09,3e+06,6.098e+09,-7.69e+08,4.549e+09,-1.147e+09,8.734e+09,8.734e+09,4.2346e+10,7.28e+08,-1.106e+09,7.87e+08,-9.76e+08,4.27e+08,-1.4e+07,-1.4e+08,-3.88e+08,-3.88e+08,-3.88e+08,1.4392e+10,0.37001,0.07978,0.06116,0.06618,0.01365,0.55888,3.84841,0.33987,1.99036,1.98217,32.54477,30.07576,0.01848,14.0504
"33","2018_Q2",69.49078125,"Up",9.032e+09,8.149e+09,8.83e+08,-6.027e+09,3.005e+09,-2.703e+09,-3.42e+08,-5.24e+08,-1.837e+09,3.02e+08,-8e+07,-1.45e+08,-1.62e+08,1.7e+07,6.5e+07,2.22e+08,-4e+07,1.82e+08,-3.7e+07,1.45e+08,1.45e+08,1.45e+08,1.45e+08,4.475e+09,2.404e+09,2.071e+09,1.76e+09,1.76e+09,9.24e+08,1.128e+09,1.128e+09,8.287e+09,2.6739e+10,2.6739e+10,8.139e+09,3.521e+09,4.523e+09,9.5e+07,3.5731e+10,4.4018e+10,4.036e+09,2.399e+09,1.637e+09,1.779e+09,8.368e+09,8.368e+09,1.4183e+10,1.3185e+10,1.2166e+10,8.314e+09,3.421e+09,1.828e+09,1.593e+09,4.643e+09,2.1499e+10,3.5682e+10,6.08e+09,3e+06,6.077e+09,-1.314e+09,4.684e+09,-1.114e+09,8.336e+09,8.336e+09,4.4018e+10,1.733e+09,-9.76e+08,8.42e+08,-7.3e+08,4.77e+08,-3.2e+07,-8.4e+07,9.19e+08,9.19e+08,9.19e+08,1.4964e+10,0.33271,0.03344,0.01605,0.01739,0.00329,0.58429,4.28047,0.33995,0.51074,0.50895,31.81402,29.36245,0.00459,34.73179
"34","2018_Q3",82.4752380952381,"Up",1.0777e+10,9.881e+09,8.96e+08,-6.705e+09,4.072e+09,-2.798e+09,-3.93e+08,-5.38e+08,-1.867e+09,1.274e+09,-2.9e+08,-1.38e+08,-1.63e+08,2.5e+07,-1.52e+08,9.84e+08,-1.29e+08,8.55e+08,-1.72e+08,6.83e+08,6.83e+08,6.83e+08,6.83e+08,5.071e+09,2.884e+09,2.187e+09,1.84e+09,1.84e+09,9.42e+08,1.028e+09,1.028e+09,8.881e+09,2.6946e+10,2.6946e+10,8.016e+09,3.399e+09,4.523e+09,9.4e+07,3.581e+10,4.4691e+10,4.485e+09,2.703e+09,1.782e+09,1.004e+09,8.603e+09,8.603e+09,1.4092e+10,1.3499e+10,1.246e+10,8.461e+09,3.4e+09,1.815e+09,1.585e+09,4.642e+09,2.196e+10,3.6052e+10,6.094e+09,3e+06,6.091e+09,-1.72e+09,5.367e+09,-1.102e+09,8.639e+09,8.639e+09,4.4691e+10,2.442e+09,-7.38e+08,4.81e+08,-9.87e+08,-5.25e+08,-9e+06,-9.74e+08,4.81e+08,4.81e+08,4.81e+08,1.4503e+10,0.37784,0.11821,0.06338,0.07906,0.01528,0.63022,4.17317,0.32452,2.48635,2.47823,39.23189,31.44885,0.02161,7.40345
"35","2018_Q4",87.8380952380952,"Up",1.1003e+10,1.012e+10,8.83e+08,-6.905e+09,4.098e+09,-2.894e+09,-4.27e+08,-5.45e+08,-1.922e+09,1.204e+09,-1.29e+08,-1.44e+08,-1.72e+08,2.8e+07,1.5e+07,1.075e+09,-1.7e+07,1.058e+09,-2.25e+08,8.33e+08,8.33e+08,8.33e+08,8.33e+08,4.935e+09,2.621e+09,2.314e+09,1.752e+09,1.752e+09,1.011e+09,9.73e+08,9.73e+08,8.671e+09,2.7308e+10,2.7308e+10,8.01e+09,3.382e+09,4.523e+09,1.05e+08,3.6166e+10,4.4837e+10,4.585e+09,2.581e+09,2.004e+09,1.046e+09,8.053e+09,8.053e+09,1.3684e+10,1.3334e+10,1.2218e+10,8.35e+09,3.188e+09,1.611e+09,1.577e+09,4.523e+09,2.1684e+10,3.5368e+10,6.108e+09,3e+06,6.105e+09,-1.753e+09,6.203e+09,-1.089e+09,9.469e+09,9.469e+09,4.4837e+10,9.05e+08,-8.48e+08,6.11e+08,-8.86e+08,-2.37e+08,-6e+06,-2.84e+08,-2.65e+08,-2.65e+08,-2.65e+08,1.438e+10,0.37244,0.10942,0.07571,0.08797,0.01858,0.63366,3.73514,0.32072,3.058,3.04459,40.3928,34.76138,0.02587,7.84468
"36","2019_Q1",84.3967213114754,"Down",1.0491e+10,9.556e+09,9.35e+08,-6.659e+09,3.832e+09,-2.896e+09,-3.96e+08,-5.58e+08,-1.942e+09,9.36e+08,-7.7e+07,-1.42e+08,-1.73e+08,3.1e+07,6.5e+07,8.59e+08,-3.06e+08,5.53e+08,-9.2e+07,4.61e+08,4.61e+08,4.61e+08,4.61e+08,3.95e+09,1.694e+09,2.256e+09,1.346e+09,1.346e+09,9.85e+08,9.13e+08,9.13e+08,7.194e+09,2.8329e+10,2.8329e+10,8.303e+09,3.159e+09,4.523e+09,6.21e+08,3.7598e+10,4.4792e+10,4.547e+09,2.363e+09,2.184e+09,1.379e+09,7.286e+09,7.286e+09,1.3212e+10,1.3349e+10,1.2215e+10,8.236e+09,2.871e+09,1.576e+09,1.295e+09,4.551e+09,2.1585e+10,3.4797e+10,6.123e+09,3e+06,6.12e+09,-1.993e+09,6.668e+09,-8.03e+08,9.995e+09,9.995e+09,4.4792e+10,1.084e+09,-1.508e+09,-2.319e+09,-1.852e+09,7.3e+07,-7e+06,-1.59e+08,-9.27e+08,-9.27e+08,-9.27e+08,1.4728e+10,0.36527,0.08922,0.04394,0.04612,0.01029,0.5445,3.48144,0.32881,1.70111,1.6905,38.71218,36.88192,0.01399,11.51496
"37","2019_Q2",84.6285714285714,"Up",9.589e+09,8.725e+09,8.64e+08,-6.253e+09,3.336e+09,-2.823e+09,-3.6e+08,-5.47e+08,-1.916e+09,5.13e+08,-1.45e+08,-1.59e+08,-1.88e+08,2.9e+07,1.4e+07,3.68e+08,-1e+06,3.67e+08,-7.5e+07,2.92e+08,2.92e+08,2.92e+08,2.92e+08,4.067e+09,1.848e+09,2.219e+09,1.789e+09,1.789e+09,9.72e+08,7.8e+08,7.8e+08,7.608e+09,2.8586e+10,2.8586e+10,1.3347e+10,3.144e+09,4.523e+09,5.68e+09,4.3031e+10,5.0639e+10,4.367e+09,2.707e+09,1.66e+09,1.973e+09,9.357e+09,9.357e+09,1.5697e+10,1.8115e+10,1.8115e+10,7.025e+09,2.741e+09,1.454e+09,1.287e+09,3.386e+09,2.514e+10,4.0837e+10,6.083e+09,3e+06,6.08e+09,-2.487e+09,6.999e+09,-7.93e+08,9.802e+09,9.802e+09,5.0639e+10,1.915e+09,-1.609e+09,7.53e+08,-1.58e+09,3.76e+08,-4.6e+07,-1.83e+08,1.52e+08,1.52e+08,1.52e+08,2.0088e+10,0.3479,0.0535,0.03045,0.02979,0.00577,0.48468,4.16619,0.39669,1.09363,1.08833,35.91386,36.71161,0.00791,31.23002
"38","2019_Q3",88.37453125,"Up",1.1402e+10,1.0486e+10,9.16e+08,-6.89e+09,4.512e+09,-2.969e+09,-4.42e+08,-5.6e+08,-1.967e+09,1.543e+09,-1.52e+08,-1.53e+08,-1.91e+08,3.8e+07,999999.999999996,1.391e+09,-3.7e+07,1.354e+09,-3.02e+08,1.052e+09,1.052e+09,1.052e+09,1.052e+09,5.444e+09,3.221e+09,2.223e+09,1.762e+09,1.762e+09,9.96e+08,7.08e+08,7.08e+08,8.91e+09,2.8918e+10,2.8918e+10,1.3183e+10,3.129e+09,4.523e+09,5.531e+09,4.324e+10,5.215e+10,4.904e+09,3.033e+09,1.871e+09,2.009e+09,9.165e+09,9.165e+09,1.6078e+10,1.8174e+10,1.8174e+10,7.578e+09,2.643e+09,1.366e+09,1.277e+09,3.743e+09,2.5752e+10,4.183e+10,6.099e+09,3e+06,6.096e+09,-3.022e+09,8.05e+09,-8.07e+08,1.032e+10,1.032e+10,5.215e+10,2.71e+09,-8.58e+08,7.21e+08,-8.56e+08,8.4e+07,-1.4e+07,-4.79e+08,1.375e+09,1.375e+09,1.375e+09,2.0183e+10,0.39572,0.13533,0.09226,0.10194,0.02017,0.55417,4.05329,0.38702,4.03374,4.02294,43.71933,39.57055,0.02763,9.55217
"39","2019_Q4",89.7534375,"Up",1.138e+10,1.0481e+10,8.99e+08,-6.792e+09,4.588e+09,-3.088e+09,-4.32e+08,-5.75e+08,-2.081e+09,1.5e+09,-1.45e+08,-1.55e+08,-1.91e+08,3.6e+07,1e+07,1.355e+09,-6e+06,1.349e+09,-3.25e+08,1.024e+09,1.024e+09,1.024e+09,1.024e+09,5.126e+09,2.959e+09,2.167e+09,1.617e+09,1.617e+09,1.065e+09,7.25e+08,7.25e+08,8.533e+09,2.9332e+10,2.9332e+10,1.3203e+10,3.114e+09,4.523e+09,5.566e+09,4.3666e+10,5.2199e+10,4.952e+09,2.848e+09,2.104e+09,2.113e+09,8.626e+09,8.626e+09,1.5691e+10,1.8027e+10,1.8027e+10,7.18e+09,1.923e+09,1.087e+09,8.36e+08,3.663e+09,2.5207e+10,4.0898e+10,6.114e+09,3e+06,6.111e+09,-3.384e+09,9.075e+09,-5.04e+08,1.1301e+10,1.1301e+10,5.2199e+10,1.103e+09,-8.69e+08,7.99e+08,-7.95e+08,-1.82e+08,-2e+07,-5.71e+08,-2.63e+08,-2.63e+08,-2.63e+08,2.014e+10,0.40316,0.13181,0.08998,0.09061,0.01962,0.54381,3.61897,0.38583,4.01254,3.99688,44.59248,44.28292,0.02651,10.00933
"40","2020_Q1",66.1241935483871,"Down",1.0888e+10,9.933e+09,9.55e+08,-6.769e+09,4.119e+09,-3.128e+09,-4.17e+08,-6.06e+08,-2.105e+09,9.91e+08,-9.8e+07,-1.31e+08,-1.61e+08,3e+07,3.3e+07,8.93e+08,-4.9e+07,8.44e+08,-2.03e+08,6.41e+08,6.41e+08,6.41e+08,6.41e+08,4.944e+09,2.762e+09,2.182e+09,1.364e+09,1.364e+09,1.072e+09,8.14e+08,8.14e+08,8.194e+09,3.017e+10,3.017e+10,1.4247e+10,3.009e+09,4.523e+09,6.715e+09,4.4417e+10,5.2611e+10,4.974e+09,2.703e+09,2.271e+09,2.139e+09,7.825e+09,7.825e+09,1.4938e+10,1.8311e+10,1.8311e+10,7.831e+09,2.235e+09,1.446e+09,7.89e+08,3.86e+09,2.6142e+10,4.108e+10,6.132e+09,3e+06,6.129e+09,-3.599e+09,9.716e+09,-7.18e+08,1.1531e+10,1.1531e+10,5.2611e+10,1.181e+09,-1.143e+09,-2.354e+09,-1.329e+09,1.17e+08,5e+07,-46999999.9999999,-1.95e+08,-1.95e+08,-1.95e+08,2.045e+10,0.37831,0.09102,0.05887,0.05559,0.01218,0.54853,3.56257,0.3887,2.54163,2.5276,43.17209,45.72165,0.0161,15.64682
"41","2020_Q2",29.9857142857143,"Down",7.979e+09,7.065e+09,9.14e+08,-6.091e+09,1.888e+09,-2.797e+09,-2.95e+08,-6.15e+08,-1.887e+09,-9.09e+08,-8.23e+08,-1.45e+08,-1.71e+08,2.6e+07,-6.78e+08,-1.732e+09,-3.82e+08,-2.114e+09,4.1e+08,-1.704e+09,-1.704e+09,-1.704e+09,-1.704e+09,5.221e+09,3.442e+09,1.779e+09,7.92e+08,7.92e+08,1.07e+09,8.22e+08,8.22e+08,7.905e+09,3.1811e+10,3.1811e+10,1.2576e+10,2.945e+09,4.523e+09,5.108e+09,4.515e+10,5.3055e+10,4.083e+09,2.436e+09,1.647e+09,4.802e+09,7.202e+09,7.202e+09,1.6087e+10,1.8627e+10,1.8627e+10,8.923e+09,2.289e+09,1.514e+09,7.75e+08,5.312e+09,2.755e+10,4.3637e+10,6.099e+09,3e+06,6.096e+09,-3.901e+09,7.991e+09,-7.71e+08,9.418e+09,9.418e+09,5.3055e+10,6.3e+07,-1.959e+09,3.87e+08,-1.572e+09,2.56e+09,-1.8e+07,2.189e+09,6.8e+08,6.8e+08,6.8e+08,2.3429e+10,0.23662,-0.11392,-0.21356,-0.18093,-0.03212,0.49139,4.63336,0.4416,-6.85714,-6.85714,32.10865,37.8994,-0.04079,-20.0308
"42","2020_Q3",34.59328125,"Up",1.475e+09,6.81e+08,7.94e+08,-3.274e+09,-1.799e+09,-1.287e+09,-3.1e+07,-6.18e+08,-6.38e+08,-3.086e+09,-3.75e+08,-1.85e+08,-1.96e+08,1.1e+07,-1.9e+08,-3.461e+09,1.458e+09,-2.003e+09,3.76e+08,-1.627e+09,-1.627e+09,-1.627e+09,-1.627e+09,7.463e+09,6.505e+09,9.58e+08,8.57e+08,8.57e+08,9.55e+08,7.66e+08,7.66e+08,1.0041e+10,3.1735e+10,3.1735e+10,1.2327e+10,2.852e+09,4.523e+09,4.952e+09,4.486e+10,5.4901e+10,3.394e+09,1.725e+09,1.669e+09,5.145e+09,7.856e+09,7.856e+09,1.6395e+10,1.9747e+10,1.9747e+10,1.0242e+10,3.178e+09,2.221e+09,9.57e+08,6.26e+09,2.9989e+10,4.6384e+10,7.31e+09,3e+06,7.307e+09,-3.899e+09,6.365e+09,-1.259e+09,8.517e+09,8.517e+09,5.4901e+10,-1.3e+08,-3.9e+07,8.51e+08,8.12e+08,2.382e+09,7.45058059692383e-09,2.382e+09,3.064e+09,3.064e+09,3.064e+09,2.4892e+10,-1.21966,-2.0922,-1.10305,-0.19103,-0.02964,0.61244,5.44605,0.4534,-5.79622,-5.79622,5.25472,30.342,-0.03727,-5.64776
"43","2020_Q4",40.44984375,"Up",2.489e+09,1.649e+09,8.4e+08,-3.712e+09,-1.223e+09,-1.473e+09,-5.3e+07,-6.26e+08,-7.94e+08,-2.696e+09,-7.32e+08,-3.37e+08,-3.45e+08,8e+06,-3.95e+08,-3.428e+09,1.096e+09,-2.332e+09,4.91e+08,-1.841e+09,-1.841e+09,-1.841e+09,-1.841e+09,1.3702e+10,1.315e+10,5.52e+08,1.171e+09,1.171e+09,9.61e+08,6.42e+08,5.66e+08,1.6476e+10,3.165e+10,3.165e+10,1.2239e+10,2.852e+09,4.527e+09,4.86e+09,4.4713e+10,6.1189e+10,3.825e+09,1.831e+09,1.994e+09,5.343e+09,6.623e+09,6.623e+09,1.5791e+10,2.7518e+10,2.7518e+10,1.0877e+10,3.294e+09,2.282e+09,1.012e+09,7.194e+09,3.8395e+10,5.4186e+10,7.386e+09,3e+06,7.383e+09,-3.898e+09,4.524e+09,-1.009e+09,7.003e+09,7.003e+09,6.1189e+10,-1.889e+09,3.68e+08,4.02e+08,7.7e+08,7.906e+09,-1e+06,7.905e+09,6.786e+09,6.786e+09,6.786e+09,3.2861e+10,-0.49136,-1.08317,-0.73965,-0.26289,-0.03009,1.04338,7.73754,0.53704,-6.31995,-6.31995,8.54446,24.04051,-0.03628,-7.10645
"44","2021_Q1",48.8339344262295,"Up",3.412e+09,2.41e+09,1.002e+09,-3.962e+09,-5.5e+08,-1.734e+09,-8e+07,-6.29e+08,-1.025e+09,-2.284e+09,-3.39e+08,-3.46e+08,-3.51e+08,5e+06,7e+06,-2.623e+09,2.5e+08,-2.373e+09,4.76e+08,-1.897e+09,-1.897e+09,-1.897e+09,-1.897e+09,1.1683e+10,1.1269e+10,4.14e+08,1.295e+09,1.295e+09,9.32e+08,8.9e+08,6.35e+08,1.48e+10,3.1466e+10,3.1466e+10,1.2251e+10,2.838e+09,4.527e+09,4.755e+09,4.4748e+10,5.9548e+10,3.555e+09,1.595e+09,1.96e+09,2.723e+09,6.447e+09,6.447e+09,1.2725e+10,3.0046e+10,2.506e+10,1.0817e+10,3.454e+09,9.94e+08,2.46e+09,7.363e+09,4.0863e+10,5.3588e+10,8.37e+09,4e+06,8.366e+09,-3.897e+09,2.626e+09,-1.139e+09,5.96e+09,5.96e+09,5.9548e+10,-2.177e+09,-9.1e+07,1.31e+08,4e+07,4.82e+08,-999999.999999996,4.81e+08,-1.656e+09,-1.656e+09,-1.656e+09,3.2769e+10,-0.1612,-0.6694,-0.55598,-0.31829,-0.03186,1.16306,8.99128,0.5503,-6.38506,-6.38506,11.48435,20.06059,-0.03829,-9.23205
"45","2021_Q2",55.4606349206349,"Up",3.221e+09,2.316e+09,9.05e+08,-4.128e+09,-9.07e+08,-1.851e+09,-8.5e+07,-6.23e+08,-1.143e+09,-2.758e+09,-3.48e+08,-3.46e+08,-3.53e+08,7e+06,-2e+06,-3.106e+09,1.355e+09,-1.751e+09,3.94e+08,-1.357e+09,-1.357e+09,-1.357e+09,-1.357e+09,1.2975e+10,1.2666e+10,3.09e+08,1.389e+09,1.389e+09,9.18e+08,7.37e+08,4.83e+08,1.6019e+10,3.1915e+10,3.1915e+10,1.2621e+10,2.84e+09,4.527e+09,4.734e+09,4.5643e+10,6.1662e+10,4.105e+09,1.838e+09,2.267e+09,2.585e+09,7.477e+09,7.477e+09,1.4167e+10,3.1074e+10,2.6089e+10,1.1215e+10,3.491e+09,2.478e+09,1.013e+09,7.724e+09,4.2289e+10,5.6456e+10,8.927e+09,4e+06,8.923e+09,-3.834e+09,1.239e+09,-1.126e+09,5.206e+09,5.206e+09,6.1662e+10,4.47e+08,-4.33e+08,1.04e+08,-3.29e+08,1.299e+09,-2.1e+07,1.278e+09,1.396e+09,1.396e+09,1.396e+09,3.3659e+10,-0.28159,-0.85626,-0.4213,-0.26066,-0.02201,1.13073,10.84441,0.54586,-4.28617,-4.28617,10.17372,16.44346,-0.0271,-7.49964
"46","2021_Q3",47.11609375,"Down",5.471e+09,4.366e+09,1.105e+09,-5.242e+09,2.29e+08,-1.447e+09,-1.39e+08,-6.2e+08,-6.88e+08,-1.218e+09,-4.41e+08,-4.14e+08,-4.26e+08,1.2e+07,-2.7e+07,-1.659e+09,1.095e+09,-5.64e+08,1.3e+08,-4.34e+08,-4.34e+08,-4.34e+08,-4.34e+08,2.1068e+10,2.0838e+10,2.3e+08,1.793e+09,1.793e+09,9.12e+08,9e+08,6.46e+08,2.4673e+10,3.2331e+10,3.2331e+10,1.2638e+10,2.827e+09,4.527e+09,4.637e+09,4.6376e+10,7.1049e+10,4.446e+09,2.218e+09,2.228e+09,2.608e+09,1.101e+10,1.101e+10,1.8064e+10,3.7473e+10,3.2553e+10,1.0608e+10,3.489e+09,2.501e+09,9.88e+08,7.119e+09,4.8081e+10,6.6145e+10,9.046e+09,4e+06,9.042e+09,-3.832e+09,8.04e+08,-1.114e+09,4.904e+09,4.904e+09,7.1049e+10,2.675e+09,-8.59e+08,8.39e+08,-2e+07,6.336e+09,-1e+06,6.335e+09,8.99e+09,8.99e+09,8.99e+09,4.0081e+10,0.04186,-0.22263,-0.07933,-0.0885,-0.00611,1.36587,13.48797,0.56413,-1.37081,-1.35076,17.28048,15.48958,-0.00781,-15.61002
"47","2021_Q4",46.3834375,"Down",7.75e+09,6.637e+09,1.113e+09,-4.856e+09,2.894e+09,-2.955e+09,-2.18e+08,-6.23e+08,-2.114e+09,-6.1e+07,-4e+08,-4.38e+08,-4.49e+08,1.1e+07,3.8e+07,-4.61e+08,1.064e+09,6.03e+08,-1.3e+08,4.73e+08,4.73e+08,4.73e+08,4.73e+08,1.9422e+10,1.9256e+10,1.66e+08,1739736856.10183,1739736856.10183,9.55e+08,2.68e+09,7.17e+08,2.3057e+10,3.2128e+10,3.2128e+10,1.2773e+10,2.815e+09,4.527e+09,4.912e+09,4.6237e+10,6.9294e+10,4.406e+09,2.199e+09,2.207e+09,2.954e+09,9.575e+09,9.575e+09,1.6935e+10,3.6933e+10,3.177e+10,9.995e+09,3.141e+09,2.18e+09,9.61e+08,6.854e+09,4.6928e+10,6.3863e+10,9.098e+09,4e+06,9.094e+09,-3.814e+09,1.271e+09,-1.124e+09,5.431e+09,5.431e+09,6.9294e+10,-7.86e+08,-2.79e+08,-6.96e+08,-9.75e+08,-6.37e+08,-5e+06,-6.42e+08,-2.403e+09,-2.403e+09,-2.403e+09,3.9887e+10,0.37342,-0.00787,0.06103,0.08709,0.00683,1.3615,11.75898,0.57562,1.47214,1.47214,24.12076,16.90321,0.00855,-335.4918
"48","2022_Q1",43.3537096774194,"Down",8.192e+09,6.878e+09,1.314e+09,-5.886e+09,2.306e+09,-2.658e+09,-2.35e+08,-6.19e+08,-1.804e+09,-3.52e+08,-3.12e+08,-4.23e+08,-4.29e+08,6e+06,1.11e+08,-6.64e+08,-1.81e+08,-8.45e+08,1.99e+08,-6.46e+08,-6.46e+08,-6.46e+08,-6.46e+08,1.8406e+10,1.8283e+10,1.23e+08,1.663e+09,1.663e+09,9.83e+08,7.82e+08,7.45e+08,2.1834e+10,1.14711e+11,1.14711e+11,1.4267e+10,2.803e+09,4.527e+09,4.858e+09,1.28978e+11,1.50812e+11,4.683e+09,2.562e+09,2.121e+09,4.468e+09,9.153e+09,9.153e+09,1.8304e+10,3.5732e+10,28739565976.8401,9.11e+09,2.92e+09,1e+09,1.92e+09,6.19e+09,4.4842e+10,6.3146e+10,9.16e+09,3990535.75958065,9073137180.42222,-3.814e+09,6.25e+08,-9.42e+08,5.029e+09,5.029e+09,6.8175e+10,-2.69e+08,-4.29e+08,81000000.0000002,-3.48e+08,-575000000.000001,-3.72529029846191e-09,-5.75e+08,-1.192e+09,-1.192e+09,-1.192e+09,0,0.28149,-0.04297,-0.07886,-0.156278428448312,-0.0063650839610597,1.19364128584051,14.2093689081387,0.581192192811124,-1.94974,-1.94974,24.72489,14.540840212879,-0.00887394178659243,-280.547689287619
"49","2022_Q2",43.8903225806452,"Up",7.566e+09,6.348e+09,1.218e+09,-6.255e+09,1.311e+09,-2.695e+09,-2.26e+08,-6.11e+08,-1.858e+09,-1.384e+09,-3.76e+08,-4.19e+08,-4.24e+08,5e+06,4.3e+07,-1.76e+09,8e+06,-1.752e+09,3.75e+08,-1.377e+09,-1.377e+09,-1.377e+09,-1.377e+09,1.8679e+10,1.8468e+10,2.11e+08,2.062e+09,2.062e+09,1.068e+09,8.03e+08,7.62e+08,2.2612e+10,3.1881e+10,3.1881e+10,1.3144e+10,2.792e+09,4.527e+09,4.793e+09,4.6426e+10,6.9038e+10,4.974e+09,2.966e+09,2.008e+09,4.781e+09,1.2033e+10,1.2033e+10,2.1788e+10,3.5018e+10,2.9875e+10,8.608e+09,2.915e+09,9.86e+08,1.929e+09,5.693e+09,4.3626e+10,6.5414e+10,8.957e+09,4e+06,8.953e+09,-3.552e+09,-8.44e+08,-9.37e+08,3.624e+09,3.624e+09,6.9038e+10,1.476e+09,-3.36e+08,-9.4e+07,-4.3e+08,-7.83e+08,-7.3e+07,-8.56e+08,1.9e+08,1.9e+08,1.9e+08,3.9799e+10,0.17328,-0.18292,-0.182,-0.37997,-0.01995,1.03782,18.05022,0.57648,-4.25248,-4.25248,23.36549,11.19172,-0.02646,-15.26012
"50","2022_Q3",37.8385,"Down",1.2112e+10,1.0829e+10,1.283e+09,-8.883e+09,3.229e+09,-2.239e+09,-3.93e+08,-6.11e+08,-1.235e+09,9.9e+08,-3.79e+08,-3.87e+08,-4.2e+08,3.3e+07,8e+06,6.11e+08,-1.52e+08,4.59e+08,-1.3e+08,3.29e+08,3.29e+08,3.29e+08,3.29e+08,2.0075e+10,1.6885e+10,3.19e+09,2.217e+09,2.217e+09,1.153e+09,9.26e+08,8.83e+08,2.4371e+10,3.1853e+10,5.1401e+10,1.4157e+10,2.782e+09,4.527e+09,4.644e+09,4.601e+10,7.0381e+10,5.698e+09,3.755e+09,1.943e+09,4.547e+09,1.3199e+10,1.3199e+10,2.3444e+10,3.4377e+10,40529302069.4797,8.596e+09,2.898e+09,9.64e+08,1.934e+09,5.698e+09,4.2973e+10,6.6417e+10,8.974e+09,4028392.72125805,8722588458.73334,-3.551e+09,-5.15e+08,-9.44e+08,3.964e+09,3.964e+09,7.0381e+10,2.691e+09,-4.78e+08,-3.006e+09,-3.484e+09,-8e+08,2e+06,-7.98e+08,-1.591e+09,-1.591e+09,-1.591e+09,3.8924e+10,0.2666,0.08174,0.02716,0.083,0.00467,1.03954,16.75505,0.55305,1.00695,1.00695,37.07049,12.13238,0.00639,19.03939
