"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",39.5579365079365,"Up",3.354e+09,3.279e+09,7.5e+07,-2.155e+09,-2.155e+09,1.199e+09,-1.048e+09,-1.048e+09,1.51e+08,-4.8e+07,-4.8e+07,1.03e+08,1.03e+08,-4e+07,6.3e+07,6.3e+07,6.3e+07,6.3e+07,6.53e+08,6.53e+08,2.09e+08,2.09e+08,2.16e+09,1.47e+08,1.47e+08,3.169e+09,3.872e+09,7.3e+08,2.38e+08,4.92e+08,4.602e+09,7.771e+09,1.909e+09,1.59e+09,3.19e+08,1.225e+09,1.225e+09,3.145e+09,2.731e+09,1.218e+09,1.218e+09,3.949e+09,7.094e+09,2.73e+09,2.73e+09,-1.999e+09,-5.4e+07,6.77e+08,6.77e+08,7.771e+09,6.3e+07,1.61e+08,-3.1e+07,1.6e+07,-2.1e+07,-2.6e+07,-1.04e+08,-1e+07,-2.66e+08,2.72e+08,-1e+08,8.9e+07,-1.53e+08,-1.53e+08,9e+06,-1.44e+08,-6.2e+07,-1.8e+07,-1.8e+07,-2e+08,1.1e+07,-1.9e+07,-2.99e+08,-3.54e+08,-3.54e+08,-3.54e+08,3.12e+08,2.742e+09,9.5e+07,0.35748,0.04502,0.01878,0.09306,0.00811,1.50794,1.00763,10.47858,0.35285,0.37657,0.37256,20.04782,4.04662,0.56784,0.37059,8,0.02696,0.02049,0.98413,6.69551,13.83444
"30","2017_Q3",40.7211111111111,"Up",3.794e+09,3.717e+09,7.7e+07,-2.452e+09,-2.452e+09,1.342e+09,-1.125e+09,-1.125e+09,2.17e+08,-2.8e+07,-2.8e+07,1.89e+08,1.89e+08,-7.9e+07,1.1e+08,1.1e+08,1.1e+08,1.1e+08,9.19e+08,9.19e+08,3.2e+08,3.2e+08,2.077e+09,1.57e+08,1.57e+08,3.473e+09,3.93e+09,7.58e+08,2.38e+08,5.2e+08,4.688e+09,8.161e+09,2.101e+09,1.704e+09,3.97e+08,1.339e+09,1.339e+09,3.451e+09,2.729e+09,1.196e+09,1.196e+09,3.925e+09,7.376e+09,2.757e+09,2.757e+09,-1.951e+09,-2.1e+07,7.85e+08,7.85e+08,8.161e+09,1.1e+08,1.59e+08,-4.7e+07,2.5e+07,-5e+07,-2.2e+07,2.63e+08,-1.1e+08,1.25e+08,4.7e+07,2.01e+08,4.85e+08,-1.88e+08,-1.88e+08,2.4e+07,-1.64e+08,-6.2e+07,-2e+06,-2e+06,3e+06,3e+06,6e+06,-5.5e+07,2.66e+08,2.66e+08,2.66e+08,3.76e+08,2.74e+09,5.3e+08,0.35372,0.0572,0.02899,0.14013,0.01348,4.81818,1.00637,9.39618,0.33574,0.66106,0.65282,22.80048,4.71755,3.1851,0.3726,6,0.03643,0.11226,0.56364,4.84309,8.39171
"31","2017_Q4",38.1088888888889,"Down",3.628e+09,3.541e+09,8.7e+07,-2.314e+09,-2.314e+09,1.314e+09,-1.107e+09,-1.107e+09,2.07e+08,-2.8e+07,-2.8e+07,1.79e+08,1.79e+08,-6.6e+07,1.13e+08,1.13e+08,1.13e+08,1.13e+08,6.72e+08,6.72e+08,2.11e+08,2.11e+08,2.434e+09,1.62e+08,1.62e+08,3.479e+09,3.94e+09,7.67e+08,2.38e+08,5.29e+08,4.707e+09,8.186e+09,2.248e+09,1.815e+09,4.33e+08,1.166e+09,1.166e+09,3.471e+09,2.681e+09,1.18e+09,1.18e+09,3.861e+09,7.332e+09,2.785e+09,2.785e+09,-1.899e+09,-3.2e+07,8.54e+08,8.54e+08,8.186e+09,1.13e+08,1.59e+08,-7e+06,1.8e+07,-1.1e+07,-1.4e+07,-2.42e+08,1.09e+08,-3.24e+08,1e+08,-1.27e+08,2.3e+07,-1.95e+08,-1.95e+08,-4e+06,-1.99e+08,-6.1e+07,-3e+06,-3e+06,1.1e+07,1.1e+07,-1.8e+07,-7.1e+07,-2.47e+08,-2.47e+08,-2.47e+08,3.66e+08,2.738e+09,-5e+06,0.36218,0.05706,0.03115,0.13232,0.0138,-0.04425,1.0023,8.58548,0.33447,0.67827,0.66943,21.77671,5.12605,-0.03001,0.36615,7,0.03646,-0.00105,0.53982,5.64481,9.98068
"32","2018_Q1",44.3355737704918,"Up",4.702e+09,4.6e+09,1.02e+08,-2.969e+09,-2.969e+09,1.733e+09,-1.382e+09,-1.382e+09,3.51e+08,-3.2e+07,-3.2e+07,3.19e+08,3.19e+08,-1.68e+08,1.51e+08,1.51e+08,1.51e+08,1.51e+08,1.181e+09,1.181e+09,1.45e+08,1.45e+08,2.027e+09,1.5e+08,1.5e+08,3.503e+09,3.939e+09,6.73e+08,2.38e+08,4.35e+08,4.612e+09,8.115e+09,1.987e+09,1.409e+09,5.78e+08,1.246e+09,1.246e+09,3.289e+09,2.681e+09,1.168e+09,1.168e+09,3.849e+09,7.138e+09,2.816e+09,2.816e+09,-1.81e+09,-2.9e+07,9.77e+08,9.77e+08,8.115e+09,1.51e+08,1.87e+08,1.3e+08,1.8e+07,9.3e+07,1.9e+07,3.35e+08,1.2e+07,4.03e+08,-3.42e+08,2.62e+08,8.03e+08,-1.95e+08,-1.95e+08,1.8e+07,-1.77e+08,-6.2e+07,-3e+06,-3e+06,1.4e+07,1.4e+07,-6.6e+07,-1.17e+08,5.09e+08,5.09e+08,5.09e+08,5.38e+08,2.737e+09,8.46e+08,0.36857,0.07465,0.03211,0.15455,0.01861,5.60265,1.06507,7.30604,0.33728,0.90473,0.89243,28.17256,5.8538,5.0689,0.37148,6,0.04363,0.17329,0.4106,2.89219,4.43305
"33","2018_Q2",44.565,"Up",3.561e+09,3.469e+09,9.2e+07,-2.288e+09,-2.288e+09,1.273e+09,-1.12e+09,-1.12e+09,1.53e+08,-2.8e+07,-2.8e+07,1.25e+08,1.25e+08,-3.8e+07,8.7e+07,8.7e+07,8.7e+07,8.7e+07,9.66e+08,9.66e+08,1.86e+08,1.86e+08,2.12e+09,2.91e+08,2.91e+08,3.563e+09,3.887e+09,5.66e+08,2.49e+08,3.17e+08,4.453e+09,8.016e+09,1.892e+09,1.575e+09,3.17e+08,1.307e+09,1.307e+09,3.255e+09,2.68e+09,1.011e+09,1.011e+09,3.691e+09,6.946e+09,2.852e+09,2.852e+09,-1.738e+09,-4.4e+07,1.07e+09,1.07e+09,8.016e+09,8.7e+07,1.69e+08,1.1e+07,2.3e+07,6e+06,-1.8e+07,-2.95e+08,-4.2e+07,-2.01e+08,2.12e+08,-2.64e+08,-2.8e+07,-1.29e+08,-1.29e+08,-2e+07,-1.49e+08,-6.2e+07,-3e+06,-3e+06,1.1e+07,2.4e+07,1.6e+07,-3.8e+07,-2.15e+08,-2.15e+08,-2.15e+08,3.22e+08,2.736e+09,-6.4e+07,0.35748,0.04297,0.02443,0.08131,0.01085,-0.73563,1.09462,6.49159,0.34132,0.51847,0.51116,21.22169,6.37664,-0.38141,0.36949,6,0.03093,-0.01329,0.71264,5.49689,11.56863
"34","2018_Q3",51.7522222222222,"Up",4.068e+09,3.981e+09,8.7e+07,-2.589e+09,-2.589e+09,1.479e+09,-1.233e+09,-1.233e+09,2.46e+08,-2.8e+07,-2.8e+07,2.18e+08,2.18e+08,-5.6e+07,1.62e+08,1.62e+08,1.62e+08,1.62e+08,1.343e+09,1.343e+09,2e+08,2e+08,2.065e+09,4.39e+08,4.39e+08,4.047e+09,3.86e+09,5.83e+08,2.49e+08,3.34e+08,4.443e+09,8.49e+09,2.234e+09,1.84e+09,3.94e+08,1.38e+09,1.38e+09,3.668e+09,2.68e+09,1.002e+09,1.002e+09,3.682e+09,7.35e+09,2.899e+09,2.899e+09,-1.712e+09,-4.7e+07,1.14e+09,1.14e+09,8.49e+09,1.62e+08,1.69e+08,-7000000.00000001,2.8e+07,-1.9e+07,-1.6e+07,2.98e+08,-1.3e+07,78999999.9999998,1.92e+08,39999999.9999999,6.22e+08,-1.4e+08,-1.4e+08,-999999.999999993,-1.41e+08,-6.2e+07,-2e+06,-2e+06,-4.4e+07,2.5e+07,4000000.00000001,-1.04e+08,3.77e+08,3.77e+08,3.77e+08,4.15e+08,2.734e+09,6.29e+08,0.36357,0.06047,0.03982,0.14211,0.01908,3.88272,1.10333,6.44737,0.32203,0.96544,0.95126,24.24315,6.7938,3.74851,0.36949,8,0.04594,0.129,0.38272,3.35181,5.65447
"35","2018_Q4",51.3133333333333,"Down",3.748e+09,3.647e+09,1.01e+08,-2.434e+09,-2.434e+09,1.314e+09,-1.209e+09,-1.209e+09,1.05e+08,-2.5e+07,-2.5e+07,8e+07,8e+07,-1.3e+07,6.7e+07,6.7e+07,6.7e+07,6.7e+07,1.127e+09,1.127e+09,1.9e+08,1.9e+08,2.614e+09,3.66e+08,3.66e+08,4.297e+09,3.858e+09,5.54e+08,2.49e+08,3.05e+08,4.412e+09,8.709e+09,2.632e+09,2.106e+09,5.26e+08,1.202e+09,1.202e+09,3.842e+09,2.678e+09,9.86e+08,9.86e+08,3.664e+09,7.506e+09,3.029e+09,3.029e+09,-1.777e+09,-4.9e+07,1.203e+09,1.203e+09,8.709e+09,6.7e+07,1.6e+08,3e+07,2.1e+07,2.4e+07,-1.5e+07,-2.09e+08,1e+07,-4.04e+08,1.5e+08,3.5e+07,4.8e+07,-1.6e+08,-1.6e+08,2e+06,-1.58e+08,-6.2e+07,-4.9e+07,-4.9e+07,3.8e+07,1.11e+08,-3.3e+07,-1.06e+08,-2.16e+08,-2.16e+08,-2.16e+08,2.65e+08,2.686e+09,-9.1e+07,0.35059,0.02801,0.01788,0.05569,0.00769,-1.35821,1.11843,6.2394,0.30842,0.39692,0.38863,22.20379,7.12678,-0.5391,0.3673,4,0.02646,-0.01867,0.92537,5.88302,14.84762
"36","2019_Q1",41.7690163934426,"Down",4.483e+09,4.383e+09,1e+08,-2.844e+09,-2.844e+09,1.639e+09,-1.306e+09,-1.306e+09,3.33e+08,-2.3e+07,-2.3e+07,3.1e+08,3.1e+08,-6.2e+07,2.48e+08,2.48e+08,2.48e+08,2.48e+08,9.57e+08,9.57e+08,1.48e+08,1.48e+08,1.978e+09,2.91e+08,2.91e+08,3.374e+09,3.921e+09,5.91e+08,2.49e+08,3.42e+08,4.512e+09,7.886e+09,2.049e+09,1.469e+09,5.8e+08,1.324e+09,1.324e+09,3.381e+09,2.677e+09,9.55e+08,9.55e+08,3.632e+09,7.013e+09,3.048e+09,3.048e+09,-2.138e+09,-3.7e+07,8.73e+08,8.73e+08,7.886e+09,2.48e+08,1.71e+08,-5.3e+07,1.8e+07,-4.5e+07,-2.6e+07,2.88e+08,4.1e+07,5.41e+08,-5.42e+08,2.48e+08,6.54e+08,-2.25e+08,-2.25e+08,2e+07,-2.05e+08,-6.4e+07,-2e+06,-2e+06,-5.2e+08,3e+06,-3.3e+07,-6.19e+08,-1.7e+08,-1.7e+08,-1.7e+08,5.04e+08,2.685e+09,6.29e+08,0.3656,0.07428,0.05532,0.28408,0.03145,2.53629,0.99793,8.03322,0.34048,1.50485,1.48414,27.20267,5.29733,3.81675,0.38835,5,0.06913,0.13938,0.25806,3.42857,5.18919
"37","2019_Q2",34.8157142857143,"Down",3.443e+09,3.349e+09,9.4e+07,-2.228e+09,-2.228e+09,1.215e+09,-1.138e+09,-1.138e+09,7.7e+07,-2.4e+07,-2.4e+07,5.3e+07,5.3e+07,-1.6e+07,3.7e+07,3.7e+07,3.7e+07,3.7e+07,4.48e+08,4.48e+08,2.33e+08,2.33e+08,2.006e+09,2.71e+08,2.71e+08,2.958e+09,3.963e+09,2.417e+09,2.49e+08,2.168e+09,6.38e+09,9.338e+09,1.934e+09,1.619e+09,3.15e+08,1.459e+09,1.459e+09,3.892e+09,2.177e+09,2.618e+09,2.618e+09,4.795e+09,8.687e+09,3.067e+09,3.067e+09,-2.37e+09,-4.6e+07,6.51e+08,6.51e+08,9.338e+09,3.7e+07,1.65e+08,8.1e+07,2e+07,1.8e+07,4.3e+07,-3.14e+08,-2e+06,-8.9e+07,1.81e+08,-4.04e+08,-3.1e+07,-2.49e+08,-2.49e+08,1e+06,-2.48e+08,-5.8e+07,0,0,-2e+08,1e+07,2.8e+07,-2.3e+08,-5.09e+08,-5.09e+08,-5.09e+08,2.42e+08,2.676e+09,-3.05e+08,0.35289,0.02236,0.01075,0.05684,0.00396,-8.24324,0.76002,13.34409,0.28657,0.23871,0.23688,22.2129,4.2,-1.96774,0.37419,3,0.01598,-0.0513,1.56757,9.20661,28.93506
"38","2019_Q3",28.59390625,"Down",3.872e+09,3.778e+09,9.4e+07,-2.476e+09,-2.476e+09,1.396e+09,-1.181e+09,-1.181e+09,2.15e+08,-2.2e+07,-2.2e+07,1.93e+08,1.93e+08,-5.3e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,9.56e+08,9.56e+08,2.11e+08,2.11e+08,1.932e+09,3.84e+08,3.84e+08,3.483e+09,4.036e+09,2.416e+09,2.49e+08,2.167e+09,6.452e+09,9.935e+09,2.261e+09,1.819e+09,4.42e+08,1.664e+09,1.664e+09,4.425e+09,2.178e+09,2.573e+09,2.573e+09,4.751e+09,9.176e+09,3.084e+09,3.084e+09,-2.286e+09,-3.9e+07,7.59e+08,7.59e+08,9.935e+09,1.4e+08,1.6e+08,2.7e+07,2e+07,-3.9e+07,4.6e+07,3.96e+08,2.3e+07,89999999.9999999,1.41e+08,1.42e+08,7.23e+08,-2.31e+08,-2.31e+08,2.5e+07,-2.06e+08,-5.6e+07,0,0,999999.99999997,1e+06,4.6e+07,-9e+06,5.08e+08,5.08e+08,5.08e+08,3.75e+08,2.678e+09,5.93e+08,0.36054,0.05553,0.03616,0.18445,0.01409,4.23571,0.78712,12.08959,0.26955,0.90323,0.89974,24.98065,4.89677,3.82581,0.36129,5,0.03261,0.0986699999999999,0.4,4.592,8.0093
"39","2019_Q4",35.07328125,"Up",3.672e+09,3.567e+09,1.05e+08,-2.345e+09,-2.345e+09,1.327e+09,-1.134e+09,-1.134e+09,1.93e+08,-2e+07,-2e+07,1.73e+08,1.73e+08,-4.6e+07,1.27e+08,1.27e+08,1.27e+08,1.27e+08,4.87e+08,4.87e+08,2.34e+08,2.34e+08,2.542e+09,3.1e+08,3.1e+08,3.573e+09,4.146e+09,2.356e+09,2.49e+08,2.107e+09,6.502e+09,1.0075e+10,2.618e+09,2.148e+09,4.7e+08,1.363e+09,1.363e+09,3.981e+09,2.679e+09,2.564e+09,2.564e+09,5.243e+09,9.224e+09,3.106e+09,3.106e+09,-2.217e+09,-3.8e+07,8.51e+08,8.51e+08,1.0075e+10,1.27e+08,1.57e+08,1.04e+08,1.5e+07,4.6e+07,4.3e+07,-5.11e+08,1e+07,-5.16e+08,2.57e+08,-2.62e+08,-1.23e+08,-2.61e+08,-2.61e+08,-2e+06,-2.63e+08,-5.8e+07,0,0,8e+06,8e+06,-3.3e+07,-8.3e+07,-4.69e+08,-4.69e+08,-4.69e+08,3.5e+08,2.679e+09,-3.76e+08,0.36138,0.05256,0.03459,0.14924,0.01261,-2.96063,0.89751,10.83901,0.26591,0.81777,0.81462,23.64456,5.47972,-2.42112,0.37347,5,0.03036,-0.0617,0.45669,6.26286,11.35751
"40","2020_Q1",31.85,"Down",4.537e+09,4.438e+09,9.9e+07,-2.883e+09,-2.883e+09,1.654e+09,-1.355e+09,-1.355e+09,2.99e+08,-3.6e+07,-3.6e+07,2.63e+08,2.63e+08,-7.1e+07,1.92e+08,1.92e+08,1.92e+08,1.92e+08,8.53e+08,8.53e+08,1.79e+08,1.79e+08,1.92e+09,2.78e+08,2.78e+08,3.23e+09,4.179e+09,2.328e+09,2.49e+08,2.079e+09,6.507e+09,9.737e+09,2.086e+09,1.576e+09,5.1e+08,1.434e+09,1.434e+09,3.52e+09,2.676e+09,2.562e+09,2.562e+09,5.238e+09,8.758e+09,3.129e+09,3.129e+09,-2.082e+09,-6.8e+07,9.79e+08,9.79e+08,9.737e+09,1.92e+08,1.89e+08,9.2e+07,1.4e+07,2.7e+07,5.1e+07,1.94e+08,5.1e+07,5.45e+08,-4.81e+08,78999999.9999999,6.67e+08,-1.94e+08,-1.94e+08,2e+06,-1.92e+08,-5.7e+07,-1e+06,-999999.99999997,1e+07,1e+07,-6.1e+07,-1.09e+08,3.66e+08,3.66e+08,3.66e+08,4.88e+08,2.676e+09,5.59e+08,0.36456,0.0659,0.04232,0.19612,0.01972,2.91146,0.91761,8.94586,0.27483,1.23473,1.22527,29.17685,6.29582,3.59486,0.36656,5,0.04005,0.08991,0.29688,3.73566,6.09699
"41","2020_Q2",17.0214285714286,"Down",2.119e+09,2.026e+09,9.3e+07,-1.81e+09,-1.81e+09,3.09e+08,-1.122e+09,-1.122e+09,-8.13e+08,-3.4e+07,-3.4e+07,-8.47e+08,-8.47e+08,3.26e+08,-5.21e+08,-5.21e+08,-5.21e+08,-5.21e+08,1.355e+09,1.355e+09,1.54e+08,1.54e+08,1.489e+09,6.69e+08,6.69e+08,3.667e+09,3.974e+09,2.328e+09,2.49e+08,2.079e+09,6.302e+09,9.969e+09,1.405e+09,1.125e+09,2.8e+08,1.594e+09,1.594e+09,3.799e+09,3.264e+09,2.509e+09,2.509e+09,5.773e+09,9.572e+09,3.148e+09,3.148e+09,-2.661e+09,-9e+07,3.97e+08,3.97e+08,9.969e+09,-5.21e+08,1.76e+08,1.22e+08,1.3e+07,-5.4e+07,1.63e+08,-5.55e+08,2.5e+07,2.28e+08,-2.92e+08,-5.16e+08,-7.78e+08,-1.31e+08,-1.31e+08,5e+06,-1.26e+08,-5.8e+07,1.4e+09,6e+08,1.1e+07,1.1e+07,6.4e+07,1.417e+09,5.13e+08,5.13e+08,5.02e+08,-6.37e+08,4.064e+09,-1.649e+09,0.14582,-0.38367,-0.24587,-1.31234,-0.05226,3.16507,0.96525,24.11083,0.40766,-3.3312,-3.3312,13.54859,2.53836,-10.54348,0.37084,1,-0.06643,-0.23659,-0.11132,-4.25275,-3.3321
"42","2020_Q3",14.48765625,"Down",1.862e+09,1.778e+09,8.4e+07,-1.406e+09,-1.406e+09,4.56e+08,-8.26e+08,-8.26e+08,-3.7e+08,-5.1e+07,-5.1e+07,-4.21e+08,-4.21e+08,1.66e+08,-2.55e+08,-2.55e+08,-2.55e+08,-2.55e+08,9.91e+08,9.91e+08,1.46e+08,1.46e+08,1.466e+09,8.02e+08,8.02e+08,3.405e+09,3.845e+09,2.285e+09,2.49e+08,2.036e+09,6.13e+09,9.535e+09,1.586e+09,1.298e+09,2.88e+08,1.556e+09,1.556e+09,3.642e+09,3.266e+09,2.453e+09,2.453e+09,5.719e+09,9.361e+09,3.168e+09,3.168e+09,-2.916e+09,-7.8e+07,1.74e+08,1.74e+08,9.535e+09,-2.55e+08,1.66e+08,7.7e+07,2e+07,-1.3e+07,7e+07,1.99e+08,2.4e+07,1.69e+08,2.43e+08,-2.37e+08,1.87e+08,-9.7e+07,-9.7e+07,1.2e+07,-8.5e+07,-7.45058059692383e-09,-3e+08,0,0,1.86264514923096e-09,-1.68e+08,-4.68e+08,-3.66e+08,-3.66e+08,-3.64e+08,-2.04e+08,3.766e+09,-2.68e+08,0.2449,-0.19871,-0.13695,-1.46552,-0.02674,1.05098,0.93493,53.79885,0.39497,-1.62214,-1.62214,11.84478,1.10687,-1.70483,-5.55111512312578e-17,3,-0.03989,-0.04192,0,-13.60294,-7.5
"43","2020_Q4",20.18578125,"Up",3.089e+09,3.002e+09,8.7e+07,-2.019e+09,-2.019e+09,1.07e+09,-9.64e+08,-9.64e+08,1.06e+08,-4.8e+07,-4.8e+07,5.8e+07,5.8e+07,-5e+06,5.3e+07,5.3e+07,5.3e+07,5.3e+07,8.89e+08,8.89e+08,2.56e+08,2.56e+08,1.86e+09,9.02e+08,9.02e+08,3.907e+09,3.77e+09,2.134e+09,2.49e+08,1.885e+09,5.904e+09,9.811e+09,2.307e+09,2.053e+09,2.54e+08,1.388e+09,1.388e+09,4.394e+09,2.767e+09,2.398e+09,2.398e+09,5.165e+09,9.559e+09,3.19e+09,3.19e+09,-2.863e+09,-7.5e+07,2.52e+08,2.52e+08,9.811e+09,5.3e+07,1.63e+08,1.66e+08,1.7e+07,1.06e+08,4.3e+07,-2.27e+08,-1.06e+08,-2.22e+08,4.58e+08,-3.57e+08,1.55e+08,-8.3e+07,-8.3e+07,3e+06,-8e+07,0,-3e+08,0,5e+06,5e+06,1.19e+08,-1.76e+08,-1.01e+08,-1.01e+08,-1.02e+08,2.69e+08,3.466e+09,-3.6e+07,0.34639,0.03432,0.01716,0.21032,0.0054,-0.67925,0.88917,37.93254,0.35328,0.33672,0.33672,19.62516,1.60102,-0.22872,0,3,0.00867,-0.00589,0,9.57993,24.31132
"44","2021_Q1",35.7401639344262,"Up",3.645e+09,3.551e+09,9.4e+07,-2.365e+09,-2.365e+09,1.28e+09,-1.25e+09,-1.25e+09,3e+07,-4.8e+07,-4.8e+07,-1.8e+07,-1.8e+07,5.1e+07,3.3e+07,3.3e+07,3.3e+07,3.3e+07,6.81e+08,6.81e+08,2.45e+08,2.45e+08,1.863e+09,8.53e+08,8.53e+08,3.642e+09,3.732e+09,2.164e+09,2.49e+08,1.915e+09,5.896e+09,9.538e+09,2.312e+09,1.96e+09,3.52e+08,1.308e+09,1.308e+09,4.12e+09,2.769e+09,2.344e+09,2.344e+09,5.113e+09,9.233e+09,3.205e+09,3.205e+09,-2.83e+09,-7e+07,3.05e+08,3.05e+08,9.538e+09,3.3e+07,1.66e+08,4000000.00000003,1.7e+07,-4.6e+07,3.3e+07,-1.15e+08,1.1e+07,-1.22e+08,2.3e+07,-2.7e+07,87999999.9999999,-7.4e+07,-7.4e+07,1.8e+07,-5.6e+07,-1.86264514923096e-09,-2e+08,-2.98023223876953e-08,-9.31322574615479e-10,-9.31322574615479e-10,-4.3e+07,-2.43e+08,-2.11e+08,-2.11e+08,-2.08e+08,1.96e+08,3.269e+09,-4.4e+07,0.35117,0.00823,0.00905,0.1082,0.00346,-1.33333,0.88398,30.27213,0.34273,0.20913,0.20913,23.09886,1.93283,-0.27883,0,3,0.00558,-0.00743,0,13.20408,86.26667
"45","2021_Q2",35.2819047619048,"Down",3.009e+09,2.921e+09,8.8e+07,-2.019e+09,-2.019e+09,9.9e+08,-1.075e+09,-1.075e+09,-8.5e+07,-1.37e+08,-1.37e+08,-2.22e+08,-2.22e+08,5.6e+07,-1.66e+08,-1.66e+08,-1.66e+08,-1.66e+08,3.77e+08,3.77e+08,2.38e+08,2.38e+08,1.961e+09,9.23e+08,9.23e+08,3.499e+09,3.642e+09,2.192e+09,2.49e+08,1.943e+09,5.834e+09,9.333e+09,2.006e+09,1.676e+09,3.3e+08,1.302e+09,1.302e+09,4.008e+09,2.847e+09,2.312e+09,2.312e+09,5.159e+09,9.167e+09,3.221e+09,3.221e+09,-2.996e+09,-5.9e+07,1.66e+08,1.66e+08,9.333e+09,-1.66e+08,1.62e+08,1.59e+08,2.2e+07,8e+06,1.29e+08,-5.19e+08,7e+06,-1.6e+07,-2.96e+08,-2.14e+08,-3.64e+08,-1.1e+08,-1.26e+08,42578700.6172807,-1.1e+08,-734694.943087688,2.58e+08,7.5e+07,7e+06,7e+06,-9.8e+07,1.67e+08,-3.07e+08,-3.07e+08,-3.04e+08,7.7e+07,3.547e+09,-6.08e+08,0.32901,-0.02825,-0.05517,-1,-0.01779,3.66265,0.873,55.22289,0.38005,-1.04732,-1.04732,18.98423,1.04732,-3.83596,0.00427574606332557,4,-0.02755,-0.10091,0.387947881087273,41.16883,-37.29412
"46","2021_Q3",30.84546875,"Down",3.657e+09,3.565e+09,9.2e+07,-2.332e+09,-2.332e+09,1.325e+09,-1.174e+09,-1.174e+09,1.51e+08,-4e+07,-4e+07,1.11e+08,1.11e+08,-3.1e+07,79999999.9999999,79999999.9999999,79999999.9999999,79999999.9999999,4.87e+08,4.87e+08,3.17e+08,3.17e+08,2.182e+09,4.75e+08,4.75e+08,3.461e+09,3.573e+09,2.196e+09,2.49e+08,1.947e+09,5.769e+09,9.23e+09,2.448e+09,1.961e+09,4.87e+08,1.408e+09,1.408e+09,3.856e+09,2.849e+09,2.257e+09,2.257e+09,5.106e+09,8.962e+09,3.245e+09,3238676221.21432,-2.916e+09,-6.1e+07,2.68e+08,2.68e+08,9.23e+09,79999999.9999999,1.59e+08,7.3e+07,28346864.2298637,177461117.227361,259500334.125435,5.97e+08,-77609592.4742998,42696955.0840556,-436929227.8416,-679007776.254787,9.09e+08,-1.2e+08,-9.1e+07,56371600.8230409,-1.2e+08,-6918368.61455998,-6.77e+08,-7e+08,1.86264514923096e-09,2.79396772384644e-09,-1000000.00000003,-6.78e+08,1.11e+08,1.11e+08,1.1e+08,3.1e+08,2.849e+09,8.18e+08,0.36232,0.04129,0.02188,0.29851,0.00867,10.225,0.89756,33.4403,0.30867,0.50346,0.50346,23.01447,1.6866,5.14789,0.0429567225334637,7,0.01489,0.15221,1.01860745459397,7.61935000000001,15.64238
