"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",35.6301587301587,"Down",9.012e+09,-1.84e+09,7.172e+09,-4.02e+09,-2.193e+09,-1.903e+09,-2.9e+08,-1.419e+09,-4.08e+08,3.152e+09,-2.95e+08,-3.6e+08,-3.6e+08,6.5e+07,2.857e+09,-1.25e+08,2.732e+09,-5.9e+08,2.142e+09,2.142e+09,2.142e+09,2.142e+09,5.0767e+10,1.5583e+10,3.5184e+10,3.844e+09,3.844e+09,2.246e+09,2.246e+09,5.7069e+10,4.011e+09,4.3814e+10,5.249e+09,3.4284e+10,1.382e+09,2.899e+09,4.7825e+10,1.04894e+11,1.946e+09,4.1e+08,1.536e+09,9.879e+09,6.912e+09,2.967e+09,1.1825e+10,4.0106e+10,6.627e+09,6.627e+09,4.6733e+10,5.8558e+10,2.3526e+10,2.339e+10,-1.046e+09,4.587e+10,4.66e+08,4.6336e+10,1.04894e+11,2.142e+09,6.22e+08,2.81e+08,4.5e+08,1.32e+08,7e+07,2.22e+08,3.495e+09,-3.68e+08,-3.68e+08,-1.54e+08,3.757e+09,-3.911e+09,-6.88e+08,-6.32e+08,-1999999999.99999,-1999999999.99999,-2.052e+09,1.62e+08,-2.214e+09,0,-4.684e+09,-1.877e+09,-1.877e+09,4.9e+07,-1.828e+09,3.774e+09,4.0106e+10,4.446e+09,0.79583,0.34976,0.23768,0.04623,0.02042,2.07563,4.82613,1.26377,0.38235,0.5122,0.50329,2.15495,10.96844,1.06313,0.15112,5,0.02981,0.04777,0.29505,-2.82485,-3.3823
"28","2017_Q1",38.0877419354839,"Up",1.0594e+10,-1.936e+09,8.658e+09,-4.518e+09,-2.629e+09,-2.306e+09,-3.23e+08,-1.534e+09,-3.55e+08,4.14e+09,-2.36e+08,-3.62e+08,-3.62e+08,1.26e+08,3.904e+09,-1.72e+08,3.732e+09,-9.18e+08,2.814e+09,2.814e+09,2.814e+09,2.814e+09,5.6125e+10,2.0152e+10,3.5973e+10,5.385e+09,5.385e+09,2.591e+09,2.591e+09,6.4313e+10,4e+09,4.3867e+10,4.943e+09,3.459e+10,1.291e+09,3.043e+09,4.7867e+10,1.1218e+11,2.47e+09,5.04e+08,1.966e+09,1.0988e+10,7.655e+09,3.333e+09,1.7208e+10,4.0105e+10,7.077e+09,7.077e+09,4.7182e+10,6.439e+10,2.4217e+10,2.3888e+10,-8.16e+08,4.7289e+10,5.01e+08,4.779e+10,1.1218e+11,2.814e+09,5.83e+08,2.76e+08,1.2e+08,-1.65e+09,8.77e+08,9.8e+08,3.793e+09,-1.8e+08,-1.8e+08,-6.11e+08,2.402e+09,-3.013e+09,-1.128e+09,-6.23e+08,3.75e+09,3.75e+09,-1.357e+09,6.23e+08,-1.98e+09,0,1.77e+09,4.435e+09,4.435e+09,1.34e+08,4.569e+09,4.723e+09,4.3855e+10,5.581e+09,0.81726,0.39079,0.26562,0.05888,0.02508,1.9833,3.73739,1.34735,0.39093,0.67873,0.66431,2.55523,11.40593,1.34612,0.15027,7,0.03481,0.05653,0.22139,-2.59793,-2.96377
"29","2017_Q2",41.8546031746032,"Up",8.595e+09,-1.776e+09,6.819e+09,-4.065e+09,-2.234e+09,-1.919e+09,-3.15e+08,-1.52e+09,-3.11e+08,2.754e+09,-2.68e+08,-4.16e+08,-4.16e+08,1.48e+08,2.486e+09,-1.13e+08,2.373e+09,-5.41e+08,1.832e+09,1.832e+09,1.832e+09,1.832e+09,6.8396e+10,2.8614e+10,3.9782e+10,3.407e+09,3.407e+09,2.362e+09,2.362e+09,7.4451e+10,4.108e+09,4.4664e+10,5.091e+09,3.535e+10,1.142e+09,3.081e+09,4.8772e+10,1.23223e+11,1.97e+09,5.51e+08,1.419e+09,1.2173e+10,9.462e+09,2.711e+09,1.5142e+10,5.3057e+10,7.192e+09,7.192e+09,6.0249e+10,7.5391e+10,2.4588e+10,2.338e+10,-5.33e+08,4.7435e+10,3.97e+08,4.7832e+10,1.23223e+11,1.832e+09,5.33e+08,5.03e+08,3.007e+09,1.993e+09,-1.013e+09,2.102e+09,5.875e+09,-2.99e+08,-2.99e+08,-3.761e+09,1.752e+09,-5.513e+09,-5.203e+09,-6.18e+08,1.0182e+10,1.0182e+10,-1.685e+09,4.87e+08,-2.172e+09,-1.67e+08,7.712e+09,8.384e+09,8.384e+09,7.8e+07,8.462e+09,3.287e+09,5.4056e+10,6.536e+09,0.79337,0.32042,0.21315,0.0383,0.01487,3.56769,4.91685,1.57616,0.43868,0.44477,0.43402,2.08667,11.51614,1.58679,0.15004,6,0.02246,0.05992,0.33734,-4.36264,-5.20697
"30","2017_Q3",45.8584126984127,"Up",9.035e+09,-1.797e+09,7.238e+09,-4.075e+09,-2.263e+09,-1.96e+09,-3.03e+08,-1.51e+09,-3.02e+08,3.163e+09,-3.52e+08,-4.51e+08,-4.51e+08,9.9e+07,2.811e+09,-1.26e+08,2.685e+09,-6.53e+08,2.032e+09,2.032e+09,2.032e+09,2.032e+09,5.8206e+10,1.8592e+10,3.9614e+10,3.69e+09,3.69e+09,2.511e+09,2.511e+09,6.4734e+10,4.882e+09,5.3984e+10,7.968e+09,4.2083e+10,8.95e+08,3.038e+09,5.8866e+10,1.236e+11,2.101e+09,6.15e+08,1.486e+09,1.0408e+10,7.411e+09,2.997e+09,1.6347e+10,5.0489e+10,7.919e+09,7.919e+09,5.8408e+10,7.4755e+10,2.5159e+10,2.4375e+10,-1.072e+09,4.8462e+10,3.83e+08,4.8845e+10,1.236e+11,2.032e+09,5.43e+08,3.31e+08,-1.82e+09,-3.13e+08,5.14e+08,-1.98e+09,1.086e+09,-7.57e+08,-7.57e+08,-2.49e+08,4.328e+09,-4.577e+09,-9.717e+09,-6.14e+08,0,0,-3.26e+08,2.59e+08,-5.85e+08,-3.3e+07,-9.73e+08,-9.604e+09,-9.604e+09,-4.18e+08,-1.0022e+10,3.706e+09,5.4327e+10,1.782e+09,0.80111,0.35008,0.2249,0.0416,0.01644,0.87697,3.95999,1.53045,0.43954,0.49513,0.48439,2.20151,11.80848,0.43421,0.14961,4,0.02382,0.01604,0.30217,-1.04668,-1.22637
"31","2017_Q4",45.3926984126984,"Down",9.205e+09,-1.893e+09,7.312e+09,-4.163e+09,-2.245e+09,-2.004e+09,-2.41e+08,-1.521e+09,-3.97e+08,3.149e+09,-2.6e+08,-4.5e+08,-4.5e+08,1.9e+08,2.889e+09,-1.91e+08,2.698e+09,-4.59e+08,2.239e+09,2.239e+09,2.239e+09,2.239e+09,5.9352e+10,1.9748e+10,3.9604e+10,3.721e+09,3.721e+09,2.547e+09,2.547e+09,6.6011e+10,5.07e+09,5.4301e+10,7.788e+09,4.2504e+10,9.18e+08,3.091e+09,5.9371e+10,1.25382e+11,1.997e+09,4.81e+08,1.516e+09,1.0295e+10,7.388e+09,2.907e+09,1.579e+10,5.0469e+10,8.1e+09,8.1e+09,5.8569e+10,7.4359e+10,2.597e+10,2.5576e+10,-9.31e+08,5.0615e+10,4.08e+08,5.1023e+10,1.25382e+11,2.239e+09,6.56e+08,3.9e+08,-5.86e+08,-7e+06,-3.63e+08,-1.54e+08,2.699e+09,-4.4e+08,-4.4e+08,2.64e+08,5.745e+09,-5.481e+09,-7.28e+08,-6.12e+08,-344000000.000001,-344000000.000001,1.6e+07,5.63e+08,-5.47e+08,0,-9.4e+08,1.031e+09,1.031e+09,1.25e+08,1.156e+09,3.805e+09,5.3967e+10,3.238e+09,0.79435,0.3421,0.24324,0.04388,0.01786,1.44618,4.18056,1.45736,0.43042,0.54517,0.53259,2.2413,12.32408,0.78841,0.14901,4,0.02521,0.02863,0.27334,-1.41524,-1.71007
"32","2018_Q1",46.1885245901639,"Up",1.0957e+10,-1.986e+09,8.971e+09,-4.558e+09,-2.515e+09,-2.202e+09,-3.13e+08,-1.602e+09,-4.41e+08,4.413e+09,-3.53e+08,-4.81e+08,-4.81e+08,1.28e+08,4.06e+09,-1.36e+08,3.924e+09,-5.75e+08,3.349e+09,3.349e+09,3.349e+09,3.349e+09,6.6078e+10,2.1784e+10,4.4294e+10,5.3e+09,5.3e+09,3.137e+09,3.137e+09,7.4515e+10,5.315e+09,5.5161e+10,7.679e+09,4.3045e+10,1.143e+09,3.294e+09,6.0476e+10,1.34991e+11,2.565e+09,5.99e+08,1.966e+09,1.1816e+10,8.233e+09,3.583e+09,2.4178e+10,4.8112e+10,8.455e+09,8.455e+09,5.6567e+10,8.0745e+10,2.7065e+10,2.7598e+10,-8.03e+08,5.386e+10,3.86e+08,5.4246e+10,1.34991e+11,3.349e+09,7.19e+08,-58999999.9999999,4.57e+08,-1.74e+09,1.092e+09,9.27e+08,4.466e+09,-5.25e+08,-5.25e+08,-4.506e+09,5.79e+09,-1.0296e+10,-5.846e+09,-7.87e+08,3.8e+09,3.8e+09,3.32e+08,8.72e+08,-5.4e+08,-5.8e+07,3.287e+09,1.907e+09,1.907e+09,1.29e+08,2.036e+09,5.132e+09,5.7909e+10,5.639e+09,0.81875,0.40276,0.30565,0.06174,0.02481,1.68379,3.08193,1.4885,0.42898,0.8109,0.78837,2.65303,13.04116,1.36538,0.19056,5,0.03429,0.04675,0.235,-1.59178,-1.85112
"33","2018_Q2",42.96734375,"Down",9.104e+09,-1.928e+09,7.176e+09,-4.291e+09,-2.308e+09,-1.989e+09,-3.19e+08,-1.572e+09,-4.11e+08,2.885e+09,-2.49e+08,-4.69e+08,-4.69e+08,2.2e+08,2.636e+09,-1.36e+08,2.5e+09,-3.56e+08,2.144e+09,2.144e+09,2.144e+09,2.144e+09,6.6897e+10,2.1321e+10,4.5576e+10,3.591e+09,3.591e+09,2.535e+09,2.535e+09,7.3335e+10,5.586e+09,5.4676e+10,7.186e+09,4.302e+10,1.181e+09,3.289e+09,6.0262e+10,1.33597e+11,2.11e+09,5.93e+08,1.517e+09,1.3118e+10,1.0269e+10,2.849e+09,2.0226e+10,4.8293e+10,8.712e+09,8.712e+09,5.7005e+10,7.7231e+10,2.8089e+10,2.8586e+10,-7.16e+08,5.5959e+10,4.07e+08,5.6366e+10,1.33597e+11,2.144e+09,6.96e+08,5.92e+08,3.134e+09,1.804e+09,-7.7e+08,2.1e+09,6.566e+09,-4.73e+08,-4.73e+08,-1.345e+09,6.326e+09,-7.671e+09,-1.818e+09,-7.88e+08,-4.8e+09,-4.8e+09,1.81e+08,1.014e+09,-8.33e+08,-3.4e+07,-5.441e+09,-6.93e+08,-6.93e+08,2.3e+08,-4.63e+08,3.581e+09,5.3291e+10,6.598e+09,0.78822,0.31689,0.2355,0.03804,0.01605,3.07743,3.62578,1.37017,0.39889,0.51588,0.50047,2.19057,13.46463,1.58758,0.18961,5,0.02477,0.05574,0.36754,-3.7995,-4.71612
"34","2018_Q3",45.482380952381,"Up",9.589e+09,-1.961e+09,7.628e+09,-4.28e+09,-2.407e+09,-2.088e+09,-3.19e+08,-1.473e+09,-4e+08,3.348e+09,-2.14e+08,-4.75e+08,-4.75e+08,2.61e+08,3.134e+09,-3.08e+08,2.826e+09,-6.12e+08,2.214e+09,2.214e+09,2.214e+09,2.214e+09,7.158e+10,2.131e+10,5.027e+10,3.798e+09,3.798e+09,2.731e+09,2.731e+09,7.8545e+10,5.868e+09,5.4349e+10,6.794e+09,4.2964e+10,1.222e+09,3.369e+09,6.0217e+10,1.38762e+11,2.054e+09,5.54e+08,1.5e+09,1.0941e+10,8.076e+09,2.865e+09,1.5494e+10,5.817e+10,8.798e+09,8.798e+09,6.6968e+10,8.2462e+10,2.8474e+10,2.8296e+10,-9.02e+08,5.5868e+10,4.32e+08,5.63e+10,1.38762e+11,2.214e+09,6.88e+08,3.65e+08,-2.417e+09,-2.19e+08,1.49e+08,-2.347e+09,850000000.000001,-5.99e+08,-5.99e+08,-5.111e+09,5.24e+09,-1.0351e+10,-5.71e+09,-7.91e+08,7.445e+09,7.445e+09,-1.716e+09,3.39e+08,-2.055e+09,0,4.938e+09,77999999.9999998,77999999.9999998,-88999999.9999999,-1.1e+07,4.036e+09,6.0669e+10,1.632e+09,0.79549,0.34915,0.23089,0.03933,0.01596,0.73713,5.06938,1.46469,0.43722,0.53221,0.51693,2.30505,13.42981,0.39231,0.19014,3,0.02389,0.01298,0.35727,-2.70342,-3.25896
"35","2018_Q4",45.047619047619,"Down",9.676e+09,-1.998e+09,7.678e+09,-4.27e+09,-2.38e+09,-2.041e+09,-3.39e+08,-1.496e+09,-3.94e+08,3.408e+09,-1.23e+08,-5.33e+08,-5.33e+08,4.1e+08,3.285e+09,-9.4e+07,3.191e+09,-7.238e+09,-4.047e+09,-4.047e+09,-4.047e+09,-4.047e+09,7.0455e+10,1.9487e+10,5.0968e+10,3.902e+09,3.902e+09,2.879e+09,2.879e+09,7.7732e+10,5.904e+09,5.4565e+10,6.4e+09,4.2965e+10,1.815e+09,3.385e+09,6.0469e+10,1.38201e+11,2.101e+09,6.03e+08,1.498e+09,1.1376e+10,8.003e+09,3.373e+09,1.7968e+10,5.6224e+10,1.5737e+10,1.5737e+10,7.1961e+10,8.9929e+10,2.9048e+10,2.0037e+10,-1.296e+09,4.7789e+10,4.83e+08,4.8272e+10,1.38201e+11,-4.047e+09,6.99e+08,-5.48e+08,7.206e+09,4.8e+07,1.4e+07,7.144e+09,3.31e+09,-2.86e+08,-2.86e+08,-9.71e+08,5.503e+09,-6.474e+09,-1.257e+09,-7.83e+08,-1.9073486328125e-06,-1.9073486328125e-06,-3.237e+09,7.63e+08,-4e+09,0,-4.02e+09,-1.967e+09,-1.967e+09,1.44e+08,-1.823e+09,4.107e+09,6.0715e+10,1.8265e+10,0.79351,0.35221,-0.41825,-0.08384,-0.02928,-4.51322,4.32614,1.86296,0.43932,-0.9818,-0.9818,2.3474,11.59364,4.4311,0.18996,4,-0.02617,0.14644,-0.19348,-2.37156,-2.85798
"36","2019_Q1",48.0852459016393,"Up",1.1014e+10,-2.173e+09,8.841e+09,-4.578e+09,-2.62e+09,-2.315e+09,-3.05e+08,-1.543e+09,-4.15e+08,4.263e+09,-2.54e+08,-5.48e+08,-5.48e+08,2.94e+08,4.009e+09,-1.02e+08,3.907e+09,-631000000.000001,3.276e+09,3.276e+09,3.276e+09,3.276e+09,6.7261e+10,2.162e+10,4.5641e+10,5.136e+09,5.136e+09,3.762e+09,3.762e+09,7.6159e+10,5.897e+09,5.5795e+10,6.67e+09,4.3755e+10,1.395e+09,3.975e+09,6.1692e+10,1.37851e+11,2.335e+09,5.29e+08,1.806e+09,1.2298e+10,8.341e+09,3.957e+09,1.9124e+10,5.6128e+10,1.5726e+10,1.5726e+10,7.1854e+10,9.0978e+10,2.895e+10,1.9111e+10,-1.689e+09,4.6372e+10,5.01e+08,4.6873e+10,1.37851e+11,3.276e+09,7.02e+08,4.7e+08,212000000.000002,-1.366e+09,3.47e+08,1.231e+09,4.66e+09,-3.78e+08,-3.78e+08,5.262e+09,6.048e+09,-7.86e+08,3.16e+09,-7.78e+08,-2e+06,-2e+06,-4.679e+09,2.86e+08,-4.965e+09,1.86264514923096e-09,-5.459e+09,2.361e+09,2.361e+09,-2.28e+08,2.133e+09,4.965e+09,6.0619e+10,5.43e+09,0.80271,0.38705,0.29744,0.06989,0.02376,1.65751,3.98238,1.94095,0.43974,0.80969,0.76847,2.72219,11.4612,1.34207,0.19229,4,0.0329,0.04407,0.23748,-1.33776,-1.55806
"37","2019_Q2",51.2998412698413,"Up",9.193e+09,-1.953e+09,7.24e+09,-4.358e+09,-2.36e+09,-2.039e+09,-3.21e+08,-1.564e+09,-4.34e+08,2.882e+09,-2.38e+08,-5.29e+08,-5.29e+08,2.91e+08,2.644e+09,-1.04e+08,2.54e+09,-2.75e+08,2.265e+09,2.265e+09,2.265e+09,2.265e+09,6.0094e+10,1.8455e+10,4.1639e+10,3.729e+09,3.729e+09,3.186e+09,3.186e+09,6.7009e+10,5.918e+09,5.5431e+10,6.295e+09,4.3702e+10,1.433e+09,4.001e+09,6.1349e+10,1.28358e+11,1.948e+09,5.27e+08,1.421e+09,1.3871e+10,1.0349e+10,3.522e+09,1.9562e+10,5.4386e+10,1.5846e+10,1.5846e+10,7.0232e+10,8.9794e+10,2.7811e+10,1.2022e+10,-1.766e+09,3.8067e+10,4.97e+08,3.8564e+10,1.28358e+11,2.265e+09,7.2e+08,3.76e+08,3.361e+09,1.39e+09,-5.61e+08,2.532e+09,6.722e+09,-3.83e+08,-3.83e+08,3.965e+09,4.704e+09,-7.39e+08,3.532e+09,-7.42e+08,-2.5e+09,-2.5e+09,-1.0055e+10,2.91e+08,-1.0346e+10,-3.6e+07,-1.3333e+10,-3.079e+09,-3.079e+09,-8.6e+07,-3.165e+09,3.602e+09,5.8129e+10,6.855e+09,0.78756,0.3135,0.24638,0.05873,0.01765,3.02649,3.42547,2.32844,0.45287,0.58017,0.56639,2.35476,9.75077,1.75589,0.19006,5,0.02672,0.06091,0.32759,-0.54553,-0.68182
"38","2019_Q3",52.57515625,"Up",9.562e+09,-2.003e+09,7.559e+09,-4.298e+09,-2.399e+09,-2.101e+09,-2.98e+08,-1.475e+09,-4.24e+08,3.261e+09,-3.26e+08,-5.19e+08,-5.19e+08,1.93e+08,2.935e+09,-1.61e+08,2.774e+09,-4.41e+08,2.333e+09,2.333e+09,2.333e+09,2.333e+09,4.9391e+10,1.0824e+10,3.8567e+10,3.975e+09,3.975e+09,3.572e+09,3.572e+09,5.6938e+10,6.003e+09,5.5377e+10,6.103e+09,4.3778e+10,1.482e+09,4.014e+09,6.138e+10,1.18318e+11,2.032e+09,5.87e+08,1.445e+09,1.1806e+10,8.246e+09,3.56e+09,2.0315e+10,5.1561e+10,1.5387e+10,1.5387e+10,6.6948e+10,8.7263e+10,2.743e+10,5.107e+09,-1.965e+09,3.0572e+10,4.83e+08,3.1055e+10,1.18318e+11,2.333e+09,7.04e+08,3.46e+08,-2.837e+09,-2.74e+08,1.97e+08,-2.76e+09,5.46e+08,-4.21e+08,-4.21e+08,2.604e+09,3.143e+09,-5.39e+08,1.92e+09,-7.14e+08,0,0,-9.268e+09,7.27e+08,-9.995e+09,-4.1e+07,-1.0023e+10,-7.557e+09,-7.557e+09,-7.4e+07,-7.631e+09,3.965e+09,5.8038e+10,1.148e+09,0.79052,0.34104,0.24399,0.07512,0.01972,0.49207,2.80276,2.80995,0.49053,0.62715,0.61121,2.57043,8.21828,0.3086,0.19194,5,0.02916,0.01099,0.30604,2.18083,2.65164
"39","2019_Q4",52.63640625,"Up",9.614e+09,-1.976e+09,7.638e+09,-4.199e+09,-2.367e+09,-2.051e+09,-3.16e+08,-1.425e+09,-4.07e+08,3.439e+09,-3.12e+08,-5.09e+08,-5.09e+08,1.97e+08,3.127e+09,-3.9e+07,3.088e+09,-3.43e+08,2.745e+09,2.745e+09,2.745e+09,2.745e+09,4.003e+10,1.472e+10,2.531e+10,3.993e+09,3.993e+09,3.594e+09,3.594e+09,4.7617e+10,6.197e+09,5.5624e+10,5.678e+09,4.3776e+10,2.033e+09,4.137e+09,6.1821e+10,1.09438e+11,1.861e+09,6.03e+08,1.258e+09,1.1638e+10,8.007e+09,3.631e+09,1.7986e+10,5.1672e+10,1.5542e+10,1.5542e+10,6.7214e+10,8.52e+10,2.6732e+10,-1.284e+09,-1.734e+09,2.3714e+10,5.24e+08,2.4238e+10,1.09438e+11,2.745e+09,7.41e+08,-6e+07,-5.65e+08,-1e+07,-2.83e+08,-2.72e+08,2.861e+09,-4.43e+08,-4.43e+08,1.3659e+10,1.3691e+10,-3.2e+07,1.3199e+10,-6.7e+08,-2e+09,-2e+09,-9.551e+09,4.5e+08,-1.0001e+10,-1.8e+07,-1.2239e+10,3.821e+09,3.821e+09,7.5e+07,3.896e+09,4.18e+09,5.6159e+10,3.515e+09,0.79447,0.35771,0.28552,0.11325,0.02508,1.28051,2.64745,3.51514,0.51316,0.77894,0.75892,2.72815,6.72928,0.99745,0.19012,7,0.0356,0.03664,0.24408,3.85861,4.69003
"40","2020_Q1",49.5761290322581,"Down",1.1137e+10,-2.063e+09,9.074e+09,-4.634e+09,-2.648e+09,-2.318e+09,-3.3e+08,-1.562e+09,-4.24e+08,4.44e+09,-3.91e+08,-5.25e+08,-5.25e+08,1.34e+08,4.049e+09,-1.83e+08,3.866e+09,-1.26e+08,3.74e+09,3.74e+09,3.74e+09,3.74e+09,3.7827e+10,2.0514e+10,1.7313e+10,5.134e+09,5.134e+09,3.425e+09,3.425e+09,4.6386e+10,6.252e+09,5.6071e+10,5.279e+09,4.3779e+10,2.696e+09,4.317e+09,6.2323e+10,1.08709e+11,2.208e+09,5.8e+08,1.628e+09,1.1928e+10,8.374e+09,3.554e+09,1.863e+10,5.1673e+10,1.6043e+10,1.6043e+10,6.7716e+10,8.6346e+10,2.6909e+10,-3.496e+09,-1.628e+09,2.1785e+10,5.78e+08,2.2363e+10,1.08709e+11,3.74e+09,7.54e+08,1.47e+08,-2.19e+08,-1.378e+09,5.45e+08,6.14e+08,4.422e+09,-4.13e+08,-4.13e+08,8.352e+09,8.442e+09,-9e+07,7.906e+09,-8.06e+08,0,0,-5.111e+09,6.87e+08,-5.798e+09,-5.44e+08,-6.461e+09,5.867e+09,5.867e+09,-7.3e+07,5.794e+09,5.194e+09,5.6167e+10,4.688e+09,0.81476,0.39867,0.33582,0.16724,0.0344,1.25348,2.48986,3.86111,0.51667,1.1039,1.0701,3.28719,6.43005,1.38371,0.2379,7,0.04807,0.04957,0.21551,3.531,4.13063
"41","2020_Q2",51.1174603174603,"Up",9.218e+09,-1.957e+09,7.261e+09,-4.281e+09,-2.31e+09,-2.018e+09,-2.92e+08,-1.557e+09,-4.14e+08,2.98e+09,-3.95e+08,-4.94e+08,-4.94e+08,9.9e+07,2.585e+09,-1.03e+08,2.482e+09,-3.45e+08,2.137e+09,2.137e+09,2.137e+09,2.137e+09,3.5704e+10,3.1083e+10,4.621e+09,3.82e+09,3.82e+09,2.86e+09,2.86e+09,4.2384e+10,6.264e+09,5.7581e+10,4.861e+09,4.3733e+10,2.654e+09,6.333e+09,6.3845e+10,1.06229e+11,1.747e+09,4.86e+08,1.261e+09,1.338e+10,1.0089e+10,3.291e+09,1.8875e+10,5.0692e+10,1.7643e+10,1.7643e+10,6.8335e+10,8.721e+10,2.645e+10,-6.446e+09,-1.571e+09,1.8433e+10,5.86e+08,1.9019e+10,1.06229e+11,2.137e+09,7.5e+08,4.92e+08,2.621e+09,1.313e+09,-8.13e+08,2.121e+09,6e+09,-3.86e+08,-3.86e+08,1.2774e+10,1.299e+10,-2.16e+08,1.2386e+10,-7.95e+08,-1.75e+09,-1.75e+09,-5.203e+09,3.16e+08,-5.519e+09,-5.4e+07,-7.802e+09,1.0584e+10,1.0584e+10,-1.5e+07,1.0569e+10,3.73e+09,5.444e+10,6.31e+09,0.7877,0.32328,0.23183,0.11236,0.02012,2.95274,2.24551,4.58541,0.51248,0.64426,0.62669,2.77902,5.55713,1.90232,0.23967,7,0.03218,0.06926,0.37202,5.02306,6.28725
"42","2020_Q3",55.0353125,"Up",9.614e+09,-2.048e+09,7.566e+09,-4.329e+09,-2.391e+09,-2.068e+09,-3.23e+08,-1.531e+09,-4.07e+08,3.237e+09,-3.73e+08,-4.65e+08,-4.65e+08,9.2e+07,2.864e+09,-5.4e+07,2.81e+09,-4.99e+08,2.311e+09,2.311e+09,2.311e+09,2.311e+09,2.7444e+10,2.454e+10,2.904e+09,4.05e+09,4.05e+09,3.046e+09,3.046e+09,3.454e+10,6.27e+09,5.7633e+10,4.492e+09,4.381e+10,2.751e+09,6.58e+09,6.3903e+10,9.8443e+10,1.846e+09,5.34e+08,1.312e+09,1.1747e+10,8.087e+09,3.66e+09,1.4592e+10,5.067e+10,1.6996e+10,1.6996e+10,6.7666e+10,8.2258e+10,2.6374e+10,-9.174e+09,-1.637e+09,1.5563e+10,6.22e+08,1.6185e+10,9.8443e+10,2.311e+09,7.48e+08,2.05e+08,-2.751e+09,-2.34e+08,-1.03e+08,-2.414e+09,5.13e+08,-3.49e+08,-3.49e+08,1.691e+09,1.789e+09,-9.8e+07,1.233e+09,-7.67e+08,-2.75e+09,-2.75e+09,-4.176e+09,3.01e+08,-4.477e+09,-6.01e+08,-8.294e+09,-6.548e+09,-6.548e+09,5e+06,-6.543e+09,3.985e+09,5.1669e+10,1.384e+09,0.78698,0.3367,0.24038,0.14279,0.02348,0.59887,2.36705,5.08236,0.52486,0.71217,0.69399,2.96271,4.79599,0.4265,0.23636,5,0.03628,0.01631,0.33189,6.07905,7.48378
