"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q2",5.78765625,"Up",48193318,-42000840,6192478,-1492740,-1492740,4699738,62775,62775,4762513,4762513,-1162620,3599893,3599893,3599893,3599893,3298781,3298781,18247788,18247788,59598607,535922,535922,81681098,13995628,49633924,-35638296,224175,224175,14219803,95900901,21622785,19624966,210283,89999.9999999995,90000,21712785,2150816,182486,2150816,23863601,37412274,-5475964,40100990,72037300,72037300,95900901,3599893,357596,175834,-4553437,-420114,-187223,-6275,-193498,-140189,-140189,-753801,-753801,-753801,5057334,0,1479294,0.12849,0.09752,0.0747,0.04997,0.03754,0.41093,3.76189,0.33127,2.11758236813575e-22,0.51358,0.51358,6.87548,10.27718,0.21104,0.02,0.05041,0.01994,0.03894,-0.65228,-0.70191
"34","2018_Q3",9.16365079365079,"Up",53432029,-49487488,3944541,-1305191,-1305191,2639350,6275,6275,2645625,2645625,-644709,2000916,2000916,2000916,2000916,3671139,3671139,17450660,17450660,54647180,1064802,1064802,76833781,13656461,49652353,-35995892,230450,230450,13886911,90720692,14841566,12808316,420567,135000,135000,14976566,2054237,189917,2054237,17030803,37484514,-5475964,41681339,73689889,73689889,90720692,2000916,357596,-24339,-1726828,607345,-18428.9999999999,-6275,-24704,-210283,-210283,372358,372358,372358,2996946,0,1896398,0.07382,0.0494,0.03745,0.02715,0.02206,0.94776,5.13027,0.23111,0,0.28546,0.28546,7.62286,10.51294,0.27055,0.03,0.02919,0.02504,0.10509,-1.22496,-1.39093
"35","2018_Q4",7.84253968253968,"Down",43326080,-41395596,1930484,-1055893,-1055893,874591,6275,6275,880866,880866,-216093,664773,664773,664773,664773,2575269,2575269,17207574,17207574,59415035,684237,684237,79882115,13740895,50094383,-36353488,236725,236725,13977620,93859735,17658005,16727511,420567,2e+05,2e+05,17858005,1995395,197347,1995395,19853400,37556754,-5475964,41925545,74006335,74006335,93859735,664773,357596,13398,-1262765,-226998,-442030,-6275,-448305,-420567,-420567,-1095870,-1095870,-1095870,1232187,0,-256515,0.04456,0.02019,0.01534,0.00898,0.00708,-0.38587,4.47318,0.26827,-1.6940658945086e-21,0.09484,0.09484,6.1811,10.55809,-0.0366,0.06,0.01428,-0.00338,0.63265,-2.09,-2.94454
"36","2019_Q1",7.37508196721311,"Down",42203066,-41363532,839534,-2669771,-2669771,-1830237,365178,365178,-1465059,-1465059,299401,-1165658,-1165658,-1165658,-1165658,11667161,11667161,13183411,13183411,49062086,543549,543549,74456207,11909958,48450549,-36540591,235817,235817,12145775,86601982,12314652,11577664,279978,50250,50250,12364902,1755503,210257,1755503,14120405,37527632,-5525964,40479909,72481577,72481577,86601982,-1165658,267704,1404525,9165286,9671857,-160307,908.000000000001,-159399,-420566,-420566,9091892,9091892,9091892,-1562533,4.54747350886464e-13,7143045,0.01989,-0.04337,-0.02762,-0.01608,-0.01346,-6.12791,6.02158,0.19481,0,-0.16622,-0.16622,6.01806,10.33571,1.01858,0.05997,-0.01004,0.09622,-0.3608,7.46683,6.37467
"37","2019_Q2",7.01698412698413,"Down",40975320,-39503996,1471324,-1208388,-1208388,262936,6335,6335,269271,269271,-74499,194772,194772,194772,194772,10804449,10804449,15868865,15868865,43757046,499700,499700,70930060,12277587,49122959,-36845372,296358,296358,12573945,83504005,9155271,8361775,279978,100500,100500,9255771,1768627,212995,1768627,11024398,37610868,-5525964,40394703,72479607,72479607,83504005,194772,304781,69935,-475442,94046,-672410,-4370,-676780,-279978,-279978,-862712,-862712,-862712,567717,0,-505636,0.03591,0.00642,0.00475,0.00269,0.00233,-2.59604,7.66333,0.1521,2.71050543121376e-20,0.02783,0.02783,5.85408,10.35505,-0.07224,0.04,0.00639000000000001,-0.00680999999999998,1.43747,-19.0314,-41.09155
"38","2019_Q3",5.97453125,"Down",39995580,-40778230,-782650,-1253849,-1253849,-2036499,4370.00000000006,4369.99999999994,-2032129,-2032129,487992,-1544137,-1544137,-1544137,-1544137,19371200,19371200,12886816,12886816,36092963,1008063,1008063,69359042,12091838,49246802,-37154964,476715,172188,12568553,81927595,9358756,8847357,139989,150750,150750,9509506,1539373,94438,1539373,11048879,37694104,-5525964,38710576,70878716,70878716,81927595,-1544137,309592,938650,9270837,8974942,-123843,-4370,-128213,-279978,-279978,8566751,8566751,8566751,-1726907,7.27595761418343e-12,6932095,-0.01957,-0.05092,-0.03861,-0.02179,-0.01885,-4.4893,7.29365,0.15588,0,-0.22061,-0.22061,5.71411,10.12634,0.99038,0.04,-0.01746,0.09572,-0.18132,11.21728,9.51201
"39","2019_Q4",6.1734375,"Up",28150817,-28097884,52933,-1202856,-1202856,-1149923,4370,4370,-1145553,-1145553,264550,-881003,-881003,-881003,-881003,22333323,22333323,9845626,9845626,35543889,1568674,1568674,69291512,14728464,52193021,-37464557,209826,169187,14938290,84229802,12570272,12175584,139989,2e+05,2e+05,12870516,1418330,97176,1418330,14288846,37777340,-5525964,37689580,69940956,69940956,84229802,-881003,309593,-423516,6553771,5558845,-2427603,-4370,-2431973,-139989,-164749,2962123,2962123,2962123,-840330,100244,3021288,0.00188,-0.04085,-0.0313,-0.0126,-0.01046,-3.42937,5.38374,0.2043,0.00119,-0.12587,-0.12587,4.02186,9.99236,0.43165,0.02,-0.01037,0.04228,-0.1589,26.45756,19.33441
"40","2020_Q1",5.23983870967742,"Down",32980607,-31111879,1868728,-1464285,-1464285,404443,4185,4185,408628,-3929791,910949,-3018842,-3018842,-3018842,-3018842,17057751,17057751,11705344,11705344,35668243,780179,780179,65211517,11500556,43325957,-31825401,632015,632015,12132571,77344088,9084603,8944614,139989,460028,460028,9645359,833362,99864,833362,10478721,37860576,-5525964,34530755,66865367,66865367,77344088,-3018842,600995,3868702,-4845869,-3395014,-1711505,-4185,-1715690,-139988,-164868,-5275572,-5275572,-5275572,1005438,100728,-6462885,0.05666,0.01226,-0.09153,-0.04515,-0.03903,2.14085,6.76092,0.15671,0.0013,-0.43106,-0.43106,4.70931,9.54772,-0.92284,0.01999,-0.04246,-0.09532,-0.04637,-16.86531,-41.92685
"41","2020_Q2",4.48206349206349,"Down",23524600,-23267846,256754,-1397707,-1397707,-1140953,4323,4323,-1136630,-1136630,277768,-858862,-858862,-858862,-858862,15143919,15143919,10470089,10470089,31383892,969034,969034,57966934,12507694,42011148,-29503454,773491,176125,13281185,71248119,2683913,2230609,141609,100500,100500,3572518,698016,102831,1701511,5274029,37971390,-5525964,33528664,65974090,65974090,71248119,-858862,335479,279151,-1815480,-2059712,-1373573,-4323,-1377896,-141609,1523776,-1913832,-1913832,-1913832,-805474,1791600,-4272295,0.01091,-0.0485,-0.03651,-0.01302,-0.01205,4.97437,16.22579,0.07994,0.02515,-0.1213,-0.1213,3.32248,9.31779,-0.60339,0.02,-0.01048,-0.0624,-0.16488,16.57697,11.70278
"42","2020_Q3",5.36484375,"Up",24861680,-23770583,1091097,-1408143,-1408143,-317046,4325.00000000001,4325,-312721,-312721,62716,-250005,-250005,-250005,-250005,18778569,18778569,11279027,11279027,26499508,1887054,1887054,58444158,13872267,43571212,-29698945,731720,173825,14603987,73048145,5257159,4730683,143181,150750,150750,6496674,566651,105797,1269975,7766649,38082203,-5936185,33135478,65281496,65281496,73048145,-250005,195489,5059,5825446,5775989,-1560064,-4324,-1564388,-141609,-576951,3634650,3634650,3634650,-121557,1792089,4081109,0.04389,-0.01275,-0.01006,-0.00383,-0.00342,-16.32411,8.99601,0.11897,0.02453,-0.0353699999999999,-0.0353699999999999,3.51758,9.23643,0.57742,0.02004,-0.0016,0.06034,-0.56642,139.74086,53.57734
"43","2020_Q4",6.08796875,"Up",28502049,-24006200,4495849,-1712935,-1712935,2782914,-14017,4339,2768897,2768897,-639152,2129745,2129745,2129745,2129745,16485797,16485797,12133375,12133375,30130320,5488176,5488176,64237668,14967537,44865768,-29898231,164016,164016,15131553,79369221,6891266,6081444,139485,2e+05,2e+05,8531576,1132476,108764,1484747,10016323,38186939,-6619320,35127356,69352898,69352898,79369221,2129745,199286,736158,-1943842,1121347,-1294556,-4323,-1298879,-141562,-899940,-1077472,-1077472,-1077472,2982200,1792581,382954,0.15774,0.09764,0.07472,0.03071,0.02683,0.17981,7.5294,0.14443,0.02259,0.30254,0.30254,4.04881,9.85181,0.0544,0.02011,0.03142,0.00529999999999997,0.06647,-4.92697000000004,-5.2798
"44","2021_Q1",7.60672131147541,"Up",49214204,-31472706,17741498,-3316399,-3316399,14425099,-522672,-516409,13902427,13902427,-3498830,10403597,10403597,10403597,10403597,8191001,8191001,20377967,20377967,36016093,12949574,12327174,77534635,15461256,45642149,-30180893,2012918,148494,17474174,95008809,16778254,15185038,138117,10672918,10672918,29072271,424587,108609,596562,29668833,38338247,-7203342,45392912,65339976,65339976,95008809,10403597,282663,-5714510,-1382488,3589262,-350467,1390,-349077,-139410,-748796,2491389,2491389,2491389,14707762,1793074,16473637,0.3605,0.29311,0.21139,0.15922,0.1095,1.58346,2.66696,0.45407,0.01887,1.47305,1.47305,6.96826,9.25151,2.33251,0.01974,0.15606,0.24385,0.0134,-0.435,-0.44353
"45","2021_Q2",10.9333333333333,"Up",65916439,-48586504,17329935,-3350110,-3350110,13979825,288852,312062,14268677,14268677,-2956880,11311797,11311797,11311797,11311797,890857.999999999,890857.999999999,29984388,29984388,67176033,33001422,33001422,131052701,17880162,46453765,-28573603,6633992,296336,24514154,155566855,47772310,44012195,137991,32307460,32307460,80182955,12441625,110795,12441625,92624580,38459951,-7203342,56566844,62942275,62942275,155566855,11311797,337358,-2552592,-6978706,2117857,-2756265,-2896,-2759161,-137991,10699736,10058432,10058432,10058432,14317183,103185,7539092,0.26291,0.21208,0.17161,0.17972,0.07271,0.66648,1.63442,1.47158,0.000660000000000004,1.6395,1.6395,9.55375,9.12268,1.0927,0.02,0.15168,0.09987,0.0122,-0.0550199999999967,-0.0563400000000014
"46","2021_Q3",12.47046875,"Up",92570895,-62875913,29694982,-5290055,-5290055,24404927,-6912613,-6840317,17492314,17492314,-4314700,13177614,13177614,13177614,13177614,2943597,2943597,32333608,32333608,67737618,8640221,6807381,111655044,20777369,46117533,-25340164,5390093,287154,26167462,137822506,30218353,26748702,138111,9105243,9105243,39427280,18060225,112982,18060225,57487505,38585988,-7203342,69606348,80335001,80335001,137822506,13177614,325806,-17729255,-22483072,-26708907,11056,-2895,8161,-137990,3551673,-23149073,-23149073,-23149073,24730733,103684,6573417,0.32078,0.26363,0.14235,0.16403,0.09561,0.49883,2.83192,0.7156,0.00075,1.90993,1.90993,13.41697,11.64354,0.95273,0.02,0.13519,0.06674,0.01047,-0.11483,-0.11637
"47","2021_Q4",11.6496875,"Down",51655943,-55259964,-3604021,-1994242,-1994242,-5598263,1668749,1727134,-3929514,-3929514,967681,-2961833,-2961833,-2961833,-2961833,3066427,3066427,26243498,26243498,84554493,7986615,2578235,121851033,27490654,53161862,-25671208,1098325,277757,28588979,150440012,39349720,37963440,138023,4364893,4364893,43818798,15564533,115168,15564533,59383331,38714182,-7305417,66506491,91056681,91056681,150440012,-2961833,331045,13990848,-9706319,1653741,-4444330,-2895,-4447225,-138111,343417,-2450067,-2450067,-2450067,-5267218,104185,-20385548,-0.06977,-0.10838,-0.05734,-0.03253,-0.01969,6.88275,2.78079,0.65216,0.00069,-0.42928,-0.42928,7.48687,13.19751,-2.95463,0.02002,-0.02646,-0.19101,-0.04663,0.56239,0.52914
"48","2022_Q1",9.06774193548387,"Down",75091475,-77525093,-2433618,-1832959,-1832959,-4266577,-5234342,-5132913,-9500919,-9500919,2039663,-7461256,-7461256,-7461256,-7461256,2598102,2598102,35670657,35670657,67946122,19146934,14906194,125361815,30106059,56108879,-26002820,3807196,1673901,33913255,159275070,44940722,44803602,137120,15765196,15765196,60810607,18777815,119591,18777815,79588422,38787336,-7741197,58909018,79686648,79686648,159275070,-7461256,326225,7041737,9632844,9539550,-714518,-5167,-719684.999999996,-137120,2649875,11469740,11469740,11469740,-3940352,104689,2938311,-0.03241,-0.0568200000000001,-0.09936,-0.09363,-0.04685,-0.39381,2.06151,0.99877,0.00066,-1.08141,-1.08141,10.88355,11.54956,0.42587,0.01987,-0.0743,0.02981,-0.01838,0.63279,0.58441
"49","2022_Q2",9.03258064516129,"Down",161803090,-143131162,18671928,-6352792,-6352792,12319136,2338322,2767703,14657458,14657458,-3473084,11184374,11184374,11184374,11184374,2408776,2408776,76480080,76480080,123879630,6203122,2722402,208971608,51344712,77878634,-26533922,1743296,1743296,53088008,262059616,49290272,47566633,147372,5944219,5944219,55339686,104004900,122337,104004900,159344586,43644189,-7770465,69935698,102715030,102715030,262059616,11184374,531102,-2077022,-30983028,-21344574,-2811797,-3463,-74535468,-147442,83487970,-12392072,-12392072,-12392072,12850238,105195,-17471503,0.1154,0.07614,0.06912,0.10889,0.04268,-1.56214,3.77616,1.55133,4e-04,1.66521,1.66521,24.09047,15.29299,-2.60129,0.02195,0.05479,-0.08447,0.01318,-0.17926,-0.186989999999998
"50","2022_Q3",8.90265625,"Down",149692409,-145014017,4678392,-4607834,-4607834,70558,3134959,3756174,3205517,3205517,-734609,2470908,2470908,2470908,2470908,6635809,6635809,53942863,53942863,88593950,7294383,4335663,156467005,53515202,80691076,-27175874,1864328,1864328,55379530,211846535,59648182,57259815,147372,7107432,7107432,66861317,38295466,125082,38295466,105156783,43717342,-7770465,72259234,106689752,106689752,211846535,2470908,641952,2676855,70205076,75994791,-4381867,-3463,-4385330,-147372,-66475047,5134414,5134414,5134414,712510,105703,67270328,0.03125,0.000469999999999998,0.01651,0.02316,0.01166,27.22494,2.34017,0.98563,5e-04,0.36789,0.36789,22.28734,15.88478,10.01572,0.02194,0.01805,0.46364,0.05964,-9.16493,-92.54948
