"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",38.22,"Up",2.717e+09,-1.401e+09,1.316e+09,-7.31e+08,-2.99e+08,-2e+06,-2.6e+08,-1.25e+08,5.85e+08,-1.14e+08,-6.7e+07,-4.7e+07,4.71e+08,1e+06,4.72e+08,-6.3e+07,4.09e+08,4.09e+08,-8.9e+07,3.2e+08,3.2e+08,1695643000,1695643000,1081544000,1081544000,43174000,131533000,114279000,17254000,2951894000,15909760000,1523255000,68260000,10389000,1444606000,17433015000,20384909000,1899599000,110236000,223588000,1565775000,152020000,344081000,344081000,2395700000,9235223000,740009000,207548000,532461000,9975232000,12370932000,6497299000,2588317000,-7592000,6634988000,1378989000,8013977000,20384909000,4.09e+08,2.6e+08,1.01e+08,2.9e+07,7.99e+08,-3.41e+08,2e+06,2e+06,-3.43e+08,-3.43e+08,-3.5e+08,-6.9e+07,1e+06,1e+06,-22064299.4797629,-9.51e+08,-5.02e+08,-5.02e+08,1.9e+07,-4.83e+08,8.45e+08,9387243000,5.96e+08,0.48436,0.21531,0.11778,0.03993,0.0157,1.8625,1.23216,1.54367,0.4605,0.40277,0.40252,3.41981,8.35127,0.75017,4,0.06631,0.03285,9.10249,13.14803
"26","2016_Q3",42.84234375,"Up",2.649e+09,-1.295e+09,1.354e+09,-8.25e+08,-3.02e+08,-2e+06,-2.55e+08,-2.23e+08,5.29e+08,-6.9e+07,-6.2e+07,-7e+06,4.6e+08,-1.1e+07,4.49e+08,-5.5e+07,3.94e+08,3.94e+08,-6.6e+07,3.28e+08,3.28e+08,2225303000,2225303000,925971000,925971000,42358000,115638000,106995000,8643000,3309270000,16107145000,1564117000,113304000,8056000,1442757000,17671262000,20980532000,2016958000,106405000,199008000,1711545000,211751000,391064000,391064000,2619773000,10061882000,739077000,205018000,534059000,10800959000,13420732000,6504491000,2344018000,22015000,6427488000,1132312000,7559800000,20980532000,3.94e+08,2.55e+08,9.6e+07,2.43e+08,9.88e+08,-4.08e+08,2e+06,2e+06,-4.1e+08,-3.63e+08,-4e+08,8.33e+08,1e+06,1e+06,-38257157.6116714,-54999999.9999999,5.33e+08,5.33e+08,-4e+06,5.29e+08,7.84e+08,10273633000,6.74e+08,0.51114,0.1997,0.12382,0.04339,0.01563,2.05488,1.26319,1.77528,0.48967,0.41231,0.41258,3.32993,8.0797,0.84725,5,0.06553,0.03629,10.26573,15.21423
"27","2016_Q4",49.0469841269841,"Up",2.969e+09,-1.382e+09,1.587e+09,-8.62e+08,-3.3e+08,-3e+06,-2.77e+08,-2.01e+08,7.25e+08,-4.2e+07,-6.3e+07,2.1e+07,6.83e+08,-8e+06,6.75e+08,-6.9e+07,6.06e+08,6.06e+08,-9.3e+07,5.13e+08,5.13e+08,1790400000,1790400000,868090000,868090000,43764000,136429000,127349000,9080000,2838683000,16304695000,1537282000,108784000,-84335261.7186549,1428498000,17841977000,20680660000,2109680000,123218000,172021000,1814441000,163825000,500448000,500448000,2773953000,9593099000,746981000,207645000,539336000,10340080000,13114033000,6505007000,2285163000,-3252000,6343882000,1222745000,7566627000,20680660000,6.06e+08,2.77e+08,9e+07,7.1e+07,1.044e+09,-3.97e+08,0,0,-3.97e+08,-3.97e+08,-3.97e+08,-4.67e+08,3e+06,3e+06,-3.1e+07,-1.071e+09,-4.24e+08,-4.24e+08,-1.1e+07,-4.35e+08,1.002e+09,9756924000,7.45e+08,0.53452,0.24419,0.17279,0.0678,0.02481,1.45224,1.02333,1.73314,0.47179,0.64528,0.64528,3.73459,7.97973,0.93711,6,0.06026,0.04123,7.95062,10.98831
"28","2017_Q1",46.4116129032258,"Down",2.936e+09,-1.305e+09,1.631e+09,-8.89e+08,-3.56e+08,-2e+06,-3.19e+08,-1.78e+08,7.42e+08,-7999999.99999999,-7.2e+07,6.4e+07,7.34e+08,-6.6e+07,6.68e+08,-5.2e+07,6.16e+08,6.16e+08,-9.8e+07,5.18e+08,5.18e+08,2.128e+09,2.128e+09,7.76e+08,7.76e+08,4.6e+07,1.48e+08,1.38e+08,1e+07,3.098e+09,1.5903e+10,1.468e+09,1.03e+08,-225823648.605866,1.365e+09,1.7371e+10,2.0469e+10,2.255e+09,1.28e+08,1.92e+08,1.935e+09,1.67e+08,3.84e+08,3.84e+08,2.806e+09,9.428e+09,7.39e+08,2e+08,5.39e+08,1.0167e+10,1.2973e+10,6.517e+09,2.222e+09,-1.19e+08,6.177e+09,1.319e+09,7.496e+09,2.0469e+10,6.16e+08,3.19e+08,8.2e+07,1.96e+08,1.213e+09,-2.94e+08,1e+06,1e+06,-2.95e+08,-2.95e+08,-2.93e+08,1.2e+07,1.2e+07,1.2e+07,-2e+06,-5.54e+08,3.66e+08,3.66e+08,-2.6e+07,3.4e+08,1.061e+09,9.595e+09,1.015e+09,0.55552,0.25272,0.17643,0.0691,0.02531,1.95946,1.10406,1.73066,0.46876,0.65157,0.65157,3.69308,7.76981,1.27673,7,0.06136,0.05693,7.0377,10.06334
"29","2017_Q2",51.7796825396825,"Up",3.067e+09,-1.47e+09,1.597e+09,-7.98e+08,-3.39e+08,-3e+06,-3.21e+08,-1.35e+08,7.99e+08,-1.11e+08,-7.5e+07,-3.6e+07,6.88e+08,-4e+07,6.48e+08,-6.9e+07,5.79e+08,5.79e+08,-9.8e+07,4.81e+08,4.81e+08,1.956e+09,1.956e+09,6.83e+08,6.83e+08,4.7e+07,1.34e+08,1.24e+08,1e+07,2.82e+09,1.5741e+10,1.481e+09,1e+08,-327621738.269619,1.381e+09,1.7222e+10,2.0042e+10,2.153e+09,1.04e+08,2.33e+08,1.816e+09,1.19e+08,2.4e+08,2.4e+08,2.512e+09,9.671e+09,7.53e+08,2.08e+08,5.45e+08,1.0424e+10,1.2936e+10,6.53e+09,2.121e+09,-6.1e+07,5.997e+09,1.109e+09,7.106e+09,2.0042e+10,5.79e+08,3.21e+08,9.1e+07,-2.8e+07,9.63e+08,-2.02e+08,2339313.21004902,2339313.21004902,-2.02e+08,-2.02e+08,-2.02e+08,8.5e+07,-1.45e+08,5e+06,-5e+06,-9.54e+08,-1.93e+08,-1.93e+08,2.1e+07,-1.72e+08,1.12e+09,9.79e+09,9.59e+08,0.5207,0.26052,0.15683,0.06769,0.024,1.99376,1.12261,1.82043,0.48847,0.60579,0.60503,3.86272,7.5529,1.20781,6,0.07762,0.05434,6.99464,9.80476
"30","2017_Q3",54.1765079365079,"Up",3.109e+09,-1.451e+09,1.658e+09,-8.16e+08,-3.54e+08,-2e+06,-3.27e+08,-1.33e+08,8.42e+08,-1e+08,-7.5e+07,-2.5e+07,7.42e+08,-2.5e+07,7.17e+08,-7.8e+07,6.39e+08,6.39e+08,-9.3e+07,5.46e+08,5.46e+08,2.307e+09,2.307e+09,6.23e+08,6.23e+08,4.7e+07,1.23e+08,1.13e+08,1e+07,3.1e+09,1.5566e+10,1.476e+09,9.6e+07,-300942108.317901,1.38e+09,1.7042e+10,2.0142e+10,2.222e+09,1.07e+08,2.1e+08,1.905e+09,1.26e+08,2.11e+08,2.11e+08,2.559e+09,1.0014e+10,7.64e+08,2.16e+08,5.48e+08,1.0778e+10,1.3337e+10,6.548e+09,2.089e+09,-4.6e+07,5.923e+09,8.82e+08,6.805e+09,2.0142e+10,6.39e+08,3.27e+08,6.3e+07,1.17e+08,1.146e+09,-1.77e+08,1e+06,1e+06,-1.78e+08,-1.78e+08,-1.77e+08,3.19e+08,-6.4e+07,1.1e+07,0,-6.37e+08,3.32e+08,3.32e+08,1.9e+07,3.51e+08,1.169e+09,1.014e+10,1.187e+09,0.53329,0.27083,0.17562,0.08024,0.02711,2.17399,1.21141,1.95988,0.50343,0.68939,0.68852,3.92551,7.47854,1.49874,7,0.0812,0.06703,6.7006,9.30285
"31","2017_Q4",58.9150793650794,"Up",3.161e+09,-1.495e+09,1.666e+09,-7.67e+08,-3.59e+08,-3e+06,-2.65e+08,-1.4e+08,8.99e+08,-9.8e+07,-7.9e+07,-1.9e+07,8.01e+08,-4.4e+07,7.57e+08,-7.3e+07,6.84e+08,6.84e+08,-1.15e+08,5.69e+08,5.69e+08,2.001e+09,2.001e+09,6.37e+08,6.37e+08,4.5e+07,1.53e+08,1.42e+08,1.1e+07,2.836e+09,1.5498e+10,1.474e+09,9.3e+07,-56997336.3586993,1.381e+09,1.6972e+10,1.9808e+10,2.362e+09,1.41e+08,2.29e+08,1.992e+09,1.34e+08,1.65e+08,1.65e+08,2.661e+09,9.483e+09,7.73e+08,2.29e+08,5.44e+08,1.0256e+10,1.2917e+10,6.57e+09,2.082e+09,-1.3e+07,5.896e+09,9.95e+08,6.891e+09,1.9808e+10,6.84e+08,2.65e+08,9.6e+07,6.8e+07,1.113e+09,-2.11e+08,1e+06,1e+06,-2.12e+08,-2.12e+08,-2.11e+08,-5.78e+08,-5.9e+07,1.6e+07,-9.31322574615479e-10,-1.218e+09,-3.16e+08,-3.16e+08,1.1e+07,-3.05e+08,1.164e+09,9.617e+09,1.094e+09,0.52705,0.2844,0.18001,0.08257,0.02873,1.92267,1.06576,1.87447,0.48551,0.72025,0.71934,4.00127,7.46329,1.38481,7,0.06655,0.06331,6.54296,8.47164
"32","2018_Q1",65.4022950819672,"Up",3.391e+09,-1.588e+09,1.803e+09,-8.59e+08,-3.65e+08,-5e+06,-2.58e+08,-1.35e+08,9.44e+08,-9.6e+07,-8.2e+07,-1.4e+07,8.48e+08,8.4e+07,9.32e+08,4.29e+08,1.361e+09,1.361e+09,-1.49e+08,1.212e+09,1.212e+09,2.419e+09,2.419e+09,6.15e+08,6.15e+08,3.7e+07,1.26e+08,1.15e+08,1.1e+07,3.197e+09,1.5516e+10,1.974e+09,8.9e+07,4.93e+08,1.392e+09,1.749e+10,2.0687e+10,2.508e+09,1.71e+08,2.61e+08,2.076e+09,2.96e+08,1.52e+08,1.52e+08,2.956e+09,9.344e+09,7.6e+08,2.06e+08,5.54e+08,1.0104e+10,1.306e+10,6.581e+09,2.709e+09,1.4e+07,6.486e+09,1.141e+09,7.627e+09,2.0687e+10,1.361e+09,2.58e+08,-4.64e+08,1.66e+08,1.321e+09,-2.32e+08,1.3e+07,1.3e+07,-2.45e+08,-2.45e+08,-2.32e+08,-3e+07,-6.7e+07,8e+06,0,-6.78e+08,4.11e+08,4.11e+08,7e+06,4.18e+08,1.202e+09,9.64e+09,7.07e+08,0.5317,0.27838,0.35742,0.15891,0.05859,0.58333,1.08153,1.71234,0.46599,1.5303,1.53612,4.28157,8.18939,0.89268,7,0.09946,0.03922,6.00749,7.64936
"33","2018_Q2",68.85625,"Up",3.579e+09,-1.67e+09,1.909e+09,-7.62e+08,-3.45e+08,-3e+06,-2.64e+08,-1.5e+08,1.147e+09,-1.1e+08,-8.4e+07,-2.6e+07,1.037e+09,8e+06,1.045e+09,5.71e+08,1.616e+09,1.616e+09,-1.6e+08,1.456e+09,1.456e+09,2.628e+09,2.628e+09,5.87e+08,5.87e+08,4.6e+07,1.33e+08,1.21e+08,1.2e+07,3.394e+09,1.5485e+10,2.625e+09,8.5e+07,1.143e+09,1.397e+09,1.811e+10,2.1504e+10,2.613e+09,1.59e+08,3.05e+08,2.149e+09,1.44e+08,1.17e+08,1.17e+08,2.874e+09,9.508e+09,7.65e+08,2.05e+08,5.6e+08,1.0273e+10,1.3147e+10,6.637e+09,3.572e+09,4.7e+07,7.363e+09,9.94e+08,8.357e+09,2.1504e+10,1.616e+09,2.64e+08,-6.22e+08,1.39e+08,1.397e+09,-2.34e+08,4e+06,4e+06,-2.38e+08,-2.38e+08,-2.34e+08,-2.5e+07,-2.1e+07,5.4e+07,-2.9e+07,-9.77e+08,1.86e+08,1.86e+08,2.4e+07,2.1e+08,1.411e+09,9.652e+09,7.45e+08,0.53339,0.32048,0.40682,0.17423,0.06771,0.51168,1.18093,1.57317,0.44885,1.84537,1.84304,4.53612,9.33207,0.94423,8,0.1256,0.03968,4.97803,6.1238
"34","2018_Q3",61.1115873015873,"Down",3.303e+09,-1.628e+09,1.675e+09,-7.66e+08,-3.68e+08,-2e+06,-2.74e+08,-1.22e+08,9.09e+08,-4e+07,-8.4e+07,4.4e+07,8.69e+08,-1.12e+08,7.57e+08,-8.1e+07,6.76e+08,6.76e+08,-1.2e+08,5.56e+08,5.56e+08,4.35e+09,4.35e+09,5.55e+08,5.55e+08,4.4e+07,1.26e+08,1.14e+08,1.2e+07,5.075e+09,1.5217e+10,2.563e+09,8.1e+07,1.129e+09,1.353e+09,1.778e+10,2.2855e+10,2.616e+09,1.54e+08,2.62e+08,2.2e+09,1.84e+08,1.92e+08,1.92e+08,2.992e+09,1.1139e+10,7.62e+08,1.93e+08,5.69e+08,1.1901e+10,1.4893e+10,6.661e+09,3.538e+09,-4.4e+07,7.158e+09,8.04e+08,7.962e+09,2.2855e+10,6.76e+08,2.74e+08,9.5e+07,6.2e+07,1.107e+09,-1.72e+08,6e+06,6e+06,-1.78e+08,-1.78e+08,-1.72e+08,1.805e+09,-8.4e+07,1.6e+07,-1e+07,8.09e+08,1.744e+09,1.744e+09,-2.2e+07,1.722e+09,1.183e+09,1.1323e+10,1.154e+09,0.50711,0.2752,0.16833,0.06983,0.02433,2.07554,1.69619,1.87051,0.49543,0.70469,0.7038,4.18631,9.07224,1.46261,7,0.07273,0.05756,5.89434,7.67107
"35","2018_Q4",49.9833333333333,"Down",3.372e+09,-1.631e+09,1.741e+09,-8.1e+08,-3.66e+08,-4e+06,-2.84e+08,-1.56e+08,9.31e+08,-8.8e+07,-1.04e+08,1.6e+07,8.43e+08,-6.1e+07,7.82e+08,-8.3e+07,6.99e+08,6.99e+08,-1.28e+08,5.71e+08,5.71e+08,4.772e+09,4.772e+09,6.5e+08,6.5e+08,4.2e+07,1.5e+08,1.37e+08,1.3e+07,5.614e+09,1.5186e+10,2.539e+09,7.6e+07,1.121e+09,1.342e+09,1.7725e+10,2.3339e+10,2.587e+09,1.53e+08,2.37e+08,2.197e+09,1.11e+08,2.08e+08,2.08e+08,2.906e+09,1.1869e+10,7.66e+08,1.89e+08,5.77e+08,1.2635e+10,1.5541e+10,6.674e+09,3.521e+09,-3.6e+07,6.862e+09,9.36e+08,7.798e+09,2.3339e+10,6.99e+08,2.84e+08,8.7e+07,-1.74e+08,8.96e+08,-2.04e+08,3e+06,3e+06,-2.07e+08,-2.07e+08,-2.04e+08,6.6e+08,-2.92e+08,8e+06,-5.4e+07,-2.77e+08,4.15e+08,4.15e+08,8e+06,4.23e+08,1.215e+09,1.198e+10,9.2e+08,0.51631,0.2761,0.16934,0.07322,0.02447,1.61121,1.93187,1.99295,0.5133,0.72646,0.72554,4.29008,8.73028,1.17048,6,0.05656,0.04478,5.93251,7.74221
"36","2019_Q1",55.0631147540984,"Up",3.475e+09,-1.709e+09,1.766e+09,-8.52e+08,-4.04e+08,-3e+06,-2.89e+08,-1.51e+08,9.14e+08,-1.23e+08,-1.15e+08,-8e+06,7.91e+08,-4.9e+07,7.42e+08,-7.82e+08,-4e+07,-4e+07,-1.3e+08,-1.7e+08,-1.7e+08,4.648e+09,4.648e+09,7.26e+08,7.26e+08,3.5e+07,1.57e+08,1.44e+08,1.3e+07,5.566e+09,1.5154e+10,1.827e+09,7.2e+07,3.68e+08,1.387e+09,1.6981e+10,2.2547e+10,2.857e+09,1.78e+08,2.44e+08,2.435e+09,1.11e+08,1.89e+08,1.89e+08,3.157e+09,1.1874e+10,7.71e+08,1.91e+08,5.8e+08,1.2645e+10,1.5802e+10,6.681e+09,2.77e+09,-4e+07,5.684e+09,1.061e+09,6.745e+09,2.2547e+10,-4e+07,2.89e+08,8.4e+08,2.12e+08,1.301e+09,-3.2e+08,6e+06,6e+06,-3.26e+08,-3.26e+08,-3.2e+08,-24999999.9999999,-4.29e+08,1e+06,-3.9e+07,-1.077e+09,-9.6e+07,-9.6e+07,-2.8e+07,-1.24e+08,1.203e+09,1.1985e+10,1.877e+09,0.5082,0.26302,-0.04892,-0.0252,-0.00754,-11.04118,1.76307,2.34277,0.53156,-0.21795,-0.21879,4.45513,7.28718,2.40641,4,0.02123,0.09625,6.09892,8.02735
"37","2019_Q2",58.6647619047619,"Up",3.646e+09,-1.744e+09,1.902e+09,-9.24e+08,-3.69e+08,-5e+06,-3.01e+08,-2.45e+08,9.78e+08,-1.42e+08,-1.21e+08,-2.1e+07,8.36e+08,-7e+06,8.29e+08,-8.5e+07,7.44e+08,7.44e+08,-1.62e+08,5.82e+08,5.82e+08,4.134e+09,4.134e+09,7.37e+08,7.37e+08,3.5e+07,1.49e+08,1.35e+08,1.4e+07,5.055e+09,1.5099e+10,2.159e+09,6.9e+07,3.59e+08,1.731e+09,1.7258e+10,2.2313e+10,2.616e+09,1.52e+08,2.75e+08,2.189e+09,1.11e+08,1.9e+08,1.9e+08,2.917e+09,1.1888e+10,1.068e+09,1.84e+08,8.84e+08,1.2956e+10,1.5873e+10,6.701e+09,2.757e+09,-3.2e+07,5.525e+09,9.15e+08,6.44e+09,2.2313e+10,7.44e+08,3.01e+08,5.7e+07,-2.82e+08,8.2e+08,-2.4e+08,5086253.89377321,5086253.89377321,-2.4e+08,-2.4e+08,-2.4e+08,-2.6e+07,-1.6e+08,1.4e+07,1077135459.47176,-1.089e+09,-5.09e+08,-5.09e+08,-4e+06,-5.13e+08,1.279e+09,1.1999e+10,8.42e+08,0.52167,0.26824,0.15963,0.09037,0.02608,1.44674,1.73294,2.46475,0.53776,0.75194,0.75097,4.71059,7.13824,1.08786,5,0.07613,0.04316,6.14934,8.04192
"38","2019_Q3",55.91671875,"Down",3.334e+09,-1.614e+09,1.72e+09,-8.26e+08,-3.76e+08,-4e+06,-2.89e+08,-1.5e+08,8.94e+08,-1.06e+08,-1.26e+08,2e+07,7.88e+08,5.56e+08,1.344e+09,-2.36e+08,1.108e+09,1.108e+09,-1.54e+08,9.54e+08,9.54e+08,4.017e+09,4.017e+09,7.67e+08,7.67e+08,3.3e+07,1.4e+08,1.26e+08,1.4e+07,4.957e+09,1.4591e+10,3.046e+09,5.1e+07,3.01e+08,2.694e+09,1.7637e+10,2.2594e+10,2.675e+09,1.38e+08,2.59e+08,2.278e+09,1.16e+08,2.4e+08,2.4e+08,3.031e+09,1.1909e+10,1.072e+09,1.8e+08,8.92e+08,1.2981e+10,1.6012e+10,6.542e+09,3.118e+09,-1.9e+07,5.56e+09,1.022e+09,6.582e+09,2.2594e+10,1.108e+09,2.89e+08,-4.1e+08,-9.11e+08,7.6e+07,-2.65e+08,999999.999999998,999999.999999998,-2.66e+08,-2.13e+08,8.95e+08,-2.5e+07,-1.55e+08,2.5e+07,1794827815.86014,-1.098e+09,-1.27e+08,-1.27e+08,1e+07,-1.17e+08,1.183e+09,1.2025e+10,2.43e+08,0.5159,0.26815,0.28614,0.14494,0.04222,0.254720000000004,1.63543,2.4327,0.53222,1.23575,1.23415,4.31865,7.20207,0.31477,5,0.09513,0.01235,6.76923,8.95749
"39","2019_Q4",60.6640625,"Up",3.25e+09,-1.53e+09,1.72e+09,-8.1e+08,-3.64e+08,-4e+06,-2.84e+08,-1.54e+08,9.1e+08,-1.24e+08,-1.17e+08,-7e+06,7.86e+08,-3.5e+07,7.51e+08,-8.2e+07,6.69e+08,6.69e+08,-1.36e+08,5.33e+08,5.33e+08,3.817e+09,3.817e+09,7.57e+08,7.57e+08,3.3e+07,2.01e+08,1.86e+08,1.5e+07,4.808e+09,1.459e+10,3.029e+09,4.5e+07,2.88e+08,2.696e+09,1.7619e+10,2.2427e+10,2.623e+09,1.7e+08,2.29e+08,2.224e+09,6.6e+07,3.15e+08,3.15e+08,3.004e+09,1.1877e+10,1.031e+09,1.84e+08,8.47e+08,1.2908e+10,1.5912e+10,6.555e+09,3.059e+09,-7.4e+07,5.359e+09,1.156e+09,6.515e+09,2.2427e+10,6.69e+08,2.84e+08,9.4e+07,-1.47e+08,9e+08,-3.03e+08,0,0,-3.03e+08,-3.03e+08,-3.03e+08,3.3e+07,-9.5e+07,5e+06,-1.27e+08,-7.81e+08,-1.84e+08,-1.84e+08,-1.5e+07,-1.99e+08,1.194e+09,1.1943e+10,8.26e+08,0.52923,0.28,0.164,0.08181,0.02377,1.54972,1.60053,2.44236,0.53253,0.69221,0.69401,4.22078,6.95974,1.07273,5,0.05772,0.04238,6.8057,8.92967
"40","2020_Q1",59.5417741935484,"Down",1.897e+09,-9.85e+08,9.12e+08,-2.48e+08,-9e+06,-1.1e+07,-1.46e+08,-7.5e+07,6.64e+08,5.3e+07,-1.1e+07,6.4e+07,7.17e+08,-4.1e+07,6.76e+08,-2.9e+07,6.47e+08,7.83e+08,-1.54e+08,6.29e+08,6.29e+08,4.226e+09,4.226e+09,8.44e+08,8.44e+08,3.7e+07,1.98e+08,1.82e+08,1.6e+07,5.305e+09,1.4844e+10,3.05e+09,4.2e+07,2.82e+08,2.726e+09,1.7894e+10,2.3199e+10,2.82e+09,1.49e+08,2.75e+08,2.396e+09,7e+07,3.34e+08,3.34e+08,3.224e+09,1.2422e+10,1.046e+09,1.83e+08,8.63e+08,1.3468e+10,1.6692e+10,6.57e+09,3.101e+09,-3000000.00000001,5.187e+09,1.32e+09,6.507e+09,2.3199e+10,6.47e+08,1.46e+08,39999999.9999999,1.74e+08,1.007e+09,-2.58e+08,4e+06,4e+06,-2.62e+08,-2.62e+08,-2.57e+08,3.967e+09,-2.9e+08,1e+07,-3.45e+09,-3.6e+08,3.9e+08,3.87e+08,2.3e+07,4.1e+08,8.1e+08,1.2492e+10,7.55e+08,0.48076,0.35003,0.33158,0.09667,0.02711,1.20032,1.64547,2.56524,0.53847,0.81901,0.81901,2.47005,6.75391,0.98307,5,0.06066,0.03767,10.20494,12.4488
"41","2020_Q2",46.9820634920635,"Down",1.417e+09,-7.93e+08,6.24e+08,-6.15e+08,-2.29e+08,-6e+06,-2.53e+08,-1.13e+08,9e+06,-7.6e+07,-1.15e+08,3.9e+07,-6.7e+07,-3e+06,-7e+07,-2.2e+07,-9.2e+07,-5.1e+07,5e+07,-1e+06,-1e+06,2.602e+09,2.602e+09,6.53e+08,6.53e+08,3.6e+07,2.02e+08,1.86e+08,1.6e+07,3.493e+09,1.4706e+10,2.968e+09,3.6e+07,2.79e+08,2.653e+09,1.7674e+10,2.1167e+10,2.047e+09,8.2e+07,2.72e+08,1.693e+09,6.9e+07,3.03e+08,3.03e+08,2.419e+09,1.2253e+10,1.038e+09,1.69e+08,8.69e+08,1.3291e+10,1.571e+10,6.592e+09,2.497e+09,-1.19e+08,4.489e+09,9.68e+08,5.457e+09,2.1167e+10,-9.2e+07,2.53e+08,4e+06,-5.53e+08,-3.88e+08,-2.89e+08,1e+06,1e+06,-2.9e+08,-2.9e+08,-2.89e+08,-1.6e+07,1.6e+07,1.6e+07,-3e+06,-9.14e+08,-1.591e+09,-1.603e+09,-2.1e+07,-1.624e+09,2.62e+08,1.2322e+10,-5.58e+08,0.44037,0.00635,-0.00071,-0.00018,-5e-05,558,1.44399,2.87887,0.58213,-0.00131,-0.00131,1.85471,5.87565,-0.73037,1,0.04836,-0.02965,37.09924,1080
"42","2020_Q3",47.78359375,"Up",6.2e+07,-2.66e+08,-2.04e+08,-5.49e+08,-1.9e+08,-9e+06,-2.44e+08,-9.2e+07,-7.53e+08,-1.15e+08,-1.1e+08,-5e+06,-8.68e+08,-4e+06,-8.72e+08,3.1e+07,-8.41e+08,-9.85e+08,1.65e+08,-8.2e+08,-8.2e+08,3.016e+09,3.016e+09,5.67e+08,5.67e+08,3.7e+07,1.52e+08,1.36e+08,1.6e+07,3.772e+09,1.4911e+10,3.012e+09,3.2e+07,3.08e+08,2.672e+09,1.7923e+10,2.1695e+10,1.978e+09,6.4e+07,2.31e+08,1.683e+09,7.1e+07,3.26e+08,3.26e+08,2.375e+09,1.3767e+10,1.028e+09,1.69e+08,8.59e+08,1.4795e+10,1.717e+10,6.598e+09,1.677e+09,-7.4e+07,3.72e+09,8.05e+08,4.525e+09,2.1695e+10,-8.41e+08,2.44e+08,2e+07,9000000.00000012,-5.68e+08,-3.52e+08,0,0,-3.52e+08,-3.52e+08,-3.52e+08,1.48e+09,2000000.00000003,2e+06,-1.21e+08,1.361e+09,4.41e+08,4.27e+08,-1.3e+07,4.14e+08,-5.09e+08,1.3838e+10,-8.83e+08,-3.29032,-12.14516,-13.22581,-0.18122,-0.0378,1.07682999999997,1.58821,3.79448,0.63784,-1.0733,-1.0733,0.08115,4.86911,-1.15576,2,-0.04229,-0.04554,-21.2613,-14.3718499999998
"43","2020_Q4",53.3153125,"Up",4.46e+08,-3.69e+08,7.7e+07,-5.45e+08,-1.96e+08,-3e+06,-2.48e+08,-7.4e+07,-4.68e+08,-1.36e+08,-1.31e+08,-5e+06,-6.04e+08,-5.5e+07,-6.59e+08,-5e+06,-6.64e+08,-7.31e+08,1.66e+08,-5.65e+08,-5.65e+08,2.381e+09,2.381e+09,3.82e+08,3.82e+08,3.4e+07,1.61e+08,1.44e+08,1.7e+07,2.958e+09,1.4992e+10,3.032e+09,2.8e+07,3.27e+08,2.677e+09,1.8024e+10,2.0982e+10,1.89e+09,7e+07,1.36e+08,1.684e+09,7.2e+07,2.93e+08,2.93e+08,2.255e+09,1.384e+10,1.047e+09,1.84e+08,8.63e+08,1.4887e+10,1.7142e+10,6.606e+09,1.112e+09,-3.8e+07,3.199e+09,6.41e+08,3.84e+09,2.0982e+10,-6.64e+08,2.48e+08,8.5e+07,4.8e+07,-2.83e+08,-3.56e+08,0,0,-3.56e+08,-3.56e+08,-3.56e+08,3e+07,4e+06,4e+06,-3.9e+07,-5e+06,-6.44e+08,-6.42e+08,8e+06,-6.34e+08,-2.2e+08,1.3912e+10,-5.23e+08,0.17265,-1.04933,-1.26682,-0.14714,-0.02693,0.92566,1.31175,4.46406,0.66304,-0.73953,-0.73953,0.58377,4.18717,-0.68455,2,-0.03005,-0.02782,-52.41364,-24.63889
