"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","investment_income_loss","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","other_intangible_assets","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_change_in_deposits","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2019_Q1",409.991639344262,"Down",402889000,320882000,333573000,-12691000,82007000,-13505000,91128000,4033000,-11585000,391304000,-275378000,-275378000,115926000,115926000,115926000,-26453000,89473000,89473000,89473000,89473000,327440000,7631768000,25299564000,-223712000,25523276000,1252209000,236347000,72298000,589003000,35408629000,30672460000,18789790000,11882670000,737492000,154662000,355061000,31919675000,11628000,3712513000,-235187000,3488954000,3488954000,35408629000,89473000,31365000,11585000,-69943000,61215999.9999999,123696000,-44531000,406784000,-321529000,-8104000,-4167000,-154047000,212546000,-50677000,64915000,64915000,64915000,147291000,892154000,190429000,0.28774,0.22208,0.02564,0.00253,2.12834,9.14878,0.0252,7.60729,7.60729,34.25494,296.64228,16.1909,0.35429,0.00264,0.00538,0.04657,3.834,4.87133
"33","2019_Q2",432.661111111111,"Up",424135000,320472000,336924000,-16452000,103663000,14986000,84758000,3919000,-11750000,412385000,-267657000,-267657000,144728000,144728000,144728000,-33369000,111359000,111359000,111359000,111359000,268599000,8301038000,25235010000,-228775000,25463785000,1246980000,236347000,67053000,606643000,35961670000,31198093000,18821180000,12376913000,698102000,151514000,390652000,32438361000,11385000,3718784000,-206860000,3523309000,3523309000,35961670000,111359000,34138000,11750000,-33399000,16185000,140033000,-16391000,-629633000,68052000,-577972000,-4668000,-44116000,525959000,379098000,-58841000,-58841000,-58841000,178866000,849616000,212029000,0.34123,0.26256,0.03161,0.0031,1.90401,9.20679,0.02363,9.66741,9.66741,36.82044,305.86913,18.40688,0.40524,0.00323,0.0059,0.04192,3.24834,4.01454
"34","2019_Q3",450.24078125,"Up",434223000,327348000,350721000,-23373000,106875000,8182000,87940000,5034000,-5198000,429025000,-273397000,-273397000,155628000,155628000,155628000,-36269000,119359000,119359000,119359000,119359000,284147000,8335842000,26501654000,-226583000,26728237000,1259532000,296764000,69575000,907580000,37655094000,32719671000,19769277000,12950394000,741658000,172723000,446429000,34080481000,11180000,3744164000,-180731000,3574613000,3574613000,37655094000,119359000,28455000,5198000,-4976000,-68304000,79732000,-26523000,-63742999.9999999,-236624000,-400682000,-4575000,-98001000,527992000,336498000,15548000,15548000,15548000,184083000,914381000,125525000,0.35841,0.27488,0.03339,0.00317,1.05166,9.53403,0.02428,10.57656,10.57656,38.47709,316.75128,11.12294,0.4054,0.00329,0.00333,0.03833,3.42364,4.04962
"35","2019_Q4",501.10015625,"Up",437355000,336425000,362318000,-25893000,100930000,6471000,87147000,6176000,-6766000,430589000,-270425000,-270425000,160164000,160164000,160164000,-35385000,124779000,124779000,124779000,124779000,288933000,8117579000,26969686000,-226825000,27196511000,1268912000,296764000,65147000,741303000,37748324000,32743277000,19776387000,12966890000,714867000,261204000,460494000,34179842000,10884000,3729370000,-171772000,3568482000,3568482000,37748324000,124779000,32365000,6766000,-3631000,19116000,179395000,-27285000,368671000,-461133000,-119747000,-4496000,59831000,24071000,-54862000,4786000,4786000,4786000,192529000,976071000,219745000,0.36621,0.2853,0.03497,0.00331,1.76107,9.57826,0.02586,11.28537,11.28537,39.55563,322.74362,19.87436,0.40663,0.00342,0.00582,0.03603,3.56901,4.29022
"36","2020_Q1",459.235161290323,"Down",431517000,327124000,354048000,-26924000,104393000,12112000,88719000,3302000,-7727000,423790000,-292262000,-292262000,131528000,131528000,131528000,-29654000,101874000,101874000,101874000,101874000,376719000,8280847000,28656355000,-225141000,28881496000,1290987000,349398000,68276000,801914000,39824496000,34431236000,21504440000,12926796000,1015141000,311730000,480205000,36238312000,10629000,3702278000,-126723000,3586184000,3586184000,39824496000,101874000,32731000,7727000,53322000,-16566000,179088000,-50746000,382834000,-666899000,-497747000,-4398000,181299000,361404000,406445000,87786000,87786000,87786000,164259000,1326871000,126601000,0.3048,0.23608,0.02841,0.00256,1.24272,10.10498,0.03332,9.51798,9.51798,40.31617,335.0533,11.82819,0.4109,0.00267,0.00318,0.04317,5.78447,7.22395
"37","2020_Q2",363.590317460317,"Down",402411000,338400000,369559000,-31159000,64011000,-46184000,89775000,625000,-28355000,374056000,-299971000,-299971000,74085000,74085000,74085000,-16916000,57169000,57169000,57169000,57169000,454220000,9533715000,29031700000,-209259000,29240959000,1307409000,350084000,63884000,853441000,41594453000,35346711000,21657967000,13688744000,1333046000,609448000,347728000,37636933000,10280000,3972849000,-25612000,3957520000,3957520000,41594453000,57169000,33039000,28355000,-82177000,-18777000,17609000,-26930000,-1110995000,-202667000,-1441295000,-4256000,614432000,707147000,1501187000,77501000,77501000,77501000,107124000,1942494000,78333000,0.1841,0.14207,0.01445,0.00137,1.3702,9.51023,0.0467,5.45864,5.45864,38.42322,377.87377,7.47943,0.40637,0.00148,0.00188,0.07445,13.893,20.08874
"38","2020_Q3",383.28625,"Up",502796000,337394000,363257000,-25863000,165402000,74381000,74572000,2697000,-20552000,482244000,-291679000,-291679000,190565000,190565000,190565000,-36779000,153786000,153786000,153786000,148996000,389233000,12616051000,32195975000,-222450000,32418425000,1309538000,350298000,58606000,946493000,47866194000,41479245000,23329779000,18149466000,1397958000,601037000,396510000,43874750000,9934000,3651237000,-9663999.99999999,3991444000,3991444000,47866194000,153786000,33231000,20552000,-67652000,-56736000,83181000,-35754000,-3007374000,-3286187000,-6388079000,-8932000,57553000,6318140000,6239911000,-64987000,-64987000,-64987000,223796000,1998995000,168085000,0.37901,0.29633,0.03733,0.00311,1.12812,10.9922,0.04176,14.74402,14.74402,49.75458,361.33783,16.63299,0.88387,0.0033,0.00351,0.05995,7.19299,8.44731
"39","2020_Q4",501.46546875,"Up",474231000,353659000,374334000,-20675000,120572000,10405000,86734000,2008000,-4042000,470189000,-291662000,-291662000,178527000,178527000,178527000,-35843000,142684000,142684000,142684000,138048000,352419000,12998539000,32621208000,-223936000,32845144000,1308039000,350298000,54170000,982200000,48666873000,42250606000,24016045000,18234561000,1349068000,596837000,395948000,44592459000,9816000,3738417000,-13756000,4074414000,4074414000,48666873000,142684000,33488000,4042000,-51870000,-12876000,115468000,-35760000,-388127000,-387724000,-811611000,-8642000,-53227000,772030000,659329000,-36814000,-36814000,-36814000,212015000,1945905000,199222000,0.37646,0.2911,0.03388,0.00284,1.44314,10.94451,0.03998,14.03879,14.03879,48.22693,379.77772,20.25989,0.87885,0.00301,0.00409,0.0626,7.51591,8.92574
"40","2021_Q1",720.579836065574,"Up",485481000,358716000,376876000,-18160000,126765000,30385000,88983000,2116000,-5403000,480078000,-305373000,-305373000,174705000,174705000,174705000,-36621000,138084000,138084000,138084000,133448000,362048000,14270241000,32567661000,-224314000,32791975000,1251283000,350298000,50775000,1105374000,49957680000,43431609000,25417580000,18014029000,641487000,1248163000,407153000,45728412000,9816000,3867252000,12263000,4229268000,4229268000,49957680000,138084000,41684000,5403000,-64039000,38429000,159561000,-33571000,-1272823000,39817000.0000005,-1266577000,-8563000,-56392000,1181600000,1116645000,9629000,9629000,9629000,216389000,1889650000,257868000,0.35986,0.27488,0.03155,0.00267,1.93235,10.81237,0.03783,13.59681,13.59681,49.46492,396.27799,26.27378,0.87247,0.00284,0.00516,0.06417,7.05952,8.74389
"41","2021_Q2",849.149206349206,"Up",4.77e+08,3.4e+08,3.55e+08,-1.5e+07,1.37e+08,1.6e+07,9.2e+07,2e+07,1.1e+07,4.88e+08,-2.97e+08,-2.97e+08,1.91e+08,1.91e+08,1.91e+08,-4.4e+07,1.47e+08,1.47e+08,1.47e+08,1.43e+08,410495000,17810864000,32970200000,-210651000,33180851000,1287386000,350298000,51547000,1027816000,53908606000,47330997000,26815855000,20515142000,1329376000,581655000,345178000,49587206000,9816000,4005318000,-33671000,4321400000,4321400000,53908606000,1.47e+08,3.4e+07,-1.1e+07,-2.6e+07,-1.8e+07,1.26e+08,-2.4e+07,-2.97e+08,-3.645e+09,-3.99e+09,-9e+06,2.1e+07,3.9e+09,3.912e+09,4.8e+07,4.8e+07,4.8e+07,2.25e+08,1911031000,2.27e+08,0.40042,0.29979,0.03309,0.00265,1.58741,11.4748,0.03545,14.56745,14.56745,48.59213,405.59278,23.12456,0.91683,0.00282,0.00421,0.06294,6.66905,7.85621
"42","2021_Q3",828.25265625,"Down",4.79e+08,3.46e+08,3.62e+08,-1.6e+07,1.33e+08,-1.6e+07,1.04e+08,2.9e+07,2e+07,4.99e+08,-2.87e+08,-2.79e+08,2.12e+08,2.12e+08,1.99e+08,-4.6e+07,1.53e+08,1.53e+08,1.53e+08,1.48e+08,395364000,18765609000,32500558000,-189094000,32689652000,1281545000,350298000,47439000,1834505000,55175318000,48410596000,27436485000,20974111000,1339271000,577821000,371140000,50698828000,9816000,4148857000,-22120000,4476490000,4476490000,55175318000,1.53e+08,3.3e+07,-2e+07,5.26e+08,-1.383e+09,-6.91e+08,-2.6e+07,-5.87e+08,2.23e+08,-3.96e+08,-1.4e+07,6000000.00000001,1.08e+09,1.072e+09,-1.5e+07,-1.5e+07,-1.5e+07,2.45e+08,1917092000,-1.118e+09,0.44259,0.30898,0.03306,0.00268,-7.55405,11.32558,0.03475,15.0768,15.0768,48.79587,421.39184,-113.89098,1.42618,0.00294,-0.02026,0.09459,6.21113,7.17796
"43","2021_Q4",831.2465625,"Up",4.71e+08,3.47e+08,3.63e+08,-1.6e+07,1.24e+08,1.1e+07,8.1e+07,3.2e+07,1e+06,4.72e+08,-3.07e+08,-3.02e+08,1.65e+08,1.65e+08,1.58e+08,-3.4e+07,1.24e+08,1.24e+08,1.24e+08,1.19e+08,337450000,20750417000,32332995000,-183194000,32516189000,1230572000,350298000,44142000,1856103000,56901977000,50065762000,28551355000,21514407000,663575000,1219229000,372116000,52320682000,9816000,4263679000,-32137000,4581295000,4581295000,56901977000,1.24e+08,3.5e+07,-1e+06,2.23e+08,-2.27e+08,1.54e+08,-2.1e+07,3.4e+07,-1.831e+09,-1.823e+09,-9e+06,-3.4e+07,1.655e+09,1.612e+09,-5.7e+07,-5.7e+07,-5.7e+07,2e+08,1882804000,-1.4e+07,0.35032,0.25265,0.02598,0.00209,-0.11765,11.4205,0.03309,12.12256,12.12256,47.98091,432.06836,-1.42618,0.91683,0.00225,-0.00025,0.07563,7.72677,9.36578
"44","2022_Q1",776.571451612903,"Down",471336000,357334000,371010000,-13676000,114002000,53589000,123849000,-71555000,4834999.99999997,476171000,-342510000,-355510000,133661000,133661000,153661000,-30202000,123459000,123459000,123459000,118915000,3.38e+08,1.3226e+10,3.2194e+10,-1.78e+08,3.2372e+10,1.233e+09,3.46e+08,95940568.0141651,1.838e+09,5.8309e+10,5.1406e+10,3.0001e+10,2.1405e+10,5.89e+08,1.195e+09,3.81e+08,5.3571e+10,3.5e+08,4.378e+09,1e+07,4.738e+09,4.738e+09,5.8309e+10,123459000,30167000,-4834999.99999997,-921741000,900167000,127217000,-35173000,-6994084000,5676257000,-1359426000,-9612000,-99717999.9999999,1341305000,1231975000,-234000,-234000,-234000,163828000,1.784e+09,1059024000,0.28358,0.25229,0.0251,0.00204,8.90572,11.30667,0.0306,12.11391,12.11391,48.01513,482.66142,107.88308,0.97918,0.0022,0.01816,0.08083,8.82633,10.81841
"45","2022_Q2",650.678387096774,"Down",1.068e+09,6.49e+08,7.1e+08,-6.1e+07,4.19e+08,2.17e+08,1.58e+08,4.4e+07,-4.64e+08,6.04e+08,-8.1e+08,-8.1e+08,-2.06e+08,-2.06e+08,2.25e+08,4.6e+07,2.71e+08,2.71e+08,2.71e+08,2.64e+08,9.808e+09,2.0795e+10,6.4676e+10,-8.48e+08,6.5524e+10,9.403e+09,3.46e+08,1.56e+08,3.413e+09,1.08597e+11,9.1597e+10,6.5699e+10,2.5898e+10,6.16e+08,2.676e+09,3.138e+09,9.8027e+10,1.6e+07,9.978e+09,-3.05e+08,1.057e+10,1.057e+10,1.08597e+11,2.71e+08,1.26e+08,4.64e+08,-5e+08,3.9e+07,4e+08,-2.22e+08,-1.86e+08,2.67e+09,2.382e+09,-1.4e+07,-3.003e+09,4.42e+08,-2.597e+09,1.85e+08,1.85e+08,1.85e+08,-8e+07,3.292e+09,-3.09e+08,-0.19288,0.24719,0.02498,0.00243,-1.17045,9.27408,0.03031,26.89376,26.89376,108.79747,987.02122,-31.47792,1.42618,0.00256,-0.00285,0.05303,81.45,31.63107
"46","2022_Q3",780.24296875,"Up",1.555e+09,7e+08,7.57e+08,-5.7e+07,8.55e+08,2.15e+08,2.08e+08,4.32e+08,-4.2e+07,1.513e+09,-5.76e+08,-5.45e+08,9.37e+08,9.37e+08,3.37e+08,-8.2e+07,2.55e+08,2.55e+08,2.55e+08,2.38e+08,7.059e+09,2.047e+10,6.6885e+10,-8.5e+08,6.7735e+10,9.386e+09,3.46e+08,1.5e+08,3.377e+09,1.07673e+11,8.9329e+10,6.2684e+10,2.6645e+10,6.46e+08,3.813e+09,3.243e+09,9.7031e+10,1.6e+07,1.021e+10,-4.65e+08,1.0642e+10,1.0642e+10,1.07673e+11,2.55e+08,1.45e+08,4.2e+07,4.53e+08,-5.2e+07,8.43e+08,2.35e+08,115000000.000001,3.44e+08,297999999.999999,-2.4e+07,1.17e+09,-2.228e+09,-1.081e+09,6e+07,6e+07,6e+07,1.082e+09,4.459e+09,1.347e+09,0.60257,0.15305,0.02236,0.00221,5.65966,9.11774,0.04141,14.85308,14.84245,97.04428,609.16349,84.06344,1.49779,0.00243,0.01251,0.10084,-2.40296000000001,-2.77481
