"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",145.56262295082,"Up",3.18e+09,3.194e+09,-1.4e+07,-2.385e+09,-1.726e+09,-6.59e+08,7.95e+08,-2e+08,-5.3e+07,-5.3e+07,-1.47e+08,5.95e+08,5.95e+08,-4.18e+08,1.77e+08,1.77e+08,1.77e+08,1.77e+08,4.0676e+10,2.62e+09,3.8056e+10,5.787e+09,5.787e+09,1.0502e+10,1.0502e+10,5.6965e+10,9.0515e+10,9.0515e+10,9.0515e+10,1.4748e+11,1.36188e+11,1.975e+09,1.34213e+11,2e+08,1.36388e+11,5.097e+09,5.097e+09,1.41485e+11,8.088e+09,-1.3648e+10,1.1326e+10,2.29e+08,5.995e+09,5.995e+09,1.4748e+11,1.77e+08,5.8e+07,-5.3e+07,1.62e+08,3.44e+08,-3.7e+07,7.6e+07,-1.04e+08,-65000000.0000001,-1.23e+08,1.068e+09,-3.22e+08,2e+06,-3.24e+08,-1.122e+09,-4.99e+08,-2.2e+08,-2.2e+08,3e+06,-2.17e+08,8.53e+08,5.297e+09,1.396e+09,0.25,0.05566,0.02952,0.0012,7.88701,0.41767,23.6005,0.03592,1.17374,1.15085,21.08753,39.75464,9.25729,0.81565,0.02657,0.12363,0.69492,-41.47597,-44.50189
"33","2018_Q2",127.3565625,"Down",3.168e+09,3.184e+09,-1.6e+07,-2.28e+09,-1.694e+09,-5.86e+08,8.88e+08,-1.92e+08,-5.1e+07,-5.1e+07,-1.41e+08,6.96e+08,6.96e+08,-1.02e+08,5.94e+08,5.94e+08,5.94e+08,5.94e+08,3.9632e+10,2.201e+09,3.7431e+10,5.88e+09,5.88e+09,1.0585e+10,1.0585e+10,5.6097e+10,8.8665e+10,8.8665e+10,8.8665e+10,1.44762e+11,1.33666e+11,1.609e+09,1.32057e+11,2.01e+08,1.33867e+11,5.055e+09,5.055e+09,1.38922e+11,8.119e+09,-1.407e+10,1.1796e+10,-5e+06,5.84e+09,5.84e+09,1.44762e+11,5.94e+08,5.6e+07,2.44e+08,-1.102e+09,-2.08e+08,-3.3e+07,1.21e+08,-1e+06,8.7e+07,-1.22e+08,1.281e+09,-4.23e+08,2e+06,-4.25e+08,-1.3e+09,-5.64e+08,-6.85e+08,-6.85e+08,1.2e+07,-6.73e+08,9.44e+08,5.256e+09,-8.9e+07,0.2803,0.1875,0.10171,0.0041,-0.14983,0.41905,23.78801,0.03631,3.97324,3.90533,21.19064,39.06355,-0.59532,0.81605,0.06453,-0.00802,0.20539,-36.41525,-38.71171
"34","2018_Q3",129.423492063492,"Up",3.196e+09,3.216e+09,-2e+07,-2.388e+09,-1.69e+09,-6.98e+08,8.08e+08,-2.6e+08,-8e+07,-8e+07,-1.8e+08,5.48e+08,5.48e+08,-8.6e+07,4.62e+08,4.62e+08,4.62e+08,4.62e+08,3.9176e+10,2.582e+09,3.6594e+10,5.93e+09,5.93e+09,1.0313e+10,1.0313e+10,5.5419e+10,8.7849e+10,8.7849e+10,8.7849e+10,1.43268e+11,1.33144e+11,1.749e+09,1.31395e+11,2.01e+08,1.33345e+11,4.291e+09,4.291e+09,1.37636e+11,8.174e+09,-1.4489e+10,1.2126e+10,-1.79e+08,5.632e+09,5.632e+09,1.43268e+11,4.62e+08,5.1e+07,2.83e+08,-27000000.0000002,7.69e+08,-3.6e+07,1.76e+08,-1.1e+07,1.29e+08,-1.31e+08,1.094e+09,-4.04e+08,4.65661287307739e-10,-4.04e+08,-1.142e+09,-5.83e+08,3.15e+08,3.15e+08,-1.2e+07,3.03e+08,8.59e+08,4.492e+09,8.82e+08,0.25282,0.14456,0.08203,0.00322,1.90909,0.41561,24.43821,0.03135,3.14286,3.10067,21.7415,38.31293,6,0.89116,0.05857,0.08712,0.28355,-40.37718,-42.92574
"35","2018_Q4",114.309841269841,"Down",3.292e+09,3.316e+09,-2.4e+07,-2.476e+09,-1.722e+09,-7.54e+08,8.16e+08,-2.28e+08,-5e+07,-5e+07,-1.78e+08,5.88e+08,5.88e+08,-8.5e+07,5.03e+08,5.03e+08,5.03e+08,5.03e+08,3.9398e+10,2.478e+09,3.692e+10,6.047e+09,6.047e+09,1.066e+10,1.066e+10,5.6105e+10,8.9085e+10,8.9085e+10,8.9085e+10,1.4519e+11,1.35132e+11,1.867e+09,1.33265e+11,2.01e+08,1.35333e+11,4.24e+09,4.24e+09,1.39573e+11,8.217e+09,-1.4853e+10,1.2498e+10,-2.44e+08,5.618e+09,5.618e+09,1.45191e+11,5.03e+08,4.5e+07,2.78e+08,-2.78e+08,5.48e+08,-4.8e+07,-4.87e+08,-3e+07,-5.65e+08,-1.27e+08,9.24e+08,-3.63e+08,0,-3.63e+08,-4.91e+08,-5.7e+07,-7.4e+07,-7.4e+07,-3e+06,-7.7e+07,8.61e+08,4.441e+09,6.2e+08,0.24787,0.15279,0.08953,0.00346,1.2326,0.41457,24.84389,0.03059,3.48338,3.43345,22.79778,38.90582,4.29363,0.8795,0.06264,0.06164,0.25249,-40.60046,-42.83946
"36","2019_Q1",113.735901639344,"Down",3.179e+09,3.208e+09,-2.9e+07,-2.288e+09,-1.702e+09,-5.86e+08,8.91e+08,-2.39e+08,-6.4e+07,-6.4e+07,-1.75e+08,6.52e+08,6.52e+08,-1.13e+08,5.39e+08,5.39e+08,5.39e+08,5.39e+08,4.0628e+10,3.097e+09,3.7531e+10,6.185e+09,6.185e+09,9.568e+09,9.568e+09,5.6381e+10,8.0835e+10,8.0835e+10,8.0835e+10,1.37216e+11,1.26817e+11,1.862e+09,1.24955e+11,2.01e+08,1.27018e+11,4.61e+09,4.61e+09,1.31628e+11,8.263e+09,-1.5293e+10,1.2909e+10,-2.91e+08,5.588e+09,5.588e+09,1.37216e+11,5.39e+08,4.6e+07,-2.82e+08,1.185e+09,1.488e+09,-4.5e+07,-9.09e+08,2.81e+08,-2.38e+08,-1.26e+08,1.398e+09,-4.38e+08,0,-4.38e+08,-8.93e+08,-59000000.0000001,1.191e+09,1.191e+09,-5e+06,1.186e+09,9.37e+08,4.811e+09,2.19e+09,0.28028,0.16955,0.09646,0.00393,4.06308,0.44388,23.55548,0.03506,3.80919,3.76397,22.46643,39.49117,15.47703,0.89046,0.06395,0.2106,0.23377,-38.22519,-40.19865
"37","2019_Q2",133.463333333333,"Up",3.118e+09,3.153e+09,-3.5e+07,-2.391e+09,-1.705e+09,-6.86e+08,7.27e+08,-2.57e+08,-5.3e+07,-5.3e+07,-2.04e+08,4.7e+08,4.7e+08,-7.5e+07,3.95e+08,3.95e+08,3.95e+08,3.95e+08,3.855e+10,3.347e+09,3.5203e+10,7.462e+09,7.462e+09,1.2256e+10,1.0229e+10,5.8268e+10,8.6135e+10,8.6135e+10,8.6135e+10,1.44403e+11,1.32063e+11,1.596e+09,1.30467e+11,2.01e+08,1.33435e+11,5.125e+09,5.125e+09,1.3856e+11,8.273e+09,-1.5637e+10,1.3172e+10,3.5e+07,5.843e+09,5.843e+09,1.44403e+11,3.95e+08,4.6e+07,2.71e+08,-5.4e+08,1.72e+08,-3.1e+07,-9.9e+07,-3.86e+08,-4.81e+08,-1.24e+08,2.1e+09,-3.84e+08,1e+06,-3.85e+08,-1.301e+09,2.91e+08,-1.8e+07,-1.8e+07,7e+06,-1.1e+07,7.73e+08,5.326e+09,2.77e+08,0.23316,0.12668,0.0676,0.00274,0.70127,0.43668,23.71385,0.03688,2.84582,2.81941,22.46398,42.09654,1.99568,0.89337,0.04647,0.0248,0.31392,-42.9806,-45.70014
"38","2019_Q3",130.26515625,"Down",3.245e+09,3.282e+09,-3.7e+07,-2.413e+09,-1.771e+09,-6.42e+08,8.32e+08,-2.45e+08,-5.9e+07,-5.9e+07,-1.86e+08,5.87e+08,5.87e+08,-9.5e+07,4.92e+08,4.92e+08,4.92e+08,4.92e+08,4.1368e+10,4.361e+09,3.7007e+10,7.435e+09,7.435e+09,1.2572e+10,1.0545e+10,6.1375e+10,8.7303e+10,8.7303e+10,8.7303e+10,1.48678e+11,1.36495e+11,1.686e+09,1.34809e+11,2.01e+08,1.37837e+11,4.811e+09,4.811e+09,1.42648e+11,8.34e+09,-1.6109e+10,1.353e+10,2.69e+08,6.03e+09,6.03e+09,1.48678e+11,4.92e+08,4.5e+07,79999999.9999999,3.63e+08,9.8e+08,-3.6e+07,-1.152e+09,31000000.0000001,-1.148e+09,-1.29e+08,9.81e+08,-4.42e+08,0,-4.42e+08,7.95e+08,1.205e+09,1.037e+09,1.037e+09,-5e+06,1.032e+09,8.77e+08,5.012e+09,1.299e+09,0.25639,0.15162,0.08159,0.00331,2.64024,0.44527,23.65638,0.03371,3.61765,3.56264,23.86029,44.33824,9.55147,0.94853,0.05624,0.11764,0.2622,-41.45496,-43.69712
"39","2019_Q4",145.05703125,"Up",3.317e+09,3.351e+09,-3.4e+07,-2.497e+09,-1.791e+09,-7.06e+08,8.2e+08,-1.79e+08,-5.2e+07,-5.2e+07,-1.27e+08,6.41e+08,6.41e+08,-9.8e+07,5.43e+08,5.43e+08,5.43e+08,5.43e+08,4.2767e+10,5.392e+09,3.7375e+10,7.348e+09,7.348e+09,1.3157e+10,1.1171e+10,6.3272e+10,8.6241e+10,8.6241e+10,8.6241e+10,1.49513e+11,1.37439e+11,1.783e+09,1.35656e+11,2.01e+08,1.38745e+11,4.771e+09,4.771e+09,1.43516e+11,8.395e+09,-1.6679e+10,1.3944e+10,3.37e+08,5.997e+09,5.997e+09,1.49513e+11,5.43e+08,4.1e+07,-2.36e+08,1.074e+09,1.422e+09,-3.3e+07,4.5e+07,-7.5e+07,-1.07e+08,-1.27e+08,1.078e+09,-5.64e+08,1e+06,-5.65e+08,-8.19e+08,-4.32e+08,8.83e+08,8.83e+08,-1.7e+07,8.66e+08,8.61e+08,4.972e+09,2e+09,0.24721,0.1637,0.09055,0.00363,3.68324,0.45603,23.9313,0.03325,4.09502,4.04319,25.01508,45.22624,15.08296,0.95777,0.06108,0.18233,0.23389,-43.89663,-46.09146
"40","2020_Q1",139.333548387097,"Down",3.287e+09,3.317e+09,-3e+07,-2.551e+09,-1.83e+09,-7.21e+08,7.36e+08,-2.02e+08,-5e+07,-5e+07,-1.52e+08,5.34e+08,5.34e+08,-7.1e+07,4.63e+08,4.63e+08,4.63e+08,4.63e+08,4.3348e+10,3.827e+09,3.9521e+10,7.202e+09,7.202e+09,1.1396e+10,1.1396e+10,6.1946e+10,8.9882e+10,8.9882e+10,8.9882e+10,1.51828e+11,1.41173e+11,1.884e+09,1.39289e+11,2.01e+08,1.41374e+11,4.725e+09,4.725e+09,1.46099e+11,8.464e+09,-1.7276e+10,1.4279e+10,2.62e+08,5.729e+09,5.729e+09,1.51828e+11,4.63e+08,5.1e+07,-7.4e+07,-6.73e+08,-2.33e+08,-4.3e+07,-2.233e+09,-1.56e+08,-1.498e+09,-1.24e+08,1.051e+09,-5.5e+08,1e+06,-5.51e+08,-2.27e+08,1.5e+08,-1.581e+09,-1.581e+09,2.4e+07,-1.557e+09,7.87e+08,4.926e+09,1.42e+08,0.22391,0.14086,0.08082,0.00305,0.3067,0.43817,25.50166,0.03244,3.58915,3.52091,25.48062,44.41085,1.10078,0.96124,0.05509,0.01333,0.26782,-48.82084,-52.2038
"41","2020_Q2",121.510952380952,"Down",3.001e+09,3.026e+09,-2.5e+07,-5.13e+08,-1.748e+09,1.235e+09,2.488e+09,-1.37e+08,-4.6e+07,-4.6e+07,-9.1e+07,2.351e+09,2.351e+09,-3.15e+08,2.036e+09,2.036e+09,2.036e+09,2.036e+09,4.6853e+10,8.829e+09,3.8024e+10,7.188e+09,7.188e+09,1.3488e+10,1.3488e+10,6.7529e+10,7.8153e+10,7.8153e+10,7.8153e+10,1.45682e+11,1.35069e+11,1.427e+09,1.33642e+11,2e+08,1.35269e+11,3.72e+09,3.72e+09,1.38989e+11,8.581e+09,-1.7773e+10,1.618e+10,-2.95e+08,6.693e+09,6.693e+09,1.45682e+11,2.036e+09,4.7e+07,1.118e+09,1.692e+09,4.893e+09,-2.9e+07,1.78e+08,-1.89e+08,-4e+07,-1.22e+08,4.89e+08,-4.79e+08,1e+06,-4.8e+08,7.4e+08,6.28e+08,5.481e+09,5.481e+09,-1.7e+07,5.464e+09,2.535e+09,3.92e+09,4.513e+09,0.82906,0.67844,0.3042,0.01398,2.2166,0.49922,20.76632,0.02691,16.10759,15.88144,23.74209,52.95095,35.70411,0.96519,0.20334,0.42523,0.05992,-16.93609,-17.25603
"42","2020_Q3",147.05578125,"Up",2.712e+09,2.73e+09,-1.8e+07,-2.935e+09,-1.716e+09,-1.219e+09,-2.23e+08,-3.03e+08,-4.1e+07,-4.1e+07,-2.62e+08,-5.26e+08,-5.26e+08,-13000000.0000001,-5.39e+08,-5.39e+08,-5.39e+08,-5.39e+08,4.8406e+10,7.703e+09,4.0703e+10,7.295e+09,7.295e+09,1.3087e+10,1.3087e+10,6.8788e+10,8.6114e+10,8.6114e+10,8.6114e+10,1.54902e+11,1.43878e+11,1.65e+09,1.42228e+11,2e+08,1.44078e+11,4.324e+09,4.324e+09,1.48402e+11,8.625e+09,-1.8029e+10,1.551e+10,3.94e+08,6.5e+09,6.5e+09,1.54902e+11,-5.39e+08,4.9e+07,-5.8e+08,8.8e+08,-1.9e+08,-3.3e+07,-8.94e+08,7.1e+07,-8.56e+08,-1.28e+08,1.748e+09,-2.35e+08,1e+06,-2.36e+08,-1.896e+09,-5.11e+08,-1.557e+09,-1.557e+09,-1e+06,-1.558e+09,-173999999.999999,4.524e+09,686000000.000001,-0.0822299999999999,-0.19875,-0.0829200000000001,-0.00348,-1.27273,0.47744,22.83108,0.02921,-4.312,-4.271,21.696,52,5.48800000000001,1.024,-0.03728,0.0622300000000001,-0.23748,252.1954,196.78027
"43","2020_Q4",172.013125,"Up",3.003e+09,3.013e+09,-1e+07,-2.98e+09,-1.791e+09,-1.189e+09,2.3e+07,-2.07e+08,-4.36e+08,-4.36e+08,2.29e+08,-1.84e+08,-1.84e+08,4.4e+07,-1.4e+08,-1.4e+08,-1.4e+08,-1.4e+08,4.8405e+10,7.668e+09,4.0737e+10,7.383e+09,7.383e+09,1.2308e+10,1.2308e+10,6.8096e+10,9.0591e+10,8.8688e+10,9.0591e+10,1.58687e+11,1.47686e+11,1.77e+09,1.45916e+11,2e+08,1.47886e+11,4.734e+09,4.734e+09,1.5262e+11,8.68e+09,-1.837e+10,1.5241e+10,5.16e+08,6.067e+09,6.067e+09,1.58687e+11,-1.4e+08,5.4e+07,2.65e+08,7.57e+08,9.36e+08,-4.5e+07,-1.528e+09,4.8e+07,-1.525e+09,-1.25e+08,8.7e+08,-3.2e+08,0,-3.2e+08,2.51e+08,6.76e+08,8.7e+07,8.7e+07,1.3e+07,1e+08,7.7e+07,4.934e+09,7.45e+08,0.00766,-0.04662,-0.02308,-0.00088,-5.32143,0.46046,25.15576,0.03109,-1.13821,-1.1191,24.41463,49.3252,6.05691,1.01626,-0.00136,0.06772,-0.89286,-564.55844,-1890.04348
"44","2021_Q1",208.864754098361,"Up",3.183e+09,3.189e+09,-6e+06,-2.834e+09,-1.924e+09,-9.1e+08,3.49e+08,-1.59e+08,3.61e+08,3.61e+08,-5.2e+08,1.9e+08,1.9e+08,-1.3e+07,1.77e+08,1.77e+08,1.77e+08,1.77e+08,4.9794e+10,6.845e+09,4.2949e+10,7.819e+09,7.819e+09,1.3109e+10,1.3109e+10,7.0722e+10,9.5161e+10,9.5161e+10,9.5161e+10,1.65883e+11,1.55072e+11,1.998e+09,1.53074e+11,2e+08,1.55272e+11,4.744e+09,4.744e+09,1.60016e+11,8.825e+09,-1.8879e+10,1.5292e+10,6.29e+08,5.867e+09,5.867e+09,1.65883e+11,1.77e+08,5.7e+07,-1.505e+09,2.55e+08,-1.016e+09,-4e+07,-4.56e+08,2.3e+07,-4.73e+08,-1.22e+08,8.12e+08,-4.04e+08,1e+06,-4.05e+08,-1.27e+08,1.59e+08,-1.33e+09,-1.33e+09,1.4e+07,-1.316e+09,4.06e+08,4.944e+09,6.34e+08,0.10964,0.05561,0.03017,0.00107,3.58192,0.45547,27.2739,0.0298,1.46523,1.43552,26.34934,48.56788,5.24834,1.00993,0.02766,0.05864,0.68927,-110.46798,-128.51003
"45","2021_Q2",244.61253968254,"Up",3.35e+09,3.355e+09,-5e+06,-2.656e+09,-1.998e+09,-6.58e+08,6.94e+08,-2.01e+08,-4.2e+07,-4.2e+07,-1.59e+08,4.93e+08,4.93e+08,-5.6e+07,4.37e+08,4.37e+08,4.37e+08,4.37e+08,4.8866e+10,5.787e+09,4.3079e+10,8.038e+09,8.038e+09,1.2767e+10,1.2767e+10,6.9671e+10,9.6066e+10,9.6066e+10,9.6066e+10,1.65737e+11,1.5453e+11,1.832e+09,1.52698e+11,2e+08,1.5473e+11,5.505e+09,5.505e+09,1.60235e+11,8.985e+09,-1.94e+10,1.56e+10,3.17e+08,5.502e+09,5.502e+09,1.65737e+11,4.37e+08,6e+07,-2.07e+08,-1.29e+09,-1e+09,-2.2e+07,-6.63e+08,-1.24e+08,-8.09e+08,-1.29e+08,6.62e+08,-4.7e+08,2954860.37192195,-4.7e+08,3.7e+08,4.33e+08,-1.376e+09,-1.376e+09,9e+06,-1.367e+09,7.54e+08,5.705e+09,-5.02e+08,0.20716,0.13045,0.07943,0.00264,-1.14874,0.45027,29.12305,0.03442,3.64775,3.5761,27.96327,45.92654,-4.19032,1.07679,0.0505,-0.04479,0.29519,-57.24271,-62.19164
"46","2021_Q3",254.9428125,"Up",3.418e+09,3.42e+09,-2e+06,-2.53e+09,-2.063e+09,-4.67e+08,8.88e+08,-1.67e+08,-3.26e+08,-1089890194.50381,1.59e+08,7.21e+08,7.21e+08,-1.3e+08,5.91e+08,5.91e+08,5.91e+08,5.91e+08,5.0572e+10,7.216e+09,4.3356e+10,8.03e+09,8.03e+09,1.3547e+10,1.3547e+10,7.2149e+10,9.9554e+10,9.9554e+10,9.9554e+10,1.71703e+11,1.60426e+11,2.034e+09,1.58392e+11,2e+08,1.60626e+11,5.391e+09,5.391e+09,1.66017e+11,9.052e+09,-1.9883e+10,1.6057e+10,4.6e+08,5.686e+09,5.686e+09,1.71703e+11,5.91e+08,6e+07,3.06e+08,9.74e+08,1.931e+09,-3.3e+07,8e+06,-7.5e+07,-1e+08,-1.26e+08,-1.9e+07,-4.41e+08,4406480.49589594,-4.41e+08,5.2e+07,-5.34e+08,1.297e+09,1.297e+09,0,1.297e+09,9.48e+08,5.591e+09,2.019e+09,0.2598,0.17291,0.10394,0.00344,3.41624,0.44917,29.1975,0.03256,4.93322,4.83633,28.53088,47.46244,16.85309,1.05175,0.06358,0.17904,0.2132,-47.44831,-50.65428
"47","2021_Q4",289.37859375,"Up",2.903e+09,2.903e+09,-3473062.4391047,-1.397e+09,-2.107e+09,7.1e+08,1.506e+09,-2.36e+08,-2.36e+08,-1892653592.67175,-271475378.05591,1.27e+09,1.27e+09,-2.39e+08,1.031e+09,1.031e+09,1.031e+09,1.031e+09,4.3492e+10,7.804e+09,3.5688e+10,1.592e+10,1.592e+10,1.343e+10,1.343e+10,7.2842e+10,9.7884e+10,9.7884e+10,9.7884e+10,1.70726e+11,1.59825e+11,2.146e+09,1.57679e+11,2e+08,1.60025e+11,4.994e+09,4.994e+09,1.65019e+11,9.121e+09,-2.0468e+10,1.6955e+10,9.9e+07,5.707e+09,5.707e+09,1.70726e+11,-1.028e+09,-1.2e+08,-9.9e+07,3.16e+08,-9.31e+08,5.5e+07,8.182e+09,1.99e+08,8.436e+09,-1.29e+08,6.02e+08,-5.56e+08,4154860.37192195,-5.56e+08,4.43e+08,3.6e+08,7.865e+09,7.865e+09,-1.8e+07,7.847e+09,1.386e+09,5.194e+09,1.996e+09,0.51877,0.35515,0.18066,0.00604,1.93598,0.45519,28.91519,0.03042,8.99651,8.76701,25.33159,49.7993,17.4171,1.12565,0.10641,0.1831,0.12512,-27.63203,-25.43028
"48","2022_Q1",296.97435483871,"Up",3.76e+09,3.765e+09,-5e+06,-2.707e+09,-2.282e+09,-4.25e+08,1.053e+09,-1.87e+08,4.13e+08,-1769590194.50381,-6e+08,8.66e+08,8.66e+08,-1.65e+08,7.01e+08,7.01e+08,7.01e+08,7.01e+08,4.5242e+10,7.248e+09,3.7994e+10,1.6205e+10,1.6205e+10,9.7491e+10,9.7491e+10,1.58938e+11,1.7024e+10,1.7024e+10,1.7041e+10,1.75979e+11,2.527e+09,2.527e+09,152615484014.829,2e+08,1.56195e+11,4.996e+09,1.4099e+10,1.70294e+11,9.223e+09,-2.1066e+10,1.7525e+10,3000000.00000003,5.685e+09,5.685e+09,1.75979e+11,2.76e+09,9.8e+07,-1.204e+09,1.671e+09,3.325e+09,-1.2e+08,-1.0668e+10,-5.43e+08,-1.1907e+10,-1.27e+08,3.41e+08,-5.62e+08,999999.999999999,-5.63e+08,1.812e+09,1.464e+09,-7.118e+09,-7.118e+09,7e+06,-7.111e+09,1.151e+09,5.196e+09,2.867e+09,0.28005,0.18644,0.12331,0.00398,4.08987,1.01756,29.95497,0.02953,6.11693,5.96088,32.80977,49.60733,25.01745,1.1082,0.04143,0.14346,0.18117,-34.79235,-38.03039
"49","2022_Q2",264.120967741935,"Down",3.655e+09,3.657e+09,-2e+06,-2.551e+09,-2.244e+09,-3.07e+08,1.104e+09,-1.81e+08,-4e+07,-39999999.9999995,-1.41e+08,9.23e+08,9.23e+08,-1.62e+08,7.61e+08,7.61e+08,7.61e+08,7.61e+08,4.4959e+10,6.742e+09,3.8217e+10,1.6193e+10,1.6193e+10,8.9669e+10,8.9669e+10,1.50821e+11,1.6704e+10,1.6704e+10,1.6704e+10,1.67525e+11,1.48992e+11,2.05e+09,1.46942e+11,2e+08,1.49192e+11,4.486e+09,1.3323e+10,1.62515e+11,9.351e+09,-2.1599e+10,1.8153e+10,-8.95e+08,5.01e+09,5.01e+09,1.67525e+11,7.61e+08,-1.2e+07,1.1e+08,-4.5e+08,4.09e+08,-4.4e+07,-1.76e+09,1.39e+08,-1.665e+09,-1.29e+08,2.3e+08,-5.41e+08,-6258100.61986992,-5.41e+08,9.58e+08,5.18e+08,-7.38e+08,-7.38e+08,-2e+07,-7.58e+08,1.092e+09,4.686e+09,7.6e+08,0.30205,0.20821,0.1519,0.00454,0.99869,1.01092,32.43812,0.02797,6.69305,6.54905,32.146,44.06332,6.68426,1.13456,0.04802,0.04101,0.16951,-36.88004,-36.47917
"50","2022_Q3",260.713125,"Down",3.508e+09,3.511e+09,-3e+06,-2.364e+09,-2.13e+09,-2.34e+08,1.144e+09,-1.89e+08,-3.3e+08,3976816990.83969,1.41e+08,9.55e+08,9.55e+08,-1.99e+08,7.56e+08,7.56e+08,7.56e+08,7.56e+08,4.7651e+10,7.561e+09,4.009e+10,1.6366e+10,1.6366e+10,7.7758e+10,7.7758e+10,1.41775e+11,1.6703e+10,1.6703e+10,1.6722e+10,1.58497e+11,2.206e+09,2.206e+09,143136047955.513,2e+08,1.39684e+11,4.902e+09,1.4509e+10,1.54193e+11,9.383e+09,-2.2051e+10,1.8767e+10,-1.795e+09,4.304e+09,4.304e+09,1.58497e+11,7.56e+08,8e+06,2.11e+08,4.34e+08,1.409e+09,-4e+07,-2.952e+09,3.1e+07,-2.927e+09,-1.37e+08,1.594e+09,-4.48e+08,-18819441.4876878,-4.48e+08,1.08e+09,2.089e+09,570999999.999998,570999999.999998,0,5.71e+08,1.152e+09,5.102e+09,1.745e+09,0.32611,0.21551,0.17565,0.00477,2.3082,1.01497,35.82551,0.03219,6.73197,6.60839,31.23776,38.32591,15.53874,1.21995,0.04697,0.09178,0.18122,-36.9349,-37.19318
