"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"22","2016_Q3",4.3665625,"Down",8.91e+08,-8.32e+08,5.9e+07,-4e+07,-4e+07,1.9e+07,-9e+06,-9e+06,0,1e+07,-3.7e+07,-2.7e+07,-1.3e+07,-4e+07,-4e+07,-4.2e+07,-4.2e+07,4e+07,4e+07,3.76e+08,3.76e+08,5.47e+08,1.23e+08,1.23e+08,1.086e+09,1.801e+09,1.358e+09,1.01e+08,1.025e+09,1.71e+08,3.159e+09,4.245e+09,4.73e+08,4.74e+08,6.1e+08,1.246e+09,1.188e+09,5.6e+07,1.856e+09,2.33e+09,3.771e+09,-1.2e+08,-1.176e+09,-5.76e+08,1.899e+09,1.6e+07,1.915e+09,4.245e+09,-4e+07,5.4e+07,2.6e+07,2.3e+07,6.3e+07,-5.2e+07,-7e+06,-5.9e+07,-1e+06,-1000000.00000001,3000000.00000001,3000000.00000001,2999999.99999999,7.3e+07,6.11e+08,5.7e+07,0.06622,0.02132,-0.04714,-0.02193,-0.00989,-1.35714,2.29114,1.21671,0.14393,-0.46771,-0.46771,9.92205,21.14699,0.63474,-0.01113,0.01511,7.82192,30.05263
"23","2016_Q4",3.64746031746032,"Down",8.88e+08,-8.41e+08,4.7e+07,-3.7e+07,-3.7e+07,1e+07,-9e+06,-1e+07,1e+06,1e+06,0,1e+06,1.4e+07,1.5e+07,1.5e+07,1.4e+07,1.4e+07,5.5e+07,5.5e+07,3.74e+08,3.74e+08,5.61e+08,1.19e+08,1.19e+08,1.109e+09,1.839e+09,1.364e+09,9.9e+07,1.022e+09,1.82e+08,3.203e+09,4.312e+09,4.76e+08,4.77e+08,7.26e+08,1.173e+09,1.116e+09,5.5e+07,1.899e+09,2.376e+09,3.773e+09,-1.2e+08,-1.162e+09,-5.72e+08,1.919e+09,1.7e+07,1.936e+09,4.312e+09,1.5e+07,5.1e+07,-6.9e+07,-1.5e+07,-1.8e+07,-7.8e+07,-4e+06,-8.2e+07,1.16e+08,1.15e+08,1.5e+07,1.5e+07,1.5e+07,6.1e+07,7.27e+08,-4.6e+07,0.05293,0.01126,0.01577,0.00723000000000001,0.00325000000000001,-3.28571,2.32495,1.22727,0.1686,0.15573,0.15487,9.87764,21.34594,-0.51168,0.00365,-0.01199,11.01639,67.2
"24","2017_Q1",3.96709677419355,"Up",8.89e+08,-8.48e+08,4.1e+07,-3.4e+07,-3.4e+07,7e+06,-1.6e+07,-9e+06,-7e+06,-9e+06,-2.5e+07,-3.4e+07,-1e+07,-4.4e+07,-4.4e+07,-4.5e+07,-4.5e+07,3.5e+07,3.5e+07,3.58e+08,3.58e+08,5.7e+08,1.18e+08,1.18e+08,1.081e+09,1.842e+09,1.354e+09,7e+07,1.039e+09,1.64e+08,3.196e+09,4.277e+09,4.66e+08,4.67e+08,7.61e+08,1.338e+09,1.281e+09,5.5e+07,2.099e+09,2.566e+09,3.775e+09,-1.2e+08,-1.207e+09,-7.55e+08,1.693e+09,1.8e+07,1.711e+09,4.277e+09,-4.4e+07,4.9e+07,3e+07,-5e+06,3e+07,-7.2e+07,-1.2e+07,-8.4e+07,3.5e+07,3.5e+07,-1.9e+07,-1.9e+07,-2e+07,5.6e+07,7.62e+08,-1.1e+07,0.04612,0.00787,-0.05062,-0.0263,-0.01052,0.24444,2.31478,1.49971,0.17816,-0.49834,-0.50111,9.84496,18.74862,-0.12182,-0.01181,-0.00289,12.98214,103.85714
"25","2017_Q2",3.96761904761905,"Up",8.72e+08,-8.32e+08,4e+07,-4.2e+07,-4.2e+07,-2e+06,-1.1e+07,-1.1e+07,0,-1.3e+07,-4e+06,-1.7e+07,-2.9e+07,-4.6e+07,-4.6e+07,-4.7e+07,-4.7e+07,3.9e+07,3.9e+07,3.7e+08,3.7e+08,6.08e+08,1.2e+08,1.2e+08,1.137e+09,1.866e+09,1.332e+09,6.8e+07,1.054e+09,1.29e+08,3.198e+09,4.335e+09,4.68e+08,4.69e+08,8.8e+08,1.312e+09,1.251e+09,5.6e+07,2.192e+09,2.661e+09,3.778e+09,-1.2e+08,-1.257e+09,-7.46e+08,1.655e+09,1.9e+07,1.674e+09,4.335e+09,-4.6e+07,5.1e+07,6e+06,-5e+07,-3.9e+07,-6.9e+07,-5e+06,-7.4e+07,1.18e+08,1.18e+08,5e+06,5e+06,5e+06,4.9e+07,8.81e+08,-4.1e+07,0.04587,-0.00229,-0.0539,-0.02808,-0.01084,0.87234,2.42431,1.58961,0.20323,-0.52106,-0.52106,9.66741,18.34812,-0.45455,-0.01215,-0.0106,17.18367,-421
"26","2017_Q3",3.77142857142857,"Down",8.58e+08,-8.04e+08,5.4e+07,-3.7e+07,-3.7e+07,1.7e+07,-7e+06,-1.2e+07,5e+06,1e+07,-6.4e+07,-5.4e+07,-1.9e+07,-7.3e+07,-7.3e+07,-7.4e+07,-7.4e+07,4.4e+07,4.4e+07,3.47e+08,3.47e+08,5.5e+08,1.01e+08,1.01e+08,1.042e+09,1.779e+09,1.35e+09,6.7e+07,1.064e+09,1.38e+08,3.129e+09,4.171e+09,4.18e+08,4.19e+08,8.39e+08,1.303e+09,1.238e+09,5.7e+07,2.142e+09,2.561e+09,3.781e+09,-1.2e+08,-1.331e+09,-7.4e+08,1.59e+09,2e+07,1.61e+09,4.171e+09,-7.3e+07,5e+07,5.2e+07,7e+07,9.9e+07,-4.7e+07,-1.1e+07,-5.8e+07,-4.1e+07,-4.1e+07,0,0,3e+06,6.7e+07,8.4e+08,1.09e+08,0.06294,0.01981,-0.08625,-0.04596,-0.01774,-1.47297,2.48687,1.59068,0.20139,-0.81949,-0.81949,9.50166,17.60797,1.20709,-0.01972,0.02904,11.8806,46.82353
"27","2017_Q4",6.47777777777778,"Up",8.85e+08,-7.9e+08,9.5e+07,-4.3e+07,-4.3e+07,5.2e+07,-7e+06,-1.3e+07,6e+06,4.5e+07,-4e+06,4.1e+07,-1.5e+07,2.6e+07,2.6e+07,2.4e+07,2.4e+07,3.8e+07,3.8e+07,3.77e+08,3.77e+08,5.55e+08,1.25e+08,1.25e+08,1.095e+09,1.737e+09,1.4e+09,6.6e+07,1.09e+09,1.63e+08,3.137e+09,4.232e+09,4.49e+08,4.49e+08,8.32e+08,1.322e+09,1.249e+09,6.4e+07,2.154e+09,2.603e+09,3.783e+09,-1.2e+08,-1.307e+09,-7.49e+08,1.607e+09,2.2e+07,1.629e+09,4.232e+09,2.6e+07,5.2e+07,-1.1e+07,-2.8e+07,3.9e+07,-1.7e+07,-1.9e+07,-3.6e+07,-6e+06,-6e+06,-3e+06,-3e+06,0,1.04e+08,8.32e+08,7.4e+07,0.10734,0.05876,0.02712,0.01473,0.00567,3.08333,2.43875,1.59791,0.1966,0.26519,0.26201,9.77901,17.75691,0.81768,0.00634,0.01956,7.63462,15.26923
"28","2018_Q1",7.46704918032787,"Up",8.98e+08,-7.94e+08,1.04e+08,-5e+07,-5e+07,5.4e+07,-1.8e+07,-1.3e+07,-5e+06,3.6e+07,0,3.6e+07,-2.1e+07,1.5e+07,1.5e+07,1.3e+07,1.3e+07,6e+06,6e+06,3.99e+08,3.99e+08,5.26e+08,1.13e+08,1.13e+08,1.044e+09,1.716e+09,1.387e+09,6.5e+07,1.076e+09,1.65e+08,3.103e+09,4.147e+09,4.2e+08,4.21e+08,7.88e+08,1.338e+09,1.257e+09,6.8e+07,2.126e+09,2.547e+09,3.793e+09,-1.2e+08,-1.294e+09,-7.8e+08,1.599e+09,1e+06,1.6e+09,4.147e+09,1.5e+07,5.1e+07,1.5e+07,-2.2e+07,5.9e+07,-1e+07,-1.4e+07,-2.4e+07,-5.3e+07,-6.8e+07,-3.3e+07,-3.3e+07,-3.7e+07,1.05e+08,7.89e+08,9.4e+07,0.11581,0.06013,0.01448,0.00812,0.00313,7.23077,2.47981,1.59188,0.19026,0.14286,0.14461,9.86813,17.57143,1.03297,0.00349,0.02522,7.45714,14.5
"29","2018_Q2",8.04875,"Up",8.74e+08,-7.83e+08,9.1e+07,-4.3e+07,-4.3e+07,4.8e+07,-2e+07,-1.3e+07,-7e+06,2.8e+07,1.3e+07,4.1e+07,-3.1e+07,1e+07,1e+07,1e+07,1e+07,1.3e+07,1.3e+07,3.84e+08,3.84e+08,5.77e+08,1.09e+08,1.09e+08,1.083e+09,1.684e+09,1.355e+09,6.4e+07,1.023e+09,1.87e+08,3.039e+09,4.122e+09,4.44e+08,4.45e+08,7.78e+08,1.283e+09,1.198e+09,6.6e+07,2.061e+09,2.506e+09,3.796e+09,-1.2e+08,-1.284e+09,-7.77e+08,1.615e+09,1e+06,1.616e+09,4.122e+09,1e+07,5.3e+07,7e+06,-8e+06,6.2e+07,-2.5e+07,-2.1e+07,-4.6e+07,-9e+06,-1e+07,6e+06,6e+06,5e+06,1.01e+08,7.79e+08,9.9e+07,0.10412,0.05492,0.01144,0.00619,0.00243,9.9,2.43371,1.55074,0.18899,0.10965,0.10753,9.58333,17.70833,1.08553,0.00272,0.02692,7.58416,15.95833
"30","2018_Q3",10.017619047619,"Up",9.76e+08,-8.16e+08,1.6e+08,-4.2e+07,-4.2e+07,1.18e+08,-1.4e+07,-1.1e+07,-3e+06,1.04e+08,1.5e+07,1.19e+08,-4.7e+07,7.2e+07,7.2e+07,7.2e+07,7.2e+07,6e+06,6e+06,3.87e+08,3.87e+08,5.47e+08,1.68e+08,1.68e+08,1.108e+09,1.669e+09,1.248e+09,6.3e+07,9.41e+08,1.63e+08,2.917e+09,4.025e+09,4.38e+08,4.39e+08,6.74e+08,1.22e+09,1.148e+09,7.1e+07,1.894e+09,2.333e+09,3.797e+09,-1.2e+08,-1.212e+09,-7.74e+08,1.691e+09,1e+06,1.692e+09,4.025e+09,7.2e+07,5.4e+07,1e+07,2.2e+07,1.58e+08,-2.6e+07,-3.7e+07,-6.3e+07,-1.05e+08,-1.05e+08,-1e+07,-1e+07,-1.1e+07,1.72e+08,6.75e+08,2.15e+08,0.16393,0.1209,0.07377,0.04255,0.01789,2.98611,2.52392,1.37884,0.1677,0.78861,0.77253,10.69003,18.52136,2.35487,0.02007,0.05994,3.88953,5.66949
"31","2018_Q4",9.11142857142857,"Down",9.74e+08,-7.99e+08,1.75e+08,-4e+07,-4e+07,1.35e+08,2e+06,-1.2e+07,1.4e+07,1.37e+08,1.3e+07,1.5e+08,-3.3e+07,1.17e+08,1.17e+08,1.17e+08,1.17e+08,7.2e+07,7.2e+07,3.68e+08,3.68e+08,5.11e+08,3.96e+08,1.54e+08,1.347e+09,1.545e+09,1.253e+09,6.2e+07,9.24e+08,1.86e+08,2.798e+09,4.145e+09,4.47e+08,5.27e+08,6.44e+08,1.164e+09,1.09e+09,7.3e+07,1.808e+09,2.335e+09,3.798e+09,-1.2e+08,-1.095e+09,-7.74e+08,1.809e+09,1e+06,1.81e+09,4.145e+09,1.17e+08,5.4e+07,-1.5e+07,-2.5e+07,1.31e+08,-4.1e+07,3e+06,-3.8e+07,-3e+07,-3e+07,6.3e+07,6.3e+07,6.4e+07,1.89e+08,6.45e+08,1.56e+08,0.17967,0.1386,0.12012,0.06464,0.02823,1.33333,2.55598,1.29006,0.15561,1.28149,1.25268,10.66813,19.8138,1.70865,0.03233,0.04311,3.03175,4.24444
"32","2019_Q1",7.74590163934426,"Down",9.32e+08,-8.38e+08,9.4e+07,-4e+07,-4e+07,5.4e+07,-1e+07,-1.1e+07,1e+06,4.4e+07,3.3e+07,7.7e+07,-4.1e+07,3.6e+07,3.6e+07,3.6e+07,3.6e+07,3.04e+08,3.04e+08,3.47e+08,3.47e+08,5.08e+08,1.45e+08,1.45e+08,1.304e+09,1.515e+09,1.116e+09,5e+07,8.76e+08,1.9e+08,2.631e+09,3.935e+09,4.27e+08,6.5e+08,4.22e+08,1.328e+09,1.257e+09,7.1e+07,1.75e+09,2.4e+09,3.802e+09,-1.2e+08,-1.198e+09,-9.5e+08,1.534e+09,1e+06,1.535e+09,3.935e+09,3.6e+07,5.1e+07,1.2e+07,-1.5e+07,8.4e+07,2.73e+08,2e+07,2.93e+08,0,-1.36e+08,2.41e+08,2.41e+08,2.38e+08,1.05e+08,6.45e+08,4.04e+08,0.10086,0.05794,0.03863,0.02345,0.00915,11.22222,2.00615,1.56352,0.16391,0.39387,0.38462,10.19694,16.78337,4.42013,0.04903,0.11517,3.24762,6.31481
"33","2019_Q2",6.49777777777778,"Down",7.95e+08,-6.94e+08,1.01e+08,-3.7e+07,-3.7e+07,6.4e+07,-1.3e+07,-9e+06,-4e+06,5.1e+07,1.2e+07,6.3e+07,-2.1e+07,4.2e+07,4.2e+07,4.2e+07,4.2e+07,6.9e+07,6.9e+07,3.53e+08,3.53e+08,5.56e+08,1.4e+08,1.4e+08,1.118e+09,1.492e+09,1.192e+09,5.1e+07,8.72e+08,2.69e+08,2.684e+09,3.802e+09,4.33e+08,4.41e+08,4.22e+08,1.359e+09,1.247e+09,1.12e+08,1.781e+09,2.222e+09,3.802e+09,-1.2e+08,-1.156e+09,-9.47e+08,1.579e+09,1e+06,1.58e+09,3.802e+09,4.2e+07,4e+07,-5e+06,-5.4e+07,2.3e+07,-2.6e+07,-7e+06,-3.3e+07,-2.25e+08,-2.25e+08,-2.35e+08,-2.35e+08,-2.34e+08,1.04e+08,4.23e+08,4.5e+07,0.12704,0.0805,0.05283,0.02658,0.01105,1.07143,2.53515,1.40633,0.11126,0.45455,0.44728,8.6039,17.08874,0.48701,0.01249,0.01338,3.40385,5.53125
"34","2019_Q3",5.03953125,"Down",7.55e+08,-6.79e+08,7.6e+07,-3.6e+07,-3.6e+07,4e+07,-8e+06,-7e+06,-1e+06,3.2e+07,1.2e+07,4.4e+07,-1.9e+07,2.5e+07,2.5e+07,2.5e+07,2.5e+07,9.8e+07,9.8e+07,3.33e+08,3.33e+08,5.3e+08,1.09e+08,1.09e+08,1.07e+09,1.479e+09,1.203e+09,5e+07,8.69e+08,2.84e+08,2.682e+09,3.752e+09,3.76e+08,3.85e+08,4.22e+08,1.345e+09,1.231e+09,1.14e+08,1.767e+09,2.152e+09,3.803e+09,-1.25e+08,-1.131e+09,-9.48e+08,1.599e+09,1e+06,1.6e+09,3.752e+09,2.5e+07,4.2e+07,999999.999999998,4e+06,7.2e+07,-1.7e+07,-1.9e+07,-3.6e+07,0,-7e+06,2.9e+07,2.9e+07,29000000.0000001,8.2e+07,4.23e+08,8.8e+07,0.10066,0.05298,0.03311,0.01562,0.00666,3.52,2.77922,1.345,0.11274,0.27056,0.26681,8.171,17.30519,0.95238,0.00742,0.02613,3.96341,8.125
"35","2019_Q4",3.8396875,"Down",7.05e+08,-6.94e+08,1.1e+07,-3e+07,-3e+07,-1.9e+07,-2.5e+07,-8e+06,-1.7e+07,-4.4e+07,1.3e+07,-3.1e+07,-1.2e+07,-4.3e+07,-4.3e+07,-4.3e+07,-4.3e+07,6.9e+07,6.9e+07,3.14e+08,3.14e+08,5.22e+08,1.03e+08,1.03e+08,1.008e+09,1.477e+09,1.186e+09,4.9e+07,8.46e+08,2.91e+08,2.663e+09,3.671e+09,3.96e+08,4.05e+08,4.23e+08,1.291e+09,1.179e+09,1.12e+08,1.714e+09,2.119e+09,3.803e+09,-1.32e+08,-1.174e+09,-9.46e+08,1.551e+09,1e+06,1.552e+09,3.671e+09,-4.3e+07,4.2e+07,-1.8e+07,4.4e+07,2.5e+07,-3.7e+07,-1.3e+07,-5e+07,0,-7e+06,-3.2e+07,-3.2e+07,-3.2e+07,2.3e+07,4.24e+08,4.2e+07,0.0156,-0.02695,-0.06099,-0.02771,-0.01171,-0.976740000000001,2.48889,1.36534,0.1155,-0.47305,-0.47046,7.75578,17.06271,0.46205,-0.01316,0.01286,15.43478,-18.68421
"36","2020_Q1",2.7641935483871,"Down",6.68e+08,-5.2e+08,1.48e+08,-2e+08,-3.3e+07,-5.2e+07,-7e+06,-7e+06,0,-5.9e+07,-6e+06,-6.5e+07,-6e+06,-7.1e+07,-7.1e+07,-7.1e+07,-7.1e+07,3e+06,3e+06,2.73e+08,2.73e+08,5.22e+08,1.09e+08,1.09e+08,9.07e+08,1.459e+09,1.26e+09,4.8e+07,9.15e+08,2.97e+08,2.719e+09,3.626e+09,3.42e+08,3.51e+08,4.48e+08,1.592e+09,1.46e+09,1.32e+08,2.04e+09,2.391e+09,3.802e+09,-1.44e+08,-1.245e+09,-1.179e+09,1.234e+09,1e+06,1.235e+09,3.626e+09,-7.1e+07,4.3e+07,2e+06,-9e+06,-3.5e+07,-3e+07,-1.3e+07,-4.3e+07,2.5e+07,1.1e+07,-6.7e+07,-6.7e+07,-6.6e+07,-9000000.00000001,4.49e+08,-4.2e+07,0.22156,-0.07784,-0.10629,-0.05749,-0.01958,0.59155,2.58405,1.93603,0.12383,-0.78977,-0.81986,7.43048,13.72636,-0.46719,-0.02167,-0.01282,-49.55556,-8.57692
"37","2020_Q2",1.75190476190476,"Down",6.89e+08,-6.23e+08,6.6e+07,-7.6e+07,-3.4e+07,-1e+07,1.9e+07,-9e+06,2.8e+07,9e+06,1.7e+07,2.6e+07,-2.7e+07,-1e+06,-1e+06,-1e+06,-1e+06,1.16e+08,1.16e+08,2.99e+08,2.99e+08,5.6e+08,1.09e+08,1.09e+08,1.084e+09,1.583e+09,1.192e+09,4.7e+07,8.16e+08,3.29e+08,2.775e+09,3.859e+09,3.28e+08,3.38e+08,8.19e+08,1.468e+09,1.343e+09,1.25e+08,2.287e+09,2.625e+09,3.804e+09,-1.44e+08,-1.246e+09,-1.181e+09,1.233e+09,1e+06,1.234e+09,3.859e+09,-1e+06,4.2e+07,-1e+07,-8e+07,-4.9e+07,-2.1e+07,-1.1e+07,-2.06e+08,3.68e+08,3.68e+08,1.13e+08,1.13e+08,1.1e+08,3.2e+07,8.21e+08,-4.2e+07,0.09579,-0.01451,-0.00145,-0.000809999999999991,-0.000260000000000003,42,3.2071,2.12723,0.21275,-0.01135,-0.01135,7.82066,13.99546,-0.47673,-0.000279999999999999,-0.01192,22.03125,-70.5
"38","2020_Q3",3.46515625,"Up",6.12e+08,-5.43e+08,6.9e+07,-7.2e+07,-3.2e+07,-2999999.99999999,1e+06,-9e+06,1e+07,-2e+06,1.3e+07,1.1e+07,-5e+06,5999999.99999999,5999999.99999999,6e+06,6e+06,2.7e+07,2.7e+07,2.39e+08,2.39e+08,5.06e+08,1.1e+08,1.1e+08,8.82e+08,1.524e+09,1.261e+09,6.6e+07,8.37e+08,3.27e+08,2.785e+09,3.667e+09,3e+08,3.1e+08,6.28e+08,1.479e+09,1.349e+09,1.3e+08,2.107e+09,2.417e+09,3.805e+09,-1.45e+08,-1.24e+09,-1.171e+09,1.249e+09,1e+06,1.25e+09,3.667e+09,5999999.99999999,4e+07,-2.1e+07,1e+08,1.25e+08,-7e+06,-1.6e+07,-20999999.9999999,-1.91e+08,-1.92e+08,-8.8e+07,-8.8e+07,-85999999.9999999,3.7e+07,6.3e+08,1.35e+08,0.11275,-0.00490000000000001,0.0098,0.0048,0.00164,22.5,2.84516,1.9336,0.1718,0.0681,0.06795,6.94665,14.17707,1.53235,0.00179,0.04019,16.2973,-201
"39","2020_Q4",5.03359375,"Up",7.3e+08,-5.55e+08,1.75e+08,-7.8e+07,-3.5e+07,9.7e+07,-2.2e+07,-8e+06,-1.4e+07,7.5e+07,5e+06,8e+07,-2.3e+07,5.7e+07,5.7e+07,5.7e+07,5.7e+07,2e+07,2e+07,2.73e+08,2.73e+08,5.11e+08,1.04e+08,1.04e+08,9.08e+08,1.503e+09,1.267e+09,6.5e+07,8.25e+08,3.46e+08,2.77e+09,3.678e+09,3.39e+08,3.49e+08,5.59e+08,1.47e+09,1.337e+09,1.33e+08,2.029e+09,2.378e+09,3.805e+09,-1.63e+08,-1.183e+09,-1.16e+09,1.299e+09,1e+06,1.3e+09,3.678e+09,5.7e+07,4.3e+07,8e+06,-8e+06,1e+08,-1.6e+07,-5e+06,-2.1e+07,-6.9e+07,-8.7e+07,-8e+06,-8e+06,-7e+06,1.4e+08,5.61e+08,1.39e+08,0.23973,0.13288,0.07808,0.04385,0.0155,2.4386,2.60172,1.82923,0.15253,0.66279,0.65972,8.48837,15.10465,1.61628,0.01711,0.04173,3.86429,5.57731999999999
"40","2021_Q1",8.20573770491803,"Up",7.69e+08,-6.33e+08,1.36e+08,-7.9e+07,-3.5e+07,5.7e+07,-3.6e+07,-8e+06,-2.8e+07,2.1e+07,-7.7e+07,-5.6e+07,4e+06,-5.2e+07,-5.2e+07,-5.2e+07,-5.2e+07,1.13e+08,1.13e+08,2.3e+08,2.3e+08,4.62e+08,9.5e+07,9.5e+07,9e+08,1.441e+09,1.389e+09,6.3e+07,9.15e+08,3.8e+08,2.83e+09,3.73e+09,3.69e+08,3.8e+08,5.59e+08,1.709e+09,1.562e+09,1.47e+08,2.268e+09,2.648e+09,3.804e+09,-1.74e+08,-1.235e+09,-1.314e+09,1.081e+09,1e+06,1.082e+09,3.73e+09,-5.2e+07,4.4e+07,6.7e+07,9.9e+07,1.58e+08,-2e+07,-2.9e+07,-4.9e+07,0,-1.1e+07,9.8e+07,9.8e+07,1e+08,1.01e+08,5.61e+08,1.76e+08,0.17685,0.07412,-0.06762,-0.04806,-0.01394,-3.38462,2.36842,2.44732,0.1504,-0.6326,-0.62802,9.35523,13.15085,2.14112,-0.01551,0.05251,4.43564,7.85965
"41","2021_Q2",13.012380952381,"Up",8.73e+08,-6.06e+08,2.67e+08,-8.7e+07,-4.6e+07,1.8e+08,-5.1e+07,-6e+06,-4.5e+07,1.29e+08,-1e+06,1.28e+08,-4e+07,8.8e+07,8.8e+07,8.7e+07,8.7e+07,3.3e+07,3.3e+07,2.92e+08,2.92e+08,5.12e+08,1.05e+08,1.05e+08,9.42e+08,1.412e+09,1.374e+09,6.1e+07,8.74e+08,4.08e+08,2.786e+09,3.728e+09,3.98e+08,4.09e+08,4.8e+08,1.652e+09,1.507e+09,1.45e+08,2.132e+09,2.541e+09,3.802e+09,-1.91e+08,-1.148e+09,-1.278e+09,1.185e+09,2e+06,1.187e+09,3.728e+09,8.8e+07,4.1e+07,3.4e+07,-8.9e+07,7.4e+07,-1.4e+07,-2.9e+07,-4.3e+07,-7.6e+07,-9.9e+07,-6.8e+07,-6.8e+07,-6.8e+07,2.21e+08,4.82e+08,1.58e+08,0.30584,0.20619,0.09966,0.07329,0.02334,1.81609,2.30318,2.14069,0.12929,1.07143,1.06227,10.75123,14.5936,1.94581,0.0262,0.04758,2.03167,2.49444
"42","2021_Q3",11.69875,"Down",1.14e+09,-6.59e+08,4.81e+08,-7.6e+07,-3.6e+07,4.05e+08,-5.4e+07,-5e+06,-4.9e+07,3.51e+08,4e+06,3.55e+08,-8.7e+07,2.68e+08,2.68e+08,2.68e+08,2.68e+08,1.77e+08,1.77e+08,3.09e+08,3.09e+08,4.92e+08,8.8e+07,8.8e+07,1.066e+09,1.406e+09,1.356e+09,6e+07,7.96e+08,4.69e+08,2.762e+09,3.828e+09,5.2e+08,5.32e+08,3e+08,1.609e+09,1.482e+09,1.27e+08,1.909e+09,2.441e+09,3.805e+09,-1.94e+08,-9.61e+08,-1.265e+09,1.385e+09,2e+06,1.387e+09,3.828e+09,2.68e+08,4e+07,4.8e+07,4.5e+07,4.01e+08,-3.3e+07,-5.7e+07,-9e+07,-1.81e+08,-1.83e+08,1.28e+08,1.28e+08,1.28e+08,4.45e+08,3.03e+08,5.44e+08,0.42193,0.35526,0.23509,0.19322,0.07001,2.02985,2.00376,1.75991,0.07915,3.30049,3.27228,14.03941,17.05665,6.69951,0.08124,0.1649,0.28315,0.31111
"43","2021_Q4",12.62640625,"Up",8.17e+08,-6.41e+08,1.76e+08,-7.4e+07,-3.2e+07,1.02e+08,1.5e+07,-5e+06,2e+07,1.17e+08,3e+06,1.2e+08,-4e+07,8e+07,8e+07,8e+07,8e+07,1.19e+08,1.19e+08,2.79e+08,2.79e+08,5.09e+08,1.16e+08,1.16e+08,1.023e+09,1.406e+09,1.338e+09,5.9e+07,7.35e+08,5.13e+08,2.744e+09,3.767e+09,4.37e+08,4.47e+08,3e+08,1.555e+09,1.415e+09,1.4e+08,1.855e+09,2.302e+09,3.805e+09,-2.08e+08,-8.81e+08,-1.253e+09,1.463e+09,2e+06,1.465e+09,3.767e+09,8e+07,4.2e+07,1e+06,-1.8e+07,1.05e+08,4.7e+07,-1.18e+08,-7.1e+07,0,-9.3e+07,-5.9e+07,-5.9e+07,-6e+07,1.44e+08,3.03e+08,2.13e+08,0.21542,0.12485,0.09792,0.05461,0.02124,2.6625,2.28859,1.57133,0.08044,1.00756,0.99875,10.28967,18.42569,2.68262,0.04785,0.0641,1.27778,1.80392
"44","2022_Q1",13.4420967741935,"Up",8.34e+08,-7.08e+08,1.26e+08,-8.5e+07,-4.4e+07,4.1e+07,-1e+06,-5e+06,4e+06,4e+07,-1.39e+08,-9.9e+07,-2.8e+07,-1.27e+08,-1.27e+08,-1.28e+08,-1.28e+08,1.12e+08,1.12e+08,2.57e+08,2.57e+08,5.1e+08,1.1e+08,1.1e+08,9.89e+08,1.27e+09,1.279e+09,5.7e+07,6.53e+08,5.38e+08,2.549e+09,3.538e+09,4.21e+08,4.31e+08,3e+08,1.29e+09,1.151e+09,1.39e+08,1.59e+09,2.021e+09,3.807e+09,-2.22e+08,-1.009e+09,-1.062e+09,1.514e+09,3e+06,1.517e+09,3.538e+09,-1.27e+08,4.1e+07,1.83e+08,-2.9e+07,6.8e+07,-1.11e+08,5.3e+07,-5.8e+07,-1e+06,-1.7e+07,-6999999.99999997,-6999999.99999997,-7e+06,8.2e+07,3.02e+08,-3e+07,0.15108,0.04916,-0.15348,-0.08438,-0.03618,0.23438,2.29466,1.33223,0.08536,-1.61209,-1.598,10.50378,19.06801,-0.37783,-0.04117,-0.00965,2.31707,4.63415
