"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","derivative_hedging_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",14.891935483871,"Up",4.023e+09,-2.844e+09,1.179e+09,-8.66e+08,-3e+08,-5.41e+08,3.13e+08,-4.6e+08,-3.43e+08,-1.3e+08,1.3e+07,-1.47e+08,-7.11e+08,-8.58e+08,5.9e+07,-7.99e+08,-1.055e+09,-9.87e+08,-9.87e+08,9.38e+08,9.38e+08,1.058e+09,1.058e+09,7.21e+08,3.997e+09,4.04e+08,1.217e+09,4.48e+08,6.714e+09,1.5369e+10,8.599e+09,1.973e+09,6.62e+08,1.81e+08,1.12e+09,4.438e+09,2.3968e+10,3.0682e+10,1.803e+09,8.13e+08,9.9e+08,5.16e+08,2.383e+09,1.092e+09,1.291e+09,4.702e+09,1.6187e+10,5.301e+09,2e+07,2.84e+08,4.997e+09,2.1488e+10,2.619e+10,8.362e+09,4e+06,8.358e+09,-3.787e+09,-1.35e+08,2.041e+09,4.492e+09,3.0682e+10,-7.99e+08,-1.055e+09,5.41e+08,6.64e+08,6.64e+08,-7999999.99999997,-1.3e+08,3.31e+08,-4.9e+07,-1.91e+08,-1.91e+08,1.4e+07,-5.69e+08,-1e+07,-2.7e+08,2.26e+08,-3.4e+07,-2.07e+08,-4.45e+08,67000000.0000001,7e+06,7.4e+07,8.54e+08,1.6703e+10,7.38e+08,0.29306,0.0778,-0.24534,-0.21972,-0.03217,-0.74772,1.4279,5.83037,0.54439,-3.10377,-3.11356,12.65094,6.41824,2.32075,-0.03687,0.02785,18.46019,50.36741
"29","2017_Q2",15.0865079365079,"Up",2.382e+09,-1.862e+09,5.2e+08,-5.34e+08,-2.6e+08,-2.57e+08,-1.4e+07,-1.59e+08,-2.25e+08,5.3e+07,1.3e+07,-1.73e+08,0,-1.73e+08,4e+06,-1.69e+08,-2.03e+08,-1.63e+08,-1.63e+08,1.513e+09,1.513e+09,9.74e+08,9.74e+08,1.14e+09,1.813e+09,4.54e+08,9.59e+08,4e+08,5.44e+09,1.7942e+10,6.038e+09,1.957e+09,6.62e+08,2.26e+08,1.148e+09,1.822e+09,2.398e+10,2.942e+10,1.759e+09,8.72e+08,8.87e+08,1.688e+09,7.5e+08,7.47e+08,3e+06,4.197e+09,1.8689e+10,2.477e+09,2e+07,3.15e+08,2.142e+09,2.1166e+10,2.5363e+10,8.379e+09,4e+06,8.375e+09,-4.238e+09,-1.24e+08,1.625e+09,4.057e+09,2.942e+10,-1.69e+08,-2.03e+08,2.57e+08,-1.1e+07,-1.1e+07,-1.59e+08,-1.59e+08,-6.7e+07,-2.2e+08,-3e+06,-3e+06,1e+07,-2.81e+08,-9e+06,1.6e+07,0,-2.8e+07,-1.53e+08,-5.01e+08,-3.52e+08,-7e+06,-3.59e+08,2.43e+08,2.0377e+10,-1.4e+08,0.2183,-0.00588,-0.06843,-0.04018,-0.00554,0.8589,1.29616,6.25166,0.69262,-0.51582,-0.51582,7.53797,5.14241,-0.44304,-0.00572,-0.0052,77.62963,-1347.42857
"30","2017_Q3",21.3046031746032,"Up",2.701e+09,-1.842e+09,8.59e+08,-4.99e+08,-2.21e+08,-2.6e+08,3.6e+08,-1.97e+08,-2.46e+08,3.6e+07,1.3e+07,1.63e+08,-61000000.0000001,1.02e+08,-3e+06,98999999.9999999,-6.42e+08,-6.27e+08,-6.27e+08,7.52e+08,7.52e+08,1.162e+09,1.162e+09,7.13e+08,1.842e+09,4e+08,9.21e+08,4.88e+08,4.469e+09,1.5302e+10,5.434e+09,1.893e+09,6.62e+08,2.26e+08,1.127e+09,1.315e+09,2.0736e+10,2.5205e+10,1.584e+09,7.74e+08,8.1e+08,1.042e+09,8.94e+08,7.11e+08,1.83e+08,3.52e+09,1.6061e+10,2.09e+09,2e+07,2.93e+08,1.777e+09,1.8151e+10,2.1671e+10,8.387e+09,4e+06,8.383e+09,-4.874e+09,-1e+08,1.021e+09,3.534e+09,2.5205e+10,99000000.0000001,-6.42e+08,2.6e+08,40000000.0000001,40000000.0000001,-2.05e+08,-2.05e+08,1.41e+08,-2.58e+08,-1.3e+07,-1.3e+07,-6e+06,-2.64e+08,-1e+07,4e+08,0,-1.27e+08,1.71e+08,4.8e+07,2.14e+08,-1e+06,2.13e+08,6.2e+08,1.7103e+10,1.6e+08,0.31803,0.13328,-0.23214,-0.17742,-0.02488,-0.25518,1.2696,6.13214,0.67856,-1.98418,-1.98418,8.54747,3.23101,0.50633,-0.02715,0.00703999999999999,26.37258,45.4194399999999
"31","2017_Q4",24.5474603174603,"Up",2.163e+09,-1.885e+09,2.78e+08,-1.09e+08,-1.53e+08,2.7e+07,1.69e+08,3.4e+07,3.9e+07,-2.2e+07,1.7e+07,2.03e+08,-1.3e+07,1.9e+08,-4e+06,1.86e+08,1.63e+08,1.71e+08,1.71e+08,1.223e+09,1.223e+09,1.274e+09,1.274e+09,6.3e+08,1.633e+09,3.54e+08,6.78e+08,5.68e+08,4.76e+09,1.5332e+10,5.378e+09,1.838e+09,6.62e+08,2.06e+08,1.138e+09,1.329e+09,2.071e+10,2.547e+10,1.741e+09,9.11e+08,8.3e+08,1.247e+09,7.17e+08,5.22e+08,1.95e+08,3.705e+09,1.5871e+10,2.119e+09,2.1e+07,3.07e+08,1.791e+09,1.799e+10,2.1695e+10,8.373e+09,4e+06,8.369e+09,-4.713e+09,-9.1e+07,1.183e+09,3.775e+09,2.547e+10,1.86e+08,1.63e+08,-2.7e+07,1.83e+08,1.83e+08,1.04e+08,1.04e+08,6.62e+08,6.72e+08,4e+06,4e+06,5e+07,1.23e+08,-9e+06,-4.51e+08,0,-3.5e+07,-2.32e+08,5.53e+08,6.59e+08,-2e+06,6.57e+08,1.42e+08,1.7118e+10,9.22e+08,0.12853,0.07813,0.07906,0.0453,0.00671,5.39181,1.28475,5.74702,0.67208,0.53943,0.53106,6.82334,3.73186,2.90852,0.00782,0.04007,111.93662,94.05325
"32","2018_Q1",25.0188524590164,"Up",3.383e+09,-1.947e+09,1.436e+09,-8.88e+08,-2.73e+08,-5.66e+08,5.48e+08,-4.12e+08,-4.58e+08,5.1e+07,-5e+06,1.36e+08,-1.637e+09,-1.501e+09,-5e+06,-1.506e+09,-1.655e+09,-1.534e+09,-1.534e+09,7.67e+08,7.67e+08,9.6e+08,9.6e+08,4.86e+08,2.297e+09,1.79e+08,7.95e+08,5.02e+08,4.51e+09,6.435e+09,1.2605e+10,5.07e+08,5.39e+08,1.59e+08,1.82e+08,1.1212e+10,1.904e+10,2.355e+10,1.537e+09,7.68e+08,7.69e+08,2.04e+08,1.671e+09,5.37e+08,1.134e+09,3.412e+09,9.375e+09,8.717e+09,2.1e+07,1.43e+08,8.553e+09,1.8092e+10,2.1504e+10,8.381e+09,4e+06,8.377e+09,-6.269e+09,-7.2e+07,-3.46e+08,2.046e+09,2.355e+10,-1.664e+09,-1.655e+09,5.66e+08,1.697e+09,1.697e+09,2.68e+08,2.24e+08,6.51e+08,-1.152e+09,-2.9e+07,-2.9e+07,-5.7e+07,-6.44e+08,-1e+07,-43000000.0000001,-2e+06,4.7e+07,-2.71e+08,-2.64e+08,-3.7e+08,9e+06,-3.61e+08,1.114e+09,9.579e+09,2.35e+08,0.42448,0.16199,-0.45344,-0.74976,-0.06514,-0.15319,1.32181,10.51026,0.40675,-4.80878,-4.88535,10.60502,-1.08464,0.73668,-0.07492,0.01155,7.91023,16.08029
"33","2018_Q2",29.2253125,"Up",2.421e+09,-1.558e+09,8.63e+08,-4.39e+08,-1.91e+08,-2.35e+08,4.24e+08,-1.72e+08,-1.67e+08,-2e+06,-3e+06,2.52e+08,-2e+07,2.32e+08,1e+06,2.33e+08,2.33e+08,2.79e+08,2.79e+08,7.64e+08,7.64e+08,9.03e+08,9.03e+08,5.28e+08,2.362e+09,3.26e+08,1.226e+09,7.21e+08,4.557e+09,1.3911e+10,5.284e+09,1.726e+09,5.39e+08,3.54e+08,1.011e+09,1.518e+09,1.9195e+10,2.3752e+10,1.481e+09,8.19e+08,6.62e+08,9.56e+08,1.271e+09,7.9e+08,4.81e+08,3.708e+09,1.5607e+10,2.099e+09,2e+07,2.64e+08,1.815e+09,1.7706e+10,2.1414e+10,8.383e+09,4e+06,8.379e+09,-5.982e+09,-6.1e+07,-1.34e+08,2.338e+09,2.3752e+10,2.33e+08,2.33e+08,2.35e+08,2.78e+08,2.78e+08,-3.89e+08,-3.89e+08,3.57e+08,-3.41e+08,-6.2e+07,-6.2e+07,5e+06,-4.32e+08,-1e+07,-4.9e+07,-9.3e+07,1.03e+08,-4.9e+07,-1.24e+08,-1.24e+08,0,-1.24e+08,6.59e+08,1.6563e+10,-7.2e+07,0.35646,0.17513,0.11524,0.11933,0.01175,-0.25806,1.22896,9.15911,0.69733,0.87736,0.86646,7.61321,-0.42138,-0.22642,0.01376,-0.00343,23.9742,37.26179
"34","2018_Q3",30.352380952381,"Up",2.922e+09,-2.051e+09,8.71e+08,-4.54e+08,-2.11e+08,-2.27e+08,4.17e+08,-2.04e+08,-2.02e+08,1.8e+07,-2e+07,2.13e+08,-8.4e+07,1.29e+08,-8e+06,1.21e+08,9.6e+07,71999999.9999998,7.2e+07,9.8e+08,9.8e+08,1.371e+09,1.371e+09,4.85e+08,1.917e+09,3.28e+08,1.075e+09,4.14e+08,4.753e+09,1.2774e+10,5.42e+09,1.86e+09,5.39e+08,4.26e+08,1.055e+09,1.414e+09,1.8194e+10,2.2947e+10,1.723e+09,1.004e+09,7.19e+08,9.52e+08,9.88e+08,7.09e+08,2.79e+08,3.663e+09,1.5016e+10,2.128e+09,1.7e+07,2.85e+08,1.826e+09,1.7144e+10,2.0807e+10,8.485e+09,4e+06,8.481e+09,-5.92e+09,-6e+07,-3.66e+08,2.14e+09,2.2947e+10,1.21e+08,9.6e+07,2.5e+08,14999999.9999998,14999999.9999998,-2.19e+08,-2.19e+08,1.67e+08,-3.2e+08,-2.22e+08,-2.22e+08,-1.63e+08,-7.14e+08,-9e+06,8.06e+08,-4.07e+08,8.2e+07,4.72e+08,-7.5e+07,-74999999.9999999,0,-75000000.0000001,6.67e+08,1.5968e+10,1.36e+08,0.29808,0.14271,0.02464,0.03364,0.00314,1.88889,1.29757,9.7229,0.69586,0.232260000000001,0.2293,9.42581,-1.18065,0.43871,0.004,0.00671999999999999,22.47076,35.94245
"35","2018_Q4",34.6509523809524,"Up",2.452e+09,-2.121e+09,3.31e+08,-7.7e+07,-1.89e+08,9.2e+07,2.54e+08,3.7e+07,8e+06,1e+07,1.9e+07,2.91e+08,-3.2e+07,2.59e+08,-1.2e+07,2.47e+08,-4.8e+07,-7.1e+07,-7.1e+07,1.359e+09,1.359e+09,1.297e+09,1.297e+09,4.08e+08,1.221e+09,2.48e+08,8.92e+08,7.7e+07,4.285e+09,3.599e+09,3.566e+09,6.02e+08,5.39e+08,3.92e+08,4.52e+08,1.57e+09,7.165e+09,1.145e+10,1.497e+09,8.38e+08,6.59e+08,5.93e+08,6.33e+08,5.5e+08,8.3e+07,2.723e+09,6.835e+09,2.809e+09,1.8e+07,3.57e+08,2.434e+09,9.644e+09,1.2367e+10,8.457e+09,4e+06,8.453e+09,-6.001e+09,-5.8e+07,-9.36e+08,-9.17e+08,1.145e+10,2.47e+08,-4.8e+07,-8.2e+07,-1.41e+08,-1.41e+08,2.1e+08,2.1e+08,5.58e+08,1.895e+09,7.5e+07,7.5e+07,-1.72e+08,1.087e+09,-9e+06,-7.32e+08,-5e+08,-2.51e+08,-1.089e+09,5.56e+08,5.32e+08,1e+06,5.33e+08,1.72e+08,7.428e+09,2.289e+09,0.13499,0.10359,-0.02896,0.07743,-0.0062,-32.23944,1.57363,-13.48637,0.64873,-0.23746,-0.23746,8.20067,-3.13043,7.65552,-0.00665,0.2456,35.28488,23.8937
"36","2019_Q1",37.5119672131148,"Up",1.683e+09,-1.378e+09,3.05e+08,-2.5e+08,-2.08e+08,-50999999.9999999,5.5e+07,-1.17e+08,-1.22e+08,-1.7e+07,2.2e+07,-61999999.9999999,-9.1e+07,-1.53e+08,1.2e+07,-1.41e+08,-1.3e+07,-1.2e+07,-1.2e+07,5.63e+08,5.63e+08,1.024e+09,1.024e+09,4.12e+08,1.601e+09,3.02e+08,1.051e+09,5e+07,3.6e+09,3.048e+09,3.98e+09,5.91e+08,5.73e+08,3.17e+08,4.12e+08,1.029e+09,7.028e+09,1.0628e+10,1.543e+09,8.63e+08,6.8e+08,71999999.9999999,7.83e+08,6.73e+08,1.1e+08,2.398e+09,6.449e+09,2.996e+09,6.5e+07,3.04e+08,2.627e+09,9.445e+09,1.1843e+10,8.514e+09,4e+06,8.51e+09,-6.022e+09,-9.4e+07,-1.234e+09,-1.215e+09,1.0628e+10,-1.41e+08,-1.3e+07,1.8e+07,2.48e+08,2.48e+08,1.2e+08,60999999.9999999,2.95e+08,-1.603e+09,1.53e+09,-33999999.9999999,-4.2e+07,-1.46e+08,-9e+06,-6.59e+08,1.021e+09,-1.281e+09,-8.6e+08,-7.11e+08,-8.07e+08,0,-8.07e+08,72999999.9999999,6.521e+09,-1.422e+09,0.18122,0.03268,-0.00713000000000001,0.00988,-0.00113,118.5,1.50125,-9.74733,0.61357,-0.04152,-0.0404,5.82353,-4.2699,-4.92042,-0.000359999999999998,-0.17128,81.61644,108.32727
"37","2019_Q2",34.191746031746,"Down",2.165e+09,-1.651e+09,5.14e+08,-2.79e+08,-1.94e+08,-8.5e+07,2.35e+08,-1.23e+08,-1.14e+08,-2.1e+07,1.2e+07,1.12e+08,-1.4e+07,9.8e+07,-4e+06,9.4e+07,4.82e+08,4.82e+08,4.82e+08,8.59e+08,8.59e+08,8.98e+08,8.98e+08,3.91e+08,1.31e+09,2.85e+08,9.99e+08,2.6e+07,3.458e+09,2.65e+09,3.422e+09,5.8e+08,5.73e+08,3.47e+08,3.87e+08,1.49e+09,6.072e+09,9.53e+09,1.247e+09,6.97e+08,5.5e+08,1.24e+08,5.74e+08,4.89e+08,8.5e+07,1.945e+09,6.895e+09,2.21e+09,6.2e+07,3.5e+08,1.798e+09,9.105e+09,1.105e+10,8.477e+09,4e+06,8.473e+09,-5.548e+09,-9.6e+07,-1.538e+09,-1.52e+09,9.53e+09,9.4e+07,4.82e+08,9.2e+07,-1.98e+08,-1.98e+08,-1.23e+08,-1.23e+08,-1.27e+08,1.248e+09,0,-282943080.859033,-1.19e+08,1.196e+09,-8e+06,-3.7e+07,-7.45e+08,-1e+06,-7.48e+08,3.21e+08,2.72e+08,-834104.871547957,2.72e+08,3.27e+08,7.019e+09,1.456e+09,0.23741,0.10855,0.22263,-0.31711,0.05058,3.02075,1.77789,-7.26974,0.73652,1.73381,1.72143,7.78777,-5.53237,5.23741,0.06356,0.18887,18.83792,26.21277
"38","2019_Q3",32.8115625,"Down",2.465e+09,-1.845e+09,6.2e+08,-2.96e+08,-2.11e+08,-8.5e+07,3.24e+08,-8.5e+07,-1.05e+08,0,2e+07,2.39e+08,-5.1e+07,1.88e+08,1e+06,1.89e+08,2.02e+08,2.01e+08,2.01e+08,2.94e+08,2.94e+08,1.049e+09,1.049e+09,3.7e+08,1.332e+09,2.77e+08,1.013e+09,4.2e+07,3.045e+09,2.61e+09,3.516e+09,5.61e+08,5.73e+08,4.26e+08,3.83e+08,1.518e+09,6.126e+09,9.171e+09,1.324e+09,7.23e+08,6.01e+08,8.7e+07,8.83e+08,7.78e+08,1.05e+08,2.294e+09,5.794e+09,2.712e+09,7.1e+07,3.74e+08,2.267e+09,8.506e+09,1.08e+10,8.492e+09,4e+06,8.488e+09,-5.355e+09,-9.9e+07,-1.648e+09,-1.629e+09,9.171e+09,1.89e+08,2.02e+08,9.2e+07,5e+08,5e+08,-2.65e+08,-2.65e+08,5.16e+08,1.04e+08,-1e+06,-428886873.519685,-8.3e+07,-91000000.0000002,-8e+06,-6.15e+08,-2.92e+08,-57000000.0000002,-9.72e+08,-5.47e+08,-5.47e+08,-1190215.05715702,-5.47e+08,4.16e+08,5.881e+09,2.54e+08,0.25152,0.13144,0.08154,-0.12339,0.02192,1.26367999999999,1.32738,-6.62983,0.64126,0.75564,0.75,9.26692,-6.19549,0.95489,0.03001,0.03647,13.43029,17.24383
"39","2019_Q4",35.92421875,"Up",2.996e+09,-2.153e+09,8.43e+08,-3.01e+08,-2.1e+08,-9.1e+07,5.42e+08,-5.3e+07,-9.9e+07,2.9e+07,1.7e+07,4.89e+08,-1.09e+08,3.8e+08,-6e+06,3.74e+08,3.72e+08,3.72e+08,3.72e+08,2.43e+08,2.43e+08,1.376e+09,1.376e+09,3.64e+08,1.204e+09,2.71e+08,8.99e+08,3.4e+07,3.187e+09,2.615e+09,3.725e+09,8.28e+08,5.91e+08,3.58e+08,4.05e+08,1.49e+09,6.34e+09,9.527e+09,1.491e+09,8.66e+08,6.25e+08,3.02e+08,7.71e+08,6.68e+08,1.03e+08,2.564e+09,5.798e+09,2.717e+09,7e+07,3.64e+08,2.283e+09,8.515e+09,1.1079e+10,8.498e+09,4e+06,8.494e+09,-4.991e+09,-1.58e+08,-1.571e+09,-1.552e+09,9.527e+09,3.74e+08,3.72e+08,7.7e+07,1.09e+08,1.09e+08,-5.2e+07,-5.2e+07,5.08e+08,-2.42e+08,-3.47e+08,-3.48e+08,1e+08,-4.91e+08,-8e+06,2.13e+08,1.04e+09,-1.323e+09,-7.8e+07,-6.1e+07,-6.1e+07,-1226595.10981698,-6.1e+07,6.19e+08,6.1e+09,3.31e+08,0.28138,0.18091,0.12417,-0.23969,0.03905,0.88978,1.24298,-7.13853,0.64029,1.46457,1.45312,11.79528,-6.18504,1.30315,0.05231,0.04556,9.46204,10.80627
"40","2020_Q1",31.4638709677419,"Down",2.195e+09,-1.654e+09,5.41e+08,-3.52e+08,-1.45e+08,-1.12e+08,1.89e+08,-8.4e+07,-9.5e+07,-6e+06,1.7e+07,1.05e+08,1.5e+07,1.2e+08,3.343e+09,3.463e+09,3.385e+09,3.383e+09,3.383e+09,3.45e+08,3.45e+08,1.025e+09,1.025e+09,3.83e+08,1.335e+09,2.45e+08,8.6e+08,2.3e+08,3.088e+09,2.593e+09,6.85e+09,7.89e+08,5.79e+08,3.1e+08,3.88e+08,1.498e+09,9.443e+09,1.2531e+10,1.385e+09,7.22e+08,6.63e+08,88000000.0000001,8.86e+08,7.81e+08,1.05e+08,2.359e+09,5.803e+09,2.691e+09,1.7e+07,3.22e+08,2.352e+09,8.494e+09,1.0853e+10,8.505e+09,4e+06,8.501e+09,-1.616e+09,-1.92e+08,1.658e+09,1.678e+09,1.2531e+10,3.463e+09,3.385e+09,1.12e+08,-3.154e+09,-3.154e+09,9.5e+07,3.9e+07,5.16e+08,-1.327e+09,1.287e+09,-7e+06,-6.2e+07,-5.8e+07,-8000000.00000001,-2.16e+08,0,-1.26e+08,-3.5e+08,1.08e+08,1.08e+08,-1101509.58251761,1.08e+08,3.01e+08,5.891e+09,-4.274e+09,0.24647,0.0861,1.54123,2.01609,0.26997,-1.26338,1.30903,6.46782,0.47011,13.532,13.4246,8.78,6.632,-17.096,0.33051,-0.41657,18.42525,29.34392
"41","2020_Q2",30.3574603174603,"Down",2.019e+09,-1.457e+09,5.62e+08,-3.23e+08,-1.9e+08,-1.09e+08,2.39e+08,-8.2e+07,-9.8e+07,-1.1e+07,2.7e+07,1.57e+08,-1.3e+07,1.44e+08,-2.3e+07,1.21e+08,1.21e+08,1.21e+08,1.21e+08,7.59e+08,7.59e+08,9.15e+08,9.15e+08,3.72e+08,1.433e+09,2.9e+08,1.084e+09,5.9e+07,3.479e+09,2.573e+09,6.77e+09,7.69e+08,5.79e+08,4.34e+08,3.5e+08,1.373e+09,9.343e+09,1.2822e+10,1.258e+09,7.08e+08,5.5e+08,6.4e+08,9.54e+08,8.32e+08,1.22e+08,2.852e+09,5.807e+09,2.627e+09,1.5e+07,3.7e+08,2.242e+09,8.434e+09,1.1286e+10,8.502e+09,4e+06,8.498e+09,-1.57e+09,-2.07e+08,1.536e+09,1.536e+09,1.2822e+10,1.21e+08,1.21e+08,1.09e+08,5.9e+07,5.9e+07,-8.1e+07,-9e+07,2.08e+08,-7.4e+07,1.5e+07,258432713.546472,-9e+06,-6.8e+07,-209351464.554557,-1e+06,-324595835.534631,3.68e+08,2.93e+08,4.33e+08,4.33e+08,-973223.028248691,4.33e+08,3.48e+08,6.447e+09,2.16e+08,0.27836,0.11838,0.05993,0.07878,0.00944,1.78512,1.21985,7.34766,0.50281,0.4879,0.48594,8.14113,6.19355,0.87097,0.0114,0.02036,16.34483,23.79916
"42","2020_Q3",30.72421875,"Up",2.238e+09,-1.434e+09,8.04e+08,-3.21e+08,-1.87e+08,-1.1e+08,4.83e+08,-7e+07,-9.5e+07,1.2e+07,1.3e+07,4.13e+08,1e+06,4.14e+08,-1.01e+08,3.13e+08,3.13e+08,3.13e+08,3.13e+08,4.18e+08,4.18e+08,1.015e+09,1.015e+09,3.88e+08,1.255e+09,2.84e+08,9.27e+08,4.4e+07,3.076e+09,2.533e+09,6.728e+09,7.33e+08,5.79e+08,4.39e+08,3.72e+08,1.435e+09,9.261e+09,1.2337e+10,1.317e+09,7.36e+08,5.81e+08,7e+06,8.33e+08,7.28e+08,1.05e+08,2.157e+09,5.81e+09,2.62e+09,1.7e+07,2.99e+08,2.304e+09,8.43e+09,1.0587e+10,8.509e+09,4000000.00000001,8.505e+09,-1.331e+09,-1.94e+08,1.75e+09,1.75e+09,1.2337e+10,3.13e+08,3.13e+08,1.1e+08,8.5e+07,8.5e+07,-2.4e+07,-7.3e+07,4.84e+08,-4.6e+07,-5e+06,-5000000.00000012,-2.6e+07,-7.7e+07,-1.48e+08,-8.4e+07,1e+06,-6.05e+08,-7.62e+08,-3.55e+08,-3.55e+08,-1e+06,-3.56e+08,5.93e+08,5.817e+09,6.24e+08,0.35925,0.21582,0.13986,0.17886,0.02537,1.99361,1.42605,6.04971,0.47151,1.28279,1.27755,9.17213,7.17213,2.55738,0.04525,0.06125,9.10455,11.17805
"43","2020_Q4",30.89,"Up",2.809e+09,-2.034e+09,7.75e+08,-3.4e+08,-2.15e+08,-9.9e+07,4.35e+08,-5.1e+07,-9.9e+07,3.6e+07,1.2e+07,3.84e+08,-4.3e+07,3.41e+08,-9.2e+07,2.49e+08,2.49e+08,2.49e+08,2.49e+08,6.97e+08,6.97e+08,1.126e+09,1.126e+09,3.3e+08,9.34e+08,2.58e+08,6.55e+08,2.1e+07,3.087e+09,2.573e+09,6.565e+09,7.21e+08,5.79e+08,3.15e+08,3.76e+08,1.487e+09,9.138e+09,1.2225e+10,1.404e+09,7.53e+08,6.51e+08,3e+06,5.79e+08,4.95e+08,8.4e+07,1.986e+09,5.792e+09,2.513e+09,1.7e+07,3.18e+08,2.178e+09,8.305e+09,1.0291e+10,8.515e+09,4e+06,8.511e+09,-1.157e+09,-1.9e+08,1.934e+09,1.934e+09,1.2225e+10,2.49e+08,2.49e+08,9.9e+07,3.72e+08,3.72e+08,-2.6e+07,3.2e+07,6.94e+08,-4.7e+07,-2.72e+08,-2.72e+08,-2e+07,-3.39e+08,-7.3e+07,-1e+06,0,-2.4e+07,-9.8e+07,2.57e+08,2.57e+08,-1e+06,2.56e+08,5.34e+08,5.795e+09,5.53e+08,0.2759,0.15486,0.08864,0.12875,0.02037,2.22088,1.55438,5.3211,0.47403,1.0122,1.0081,11.4187,7.86179,2.24797,0.03144,0.05399,9.54682,11.71954
"44","2021_Q1",37.6660655737705,"Up",2.027e+09,-1.615e+09,4.12e+08,-3.69e+08,-2.18e+08,-1.17e+08,4.3e+07,-1.14e+08,-1.09e+08,-2e+07,1.5e+07,-7.1e+07,-6.7e+07,-1.38e+08,-3.5e+07,-1.73e+08,-1.73e+08,-1.73e+08,-1.73e+08,3.905e+09,3.905e+09,9.04e+08,9.04e+08,3.27e+08,8.92e+08,2.57e+08,5.6e+08,7.5e+07,6.028e+09,2.547e+09,6.327e+09,6.68e+08,5.79e+08,2.61e+08,3.46e+08,1.407e+09,8.874e+09,1.4902e+10,1.327e+09,6.49e+08,6.78e+08,1e+06,5.87e+08,4.99e+08,8.8e+07,1.915e+09,8.691e+09,2.616e+09,1.9e+07,3.85e+08,2.212e+09,1.1307e+10,1.3222e+10,8.517e+09,-3152335859.70843,8.517e+09,-1.403e+09,-2.06e+08,1.68e+09,1.68e+09,1.4902e+10,-1.73e+08,-1.73e+08,1.17e+08,4.76e+08,4.76e+08,31000000.0000001,0,4.51e+08,-7.3e+07,5.9e+07,-7000000.00000048,3999999.99999994,-10000000.0000002,-1.983e+09,2.897e+09,-7.45058059692383e-09,1.857e+09,2.771e+09,3.212e+09,3.212e+09,0,3.212e+09,1.6e+08,8.692e+09,1.53e+08,0.20326,0.02121,-0.08535,-0.10298,-0.01161,-0.88439,3.14778,7.87024,0.58328,-0.71488,-0.71193,8.37603,28.54545,0.63223,0.13936,0.01178,29.91875,111.32558
