"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",143.43393442623,"Down",5.702e+09,-4.717e+09,9.85e+08,-5.93e+08,-5.66e+08,-2.7e+07,3.92e+08,-5.8e+07,-4e+07,-1.8e+07,3.34e+08,-1.25e+08,2.09e+08,-4.81e+08,-2.72e+08,-2.72e+08,4e+06,-2.68e+08,-2.68e+08,1.196e+09,1.196e+09,2.665e+09,2.665e+09,2.988e+09,1.081e+09,1.081e+09,7.93e+09,4.033e+09,8.075e+09,3.118e+09,2.591e+09,2.013e+09,3.53e+08,1.2108e+10,2.0038e+10,6.324e+09,4.797e+09,1.527e+09,3.76e+08,1.805e+09,1.805e+09,8.505e+09,4.392e+09,2.013e+09,1.381e+09,1.029e+09,3.52e+08,6.32e+08,6.405e+09,1.491e+10,2.851e+09,-3.674e+09,7.352e+09,-2.331e+09,4.198e+09,9.3e+08,5.128e+09,2.0038e+10,-2.72e+08,1.67e+08,1.402e+09,1.297e+09,-2.57e+08,-3.21e+08,-7.7e+07,-6.1e+08,-1.99e+08,1e+06,-8.88e+08,88000000.0000001,8.8e+07,8e+06,9.6e+07,5.59e+08,4.768e+09,2.185e+09,0.17275,0.06875,-0.047,-0.05226,-0.01337,-8.15299,0.93239,2.90757,0.23795,-3.74825,-3.69655,79.74825,58.71329,30.55944,1.07692,-0.01604,0.18347,-0.28731,6.38998,9.11224
"33","2018_Q2",131.52828125,"Down",4.911e+09,-4.099e+09,8.12e+08,-5.25e+08,-5.05e+08,-2e+07,2.87e+08,-3.4e+07,-4.2e+07,8e+06,2.53e+08,-1.44e+08,1.09e+08,-1.5e+07,9.4e+07,9.4e+07,0,9.4e+07,9.4e+07,1.041e+09,1.041e+09,2.657e+09,2.657e+09,3.346e+09,1.047e+09,1.047e+09,8.091e+09,3.97e+09,8.278e+09,3.157e+09,2.604e+09,2.17e+09,3.47e+08,1.2248e+10,2.0339e+10,5.912e+09,4.643e+09,1.269e+09,6.32e+08,2.399e+09,2.399e+09,8.943e+09,4.19e+09,1.986e+09,1.344e+09,9.96e+08,3.48e+08,6.42e+08,6.176e+09,1.5119e+10,2.866e+09,-3.673e+09,7.44e+09,-2.344e+09,4.289e+09,9.31e+08,5.22e+09,2.0339e+10,9.4e+07,1.77e+08,-9.84e+08,-7.13e+08,-6e+07,-3e+06,-7.8e+07,5.95e+08,5e+06,5e+06,5.22e+08,-1.94e+08,-1.94e+08,2.5e+07,-1.69e+08,4.64e+08,4.822e+09,-5.65e+08,0.16534,0.05844,0.01914,0.01801,0.00462,-6.01064,0.90473,2.89636,0.23708,1.32022,1.30374,68.97472,60.23876,-7.93539,1.09551,0.0143,-0.04697,0.82979,8.14871,13.17422
"34","2018_Q3",115.492222222222,"Down",5.14e+09,-4.26e+09,8.8e+08,-5.61e+08,-5.41e+08,-2e+07,3.19e+08,-1.37e+08,-4.7e+07,-9e+07,1.82e+08,-7.91e+08,-6.09e+08,-30000000.0000001,-6.39e+08,-6.39e+08,-1.8e+07,-6.57e+08,-6.57e+08,1.057e+09,1.057e+09,2.464e+09,2.464e+09,3.032e+09,1.83e+09,9.46e+08,8.383e+09,3.427e+09,7.26e+09,2.499e+09,2.354e+09,2.072e+09,3.35e+08,1.0687e+10,1.907e+10,5.433e+09,4.051e+09,1.382e+09,2.62e+08,2.925e+09,2.925e+09,8.62e+09,4.781e+09,2.325e+09,1.267e+09,9.31e+08,3.36e+08,1.058e+09,7.106e+09,1.5726e+10,2.878e+09,-4.675e+09,6.701e+09,-2.506e+09,2.398e+09,9.46e+08,3.344e+09,1.907e+10,-6.39e+08,1.62e+08,-1.41e+08,1.29e+08,-1.07e+08,-1.06e+08,-8.1e+07,1.127e+09,-9.99e+08,2e+06,4.7e+07,7e+07,69999999.9999999,-6.7e+07,3e+06,4.81e+08,5.043e+09,2.63e+08,0.17121,0.06206,-0.12782,-0.19647,-0.03445,-0.4003,0.97251,4.70275,0.26445,-9.50796,-9.50796,74.38495,34.70333,3.80608,1.17221,-0.05377,0.02455,-0.12329,8.2869,12.4953
"35","2018_Q4",99.9457142857143,"Down",5.326e+09,-4.431e+09,8.95e+08,-5.68e+08,-5.5e+08,-1.8e+07,3.27e+08,-7.6e+07,-5.2e+07,-2.4e+07,2.51e+08,-2.8e+07,2.23e+08,-7e+06,2.16e+08,2.16e+08,-6e+06,2.1e+08,2.1e+08,1.032e+09,1.032e+09,2.881e+09,2.881e+09,2.873e+09,1.675e+09,8.62e+08,8.461e+09,3.396e+09,7.236e+09,2.478e+09,2.325e+09,2.103e+09,3.3e+08,1.0632e+10,1.9093e+10,5.679e+09,4.2e+09,1.479e+09,2.6e+08,3.256e+09,3.256e+09,9.195e+09,4.768e+09,1.822e+09,8.58e+08,5.42e+08,3.16e+08,9.64e+08,6.59e+09,1.5785e+10,2.889e+09,-4.776e+09,6.837e+09,-2.59e+09,2.36e+09,9.48e+08,3.308e+09,1.9093e+10,2.16e+08,1.52e+08,-3.99e+08,-3.1e+07,-1.36e+08,-1.63e+08,-7.3e+07,3.61e+08,-1.01e+08,0,1.81e+08,-1.3e+07,-1.3e+07,-3.2e+07,-4.5e+07,4.79e+08,5.028e+09,-4.9e+07,0.16804,0.0614,0.03943,0.06348,0.011,-0.23333,0.92017,4.77177,0.26334,3.25581,3.21593,82.57364,36.58915,-0.75969,1.13178,0.02786,-0.00482,0.34762,8.34238,12.22018
"36","2019_Q1",117.323606557377,"Up",5.66e+09,-4.71e+09,9.5e+08,-6.1e+08,-5.93e+08,-1.7e+07,3.4e+08,-5.3e+07,-5.1e+07,-1999999.99999999,2.87e+08,-3.1e+07,2.56e+08,-8.6e+07,1.7e+08,1.7e+08,0,1.7e+08,1.7e+08,1.498e+09,1.498e+09,2.21e+09,2.21e+09,2.533e+09,1.657e+09,8.39e+08,7.898e+09,3.414e+09,7.035e+09,2.451e+09,2.296e+09,1.989e+09,2.99e+08,1.0449e+10,1.8347e+10,6.004e+09,4.487e+09,1.517e+09,9.47e+08,2.238e+09,2.238e+09,9.189e+09,4.046e+09,1.907e+09,9.55e+08,6.37e+08,3.18e+08,9.52e+08,5.953e+09,1.5142e+10,2.88e+09,-4.827e+09,6.933e+09,-2.695e+09,2.291e+09,9.14e+08,3.205e+09,1.8347e+10,1.7e+08,1.54e+08,1.52e+09,1.844e+09,-1.27e+08,-1.27e+08,-7.4e+07,-1.111e+09,-40999999.9999999,1e+07,-1.268e+09,4.49e+08,4.49e+08,7e+06,4.56e+08,4.94e+08,4.993e+09,1.973e+09,0.16784,0.06007,0.03004,0.05304,0.00927,11.60588,0.85951,4.72449,0.27214,2.65625,2.72873,88.4375,35.79688,30.82812,1.15625,0.02415,0.19525,0.43529,7.0749,10.27941
"37","2019_Q2",120.263650793651,"Up",4.76e+09,-3.948e+09,8.12e+08,-5.23e+08,-5.05e+08,-1.8e+07,2.89e+08,7.9e+07,-5.1e+07,1.3e+08,3.68e+08,-2.6e+07,3.42e+08,1.32e+08,4.74e+08,4.74e+08,-3e+06,4.71e+08,4.71e+08,1.163e+09,1.163e+09,2.222e+09,2.222e+09,2.96e+09,1.891e+09,9.6e+08,8.236e+09,3.358e+09,8.092e+09,2.456e+09,2.279e+09,2.213e+09,1.144e+09,1.145e+10,1.9686e+10,5.521e+09,4.31e+09,1.211e+09,5.68e+08,3.789e+09,3.789e+09,9.878e+09,4.137e+09,1.952e+09,9.18e+08,6.1e+08,3.08e+08,1.034e+09,6.089e+09,1.5967e+10,2.889e+09,-4.876e+09,7.391e+09,-2.602e+09,2.802e+09,9.17e+08,3.719e+09,1.9686e+10,4.74e+08,1.42e+08,-1.511e+09,-8.95e+08,-8.3e+07,-8.6e+07,-7.3e+07,7.47e+08,-4.7e+07,3e+06,6.27e+08,-3.54e+08,-3.54e+08,1.1e+07,-3.43e+08,4.31e+08,4.705e+09,-1.295e+09,0.17059,0.06071,0.09895,0.12665,0.02393,-2.74947,0.83377,4.29336,0.239,7.35938,7.30233,74.375,43.78125,-20.23438,1.14062,0.05243,-0.12481,0.15499,8.2181,12.25606
"38","2019_Q3",129.7634375,"Up",5.186e+09,-4.254e+09,9.32e+08,-6.02e+08,-5.84e+08,-1.8e+07,3.3e+08,1.1e+07,-5.2e+07,6.3e+07,3.41e+08,-1.39e+08,2.02e+08,-1.3e+08,7.2e+07,7.2e+07,-5e+06,67000000.0000001,67000000.0000001,1.178e+09,1.178e+09,2.387e+09,2.387e+09,3.008e+09,1.93e+09,9.61e+08,8.503e+09,3.318e+09,8.034e+09,2.45e+09,2.26e+09,2.147e+09,1.177e+09,1.1352e+10,1.9855e+10,5.556e+09,4.27e+09,1.286e+09,5.73e+08,3.965e+09,3.965e+09,1.0094e+10,4.155e+09,1.939e+09,9e+08,5.86e+08,3.14e+08,1.039e+09,6.094e+09,1.6188e+10,2.902e+09,-4.876e+09,7.38e+09,-2.657e+09,2.749e+09,9.18e+08,3.667e+09,1.9855e+10,71999999.9999999,1.6e+08,-2.37e+08,74000000.0000005,-1.09e+08,-1.09e+08,-7.6e+07,1.26e+08,1e+06,1e+06,5.1e+07,16000000.0000002,15999999.9999999,-2e+06,13999999.9999999,4.9e+08,4.728e+09,2.74e+08,0.17971,0.06363,0.01292,0.01827,0.00337,4.08955,0.84238,4.41451,0.23813,1.05016,1.04199,81.28527,43.08777,4.29467,1.19122,0.01384,0.02651,1.13433,7.2449,10.75758
"39","2019_Q4",137.77359375,"Up",5.091e+09,-4.35e+09,7.41e+08,-5.08e+08,-4.91e+08,-1.7e+07,2.33e+08,-1.6e+07,-4.5e+07,2.9e+07,2.17e+08,4.6e+08,6.77e+08,-3.13e+08,3.64e+08,3.64e+08,-6e+06,3.58e+08,3.58e+08,9.93e+08,9.93e+08,2.588e+09,2.588e+09,2.883e+09,9.11e+08,9.11e+08,7.375e+09,3.203e+09,7.828e+09,2.42e+09,2.217e+09,2.031e+09,1.16e+09,1.1031e+10,1.8406e+10,5.61e+09,4.229e+09,1.381e+09,5.46e+08,2.344e+09,2.344e+09,8.5e+09,4.105e+09,1.852e+09,8.4e+08,5.3e+08,3.1e+08,1.012e+09,5.957e+09,1.4457e+10,2.898e+09,-4.926e+09,7.659e+09,-2.603e+09,3.028e+09,9.21e+08,3.949e+09,1.8406e+10,3.64e+08,1.41e+08,2.66e+08,2.55e+08,9.2e+08,9.18e+08,-8e+07,-1.183e+09,-4.9e+07,1e+06,-1.319e+09,-1.46e+08,-1.46e+08,-6.4e+07,-2.1e+08,3.74e+08,4.651e+09,1.873e+09,0.14555,0.04577,0.07032,0.09066,0.01945,5.23184,0.86765,3.66093,0.25269,5.62893,5.58502,80.04717,47.61006,29.44969,1.25786,0.04191,0.1792,0.22346,9.78075,15.69957
"40","2020_Q1",120.689838709677,"Down",5.382e+09,-4.356e+09,1.026e+09,-5.78e+08,-5.62e+08,-1.6e+07,4.48e+08,-9.3e+07,-3.9e+07,-5.4e+07,3.55e+08,-45999999.9999999,3.09e+08,-3.7e+07,2.72e+08,2.72e+08,0,2.72e+08,2.72e+08,1.952e+09,1.952e+09,2.198e+09,2.198e+09,2.438e+09,8.1e+08,8.1e+08,7.398e+09,3.301e+09,8.182e+09,2.44e+09,2.225e+09,2.238e+09,1.279e+09,1.1483e+10,1.8881e+10,6.148e+09,4.547e+09,1.601e+09,8.53e+08,1.368e+09,1.368e+09,8.369e+09,4.14e+09,2.254e+09,8.64e+08,5.42e+08,3.22e+08,1.39e+09,6.394e+09,1.4763e+10,2.918e+09,-4.975e+09,7.87e+09,-2.618e+09,3.195e+09,9.23e+08,4.118e+09,1.8881e+10,2.72e+08,1.44e+08,1.38e+09,1.796e+09,-85999999.9999998,-8.7e+07,-7.6e+07,-6.62e+08,-4.5e+07,3e+06,-7.83e+08,9.26e+08,9.26e+08,2.7e+07,9.53e+08,5.92e+08,4.993e+09,1.923e+09,0.19064,0.08324,0.05054,0.06605,0.01441,7.06985,0.88398,3.58499,0.26445,4.29022,4.25665,84.88959,50.39432,30.33123,1.19874,0.03062,0.1692,0.27941,5.13682,6.78795
"41","2020_Q2",106.480476190476,"Down",4.325e+09,-3.622e+09,7.03e+08,-4.35e+08,-4.2e+08,-1.5e+07,2.68e+08,-4.1e+07,-4.2e+07,1e+06,2.27e+08,-5e+06,2.22e+08,-7.3e+07,1.49e+08,1.49e+08,5e+06,1.54e+08,1.54e+08,2.837e+09,2.837e+09,1.931e+09,1.931e+09,2.543e+09,8.51e+08,8.51e+08,8.162e+09,3.156e+09,8.077e+09,2.424e+09,2.185e+09,2.132e+09,1.336e+09,1.1233e+10,1.9395e+10,5.097e+09,4.065e+09,1.032e+09,1.19209289550781e-07,3.479e+09,3.479e+09,8.576e+09,4.662e+09,2.177e+09,8.16e+08,5.01e+08,3.15e+08,1.361e+09,6.839e+09,1.5415e+10,2.923e+09,-5.095e+09,7.947e+09,-2.715e+09,3.06e+09,9.2e+08,3.98e+09,1.9395e+10,1.49e+08,1.35e+08,-1.098e+09,-8.14e+08,-5.6e+07,-5.6e+07,-7.5e+07,2.086e+09,-1.18e+08,3e+06,1.893e+09,1.023e+09,1.023e+09,-1.38e+08,8.85e+08,4.03e+08,4.662e+09,-6.78e+08,0.16254,0.06197,0.03561,0.03869,0.00794,-4.4026,0.95173,3.87312,0.24037,2.45223,2.43286,68.86943,48.72611,-10.79618,1.19427,0.02117,-0.06267,0.48701,4.52854,6.8097
"42","2020_Q3",155.7521875,"Up",4.042e+09,-3.417e+09,6.25e+08,-4.36e+08,-4.21e+08,-1.5e+07,1.89e+08,-3.5e+07,-5e+07,1.5e+07,1.54e+08,-1.18e+08,3.6e+07,-1.6e+07,2e+07,2e+07,1e+07,3e+07,3e+07,2.546e+09,2.546e+09,1.998e+09,1.998e+09,2.129e+09,9.06e+08,9.06e+08,7.579e+09,3.132e+09,7.965e+09,2.433e+09,2.178e+09,2.172e+09,1.182e+09,1.1097e+10,1.8676e+10,4.471e+09,3.328e+09,1.143e+09,2.98e+08,2.956e+09,2.956e+09,7.725e+09,4.886e+09,2.14e+09,7.64e+08,4.85e+08,2.79e+08,1.376e+09,7.026e+09,1.4751e+10,2.934e+09,-5.087e+09,7.902e+09,-2.731e+09,3.018e+09,9.07e+08,3.925e+09,1.8676e+10,2e+07,1.33e+08,-84000000.0000005,6.9e+07,-7.2e+07,-7.2e+07,-8e+07,-2.08e+08,0,0,-2.88e+08,-2.91e+08,-2.91e+08,2.98023223876953e-08,-2.91e+08,3.22e+08,5.184e+09,1.82e+08,0.15463,0.04676,0.00742000000000001,0.00764,0.00161,6.06667,0.9811,3.75822,0.27758,0.48077,0.47847,64.77564,48.36538,2.91667,1.28205,0.00978,0.01618,2.66667,8.19255,13.95767
"43","2020_Q4",180.801875,"Up",5.291e+09,-4.143e+09,1.148e+09,-5.29e+08,-5.13e+08,-1.6e+07,6.19e+08,-2.8e+07,-5e+07,2.2e+07,5.91e+08,-5.6e+07,5.35e+08,-1.42e+08,3.93e+08,3.93e+08,-1e+06,3.92e+08,3.92e+08,3.528e+09,3.528e+09,2.716e+09,2.716e+09,2.216e+09,8.47e+08,8.47e+08,9.307e+09,3.136e+09,7.916e+09,2.463e+09,2.19e+09,2.146e+09,1.117e+09,1.1052e+10,2.0359e+10,5.617e+09,4.179e+09,1.438e+09,2.98e+08,3.19e+09,3.19e+09,9.105e+09,4.965e+09,2.011e+09,6.33e+08,4.7e+08,1.63e+08,1.378e+09,6.976e+09,1.6081e+10,2.978e+09,-5.076e+09,8.223e+09,-2.754e+09,3.371e+09,9.07e+08,4.278e+09,2.0359e+10,4.01e+08,1.46e+08,6.05e+08,1.152e+09,-9.6e+07,-9.6e+07,-7.7e+07,-1e+07,1.3e+07,1.3e+07,-7.4e+07,9.82e+08,9.82e+08,1.3e+07,9.95e+08,7.65e+08,5.263e+09,1.416e+09,0.21697,0.11699,0.07409,0.09163,0.01925,3.61224,1.02219,3.759,0.25851,6.26198,6.19273,84.52077,53.84984,22.61981,1.23003,0.0406,0.12258,0.19643,2.26797,2.80291
"44","2021_Q1",188.555737704918,"Up",5.798e+09,-4.432e+09,1.366e+09,-5.39e+08,-5.23e+08,-1.6e+07,8.27e+08,-6.4e+07,-4.7e+07,-1.7e+07,7.63e+08,-1.09e+08,6.54e+08,-1.51e+08,5.03e+08,5.03e+08,-4e+06,4.99e+08,4.99e+08,2.924e+09,2.924e+09,3.109e+09,3.109e+09,2.301e+09,7.95e+08,7.95e+08,9.129e+09,3.199e+09,8.108e+09,2.496e+09,2.194e+09,2.189e+09,1.229e+09,1.1307e+10,2.0436e+10,6.302e+09,4.834e+09,1.468e+09,3.1e+08,1.718e+09,1.718e+09,8.33e+09,5.059e+09,2.252e+09,6.82e+08,5.16e+08,1.66e+08,1.57e+09,7.311e+09,1.5641e+10,3.036e+09,-5.065e+09,8.725e+09,-2.811e+09,3.885e+09,9.1e+08,4.795e+09,2.0436e+10,4.95e+08,1.54e+08,4.44e+08,1.093e+09,-2e+07,-1.3e+07,-7.9e+07,-1.734e+09,2.8e+07,2.8e+07,-1.784e+09,-7.04e+08,-7.04e+08,9.7e+07,-6.07e+08,9.81e+08,5.369e+09,1.556e+09,0.2356,0.14264,0.08606,0.10407,0.02442,3.11824,1.09592,3.26194,0.26272,7.92063,7.80908,92.03175,61.66667,24.69841,1.25397,0.04655,0.12532,0.15832,2.49235,2.95647
"45","2021_Q2",222.699841269841,"Up",5.358e+09,-4.21e+09,1.148e+09,-5.1e+08,-4.93e+08,-1.7e+07,6.38e+08,-1.9e+07,-4.5e+07,2.6e+07,6.19e+08,-2e+07,5.99e+08,-1.59e+08,4.4e+08,4.4e+08,-7e+06,4.33e+08,4.33e+08,2.447e+09,2.447e+09,2.997e+09,2.997e+09,2.47e+09,1.924e+09,7.48e+08,9.838e+09,2.785e+09,7.715e+09,2.401e+09,1.982e+09,2.053e+09,1.279e+09,1.05e+10,2.0338e+10,5.939e+09,4.673e+09,1.266e+09,3.08e+08,1.764e+09,1.764e+09,8.011e+09,4.982e+09,2.206e+09,6.77e+08,5.17e+08,1.6e+08,1.529e+09,7.188e+09,1.5199e+10,3.045e+09,-5.215e+09,9.079e+09,-2.687e+09,4.222e+09,9.17e+08,5.139e+09,2.0338e+10,4.4e+08,1.41e+08,-3.99e+08,1.82e+08,-6e+07,-6e+07,-7.9e+07,-1359899267.91856,-1.19e+08,3.1e+07,-2.34e+08,-1.12e+08,-1.12e+08,-5.8e+07,-1.7e+08,7.79e+08,5.29e+09,4.79e+08,0.21426,0.11907,0.08081,0.08426,0.02129,1.10624,1.22806,2.95758,0.2601,6.87302,6.80818,85.04762,67.01587,7.60317,1.25397,0.04052,0.03791,0.18245,3.64955,4.45611
"46","2021_Q3",210.8703125,"Down",5.324e+09,-4.234e+09,1.09e+09,-5.19e+08,-5.09e+08,-1e+07,5.71e+08,-9e+06,-4.5e+07,3.6e+07,5.62e+08,1.12e+08,6.74e+08,-9.4e+07,5.8e+08,5.8e+08,1e+06,5.81e+08,5.81e+08,2.968e+09,2.968e+09,3.052e+09,3.052e+09,2.652e+09,7.31e+08,7.31e+08,9.403e+09,2.734e+09,7.944e+09,2.4e+09,1.976e+09,2.072e+09,1.496e+09,1.0678e+10,2.0081e+10,6.254e+09,4.874e+09,1.38e+09,3.08e+08,1.27e+09,1.27e+09,7.832e+09,5.001e+09,2.163e+09,6.34e+08,4.76e+08,1.58e+08,1.529e+09,7.164e+09,1.4996e+10,3.103e+09,-5.265e+09,9.572e+09,-2.459e+09,4.951e+09,1.34e+08,5.085e+09,2.0081e+10,5.8e+08,1.18e+08,-1.14e+08,4.64e+08,1.74e+08,-2.19e+08,-8.8e+07,-1999999.99999905,-5999999.99999997,4.4e+07,-97999999.9999998,1.47e+08,1.47e+08,5.7e+07,2.04e+08,6.89e+08,5.309e+09,8.43e+08,0.20473,0.10725,0.10913,0.11426,0.02893,1.45095,1.20059,2.94907,0.26438,9.22222,9.13522,84.50794,78.5873,13.38095,1.39683,0.05328,0.06713,0.15146,3.39768,4.09982
"47","2021_Q4",212.6184375,"Up",5.488e+09,-4.379e+09,1.109e+09,-5.34e+08,-5.24e+08,-1e+07,5.75e+08,3.3e+07,-4.4e+07,7.7e+07,6.08e+08,-2.2e+07,5.86e+08,-1e+08,4.86e+08,4.86e+08,-1.5e+07,4.71e+08,4.71e+08,2.875e+09,2.875e+09,3.187e+09,3.187e+09,2.876e+09,7.88e+08,7.88e+08,9.726e+09,2.713e+09,7.955e+09,2.492e+09,1.993e+09,2.061e+09,1.409e+09,1.0668e+10,2.0394e+10,6.633e+09,5.127e+09,1.506e+09,3.1e+08,1.348e+09,1.348e+09,8.291e+09,4.961e+09,2.013e+09,5.94e+08,4.41e+08,1.53e+08,1.419e+09,6.974e+09,1.5265e+10,3.125e+09,-5.706e+09,9.957e+09,-2.412e+09,4.964e+09,1.65e+08,5.129e+09,2.0394e+10,4.86e+08,1.19e+08,7e+07,6.48e+08,-1.21e+08,-1.67e+08,-8.6e+07,3e+06,-4.4e+08,1e+06,-5.24e+08,-4.3e+07,-4.3e+07,-5e+07,-9.3e+07,6.94e+08,5.271e+09,7.43e+08,0.20208,0.10477,0.08582,0.09183,0.0231,1.57749,1.17308,2.97621,0.25846,7.51196,7.45253,87.52791,79.17065,11.85008,1.37161,0.04487,0.05986,0.18259,3.45245,4.16696
"48","2022_Q1",197.520806451613,"Down",5.815e+09,-4.753e+09,1.062e+09,-5.65e+08,-5.55e+08,-1e+07,4.97e+08,-2.1e+07,-4.1e+07,2e+07,4.76e+08,-3e+06,4.73e+08,-1.65e+08,3e+08,3e+08,-2e+06,2.98e+08,2.98e+08,3.044e+09,3.044e+09,3.1e+09,3.1e+09,2.717e+09,8.34e+08,8.34e+08,9.695e+09,2.805e+09,7.785e+09,2.485e+09,1.981e+09,1.92e+09,1.399e+09,1.059e+10,2.0285e+10,6.876e+09,5.413e+09,1.463e+09,3.08e+08,1.326e+09,1.326e+09,8.51e+09,4.929e+09,1.833e+09,5.2e+08,3.78e+08,1.42e+08,1.313e+09,6.762e+09,1.5272e+10,3.139e+09,-6.106e+09,1.017e+10,-2.357e+09,4.846e+09,1.67e+08,5.013e+09,2.0285e+10,3e+08,1.16e+08,4.66e+08,8.82e+08,-2.16e+08,-2.14e+08,-8.5e+07,-1999999.99999997,-4e+08,0,-4.83e+08,1.85e+08,1.85e+08,-1.6e+07,1.69e+08,6.13e+08,5.237e+09,1.028e+09,0.18263,0.08547,0.05125,0.05945,0.01469,3.44966,1.13925,3.04648,0.25817,4.90939,4.86928,95.79901,79.83526,16.93575,1.40033,0.0317,0.08508,0.28523,3.57749,4.41247
"49","2022_Q2",171.142741935484,"Down",4.92e+09,-4.069e+09,8.51e+08,-3.85e+08,-3.76e+08,-9e+06,4.66e+08,-3.9e+07,-4.1e+07,7e+06,4.27e+08,-5e+06,4.22e+08,-1.06e+08,3.16e+08,3.16e+08,-3e+06,3.13e+08,3.13e+08,2.114e+09,2.114e+09,2.86e+09,2.86e+09,3.136e+09,8.58e+08,8.58e+08,8.968e+09,2.764e+09,7.755e+09,2.476e+09,1.962e+09,1.897e+09,1.42e+09,1.0519e+10,1.9487e+10,6.529e+09,5.262e+09,1.267e+09,5.58e+08,1.198e+09,1.198e+09,8.285e+09,4.631e+09,1.826e+09,5.05e+08,3.64e+08,1.41e+08,1.321e+09,6.457e+09,1.4742e+10,3.142e+09,-6.648e+09,1.038e+10,-2.299e+09,4.575e+09,1.7e+08,4.745e+09,1.9487e+10,3.16e+08,1.12e+08,-7.56e+08,-3.28e+08,-1.2e+07,-1.2e+07,-1.03e+08,34543940.2730539,-5.31e+08,2e+06,-6.31e+08,-9.71e+08,-9.71e+08,4.1e+07,-9.3e+08,5.78e+08,5.189e+09,-8.4e+07,0.17297,0.09472,0.06362,0.06596,0.01606,-0.26837,1.08244,3.10685,0.26628,5.19934,5.13957,81.72757,75.99668,-1.39535,1.71096,0.03537,-0.00713999999999999,0.32907,5.32007,6.59871
"50","2022_Q3",164.39125,"Down",5.097e+09,-4.2e+09,8.97e+08,-4.68e+08,-4.61e+08,-7e+06,4.29e+08,-2.5e+07,-4.5e+07,1.9e+07,4.04e+08,-7.35e+08,-3.31e+08,-3.7e+07,-3.68e+08,-3.68e+08,-3e+06,-3.71e+08,-3.71e+08,1.642e+09,1.642e+09,2.723e+09,2.723e+09,3.218e+09,8.77e+08,8.77e+08,8.46e+09,2.614e+09,7.278e+09,2.183e+09,1.827e+09,1.769e+09,1.499e+09,9.892e+09,1.8352e+10,6.337e+09,5.063e+09,1.274e+09,2.67e+08,9.88e+08,9.88e+08,7.592e+09,4.831e+09,1.72e+09,4.48e+08,3.11e+08,1.37e+08,1.272e+09,6.551e+09,1.4143e+10,3.161e+09,-6.947e+09,9.912e+09,-2.09e+09,4.036e+09,1.73e+08,4.209e+09,1.8352e+10,-3.68e+08,1.14e+08,-3.28e+08,1.48e+08,-1.3e+08,-1.3e+08,-9.7e+07,8999999.99999997,-3e+08,2.3283064365387e-10,-3.91e+08,-3.73e+08,-4.43e+08,-2.9e+07,-4.72e+08,5.43e+08,5.098e+09,1.22e+08,0.17599,0.08417,-0.07279,-0.08814,-0.02022,-0.32884,1.11433,3.36018,0.27779,-6.625,-6.625,91.01786,72.07143,2.17857,1.73214,-0.02485,0.01106,-0.26146,6.36464,8.05594
