"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","acquisition_of_intangible_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"37","2019_Q2",49.9195238095238,"Down",4.089e+09,-1.345e+09,2.744e+09,-1.498e+09,-1.4e+08,-3.6e+07,-3.49e+08,1.246e+09,-9.8e+07,-9.8e+07,-9.8e+07,1.148e+09,7.83e+08,-2.25e+08,6.31e+08,6.31e+08,6.31e+08,6.31e+08,1.752e+09,1.752e+09,5.31e+09,5.31e+09,1.484e+09,7.24e+08,7.24e+08,9.27e+09,3.19e+10,1.485e+09,1.485e+09,3.511e+10,4.438e+10,7.181e+09,5.261e+09,1.92e+09,7.537e+09,1.0203e+10,5.404e+09,4.588e+09,1.5607e+10,2.3144e+10,8.262e+09,1.79e+08,8.083e+09,-1.0653e+10,2.3795e+10,-1.68e+08,2.1236e+10,2.1236e+10,4.438e+10,6.31e+08,6.31e+08,9.73e+08,2.28e+08,1e+07,2.18e+08,-8.84e+08,-8.84e+08,9.48e+08,-1.312e+09,-1.328e+09,-1.259e+09,-6.9e+07,-1.03e+08,-1.415e+09,-5.91e+08,-2.21e+08,-2.21e+08,-2e+06,-8.14e+08,-1.281e+09,-1.281e+09,-1.281e+09,2.219e+09,1.0319e+10,2.48e+08,0.67107,0.30472,0.15432,0.02971,0.01422,0.39303,1.22993,1.08985,0.23251,0.84257,0.84077,5.46001,28.35626,0.33115,0.78916,7,0.03306,0.00671,0.93661,3.86075,6.8756
"38","2019_Q3",42.645625,"Down",4.476e+09,-1.386e+09,3.09e+09,-1.612e+09,-1.63e+08,-3.5e+07,-3.83e+08,1.478e+09,-1.53e+08,-1.53e+08,-1.53e+08,1.325e+09,8.44e+08,-3.06e+08,6.35e+08,6.35e+08,6.35e+08,6.35e+08,1.751e+09,1.751e+09,5.273e+09,5.273e+09,1.582e+09,8.19e+08,8.19e+08,9.425e+09,3.2115e+10,1.453e+09,1.453e+09,3.5345e+10,4.477e+10,7.512e+09,5.445e+09,2.067e+09,7.88e+09,1.0155e+10,5.388e+09,4.569e+09,1.5543e+10,2.3423e+10,8.336e+09,1.79e+08,8.157e+09,-1.0653e+10,2.3848e+10,-1.84e+08,2.1347e+10,2.1347e+10,4.477e+10,6.35e+08,6.35e+08,1.031e+09,8.4e+07,3.7e+07,46999999.9999999,2.63e+08,2.63e+08,2.013e+09,-1.202e+09,-1.218e+09,-1.211e+09,-7e+06,-8.6e+07,-1.288e+09,-5.87e+08,-2.9e+07,21000000.0000005,-2e+06,-7.26e+08,-999999.999999762,-999999.999999762,-999999.999999762,2.509e+09,1.0271e+10,1.876e+09,0.69035,0.33021,0.14187,0.02975,0.01418,2.95433,1.19607,1.09725,0.22942,0.84836,0.84723,5.97996,28.51971,2.50635,0.78424,7,0.03302,0.05069,0.92441,3.39578,5.76455
"39","2019_Q4",36.803125,"Down",6.043e+09,6.85e+08,6.728e+09,-5.302e+09,-5.3e+08,-6.3e+07,-2.942e+09,1.426e+09,-3.81e+08,-3.81e+08,-3.81e+08,1.045e+09,-6.78e+08,-1.63e+08,-7.37e+08,-7.52e+08,-7.94e+08,-9.12e+08,4.84e+09,4.84e+09,5.854e+09,5.854e+09,1.601e+09,8.649e+09,2.204e+09,2.0944e+10,9.0121e+10,1.0694e+10,4.62e+09,1.04499e+11,1.25443e+11,1.3e+10,6.789e+09,5.175e+09,1.5697e+10,4.7583e+10,2.1158e+10,1.9231e+10,6.8741e+10,8.4438e+10,1.5076e+10,2.09e+08,1.4867e+10,-1.0653e+10,2.2227e+10,-3.32e+08,3.608e+10,4.1005e+10,1.25443e+11,-7.37e+08,-7.52e+08,1.767e+09,8.61e+08,-1.097e+09,1.958e+09,6.21e+08,6.21e+08,2.405e+09,-2.479e+10,-2.9567e+10,-1.717e+09,-2.785e+10,-7.9e+07,-2.5023e+10,-5.88e+08,1.0023e+10,1.021e+10,-1.58e+08,2.6232e+10,3.614e+09,3.614e+09,3.614e+09,3.193e+09,4.7614e+10,-2.0813e+10,1.11335,0.23598,-0.15092,-0.02224,-0.00727,22.82127,1.33427,2.05921,0.37957,-1.07814,-1.07725,7.14387,31.11242,-24.60456,0.69512,4,-0.00295,-0.18959,-0.64474,13.39618,29.99579
"40","2020_Q1",30.8462903225806,"Down",7.142e+09,-7.45e+08,6.397e+09,-5.046e+09,-6.95e+08,-1.13e+08,-1.869e+09,1.351e+09,-60999999.9999999,-4.34e+08,-4.34e+08,1.29e+09,-5.95e+08,-1.67e+08,-1.036e+09,-1.036e+09,-1.139e+09,-1.339e+09,3.032e+09,3.032e+09,4.233e+09,4.233e+09,1.581e+09,5.787e+09,1.917e+09,1.4633e+10,8.223e+10,3.938e+09,3.938e+09,9.2557e+10,1.0719e+11,1.0357e+10,4.91e+09,5.447e+09,1.2705e+10,3.8537e+10,2.1716e+10,1.9893e+10,6.0253e+10,7.2958e+10,1.5164e+10,2.09e+08,1.4955e+10,-1.0653e+10,2.018e+10,-2.21e+08,3.4232e+10,3.4232e+10,1.0719e+11,-1.036e+09,-1.036e+09,2.369e+09,-4.97e+08,22999999.9999998,-5.2e+08,1.027e+09,1.9e+08,2.009e+09,-1008000000.00001,-2.342e+09,-2.18e+09,-1.62e+08,-2.72e+08,-1.301e+09,-8.58e+08,1.8e+07,18000000.0000019,1.34e+08,-2.499e+09,-1.791e+09,-1.791e+09,-1.791e+09,3.72e+09,3.8588e+10,3906000000.00001,0.89569,0.18916,-0.18748,-0.03912,-0.01249,-2.9171,1.15175,2.13128,0.36,-1.49659,-1.50213,7.98256,27.34995,4.36571,0.95898,2,-0.00509,0.04132,-0.64078,9.55806,26.31828
"41","2020_Q2",15.6326984126984,"Down",6.654e+09,-6.12e+08,6.042e+09,-4.666e+09,-8.29e+08,-3.7e+07,-1.491e+09,1.376e+09,-4.85e+08,-3.52e+08,-3.52e+08,8.91e+08,-2.038e+09,2.5e+07,-2.013e+09,-2.013e+09,-2.013e+09,-2.232e+09,2.021e+09,2.021e+09,2.458e+09,2.458e+09,1.436e+09,8.194e+09,2.462e+09,1.4109e+10,7.9073e+10,2.411e+09,2.411e+09,8.7534e+10,1.01643e+11,7.155e+09,3.845e+09,3.31e+09,1.1963e+10,3.6058e+10,2.2327e+10,2.0359e+10,5.8385e+10,7.0348e+10,1.5291e+10,2.1e+08,1.5081e+10,-1.0653e+10,1.7229e+10,-3.34e+08,3.1295e+10,3.1295e+10,1.01643e+11,-2.013e+09,-2.013e+09,2.309e+09,1.188e+09,-2.18e+08,1.406e+09,-1.89e+08,3.02e+08,1.339e+09,-1.335e+09,-1.335e+09,-1.3e+09,-3.5e+07,-1.81e+08,-1.53e+09,-9.13e+08,9e+07,9e+07,-1.96e+08,-1.019e+09,-1.21e+09,-1.21e+09,-1.21e+09,3.685e+09,3.8522e+10,2.136e+09,0.90803,0.20679,-0.33544,-0.07132,-0.02196,-0.95699,1.17939,2.2479,0.37899,-2.48913,-2.48913,7.42054,24.01361,2.38207,1.01818,3,-0.01431,0.02318,-0.40905,9.90529,26.52689
"42","2020_Q3",14.0025,"Down",2.976e+09,-5.77e+08,2.399e+09,-3.557e+09,-5.92e+08,-3.3e+07,-8.13e+08,-1.158e+09,-1.17e+08,-3.1e+08,-3.1e+08,-1.275e+09,-8.184e+09,1.468e+09,-6.716e+09,-8.131e+09,-8.131e+09,-8.353e+09,1.011e+09,1.011e+09,2.359e+09,2.359e+09,1.477e+09,3.59e+09,2.178e+09,8.437e+09,7.2604e+10,2.283e+09,2.283e+09,8.1015e+10,8.9452e+10,6.249e+09,3.034e+09,3.215e+09,9.919e+09,3.6034e+10,2.0153e+10,1.8337e+10,5.6187e+10,6.6106e+10,8.318e+09,2.13e+08,8.105e+09,5.578e+09,10459034128.7674,-3.12e+08,2.3346e+10,2.3346e+10,8.9452e+10,-6.716e+09,-8.131e+09,2.119e+09,5.184e+09,-1.525e+09,6.709e+09,-2.22e+08,-44999999.9999999,3.6e+08,-3.88e+08,-388000000.000001,-3.75e+08,-1.3e+07,-1.77e+08,-5.76e+08,-7.14e+08,18000000.0000005,1.8e+07,-2.35e+08,-935000000.000001,-1.151e+09,-1.151e+09,-1.151e+09,9.61e+08,3.8494e+10,-1.117e+09,0.80612,-0.38911,-2.80679,-0.35779,-0.09338,0.133720000000001,0.85059,2.83158,0.43033,-9.12198,-9.12198,3.24997,14.83455,-1.21983,0.77973,3,-0.09317,-0.01362,-0.08548,39.00416,-32.36874
"43","2020_Q4",13.631875,"Down",3.283e+09,-6.18e+08,2.665e+09,-3.52e+09,-5.09e+08,-2.9e+07,-1.067e+09,-8.55e+08,-2.3e+08,-3.53e+08,-3.53e+08,-1.085e+09,-4.058e+09,4.03e+08,-3.655e+09,-3.575e+09,-3.575e+09,-3.778e+09,1.896e+09,1.896e+09,2.083e+09,2.083e+09,1.66e+09,5.055e+09,1.496e+09,1.0694e+10,6.8421e+10,2.194e+09,2.194e+09,7.374e+10,8.4434e+10,6.152e+09,2.682e+09,3.47e+09,1.05e+10,3.5899e+10,1.8175e+10,1.6447e+10,5.4074e+10,6.4574e+10,1.6721e+10,2.16e+08,1.6505e+10,-1.0657e+10,4.317e+09,-2.83e+08,1.986e+10,1.986e+10,8.4434e+10,-3.655e+09,-3.575e+09,1.915e+09,3.384e+09,-3.74e+08,3.758e+09,-8.29e+08,1.06e+08,8.52e+08,-3e+08,-3e+08,-2.46e+08,-5.4e+07,1.4e+07,-2.92e+08,-7e+06,1.8e+07,1.8e+07,-4.9e+07,3.01e+08,8.61e+08,8.61e+08,8.61e+08,1.06e+09,3.8457e+10,-4.72e+08,0.81176,-0.26043,-1.15078,-0.19023,-0.04475,0.12493,1.01848,3.25146,0.45547,-4.06543,-4.06543,3.53277,10.86624,-0.50791,0.00753,2,-0.0493,-0.00617,-0.00185,34.49151,-42.7614
"44","2021_Q1",24.8768852459016,"Up",3.348e+09,-6.01e+08,2.747e+09,-3.521e+09,-5.34e+08,-3.3e+07,-1.2e+09,-7.74e+08,-2.22e+08,-4.09e+08,-4.09e+08,-9.96e+08,-1.425e+09,2.76e+08,-1.149e+09,-1.112e+09,-1.112e+09,-1.312e+09,2.008e+09,2.008e+09,2.115e+09,2.115e+09,1.898e+09,2.798e+09,1.365e+09,8.819e+09,6.5889e+10,5.356e+09,2.106e+09,7.1245e+10,8.0064e+10,6.557e+09,2.987e+09,3.57e+09,8.223e+09,3.5745e+10,1.7523e+10,1.576e+10,5.3268e+10,6.1491e+10,1.6768e+10,2.16e+08,1.6552e+10,-1.0665e+10,2.996e+09,-2.88e+08,1.8573e+10,1.8573e+10,8.0064e+10,-1.149e+09,-1.112e+09,1.754e+09,8e+08,-4e+08,1.2e+09,-38000000.0000001,8999999.99999997,1.404e+09,1.655e+09,-6.26e+08,-6.14e+08,-1.2e+07,-6.6e+07,1.579e+09,-2.11e+08,-4000000.00000003,8e+06,-3.25e+08,-2.863e+09,1.2e+08,1.2e+08,1.2e+08,9.8e+08,3.6185e+10,2.321e+09,0.82049,-0.23118,-0.39188,-0.07064,-0.01639,-1.76905,1.07248,3.31077,0.45195,-1.40607,-1.40607,3.58804,9.44272,2.48741,0.22613,2,-0.01523,0.03211,-0.16082,34.87449,-44.15633
"45","2021_Q2",26.6838095238095,"Up",5.479e+09,-5.94e+08,4.885e+09,-3.961e+09,-4.95e+08,-2.8e+07,-1.244e+09,9.24e+08,-2.74e+08,-3.95e+08,-3.95e+08,6.5e+08,3.15e+08,-1.6e+07,2.99e+08,-1.46e+08,-1.46e+08,-3.46e+08,2.27e+09,2.27e+09,3.046e+09,3.046e+09,2.173e+09,2.585e+09,1.336e+09,1.0074e+10,6.4073e+10,5.208e+09,2.038e+09,6.9281e+10,7.9355e+10,6.982e+09,3.416e+09,3.566e+09,8.631e+09,3.5466e+10,1.6958e+10,1.5405e+10,5.2424e+10,6.1055e+10,1.6802e+10,2.17e+08,1.6585e+10,-1.0668e+10,2.639e+09,-2.35e+08,1.83e+10,1.83e+10,7.9355e+10,2.99e+08,-1.46e+08,2.194e+09,-3.58e+08,-8.1e+07,-2.77e+08,-1.347e+09,-5.7e+07,9.1e+08,-1.88e+08,-6.84e+08,-5.79e+08,-1.05e+08,-8.5e+07,-2.82e+08,-2.11e+08,6e+06,9e+06,2.7e+07,-3.54e+08,2.74e+08,2.74e+08,2.74e+08,3.118e+09,3.6025e+10,1.599e+09,0.89159,0.16864,-0.06315,-0.01891,-0.00436,-4.62139,1.16719,3.33634,0.45397,-0.37081,-0.36502,5.87183,9.15014,1.71364,0.22613,3,-0.00189,0.02243,-0.60983,10.82585,36.53139
"46","2021_Q3",26.565625,"Down",6.01e+09,-1.721e+09,4.289e+09,-4.202e+09,-5.41e+08,-8.6e+07,-1.204e+09,8.7e+07,-2.06e+08,-3.85e+08,-382806949.911736,-1.19e+08,1.43e+08,-4.3e+07,99999999.9999999,1.03e+08,1.03e+08,-9.7e+07,4.569e+09,4.569e+09,3.288e+09,3.288e+09,1.837e+09,3.15e+09,1.376e+09,1.2844e+10,6.1846e+10,5.247e+09,1.998e+09,6.7093e+10,7.9937e+10,7.869e+09,3.544e+09,4.325e+09,9.586e+09,3.5352e+10,1.6755e+10,1.5204e+10,5.2107e+10,6.1693e+10,1.6855e+10,2.17e+08,1.6638e+10,-1.0668e+10,2.533e+09,-2.38e+08,1.8244e+10,1.8244e+10,7.9937e+10,99999999.9999999,1.03e+08,2.371e+09,2.39e+08,-1.31e+08,3.7e+08,6.14e+08,-3e+07,3.314e+09,-6.99e+08,-7.06e+08,-6.98e+08,-8e+06,-35999999.9999999,-7.54e+08,-2.09e+08,2e+06,2e+06,-5.2e+07,-2.62e+08,2.298e+09,2.298e+09,2.298e+09,2.458e+09,3.6003e+10,2.416e+09,0.71364,0.01448,-0.01614,-0.00532,-0.00121,-24.90722,1.33987,3.38155,0.45039,-0.10395,-0.10233,6.4409,9.09013,2.58922,0.22398,5,0.00158,0.03403,-2.15464,12.78845,361.31034
"47","2021_Q4",31.24015625,"Up",6.815e+09,3.14e+08,7.129e+09,-3.921e+09,-6e+08,-3.1e+07,-1.374e+09,3.208e+09,-2.86e+08,-4.49e+08,-384440786.307468,2.922e+09,1.217e+09,-3.87e+08,8.3e+08,8.28e+08,8.28e+08,6.28e+08,2.059e+09,2.059e+09,3.477e+09,3.477e+09,1.773e+09,2.59e+09,1.492e+09,9.899e+09,6.0644e+10,5.215e+09,1.949e+09,6.5859e+10,7.5758e+10,7.367e+09,3.713e+09,3.654e+09,9.126e+09,3.0915e+10,1.6844e+10,1.5249e+10,4.7759e+10,5.6885e+10,1.6909e+10,2.17e+08,1.6692e+10,-1.0668e+10,3.152e+09,-2.82e+08,1.8873e+10,1.8873e+10,7.5758e+10,8.3e+08,8.28e+08,1.916e+09,2.21e+08,2e+07,2.01e+08,-5.7e+07,-2.2e+07,3.118e+09,-1.168e+09,-6.65e+08,-6.56e+08,-9e+06,1.022e+09,-1.66e+08,-2.1e+08,1.6e+07,1.3e+07,-8.47e+08,-5.424e+09,-2.472e+09,-2.472e+09,-2.472e+09,5.124e+09,3.1695e+10,4.286e+09,1.04607,0.47073,0.09215,0.03328,0.00829,6.82484,1.0847,3.01409,0.41837,0.67209,0.65814,7.29345,9.75064,4.5869,0.22474,8,0.01243,0.06358,0.33439,5.78376,9.23815
"48","2022_Q1",44.0691935483871,"Up",8.01e+09,-7.71e+08,7.239e+09,-4.127e+09,-6.46e+08,-1.07e+08,-1.408e+09,3.112e+09,-2.17e+08,-3.85e+08,-3.85e+08,2.895e+09,2.03e+09,-4.69e+08,1.561e+09,1.537e+09,1.537e+09,1.337e+09,2.764e+09,2.764e+09,4.208e+09,4.208e+09,1.846e+09,1.393e+09,1.321e+09,1.0211e+10,5.993e+10,4.895e+09,1.957e+09,6.4825e+10,7.5036e+10,7.945e+09,3.899e+09,4.046e+09,8.324e+09,2.9431e+10,1.6954e+10,1.5414e+10,4.6385e+10,5.4709e+10,1.6966e+10,217041464.564605,16767992494.419,-1.0673e+10,4.48e+09,-2.08e+08,2.0327e+10,2.0327e+10,7.5036e+10,1.561e+09,1.537e+09,1.966e+09,3.4e+08,2.38e+08,1.02e+08,-6.36e+08,-1e+07,3.092e+09,3.78e+08,-1.246e+09,-9.37e+08,-3.09e+08,-3.98e+08,-5.1e+07,-2.09e+08,-999999.999999996,7e+06,-4.2e+07,-2.532e+09,509000000.000001,509000000.000001,509000000.000001,5.078e+09,2.9617e+10,5.289e+09,0.90375,0.38851,0.16692,0.06577,0.01782,3.95587,1.22669,2.69144,0.3947,1.42766,1.37452,8.55312,11.28137,5.64762,0.22317,8,0.02311,0.07906,0.15632,5.28811,8.62886000000001
"49","2022_Q2",61.3311290322581,"Up",8.533e+09,-8.18e+08,7.715e+09,-3.709e+09,-5.43e+08,-2.5e+07,-1.498e+09,4.006e+09,-1.82e+08,-3.71e+08,-3.71e+08,3.824e+09,3.083e+09,1.793e+09,4.876e+09,4.876e+09,4.876e+09,4.676e+09,1.909e+09,1.909e+09,5.434e+09,5.434e+09,1.406e+09,1.309e+09,1.309e+09,1.0058e+10,5.9229e+10,4.935e+09,1.92e+09,6.4164e+10,7.4222e+10,8.02e+09,4.664e+09,3.356e+09,8.7e+09,2.5865e+10,1.475e+10,1.3209e+10,4.0615e+10,4.9315e+10,1.7002e+10,2.17e+08,1.6785e+10,-1.0709e+10,9.032e+09,-1.8e+08,2.4907e+10,2.4907e+10,7.4222e+10,4.876e+09,4.876e+09,1.643e+09,-2.341e+09,-2.24e+09,-1.01e+08,-9.39e+08,4.7e+07,3.239e+09,-6.2e+08,-8.87e+08,-8.58e+08,-2.9e+07,-4.2e+07,-6.62e+08,-2.16e+08,-9e+06,2.7e+07,5.5e+07,-3.429e+09,-8.52e+08,-8.52e+08,-8.52e+08,5.649e+09,2.6372e+10,2.297e+09,0.90414,0.46947,0.54799,0.18774,0.063,0.49123,1.15609,1.97997,0.35531,4.99306,4.80724,9.11159,16.17192,2.45275,0.23065,6,0.07409,0.03479,0.04619,4.3305,6.10659
"50","2022_Q3",63.4,"Up",1.0735e+10,-2.677e+09,8.058e+09,-4.084e+09,-6.08e+08,-2.6e+07,-1.722e+09,3.974e+09,8.7e+07,-1.14e+08,-334623868.109602,4.061e+09,4.986e+09,-1.231e+09,3.755e+09,3.755e+09,3.755e+09,3.555e+09,1.362e+09,1.362e+09,6.35e+09,6.35e+09,1.564e+09,1.132e+09,1.132e+09,1.0408e+10,5.8573e+10,5.24e+09,1.912e+09,6.3813e+10,7.4221e+10,9.093e+09,5.197e+09,3.896e+09,9.73e+09,2.1743e+10,1.4918e+10,1.3405e+10,3.6661e+10,4.6391e+10,1.7132e+10,216875606.306184,16738522516.743,-1.1391e+10,1.2462e+10,-1.35e+08,2.783e+10,2.783e+10,7.4221e+10,3.755e+09,3.755e+09,1.728e+09,-3.35e+08,2.03e+08,-5.38e+08,1.81e+08,2.92e+08,5.329e+09,-1.195e+09,-1.252e+09,-9.72e+08,-2.8e+08,-9.8e+07,-1.293e+09,-3.23e+08,-4.42e+08,9e+07,4.28e+08,-4.586e+09,-5.5e+08,-5.5e+08,-5.5e+08,5.702e+09,2.2202e+10,5.919e+09,0.75063,0.37019,0.33116,0.12774,0.0479,1.66498,1.06968,1.66694,0.29913,3.79605,3.65478,11.46289,19.29311,6.32034,0.3449,7,0.05971,0.09113,0.09086,3.65486,5.24409
