"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",31.2704838709677,"Down",402123000,396244000,5879000,-312755000,89368000,-6835000,-196000,-6639000,82533000,-19398000,-22451000,3053000,63135000,393000,63528000,-23425000,40103000,40103000,40091000,40091000,8507000,8507000,180265000,53314000,109255000,60990000,351341000,4147500000,72224000,738690000,57672000,669471000,4958414000,5309755000,164788000,115545000,123287000,148158000,142133000,436233000,1730264000,1494782000,226552000,840928000,427302000,3225046000,3661279000,1075281000,581014000,-7568000,1648727000,1648476000,5309755000,40103000,42511000,57670000,-36135000,104149000,-118572000,5415000,-117513000,-21982000,37208000,197000,197000,-636000,14787000,1423000,1423000,1423000,125044000,1853551000,-6237999.99999999,0.22224,0.20524,0.0997,0.02432,0.00755,-0.155599999999999,0.8054,2.22101,0.34908,0.62463,0.61998,6.26516,25.68751,-0.0971899999999998,0.34248,0.01242,-0.00125,0.5483,14.75516,22.35523
"29","2017_Q2",33.5928571428571,"Up",436470000,430537000,5933000,-312676000,123794000,-6367000,-188000,-6179000,117427000,-22670000,-23730000,1060000,94757000,724000,95481000,-33344000,62137000,62137000,62116000,62116000,26179000,26179000,179403000,47184000,104526000,70367000,357292000,4168603000,76525000,737939000,57672000,668720000,4983067000,5340359000,143896000,72354000,108317000,137755000,137755000,389968000,1729660000,1535285000,223304000,866861000,445120000,3264945000,3654913000,1073098000,619963000,-7385000,1685676000,1685446000,5340359000,62137000,43084000,23145000,21349000,149715000,-86763000,-537000,-89927000,-23167000,-15822000,315000,315000,-3442000,-42116000,17672000,17672000,17672000,160511000,1837977000,128441000,0.28363,0.26904,0.14231,0.03685,0.01163,2.06776,0.91621,2.16851,0.34417,0.9651,0.9635,6.78149,26.19055,1.9956,0.35995,0.01686,0.02539,0.37296,11.28769,15.42914
"30","2017_Q3",40.5442857142857,"Up",314501000,308729000,5772000,-249312000,65189000,-7243000,-157000,-7086000,57946000,-24063000,-23870000,-193000,33883000,890000,34773000,-13051000,21722000,21722000,21771000,21771000,13410000,13410000,133946000,61187000,112193000,76385000,320736000,4227460000,79487000,745321000,57672000,676102000,5052268000,5373004000,118462000,69165000,414212000,149776000,113269000,682450000,1454611000,1549049000,219584000,886727000,442738000,3003660000,3686110000,1075667000,618708000,-7202000,1687173000,1686894000,5373004000,21722000,43706000,25752000,-12369000,78811000,-90951000,-991000,-99662000,-23026000,30179000,932000,932000,-2999.99999999953,8082000,-12769000,-12769000,-12769000,101652000,1868823000,11383000,0.20728,0.18425,0.06922,0.01291,0.00405,0.52285,0.46998,2.18515,0.34782,0.33805,0.33726,4.88348,26.19793,0.17675,0.35754,0.00878,0.00223,1.05765,18.2526,32.01969
"31","2017_Q4",42.3430158730159,"Up",297096000,291640000,5456000,-257462000,39634000,-6735000,-137000,-6598000,32899000,-24187000,-24171000,-16000,8712000,899000,9611000,-5153000,4458000,4458000,4451000,4451000,14716000,14716000,125595000,65961000,110362000,68251000,316634000,4303164000,80022000,752412000,57672000,683193000,5135598000,5452232000,136374000,72777000,383924000,154283000,119763000,674581000,1543336000,1563369000,216464000,903943000,442962000,3106705000,3781286000,1077215000,600132000,-7020000,1670327000,1670946000,5452232000,4458000,44013000,19639000,10877000,78987000,-110139000,-2071000,-112762000,-23027000,58178000,243000,243000,-313000,35081000,1306000,1306000,1306000,76912000,1927260000,-17197000,0.1334,0.11074,0.01498,0.00266,0.00082,-3.86363,0.46938,2.26296,0.35348,0.0691,0.06859,4.61243,25.93192,-0.26698,0.3575,0.00532,-0.00333,5.17344,24.86665,58.1338
"32","2018_Q1",41.533606557377,"Down",397862000,392480000,5382000,-315580000,82282000,-6045000,-258000,-5787000,76237000,-18209000,-24421000,6212000,58028000,797000,58825000,-31210000,27615000,27615000,27578000,27578000,16172000,16172000,185664000,58075000,77623000,77623000,337534000,4398810000,101317000,677071000,57672000,619399000,5177198000,5514732000,107289000,107289000,382836000,1007466000,1007466000,1497591000,1543346000,743311000,203566000,466630000,73115000,2286657000,3784248000,1133448000,604470000,-8090000,1729828000,1730484000,5514732000,27615000,44852000,27367000,2951000.00000001,102785000,-124486000,-4485000,-131752000,-23240000,-822000,54890000,54890000,-405000,30423000,1456000,1456000,1456000,121089000,1926182000,30764000,0.20681,0.19162,0.06932,0.01594,0.005,1.11553,0.22538,2.18681,0.34928,0.42553,0.42226,6.13899,26.69117,0.47469,0.35859,0.01155,0.00699,0.8427,15.7736,25.05358
"33","2018_Q2",43.29125,"Up",409361000,402417000,6944000,-308150000,101211000,-7005000,-181000,-6824000,94206000,-29508000,-25029000,-4479000,64698000,968000,65666000,-10710000,54956000,54956000,54890000,54890000,26273000,26273000,168534000,49259000,65681000,65681000,309747000,4418237000,91536000,665663000,57672000,596444000,5175436000,5485183000,158304000,67168000,325066000,186327000,161241000,669697000,1542942000,1513973000,200162000,464596000,849215000,3056915000,3726612000,1131549000,636468000,-9628000,1758389000,1758571000,5485183000,54956000,45823000,1670000,82326000,184775000,-81817000,-1866000,-87354000,-24634000,-58435000,232000,232000,-4483000,-87320000,10101000,10101000,10101000,140029000,1868008000,151248000,0.24724,0.23013,0.13409,0.03121,0.01001,2.75547,0.46252,2.11911,0.34056,0.83624,0.83254,6.23655,26.78878,2.30424,0.3753,0.01547,0.02942,0.44879,13.15253,19.55008
"34","2018_Q3",42.6433333333333,"Down",319298000,312704000,6594000,-259277000,60021000,-6741999.99999999,-198999.999999998,-6543000,53279000,-23565000,-25472000,1907000,29714000,1139000,30853000,-5209000,25644000,25644000,25577000,25577000,35333000,35333000,117831000,56901000,49920000,49920000,259985000,4485698000,116930000,639167000,57672000,581495000,5241795000,5501780000,76558000,76558000,2598000,1009575000,1009575000,1088731000,1913131000,737211000,195227000,472551000,69433000,2650342000,3739073000,1134304000,637578000,-9424000,1762458000,1762707000,5501780000,25644000,46761000,-14705000,32950000,90650000,-101315000,-476000,-105551000,-24467000,51488000,994999.999999993,995000.000000015,-4055000,23961000,9060000,9060000,9060000,100040000,1915729000,36884000,0.18798,0.16686,0.0801,0.01451,0.00465,1.44208,0.2388,2.12121,0.3482,0.38944,0.38763,4.86164,26.83524,0.5616,0.37254,0.01133,0.00835,0.9566,18.79644,35.29338
"35","2018_Q4",41.6219047619048,"Down",296013000,289119000,6894000,-252015000,43998000,-7554000,-207000,-7347000,36444000,-25984000,-24605000,-1379000,10460000,1217000,11677000,-1548000,10129000,10129000,10119000,10119000,21170000,21170000,104892000,62766000,56684000,56684000,245512000,4555440000,121911000,634535000,57672000,576863000,5311886000,5557398000,80892000,80892000,37629000,1026822000,1026822000,1145343000,1912491000,749213000,191021000,488767000,69425000,2661704000,3807047000,1135543000,623229000,-9220000,1749552000,1750351000,5557398000,10129000,47154000,14261000,18826000,90370000,-113084000,-5e+05,-114782000,-24468000,34366000,-3000,-3000,354000,10249000,-14163000,-14163000,-14163000,83598000,1950120000,-9112000,0.14864,0.12312,0.03418,0.00578,0.00182,-0.90048,0.21436,2.17502,0.35091,0.15405,0.15326,4.50635,26.63427,-0.13872,0.37249,0.00777,-0.00205,2.41803,23.07412,52.92915
"36","2019_Q1",34.8398360655738,"Down",372221000,365325000,6896000,217411000,589632000,-508730000,-183089000,-325641000,80902000,-23337000,-25830000,2493000,57565000,-3103000,54462000,-8593000,45869000,45869000,45843000,45843000,14656000,14656000,165824000,63881000,102562000,102562000,346923000,4648930000,114697000,672026000,57672000,614354000,5435653000,5782576000,108372000,108372000,297645000,233567000,233567000,639584000,1807076000,1561871000,222537000,487602000,851732000,3368947000,4008531000,1136491000,644595000,-7866000,1773220000,1774045000,5782576000,45869000,47580000,6388000,-103747000,-3909999.99999999,-128134000,-13240000,-132745000,-24477000,154367000,-17000.0000000005,-17000,268000,130141000,-6514000,-6514000,-6514000,128482000,2104721000,-94806000,1.58409,0.21735,0.12316,0.02584,0.00793,-2.06806,0.54242,2.25954,0.36398,0.69789,0.69624,5.6665,26.99458,-1.44328,0.37263,0.01292,-0.01743,0.53393,16.26738,25.83453
"37","2019_Q2",36.4369841269841,"Up",396481000,388583000,7898000,-321846000,74635000,-7564000,-209000,-7355000,67071000,-25101000,-26008000,907000,41970000,103928000,145898000,-30017000,115881000,115881000,115794000,115794000,14861000,14861000,170200000,61354000,118388000,102514000,364803000,4626054000,241203000,657923000,52426000,605497000,5525180000,5889983000,109922000,109922000,223989000,232731000,232731000,566642000,1752754000,1702365000,218456000,501928000,981981000,3455119000,4021761000,1140242000,734774000,-7706000,1867310000,1868222000,5889983000,115881000,49123000,-27418000,59295000,196881000,-93615000,-545000,-97664000,-25615000,-71665000,190000,190000,-896000,-97986000,1231000,1231000,1231000,116194000,1976743000,111891000,0.18824,0.16917,0.29205,0.06198,0.01966,0.96629,0.6438,2.15272,0.33561,1.76158,1.75602,6.03169,28.4075,1.7022,0.38968,0.02549,0.02017,0.22121,16.88454,29.25082
"38","2019_Q3",40.10390625,"Up",300812000,298551000,2261000,21534000,322346000,-282578000,-104548000,-178030000,39768000,-17594000,-25862000,8268000,22174000,1101000,23275000,1740999.99999999,25016000,25016000,25319000,25319000,17231000,17231000,115493000,67659000,69384000,69384000,269767000,4684654000,240630000,682877000,52426000,630451000,5608161000,5877928000,80619000,80619000,273993000,162123000,162123000,516735000,1752981000,1724178000,214983000,508139000,1001056000,3477159000,3993894000,1157024000,734555000,-7545000,1884034000,1884034000,5877928000,25016000,55634000,-742999.999999996,-24117000,55790000,-106373000,717000,-92369000,-25538000,49335000,14739000,14739000,-613000,37923000,1344000,1344000,1344000,95402000,2026974000,-36829000,1.07159,0.1322,0.08417,0.01344,0.00431,-1.4546,0.52206,2.11986,0.34484,0.38423,0.38464,4.56502,28.59146,-0.5589,0.38756,0.00902,-0.00654,1.00865,21.06605,50.53669
"39","2019_Q4",41.44640625,"Up",283770000,282721000,1049000,-102104000,181666000,-131748000,-50186000,-81562000,49918000,-26373000,-26193000,-180000,23545000,-18586000,4959000,131000,5090000,5090000,5090000,5090000,14454000,14454000,108577000,67732000,56883000,56883000,247646000,4727014000,248883000,741240000,52426000,688814000,5717137000,5964783000,91358000,91358000,134296000,173531000,173531000,399185000,1930913000,1741117000,210292000,515355000,1015470000,3672030000,4071215000,1186925000,714026000,-7383000,1893568000,1893568000,5964783000,5090000,50186000,-19642000,52186000,87820000,-120976000,-5899000,-130282000,-25619000,37335000,27970000,27970000,-1000,39685000,-2777000,-2777000,-2777000,100104000,2065209000,31183000,0.64019,0.17591,0.01794,0.00269,0.000849999999999998,6.12633,0.62038,2.15002,0.34623,0.07681,0.07668,4.28242,28.57612,0.47059,0.38662,0.00539,0.00547,5.0332,20.48624,41.08248
"40","2020_Q1",42.2214516129032,"Up",364559000,363283000,1276000,-37401000,327158000,-253851000,-51051000,-202800000,73307000,-20358000,-26291000,5933000,52949000,1056000,54005000,-3229000,50776000,50776000,50776000,50776000,9896000,9896000,166657000,66583000,61993000,61993000,305129000,4797007000,257092000,723228000,52426000,670802000,5777327000,6082456000,110219000,110219000,237800000,182694000,182694000,530713000,1895315000,1717144000,212006000,528513000,976625000,3612459000,4143172000,1210741000,738802000,-10259000,1939284000,1939284000,6082456000,50776000,51051000,6180999.99999999,-50287000,57721000,-121546000,-173000.000000001,-125196000,-2.6e+07,68135000,21674000,21674000,-892000,62917000,-4558000,-4558000,-4558000,124358000,2133115000,-44246000,0.89741,0.20108,0.13928,0.02618,0.00835,-0.871399999999999,0.57494,2.13644,0.3507,0.75867,0.75598,5.44703,28.97568,-0.6611,0.38848,0.01326,-0.00764,0.51205,17.07344,28.96339
"41","2020_Q2",35.0330158730159,"Down",390230000,389407000,823000,-129547000,260683000,-178490000,-51656000,-126834000,82193000,-26235000,-26617000,382000,55958000,998000,56956000,-8532000,48424000,48424000,48424000,48424000,18919000,18919000,155253000,56681000,43385000,43385000,274238000,4842318000,254151000,803292000,52426000,750866000,5899761000,6173999000,88184000,88184000,2.37e+08,240622000,240622000,565806000,1895528000,1753570000,207313000,525217000,1021040000,3649098000,4214904000,1209312000,759837000,-10054000,1959095000,1959095000,6173999000,48424000,51421000,2063000,33366000,135274000,-95525000,-3441000,-95131000,-27389000,-1500000,175000,175000,-2406000,-31120000,9023000,9023000,9023000,133614000,2132528000,79987000,0.66802,0.21063,0.12409,0.02472,0.00784,1.6518,0.48469,2.15145,0.3454,0.72018,0.71866,5.80363,29.13629,1.18959,0.40734,0.01297,0.01368,0.56561,15.81877,25.71519
"42","2020_Q3",32.41265625,"Down",278592000,278337000,255000,-67965000,210627000,-175701000,-64096000,-111605000,34926000,-26364000,-25833000,-531000,8562000,972000,9534000,7919000,17453000,17453000,17453000,17453000,116394000,116394000,115241000,67333000,53539000,53539000,352507000,4883133000,262468000,804516000,52426000,752090000,5950117000,6302624000,110675000,110675000,3.73e+08,172887000,172887000,656562000,1895708000,1775316000,204506000,540494000,1030316000,3671024000,4327586000,1234901000,749971000,-9834000,1975038000,1975038000,6302624000,17453000,64331000,-35000.0000000037,-17135000,64614000,-93955000,-1890000,-96633000,-27319000,135269000,23715000,23715000,-2171000,129494000,97475000,97475000,97475000,99257000,2268708000,-19752000,0.75604,0.12537,0.06265,0.00884,0.00277,-1.13173,0.5369,2.19114,0.35996,0.25864,0.25822,4.12845,29.26806,-0.2927,0.40484,0.00744,-0.00328,1.56529,21.68425,61.62498
"43","2020_Q4",33.17671875,"Up",272646000,272379000,267000,-78785000,193861000,-165363000,-54099000,-111264000,28498000,-23772000,-25940000,2168000,4726000,1009000,5735000,-859000,4876000,4876000,4876000,4876000,84747000,84747000,108118000,69026000,37771000,37771000,299662000,4930359000,263143000,789967000,52426000,737541000,5983469000,6283131000,83697000,83697000,2.02e+08,189142000,189142000,474839000,2060847000,1764594000,199912000,550571000,1014111000,3825441000,4300280000,1265191000,727274000,-9614000,1982851000,1982851000,6283131000,4876000,54099000,-31290000,54955000,82640000,-108354000,-490000,-109241000,-27573000,-6698000,29466000,29466000,-241000,-5046000,-31647000,-31647000,-31647000,82597000,2262847000,30057000,0.71104,0.10452,0.01788,0.00246,0.00078,6.16427,0.63108,2.16874,0.36015,0.0715,0.07135,3.99809,29.07662,0.44076,0.40433,0.0054,0.005,5.65484,26.37021,76.42992
"44","2021_Q1",37.6950819672131,"Up",380423000,380154000,269000,-122212000,258211000,-171128000,-54372000,-116756000,87083000,-23873000,-26671000,2798000,63210000,1104000,64314000,-5579000,58735000,58735000,58735000,58735000,14196000,14196000,163772000,67451000,98558000,98558000,343977000,4991612000,263639000,802869000,52426000,750443000,6058120000,6402097000,106613000,106613000,2.03e+08,196266000,196266000,505879000,2060081000,1806411000,211880000,594712000,999819000,3866492000,4372371000,1286068000,758036000,-14378000,2029726000,2029726000,6402097000,58735000,54372000,41932000,-106563000,48476000,-106472000,-1477000,-109738000,-27973000,329000,18844000,18844000,-489000,-9288999.99999999,-70551000,-70551000,-70551000,141455000,2263081000,-66001000,0.67875,0.22891,0.15439,0.02894,0.00917,-1.12371,0.67996,2.15417,0.35349,0.85205,0.84999,5.51866,29.44448,-0.95745,0.40579,0.01422,-0.01082,0.47626,15.89824,25.82462
"45","2021_Q2",42.3411111111111,"Up",412870000,412681000,189000,-134579000,278291000,-176396000,-55348000,-121048000,101895000,-22729000,-26413000,3684000,79166000,1015000,80181000,-12164000,68017000,68017000,68017000,68017000,21647000,21647000,153128000,63160000,112147000,112147000,350082000,5027103000,263964000,758347000,52426000,705921000,6049414000,6399496000,93100000,93100000,1.93e+08,206699000,206699000,492799000,2060289000,1777818000,199670000,607707000,970441000,3838107000,4330906000,1285999000,796654000,-14063000,2068590000,2068590000,6399496000,68017000,55348000,-11577000,33302000,145090000,-97203000,2281000,-96461000,-29399000,-10759000,65000,65000,-1085000,-41178000,7451000,7451000,7451000,157243000,2253289000,105506000,0.67404,0.2468,0.16474,0.03288,0.01063,1.55117,0.7104,2.09365,0.3521,0.98159,0.97858,5.95832,29.8528,1.52261,0.42427,0.01597,0.0173,0.43223,14.19231,21.90139
"46","2021_Q3",39.0859375,"Down",298255000,298107000,148000,-90678000,207577000,-175825000,-56139000,-119686000,31752000,-16196000,-26237000,10041000,15556000,916000,16472000,-2398000,14074000,14074000,14074000,14074000,39027000,39027000,129835000,82778000,110314000,110314000,361954000,5100762000,261064000,922521000,52426000,870095000,6284347000,6646301000,104048000,104048000,5.46e+08,241861000,241861000,891909000,1810508000,1873918000,188912000,620020000,1064986000,3684426000,4576335000,1303411000,780310000,-13755000,2069966000,2069966000,6646301000,14074000,56139000,-21283000,-3957000,44973000,-116624000,-449000,-114378000,-29294000,102268000,15624000,15624000,-1813000,86785000,17380000,17380000,17380000,87891000,2356508000,-30292000,0.69597,0.10646,0.04719,0.0068,0.00212,-2.15234,0.40582,2.21083,0.35456,0.20311,0.20249,4.30426,29.87266,-0.43716,0.42276,0.00688,-0.00481,2.08143,26.36767,72.98693
"47","2021_Q4",37.9328125,"Down",296007000,296007000,211413.041526385,-102133000,193874000,-169660000,-57752000,-111908000,24214000,-16382000,-26649000,10267000,7832000,1102000,8934000,5432000,14366000,14366000,14366000,14366000,19224000,19224000,130696000,87203000,119152000,119152000,356275000,5168825000,2.78e+08,928378000,52426000,875952000,6375203000,6731478000,102824000,102824000,449075000,247287000,247287000,799186000,1949782000,1880874000,177333000,634215000,1069326000,3830656000,4629842000,1349960000,765127000,-13451000,2101636000,2101636000,6731478000,14366000,57752000,-40544000,7279000,38853000,-108981000,-1639000,-116091000,-29511000,42268000,45656000,45656000,-978000,57435000,-19803000,-19803000,-19803000,81966000,2398857000,-25168000,0.65496,0.0818,0.04853,0.00684,0.00213,-1.75191,0.4458,2.20297,0.35636,0.20507,0.20485,4.22541,30.00023,-0.35927,0.42126,0.00688,-0.00394,2.05423,29.03195,98.27509
"48","2022_Q1",41.9820967741936,"Up",431804000,431570000,234000,-169733000,262071000,-191700000,-62937000,-128763000,70371000,-17547000,-26853000,9306000,52824000,954000,53778000,-2901000,50877000,50877000,50877000,50877000,22168000,22168000,203035000,84733000,124537000,124537000,434473000,5225515000,280543000,913052000,52426000,860626000,6419110000,6853583000,133096000,133096000,5.34e+08,246010000,246010000,913106000,1949917000,1835816000,153467000,642709000,1039640000,3785733000,4698839000,1380152000,785631000,-11039000,2154744000,2154744000,6853583000,50877000,62937000,-23117000,-52273000,38424000,-117131000,2525000,-117986000,-30007000,84288000,28653000,28653000,-428000,82506000,2944000,2944000,2944000,133308000,2483917000,-33195000,0.60692,0.16297,0.11782,0.02361,0.00742,-0.65246,0.47582,2.18069,0.36243,0.72625,0.72548,6.16387,30.75833,-0.47385,0.42834,0.01249,-0.00513,0.58979,18.46663,34.98244
"49","2022_Q2",41.3687096774194,"Down",462046000,461926000,120000,-186868000,275178000,-192209000,-62609000,-129600000,82969000,-23333000,-28184000,4851000,59636000,1093000,60729000,10836000,71565000,71565000,71565000,71565000,203598000,203598000,193200000,76402000,122876000,122876000,596076000,5250277000,298608000,891049000,52426000,838623000,6439934000,7036010000,112126000,112126000,2.5e+08,279799000,279799000,641925000,2345726000,1815059000,140575000,646736000,1027748000,4160785000,4802710000,1418421000,825642000,-10763000,2233300000,2233300000,7036010000,71565000,62609000,-43291000,70967000,161850000,-95987000,537000,-95681000,-31969000,115085000,37886000,37886000,-5741000,115261000,181430000,181430000,181430000,145578000,2595726000,109722000,0.59556,0.17957,0.15489,0.03204,0.01017,1.53318,0.92858,2.1505,0.36892,1.02157,1.02048,6.59557,31.87969,1.56625,0.45635,0.01558,0.01651,0.44671,16.43193,28.83159
"50","2022_Q3",40.684375,"Down",378566000,378421000,145000,-157397000,221169000,-196886000,-62836000,-134050000,24283000,-14761000,-28695000,13934000,9522000,932000,10454000,999000,11453000,11453000,11453000,11453000,21619000,21619000,166122000,105791000,123429000,123429000,416961000,5307406000,321766000,891581000,52426000,839155000,6520753000,6937714000,121315000,121315000,164500000,267586000,267586000,553401000,2339153000,1807666000,128187000,657583000,1021896000,4146819000,4700220000,1443102000,804882000,-10490000,2237494000,2237494000,6937714000,11453000,62836000,-30764000,565999.99999997,44091000,-114659000,-1545000,-123738000,-32108000,-92772000,22879000,22879000,-331000,-102332000,-181979000,-181979000,-181979000,87119000,2503653000,-27973000,0.58423,0.06414,0.03025,0.00512,0.00165,-2.44242,0.75345,2.10066,0.36088,0.1564,0.15625,5.16962,30.55475,-0.38199,0.43846,0.00665,-0.00427,2.80346,28.49016,102.21282
