"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q3",135.498571428571,"Up",201183000,-129348000,71835000,-49594000,-49594000,22241000,-1811000,-240000,-1571000,20430000,16092000,-4224000,473000,12341000,12341000,-435000,11906000,11906000,98821000,98821000,201529000,201529000,87882000,21466000,21466000,409698000,86727000,209322000,84762000,74406000,20742000,29412000,320562000,730260000,105920000,91461000,14459000,736000,134388000,73896000,82382000,12458000,69924000,156278000,290666000,127057000,374001000,-72938000,428120000,11474000,439594000,730260000,12341000,3176000,-89000,-2918000,12510000,-2683000,28000,28000,-2711000,-2711000,-8034000,-4584000,6854000,-164000,-164000,2106000,6582000,6582000,1452000,8034000,25417000,74632000,24040000,0.35706,0.11055,0.05918,0.02708,0.0163,2.01915,3.04862,0.66121,0.1022,0.9023,0.89919,15.24673,32.44523,1.82188,0.3474,0.02764,0.04029,0.38502,-0.95169,-1.08759
"29","2017_Q4",147.71619047619,"Up",212918000,-138142000,74776000,-51092000,-51092000,23684000,218000,-31000,249000,23902000,14227000,-3140000,617000,11704000,11704000,-562000,11142000,11142000,109088000,109088000,218243000,218243000,90252000,24272000,24272000,441855000,86278000,211203000,85816000,73514000,22229000,29644000,322672000,764527000,116054000,95584000,20470000,7e+05,156121000,72374000,83973000,12618000,71355000,156347000,312468000,126428000,380421000,-66673000,440176000,11883000,452059000,764527000,11704000,3131000,8824000,-3690000,19969000,-2766000,24000,24000,-2790000,-2790000,-2752000,-4726000,-2396000,-1653000,-1653000,-8775000,8442000,8442000,1743000,10185000,26815000,73074000,23499000,0.3512,0.11124,0.05233,0.02465,0.01457,2.10905,2.83021,0.69121,0.09558,0.84297,0.84076,16.10878,33.30249,1.77787,0.35756,0.02605,0.03858,0.42416,-1.34305,-1.5206
"30","2018_Q1",145.06131147541,"Down",211072000,-137075000,73997000,-50073000,-50073000,23924000,-245000,-954000,709000,23679000,16829000,-27424000,1236000,-9359000,-9359000,-403000,-9762000,-9762000,89879000,89879000,208358000,208358000,87221000,21128000,21128000,406586000,86704000,203146000,86034000,71603000,15460000,30049000,315540000,722126000,121686000,93008000,23954000,5736000,154743000,61068000,96697000,9653000,51496000,157765000,312508000,106836000,365936000,-65100000,407672000,1946000,409618000,722126000,-9359000,10502000,-6458000,29276000,23961000,-1330000,1510000,1510000,-2840000,-2840000,-1315000,-4720000,-6837000,638000,637999.999999999,-42706000,-20060000,-20060000,646000,-19414000,34426000,66804000,89796000,0.35058,0.11335,-0.04625,-0.02383,-0.01352,-9.19852,2.62749,0.76293,0.09251,-0.73783,-0.73567,15.95317,30.81253,6.78693,0.35675,-0.0088,0.15668,-0.48351,-0.67028,-0.96451
"31","2018_Q2",147.619375,"Up",212055000,-136608000,75447000,-50007000,-50007000,25440000,-1572000,-1203000,-369000,23868000,18659000,-5556000,-316000,12787000,12787000,-55000,12732000,12732000,92581000,92581000,218058000,218058000,96296000,22365000,22365000,429300000,87832000,202300000,86708000,70872000,13103000,31617000,315165000,744465000,118380000,103525000,14855000,5707000,157437000,69648000,94617000,9037000,85580000,164265000,321702000,107054000,373185000,-58738000,421501000,1262000,422763000,744465000,12787000,3194000,3267000,-16502000,2746000,-3420000,29000,29000,-3449000,-3449000,-3901000,-4724000,7969000,-866000,-866000,1545000,390000,390000,2246000,2636000,28634000,75355000,14268000,0.35579,0.11997,0.06004,0.03012,0.0171,1.12064,2.72681,0.76095,0.10122,0.96127,0.95884,16.01016,31.82334,1.07723,0.35666,0.02945,0.02407,0.37103,-0.60159,-0.67712
"32","2018_Q3",168.020476190476,"Up",221962000,-141025000,80937000,-54083000,-54083000,26854000,-770000,-1031000,261000,26084000,21793000,-3668000,1245000,19370000,19370000,-124000,19246000,19246000,90220000,90220000,213548000,213548000,95930000,22225000,22225000,421923000,83367000,196557000,84230000,67650000,12602000,32075000,301702000,723625000,114463000,96815000,17648000,5689000,151708000,58397000,90843000,8302000,82541000,149240000,300948000,108315000,387498000,-74351000,421462000,1215000,422677000,723625000,19370000,3136000,1069000,-6587999.99999999,16987000,-1534000,639000,639000,-2173000,-2173000,-1506000,-4729000,-8256000,370000,370000,-12615000,2866000,2866000,-5592000,-2726000,29990000,64086000,25536000,0.36464,0.12098,0.08671,0.04553,0.0266,1.32682,2.78115,0.712,0.08856,1.4506,1.44736,16.72959,31.76619,1.92468,0.35643,0.04151,0.04421,0.24571,-0.87142,-0.97319
"33","2018_Q4",185.686349206349,"Up",222022000,-140929000,81093000,-53270000,-53270000,27823000,-1512000,-989000,-523000,26311000,23407000,-4330000,694000,19771000,19771000,-81000,19690000,19690000,99810000,99810000,214056000,214056000,96605000,17446000,17446000,427917000,82157000,196744000,83695000,65912000,15072000,32065000,301372000,729289000,120152000,96053000,24099000,5673000,157310000,46875000,92468000,9543000,82925000,139343000,296653000,109455000,402255000,-80332000,431378000,1258000,432636000,729289000,19771000,8581000,-1438000,4249000,31163000,-3058000,135000,135000,-3193000,-3193000,-3003000,-4932000,-11231000,269000,269000,-15894000,12266000,12266000,-2822000,9444000,36404000,52548000,41925000,0.36525,0.12532,0.08868,0.04551,0.027,2.12925,2.72021,0.68569,0.07205,1.48295,1.47866,16.72155,32.48916,3.15757,0.37145,0.04262,0.07258,0.25048,-1.29826,-1.69867
"34","2019_Q1",191.708524590164,"Up",211481000,-136644000,74837000,-50512000,-50512000,24325000,-829000,-818000,-11000.0000000001,23496000,19239000,-11496000,140000,7883000,7883000,-78000,7805000,7805000,104147000,104147000,202139000,202139000,94090000,18134000,18134000,418510000,83923000,185916000,83333000,63582000,6946000,32055000,291155000,709665000,119692000,87819000,26938000,670000,151470000,35934000,85892000,10003000,43529000,121826000,273296000,110642000,405125000,-80715000,435052000,1317000,436369000,709665000,7883000,4803000,15717000,-520000,27883000,-4008000,63000,63000,-4071000,-4071000,-3948000,-4934000,-15273000,309000,309000,-19941000,3994000,3994000,26999.9999999995,4021000,29128000,36604000,36096000,0.35387,0.11502,0.03691,0.01789,0.011,4.62473,2.76299,0.6263,0.05158,0.58764,0.58566,15.92245,32.75516,2.71768,0.37148,0.02279,0.06459,0.63216,-2.31883,-2.77669
"35","2019_Q2",196.635396825397,"Up",211210000,-135443000,75767000,-51455000,-51455000,24312000,-1411000,-776000,-635000,22901000,18418000,-4929000,411000,13900000,13900000,-56000,13844000,13844000,71960000,71960000,208003000,208003000,92947000,18403000,18403000,391313000,82316000,212168000,83204000,61421000,9333000,58210000,317210000,708523000,107104000,91145000,15959000,661000,147508000,11720000,102932000,9194000,93738000,114652000,262160000,110166000,413992000,-79167000,444991000,1372000,446363000,708523000,13900000,4859000,-7185000,-11554000,20000,-2529000,8000,8000,-2537000,-2537000,-2964000,-4935000,-23948000,-1489000,-1489000,-30372000,-33316000,-33316000,1004000,-32312000,29171000,12381000,20017000,0.35873,0.11511,0.06555,0.03102,0.01954,1.4459,2.65283,0.58732,0.01747,1.04156,1.0379,15.8905,33.47914,1.50599,0.37129,0.03343,0.03564,0.35647,-2.04241,-2.4506
"36","2019_Q3",166.04625,"Down",205869000,-130708000,75161000,-50026000,-50026000,25135000,-690000,-733000,42999.9999999999,24445000,19841000,-4800000,608000,15649000,15649000,-58000,15591000,15591000,86355000,86355000,210347000,210347000,94485000,20992000,20992000,412179000,82623000,208366000,83296000,59855000,7948000,57267000,312351000,724530000,110282000,93886000,16396000,675999.999999999,153188000,11788000,101593000,7780999.99999999,93812000,113381000,266569000,110940000,424448000,-78881000,456507000,1454000,457961000,724530000,15649000,1228000,7022000,-1510000,22389000,-2945000,62000,62000,-3007000,-3007000,-2879000.00000003,-4933000,-92000.0000000298,115000,115000,-4909999.99999997,14600000,14600000,-255000,14345000,26363000,12464000,26708000,0.36509,0.12209,0.07573,0.03404,0.02152,1.71304,2.69067,0.58208,0.0172,1.17188,1.16768,15.47385,34.3127,2.00747,0.37078,0.03588,0.04669,0.3164,-2.80283,-2.93977
"37","2019_Q4",150.625625,"Down",325130000,-220073000,105057000,-80812000,-80812000,24245000,-5899000,-6102000,203000,18346000,-20401000,5633000,1787000,-12981000,-12981000,-72000,-13053000,-13053000,128161000,128161000,370725000,370725000,174386000,51290000,51290000,724562000,204109000,1703888000,557323000,1064048000,5415000,77102000,1999934000,2724496000,215436000,173722000,41714000,36535000,345760000,826503000,348783000,212673000,136110000,1175286000,1521046000,903496000,404569000,-106047000,1202018000,1432000,1203450000,2724496000,-12981000,17781000,5970000,2297000,13067000,-4563000,5000,5000,-4568000,-4568000,-802073000,-5135000,860421000,2107000,2107000,833646000,44640000,44640000,-2638000,42002000,42026000,863038000,34127000,0.32312,0.07457,-0.04015,-0.01085,-0.00479,-2.61449,2.09556,1.2639,0.31677,-0.80487,-0.8032,20.04815,74.11877,2.10434,0.31663,-0.00328,0.01413,-0.3934,17.48625,30.31046
"38","2020_Q1",157.902903225806,"Up",391294000,-255162000,136132000,-101535000,-101535000,34597000,-9230000,-9365000,135000,25367000,11046000,2012000,2258000,15316000,15316000,-76000,15240000,15240000,123524000,123524000,375982000,375982000,174950000,41516000,41516000,715972000,213469000,1827053000,607205000,1121765000,14745000,83338000,2134344000,2850316000,321602000,164101000,150673000,38332000,359934000,882437000,365579000,211094000,97657000,1248016000,1607950000,905953000,412979000,-78170000,1240762000,1604000,1242366000,2850316000,15316000,21027000,-8057000,18612000,46898000,-5405000,28000,28000,-5433000,-5433000,-100716000,-6827000,51956000,637000,637000,45766000,-8051999.99999999,-8051999.99999999,3147000,-4905000.00000001,55624000,920769000,66819000,0.3479,0.08842,0.03895,0.01227,0.00535,4.38445,1.98918,1.29426,0.32304,0.86129,0.86049,22.11407,70.12194,3.77629,0.38583,0.00873,0.02642,0.44797,14.33275,23.04376
"39","2020_Q2",153.273492063492,"Down",378561000,-244710000,133851000,-98701000,-98701000,35150000,-29636000,-8461000,-21175000,5514000,-42080000,13070000,666000,-28344000,-28344000,-37000,-28381000,-28381000,316437000,316437000,357902000,357902000,177868000,43021000,43021000,895228000,202092000,1739142000,592385000,1050203000,14706000,81848000,2025323000,2920551000,202795000,177976000,24819000,38112000,340587000,1076292000,341131000,190880000,150251000,1417423000,1758010000,906285000,377362000,-121524000,1162123000,418000,1162541000,2920551000,-28344000,21197000,26132000,1234000,20219000,-4892000,-72190.2460372034,-72190.2460372034,-4892000,-4892000,-8021000,-6828000,195944000,-696000,-696000,186622000,198820000,198820000,-6424000,192396000,56347000,1114404000,39619000,0.35358,0.09285,-0.07497,-0.02441,-0.00972,-1.39597,2.62849,1.51221,0.38157,-1.60594,-1.60594,21.42088,65.75874,2.24184,0.38636,-0.00823,0.01513,-0.24058,14.16166,22.70176
"40","2020_Q3",187.87265625,"Up",286040000,-188654000,97386000,-86667000,-86667000,10719000,-7804000,-6811000,-993000,2915000,-5566000,-3222000,1066000,-7722000,-7722000,-13000,-7735000.00000001,-7735000.00000001,322497000,322497000,300027000,300027000,173867000,52847000,52847000,849238000,188413000,1746010000,604649000,1044516000,12362000,84483000,2022288000,2871526000,153023000,130334000,22689000,38217000,282691000,1070306000,351188000,196669000,154519000,1421494000,1704185000,913908000,362265000,-109264000,1166909000,432000,1167341000,2871526000,-7722000,20882000,6932000,4351000,24443000,-2631000,11000,11000,-2642000,-2642000,-2596999.99999999,-6834000,-9829999.99999994,-1227000,-1227000,-17891000,3954999.99999997,3954999.99999997,1849000,5804000,31601000,1108523000,36543000,0.34046,0.03747,-0.02704,-0.00662999999999999,-0.00269,-4.72437,3.00412,1.45989,0.38604,-0.43707,-0.43707,16.16274,65.93639,2.06487,0.38616,-0.000339999999999997,0.01391,-0.88352,24.87345,73.33016
"41","2020_Q4",221.4796875,"Up",367224000,-227032000,140192000,-97037000,-97037000,43155000,-7076000,-6837000,-239000,36079000,27783000,-2245000,1804000,27342000,27342000,-38000,27304000,27304000,155750000,155750000,338875000,338875000,171327000,52612000,52612000,718564000,187880000,1754581000,612144000,1045040000,13085000,84312000,2034624000,2753188000,211469000,165582000,45887000,38630000,337140000,846070000,343547000,189439000,154108000,1189617000,1526757000,918433000,382521000,-75010000,1225944000,487000,1226431000,2753188000,27342000,20739000,2675000,16630000,67386000,-4650000,0,0,-4650000,-4650000,-4646000,-6858000,-231258000,4308000,4308000,-233808000,-171068000,-171068000,4046000,-167022000,63894000,884700000,78119000,0.38176,0.11752,0.07435,0.02226,0.00992,2.86108,2.13135,1.24488,0.32134,1.53881,1.53386,20.69621,69.09242,4.40267,0.38651,0.01392,0.03182,0.25117,11.40874,16.89144
"42","2021_Q1",262.156393442623,"Up",385852000,-243838000,142014000,-98347000,-98347000,43667000,12295000,-4494000,16789000,55962000,47002000,-2307000,3816000,48511000,48511000,-41000,48470000,48470000,181833000,181833000,372974000,372974000,187764000,50156000,50156000,792727000,203883000,1895224000,631212000,1081358000,16566000,70303000,2099107000,2891834000,343993000,191821000,145121000,38967000,382960000,849068000,338892000,192763000,82239000,1187960000,1570920000,923022000,423940000,-26598000,1320364000,550000,1320914000,2891834000,48511000,20428000,-26487000,23889000,66341000,-3026000,2691000,2691000,-5717000,-5717000,-56121000,-7043000,-4617000.00000006,1482000,1482000,-10178000,42000,42000,7120000,7161999.99999997,64095000,888035000,87265000,0.36805,0.11317,0.12562,0.03669,0.01676,1.80039,2.07,1.18927,0.30708,2.74207,2.75099,21.82862,74.69632,4.9368,0.39844,0.02179,0.03425,0.14531,11.01805,16.17244
"43","2021_Q2",235.2,"Down",429783000,-273589000,156194000,-104310000,-104310000,51884000,-783000,-5470000,4687000,51101000,44111000,-10689000,5210000,38632000,38632000,-17000,38615000,38615000,163455000,163455000,411523000,411523000,207778000,48285000,48285000,831041000,195790000,1789907000,627574000,1075343000,17057000,69933000,2081910000,2912951000,249076000,214015000,35061000,43330000,396435000,859433000,327630000,186031000,141599000,1187063000,1583498000,926623000,455493000,-53228000,1328888000,565000,1329453000,2912951000,38632000,22145000,-16345000,-57050000,-12618000,10810000,14744000,14744000,-3934000,-3934000,-15845000,-7052000,20261000,-178000,-178000,13031000,-15432000,-15432000,-3008000,-18440000,74029000,902763000,38478000,0.36343,0.12072,0.08985,0.02905,0.01326,0.99645,2.09629,1.19109,0.30991,2.18195,2.18195,24.28496,75.08904,2.17421,0.39847,0.01784,0.01503,0.18262,9.98673,14.24925
"44","2021_Q3",241.94703125,"Up",435262000,-280811000,154451000,-108679000,-108679000,45772000,8392000,-5618000,14010000,54164000,47208000,-15218000,1610000,33600000,33600000,-30000,33570000,33570000,145610000,145610000,418642000,418642000,242809000,60844000,60844000,867905000,194441000,1882473000,633449000,1068795000,13392000,68824000,2076914000,2944819000,258294000,219617000,38677000,48079000,400434000,847154000,321830000,181264000,140566000,1168984000,1569418000,928740000,482001000,-35943000,1374798000,603000,1375401000,2944819000,33600000,22043000,-1097000,-51496000,3049999.99999999,-3040000,0,0,-3040000,-3040000,-5809000,-7061000,-10112000,-238000,-238000,-17411000,-20170000,-20170000,2325000,-17845000,67815000,895233000,28497000,0.35485,0.10516,0.07713,0.02441,0.0114,0.84888,2.16741,1.14106,0.304,1.8857,1.88072,24.44967,77.22558,1.60074,0.39663,0.01567,0.01099,0.21034,11.05394,16.37733
"45","2021_Q4",238.92828125,"Down",449072000,-303941000,145131000,-104215000,-104215000,40916000,-4990000,-5637000,647000,35926000,31020000,-795000,848000,31073000,31073000,-15000,31058000,31058000,141393000,141393000,433631000,433631000,254894000,63278000,63278000,893196000,190833000,1857798000,630669000,1048688000,18409000,65922000,2048631000,2941827000,264306000,219601000,44705000,52611000,409959000,839275000,308897000,174405000,134492000,1148172000,1558131000,932166000,505635000,-54723000,1383078000,618000,1383696000,2941827000,31073000,21252000,-5113000,-35135000,12077000,-5849000,0,0,-5849000,-5849000,-8400000,-7062000,-149000,1120000,1120000,-6091000,-2414000,-2414000,-1803000,-4217000,62168000,891886000,21979000,0.32318,0.09111,0.06916,0.02245,0.01056,0.70768,2.17874,1.12606,0.30317,1.7446,1.73999,25.22541,77.69068,1.23461,0.39669,0.01475,0.0085,0.22738,12.07201,18.34229
"46","2022_Q1",196.250161290323,"Down",447041000,-308177000,138864000,-101652000,-101652000,37212000,-6094000,-5601000,-493000,31118000,24652000,-8237000,1711000,18126000,18126000,0,18126000,18126000,165176000,165176000,430676000,430676000,264531000,59871000,59871000,920254000,197520000,1837986000,631194000,1027782000,16138000,67594000,2035506000,2955760000,373532000,226656000,139449000,56935000,430467000,836412000,300959000,179025000,75950000,1137371000,1567838000,934950000,516334000,-63990000,1387294000,628000,1387922000,2955760000,18126000,21110000,6183000,1005000,46424000,-8634000,-4.65661287307739e-10,-4.65661287307739e-10,-8634000,-8634000,-19076000,-7424000,4244000,186000,186000,-2994000,24354000,24354000,-570999.999999999,23783000,58322000,893347000,58930000,0.31063,0.08324,0.04055,0.01306,0.00613,3.25113,2.1378,1.12963,0.30224,1.01762,1.0143,25.09744,77.88441,3.3084,0.41679,0.00989,0.02282,0.40958,12.48536,19.56818
"47","2022_Q2",153.377741935484,"Down",474171000,-328100000,146071000,-111795000,-111795000,34276000,-7551000,-5345000,-2206000,26725000,21852000,-2866000,835000,19821000,19821000,-5000,19816000,19816000,161552000,161552000,458459000,458459000,299795000,67853000,67853000,987659000,197115000,1811948000,630938000,1012068000,11496000,67443000,2009063000,2996722000,391164000,253906000,129825000,61385000,452549000,858287000,290186000,170622000,74897000,1148473000,1601022000,936611000,528716000,-70261000,1395066000,634000,1395700000,2996722000,19821000,20447000,-1443000,-45124000,-6299000,-8847000,-607111.615381902,-607111.615381902,-8847000,-8847000,-18230000,-7428000,28786000,-801000,-801000,20557000,-3972000,-3972000,348000,-3624000,54723000,919672000,3618000,0.30806,0.07229,0.04179,0.0142,0.00661,0.18258,2.18244,1.14711,0.30689,1.11249,1.10887,26.62055,78.32074,0.20312,0.41702,0.01046,0.00139,0.37485,13.85377,22.1181
"48","2022_Q3",163.06,"Up",492388000,-342824000,149564000,-115830000,-115830000,33734000,-14893000,-6494000,-8399000,18841000,17010000,-1374000,-1265000,14371000,14371000,-28000,14343000,14343000,202348000,202348000,465352000,465352000,313442000,64674000,64674000,1045816000,192497000,1732443000,610167000,962580000,10897000,65121000,1924940000,2970756000,386240000,246345000,132458000,14485000,400725000,972369000,267096000,156468000,67873000,1239465000,1640190000,939562000,535621000,-145246000,1329937000,629000,1330566000,2970756000,14371000,20589000,4489000,-41573000,-2124000,-6206000,85000,85000,-6291000,-6291000,-6206000,-7434000,69262000,-20000,-20000,58074000,49744000,49744000,-8948000,40796000,54323000,986854000,7917999.99999999,0.30375,0.06851,0.02913,0.01078,0.00483,0.55205,2.60981,1.2327,0.33219,0.80424,0.80392,27.609,74.57174,0.44398,0.41684,0.00843,0.00306,0.5183,14.44151,23.25565
