"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",24.3842857142857,"Down",833003000,833003000,-561257000,271746000,-225820000,-225820000,45926000,762000,870000,46688000,53851000,-14532000,39319000,39319000,39319000,39319000,294267000,222419000,14902000,14902000,624167000,49924000,49924000,983260000,383110000,0,108259000,25899000,19394000,491369000,1474629000,381463000,197792000,183671000,381463000,150730000,150730000,150730000,532193000,975658000,320343000,-27659000,942436000,942436000,1474629000,39319000,39319000,19250000,-28764000,10958000,40763000,-16442000,-15254000,-108000,-19536000,5973000,5973000,6423000,65176000,0,74224000,0.32622,0.05513,0.0472,0.04172,0.02666,1.88774,2.5776,0.5647,0,0.48952,0.47783,10.37092,11.73337,0.92409,0.05425,0.0679,-4.51496,-6.40742
"34","2019_Q1",24.0362295081967,"Down",837545000,837545000,-633520000,204025000,-230663000,-230663000,-26638000,225000,-1051000,-26413000,-58096000,12370000,-45726000,-45726000,-45726000,-45726000,169087000,99369000,68870000,68870000,645317000,71945000,71945000,955219000,409576000,29022420.9650532,255789000,89513000,31739000,665365000,1620584000,463160000,261625000,201535000,463160000,165047000,165047000,325047000,788207000,978794000,254718000,-27699000,832377000,832377000,1620584000,-45726000,-45726000,21369000,34277000,18079000,27999000,-16810000,-241060000,-47442000,90609000,-122452000,-122452000,-121851000,-5268999.99999999,1.6e+08,-16370000,0.2436,-0.0318,-0.0546,-0.05493,-0.02822,0.358000000000001,2.0624,0.94694,0.09873,-0.57582,-0.59544,10.5471,10.48202,-0.20615,-0.02231,-0.01414,1.72462,0.34113
"35","2019_Q2",18.9928571428571,"Down",878515000,869992000,-613956000,264559000,-222806000,-222806000,41753000,-2143000,-1801000,39610000,39610000,-10644000,31194000,31194000,31194000,31194000,121930000,70671000,78287000,78287000,642045000,54463000,54463000,896725000,405156000,60193000,1187094000,90881000,1026006000,1652443000,2549168000,411568000,224576000,186992000,596024000,955293000,955293000,1190293000,1786317000,982093000,257453000,-28259000,762851000,762851000,2549168000,31194000,31194000,21422000,1778000,-57420000,-3026000,-24879000,-6188000,-75986000,-19889000,-29103000,-29103000,-28264000,63175000,2.35e+08,-8480000,0.30114,0.04753,0.03551,0.04089,0.01224,-0.27185,1.50451,2.34163,0.09219,0.4051,0.39858,11.40869,9.90664,-0.11012,0.02565,-0.00434,1.78979,2.70807
"36","2019_Q3",15.980625,"Down",860198000,849640000,-594779000,265419000,-226616000,-226616000,38803000,2919000,-1972000,41722000,41722000,-12087000,27407000,27407000,27407000,27407000,77266000,51762000,85162000,85162000,706168000,55561000,55561000,924157000,402779000,62656833.380144,1230310000,116280000,1008370000,1633089000,2557246000,462894000,289457000,173437000,648863000,944136000,944136000,1179136000,1827999000,988305000,266957000,-27579000,729247000,729247000,2557246000,27407000,27407000,21063000,4304000,-15556000,37218000,-15380000,10679000,-49411000,-67314000,-19417000,-19417000,-20542000,59866000,2.35e+08,41017000,0.30856,0.04511,0.03186,0.03758,0.01072,1.49659,1.42427,2.50669,0.0919,0.37273,0.36887,11.6986,9.91768,0.55783,0.02374,0.02149,2.63478,4.06499
"37","2019_Q4",15.8428125,"Down",924354000,943435000,-660518000,263836000,-205566000,-205566000,58270000,503000,-2174000,58773000,53949000,-10489000,43460000,43460000,43460000,43460000,113777000,87838000,87313000,87313000,677696000,48077000,48077000,926863000,394695000,54964000,1160456000,113644000,984063000,1610115000,2536978000,457232000,266335000,190897000,641830000,916967000,916967000,1151967000,1793797000,968093000,292490000,-2337000,743181000,743181000,2536978000,43460000,43460000,21741000,5759000,12921000,83881000,-14350000,-14756000,-15499000,-33426000,35699000,35699000,36076000,80011000,2.35e+08,89071000,0.28543,0.06304,0.04702,0.05848,0.01713,2.04949,1.44409,2.41367,0.09263,0.60258,0.59628,12.81636,10.30436,1.23499,0.03239,0.047,1.51508,2.08037
"38","2020_Q1",12.5541935483871,"Down",829620000,829620000,-623764000,205856000,-219761000,-219761000,-13905000,1345000,-1408000,-12560000,-15507000,7943000,-7564000,-7564000,-7564000,-7564000,111538000,86564000,89151000,89151000,632587000,67534000,67534000,900810000,395009000,57760000,1111491000,113644000,943138000,1564260000,2465070000,493336000,299072000,194264000,680031000,874125000,874125000,1064125000,1744156000,971380000,267094000,-2495000,720914000,720914000,2465070000,-7564000,-7563999.99999999,22423000,14380000,49395000,78634000,-23211000,-17174000,108000,-62724000,-1264000,-1264000,-1274000.00000001,8518000,1.9e+08,26759000,0.24813,-0.01676,-0.00912,-0.01049,-0.00307,-3.53768,1.32466,2.41937,0.07708,-0.10542,-0.10365,11.56249,10.04744,0.37294,0.00574999999999999,0.01499,9.21132,-5.64272
"39","2020_Q2",5.94619047619048,"Down",482783000,482783000,-509243000,-26460000,-187221000,-187221000,-213681000,25000,-2158000,-213656000,-326203000,110345000,-215858000,-215858000,-215858000,-215858000,250874000,250874000,81953000,81953000,533638000,82742000,82742000,949207000,359841000,57538000,1071255000,93655000,824423000,1488634000,2437841000,514413000,283054000,231359000,732726000,814009000,814009000,1207009000,1939735000,460239000,44076000,-6209000,498106000,498106000,2437841000,-215858000,-215858000,23133000,8719000,144537000,-39469000,-14625000,9987000,-1940000,193900000,164418000,164418000,164310000,-190548000,3.93e+08,-170981000,-0.05481,-0.4426,-0.44711,-0.43336,-0.08854,0.7921,1.29545,3.89422,0.16121,-3.00161,-3.00161,6.71334,6.92641,-2.37758,-0.1224,-0.10028,-0.74588,-0.66513
"40","2020_Q3",6.376875,"Up",489714000,489714000,-452672000,37042000,-168424000,-168424000,-131382000,-892000,-3788000,-132274000,-139009000,40795000,-98214000,-98214000,-98214000,-98214000,206720000,206720000,49240000,49240000,445044000,69456000,69456000,770460000,332730000,56690000,1113377000,93655000,821193000,1502797000,2273257000,427524000,224693000,202831000,669218000,804412000,804412000,1197412000,1866630000,465684000,-54138000,-4919000,406627000,406627000,2273257000,-98214000,-98214000,20942000,-39346000,76468000,-40150000,-7516000,-3207000,-706000.000000002,-706000,-44063000,-44063000,-44154000,-110440000,3.93e+08,-82283000,0.07564,-0.26828,-0.20055,-0.24153,-0.0432,0.83779,1.15128,4.59052,0.17288,-1.3614,-1.3614,6.7882,5.63648,-1.14057,-0.06123,-0.0513,-1.68671,-1.41785
"41","2020_Q4",6.5540625,"Up",652870000,652870000,-487214000,165656000,-196067000,-196067000,-30411000,-7083000,-9009000,-37494000,-67575000,26932000,-40643000,-40643000,-40643000,-40643000,114531000,114531000,61840000,61840000,545954000,54577000,54577000,776902000,313102000,57978000,1078739000,93655000,760456000,1449819000,2226721000,542643000,371382000,171261000,831566000,749999000,749999000,1024634000,1856200000,470060000,-94781000,-4758000,370521000,370521000,2226721000,-40643000,-40643000,22064000,6902000,-15037000,-26714000,-4784000,40000,-19919000,-66044000,-92718000,-92718000,-92189000,-8347000,337135000,-55100000,0.25374,-0.04658,-0.06225,-0.10969,-0.01825,1.35571,0.93426,5.0097,0.1514,-0.56179,-0.56179,9.02427,5.12151,-0.76162,-0.02788,-0.0378,-26.66874,-7.31985
"42","2021_Q1",12.3701639344262,"Up",609352000,609352000,-474349000,135003000,-201566000,-201566000,-66563000,-5054000,-8739000,-71617000,-75860000,-58144000,-134004000,-134004000,-134004000,-134004000,59581000,59581000,196049000,196049000,473183000,51772000,51772000,780585000,296469000,58598000,840943000,93655000,731653000,1196010000,1976595000,445397000,245071000,200326000,752683000,708576000,708576000,980895000,1733578000,475088000,-228785000,-3286000,243017000,243017000,1976595000,-134004000,-134004000,21887000,222919000,-158262000,-47460000,-4189000,-4189000,-1058000,-4196000,-55845000,-55845000,-54950000,-44676000,334819000,-148983000,0.22155,-0.10924,-0.21991,-0.55142,-0.0678,1.11178,1.03707,7.13357,0.16939,-1.85114,-1.85114,8.41763,3.35705,-2.05806,-0.10417,-0.11581,-6.16076,-4.135
"43","2021_Q2",17.3493650793651,"Up",703155000,703155000,-487044000,216111000,-200814000,-200814000,15297000,-6300000,-8814000,8997000,8997000,8029000,17026000,17026000,17026000,17026000,49301000,49301000,213447000,213447000,540088000,60461000,60461000,863297000,284823000,57012000,827333000,93655000,717547000,1169168000,2032465000,537056000,341819000,195237000,800222000,694544000,694544000,969431000,1769653000,477314000,-211759000,-2743000,262812000,262812000,2032465000,17026000,17026000,20575000,9022000,-47979000,-1356000,-5641000,-5641000,-5307000,-3589000,-10586000,-10586000,-10280000,35872000,337387000,-25777000,0.30734,0.02175,0.02421,0.06478,0.00838,-1.51398,1.07882,6.73353,0.166,0.23582,0.23582,9.73926,3.64016,-0.35703,0.01315,-0.01991,8.03094,18.83284
"44","2021_Q3",14.2453125,"Down",817335000,871043476.408716,-532654000,284681000,-224385000,-199384952.099279,60296000,-6026000,-8072000,54270000,53096000,-10236000,42860000,42860000,42860000,42860000,46458000,46458000,199371000,199371000,504316000,53616000,53616000,803761000,271401000,55149000,815738000,93655000,706178000,1142288000,1946049000,521377000,299322000,222055000,774730000,675638000,675638000,860207000,1634937000,998117000,-168899000,-3041000,311112000,311112000,1946049000,42860000,279141516.054204,19682000,9865999.99999997,25177000,97585000,-7548000,-7548000,-207000,-91366000,-1329000,-1329000,-1297000,79978000,247069000,107843000,0.3483,0.07377,0.05244,0.13776,0.02202,2.51617,1.03747,5.25514,0.12696,0.58895,0.55467,11.23129,4.2751,1.48191,0.03474,0.08741,2.50833,3.3271
"45","2021_Q4",14.103125,"Down",853467000,1002272101.87829,-539850000,313617000,-211909000,-199739602.799038,101708000,-4934000,-7706000,96774000,96774000,-16590000,80184000,80184000,80184000,80184000,83069000,83069000,231391000,231391000,602101000,53756000,53756000,970317000,263581000,56623000,803423000,93655000,693763000,1123627000,2093944000,612297000,401280000,211017000,880862000,653999000,653999000,819421000,1700283000,1000180000,-88715000,-2739000,393661000,393661000,2093944000,80184000,469335154.738938,18921000,5327000,-36367000,68065000,-8872000,-8872000,-2973000,-22908000,36285000,36285000,36611000,120629000,227922000,91980000,0.36746,0.11917,0.09395,0.20369,0.03829,1.14711,1.10155,4.31916,0.10885,1.10184,1.0377,11.7278,5.40944,1.26393,0.06286,0.07211,1.20081,1.4242
"46","2022_Q1",13.031935483871,"Down",822626000,1015789176.40872,-568398000,254228000,-233574000,-206284452.099279,20654000,-5950000,-7537000,14704000,14158000,253000,14411000,14411000,14411000,14411000,72691000,72691000,199826000,199826000,586429000,55270000,55270000,914216000,256786000,55578000,788054000,93655000,678872000,1100418000,2014634000,556689000,340877000,215812000,758917000,617785000,617785000,843321000,1602238000,1005382000,-74304000,-3617000,412396000,412396000,2014634000,14411000,435663216.054204,18745000,6222000,-32243000,7135000,-10969000,-12967000,-503000,-3627000,-9459000.00000001,-9459000.00000001,-10156000,39399000,225536000,-4066000,0.30904,0.02511,0.01752,0.03494,0.00715,-0.28215,1.20463,3.88519,0.11195,0.1996,0.1996,11.39403,5.71201,-0.0563199999999999,0.01148,-0.00324000000000001,3.87941,7.40026
"47","2022_Q2",14.2411290322581,"Up",830543000,830543000,-554798000,275745000,-223426000,-223426000,52319000,-1001000,-2952000,51318000,37384000,-11202000,26182000,26182000,26182000,26182000,54802000,54802000,222297000,222297000,672490000,49836000,49836000,999425000,250123000,55118000,783078000,93655000,669068000,1088319000,2087744000,577429000,369147000,208282000,757299000,606791000,606791000,913652000,1670951000,468613000,-48122000,-3698000,416793000,416793000,2087744000,26182000,26182000.0000001,21384000,26386000,-114624000,-40672000,-12248000,-19417000,-26581000,42084000,-18005000,-18005000,-17890000,73703000,306861000,-41967000,0.33201,0.06299,0.03152,0.06282,0.01254,-1.6029,1.31972,4.00907,0.14698,0.35904,0.34036,11.38931,5.71552,-0.5755,0.01968,-0.03154,3.41993,4.81773
"48","2022_Q3",15.55328125,"Up",859319000,365481872.65214,-563649000,295670000,-228690000,-255570746.501202,66980000,-280000,-2752000,66700000,64884000,-18671000,46213000,46213000,46213000,46213000,50799000,50799000,204880000,204880000,694010000,51558000,51558000,1001247000,242147000,61957000,797088000,93655000,683196000,1101192000,2102439000,548012000,337543000,210469000,740142000,613908000,613908000,1001349000,1741491000,1010181000,-1909000,-3761000,360948000,360948000,2102439000,46213000,-911052193.423673,22762000,2313000,-27982000,43306000,-14903000,-14903000,-105853000,-32370000,-3967000,-3967000,-4002000,89742000,387441000,65528000,0.34407,0.07795,0.05378,0.12803,0.02198,1.41796,1.35278,4.82477,0.18428,0.66394,0.62499,12.34583,5.18574,0.94144,0.03913,0.0481,3.75122,5.02601
