"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","other_revenue","cost_of_revenue","cost_of_goods_services","cost_of_financing_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","long_term_investments","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",284799.488888889,"Up",5.9112e+10,3.3845e+10,1.4634e+10,1.0633e+10,-5.0256e+10,-3.3861e+10,-1.6395e+10,8.856e+09,-4.496e+09,-4.496e+09,4.36e+09,5.63e+09,5.63e+09,-1.427e+09,4.203e+09,4.203e+09,-1.36e+08,4.067e+09,4.067e+09,4.7948e+10,4.2706e+10,4.3245e+10,1.6931e+10,1.69476e+11,1.56829e+11,1.92865e+11,1.92865e+11,1.62384e+11,8.0882e+10,4.8528e+10,5.12078e+11,6.81554e+11,3.5091e+10,3.5091e+10,1.0149e+11,2.33121e+11,8.6559e+10,2.187e+09,1.44375e+11,3.34611e+11,3.69702e+11,3.5692e+10,2.24166e+11,5.0183e+10,3.08278e+11,3.574e+09,3.11852e+11,6.81554e+11,4.203e+09,2.296e+09,5.038e+09,-6.6e+08,1.0877e+10,-3.262e+09,9.88e+09,-9.19e+08,1.152e+09,6.851e+09,-1.382e+09,-1.6e+07,-1.398e+09,1.633e+10,1.633e+10,3.9e+07,1.6369e+10,6.656e+09,1.0149e+11,4.161e+09,0.14982,0.07376,0.0688,0.01304,0.00597,1.02311,4.82961,1.1855,0.14891,4067.40674,4067.40674,59117.91179,308308.83088,4161.41614,6,0.00629,0.00644,8.04417,12.28028
"32","2018_Q1",308211.465245902,"Up",5.88e+10,3.3842e+10,1.4786e+10,1.0172e+10,-4.9008e+10,-3.1438e+10,-1.757e+10,9.792e+09,-5.646e+09,-5.646e+09,4.146e+09,6.391e+09,6.391e+09,2.6265e+10,3.2656e+10,3.2656e+10,-1.05e+08,3.2551e+10,3.2551e+10,3.1583e+10,3.1583e+10,4.314e+10,1.7366e+10,1.79991e+11,1.58219e+11,2.12917e+11,2.12917e+11,1.50968e+11,8.1258e+10,3.7192e+10,5.22104e+11,7.02095e+11,3.5903e+10,7.884e+10,1.02587e+11,1.68714e+11,5.6607e+10,2.172e+09,1.09935e+11,2.71301e+11,3.50141e+11,3.5702e+10,2.55786e+11,5.8571e+10,3.48296e+11,3.658e+09,3.51954e+11,7.02095e+11,3.2656e+10,2.353e+09,-586000000.000001,-2.6194e+10,8.229e+09,-3.297e+09,-1.31e+10,-6.8e+07,-3.398e+09,-1.9863e+10,4.82e+08,-1.3e+07,4.69e+08,-1.1165e+10,-1.1165e+10,2.6e+07,-1.1139e+10,6.499e+09,1.02587e+11,-4.9257e+10,0.16653,0.07051,0.55359,0.09249,0.04636,-1.51323,2.28299,0.99485,0.14612,5824.11255,5824.11255,10520.6543,62318.0579899999,-8813.19505,5,0.05223,-0.07903,10.92537,17.1259
"33","2018_Q2",292921.40421875,"Down",5.8473e+10,3.3316e+10,1.5055e+10,1.0102e+10,-4.7891e+10,-3.3845e+10,-1.4046e+10,1.0582e+10,-4.491e+09,-4.491e+09,6.091e+09,-1.523e+09,-1.523e+09,4.52e+08,-1.071e+09,-1.071e+09,-6.7e+07,-1.138e+09,-1.138e+09,6.0522e+10,5.7881e+10,4.4751e+10,1.6244e+10,1.69557e+11,1.62112e+11,2.04265e+11,2.04265e+11,1.66717e+11,8.1337e+10,5.312e+10,5.33094e+11,7.02651e+11,3.8134e+10,8.0478e+10,9.9085e+10,1.72036e+11,5.5718e+10,2.378e+09,1.1394e+11,2.71121e+11,3.51599e+11,3.5689e+10,3.15952e+11,-2.477e+09,3.47401e+11,3.651e+09,3.51052e+11,7.02651e+11,-1.071e+09,2.387e+09,1.05e+10,-4.26e+09,7.556e+09,-2.589e+09,2.5103e+10,-1.12e+08,-9.4e+07,2.2308e+10,-3.692e+09,-1.02e+08,-3.794e+09,2.607e+10,2.607e+10,9.2e+07,2.6162e+10,8.478e+09,9.9085e+10,1.177e+09,0.18097,0.10417,-0.01946,-0.00324,-0.00162,-1.03427,2.10687,1.00156,0.14102,-346.44275,-346.44275,17801.00791,105759.71729,358.31557,5,-0.00183,0.00189,4.5486,6.33114
"34","2018_Q3",309674.96984127,"Up",6.2366e+10,3.5248e+10,1.6223e+10,1.0895e+10,-4.9289e+10,-3.566e+10,-1.3629e+10,1.3077e+10,-4.668e+09,-4.668e+09,8.409e+09,1.5098e+10,1.5098e+10,-3.021e+09,1.2077e+10,1.2077e+10,-6.6e+07,1.2011e+10,1.2011e+10,6.5856e+10,6.4561e+10,4.5491e+10,1.6194e+10,1.72784e+11,1.63229e+11,2.10087e+11,2.10087e+11,1.65832e+11,8.125e+10,5.2657e+10,5.39148e+11,7.11932e+11,3.9032e+10,8.1147e+10,9.6773e+10,1.72254e+11,5.6514e+10,2.006e+09,1.13734e+11,2.69027e+11,3.50174e+11,3.5702e+10,3.27963e+11,-3.808e+09,3.58094e+11,3.664e+09,3.61758e+11,7.11932e+11,1.2077e+10,2.387e+09,-5.376e+09,-552999999.999996,8.535e+09,-3.74e+09,3695999999.99999,-2.61e+08,4.27e+08,1.22e+08,-1.571e+09,-1.51e+08,-1.722e+09,6934999999.99999,6934999999.99999,-1.33e+08,6.802e+09,1.0796e+10,9.6773e+10,9.524e+09,0.20968,0.13483,0.19259,0.0332,0.01687,0.79294,2.12927,0.96798,0.13593,3671.52352,3671.52352,19064.04426,109462.2048,2911.29714,6,0.01904,0.0151,2.86375,3.67666
"35","2018_Q4",313083.487460317,"Up",6.3284e+10,3.5306e+10,1.616e+10,1.1818e+10,-5.0611e+10,-3.6149e+10,-1.4462e+10,1.2673e+10,-4.548e+09,-4.548e+09,8.125e+09,2.3147e+10,2.3147e+10,-4.44e+09,1.8707e+10,1.8707e+10,-1.67e+08,1.854e+10,1.854e+10,4.3696e+10,4.1438e+10,4.6361e+10,1.6793e+10,1.66797e+11,1.65017e+11,2.3695e+11,2.3695e+11,1.67695e+11,8.1327e+10,5.4742e+10,5.69662e+11,7.36459e+11,4.0199e+10,8.2134e+10,9.764e+10,1.77266e+11,5.934e+10,1.869e+09,1.16057e+11,2.74906e+11,3.5704e+11,3.5721e+10,3.46503e+11,-3.927e+09,3.75606e+11,3.813e+09,3.79419e+11,7.36459e+11,1.8707e+10,2.395e+09,-1.2478e+10,1.84e+09,1.0464e+10,-3.711e+09,-2.8044e+10,-1.48e+08,-1.558e+09,-3.3461e+10,9.42e+08,-2.4e+07,-1e+07,-2.3007e+10,-2.3007e+10,-6.8e+07,-2.3075e+10,1.052e+10,9.764e+10,1.3089e+10,0.20026,0.12839,0.29297,0.04886,0.02517,0.70599,2.03079,0.94102,0.13258,11269.22196,11269.22196,38466.09721,228305.68403,7955.92482,5,0.02833,0.02,5.12776,6.63926
"36","2019_Q1",302764.907868852,"Down",6.3714e+10,7.4456e+10,1.7658e+10,-2.84e+10,-4.929e+10,-3.2176e+10,-1.7114e+10,1.4424e+10,-4.149e+09,-4.149e+09,1.0275e+10,-3.2339e+10,-3.2721e+10,7.33e+09,-2.5391e+10,-2.5391e+10,-999999.99999997,-2.5392e+10,-2.5392e+10,3.0361e+10,3.0361e+10,4.7844e+10,1.9069e+10,1.82446e+11,1.66706e+11,2.0998e+11,2.0998e+11,1.48662e+11,8.1025e+10,3.6138e+10,5.25348e+11,7.07794e+11,3.7186e+10,8.3613e+10,9.749e+10,1.74191e+11,5.1375e+10,2.452e+09,1.20364e+11,2.71681e+11,3.55294e+11,3.5715e+10,3.21112e+11,-5.015e+09,3.48703e+11,3.797e+09,3.525e+11,7.07794e+11,-2.5391e+10,2.61e+09,3.8883e+10,-5.257e+09,1.0845e+10,-4.497e+09,-1.4288e+10,-2.758e+09,-2.75e+08,-2.1818e+10,1.98e+08,-6.6e+07,-2.86e+08,-1.1259e+10,-1.1259e+10,-3.1e+07,-1.129e+10,1.2885e+10,9.749e+10,-4.199e+09,0.22639,0.16127,-0.39853,-0.07203,-0.03587,0.16537,2.18203,1.00793,0.13774,-3088.82826,-3088.82826,7750.53576000001,42418.22944,-510.790400000002,5,-0.04068,-0.00673,5.20986,6.53324
"37","2019_Q2",310901.963492064,"Up",6.0678e+10,4.3395e+10,1.6436e+10,8.47e+08,-4.8436e+10,-3.3611e+10,-1.4825e+10,1.2242e+10,-4.432e+09,-4.432e+09,7.81e+09,2.7647e+10,2.7647e+10,-5.915e+09,2.1732e+10,2.1732e+10,-7.1e+07,2.1661e+10,2.1661e+10,2.6139e+10,2.6139e+10,5.0142e+10,1.9454e+10,1.87224e+11,1.67424e+11,2.28494e+11,2.28494e+11,1.55582e+11,8.122e+10,4.3096e+10,5.515e+11,7.38724e+11,3.9807e+10,8.6511e+10,9.7193e+10,1.8243e+11,5.6852e+10,1e+06,1.25577e+11,2.79623e+11,3.66134e+11,3.563e+10,3.42773e+11,-4.727e+09,3.68877e+11,3.714e+09,3.72591e+11,7.38725e+11,2.1732e+10,2.417e+09,-1.6916e+10,3.44e+08,7.577e+09,-3.151e+09,-6.934e+09,-2.62e+08,1.46e+08,-1.0201e+10,1.96e+08,-2.89e+08,-1.678e+09,-4.302e+09,-4.302e+09,1.5e+07,-4.287e+09,1.0227e+10,9.7193e+10,1.3335e+10,0.20175,0.12871,0.35698,0.05814,0.02932,0.61562,2.16416,0.98267,0.13157,6607.906,6607.906,18510.43443,112529.6404,4067.97592,7,0.03321,0.02045,6.94769,9.09782
"38","2019_Q3",309458.183125,"Down",6.3598e+10,4.5036e+10,1.7158e+10,1.404e+09,-5.0007e+10,-3.4612e+10,-1.5395e+10,1.3591e+10,-4.829e+09,-4.829e+09,8.762e+09,1.7759e+10,1.7759e+10,-3.586e+09,1.4173e+10,1.4173e+10,-1e+08,1.4073e+10,1.4073e+10,4.4634e+10,4.4634e+10,3.3941e+10,1.9834e+10,1.79795e+11,1.6946e+11,2.54493e+11,2.54493e+11,1.5636e+11,8.1269e+10,4.4059e+10,5.80313e+11,7.60108e+11,4.0588e+10,8.7283e+10,9.9907e+10,1.86527e+11,5.9622e+10,1.47e+09,1.25435e+11,2.86434e+11,3.73717e+11,3.5618e+10,3.56846e+11,-4.678e+09,3.82544e+11,3.847e+09,3.86391e+11,7.60108e+11,1.4173e+10,2.456e+09,-8700999999.99999,1.257e+09,9.185e+09,-3.596e+09,1.1346e+10,-3.18e+08,-1.39e+08,7.293e+09,2.627e+09,1e+07,2.089e+09,1.8567e+10,1.8567e+10,1.1e+07,1.8578e+10,1.1218e+10,9.9907e+10,1.2465e+10,0.2137,0.13777,0.22128,0.03642,0.01851,0.88574,2.05991,0.9672,0.13144,4301.21658,4301.21658,19437.84355,116919.24942,3809.75376,5,0.02092,0.01853,4.92717,6.30826
"39","2019_Q4",325730.68828125,"Up",6.4972e+10,4.5784e+10,1.7806e+10,1.382e+09,-5.0507e+10,-3.478e+10,-1.5727e+10,1.4465e+10,-4.384e+09,-4.384e+09,1.0081e+10,2.0489e+10,2.0489e+10,-3.832e+09,1.6657e+10,1.6657e+10,-1.33e+08,1.6524e+10,1.6524e+10,7.4776e+10,7.4776e+10,5.1646e+10,1.9951e+10,2.03507e+11,1.7149e+11,2.56758e+11,2.56758e+11,1.56727e+11,8.1228e+10,4.4711e+10,5.84975e+11,7.88482e+11,4.1189e+10,8.7659e+10,1.10317e+11,1.88948e+11,6.0389e+10,1.236e+09,1.27323e+11,2.99265e+11,3.86924e+11,3.562e+10,3.73334e+11,-5.408e+09,3.97609e+11,3.949e+09,4.01558e+11,7.88482e+11,1.6657e+10,2.534e+09,-9.542e+09,1.99e+08,9.848e+09,-4.392e+09,2.378e+10,-1.52e+08,-8.72e+08,1.8364e+10,2.834e+09,-6.2e+07,2.098e+09,3.031e+10,3.031e+10,-1.21e+08,3.0189e+10,1.2615e+10,1.10317e+11,1.2254e+10,0.22263,0.15516,0.25432,0.04115,0.02096,0.74159,2.32158,0.96356,0.13991,5055.33827,5055.33827,19877.4775,121644.15363,3748.97816,4,0.02358,0.01749,2.81736,3.52554
"40","2020_Q1",318723.758548387,"Down",6.5368e+10,2.6726e+10,1.8918e+10,1.9724e+10,-5.3429e+10,-3.4773e+10,-1.8656e+10,1.1939e+10,-5.581e+09,-5.581e+09,6.358e+09,3.6897e+10,3.6801e+10,-7.571e+09,2.923e+10,2.923e+10,-7.1e+07,2.9159e+10,2.9159e+10,6.4175e+10,6.4175e+10,2.0944e+10,1.9852e+10,2.01211e+11,1.74341e+11,2.84217e+11,2.84217e+11,1.5796e+11,8.1882e+10,4.5027e+10,6.16518e+11,8.17729e+11,4.2319e+10,9.0041e+10,1.03368e+11,1.95757e+11,6.6799e+10,9.68e+08,1.2799e+11,2.99125e+11,3.89166e+11,3.5666e+10,4.02493e+11,-5.243e+09,4.24791e+11,3.772e+09,4.28563e+11,8.17729e+11,2.923e+10,2.657e+09,-3.1131e+10,1.1321e+10,1.2077e+10,-4.84e+09,-1.4925e+10,-9.51e+08,-3.61e+08,-2.1077e+10,4.2e+08,-1.56e+08,-1.779e+09,-1.0779e+10,-1.0779e+10,1.2e+08,-1.0659e+10,9.015e+09,1.03368e+11,2.3067e+10,0.18264,0.09726,0.44607,0.06804,0.03566,0.79108,2.23466,0.90807,0.12641,8955.15879,8955.15879,20075.47652,130459.57879,7084.21578,6,0.04007,0.0317,4.34753,6.16436
"41","2020_Q2",274034.318888889,"Down",6.1265e+10,3.7861e+10,1.8024e+10,5.38e+09,-4.9019e+10,-3.2709e+10,-1.631e+10,1.2246e+10,-4.471e+09,-4.471e+09,7.775e+09,-6.3049e+10,-6.3049e+10,1.3352e+10,-4.9697e+10,-4.9697e+10,-4.9e+07,-4.9746e+10,-4.9746e+10,4.264e+10,4.264e+10,3.472e+10,2.0172e+10,2.09815e+11,1.73421e+11,2.16188e+11,2.16188e+11,1.61024e+11,8.1659e+10,4.8672e+10,5.50633e+11,7.60448e+11,3.9614e+10,8.7174e+10,1.12863e+11,1.85176e+11,5.2571e+10,2.361e+09,1.30244e+11,2.98039e+11,3.85213e+11,3.5627e+10,3.52359e+11,-6.721e+09,3.71565e+11,3.67e+09,3.75235e+11,7.60448e+11,-4.9697e+10,2.585e+09,7.1165e+10,-1.7255e+10,6.798e+09,-2.968e+09,-2.4366e+10,-2.6e+07,-4.44e+08,-2.7804e+10,1.554e+09,-1.59e+08,-3.46e+08,-2.1352e+10,-2.1352e+10,-1.84e+08,-2.1536e+10,1.036e+10,1.12863e+11,-2.3215e+10,0.19989,0.12691,-0.81198,-0.13257,-0.06542,0.46667,2.40685,1.02659,0.14842,-15263.38592,-15263.38592,18797.71918,114005.94998,-7122.97479,4,-0.07389,-0.03448,6.77828,9.0319
"42","2020_Q3",306852.9346875,"Up",5.684e+10,3.4522e+10,1.7745e+10,4.573e+09,-4.4881e+10,-2.9339e+10,-1.5542e+10,1.1959e+10,-4.652e+09,-4.652e+09,7.307e+09,4.6043e+10,3.5409e+10,-9.002e+09,2.6407e+10,2.6407e+10,-1.12e+08,2.6295e+10,2.6295e+10,3.6074e+10,3.6074e+10,2.1395e+10,1.9277e+10,2.2081e+11,1.74789e+11,2.43796e+11,2.43796e+11,1.48738e+11,7.1753e+10,4.7138e+10,5.67323e+11,7.88133e+11,4.0665e+10,8.7891e+10,1.07803e+11,1.95186e+11,6.127e+10,1.565e+09,1.32351e+11,3.02989e+11,3.9088e+11,3.5623e+10,3.78654e+11,-5.967e+09,3.93495e+11,3.758e+09,3.97253e+11,7.88133e+11,2.6407e+10,2.524e+09,-2.8358e+10,1.0095e+10,1.0668e+10,-3.219e+09,-1.0749e+10,-55999999.9999999,-7.23e+08,-1.4747e+10,2.579e+09,-5.5e+07,-2.474e+09,-6.553e+09,-6.553e+09,43999999.9999999,-6.509e+09,9.831e+09,1.07803e+11,2.5709e+10,0.2104,0.12855,0.46261,0.06619,0.03336,0.97771,2.51232,0.98396,0.13678,8176.93144,8176.93144,17675.4814,122364.77044,7994.70357,5,0.03755,0.03671,7.29621,9.81648
"43","2020_Q4",330761.824375,"Up",6.3024e+10,4.0246e+10,1.763e+10,5.148e+09,-5.0279e+10,-3.3073e+10,-1.7206e+10,1.2745e+10,-5.181e+09,-5.181e+09,7.564e+09,3.7955e+10,3.793e+10,-7.517e+09,3.0413e+10,3.0413e+10,-2.76e+08,3.0137e+10,3.0137e+10,2.6817e+10,2.6817e+10,2.201e+10,1.9361e+10,2.21483e+11,1.76253e+11,2.81904e+11,2.81904e+11,1.50306e+11,7.1865e+10,4.8789e+10,6.08463e+11,8.29946e+11,4.4026e+10,9.1202e+10,1.14486e+11,2.05043e+11,6.734e+10,1.547e+09,1.36156e+11,3.19529e+11,4.10731e+11,3.5629e+10,4.08791e+11,-5.19e+09,4.15155e+11,4.06e+09,4.19215e+11,8.29946e+11,3.0413e+10,2.583e+09,-2.869e+10,7.455e+09,1.1761e+10,-3.329e+09,-7.628e+09,-2.9e+07,-8.69e+08,-1.1855e+10,9.9e+07,1.8e+07,-8.856e+09,-8.95e+09,-8.95e+09,-2e+08,-9.15e+09,1.0147e+10,1.14486e+11,2.179e+10,0.20222,0.12002,0.47818,0.07189,0.03631,0.72303,2.42849,0.97976,0.13794,9541.8083,9541.8083,19954.30621,131444.05297,6899.02787,6,0.04079,0.0295,8.63989,11.5903
"44","2021_Q1",366657.405737705,"Up",6.4381e+10,4.0638e+10,1.8094e+10,5.649e+09,-5.1834e+10,-3.4248e+10,-1.7586e+10,1.2547e+10,-5.505e+09,-5.505e+09,7.042e+09,4.5415e+10,4.5403e+10,-9.273e+09,3.613e+10,3.613e+10,-2.95e+08,3.5835e+10,3.5835e+10,4.799e+10,4.799e+10,2.2743e+10,1.9208e+10,2.12551e+11,1.87017e+11,3.18883e+11,3.18883e+11,1.55278e+11,7.3734e+10,5.2082e+10,6.61178e+11,8.73729e+11,4.5568e+10,9.239e+10,1.16895e+11,2.13108e+11,7.4098e+10,1185359625.03865,1.3901e+11,3.30003e+11,4.22393e+11,3.5634e+10,4.44626e+11,-4.243e+09,4.43164e+11,8.172e+09,4.51336e+11,8.73729e+11,3.613e+10,2.904e+09,-3.894e+10,1.0452e+10,1.0546e+10,-3.496e+09,2.4491e+10,-2.421e+09,-1.925e+09,1.6649e+10,2.559e+09,-2.33e+08,-6.668e+09,2.0527e+10,2.0527e+10,4.32e+08,2.0959e+10,9.946e+09,1.16895e+11,2.6175e+10,0.19489,0.10938,0.55661,0.0794,0.04101,0.73043,2.30058,0.93587,0.13379,11477.38825,11477.38825,20620.22416,141938.47595,8383.44181,6,0.04586,0.0335,6.92791,9.78486
"45","2021_Q2",420338.794603175,"Up",6.4599e+10,4.0946e+10,1.8275e+10,5.378e+09,-5.1019e+10,-3.4511e+10,-1.6508e+10,1.358e+10,-3.91e+09,-3.91e+09,9.67e+09,1.4528e+10,1.4528e+10,-2.688e+09,1.184e+10,1.184e+10,-1.29e+08,1.1711e+10,1.1711e+10,6.0054e+10,6.0054e+10,2.3499e+10,1.8886e+10,2.22826e+11,1.87356e+11,3.18657e+11,3.18657e+11,1.55554e+11,7.3695e+10,5.2675e+10,6.61567e+11,8.84393e+11,4.3693e+10,9.0095e+10,1.18615e+11,2.19507e+11,7.6392e+10,5.77e+08,1.42538e+11,3.38122e+11,4.28217e+11,3.5638e+10,4.56337e+11,-4.57e+09,4.47987e+11,8.189e+09,4.56176e+11,8.84393e+11,1.184e+10,2.673e+09,-4.475e+09,-7.32e+08,9.306e+09,-2.519e+09,1.3215e+10,-4.7e+07,5.47e+08,1.1196e+10,-1.637e+09,-1.32e+08,-8.349e+09,1.2153e+10,1.2153e+10,-6.1e+07,1.2092e+10,1.2343e+10,1.18615e+11,1.178e+10,0.21022,0.14969,0.18129,0.02567,0.01324,1.00589,2.47323,0.93871,0.13412,3831.32988,3831.32988,21133.98335,146561.86317,3853.90368,7,0.01474,0.01483,4.74447,6.05595
"46","2021_Q3",422631.33359375,"Up",6.9114e+10,4.4275e+10,1.9061e+10,5.778e+09,-5.4326e+10,-3.6551e+10,-1.7775e+10,1.4788e+10,-5.045e+09,-5.045e+09,9.743e+09,3.5721e+10,3.5721e+10,-7.296e+09,2.8425e+10,2.8425e+10,-3.31e+08,2.8094e+10,2.8094e+10,4.2298e+10,4.2298e+10,2.4129e+10,1.9393e+10,2.23624e+11,1.88311e+11,3.44944e+11,3.44944e+11,1.55614e+11,7.3758e+10,5.3003e+10,6.88869e+11,9.12493e+11,4.5544e+10,9.16e+10,1.15223e+11,2.2687e+11,8.1577e+10,3.55e+08,1.44938e+11,3.42093e+11,4.33693e+11,3.5643e+10,4.84431e+11,-4.219e+09,4.70409e+11,8.391e+09,4.788e+11,9.12493e+11,2.8425e+10,2.672e+09,-2.5519e+10,4.675e+09,1.0253e+10,-3.144e+09,-1.9584e+10,-57000000.0000005,1.56e+08,-2.2629e+10,9.58e+08,-2.07e+08,-5.229e+09,-1.7605e+10,-1.7605e+10,-5.1e+07,-1.7656e+10,1.2415e+10,1.15223e+11,2.1242e+10,0.21397,0.14097,0.40649,0.05868,0.03079,0.7561,2.44131,0.90579,0.12627,9191.13497,18691.78776,22611.09499,153897.36642,6949.45857,6,0.03422,0.02588,5.87394,7.48486
"47","2021_Q4",431815.8328125,"Up",7.0583e+10,4.53e+10,1.9522e+10,5.761e+09,-5.6926e+10,-3.7124e+10,-1.9802e+10,1.3657e+10,-4.889e+09,-4.889e+09,8.768e+09,1.2484e+10,1.2484e+10,-1.84e+09,1.0644e+10,1.0644e+10,-3e+08,1.0344e+10,1.0344e+10,6.9989e+10,6.9989e+10,2.4721e+10,2.0191e+10,2.31387e+11,1.88875e+11,3.45522e+11,3.45522e+11,1.54974e+11,7.377e+10,5.2561e+10,6.89371e+11,9.20758e+11,4.7132e+10,9.2693e+10,1.14965e+11,2.32025e+11,8.2248e+10,2.86e+08,1.49491e+11,3.4699e+11,4.39683e+11,3.5611e+10,4.94775e+11,-4.834e+09,4.7248e+11,8.595e+09,4.81075e+11,9.20758e+11,1.0644e+10,2.668e+09,-2.44e+09,1.195e+09,1.2067e+10,-3.581e+09,2.618e+10,-1e+08,1.015e+09,2.3514e+10,2.62e+08,-4.16e+08,-7.786e+09,2.7795e+10,2.7795e+10,1.4e+07,2.7809e+10,1.1436e+10,1.14965e+11,1.089e+10,0.19349,0.12422,0.14655,0.0215,0.01123,1.05278,2.49627,0.91396,0.12486,6882.176,6882.176,46961.00433,314355.23179,7245.44631,7,0.01249,0.01315,3.93284,5.12956
"48","2022_Q1",485492.486290323,"Up",7.1798e+10,4.5453e+10,2.0085e+10,6.26e+09,-5.7216e+10,-3.8589e+10,-1.8627e+10,1.4582e+10,-4.999e+09,-4.999e+09,9.583e+09,4.8953e+10,4.8953e+10,-9.055e+09,3.9898e+10,3.9898e+10,-2.52e+08,3.9646e+10,3.9646e+10,8.8184e+10,8.8184e+10,2.4928e+10,2.0954e+10,2.27989e+11,1.91282e+11,3.84528e+11,3.84528e+11,1.54985e+11,7.3875e+10,5.2624e+10,7.30795e+11,9.58784e+11,4.6072e+10,9.0177e+10,1.14262e+11,2.39415e+11,9.0243e+10,262045947.352147,1.49172e+11,3.53677e+11,4.43854e+11,3.56e+10,5.34421e+11,-4.027e+09,5.06199e+11,8.731e+09,5.1493e+11,9.58784e+11,3.9898e+10,2.705e+09,-4.3944e+10,9.136e+09,7.795e+09,-4.032e+09,2.2543e+10,-2.52e+08,-9.48e+08,1.7311e+10,-3.35e+08,60000000.0000001,-7.144e+09,1.7962e+10,1.7962e+10,1.03e+08,1.8065e+10,1.2288e+10,1.14262e+11,2.6447e+10,0.2031,0.13347,0.55219,0.07699,0.04135,0.66708,2.52824,0.86197,0.11917,26377.68269,26377.68269,47769.38057,336789.50215,17595.98886,8,0.04564,0.03045,2.12223,2.72128
"49","2022_Q2",471172.897903226,"Down",7.081e+10,4.5512e+10,1.9354e+10,5.944e+09,-5.6989e+10,-3.8533e+10,-1.8456e+10,1.3821e+10,-4.251e+09,-4.251e+09,9.57e+09,6.812e+09,6.812e+09,-1.227e+09,5.585e+09,5.585e+09,-1.25e+08,5.46e+09,5.46e+09,3.9113e+10,3.9113e+10,2.5357e+10,2.2572e+10,1.9315e+11,1.9176e+11,4.29852e+11,4.29852e+11,1.54744e+11,7.3822e+10,5.2711e+10,7.76356e+11,9.69506e+11,4.6005e+10,8.9489e+10,1.19661e+11,2.43491e+11,9.1114e+10,266387842.056441,1.52377e+11,3.63152e+11,4.52641e+11,3.5594e+10,5.39881e+11,-4.428e+09,5.08141e+11,8.724e+09,5.16865e+11,9.69506e+11,5.585e+09,2.703e+09,1.332e+09,-2.791e+09,6.829e+09,-3.09e+09,-5.5775e+10,-3.4e+07,3.33e+08,-5.8566e+10,6.19e+09,-3.67e+08,2.643e+09,-4.9094e+10,-4.9094e+10,5e+07,-4.9044e+10,1.2273e+10,1.19661e+11,7.619e+09,0.19518,0.13515,0.07711,0.01056,0.00563,1.39542,2.15837,0.87574,0.12342,3632.70311,3632.70311,47112.03429,338081.57348,5069.1511,5,0.0062,0.00866,6.56302,8.41672
"50","2022_Q3",434767.7445,"Down",7.618e+10,4.862e+10,2.0948e+10,6.612e+09,-5.9685e+10,-4.1235e+10,-1.845e+10,1.6495e+10,-3.762e+09,-3.762e+09,1.2733e+10,-5.5482e+10,-5.5482e+10,1.2106e+10,-4.3376e+10,-4.3376e+10,-3.79e+08,-4.3755e+10,-4.3755e+10,3.0608e+10,3.0608e+10,2.6692e+10,2.456e+10,1.96341e+11,1.92413e+11,3.66292e+11,3.66292e+11,1.54814e+11,7.3618e+10,5.3204e+10,7.13519e+11,9.0986e+11,4.758e+10,9.0721e+10,1.19081e+11,2.30405e+11,7.7268e+10,282275684.112881,1.53137e+11,3.49486e+11,4.40207e+11,3.5212e+10,4.96126e+11,-6.175e+09,4.61229e+11,8.424e+09,4.69653e+11,9.0986e+11,-4.3376e+10,2.71e+09,6.6176e+10,-1.6978e+10,8.532e+09,-3.743e+09,-1.1487e+10,-6.9e+07,-3.08e+08,-1.5607e+10,1.072e+09,-1.097e+09,-1.036e+09,-8.111e+09,-8.111e+09,-3.27e+08,-8.438e+09,1.5443e+10,1.19081e+11,-1.7384e+10,0.21653,0.16714,-0.57436,-0.09316,-0.04809,0.3973,2.16423,0.9373,0.13088,-29670.38109,-29670.38109,51657.85924,312760.60332,-11788.13632,5,-0.05342,-0.02122,5.729,6.94832
