"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","derivative_hedging_assets_short_term","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",28.91625,"Down",574193000,-372334000,201859000,-92084000,-17744000,-74340000,109775000,-21009000,-7369000,-13640000,88766000,88766000,-17815000,2402000,73353000,73353000,73353000,73353000,1880000,1880000,127564000,303273000,54803000,3354000.00000001,245116000,459861000,2242658000,2764936000,-522278000,643631000,1174000,505483000,2959733000,3419594000,208373000,67649000,20633000,120091000,164183000,105311000,53735000,11024000,40552000,477867000,844391000,889854000,107590000,28926000,469122000,13913000,270303000,1734245000,2212112000,1207482000,1207482000,3419594000,73353000,17744000,-25608000,88690000,154179000,-60009000,-12929000,-76040000,-20591000,-61625000,4413000,4413000,-138999.999999999,-77942000,196999.999999985,196999.999999985,196999.999999985,127519000,1008574000,174015000,0.35155,0.19118,0.12775,0.06075,0.02145,2.3723,0.96232,1.832,0.29494,0.85459,0.84452,6.68958,14.06764,2.02734,0.23989,0.03025,0.05603,0.28071,7.89445999999993,9.17051999999999
"27","2016_Q4",27.9603174603175,"Down",393213000,-336318000,56895000,-76498000,-18671000,-57827000,-19603000,-14207000,-7787000,-6420000,-33810000,-33810000,14190000,2257000,-17363000,-17363000,-17363000,-17363000,94808000,94808000,169474000,334136000,40147000,37719000,256270000,604718000,2304024000,2844529000,-540505000,659671000,3649000,517024000,3028072000,3632790000,214818000,70408000,20658000,123752000,255987000,130667000,82300000,813000,47554000,601472000,967802000,892634000,108655000,28722000,473817000,24567000,256873000,1860436000,2461908000,1170882000,1170882000,3632790000,-17363000,18671000,57031000,-79745000,-21406000,-80676000,-478000,-83895000,-20660000,215114000,3953000,3953000,-178000,198229000,92928000,92928000,92928000,-932000,1223789000,-175543000,0.14469,-0.04985,-0.04416,-0.01483,-0.00478,10.11018,1.0054,2.10261,0.33687,-0.20199,-0.20199,4.57437,13.62124,-2.04215,0.24034,0.001,-0.0534,-1.18989,-1211.353,-57.59226
"28","2017_Q1",31.2966129032258,"Up",469241000,-341207000,128034000,-79544000,-19851000,-59693000,48490000,-12357000,-9111000,-3246000,36133000,36133000,-13183000,2450000,25400000,25400000,25400000,25400000,37546000,37546000,217029000,346945000,29964000,34179000,275142000,607264000,2407652000,2955130000,-547478000,647865000,5227000,501490000,3111306000,3718570000,268611000,107184000,21975000,139452000,183152000,119845000,61080000,1080000,57685000,571608000,1055038000,925333000,141604000,28519000,478466000,25252000,251492000,1980371000,2551979000,1166591000,1166591000,3718570000,25400000,19851000,-6798999.99999999,7579000.00000003,46031000,-98073000,-7288000,-107848000,-20670000,21576000,3837000,3837000,-188000,4554999.99999994,-57262000,-57262000,-57262000,68341000,1238190000,-8970000,0.27285,0.10334,0.05413,0.02177,0.00683,-0.353149999999999,1.06238,2.18755,0.33297,0.29512,0.29052,5.45204,13.55445,-0.104219999999999,0.24016,0.01383,-0.00268999999999997,0.81378,17.56843,24.76065
"29","2017_Q2",34.2403174603175,"Up",541028000,-401363000,139665000,-84089000,-19260000,-64829000,55576000,-20940000,-10615000,-10325000,34636000,34636000,-2018000,2311000,34929000,34929000,34929000,34929000,46875000,46875000,230983000,489557000,50215000,26391000,405291000,815063000,2451749000,3009193000,-557444000,618247000,3660000,469418000,3134443000,3949506000,281975000,72776000,21980000,187219000,381432000,159525000,93080000,1246000,65199000,822932000,1026682000,914531000,140978000,28317000,494555000,4527000,246154000,1941213000,2764145000,1185361000,1185361000,3949506000,34929000,19260000,42299000,-142552000,-46064000,-78352000,-6771000,-86541000,-21931000,160184000,-1739000,4616000,5420000,141934000,9329000,9329000,9329000,74836000,1408114000,-144050000,0.25815,0.10272,0.06456,0.02947,0.00884,-4.12408,0.99044,2.3319,0.35653,0.40575,0.40215,6.28488,13.76982,-1.67337,0.25476,0.01621,-0.04106,0.62787,18.18963,24.49329
"30","2017_Q3",35.4863492063492,"Up",733546000,-481845000,251701000,-92563000,-20328000,-72235000,159138000,-25583000,-11436000,-14147000,133555000,133555000,-23932000,5079000,114702000,114702000,114702000,114702000,92735000,92735000,154708000,387857000,32103000,15528000,340226000,677957000,2496304000,3066429000,-570125000,617214000,6347000,457976000,3179402000,3857359000,253609000,70981000,22023000,160605000,298623000,74028000,32559000,8258000,33211000,626260000,1023968000,920851000,141797000,28121000,511569000,6105000,233259000,1944819000,2571079000,1286280000,1286280000,3857359000,114702000,20328000,-47940000,130778000,217868000,-61387000,-6794000,-70662000,-21967000,-84306999.9999999,5115000,5115000,-187000,-101346000,45860000,45860000,45860000,179466000,1322591000,272789000,0.34313,0.21694,0.15637,0.08917,0.02974,2.37824,1.08255,1.99885,0.34287,1.32949,1.31688,8.50242,14.90907,3.16185,0.25462,0.03872,0.07728,0.19151,6.85286,7.72824
"31","2017_Q4",36.3025396825397,"Up",457523000,-349171000,108352000,-81589000,-20760000,-60829000,26763000,-16687000,-11164000,-5523000,10076000,10076000,5816000,3065000,18957000,18957000,18957000,18957000,62159000,62159000,213026000,355412000,24718000,55919000,274775000,637550000,2556981000,3141573000,-584592000,623508000,5915000,451123000,3240376000,3877926000,262033000,88604000,22049000,151380000,449692000,64153000,27602000,6654100.08968199,36551000,775878000,897703000,919744000,140050000,27924000,527761000,2593000,221416000,1817447000,2593325000,1284601000,1284601000,3877926000,18957000,20760000,-3951000,15526000,51292000,-66542000,-7257000,-87358000,-22011000,23671000,4071000,4071000,-241000,5490000,-30576000,-30576000,-30576000,47523000,1347395000,-9309000,0.23682,0.0585,0.04143,0.01476,0.00489,-0.49106,0.82171,2.01878,0.34745,0.21939,0.21723,5.29491,14.86669,-0.10773,0.25473,0.01153,-0.00262,1.1611,27.0445,48.02287
"32","2018_Q1",33.1395081967213,"Down",536520000,-471388000,65132000,-90199000,-21493000,-68706000,-25067000,-16605000,-11671000,-4934000,-41672000,-41672000,1791000,3358000,-36523000,-36523000,-36523000,-36523000,2226000,2226000,214007000,356009000,30081000,24764000,301164000,579444000,2609741000,3211070000,-601329000,673570000,9164000,450737000,3349063000,3928507000,280579000,96878000,23586000,160115000,431375000,90964000,46544000,2031000,42389000,802918000,997080000,891866000,128888000,27728000,519005000,11330000,204915000,1888946000,2691864000,1236643000,1236643000,3928507000,-36523000,21493000,21313000,18667000,24950000,-80216000,-8572000,-147422000,-22079000,48220000,3690000,3690000,32708000,62539000,-59933000,-59933000,-59933000,-3574000.00000001,1428455000,-66914000,0.1214,-0.04672,-0.06807,-0.02953,-0.0093,1.83211,0.72167,2.17675,0.36361,-0.42215,-0.41811,6.20132,14.29364,-0.77342,0.2552,-0.00406,-0.01881,-0.60452,-399.0568,-56.89668
"33","2018_Q2",36.19046875,"Up",705305000,-524835000,180470000,-88734000,-21854000,-66880000,91736000,-21469000,-11905000,-9564000,70267000,70267000,50168000,3264000,123699000,123699000,123699000,123699000,4738000,4738000,216568000,534635000,46299000,39581000,448755000,826079000,2649293000,3272216000,-622923000,655561000,5537000,432902000,3360849000,4186928000,303156000,75924000,23831000,203401000,539367000,148478000,96788000,4430000,47260000,991001000,1001183000,846974000,128574000,27531000,242583000,25759000,422527000,1848157000,2839158000,1347770000,1347770000,4186928000,123699000,21854000,3696000,-172751000,-23502000,-54338000,-11959000,-76883000,-23607000,105467000,3846000,3846000,17191000,102897000,2512000,2512000,2512000,113590000,1540550000,-163667000,0.25588,0.13007,0.17538,0.09178,0.02954,-1.32311,0.83358,2.10656,0.36794,1.42189,1.41618,8.10733,15.49232,-1.88132,0.27136,0.03944,-0.04382,0.19084,13.52066,16.74165
"34","2018_Q3",39.715873015873,"Up",1019043000,-719896000,299147000,-99813000,-22460000,-77353000,199334000,-31360000,-11798000,-19562000,167974000,167974000,-30901000,3193000,140266000,140266000,140266000,140266000,4928000,4928000,85112000,669180000,26897000,14395000,402990000,814625000,2475513000,3091779000,-616266000,642374000,13616000,421701000,3146115000,3960740000,266797000,63867000,23886000,179044000,316805000,110866000,44792000,7541000,58533000,694468000,997925000,800973000,129546000,9497000,241974000,23603000,396353000,1798898000,2493366000,1467374000,1467374000,3960740000,140266000,22460000,-7663000,180910000,335973000,-77508000,-10419000,-91902000,-23852000,-225958000,6030000,6030000,-101000,-243881000,190000,190000,190000,221794000,1314730000,356097000,0.29356,0.19561,0.13764,0.09559,0.03541,2.53873,1.17302,1.6992,0.33194,1.6013,1.59413,11.63357,16.7518,4.06527,0.2723,0.0458,0.09938,0.17005,5.90549000000002,6.57089
"35","2018_Q4",40.9226984126984,"Up",543435000,-477970000,65465000,-95309000,-20320000,-74989000,-29844000,-16177000,-11037000,-5140000,-46021000,-46021000,28534000,3213000,-14274000,-14274000,-14274000,-14274000,1070000,1070000,150169000,578555000,23192000,47017000,301448000,736893000,2573403000,3199057000,-625654000,642083000,11886000,418779000,3240495000,3977388000,310069000,97874000,24037000,188158000,97627000,99248000,43398000,1291000,54559000,506944000,1220166000,800316000,130968000,9300000,248216000,21604000,390228000,2020482000,2527426000,1449962000,1449962000,3977388000,-14274000,20320000,-32544000,106584000,80086000,-92176000,10126000,-85369000,-23875000,2822000,3696000,3696000,18782000,1425000,-3858000,-3858000,-3858000,-9524000,1317793000,-23650000,0.12047,-0.05492,-0.02627,-0.00984,-0.00359,1.65686,1.4536,1.7431,0.33132,-0.16241,-0.16241,6.18327,16.49784,-0.26909,0.27165,0.00269,-0.00663,-1.67262,-138.25315,-44.12019
"36","2019_Q1",41.5422950819672,"Up",647326000,-552641000,94685000,-156029000,-21067000,-134962000,-61344000,35767000,-11546000,47313000,-25577000,-25577000,5984000,3338000,-16255000,-16255000,-16255000,-16255000,1458000,1458000,198543000,562880000,27396000,23047000,305532000,770080000,2651049000,3304491000,-653442000,689618000,10560000,464817000,3373584000,4143664000,372367000,135240000,25824000,211303000,275495000,103114000,46652000,1568000,54894000,750976000,1180619000,793091000,137007000,9104000,246412000,22982000,377586000,1973710000,2724686000,1418978000,1418978000,4143664000,-16255000,21067000,-13193000,14110000,5729000,-106279000,-38918000,-118936000,-24501000,63133000,3564000,3564000,71408000,113604000,397000,397000,397000,-40277000,1456114000,-138430000,0.14627,-0.09477,-0.02511,-0.01146,-0.00392,8.51615,1.02544,1.92017,0.35141,-0.18414,-0.18054,7.3329,16.07415,-1.56813,0.27755,0.00225,-0.03774,-1.50729,-36.11629,-23.71309
"37","2019_Q2",43.2520634920635,"Up",811767000,-623032000,188735000,-94566000,-21832000,-72734000,94169000,-15858000,-13486000,-2372000,78311000,76126000,6961000,3161000,86248000,86248000,86248000,86248000,7694000,7694000,256604000,730456000,55358000,10588000,456773000,1049909000,2710072000,3380537000,-670465000,684167000,6085000,462887000,3427413000,4477322000,371023000,75119000,25938000,269966000,496506000,131393000,65114000,6137000,60142000,998922000,1184801000,796549000,141499000,2144000,236994000,36825000,379087000,1981350000,2980272000,1497050000,1497050000,4477322000,86248000,21832000,-231198000,18363000,-104755000,-83485000,-10197000,-93682000,-25812000,215027000,3749000,3749000,11772000,204736000,6299000,6299000,6299000,116001000,1681307000,43918000,0.2325,0.116,0.10625,0.05761,0.01926,0.50921,1.05104,1.99076,0.37552,0.97404,0.96967,9.16764,16.90684,0.49599,0.29151,0.02819,0.01105,0.29928,14.42757,17.77244
"38","2019_Q3",41.37578125,"Down",866255000,-683385000,182870000,-100661000,-22311000,-78350000,82209000,-12815000,-12509000,-305999.999999993,69394000,67250000,2952000,3371000,73573000,73573000,73573000,73573000,83160000,83160000,72733000,406442000,22712000,971000.000000002,382759000,605185000,2789326000,3483689000,-694363000,695462000,13277000,471184000,3484788000,4089973000,307490000,91754000,25981000,189755000,170529000,105780000,48019000,28956000,28805000,583799000,1179716000,757296000,143345000,1947000,212265000,24927000,374812000,1937012000,2520811000,1569162000,1569162000,4089973000,73573000,22311000,170949000,9709000,276542000,-56513000,-11569000,136206000,-25938000,-333082000,5773000,5773000,16055000,-337192000,75556000,75556000,75556000,104520000,1350245000,54764000,0.2111,0.0949,0.08493,0.04689,0.01799,0.74435,1.03663,1.60647,0.33014,0.82818,0.82444,9.75106,17.66338,0.61645,0.29197,0.02707,0.01489,0.35255,12.1229,15.4129700000001
"39","2019_Q4",38.41015625,"Down",434942000,-344618000,90324000,-89844000,-23149000,-66695000,480000,-12192000,-11648000,-544000,-11712000,-13838000,1941000,3495000,-8402000,-8402000,-8402000,-8402000,26297000,26297000,146710000,329551000,28337000,24533000,276681000,509971000,2901436000,3617680000,-716244000,712005000,14476000,484608000,3613441000,4123412000,268417000,96873000,26301000,145243000,223892000,89736000,40677000,13164000,35895000,582045000,1211811000,757359000,141187000,1751000,223053000,24923000,366445000,1969170000,2551215000,1572197000,1572197000,4123412000,-8402000,23149000,-24860000,4116000,-5997000,-124208000,-22089000,-147536000,-25980000,86204000,3677000,3677000,32755000,96656000,-56877000,-56877000,-56877000,23629000,1435703000,-98404000,0.20767,0.0011,-0.01932,-0.00534,-0.00204,11.71197,0.87617,1.62271,0.34818,-0.09377,-0.09333,4.85421,17.54665,-1.09825,0.28995,0.00467,-0.02613,-3.09212,59.6473,2936.2625
"40","2020_Q1",34.9598387096774,"Down",479081000,-393267000,85814000,-98116000,-13817000,-84299000,-12302000,5056000,-9439000,14495000,-7246000,-791000.000000007,-30294000,3601000,-27484000,-27484000,-27484000,-27484000,2676000,2676000,184278000,318142000,25103000,22602000,262104000,511606000,3045944000,3787137000,-741193000,615167000,7426000,593130000,3861379000,4372985000,295117000,129724000,28122000,137271000,46869000,104391000,57623000,3394000,43374000,446377000,1537177000,837714000,246517000,1554000,194316000,18821000,376506000,2374891000,2821268000,1551717000,1551717000,4372985000,-27484000,13817000,55634000,-13629000,28338000,-198431000,-21114000,-182365000,-26329000,154613000,3518000.00000001,3518000,-4e+05,131402000,-22625000,-22625000,-22625000,1515000.00000001,1584046000,-180251000,0.17912,-0.02568,-0.05737,-0.01771,-0.00628,6.5584,1.14613,1.81816,0.36223,-0.30544,-0.3045,5.32413,17.24456,-2.00317,0.2926,-0.000289999999999999,-0.04536,-0.95798,1043.80858,-128.545760000001
"41","2020_Q2",30.0285714285714,"Down",615036000,-410694000,204342000,-99724000,-24637000,-75087000,104618000,-15784000,-16070000,286000,88834000,88834000,-16471000,3389000,75752000,75752000,75752000,75752000,15666000,15666000,201512000,411777000,48552000,29977000,333248000,692611000,3496193000,4235269000,-739076000,906362000,5594000,682780000,4402555000,5095166000,121426000,91580000,29846000,167889213.220224,412506000,338010000,25073000,5342000,307595000,871942000,1537549000,857872000,245455000,1358000,197857000,36987000,376215000,2395421000,3267363000,1827803000,1827803000,5095166000,75752000,24637000,-28922000,-114531000,-43064000,-115560000,-9980000,-494175000,-26974000,361406000,216472000,216472000,457000,551361000,14122000,14122000,14122000,129255000,1950055000,-84365000,0.33224,0.1701,0.12317,0.04144,0.01487,-1.1137,0.79433,1.78759,0.38273,0.82419,0.82054,6.69165,19.88666,-0.9179,0.29348,0.02216,-0.0182,0.35608,14.96568,18.49002
"42","2020_Q3",27.8553125,"Down",639614000,-431453000,208161000,-109678000,-27516000,-82162000,98483000,-11942000,-19203000,7261000,86541000,86541000,-16284000,3589000,73846000,73846000,73846000,73846000,25968000,25968000,94172000,339573000,35428000,1184000,302961000,500874000,3796841000,4552609000,-755768000,857484000,8654000,633150000,4654325000,5155199000,249657000,93431000,29888000,126338000,488621000,45611999.9999999,12028000,4232000,29352000,783890000,1576708000,905494000,195441000,1470000,191431000,51686000,465466000,2482202000,3266092000,1889107000,1889107000,5155199000,73846000,27516000,3953000.00000001,116894000,222209000,-86578000,-15365000,-256955000,-29847000,69953000.0000001,5195000.00000003,5195000,-350000.000000004,44951000,10205000,10205000,10205000,125999000,2065329000,172599000,0.32545,0.15397,0.11545,0.03909,0.01432,2.33728,0.63896,1.72891,0.40063,0.77259,0.77063,6.69171,19.76405,1.80575,0.31226,0.02134,0.03551,0.40418,16.18553,20.7077500000001
"43","2020_Q4",30.15125,"Up",298974000,-213944000,85030000,-101877000,-27872000,-74005000,-16847000,-12431000,-15144000,2713000,-29278000,-29278000,6767000,3213000,-19298000,-19298000,-19298000,-19298000,42821000,42821000,142090000,327429000,29367000,25546000,272516000,521078000,3903995000,4682226000,-778231000,857011000,6347000,633858000,4761006000,5282084000,140725000,109987000,29947000,791000,579066000,158974000,23600000,5347000,130027000,878765000,1664517000,899875000,196664000,1035000,190920000,47094000,464162000,2564392000,3443157000,1838927000,1838927000,5282084000,-19298000,27872000,9583000,-14519000,3638000,-122497000,-17339000,-139836000,-29888000,134356000,5731000,5731000,42854000,153053000,16855000,16855000,16855000,11025000,2243583000,-132758000,0.28441,-0.05635,-0.06455,-0.01049,-0.00365,6.87937,0.59297,1.87237,0.42475,-0.20151,-0.201,3.12192,19.2023,-1.38627,0.31209,0.00213,-0.02665,-1.54876,199.6156,-130.63228
"44","2021_Q1",35.6454098360656,"Up",400044000,-248628000,151416000,-108761000,-27343000,196725000,42655000,-3562000,-17180000,13618000,39093000,39093000,-10506000,4120000,32707000,32707000,32707000,32707000,117012000,117012000,187910000,324652000,23310000,24301000,270402000,622332000,3722769000,4464966000,-742197000,763001000,3349000,749592000,4694145000,5316477000,269347000,141500000,31902000,95945000,152586000,111789000,33865000,2717000,75207000,533722000,2259466000,879393000,237221000,1035000,141413000,13352000,486372000,3138859000,3672581000,1643896000,1643896000,5316477000,32707000,27343000,5682000,-35034000,30698000,-99246000,-3813000,-103059000,-31095000,173899000,3582000.00000001,3582000.00000001,153000.000000007,146539000,74178000,74178000,74178000,69998000,2412052000,-53776000,0.3785,0.10663,0.08176,0.0199,0.00615,-1.64417,1.16602,2.23407,0.45369,0.34094,0.33973,4.17008,17.13605,-0.56056,0.32414,0.01293,-0.0109,0.95071,32.7872199999999,53.80471
"45","2021_Q2",39.8055555555556,"Up",454305000,-231126000,223179000,-111699000,-27362000,-84337000,111480000,-15669000,-19786000,4117000,95811000,95811000,-17441000,2675000,81045000,81045000,81045000,81045000,22358000,22358000,182118000,350934000,33087000,12858000,293305000,609204000,3818315000,4570366000,-752051000,757805000,1547000,746861000,4787701000,5396905000,262513000,110456000,31966000,120091000,161214000,94945000,24444000,1842000,68659000,518672000,2264972000,915047000,235845000,987000,169379000,14933000,493903000,3180019000,3698691000,1698214000,1698214000,5396905000,81045000,27362000,-23058000,-53626000,31723000,-86816000,-21651000,-108753000,-31902000,3797000,3911000,3911000,6590000,-17604000,-94634000,-94634000,-94634000,138842000,2426186000,15841000,0.49125,0.24539,0.17839,0.04772,0.01502,0.19546,1.17455,2.17799,0.44955,0.84322,0.84058,4.72673,17.66875,0.16481,0.33192,0.02241,0.00314,0.39363,17.31341,21.56286
"46","2021_Q3",35.926875,"Down",802187000,-445453000,356734000,-155526000,-26848000,-128678000,201208000,-15146000,-20153000,5007000,186062000,186062000,-39057000,2804000,149809000,149809000,149809000,149809000,57654000,57654000,93677000,401222000,17433000,20447000,348613000,535228000,3915156000,4691247000,-776091000,760229000,1977000,751790000,4889906000,5425134000,287297000,126154000,32007000,129136000,31135000,97634000,23690000,41462000,32482000,416066000,2265202000,922033000,236432000,894000,169409000,20506000,494792000,3187235000,3603301000,1821833000,1821833000,5425134000,149809000,26848000,28592000,119319000,324568000,-106564000,-30467000,-136745000,-28992000,-131648000,3629000,3629000,3374000,-153637000,34186000,34186000,34186000,228056000,2296337000,279868000,0.4447,0.25082,0.18675,0.08223,0.02761,1.86817,1.2864,1.97784,0.42328,1.55649,1.54792,8.33458,18.92853,2.90778,0.30122,0.03547,0.05553,0.19353,9.81637000000026,11.12621
"47","2021_Q4",37.110625,"Up",367593000,-279948000,87645000,-115101000,-27767000,-87334000,-27456000,-13927000,-18744000,4817000,-41383000,-41383000,18785000,-89233000,-111831000,-111831000,-111831000,-111831000,4719000,4719000,145271000,389814000,17504000,52638000,309409000,518258000,4030467000,4798359000,-767892000,742877000,3070000,734040000,4890360000,5408618000,309936000,161878000,32040000,116018000,199332000,104358000,39572000,4270000,60516000,613626000,2221622000,891304000,236585000,871000,148080000,19130000,486638000,3112926000,3726552000,1682066000,1682066000,5408618000,-111831000,27767000,79917000,-10348000,-14495000,-147370000,-21148000,-168518000,-29483000,168338000,3980000,3980000,-12787000,130048000,-52965000,-52965000,-52965000,311000,2420954000,-176192000,0.23843,-0.07469,-0.30423,-0.06648,-0.02068,1.57552,0.84458,2.21546,0.44761,-1.16271,-1.15769,3.82189,17.48855,-1.83188,0.30654,-0.01649,-0.03528,-0.26364,7769.24437,-88.0039
"48","2022_Q1",40.3343548387097,"Up",532528000,-395140000,137388000,-134270000,-29410000,262045000,3118000,-9220000,-19876000,10656000,-6101999.99999997,-6102000,4427000.00000001,542000,-1133000.00000003,-1133000.00000003,-1133000.00000003,-1133000.00000003,4749000,4749000,213167000,441010000,35251000,50005983.189637,397593000,634274000,4213513000,4997049000,-783536000,759962000,3403000,751530000,5088004000,5722278000,258265000,223497000,34768000,110780353.565392,450140000,343852000,87145000,3356000,250759000,1052257000,2162164000,876995000,169267000,8559311.73169406,166540000,13497000,527691000,3039159000,4091416000,1630862000,1630862000,5722278000,-1133000.00000003,29410000,56867000,-35986000,49158000,-123414000,-84687000,-208101000,-26583000,193456000,-23632000,3585000,15735000,158976000,33000.0000000298,33000.0000000298,33000.0000000298,32528000,2612304000,-131299000,0.25799,0.00586,-0.00213000000000002,-0.000689999999999996,-0.000200000000000006,115.88614,0.60277,2.50874,0.45651,-0.0117700000000001,-0.01173,5.53408,16.94807,-1.36447,0.27625,0.00496999999999999,-0.02564,-23.46249,80.1634000000004,836.29089
"49","2022_Q2",43.8640322580645,"Up",675842000,-402909000,272933000,-116048000,-30393000,-16671000,156885000,-15341000,-19477000,4136000,141544000,141544000,-30807000,575000,111312000,111312000,111312000,111312000,1259000,1259000,262033000,521797000,39783000,23246000,443651000,760322000,4343103000,5145231000,-802128000,763483000,1978000,757168000,5220835000,5981157000,352928000,168197000,34786000,149945000,562411000,182435000,30049000,6596000,92938000,1097774000,2274176000,892229000,167335000,14621000,181584000,15261000,513428000,3166405000,4264179000,1716978000,1716978000,5981157000,111312000,30393000,-82806000,-96306000,-37407000,-89730000,-74324000,-164054000,-31841000,208840000,3805000,3805000,17167000,197971000,-3490000,-3490000,-3490000,187278000,2836587000,32049000,0.40384,0.23213,0.1647,0.06483,0.01861,0.28792,0.6926,2.48354,0.47425,1.15531,1.15531,7.01459,17.82059,0.33264,0.33048,0.02629,0.00589,0.28605,15.13967,18.07265
"50","2022_Q3",43.8734375,"Up",912316000,-625310000,287006000,-148131000,-31435000,-185680000,138875000,-14799000,-18926000,4127000,124076000,124076000,-28810000,769000,96035000,96035000,96035000,96035000,13906000,13906000,88155000,475445000,21586000,4087000,436058000,556036000,4446839000,5271471000,-824632000,757149000,4140000,749564000,5313968000,5870004000,158020000,123190000,34830000,265174939.303823,326749000,254635000,45216000,32153000,123153000,739404000,2319434000,1026879000,166887000,5088000,184724000,19632000,650548000,3346313000,4085717000,1784287000,1784287000,5870004000,96035000,31435000,41087000,199302000,367859000,-85260000,-47518000,-132778000,-31884000,-193962000,3716000,3716000,-304000,-222434000,12647000,12647000,12647000,170310000,2646183000,313162000,0.31459,0.15222,0.10527,0.05382,0.01636,3.26092000000001,0.75201,2.28983,0.4508,1.00095,0.99667,9.50884,18.59717,3.26401,0.33232,0.02344,0.05738,0.332000000000001,15.4558000000002,18.9542899999999
