"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",47.6012698412698,"Up",266267000,-29967000,236300000,-170233000,-112715000,-57518000,66067000,1589000,1788000,-199000,67656000,67656000,-14082000,53574000,53574000,-2e+05,53374000,53374000,677656000,512838000,164818000,81393000,81393000,14773000,37194000,32119000,811016000,459709000,350360000,709618000,206862000,307121000,171388000,24247000,1519687000,2330703000,182766000,11541000,1514000,169711000,24405000,207171000,122874000,88271000,122874000,330045000,36535000,1977478000,-19679000,1994334000,6324000,2000658000,2330703000,53574000,21810000,14293000,-18954000,70723000,-22576000,-2647000,-26653000,-11010000,13991000,-25001000,-16750000,-41976000,2094000,2094000,-5368000,-3274000,87877000,0,60429000,0.88746,0.24812,0.20045,0.02668,0.0229,1.13218,3.91472,0.16497,0,0.52594,0.51382,2.62376,19.6519,0.59546,0.03183,0.02846,-7.71141,-10.2571
"30","2017_Q3",49.0549206349206,"Up",267474000,-26977000,240497000,-177214000,-118873000,-58341000,63283000,2911000,2149000,762000,66194000,66194000,-15467000,50727000,50727000,-137000,50590000,50590000,727505000,532508000,194997000,88216000,88216000,17697000,38253000,32501000,871671000,471095000,326800000,718231000,203723000,308751000,176288000,29469000,1516126000,2387797000,189116000,10062000,25000,179029000,23940000,213056000,131583000,95932000,131583000,344639000,37560000,2013790000,-14708000,2036642000,6516000,2043158000,2387797000,50727000,22251000,12595000,3032000.00000001,88605000,-28654000,-6900000.00000001,-41481000,-14780000,10219000,-24999000,-1143000,-30201000,16923000,16923000,2747000,19670000,85534000,0,75379000,0.89914,0.23659,0.18914,0.02476,0.02119,1.49,4.09128,0.16868,7.70371977754894e-34,0.49702,0.48699,2.62778,20.00886,0.74056,0.02983,0.03466,-8.50545,-11.49606
"31","2017_Q4",56.7034920634921,"Up",305665000,-32125000,273540000,-177608000,-117977000,-59631000,95932000,371000,2480000,-2109000,96303000,96303000,-20117000,76186000,76186000,-143000,76043000,76043000,840281000,592616000,247665000,82102000,82102000,19950000,35977000,29790000,978310000,476353000,303320000,715123000,196494000,309911000,178466000,30252000,1494796000,2473106000,190565000,12728000,852000,176985000,22835000,213400000,137327000,101204000,137327000,350727000,51527000,2075559000,-11518000,2115568000,6811000,2122379000,2473106000,76186000,20482000,16397000,24972000,138037000,-30438000,-32122000,-62995000,-1439000,23555000,-24994000,-1076000,-16789000,58253000,58253000,1855000,60108000,116414000,0,131065000,0.8949,0.31385,0.24878,0.03583,0.03075,1.72356,4.5844,0.16525,0,0.74621,0.72963,2.99951,20.7602,1.28615,0.03997,0.058,-7.21804,-8.75913
"32","2018_Q1",60.5229508196721,"Up",242048000,-29238000,212810000,-189460000,-118782000,-57822000,23350000,3141000,3033000,108000,26491000,26491000,-4551000.00000001,21940000,21940000,-145000,21795000,21795000,874774000,627017000,247757000,73750000,73750000,25051000,37859000,30508000,1011434000,485275000,314364000,722481000,189648000,311087000,190915000,30831000,1522120000,2533554000,222623000,14373000,1216000,207034000,23150000,245773000,143939000,107514000,143939000,389712000,61432000,2083063000,-7753000,2136742000,7100000,2143842000,2533554000,26619000,19765000,-6420000,40464000,80428000,-17949000,-11490000,-26897000,-2773000,22233000,-25006000,-800999.999999999,-17865000,35666000,35666000,2441000,38107000,43115000,0,70181000,0.87921,0.09647,0.09004,0.01017,0.0086,3.22005,4.11532,0.18178,0,0.21376,0.21544,2.37393,20.95646,0.68831,0.01577,0.03068,-20.28932,-37.46355
"33","2018_Q2",60.0153125,"Down",287797000,-30876000,256921000,-174681000,-118434000,-56444000,82240000,2594000,3746000,-1152000,84834000,84834000,-166312000,-81478000,-81478000,-144000,-81622000,-81622000,848997000,596390000,252607000,122917000,122917000,24862000,38735000,31105000,1035511000,493173000,303501000,682524000,195205000,311186000,139658000,36475000,1479198000,2514709000,199733000,14408000,6906000,178419000,23449000,223182000,235603000,198811000,235603000,458785000,72765000,1985064000,-8122000,2049707000,6217000,2055924000,2514709000,-53158000,19882000,53857000,-3432000,17149000,-19275000,3380000,-27093000,11470000,41463000,-29993000,-16367000,-21274000,-31218000,-31218000,870000,-30348000,102122000,0,245727000,0.89272,0.28576,-0.28361,-0.0397,-0.03246,-3.01055,4.63976,0.22315,0,-0.79591,-0.79591,2.80635,19.987,2.39612,-0.02847,0.10723,-8.31356,-10.32341
"34","2018_Q3",63.4201587301587,"Up",301355000,-30959000,270396000,-184092000,-124766000,-59493000,86304000,3179000,3863000,-684000,89483000,89483000,-18718000,70765000,70765000,-134000,70631000,70631000,946016000,705519000,240497000,141257000,141257000,24066000,43326000,35244000,1154665000,500981000,262062000,688931000,191340000,316558000,141580000,39453000,1451974000,2606639000,190607000,18200000,4614000,167793000,22542000,213149000,239512000,202082000,239512000,452661000,113929000,2039116000,-5616000,2147429000,6549000,2153978000,2606639000,65350000,20802000,23049000,-28309000,80892000,-20459000,50736000,23019000,24598000,29598000,-5e+06,-4601000,3418000,107329000,107329000,2252000,109581000,107106000,0,77056000,0.89727,0.28639,0.23438,0.03279,0.0271,1.09097,5.41717,0.21015,-6.01853107621011e-36,0.68064,0.6601,2.90404,20.69392,0.74256,0.03644,0.03219,-8.83252,-10.96144
"35","2018_Q4",63.8322222222222,"Up",317447000,-34465000,282982000,-188190000,-127915000,-60357000,94792000,1798000,5401000,-3603000,96590000,96590000,-13302000,83288000,83288000,-143000,83145000,83145000,1024905000,829621000,195284000,149582000,149582000,23932000,40514000,32672000,1238933000,502041000,243179000,685666000,185140000,314317000,143949000,42260000,1430886000,2669819000,218876000,16970000,4830000,197076000,21436000,240312000,241588000,203813000,241588000,481900000,89180000,2105621000,-13301000,2181500000,6419000,2187919000,2669819000,3259000,20714000,1391000,117066000,142430000,-15135000,60427000,44642000,-40607000,14880000,-55487000,-1243000,-58490000,128582000,128582000,-4720000,123862000,115506000,0,230739000,0.89143,0.29861,0.26192,0.038,0.03114,2.77514,5.15552,0.22025,0,0.80073,0.77742,3.0572,21.00909,2.22215,0.04107,0.09497,-8.87318,-10.81215
"36","2019_Q1",60.7596721311475,"Down",148001000,-31262000,116739000,-196570000,-136070000,-60500000,-79831000,5298000,5762000,-464000,-74533000,-74533000,44263000,-30270000,-30270000,-138000,-30408000,-30408000,1096201000,918063000,178138000,137151000,137151000,26206000,42396000,35209000,1301954000,514182000,187782000,655351000,184019000,327982000,101070000,42280000,1357315000,2659269000,248196000,21922000,2680000,223594000,23931000,272127000,191024000,150960000,191024000,463151000,66229000,2139154000,-15832000,2189551000,6567000,2196118000,2659269000,26854000,19885000,66467000,-1474999.99999997,111731000,-17945000,71752000,37518000,-39769000,20221000,-59990000,-955000,-57283000,91966000,91966000,-4179000,87787000,-59946000,-1.61558713389263e-27,-123629000,0.78877,-0.5394,-0.20546,-0.01385,-0.01143,4.06567,4.78436,0.2109,0,-0.29423,-0.27294,1.43205,21.18599,-1.19623,-0.0058,-0.05179,18.28647,13.73152
"37","2019_Q2",60.8090476190476,"Up",302376000,-38629000,263747000,-195076000,-136415000,-58647000,68671000,5583000,5140000,443000,74254000,74254000,24104000,98358000,98358000,-139000,98219000,98219000,966344000,790787000,175557000,181614000,181614000,27765000,248080000,39601000,1423803000,523193000,201428000,674636000,189476000,326856000,107313000,50991000,1399257000,2823060000,275023000,9811000,121000,265091000,19562000,294585000,179521000,179521000,179521000,474106000,101000,2361843000,-18639000,2343305000,5649000,2348954000,2823060000,98358000,20029000,-5782000,-55653000,56952000,-18539000,-10962000,-41566000,-98273000,14272000,-112545000,-20585000,-138431000,-123045000,-123045000,-2419000,-125464000,88700000,0,-9596000,0.87225,0.2271,0.32482,0.04181,0.03479,-0.0977,4.83325,0.20184,0,0.95658,0.92546,2.94492,22.8221,-0.09346,0.04659,-0.0038,-10.89452,-14.07208
"38","2019_Q3",60.1671875,"Down",338258000,-36575000,301683000,-198753000,-140110000,-58625000,102930000,7072000,7462000,-390000,110002000,110002000,-36427000,73575000,73575000,-135000,73440000,73440000,885275000,726596000,158679000,178617000,178617000,34632000,297237000,44050000,1395761000,537641000,199302000,714247000,187029000,326721000,113409000,87088000,1451190000,2846951000,245436000,14626000,102000,230708000,20014000,265450000,228644000,228644000,228644000,494094000,99999.9999999925,2361607000,-14683000,2347024000,5833000,2352857000,2846951000,73575000,20770000,11607000,-57060000,48892000,-37543000,20655000,-21888000,-72449000,12886000,-85335000,-1109000,-93020000,-66016000,-66016000,1096000,-64920000,123700000,1.0097419586829e-28,65524000,0.89187,0.30429,0.21711,0.03121,0.0258,0.892209999999999,5.25809,0.21,0,0.71901,0.69991,3.31168,22.97828,0.64151,0.03599,0.02538,-7.15663,-8.60075
"39","2019_Q4",63.47921875,"Up",302159000,-39690000,262469000,-228213000,-137573000,-60408000,34256000,7544000,6522000,1022000,41800000,41800000,-2163000,39637000,39637000,-63000,39574000,39574000,837297000,716560000,120737000,231185000,231185000,38908000,231427000,41030000,1338817000,524641000,211352000,734998000,189304000,335936000,109208000,100550000,1470991000,2809808000,258904000,14304000,862000,243738000,19435000,278339000,211193000,211193000,211193000,489532000,99000,2328918000,-14496000,2314521000,5755000,2320276000,2809808000,39637000,22015000,53966000,-24268000,91350000,-23588000,28830000,-9867000,-70763000,17869000,-88632000,-1082000,-91128000,-9645000,-9645000,-1176000,-10821000,56271000,0,10578000,0.86865,0.11337,0.13097,0.01706,0.01408,0.2673,4.81002,0.21098,0,0.39098,0.38046,2.98523,22.86669,0.10451,0.02325,0.00418,-14.87972,-24.44235
"40","2020_Q1",63.0974193548387,"Down",298827000,-45960000,252867000,-165089000,-135162000,-60191000,87778000,5031000,5625000,-594000,92809000,56251000,-12316000,43935000,43935000,-17000,43918000,43918000,916356000,797210000,119146000,189115000,189115000,32331000,243738000,39704000,1381540000,537432000,179587000,723190000,180891000,334829000,114075000,93395000,1440209000,2821749000,286862000,15212000,3506000,268144000,19991000,306853000,201866000,201866000,201866000,508719000,58000.0000000005,2327877000,-20584000,2307351000,5679000,2313030000,2821749000,43935000,22309000,-11569000,75805000,130480000,-33866000,33703000,17092000,-41754000,12319000,-54073000,-1770000,-62702000,84870000,84870000,-3322000,81548000,110087000,-1.26217744835362e-29,164342000,0.8462,0.29374,0.14697,0.01899,0.01556,3.74202,4.50229,0.21994,0,0.43708,0.42551,2.97399,22.96329,1.63557,0.02509,0.06535,-8.32393,-10.43947
"41","2020_Q2",57.8596825396825,"Down",291877000,-37315000,254562000,-205297000,-147647000,-57650000,49265000,5864000,4860000,1004000,55129000,54454000,-5863000,48591000,48591000,162000,48753000,48753000,911663000,741429000,170234000,191001000,191001000,29104000,269240000,52551000,1401008000,549495000,141720000,801061000,175981000,335443000,123284000,166353000,1492276000,2893284000,258070000,13700000,2318000,242052000,35389000,293459000,261124000,261124000,261124000,554583000,99000,2351251000,-18060000,2333290000,5411000,2338701000,2893284000,48591000,20239000,14651000,-52322000,31159000,-23385000,-13732000,-37407000,-5630000,24373000,-30003000,-20565000,-48276000,-54524000,-54524000,2086000,-52438000,69504000,0,-340000,0.87216,0.16879,0.16703,0.02085,0.01685,-0.00697,4.77412,0.23713,0,0.4859,0.47297,2.909,23.25476,-0.00339,0.02725,-0.00013,-13.1167,-18.50529
"42","2020_Q3",65.64125,"Up",351815000,-36830000,314985000,-209371000,-149285000,-60086000,105614000,4834000,4696000,138000,110448000,110779000,-22105000,88674000,88674000,-178000,88496000,88496000,899790000,724931000,174859000,247043000,247043000,28331000,284408000,51156000,1459572000,551027000,127294000,806940000,167917000,332979000,129252000,176792000,1485261000,2944833000,270096000,9041000,15186000,245869000,37158000,307254000,268302000,268302000,268302000,575556000,99000,2395575000,-31615000,2364059000,5218000,2369277000,2944833000,88674000,19973000,20815000,-63722000,65740000,-21037000,10946000,-9801000,-42056000,29613000,-71669000,-3903000,-68214000,-12275000,-12275000,-6436000,-18711000,125587000,3.94430452610506e-31,62933000,0.89531,0.3002,0.25154,0.03735,0.03005,0.711139999999999,4.75038,0.24292,0,0.87747,0.85762,3.48836,23.44041,0.624,0.04199,0.02386,-7.16467,-8.51961
"43","2020_Q4",80.32234375,"Up",246909000,-29888000,217021000,-181360000,-121777000,-59583000,35661000,5851000,2544000,3307000,41512000,39990000,27388000,67378000,67378000,-93000,67285000,67285000,1044486000,855103000,189383000,247486000,247486000,29330000,182133000,45524000,1503435000,546650000,74768000,779053000,160069000,335694000,104015000,179275000,1400471000,2903906000,223359000,10047000,3071000,210241000,34343000,257702000,209307000,209307000,209307000,467009000,99000,2448389000,-17121000,2431367000,5530000,2436897000,2903906000,67378000,23687000,51038000,-7815000,134288000,-14127000,41074000,26947000,-12778000,14303000,-27081000,-2546000,-37427000,123808000,123808000,5141000,128949000,59348000,0,10018000,0.87895,0.14443,0.27251,0.02761,0.02317,0.14889,5.83401,0.19164,0,0.66889,0.65663,2.45456,24.17058,0.09959,0.03378,0.00379,-17.59935,-29.28931
"44","2021_Q1",93.2339344262295,"Up",271191000,-42465000,228726000,-198703000,-136977000,-61726000,30023000,4424000,439000,3985000,34447000,34492000,-7516000.00000001,26976000,26976000,-147000,26829000,26829000,1118824000,1071876000,46948000,180340000,180340000,25550000,222482000,53022000,1547196000,541963000,52149000,776017000,152431000,336945000,118881000,167760000,1370129000,2917325000,235851000,12617000,3260000,219974000,31258000,267109000,211811000,211811000,211811000,478920000,58000,2443138000,-10553000,2432643000,5762000,2438405000,2917325000,26976000,26979000,35265000,23442000,112662000,-10438000,165073000,154635000,-30620000,14369000,-44989000,-1096000,-53858000,213439000,213439000,3147000,216586000,57002000,0,77522000,0.84341,0.11071,0.09893,0.011,0.0092,2.88949,5.79238,0.19641,1.14794370197489e-41,0.26702,0.26037,2.69912,24.21167,0.77156,0.01848,0.02925,-19.6278,-37.26556
"45","2021_Q2",96.5307936507937,"Up",389874000,-35304000,354570000,-193671000,-129899000,-63772000,160899000,2215000,889000,1326000,163114000,166962000,-24272000,142690000,142690000,-7492000,135198000,135198000,1162285000,1110024000,52261000,293948000,293948000,20108000,248330000,51390000,1724671000,543550000,49337000,779296000,144688000,338713000,133610000,162285000,1372183000,3096854000,279400000,13631000,15516000,250253000,37019000,316419000,209218000,209218000,209218000,525637000,59000,2565670000,-567000,2565162000,6055000,2571217000,3096854000,273595000,70701000,45147000,-51463000,337980000,-26254000,-3694000,-29948000,-60616000,89148000,-149764000,-38151000,-165650000,142382000,142382000,4891000,147273000,231600000,0,178155000,0.90945,0.41269,0.34677,0.05258,0.04366,1.31773,5.45059,0.20443,0,1.34237,1.30153,3.87102,25.46926,1.76888,0.07268,0.06407,-5.0185,-7.22369
"46","2021_Q3",94.94359375,"Down",319558000,-32378000,287180000,-203252000,-137444000,-65808000,83928000,2180000,795000,1385000,86108000,85367000,-9022000,76345000,76345000,-128000.000000001,76217000,76217000,1163152000,1104570000,58582000,283505000,283505000,14881000,289610000,47305000,1751148000,542702000,42188000,770252000,136944000,338235000,135551000,159522000,1355142000,3106290000,273635000,8385000,11087000,254163000,35342000,308977000,203093000,203093000,203093000,512070000,59000,2591870000,-3998000,2587931000,6289000,2594220000,3106290000,-54560000,-23302000,-17961000,-76529000,-172352000,13732000,459000.000000015,14191000,20998000,-17991000,38989000,1573000,44880000,-113281000,-113281000,-475000.000000001,-113756000,60626000,3.08148791101958e-33,6851000,0.89868,0.26264,0.23851,0.02938,0.02454,0.08989,5.66757,0.19739,-7.17464813734306e-43,0.75117,0.72621,3.14947,25.5059,0.06752,0.01927,0.00245,-19.1857,-13.85893
"47","2021_Q4",87.86328125,"Down",286799000,-31644000,255155000,-198924000,-136830000,-62094000,56231000,3034000,633000,2401000,59265000,59125000,-4565000,54560000,54560000,61000,54621000,54621000,1267925000,1219648000,48277000,275080000,275080000,12143000,217728000,43540000,1772876000,538421000,54155000,769684000,129214000,338385000,145104000,156981000,1362260000,3135136000,275122000,12187000,7902000,255033000,33843000,308965000,198357000,198357000,198357000,507322000,59000,2626447000,-4991000,2621515000,6299000,2627814000,3135136000,54560000,23302000,5217000,89273000,172352000,-13732000,-459000,-14191000,-20998000,17991000,-38989000,-1573000,-44880000,113281000,113281000,475000,113756000,79533000,0,159639000,0.88966,0.19606,0.19045,0.02079,0.01742,2.92267,5.73811,0.19306,0,0.54032,0.52312,2.83707,25.93249,1.57918,0.02722,0.05649,-15.94212,-22.54851
"48","2022_Q1",79.2035483870968,"Down",285025000,-30699000,254326000,-214625000,-152659000,-61966000,39701000,2693000,697000,1996000,42394000,43058000,1170000,44228000,44228000,-37000.0000000002,44191000,44191000,1264219000,1225380000,38839000,232609000,232609000,10965000,252705000,62737000,1760498000,534381000,62819000,747989000,122890000,340694000,156020000,128385000,1345189000,3105687000,281841000,17779000,1334000,262728000,18473000,300314000,201141000,201141000,201141000,501455000,1e+05,2607909000,-10030000,2597979000,6253000,2604232000,3105687000,44228000,25159000,26305000,14081000,109773000,-11835000,1378000,-14957000,-63160000,32940000,-96100000,-1416000,-86865000,7951000,7951000,-2171000,5779999.99999994,64860000,0,65936000,0.89229,0.13929,0.15504,0.01697,0.01423,1.49207,5.86219,0.19255,0,0.43655,0.42341,2.8157,25.66488,0.65137,0.0237,0.0235,-19.4915,-31.84351
"49","2022_Q2",74.7532258064516,"Down",351633000,-32709000,318924000,-228438000,-159614000,-68824000,90486000,861000,632000,229000,91347000,91442000,-11432000,80010000,80010000,4000,80014000,80014000,1137304000,1056686000,80618000,241449000,241449000,13144000,303248000,68693000,1695145000,533706000,120988000,755082000,125804000,339897000,164909000,124472000,1409776000,3104921000,246552000,19104000,1601000,225847000,36738000,283290000,179110000,179110000,179110000,462400000,59000,2649175000,-11480000,2637754000,4767000,2642521000,3104921000,80010000,23477000,29108000,-100935000,31660000,-25878000,-100233000,-126111000,-14201000,21372000,-35573000,-33355000,-72839000,-167290000,-167290000,-1310000,-168600000,113963000,0,-1418000,0.90698,0.25733,0.22755,0.03028,0.02577,-0.01772,5.98378,0.17498,0,0.79044,0.76665,3.47371,26.05781,-0.01401,0.03732,-5e-04,-9.97959,-12.56884
"50","2022_Q3",73.72015625,"Down",334371000,-35515000,298856000,-250344000,-182923000,-67421000,48512000,101000,1011000,-910000,48613000,43451000,-6932000,36519000,36519000,201000,36720000,36720000,1042081000,900393000,141688000,227263000,227263000,16623000,335603000,68312000,1621570000,527623000,124142000,789655000,126281000,371738000,175238000,116398000,1441420000,3062990000,243437000,11373000,3519000,228545000,37522000,280959000,176843000,176843000,176843000,457802000,58000,2615354000,-15640000,2599772000,5416000,2605188000,3062990000,36519000,22355000,23403000,-19278000,62999000,-11703000,-71836000,-120941000,-71223000,13690000,-84913000,-799999.999999993,-97421000,-155363000,-155363000,-231000,-155594000,70867000,-2.40741243048404e-35,46818000,0.89379,0.14508,0.10982,0.01409,0.01199,1.275,5.77155,0.17573,0,0.36275,0.35183,3.30318,25.68259,0.46251,0.02233,0.01683,-14.70474,-21.48089
