"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2017_Q2",13.4236507936508,"Up",369800000,-263800000,1.06e+08,-49400000,-45300000,-4100000,56600000,-4700000,-4500000,-2e+05,51900000,47800000,-1.1e+07,36800000,36800000,36800000,36800000,89800000,89800000,273900000,273900000,360700000,9900000,8800000,1100000,734300000,439300000,5700000,89700000,5700000,8.2e+07,2e+06,534700000,1.269e+09,201900000,9500000,192400000,3600000,205500000,360900000,275800000,238900000,2.32e+08,11600000,25300000,636700000,842200000,1.4e+09,-532800000,-440400000,426800000,426800000,1.269e+09,36800000,10100000,4100000,-9400000,41600000,-11900000,-11900000,-17400000,25100000,7600000,37300000,37300000,1300000,38600000,66700000,364500000,56400000,0.28664,0.15306,0.09951,0.08622,0.029,1.53261,3.57324,1.97329,0.28723,0.31752,0.31752,3.19068,3.68248,0.48663,0.15013,0.05079,0.05285,0.47283,4.11844,4.85336
"28","2017_Q3",15.6642857142857,"Up",441400000,-3.09e+08,132400000,-54600000,-5.1e+07,-3600000,77800000,-8200000,-4700000,-3500000,69600000,65400000,131100000,196500000,196500000,196500000,196500000,114100000,114100000,334800000,334800000,341800000,9300000,8e+06,1300000,8e+08,466400000,5200000,201300000,127800000,70500000,3e+06,672900000,1472900000,207300000,11400000,195900000,3600000,210900000,350800000,290400000,253100000,2.46e+08,8600000,28700000,641200000,852100000,1400200000,-353700000,-425700000,620800000,620800000,1472900000,196500000,10100000,-134100000,-12500000,6e+07,-14700000,-14700000,-17400000,-10600000,-2.8e+07,17300000,17300000,7200000,24500000,87900000,354400000,-70400000,0.29995,0.17626,0.44517,0.31653,0.13341,-0.35827,3.79327,1.37258,0.24061,1.69543,1.69543,3.80846,5.35634,-0.60742,0.15013,0.16901,-0.05563,0.08855,2.73379,3.08869
"29","2017_Q4",20.0973015873016,"Up",464500000,-309500000,1.55e+08,-54600000,-51300000,-3300000,100400000,-8900000,-4600000,-4300000,91500000,79900000,-6100000,73800000,73800000,73800000,73800000,316700000,316700000,355400000,355400000,335300000,13800000,12500000,1300000,1021200000,486200000,4300000,198700000,1.2e+08,75100000,3600000,689200000,1710400000,239900000,22900000,2.17e+08,1e+05,2.4e+08,467500000,292200000,261600000,254200000,8900000,21700000,759700000,999700000,1400200000,-297300000,-392200000,710700000,710700000,1710400000,73800000,10500000,8600000,23800000,116700000,-14100000,-14100000,-17400000,122700000,97100000,199700000,199700000,2900000,202600000,110900000,467600000,126700000,0.33369,0.21615,0.15888,0.10384,0.04315,1.7168,4.255,1.40664,0.27339,0.63676,0.63676,4.00777,6.13201,1.09318,0.15013,0.06202,0.08616,0.23577,1.36069,1.50299
"30","2018_Q1",19.202131147541,"Down",453300000,-287800000,165500000,-6.2e+07,-59600000,-2400000,103500000,-3300000,-3800000,499999.999999999,100200000,112600000,-65200000,47400000,47400000,47400000,47400000,3.22e+08,3.22e+08,346500000,346500000,382300000,11700000,1e+07,1700000,1062500000,506400000,10700000,244800000,139200000,86500000,19100000,761900000,1824400000,230800000,2.5e+07,205800000,7e+05,231500000,473800000,364800000,261900000,254200000,11300000,91600000,838600000,1070100000,1400200000,-267200000,-378700000,754300000,754300000,1824400000,47400000,10500000,-1.8e+07,17900000,57800000,-23600000,-37200000,-17300000,0,-17900000,2700000.00000003,2700000.00000003,3e+06,5699999.99999994,1.14e+08,474500000,173500000,0.3651,0.22833,0.10457,0.06284,0.02598,3.66034,4.58963,1.41867,0.26009,0.40897,0.40897,3.91113,6.5082,1.49698,0.14927,0.0406,0.10887,0.36498,1.33772,1.47343
"31","2018_Q2",18.534375,"Down",430400000,-255600000,174800000,-62300000,-58400000,-3900000,112500000,-8800000,-3800000,-5e+06,103700000,99700000,-2.9e+07,70700000,70700000,70700000,70700000,364600000,364600000,390200000,390200000,430200000,10500000,9200000,1300000,1195500000,514100000,10500000,218500000,132300000,79600000,6600000,743100000,1938600000,260400000,32500000,227900000,7e+05,261100000,487400000,371800000,267600000,260100000,11500000,92700000,859200000,1120300000,1400200000,-211400000,-370500000,818300000,818300000,1938600000,70700000,12300000,16900000,-41700000,58200000,-15200000,-1600000,-19700000,-1e+05,-19800000,36800000,36800000,5400000,42200000,124800000,488100000,96900000,0.40613,0.26138,0.16427,0.0864,0.03647,1.37058,4.57871,1.36906,0.25178,0.61001,0.61001,3.71355,7.0604,0.83607,0.16997,0.05387,0.05774,0.27864,0.98958,1.09778
"32","2018_Q3",15.9826984126984,"Down",471800000,-3e+08,171800000,-61700000,-5.8e+07,-3700000,110100000,6e+06,-3800000,9800000,116100000,110100000,-32400000,77700000,77700000,77700000,77700000,431900000,431900000,372300000,372300000,4.12e+08,14300000,1.3e+07,1300000,1230500000,487400000,8300000,204200000,118600000,80300000,5300000,699900000,1930400000,264700000,44900000,219800000,7e+05,265400000,460900000,350500000,253300000,2.46e+08,11500000,85700000,811400000,1076800000,1400300000,-153400000,-393300000,853600000,853600000,1930400000,77700000,12200000,13300000,8299999.99999999,111500000,-9600000,-9600000,-19700000,-2e+05,-19900000,8.2e+07,8.2e+07,-14700000,67300000,122300000,461600000,153400000,0.36414,0.23336,0.16469,0.09103,0.04025,1.97426,4.6364,1.26148,0.23912,0.67041,0.67041,4.07075,7.36497,1.32355,0.16997,0.05847,0.09209,0.25354,0.24285,0.26975
"33","2018_Q4",10.6503174603175,"Down",410300000,-291200000,119100000,-60400000,-57300000,-3100000,58700000,-4e+06,-3400000,-6e+05,54700000,46700000,-14100000,32600000,32600000,32600000,32600000,432300000,432300000,340700000,340700000,446200000,19200000,18100000,1100000,1238400000,491900000,4e+06,200600000,115600000,79700000,5300000,696500000,1934900000,248900000,36600000,212300000,7e+05,249600000,465200000,346700000,2.55e+08,247500000,11900000,79800000,811900000,1061500000,1400300000,-140500000,-386400000,873400000,873400000,1934900000,32600000,12400000,10800000,-26500000,29300000,-10600000,-10600000,-19700000,-2e+05,-19900000,-1200000,-1200000,1400000,2e+05,71100000,465900000,48100000,0.29028,0.14307,0.07945,0.03733,0.01685,1.47546,4.96154,1.21537,0.24079,0.28128,0.28128,3.54012,7.53581,0.41501,0.16997,0.03102,0.02853,0.60429,0.47257,0.5724
"34","2019_Q1",11.077868852459,"Up",326300000,-440800000,-114500000,-34200000,-44900000,10700000,-148700000,-12800000,-6200000,-8200000,-161500000,-176500000,59400000,-117100000,-117100000,-117100000,-117100000,373300000,373300000,312500000,312500000,497900000,17700000,16300000,1400000,1201400000,486400000,3400000,206900000,116313427.207183,81300000,125600000,696700000,1898100000,231900000,9e+06,222900000,1500000,233400000,455100000,369800000,262900000,262900000,21500000,85400000,824900000,1058300000,1400300000,-136200000,-424300000,839800000,839800000,1898100000,2.4e+07,12800000,8800000,-56100000,-10500000,-20900000,-20900000,-19700000,-1e+06,-20800000,-52200000,-52200000,-6500000,-58700000,-135900000,456600000,-272300000,-0.3509,-0.45572,-0.35887,-0.13944,-0.06169,2.32536,5.14739,1.26018,0.24056,-1.01035,-1.01035,2.81536,7.2459,-2.34944,0.16997,-0.05846,-0.16343,-0.16823,-0.61295,-0.56019
"35","2019_Q2",11.2634920634921,"Up",436500000,-327200000,109300000,-61200000,-57700000,-3500000,48100000,-2700000,-2700000,-7557602.6921645,45400000,43100000,-12800000,30300000,30300000,30300000,30300000,339500000,339500000,3.54e+08,3.54e+08,495800000,13800000,12700000,1100000,1203100000,482400000,4e+06,237600000,116800000,82100000,38700000,7.24e+08,1927100000,239800000,8900000,230900000,1500000,241300000,445800000,388700000,256300000,256300000,21700000,110700000,834500000,1075800000,1400300000,-126800000,-422200000,851300000,851300000,1927100000,30300000,10600000,5400000,-39300000,7e+06,-1.6e+07,-17500000,-20900000,-1e+05,-2.1e+07,-31500000,-31500000,-5101378.81491004,-31500000,58700000,447300000,16200000,0.2504,0.11019,0.06942,0.03559,0.01572,0.53465,4.98591,1.26371,0.23211,0.26143,0.26143,3.76618,7.34513,0.13978,0.18033,0.03034,0.0096,0.68977,1.83646,2.24116
"36","2019_Q3",10.21,"Down",484500000,-3.75e+08,109500000,-61900000,-57900000,-4e+06,47600000,-3200000,-3e+06,-2e+05,44400000,40900000,-11400000,29500000,29500000,29500000,29500000,328600000,328600000,400600000,400600000,488600000,12500000,11600000,9e+05,1230300000,487100000,5200000,2.36e+08,1.13e+08,85700000,37300000,728300000,1958600000,247600000,3e+05,247300000,1500000,249100000,452200000,389300000,259800000,259800000,22500000,1.07e+08,841500000,1090600000,1400400000,-118100000,-412900000,8.68e+08,8.68e+08,1958600000,29500000,11900000,3700000,-26100000,1.9e+07,-9500000,-9700000,-20800000,-2e+05,-22400000,-13100000,-13100000,-599999.999999993,-13700000,59500000,453700000,35300000,0.22601,0.09825,0.0608900000000001,0.03399,0.01506,1.19661,4.93898,1.25645,0.23165,0.25453,0.25453,4.18033,7.48921,0.30457,0.17947,0.0294,0.02063,0.70508,2.10252,2.62815
"37","2019_Q4",10.95890625,"Up",437400000,-349700000,87700000,-60400000,-56900000,-3500000,27300000,2600000,-3200000,5800000,29900000,24200000,-6300000,17900000,17900000,17900000,17900000,385800000,385800000,348300000,348300000,434900000,17900000,16800000,1100000,1186900000,465500000,3300000,229200000,107700000,83100000,38400000,6.98e+08,1884900000,2.26e+08,1600000,224400000,1500000,227500000,434600000,375900000,249300000,249300000,2.2e+07,104600000,810500000,1.038e+09,1.399e+09,-1.21e+08,-429500000,846900000,846900000,1884900000,17900000,11800000,9e+06,59100000,97800000,-8700000,-1.2e+07,-20800000,-3e+05,-22700000,63100000,63100000,-5700000,57400000,39100000,436100000,95800000,0.2005,0.06241,0.04092,0.02114,0.0095,5.35196,5.21714,1.22565,0.23137,0.15484,0.15484,3.78374,7.32612,0.82872,0.17993,0.02333,0.05775,1.16201,1.28645,1.84249
"38","2020_Q1",8.90967741935484,"Down",372700000,-2.93e+08,79700000,-44700000,-55700000,1.1e+07,3.5e+07,-5800000,-3100000,-3600000,29200000,12900000,-3500000,9400000,9400000,9400000,9400000,390800000,390800000,302500000,302500000,5.03e+08,23400000,1.5e+07,8400000,1219700000,490600000,3300000,252200000,127700000,90200000,34300000,746100000,1965800000,269100000,10100000,2.59e+08,1500000,270600000,4.44e+08,435100000,307400000,307400000,20700000,1.07e+08,879100000,1149700000,1397400000,-132500000,-448800000,816100000,816100000,1965800000,9400000,13800000,-4e+05,13700000,36500000,-20900000,-13300000,-20900000,-9e+05,-21800000,1400000.00000001,1400000.00000001,4e+06,5399999.99999999,48800000,445500000,45100000,0.21384,0.09391,0.02522,0.01152,0.00478,4.79787,4.50739,1.40877,0.22663,0.08117,0.08117,3.21848,7.0475,0.38946,0.18048,0.01786,0.02658,2.2234,1.1209,1.56286
"39","2020_Q2",8.0968253968254,"Down",4.21e+08,-332900000,88100000,-56800000,-53500000,-3300000,31300000,8800000,-3400000,12200000,40100000,35400000,-8400000,2.7e+07,2.7e+07,2.7e+07,2.7e+07,341500000,341500000,330400000,330400000,479400000,12100000,10900000,1200000,1163400000,4.59e+08,1800000,250600000,125600000,92400000,32600000,711400000,1874800000,229800000,13700000,216100000,1400000,231200000,436300000,4.25e+08,301400000,301400000,1.9e+07,104600000,861300000,1092500000,1397400000,-126300000,-487800000,782300000,782300000,1874800000,2.7e+07,14900000,1900000,-53600000,-9800000,-15300000,-13800000,-20800000,-1e+05,-21900000,-45500000,-45500000,7769471.54666082,-45500000,46200000,437700000,-14300000,0.20926,0.07435,0.06413,0.03451,0.0144,-0.52963,5.03201,1.39652,0.23346,0.23356,0.23356,3.64187,6.7673,-0.1237,0.17993,0.02906,-0.00869,0.77037,2.08225,3.07348
"40","2020_Q3",10.513125,"Up",3.86e+08,-290200000,95800000,-56700000,-52700000,-4e+06,39100000,-10500000,-4400000,-6100000,28600000,23700000,-5100000,18600000,18600000,18600000,18600000,341400000,341400000,320500000,320500000,498400000,10700000,9200000,1500000,1.171e+09,467700000,1600000,263400000,134300000,96500000,32600000,732700000,1903700000,228500000,27200000,201300000,1500000,2.3e+08,4.45e+08,427400000,307700000,307700000,22100000,97600000,872400000,1102400000,1396500000,-128500000,-466700000,801300000,801300000,1903700000,18600000,14600000,-4500000,-8e+05,27900000,-10100000,-10100000,-20800000,-1.16415321826935e-10,-20800000,-3e+06,-3e+06,5360994.0926571,-3e+06,53700000,446500000,47900000,0.24819,0.1013,0.04819,0.02321,0.00977,2.57527,5.0913,1.37576,0.23454,0.1609,0.1609,3.3391,6.93166,0.41436,0.17993,0.02352,0.02859,1.11828,1.95717,2.68798
"41","2020_Q4",12.5703125,"Up",416900000,-336300000,80600000,-58400000,-55600000,-2800000,22200000,-7700000,-4800000,-2900000,14500000,9900000,-1800000,8100000,8100000,8100000,8100000,348400000,348400000,314500000,314500000,504200000,21600000,16900000,4700000,1188700000,485199999,2e+06,2.71e+08,141100000,96700000,33200000,758199999,1946899999,2.34e+08,22400000,211600000,1500000,235500000,465900000,443800000,321900000,321900000,2.3e+07,98900000,909700000,1145200000,1396500000,-141200000,-453600000,801700000,801700000,1946900000,8100000,13800000,2700000,13400000,3.8e+07,-12900000,-12900000,-20800000,-1e+05,-20900000,4200000,4200000,5900000,10100000,3.6e+07,467400000,38300000,0.19333,0.05325,0.01943,0.0101,0.00416,4.7284,5.04756,1.42846,0.24007,0.07007,0.07007,3.6064,6.93512,0.33131,0.17993,0.01687,0.02236,2.5679,3.30556,5.36036
"42","2021_Q1",13.497868852459,"Up",414900000,-328200000,86700000,-46700000,-56800000,10100000,4e+07,-10400000,-4600000,-7200000,29600000,1.1e+07,-8e+05,10200000,10200000,10200000,10200000,355300000,355300000,319500000,319500000,5.19e+08,24500000,1.9e+07,5500000,1218300000,524600000,2200000,291600000,1.51e+08,103300000,37300000,818400000,2036700000,259500000,15700000,243800000,7e+05,260200000,486700000,493300000,372600000,372600000,24600000,96100000,9.8e+08,1240200000,1396500000,-151800000,-448200000,796500000,796500000,2036700000,10200000,14800000,8100000,13300000,46400000,-24500000,-24500000,-20800000,-9e+05,-21700000,2e+05,2e+05,7900000,8100000,54800000,487400000,44400000,0.20897,0.09641,0.02458,0.01281,0.00501,4.35294,4.68217,1.55706,0.23931,0.08824,0.08824,3.5891,6.89014,0.38408,0.17993,0.01744,0.02498,2.03922,2.41058,3.3025
"43","2021_Q2",14.792380952381,"Up",4.65e+08,-369300000,95700000,-61200000,-5.8e+07,-3200000,34500000,-5400000,-4900000,-5e+05,29100000,25600000,-6e+06,19600000,19600000,19600000,19600000,373600000,373600000,338300000,338300000,4.73e+08,15300000,13600000,1700000,1200200000,507100000,3e+06,286300000,143300000,106700000,36300000,796400000,1996600000,254500000,16500000,2.38e+08,7e+05,255200000,465900000,474600000,355800000,355800000,24100000,94700000,940500000,1195700000,1396500000,-1.53e+08,-442600000,800900000,800900000,1996600000,19600000,12700000,1500000,22700000,56500000,-10800000,-10600000,-20800000,-2e+05,-2.1e+07,24900000,24900000,-7e+06,17900000,47200000,466600000,65100000,0.20581,0.07419,0.04215,0.02447,0.00982,3.32143,4.70298,1.49295,0.2337,0.1697,0.1697,4.02597,6.9342,0.56364,0.18009,0.02319,0.03737,1.06122,1.97034,2.69565
"44","2021_Q3",12.20265625,"Down",478600000,-369600000,1.09e+08,-65700000,-62900000,-2800000,43300000,-4600000,-5100000,5e+05,38700000,34900000,-9200000,25700000,25700000,25700000,25700000,363800000,363800000,347800000,347800000,429400000,18100000,16300000,1800000,1159100000,509500000,3500000,284800000,142400000,103500000,38900000,797800000,1956900000,201100000,6800000,194300000,7e+05,201800000,472500000,471400000,3.59e+08,3.59e+08,23800000,88600000,943900000,1145700000,1396600000,-148100000,-437300000,811200000,811200000,1956900000,25700000,12800000,6900000,-23800000,21600000,-10400000,-10600000,-20800000,-2e+05,-22800000,-11800000,-11800000,2100000,-9700000,56100000,473200000,31100000,0.22775,0.09047,0.0537,0.03168,0.01313,1.21012,5.74381,1.41235,0.24181,0.22251,0.22251,4.14372,7.02338,0.26926,0.18009,0.02648,0.01771,0.80934,1.95009,2.52656
"45","2021_Q4",13.05546875,"Up",499800000,-376800000,1.23e+08,-66900000,-64200000,-2700000,56100000,-3600000,-4800000,1200000,52500000,48100000,-12100000,3.6e+07,3.6e+07,3.6e+07,3.6e+07,373500000,373500000,3.84e+08,3.84e+08,423600000,3.8e+07,36300000,1700000,1219100000,5.03e+08,3400000,2.79e+08,136100000,105500000,37400000,785400000,2004500000,2.59e+08,12100000,246900000,7e+05,259700000,461100000,461700000,349300000,349300000,23300000,89100000,922800000,1182500000,1396600000,-132900000,-441700000,8.22e+08,8.22e+08,2004500000,3.6e+07,12600000,6e+06,-6700000,47900000,-14700000,-14700000,-20800000,-1e+05,-20900000,12300000,12300000,-2800000,9500000,68700000,461800000,59400000,0.2461,0.11224,0.07203,0.0438,0.01796,1.65,4.69426,1.43856,0.23038,0.31169,0.31169,4.32727,7.11688,0.51429,0.18009,0.03254,0.03403,0.57778,1.2853,1.57398
"46","2022_Q1",14.0741935483871,"Up",4.96e+08,-377500000,118500000,-55100000,-63800000,8700000,63400000,-8e+05,-4400000,4e+05,62600000,44800000,-13200000,31600000,31600000,31600000,31600000,4.06e+08,4.06e+08,379100000,379100000,432300000,40600000,38500000,2100000,1.258e+09,503400000,4200000,247200000,106800000,101900000,38500000,754800000,2012800000,287400000,12300000,275100000,1400000,288800000,449800000,4.04e+08,287400000,287400000,72800000,43800000,853800000,1142600000,1396600000,-122100000,-404100000,870200000,870200000,2012800000,31600000,13200000,2.1e+07,14700000,80500000,-22700000,-22700000,-20800000,-9e+05,-2.2e+07,35800000,35800000,-2900000,32900000,76600000,451200000,81800000,0.23891,0.12782,0.06371,0.03631,0.0157,2.58861,4.35596,1.31303,0.22417,0.27359,0.27359,4.29437,7.5342,0.70823,0.18009,0.03037,0.04741,0.65823,0.59008,0.71293
"47","2022_Q2",16.3929032258065,"Up",562900000,-413600000,149300000,-64500000,-61400000,-3100000,84800000,-5900000,-4400000,-1500000,78900000,75800000,-18300000,57500000,57500000,57500000,57500000,3.5e+08,3.5e+08,416400000,416400000,464200000,48900000,47100000,1800000,1279500000,503800000,4300000,247700000,101400000,105700000,40600000,755800000,2035300000,279700000,18700000,2.61e+08,1400000,281100000,443800000,396800000,282300000,282300000,26300000,88200000,840600000,1121700000,1396400000,-86500000,-395200000,913600000,913600000,2035300000,57500000,12900000,2400000,-91899999,-19099999,-14200000,-13700000,-21900000,-2e+05,-23200000,-55999999,-55999999,-4e+05,-56399999,97700000,445200000,9900001,0.26523,0.15065,0.10215,0.06294,0.02825,0.17217,4.55176,1.22778,0.21874,0.49784,0.49784,4.87359,7.90996,0.08571,0.18961,0.04523,0.00564,0.38087,0.97441,1.12264
"48","2022_Q3",14.205625,"Down",565300000,-444800000,120500000,-67200000,-63200000,-4e+06,53300000,8200000,-3700000,11900000,61500000,60700000,-14800000,45900000,45900000,45900000,45900000,371200000,371200000,404300000,404300000,4.35e+08,37400000,35800000,1600000,1247900000,471999999,6500000,237100000,93900000,1.06e+08,37200000,715599999,1963499999,280100000,12500000,267600000,1400000,281500000,415800000,362600000,263600000,263600000,25400000,73600000,778400000,1059900000,1395400000,-62600000,-429200000,903600000,903600000,1963500000,45900000,13100000,3100001,6299999,68400000,-16300000,-16700000,-2.2e+07,-1e+05,-22100000,29600000,29600000,-8300000,21300000,66400000,417200000,71199999,0.21316,0.09429,0.0812,0.0508,0.02338,1.5512,4.43304,1.17297,0.21248,0.3974,0.3974,4.89437,7.82338,0.61645,0.19048,0.04034,0.0423,0.4793,0.69277,0.86304
