"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",13.7571428571429,"Up",135786000,-83678000,52108000,-52836000,-32685000,-14096000,-6055000,-728000,-3323000,-3323000,-4051000,-4051000,1562000,-2489000,-2489000,-2489000,-2489000,62711000,62711000,136948000,136948000,75659000,17590000,17590000,292908000,37186000,573358000,278639000,288409000,6310000,610544000,903452000,134830000,29893000,8257000,96680000,27494000,27494000,177864000,23044000,13011000,10033000,264300000,442164000,529147000,-441849000,373990000,461288000,461288000,903452000,-2489000,9804000,2261000,-1790000,7786000,-2075000,-2075000,-7123000,183000,183000,290000,-9805000,-4094000,-4094000,-4094000,9076000,256796000,3649000,0.38375,-0.00536,-0.01833,-0.0054,-0.00274999999999999,-1.46605,1.64681,0.95854,0.28424,-0.10644,-0.10644,5.80654,19.72581,0.15604,0.3046,0.00625,0.00492,-2.86179,21.38442,-266.60027
"30","2017_Q3",17.1711111111111,"Up",139028000,-85824000,53204000,-50334000,-30988000,-13314000,-6032000,2870000,-2778000,-2778000,92000,10071000,-3486000,6585000,6585000,6585000,6585000,63144000,63144000,125545000,125545000,71168000,18638000,18638000,278495000,35759000,569254000,272607000,290633000,6014000,605013000,883508000,116795000,24807000,3193000,88795000,23714000,23714000,156854000,27665000,15491000,12174000,260195000,417049000,530126000,-441849000,378182000,466459000,466459000,883508000,6585000,9600000,-3689000,5326000,17822000,-2072000,-2072000,-7054000,165000,165000,-5303000.00000001,-15317000,433000,433000,433000,12470000,248875000,19210000,0.38269,0.02064,0.04736,0.01412,0.00745,2.91724,1.7755,0.89407,0.28169,0.28107,0.28087,5.93427,19.91032,0.81996,0.30109,0.01836,0.02585,1.07122,14.89423,64.71463
"31","2017_Q4",19.1420634920635,"Up",127792000,-75331000,52461000,-44352000,-25923000,-12961000,-5468000,8109000,-2849000,-2849000,5260000,7301000,-2884000,4417000,4417000,4417000,4417000,58817000,58817000,120448000,120448000,67337000,19599000,19599000,266201000,33981000,563576000,267139000,290633000,5804000,597557000,863758000,103507000,27226000,2437000,73844000,31326000,31326000,151909000,28500000,17286000,11214000,242194000,394103000,531294000,-441849000,380210000,469655000,469655000,863758000,4417000,9e+06,2431000,2465000,18313000,-2076000,-2076000,-2341000,166000,166000,-14183000,-20564000,-4327000,-4327000,-4327000,17109000,230770000,20382000,0.41052,0.06345,0.03456,0.0094,0.00511,4.61444,1.75237,0.83913,0.26717,0.18837,0.18793,5.44978,20.02879,0.86921,0.09983,0.00927,0.02796,0.53,10.05044,21.2052
"32","2018_Q1",21.7885245901639,"Up",147762000,-87350000,60412000,-45641000,-26484000,-13889000,-5268000,14771000,-2611000,-2611000,12160000,12160000,-4846000,7314000,7314000,7314000,7314000,41844000,41844000,124962000,124962000,60603000,13635000,13635000,241044000,32847000,558172000,261871000,290633000,5668000,591019000,832063000,100637000,29402000,2625000,68610000,25771000,25771000,144211000,29703000,19821000,9882000,207702000,351913000,536863000,-441849000,385136000,480150000,480150000,832063000,7314000,8773000,9705000,-2796000,22996000,-1927000,-1927000,-2354000,180000,180000.000000002,-9195000,-38042000,-16973000,-16973000,-16973000,23544000,195802000,23667000,0.40885,0.09996,0.0495,0.01523,0.00879,3.23585,1.67147,0.73292,0.23532,0.31163,0.30961,6.29578,20.45803,1.00839,0.1003,0.0137,0.03354,0.32185,6.53916,10.42299
"33","2018_Q2",28.27453125,"Up",121569000,-73853000,47716000,-47494000,-28475000,-13750000,-5269000,222000,-2627000,-2627000,-2405000,-2405000,745000,-1660000,-1660000,-1660000,-1660000,42507000,42507000,113943000,113943000,70191000,15302000,15302000,241943000,31401000,552888000,256602000,290633000,5653000,584289000,826232000,96035000,30512000,2420000,63103000,22668000,22668000,136902000,36825000,22574000,14251000,213311000,350213000,536804000,-441849000,381064000,476019000,476019000,826232000,-1660000,8615000,4855000,-5324000,6486000,-1108000,-1108000,-2459000,189000,189000,5405000,-4715000,663000,663000,663000,8837000,194685000,1660000,0.3925,0.00183,-0.01365,-0.00349,-0.00201,-1,1.76727,0.73571,0.23563,-0.06976,-0.06976,5.10859,20.00332,0.06976,0.10333,0.00113,0.00235,-1.48133,17.22055,685.48649
"34","2018_Q3",31.1690476190476,"Up",133731000,-82930000,50801000,-45918000,-27215000,-13435000,-5268000,4883000,-2471000,-2471000,2412000,2412000,13349000,15761000,15761000,15761000,15761000,40472000,40472000,117973000,117973000,71707000,14915000,14915000,245067000,30122000,547462000,251334000,290633000,5495000,577584000,822651000,90681000,27662000,2434000,60585000,24848000,24848000,134598000,22322000,8646000,13676000,197432000,332030000,538089000,-441849000,394381000,490621000,490621000,822651000,15761000,8585000,-10138000,-11517000,2691000,-1728000,-1728000,-2362000,208000,208000,2997000,-2998000,-2035000,-2035000,-2035000,13468000,194179000,-13126000,0.37987,0.03651,0.11786,0.03212,0.01916,-0.83282,1.82073,0.67675,0.23604,0.66178,0.658,5.61517,20.60048,-0.55114,0.09918,0.02563,-0.01856,0.14986,11.41276,31.47798
"35","2018_Q4",25.5439682539683,"Down",147854000,-85418000,62436000,-48457000,-30410000,-12778000,-5269000,13979000,-2698000,-2698000,11281000,11281000,-3071000,8210000,8210000,8210000,8210000,44173000,44173000,127267000,127267000,76554000,13912000,13912000,261906000,30240000,541926000,246065000,290633000,5228000,572166000,834072000,99269000,30125000,2886000,66258000,33485000,33485000,152505000,20934000,8661000,12273000,183783000,336288000,539488000,-441849000,400145000,497784000,497784000,834072000,8210000,8439000,2771000,2019000,21439000,-2463000,-2463000,-2352000,352000,352000,-8456000,-15275000,3701000,3701000,3701000,22418000,182600000,25045000,0.42228,0.09455,0.05553,0.01649,0.00984,3.05055,1.71736,0.67557,0.21893,0.34447,0.34134,6.20349,20.88546,1.05081,0.09868,0.01506,0.03571,0.28648,6.17481,9.90249999999991
"36","2019_Q1",22.6503278688525,"Down",167435000,-104447000,62988000,-46997000,-27822000,-13906000,-5269000,15991000,-2653000,-2653000,13338000,13338000,-5880000,7458000,7458000,7458000,7458000,43484000,43484000,147439000,147439000,75076000,13794000,13794000,279793000,28987000,536377000,240796000,290633000,4948000,565364000,845157000,111817000,43928000,2855000,65034000,34452000,34452000,165316000,25305000,13499000,11806000,174157000,339473000,542339000,-441849000,405194000,505684000,505684000,845157000,7458000,9091000,13178000,-9999000,19728000,-3343000,-3343000,-2365000,432000,432000,-1089000,-17074000,-688999.999999999,-688999.999999999,-688999.999999999,25082000,167899000,17620000,0.37619,0.09551,0.04454,0.01475,0.00882,2.36256,1.69247,0.67131,0.19866,0.31267,0.30618,7.01945,21.20002,0.73869,0.09915,0.01406,0.02521,0.31711,4.96033,7.78031
"37","2019_Q2",22.2038095238095,"Down",160844000,-103075000,57769000,-49346000,-31847000,-13210000,-4289000,8423000,-2735000,-2735000,5688000,1341000,2127000,3468000,3468000,3468000,3468000,42943000,42943000,159255000,159255000,89569000,13133000,13133000,304900000,28543000,533497000,236507000,290633000,6357000,562040000,866940000,106556000,35340000,2407000,68809000,34460000,34460000,142595000,24263000,13607000,10656000,218249000,360844000,541746000,-441849000,406199000,506096000,506096000,866940000,3468000,7140000,7856000,-32594000,-14130000,-1645000,-1645000,-2615000,415000,415000,-55391000,15234000,-541000,-541000,-541000,15563000,195565000,-20803000,0.35916,0.05237,0.02156,0.00685,0.004,-5.99856,2.13822,0.713,0.22558,0.14451,0.14228,6.70211,21.08821,-0.86683,0.10896,0.00838,-0.02866,0.75404,9.80672,18.11967
"38","2019_Q3",26.278125,"Up",164133000,-102888000,61245000,-50258000,-31987000,-13983000,-4288000,10987000,-2216000,-2216000,8771000,10197000,-2371000,7826000,7826000,7826000,7826000,45997000,45997000,138920000,138920000,87395000,13493000,13493000,285805000,28391000,529131000,232219000,290633000,6279000,557522000,843327000,93422000,30057000,3022000,60343000,35027000,35027000,130223000,25727000,13935000,11792000,200227000,330450000,543168000,-441849000,411558000,512877000,512877000,843327000,7826000,7137000,3882000,8323000,27168000,-2536000,-2536000,-2383000,235000,235000,48482000,-21578000,3054000,3054000,3054000,18124000,176274000,26282000,0.37314,0.06694,0.04768,0.01526,0.00928,3.35829,2.19474,0.64431,0.20902,0.32561,0.32453,6.82892,21.33876,1.09349,0.09915,0.01428,0.03676,0.3045,7.18809,11.85738
"39","2019_Q4",31.80921875,"Up",170448000,-106032000,64416000,-51416000,-33409000,-13471000,-4536000,1.3e+07,-2137000,-2137000,10863000,9159000,-1547000,7612000,7612000,7612000,7612000,45152000,45152000,142770000,142770000,83034000,18263000,18263000,289219000,29388000,584880000,267097000,310247000,7536000,614268000,903487000,119889000,37225000,2920000,79744000,40759000,40759000,162113000,42925000,12171000,30754000,216425000,378538000,550115000,-441849000,416683000,524949000,524949000,903487000,7612000,7454000,6104000,19635000,40805000,-2207000,-38090000,-2383000,233000,233000,-84000,-3560000,-845000,-845000,-845000,20454000,174965000,39429000,0.37792,0.07627,0.04466,0.0145,0.00843,5.17985,1.78406,0.72109,0.19366,0.3147,0.31326,7.0468,21.70287,1.63011,0.09852,0.01346,0.05308,0.31306,6.34658,9.98562
"40","2020_Q1",26.0777419354839,"Down",176372000,-112362000,64010000,-52346000,-31396000,-15743000,-5207000,11664000,-2192000,-2192000,9472000,8213000,-2078000,6135000,6135000,6135000,6135000,45576000,45576000,145032000,145032000,74839000,14867000,14867000,280314000,28026000,579371000,261890000,310489000,6992000,607397000,887711000,105908000,24330000,2994000,78584000,38682000,38682000,145347000,42282000,12806000,29476000,207282000,352629000,556598000,-441849000,420333000,535082000,535082000,887711000,6135000,8516000,11570000,-12033000,14188000,-2397000,-2397000,-2408000,268000,268000,-10000.0000000075,-11367000,424000,424000,424000,20180000,165757000,7828000,0.36293,0.06613,0.03478,0.01147,0.00691,1.27596,1.92858,0.65902,0.18672,0.25274,0.25124,7.26588,22.04342,0.32248,0.0992,0.0115,0.01053,0.3925,5.95545,10.30358
"41","2020_Q2",15.7720634920635,"Down",170267000,-106700000,63567000,-51918000,-31851000,-14861000,-5206000,11649000,-1727000,-1727000,9922000,7533000,-1145000,6388000,6388000,6388000,6388000,46873000,46873000,161044000,161044000,71810000,15995000,15995000,295722000,26873000,608427000,256684000,309871000,41872000,635300000,931022000,105062000,29380000,2875000,72807000,46237000,46237000,151866000,72512000,16066000,56446000,241512000,393378000,555256000,-441849000,424237000,537644000,537644000,931022000,6388000,7857000,2577000,-11377000,5445000,-1250000,-1250000,-2692000,552000,552000,-4560000,-2898000,1297000,1297000,1297000,19506000,169567000,8024000,0.37334,0.06842,0.03752,0.01188,0.00686,1.25611,1.94726,0.73167,0.18213,0.26015,0.25824,6.93411,21.8955,0.32678,0.10963,0.01165,0.01029,0.42142,6.29006,10.53258
"42","2020_Q3",15.01765625,"Down",161654000,-101052000,60602000,-48343000,-29374000,-13740000,-5229000,12259000,-1622000,-1622000,10637000,4612000,-1117000,3495000,3495000,3495000,3495000,46471000,46471000,147983000,147983000,74064000,21052000,21052000,289570000,27390000,632982000,264255000,328476000,40251000,660372000,949942000,114518000,27250000,2757000,84511000,48188000,48188000,163170000,77569000,21632000,55937000,235569000,398739000,567809000,-441849000,425243000,551203000,551203000,949942000,3495000,7950000,1077000,13300000,25822000,-1258000,-12423000,-2428000,426000,426000,-685999.999999998,-13801000,-402000,-402000,-402000,20209000,158464000,33368000,0.37489,0.07583,0.02162,0.00634,0.00368,9.54735,1.77465,0.7234,0.16681,0.14173,0.1394,6.55558,22.35302,1.35318,0.09846,0.00752,0.04239,0.69471,5.54174,9.13557
"43","2020_Q4",16.5396875,"Up",135121000,-82120000,53001000,-50154000,-32313000,-12324000,-5517000,2847000,-1612000,-1612000,1235000,-4748000,759000,-3989000,-3989000,-3989000,-3989000,50634000,50634000,137887000,137887000,79423000,22691000,22691000,290635000,27149000,633948000,260162000,335477000,38309000,661097000,951732000,119222000,32942000,2719000,83561000,54550000,54550000,173772000,72735000,18992000,53743000,232135000,405907000,568942000,-441849000,418732000,545825000,545825000,951732000,-3989000,8167000,-408000,3970000,7740000,-1912000,-2693000,-2433000,180000,180000,-28000,-884000,4163000,4163000,4163000,11014000,159400000,12313000,0.39225,0.02107,-0.02952,-0.00731,-0.00419,-3.08674,1.67251,0.74366,0.16748,-0.15971,-0.16041,5.41003,21.85398,0.49299,0.09741,-0.002,0.01583,-0.60993,9.87525,38.20372
"44","2021_Q1",24.1416393442623,"Up",149673000,-100010000,49663000,-40490000,-23592000,-11255000,-5643000,9173000,-903000,-903000,8270000,1913000,-787000,1126000.00000001,1126000.00000001,1126000.00000001,1126000,47878000,47878000,126816000,126816000,82302000,20101000,20101000,277097000,27037000,625513000,258019000,330519000,36975000,652550000,929647000,111215000,23423000,2631000,85161000,48497000,48497000,159712000,71136000,19600000,51536000,220636000,380348000,573883000,-441849000,417265000,549299000,549299000,929647000,1126000.00000001,8182000,4709000,-260000,13757000,-2805000,-3818000,-2467000,165000,165000,-2000,-12695000,-2756000,-2756000,-2756000,17355000,149500000,15077000,0.33181,0.06129,0.00752000000000002,0.00205,0.00121,13.38988,1.73498,0.69242,0.16081,0.04504,0.0451799999999999,5.98644,21.9702,0.60303,0.09867,0.00467,0.01958,2.19094,5.85549,11.07838
"45","2021_Q2",23.2731746031746,"Down",135218000,-85010000,50208000,-44741000,-27540000,-11635000,-5566000,5467000,-2363000,-2363000,3104000,-88079000,2239000,-85840000,-85840000,-85840000,-85840000,32468000,32468000,132070000,132070000,81400000,28609000,28609000,274547000,26043000,617921000,252453000,331487000,33981000,643964000,918511000,117268000,25887000,1470000,89911000,52284000,52284000,169552000,71807000,20290000,51517000,288807000,458359000,573426000,-441849000,328575000,460152000,460152000,918511000,-85840000,8118000,1554000,1939000,-74229000,-890000,-890000,-5236000,182000,182000,-2737000,59709000,-15410000,-15410000,-15410000,13585000,2.17e+08,12395000,0.37131,0.04043,-0.63483,-0.18655,-0.09346,-0.1444,1.61925,0.9961,0.23625,-3.39221,-3.39221,5.34353,18.18423,0.48982,0.20692,-0.10762,0.01655,-0.061,13.58351,33.7538
"46","2021_Q3",24.04578125,"Up",161292000,-105612000,55680000,-46921000,-29462000,-12664000,-4795000,8759000,-1352000,-1352000,7407000,4050000,155000,4204999.99999999,4204999.99999999,4204999.99999999,4205000.00000001,30934000,30934000,149928000,149928000,81630000,19417000,19417000,281909000,26136000,638550000,247758000,333793000,56999000,664686000,946595000,120939000,38994000,2760000,79185000,58761000,58761000,179700000,95611000,18728000,76883000,303611000,483311000,574897000,-441849000,330236000,463284000,463284000,946595000,4204999.99999999,7252000,-791000,191000,10857000,-2796000,-3546000,-1000,187000,187000,-3000,-8845000.00000001,-1534000,-1534000,-1534000,16011000,2.08e+08,13251000,0.34521,0.05431,0.02607,0.00908,0.00444,3.15125,1.56878,1.04323,0.21973,0.16596,0.16596,6.36587,18.28488,0.52299,4.00000000000122e-05,0.00548,0.01728,0.000240000000000185,11.05902,20.21532
"47","2021_Q4",23.5959375,"Down",139376000,-86360000,53016000,-45399000,-26997000,-13092000,-5310000,7617000,-1242000,-1242000,6375000,1108000,-316000,792000,792000,792000,792000,39198000,39198000,144132000,144132000,83106000,25801000,25801000,292237000,29366000,676989000,274048000,347780000,55161000,706355000,998592000,133706000,33277000,2827000,97602000,64947000,64947000,198653000,93317000,27083000,66234000,308317000,506970000,605139000,-441849000,328332000,491622000,491622000,998592000,792000,7584000,614000,-2200000,6790000,-4551000,-3170000,-2497000,205000,205000,-59000,4644000,8264000,8264000,8264000,15201000,2.15e+08,8766000,0.38038,0.05465,0.00568,0.00161,0.00079,11.06818,1.47109,1.03122,0.2153,0.03128,0.03128,5.50436,19.41558,0.34619,0.09861,0.00411,0.01096,3.15278,11.56516,23.08022
"48","2022_Q1",18.996935483871,"Down",145809000,-90755000,55054000,-44903000,-27797000,-11757000,-5349000,10151000,-1725000,-1725000,8426000,7941000,-578000,7363000,7363000,7363000,7363000,30861000,30861000,158110000,158110000,80358000,18167000,18167000,287496000,35286000,670329000,268699000,347698000,53932000,705615000,993111000,128590000,36193000,2796000,89601000,74971000,74971000,203561000,87831000,23947000,63884000,288831000,492392000,609567000,-441849000,333001000,500719000,500719000,993111000,7363000,7445000,4007000,-2871000,15944000,-7800000,-7877000,-2600000,235000,235000,-33999.9999999998,-16404000,-8337000,-8337000,-8337000,17596000,2.01e+08,7503000,0.37758,0.06962,0.0505,0.0147,0.00741,1.01901,1.41233,0.98337,0.20239,0.29079,0.29079,5.75842,19.77485,0.29632,0.10268,0.01262,0.0095,0.35312,9.66919,16.76081
"49","2022_Q2",12.1417741935484,"Down",116759000,-75024000,41735000,-48250000,-28242000,-12497000,-5349000,-6515000,-1826000,-1826000,-8341000,-8037000,2053000,-5984000,-5984000,-5984000,-5984000,30917000,30917000,136822000,136822000,87696000,18532000,18532000,273967000,38569000,670453000,263350000,347692000,59411000,709022000,982989000,125187000,34441000,2757000,87989000,71821000,71821000,197008000,91952000,24368000,67584000,199952000,396960000,608590000,-441849000,319053000,586029000,586029000,982989000,-5984000,7590000,981000,2192000,4779000,-3638000,-3638000,-2916000,229000,229000,-5393000,-1085000,56000,56000,56000,1075000,1.08e+08,-2424000,0.35745,-0.0558,-0.05125,-0.01021,-0.00609,0.40508,1.39064,0.67737,0.10987,-0.22644,-0.22644,4.41834,18.38318,-0.09173,0.11035,-0.0039,-0.00308,-0.4873,71.70512,-11.83162
"50","2022_Q3",10.81875,"Down",120381000,-74523000,45858000,-45646000,-29827000,-12632000,-5349000,212000,-958000,-958000,-746000,-25150000,3276000,-21874000,-21874000,-21874000,-28753000,30918000,30918000,138767000,138767000,90274000,21443000,21443000,281402000,42445000,671007000,258001000,347692000,65314000,713452000,994854000,132227000,32550000,2778000,96899000,87263000,87263000,219490000,91133000,22452000,68681000,205633000,425123000,616935000,-441849000,292778000,569731000,569731000,994854000,-21874000,7683000,7005000,11958000,4772000,-5173000,-5173000,-2839000,225000,225000,-3478000,402000,1000,1000,1000,7895000,114500000,11404000,0.38094,0.00175999999999997,-0.23885,-0.05047,-0.0289,-0.39662,1.28207,0.74618,0.11509,-1.08806,-1.08806,4.5554,17.70468,0.43154,0.10743,-0.03342,0.01471,-0.09874,10.5867,394.25472
