"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","short_long_term_investments","accounts_notes_receivable","net_loans","net_fixed_assets","other_assets","total_assets","total_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",69.19890625,"Down",8.284e+09,1.423e+09,1.837e+09,-4.14e+08,6.861e+09,1.394e+09,5.467e+09,-4.67e+08,7.817e+09,-5.587e+09,-5.587e+09,2.23e+09,2.23e+09,2.23e+09,-7.57e+08,1.473e+09,1.473e+09,1.473e+09,1.473e+09,2.442e+09,1.849e+10,4.723e+09,4.4459e+10,6.8835e+10,4.016e+09,1.1382e+10,1.57152e+11,4.7166e+10,4.486e+09,5.274e+10,3.0875e+10,1.35267e+11,1.384e+10,1.0199e+10,-2.154e+09,2.1885e+10,2.1885e+10,1.57152e+11,1.473e+09,1.473e+09,2.63e+08,4.67e+08,-3999999.99999976,-9e+07,2.109e+09,-2.81e+08,-2.13e+08,-3.698e+09,-1.5e+07,-5.751e+09,-2.65e+08,241999999.999999,-1.091e+09,2.233e+09,1.119e+09,-2.523e+09,-2.523e+09,2.2e+07,-2.501e+09,2.493e+09,5.7226e+10,2.879e+09,0.26919,0.17781,0.06731,0.00937,1.95451,6.18081,0.36414,1.45986,1.4541,8.21011,21.68979,2.85332,0.26264,0.01106,0.01832,0.1799,21.97513,24.56682
"23","2015_Q4",65.67703125,"Down",8.193e+09,1.505e+09,1.904e+09,-3.99e+08,6.688e+09,1.406e+09,5.282e+09,-5.29e+08,7.664e+09,-5.726e+09,-5.726e+09,1.938e+09,1.938e+09,1.938e+09,-6.72e+08,1.266e+09,1.266e+09,1.266e+09,1.266e+09,2.613e+09,1.6716e+10,4.556e+09,4.389e+10,6.8785e+10,4.032e+09,1.1107e+10,1.54216e+11,4.9301e+10,3.16e+09,4.8653e+10,3.1767e+10,1.32881e+11,1.3684e+10,1.0025e+10,-2.374e+09,2.1335e+10,2.1335e+10,1.54216e+11,1.266e+09,1.266e+09,2.66e+08,5.29e+08,4.9e+07,1.479e+09,3.589e+09,-3.42e+08,4.9e+08,-7.23e+08,-4.8e+07,2.23e+08,-3.35e+08,-5.288e+09,-1.333e+09,2.154e+09,-4.802e+09,-9.9e+08,-9.9e+08,-1.43e+08,-1.133e+09,2.204e+09,5.1813e+10,4.013e+09,0.23654,0.15452,0.05934,0.00821,3.16983,6.22831,0.33598,1.27364,1.26981,8.24245,21.46378,4.03722,0.33702,0.01038,0.02602,0.26461,22.32305,25.387
"24","2016_Q1",52.745737704918,"Down",8.391e+09,1.547e+09,1.947e+09,-4e+08,6.844e+09,1.391e+09,5.453e+09,-5.72e+08,7.819e+09,-6.365e+09,-6.365e+09,1.454e+09,1.454e+09,1.454e+09,-5.55e+08,8.99e+08,8.99e+08,8.99e+08,8.99e+08,2.935e+09,1.9569e+10,1.9009e+10,4.3671e+10,5.8799e+10,4.108e+09,1.0069e+10,1.61184e+11,5.4997e+10,4.812e+09,4.8061e+10,3.2641e+10,1.40511e+11,1.3542e+10,9.665e+09,-2.534e+09,2.0673e+10,2.0673e+10,1.61184e+11,8.99e+08,8.99e+08,2.63e+08,5.72e+08,4.06e+08,7.42e+08,2.882e+09,-4.62e+08,1.21e+08,-5.675e+09,-3.3e+07,-5.486e+09,-3.04e+08,1.28e+09,-1.221e+09,5.707e+09,5.462e+09,2.858e+09,2.858e+09,-3.4e+07,2.824e+09,1.717e+09,5.2873e+10,2.552e+09,0.17328,0.10714,0.04349,0.00558,2.83871,6.79684,0.32803,0.923,0.91828,8.61499,21.22485,2.62012,0.31211,0.00746,0.01583,0.33815,29.08445,34.34525
"25","2016_Q2",57.72234375,"Up",8.088e+09,1.58e+09,2.005e+09,-4.25e+08,6.508e+09,1.379e+09,5.129e+09,-4.34e+08,7.654e+09,-5.47e+09,-5.47e+09,2.184e+09,2.184e+09,2.184e+09,-7.58e+08,1.426e+09,1.426e+09,1.426e+09,1.426e+09,2.761e+09,2.1899e+10,1.5913e+10,4.4027e+10,5.758e+10,4.137e+09,9.866e+09,1.58816e+11,5.5764e+10,2.596e+09,4.7311e+10,3.2418e+10,1.38089e+11,1.328e+10,9.949e+09,-2.502e+09,2.0727e+10,2.0727e+10,1.58816e+11,1.426e+09,1.426e+09,2.61e+08,4.34e+08,2.88e+08,1.2e+08,2.529e+09,-3.02e+08,-7.4e+07,4.039e+09,-1.55e+08,3.64e+09,-3.02e+08,-3.218e+09,-1.177e+09,7.73e+08,-3.924e+09,2.245e+09,2.245e+09,3.8e+07,2.283e+09,2.445e+09,4.9907e+10,3.021e+09,0.27003,0.17631,0.0688,0.00898,2.11851,6.66228,0.31424,1.48387,1.48079,8.41623,21.56816,3.1436,0.31426,0.01088,0.01902,0.21178,19.28262,21.587
"26","2016_Q3",58.82828125,"Up",8.235e+09,1.449e+09,1.885e+09,-4.36e+08,6.786e+09,1.417e+09,5.369e+09,-4.63e+08,7.772e+09,-4.756e+09,-4.756e+09,3.016e+09,3.016e+09,3.016e+09,-1.001e+09,2.015e+09,2.015e+09,2.015e+09,2.015e+09,2.811e+09,3.0379e+10,4.469e+09,4.48e+10,5.9928e+10,4.21e+09,1.0348e+10,1.59642e+11,5.4404e+10,2.343e+09,5.0649e+10,3.1534e+10,1.3893e+11,1.3053e+10,1.028e+10,-2.621e+09,2.0712e+10,2.0712e+10,1.59642e+11,2.015e+09,2.015e+09,2.75e+08,4.63e+08,-1.007e+09,-1.075e+09,6.71e+08,-3.47e+08,-1.05e+08,8.963e+09,-7000000.00000003,8.498e+09,-2.99e+08,2.918e+09,-1.662e+09,-1.367e+09,-409999999.999999,8.759e+09,8.759e+09,-3.7e+07,8.722e+09,3.291e+09,5.2992e+10,2.87e+09,0.36624,0.24469,0.09729,0.01262,1.42432,6.70771,0.33194,2.14819,2.14134,8.77932,22.08102,3.0597,0.31876,0.01449,0.01798,0.14839,15.24795,16.63826
"27","2016_Q4",63.6995238095238,"Up",7.774e+09,1.334e+09,1.764e+09,-4.3e+08,6.44e+09,1.441e+09,4.999e+09,-5.04e+08,7.27e+09,-5.535e+09,-5.535e+09,1.735e+09,1.735e+09,1.735e+09,-5.93e+08,1.142e+09,1.142e+09,1.142e+09,1.142e+09,2.524e+09,2.2988e+10,4.736e+09,4.4821e+10,6.0661e+10,4.301e+09,1.0836e+10,1.53377e+11,5.35e+10,2.861e+09,4.4894e+10,3.1105e+10,1.3236e+11,1.2974e+10,1.0661e+10,-2.618e+09,2.1017e+10,2.1017e+10,1.53377e+11,1.142e+09,1.142e+09,2.74e+08,5.04e+08,-1.67e+08,-2e+06,1.751e+09,-3.26e+08,8.4e+07,-1.184e+09,-2.9e+07,-2.008e+09,-2.91e+08,-5.163e+09,-6.25e+08,-9.05e+08,-6.984e+09,-7.241e+09,-7.241e+09,-6e+06,-7.247e+09,2.009e+09,4.7755e+10,2.274e+09,0.22318,0.1469,0.05434,0.00745,1.99124,6.29776,0.31136,1.2413,1.23727,8.45,22.84457,2.47174,0.3163,0.00934,0.01483,0.25482,22.51419,26.06974
"28","2017_Q1",72.2409677419355,"Up",8.022e+09,1.408e+09,1.821e+09,-4.13e+08,6.614e+09,1.402e+09,5.212e+09,-6.25e+08,7.397e+09,-6.236e+09,-6.236e+09,1.161e+09,1.161e+09,1.161e+09,-3.36e+08,8.25e+08,8.25e+08,8.25e+08,8.25e+08,3.278e+09,2.0779e+10,4.308e+09,4.6841e+10,6.5461e+10,4.433e+09,1.0561e+10,1.58893e+11,5.3042e+10,5.581e+09,4.699e+10,3.2779e+10,1.38392e+11,1.2914e+10,1.0371e+10,-2.784e+09,2.0501e+10,2.0501e+10,1.58893e+11,8.25e+08,8.25e+08,2.85e+08,6.25e+08,8e+06,1.597e+09,3.34e+09,-4e+08,4.6e+08,-8.598e+09,-2.96e+08,-8.262e+09,-3.15e+08,5.327e+09,-8.57e+08,-4.36e+08,3.719e+09,-1.203e+09,-1.203e+09,-1.09e+08,-1.312e+09,1.446e+09,5.2571e+10,2.979e+09,0.14473,0.10284,0.04024,0.00519,3.61091,6.7505,0.33086,0.90361,0.90361,8.78642,22.45455,3.26287,0.34502,0.00717,0.01875,0.38182,34.08921,42.45736
"29","2017_Q2",73.4107936507937,"Up",7.889e+09,1.5e+09,1.943e+09,-4.43e+08,6.389e+09,1.461e+09,4.928e+09,-5.73e+08,7.316e+09,-5.499e+09,-5.499e+09,1.817e+09,1.817e+09,1.817e+09,-5.8e+08,1.237e+09,1.237e+09,1.237e+09,1.237e+09,2.459e+09,2.5497e+10,4.971e+09,4.7154e+10,6.3955e+10,4.433e+09,1.0104e+10,1.61385e+11,5.379e+10,3.6e+09,5.1647e+10,3.1413e+10,1.4045e+11,1.2772e+10,1.0633e+10,-2.47e+09,2.0935e+10,2.0935e+10,1.61385e+11,1.237e+09,1.237e+09,2.96e+08,5.73e+08,9.7e+07,-1.043e+09,1.16e+09,-2.77e+08,-4.34e+08,1.45e+09,-2.8e+07,7e+08,-3.13e+08,2.678e+09,-8.95e+08,7.35e+08,2.205e+09,4.065e+09,4.065e+09,9.3e+07,4.158e+09,2.113e+09,5.5247e+10,1.373e+09,0.23032,0.1568,0.05909,0.00766,1.10994,6.70886,0.34233,1.37597,1.36988,8.77531,23.28699,1.52725,0.34816,0.0096,0.00851,0.25303,24.98249,29.05228
"30","2017_Q3",80.0446031746032,"Up",9.992e+09,1.535e+09,2.056e+09,-5.21e+08,8.457e+09,1.515e+09,6.942e+09,-5.83e+08,9.409e+09,-7.43e+09,-7.43e+09,1.979e+09,1.979e+09,1.979e+09,-6.21e+08,1.358e+09,1.358e+09,1.358e+09,1.358e+09,2.709e+09,2.6363e+10,4.73e+09,4.893e+10,6.6506e+10,4.445e+09,1.0482e+10,1.66997e+11,5.7726e+10,3.426e+09,5.1945e+10,3.2725e+10,1.45822e+11,1.2633e+10,1.097e+10,-2.428e+09,2.1175e+10,2.1175e+10,1.66997e+11,1.358e+09,1.358e+09,3.19e+08,5.83e+08,6.9e+07,7.94e+08,3.123e+09,-2.61e+08,1.69e+08,-4.619e+09,-1.46e+08,-4.846e+09,-3.07e+08,-27000000.0000005,-8.28e+08,3.931e+09,2.769e+09,1.046e+09,1.046e+09,62999999.9999999,1.109e+09,2.298e+09,5.5371e+10,3.452e+09,0.19806,0.13591,0.06413,0.00813,2.54197,6.88652,0.33157,1.52413,1.52072,11.21437,23.76543,3.8743,0.34456,0.00997,0.02067,0.22607,22.91645,26.61041
"31","2017_Q4",89.0306349206349,"Up",9.29e+09,1.677e+09,2.245e+09,-5.68e+08,7.613e+09,1.541e+09,6.072e+09,-7.7e+08,8.52e+09,-6.689e+09,-6.689e+09,1.831e+09,1.831e+09,1.831e+09,-4.72e+08,1.359e+09,1.359e+09,1.359e+09,1.359e+09,2.82e+09,2.2059e+10,4.539e+09,5.1002e+10,6.8644e+10,4.367e+09,1.2445e+10,1.68577e+11,6.129e+10,2.352e+09,4.8762e+10,3.5088e+10,1.47492e+11,1.2493e+10,1.0908e+10,-2.316e+09,2.1085e+10,2.1085e+10,1.68577e+11,1.359e+09,1.359e+09,3.38e+08,7.7e+08,-1e+06,1.832e+09,4.298e+09,-2.74e+08,1.25e+08,-4.366e+09,-3.6e+07,-4.551e+09,-3.05e+08,-4.357e+09,-1.282e+09,3.553e+09,-2.391e+09,-2.644e+09,-2.644e+09,1.38e+08,-2.506e+09,2.169e+09,5.1114e+10,4.199e+09,0.19709,0.14629,0.06445,0.00806,3.08977,6.99512,0.30321,1.54784,1.54432,10.58087,24.01481,4.78246,0.34738,0.00987,0.02491,0.22443,22.26556,26.37575
"32","2018_Q1",90.8690163934426,"Up",9.707e+09,1.739e+09,2.319e+09,-5.8e+08,7.968e+09,1.563e+09,6.405e+09,-8.34e+08,8.873e+09,-7.075e+09,-7.075e+09,1.798e+09,1.798e+09,1.798e+09,-3.004e+09,-1.206e+09,-1.206e+09,-1.206e+09,-1.206e+09,5.148e+09,2.7709e+10,3.229e+09,5.3526e+10,7.43e+10,4.329e+09,9.746e+09,1.81196e+11,6.4452e+10,3.278e+09,5.5804e+10,3.9401e+10,1.62935e+11,1.2382e+10,8.307e+09,-2.428e+09,1.8261e+10,1.8261e+10,1.81196e+11,-1.206e+09,-1.206e+09,3.68e+08,8.34e+08,8.99e+08,4.064e+09,4.959e+09,-2.5e+08,2.4e+07,-9.318e+09,-1e+06,-9.545e+09,-3.26e+08,8.088e+09,-1.266e+09,3.166e+09,9.662e+09,5.076e+09,5.076e+09,-6.8e+07,5.008e+09,2.166e+09,5.9082e+10,8.984e+09,0.18523,-0.12424,-0.06604,-0.00666,-7.44942,8.92257,0.32607,-1.39583,-1.3894,11.23495,21.13542,10.39815,0.37731,-0.00486,0.04958,-0.27032,24.90028,29.99666
"33","2018_Q2",92.52203125,"Up",9.718e+09,1.841e+09,2.462e+09,-6.21e+08,7.877e+09,1.611e+09,6.266e+09,-7.75e+08,8.943e+09,-6.861e+09,-6.861e+09,2.082e+09,2.082e+09,2.082e+09,-4.48e+08,1.634e+09,1.634e+09,1.634e+09,1.634e+09,3.627e+09,2.7315e+10,3.538e+09,5.3676e+10,7.3906e+10,4.271e+09,1.0429e+10,1.79956e+11,6.6665e+10,1.852e+09,5.2461e+10,3.9365e+10,1.60343e+11,1.2397e+10,9.597e+09,-2.381e+09,1.9613e+10,1.9613e+10,1.79956e+11,1.634e+09,1.634e+09,3.48e+08,7.75e+08,-1.7e+08,-5.24e+08,2.063e+09,-2.37e+08,-3.29e+08,3.48e+08,-4.75e+08,-6.93e+08,-3.24e+08,-4.708e+09,-1.23e+08,2.206e+09,-2.949e+09,-1.579e+09,-1.579e+09,-1.78e+08,-1.757e+09,2.43e+09,5.4313e+10,2.117e+09,0.21424,0.16814,0.08331,0.00908,1.29559,8.17534,0.30181,1.90221,1.89779,11.31315,22.83236,2.46449,0.37718,0.01088,0.01176,0.19829,20.85844,24.34486
"34","2018_Q3",98.2792063492063,"Up",1.0002e+10,1.829e+09,2.54e+09,-7.11e+08,8.173e+09,1.63e+09,6.543e+09,-8.06e+08,9.196e+09,-7.105e+09,-7.105e+09,2.091e+09,2.091e+09,2.091e+09,-4.68e+08,1.623e+09,1.623e+09,1.623e+09,1.623e+09,3.423e+09,2.6207e+10,4.866e+09,5.4424e+10,7.6687e+10,4.251e+09,1.1762e+10,1.84861e+11,6.7391e+10,1.972e+09,5.5883e+10,3.8723e+10,1.63969e+11,1.2479e+10,1.0896e+10,-2.483e+09,2.0892e+10,2.0892e+10,1.84861e+11,1.623e+09,1.623e+09,3.37e+08,8.06e+08,1.58e+08,1.09e+08,3.033e+09,-2.99e+08,-1.497e+09,-5.886e+09,-6000000.00000006,-7.688e+09,-3.21e+08,3.72e+09,3.4e+07,7.51e+08,4.184e+09,-4.71e+08,-4.71e+08,2.27e+08,-2.44e+08,2.428e+09,5.7855e+10,2.706e+09,0.20906,0.16227,0.07769,0.00878,1.66728,7.84841,0.31296,1.88721,1.88283,11.63023,24.29302,3.14651,0.37326,0.01052,0.01464,0.19778,22.41845,26.03156
"35","2018_Q4",99.222380952381,"Up",1.0144e+10,1.961e+09,2.738e+09,-7.77e+08,8.183e+09,1.668e+09,6.515e+09,-8.17e+08,9.327e+09,-7.209e+09,-7.209e+09,2.118e+09,2.118e+09,2.118e+09,-4.64e+08,1.654e+09,1.654e+09,1.654e+09,1.654e+09,4.323e+09,2.5856e+10,6.123e+09,5.4972e+10,7.9097e+10,4.295e+09,1.1266e+10,1.89092e+11,6.9301e+10,2.292e+09,5.53e+10,4.0739e+10,1.67632e+11,1.2443e+10,1.1521e+10,-2.504e+09,2.146e+10,2.146e+10,1.89092e+11,1.654e+09,1.654e+09,3.22e+08,8.17e+08,-1.05e+08,2.398e+09,5.086e+09,-3.35e+08,-1.501e+09,-3.923e+09,-3.1e+07,-5.79e+09,-3.25e+08,-2.08e+08,-7.6e+08,1.919e+09,6.26e+08,-7.8e+07,-7.8e+07,7.8e+07,0,2.44e+09,5.7592e+10,4.967e+09,0.20879,0.16305,0.07707,0.00875,3.00302,7.81137,0.30457,1.92774,1.92326,11.82284,25.01166,5.78904,0.37879,0.01047,0.02627,0.19649,21.83156,25.15061
"36","2019_Q1",100.080819672131,"Up",1.0474e+10,2.032e+09,2.866e+09,-8.34e+08,8.442e+09,1.685e+09,6.757e+09,-9.54e+08,9.52e+09,-7.689e+09,-7.689e+09,1.831e+09,1.831e+09,1.831e+09,1.79e+08,2.01e+09,2.01e+09,2.01e+09,2.01e+09,3.253e+09,2.4026e+10,4.813e+09,5.532e+10,8.3396e+10,4.416e+09,1.0471e+10,1.88602e+11,6.996e+10,3.1e+09,5.8423e+10,3.4829e+10,1.66312e+11,1.2388e+10,1.2499e+10,-2.597e+09,2.229e+10,2.229e+10,1.88602e+11,2.01e+09,2.01e+09,2.86e+08,9.54e+08,8.55e+08,-5.357e+09,-1.252e+09,-4.39e+08,1.396e+09,-6.393e+09,-8e+06,-5.444e+09,-3.54e+08,3.677e+09,-7.49e+08,6.66e+08,3.24e+09,-3.456e+09,-3.456e+09,2e+06,-3.454e+09,2.117e+09,6.1523e+10,-3.858e+09,0.17481,0.1919,0.09017,0.01066,-1.9194,7.46128,0.32621,2.37308,2.35639,12.366,26.31641,-4.5549,0.41795,0.01253,-0.02046,0.17612,27.5248,31.82414
"37","2019_Q2",112.247777777778,"Up",1.0364e+10,2.059e+09,2.954e+09,-8.95e+08,8.305e+09,1.747e+09,6.558e+09,-8.09e+08,9.555e+09,-7.597e+09,-7.597e+09,1.958e+09,1.958e+09,1.958e+09,-4.08e+08,1.55e+09,1.55e+09,1.55e+09,1.55e+09,4.026e+09,2.911e+10,6.498e+09,5.6227e+10,8.2839e+10,4.479e+09,1.0886e+10,1.97193e+11,7.2857e+10,2.028e+09,5.8418e+10,4.1672e+10,1.74975e+11,1.2131e+10,1.2686e+10,-2.599e+09,2.2218e+10,2.2218e+10,1.97193e+11,1.55e+09,1.55e+09,2.97e+08,8.09e+08,2.22e+08,5.669e+09,8.547e+09,-3.48e+08,-1.833e+09,-6.56e+08,-2e+07,-2.709e+09,-3.55e+08,-1.287e+09,-1.333e+09,2.892e+09,-8.3e+07,5.755e+09,5.755e+09,6.8e+07,5.823e+09,2.255e+09,6.0446e+10,7.984e+09,0.18892,0.14956,0.06976,0.00786,5.15097,7.87537,0.30653,1.84304,1.83867,12.32342,26.41855,9.49346,0.42212,0.00966,0.04049,0.22903,25.01996,28.81512
"38","2019_Q3",117.56171875,"Up",1.0838e+10,2.074e+09,2.965e+09,-8.91e+08,8.764e+09,1.825e+09,6.939e+09,-8.61e+08,9.977e+09,-7.758e+09,-7.758e+09,2.219e+09,2.219e+09,2.219e+09,-4.58e+08,1.761e+09,1.761e+09,1.761e+09,1.761e+09,4.7e+09,2.21e+10,8.611e+09,5.8092e+10,8.5121e+10,4.658e+09,1.1148e+10,1.97603e+11,7.259e+10,2.827e+09,5.7736e+10,4.1358e+10,1.74511e+11,1.2147e+10,1.3551e+10,-2.606e+09,2.3092e+10,2.3092e+10,1.97603e+11,1.761e+09,1.761e+09,2.86e+08,8.61e+08,4.19e+08,-3.97e+08,2.93e+09,-4.92e+08,-2.051e+09,-5.176e+09,-7.1e+07,-7.79e+09,-3.47e+08,-2.34e+08,-6.13e+08,-266999999.999999,-1.461e+09,-6.321e+09,-6.321e+09,2.2e+07,-6.299e+09,2.505e+09,6.0563e+10,2.074e+09,0.20474,0.16248,0.07626,0.00891,1.17774,7.55721,0.30649,2.11405,2.10898,13.0108,27.72149,2.4898,0.41657,0.01067,0.0105,0.19705,22.3006,25.17485
"39","2019_Q4",115.01265625,"Down",1.0989e+10,2.203e+09,3.08e+09,-8.77e+08,8.786e+09,1.858e+09,6.928e+09,-8.79e+08,1.011e+10,-7.844e+09,-7.844e+09,2.266e+09,2.266e+09,2.266e+09,-5.11e+08,1.755e+09,1.755e+09,1.755e+09,1.755e+09,3.169e+09,2.1081e+10,8.461e+09,5.601e+10,8.5763e+10,4.715e+09,1.2139e+10,1.94184e+11,7.3298e+10,2.818e+09,5.8474e+10,3.6569e+10,1.71159e+11,1.2034e+10,1.3652e+10,-2.661e+09,2.3025e+10,2.3025e+10,1.94184e+11,1.755e+09,1.755e+09,3e+08,8.79e+08,1.95e+08,-4.17e+09,-1.041e+09,-3.74e+08,3.9e+07,-2.39e+08,-1.79e+08,-7.53e+08,-3.46e+08,6.67e+08,-1.44e+09,7.21e+08,-3.98e+08,-2.192e+09,-2.192e+09,2.14e+08,-1.978e+09,2.566e+09,6.1292e+10,-1.467e+09,0.20621,0.15971,0.07622,0.00904,-0.8359,7.43362,0.31564,2.12727,2.12213,13.32,27.90909,-1.77818,0.41939,0.01082,-0.00755,0.19715,22.65121,25.65004
"40","2020_Q1",112.363709677419,"Down",1.1365e+10,2.284e+09,3.085e+09,-8.01e+08,9.081e+09,1.909e+09,7.172e+09,-1.024e+09,1.0341e+10,-8.355e+09,-8.355e+09,1.986e+09,1.986e+09,1.986e+09,-2.93e+08,1.693e+09,1.693e+09,1.693e+09,1.693e+09,3.613e+09,2.061e+10,8.629e+09,5.6794e+10,8.9624e+10,4.834e+09,1.4217e+10,1.98321e+11,7.3287e+10,6.442e+09,5.7835e+10,3.7686e+10,1.7525e+11,1.1937e+10,1.3871e+10,-2.737e+09,2.3071e+10,2.3071e+10,1.98321e+11,1.693e+09,1.693e+09,3.05e+08,1.024e+09,-1.27e+08,3.01e+08,3.196e+09,-4.31e+08,3e+07,-4.976e+09,-8.2e+07,-5.455e+09,-3.74e+08,3.026e+09,-1.213e+09,-15999999.9999998,1.423e+09,-835999999.999998,-835999999.999998,-7.2e+07,-907999999.999999,2.291e+09,6.4277e+10,2.454e+09,0.17475,0.14897,0.07338,0.00854,1.4495,7.59612,0.32411,2.08241,2.0773,13.97909,28.37761,3.01845,0.46002,0.01042,0.01237,0.22091,26.47927,30.54582
"41","2020_Q2",89.4077777777778,"Down",1.031e+10,2.33e+09,3.046e+09,-7.16e+08,7.98e+09,1.83e+09,6.15e+09,-2.621e+09,7.689e+09,-7.237e+09,-7.237e+09,4.52e+08,4.52e+08,4.52e+08,-8.5e+07,3.67e+08,3.67e+08,3.67e+08,3.67e+08,2.286e+09,3.3662e+10,5.179e+09,4.4269e+10,7.7418e+10,4.798e+09,1.8448e+10,1.8606e+11,7.7962e+10,3.497e+09,5.2588e+10,3.1007e+10,1.65054e+11,1.1841e+10,1.2161e+10,-2.996e+09,2.1006e+10,2.1006e+10,1.8606e+11,3.67e+08,3.67e+08,3.37e+08,2.621e+09,3.76e+08,-5.92e+09,-2.219e+09,-3.35e+08,3.379e+09,1.8883e+10,-164379921.320992,2.1927e+10,-3.83e+08,-8.729e+09,-1.007e+09,4.701e+09,-5.418e+09,1.429e+10,1.429e+10,-1.28e+08,1.4162e+10,7.89e+08,5.6085e+10,-5.381e+09,0.04384,0.0356,0.01747,0.00197,-14.66213,7.85747,0.30144,0.45477,0.45421,12.77571,26.02974,-6.66791,0.4746,0.00403,-0.02892,1.0436,68.18631,119.02434
"42","2020_Q3",95.9734375,"Up",7.675e+09,1.884e+09,2.426e+09,-5.42e+08,5.791e+09,1.59e+09,4.201e+09,-1.555e+09,6.12e+09,-5.498e+09,-5.498e+09,6.22e+08,6.22e+08,6.22e+08,-3.65e+08,2.57e+08,2.57e+08,2.57e+08,2.57e+08,2.043e+09,3.9325e+10,2.0071e+10,3.7034e+10,6.856e+10,4.829e+09,1.6746e+10,1.88608e+11,8.4805e+10,1.567e+09,4.8797e+10,3.2377e+10,1.67546e+11,1.1921e+10,1.2052e+10,-2.911e+09,2.1062e+10,2.1062e+10,1.88608e+11,2.57e+08,2.57e+08,3.74e+08,1.555e+09,67999999.9999999,-1.24e+08,2.13e+09,-3.54e+08,-1.4902e+10,1.5473e+10,-401857390.891136,218999999.999992,-3.66e+08,-5.829e+09,1.5e+07,6.818e+09,637999999.999999,2.987e+09,2.987e+09,5.08e+08,3.495e+09,9.96e+08,5.0364e+10,8.83e+08,0.08104,0.03349,0.0122,0.00136,3.4358,7.9549,0.26703,0.31925,0.31886,9.53416,26.16398,1.09689,0.45466,0.0033,0.00468,1.42412,48.51506,77.6865
"43","2020_Q4",108.4546875,"Up",8.751e+09,1.874e+09,2.324e+09,-4.5e+08,6.877e+09,1.669e+09,5.208e+09,-6.65e+08,8.086e+09,-6.722e+09,-6.722e+09,1.364e+09,1.364e+09,1.364e+09,-2.91e+08,1.073e+09,1.073e+09,1.073e+09,1.073e+09,2.105e+09,3.0817e+10,2.2551e+10,4.0389e+10,6.7062e+10,4.835e+09,1.95e+10,1.87259e+11,8.5461e+10,1.716e+09,4.4777e+10,3.3436e+10,1.6539e+11,1.1979e+10,1.2762e+10,-2.872e+09,2.1869e+10,2.1869e+10,1.87259e+11,1.073e+09,1.073e+09,4.04e+08,6.65e+08,-1.9e+08,2.28e+08,2.18e+09,-3.53e+08,-2.515e+09,-2.094e+09,-608156165.015712,-4.957e+09,-3.63e+08,-3.878e+09,0,6.39e+08,-3.602e+09,-6.379e+09,-6.379e+09,-9.7e+07,-6.476e+09,1.768e+09,4.6493e+10,1.934e+09,0.15587,0.12261,0.04906,0.00573,1.80242,7.56276,0.24828,1.33624,1.33458,10.89788,27.23412,2.40847,0.45205,0.00767,0.01033,0.3383,25.10633,32.54252
