"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2019_Q1",6.93508196721311,"Up",57552000,-38536000,19016000,-16604000,-16604000,2412000,-1621000,-1621000,791000,791000,34000,825000,825000,825000,825000,14827000,14827000,33089000,33089000,58039000,7273000,7273000,113228000,36514000,32544000,9317000,16739000,1820000,69058000,182286000,22532000,9836000,12696000,3655000,26187000,17307000,50921000,50921000,68228000,94415000,62663000,74368000,-49160000,87871000,87871000,182286000,825000,1858000,69999.9999999981,-338000,2415000,-1095000,-1498000,-1455000,29000,41000,-1426000,-509000,-509000,-108000,-617000,4270000,20962000,2803000,0.33041,0.04191,0.01433,0.00939,0.00453,3.39758,4.32382,1.07447,0.115,0.11754,0.1186,8.19946,12.51902,0.39934,0.00516,0.01755,1.43677,2.54353
"33","2019_Q2",7.31698412698413,"Up",51901000,-35369000,16532000,-15764000,-15764000,768000,174000,174000,942000,942000,-358000,584000,584000,584000,584000,14016000,14016000,31017000,31017000,58029000,7812000,7812000,110874000,35345000,32208000,9123000,16589000,1828000,67553000,178427000,21246000,10392000,10854000,3481000,24727000,16873000,49837000,49837000,66710000,91437000,62769000,74992000,-50771000,86990000,86990000,178427000,584000,1837000,343000,-1859000,905000,-721000,-1083000,-608000,-1000,12000,-609000,-787000,-787000,-24000,-811000,2605000,20354000,383000,0.31853,0.0148,0.01125,0.00671000000000001,0.00327,0.65582,4.48392,1.05112,0.11407,0.08313,0.08245,7.38804,12.38292,0.05452,0.00372,0.00244,2.43301,8.2526
"34","2019_Q3",5.85890625,"Down",56532000,-38111000,18421000,-15141000,-15141000,3280000,-289000,-289000,2991000,2991000,-1065000,1926000,1926000,1926000,1926000,13427000,13427000,31585000,31585000,60702000,8590000,8590000,114304000,35390000,31375000,8800000,16151000,1756000,66765000,181069000,23216000,11996000,11220000,2994000,26210000,17434000,48639000,48639000,66073000,92283000,61943000,76918000,-50075000,88786000,88786000,181069000,1926000,1879000,686000,-2590000,1901000,-1156000,-1489000,74000,-893000,28000,-819000,-407000,-407000,-182000,-589000,5159000,20428000,2478000,0.32585,0.05802,0.03407,0.02169,0.01064,1.2866,4.36108,1.03939,0.11282,0.27444,0.27253,8.05529,12.65118,0.35309,0.0122,0.0157,1.35705,2.13445
"35","2019_Q4",5.6609375,"Down",58498000,-39470000,19028000,-15728000,-15728000,3300000,-255000,-255000,3045000,3045000,-957000,2088000,2088000,2088000,2088000,12854000,12854000,32567000,32567000,63156000,7675000,7675000,116252000,36903000,30801000,8617000,15722000,1794000,67704000,183956000,24824000,13734000,11090000,3045000,27869000,17990000,46926000,46926000,64916000,92785000,62026000,79006000,-49861000,91171000,91171000,183956000,2088000,1772000,7e+05,-2714000,1846000,-2805000,-3179000,607000,-4000,0,603000,-730000,-730000,157000,-573000,5072000,21035000,510000,0.32528,0.05641,0.03569,0.0229,0.01135,0.24425,4.17137,1.0177,0.11435,0.303,0.29944,8.48904,13.23045,0.07401,0.01312,0.0032,1.61297,2.47909
"36","2020_Q1",4.8441935483871,"Down",61091000,-40131000,20960000,-17087000,-17087000,3873000,-1241000,-1241000,2632000,2632000,-1151000,1481000,1481000,1481000,1481000,15582000,15582000,35980000,35980000,61790000,6623000,6623000,119975000,36679000,33433000,8460000,18639000,1666000,70112000,190087000,28615000,12881000,15734000,4065000,32680000,17541000,56487000,56487000,74028000,106708000,62173000,80487000,-59281000,83379000,83379000,190087000,1481000,1850000,832000,-418000,3745000,-1083000,-1476000,571000,28999.9999999999,41000,6e+05,2869000,2869000,-141000,2728000,5723000,21606000,5373000,0.34309,0.0634,0.02424,0.01776,0.00779,3.62795,3.67121,1.27979,0.11366,0.21482,0.21215,8.86147,12.09443,0.77937,0.00917,0.03328,1.05259,1.55538
"37","2020_Q2",3.40238095238095,"Down",52114000,-34411000,17703000,-16258000,-16258000,1445000,-169000,-169000,1276000,1276000,-498000,778000,778000,778000,778000,10510000,10510000,31340000,31340000,64525000,6739000,6739000,113114000,37078000,38726000,8305000,18341000,7412000,75804000,188918000,24465000,11799000,12666000,3979000,30347000,19088000,58881000,58881000,77969000,108316000,62377000,81265000,-63040000,80602000,80602000,188918000,778000,1787000,411000,-6460000,-3484000,-2625000,-3024000,1461000,-10000,63801.0271551161,1451000,-5057000,-5057000,-15000,-5072000,3232000,23067000,-5355000,0.3397,0.02773,0.01493,0.00965,0.00412,-6.88303,3.72735,1.34384,0.1221,0.11269,0.11105,7.54838,11.67468,-0.77564,0.00479,-0.03294,3.88521,8.68997
"38","2020_Q3",3.30640625,"Down",56864000,-38228000,18636000,-15874000,-15874000,2762000,-887000,-887000,1875000,1875000,-615000,1260000,1260000,1260000,1260000,9382000,9382000,33992000,33992000,65110000,6420000,6420000,114904000,38364000,38136000,8110000,18145000,7213000,76500000,191404000,24428000,11730000,12698000,4154000,30609000,18628000,57548000,57548000,76176000,106785000,62483000,82525000,-60389000,84619000,84619000,191404000,1260000,1752000,609000,-2394000,1227000,-2038000,-2357000,-285000,34000,37000,-251000,-1381000,-1381000,253000,-1128000,4514000,22782000,697000,0.32773,0.04857,0.02216,0.01489,0.00658,0.553170000000001,3.75393,1.26195,0.11903,0.18114,0.17959,8.17481,12.16489,0.1002,0.00764,0.00423,2.96854,4.85156
"39","2020_Q4",3.48578125,"Up",49998000,-35154000,14844000,-14780000,-14780000,64000,223000,223000,287000,287000,326000,613000,613000,613000,613000,10215000,10215000,29054000,29054000,58304000,6626000,6626000,104199000,37309000,37223000,7991000,17974000,6590000,74532000,178731000,19716000,9249000,10467000,2886000,24633000,25611000,52969000,52969000,78580000,103213000,62603000,83138000,-70223000,75518000,75518000,178731000,613000,1736000,-91000,-3862000,-1604000,-2932000,-3237000,5714000,-4000,0,5710000,869000,869000,-36000,833000,1800000,28497000,-5320000,0.29689,0.00128,0.01226,0.00812,0.00342999999999999,-8.67863,4.23006,1.36673,0.15944,0.08804,0.08721,7.18053,10.84561,-0.76404,0.0039,-0.03389,10.15667,285.65625
"40","2021_Q1",5.68377049180328,"Up",42475000,-31448000,11027000,-12525000,-12525000,-1498000,-13861000,-13861000,-15359000,-23435000,-1055000,-24490000,-24490000,-24490000,-24490000,13458000,13458000,29012000,29012000,52987000,8641000,8641000,104098000,37090000,31495000,4997000,21018000,4465000,68585000,172683000,21397000,7579000,13818000,4532000,27834000,26341000,72525000,5187000,98866000,126700000,62750000,58648000,-75415000,45983000,45983000,172683000,-24490000,1921000,22999000,2268000,2698000,-1682000,-1982000,2377000,27000,36000,2404000,3120000,3120000,123000,3243000,423000,30873000,2064000,0.25961,-0.03527,-0.57657,-0.53259,-0.14182,-0.0842799999999997,3.73996,2.75537,0.17878,-3.51212,-3.63084,6.09135,6.59444,0.296,-0.16394,0.01382,41.17021,-11.6255
"41","2021_Q2",7.89190476190476,"Up",49411000,-33839000,15572000,-13391000,-13391000,2181000,-1000,-1000,2180000,1834000,2282000,4116000,4116000,4116000,4116000,11561000,11561000,30629000,30629000,50076000,8894000,8894000,101160000,37156000,34090000,4948000,23914000,4213000,71246000,172406000,22358000,9409000,12949000,5605000,29635000,21227000,71342000,71342000,92569000,122204000,63111000,62764000,-75673000,50202000,50202000,172406000,4116000,1660000,-2434000,321000,3663000,-1543000,-1794000,-4013000,-6000,-6000,-4019000,-2150000,-2150000,253000,-1897000,3841000,26832000,337000,0.31515,0.04414,0.0833,0.08199,0.02387,0.08188,3.41353,2.43425,0.15563,0.58901,0.56812,7.07084,7.18403,0.04823,0.02774,0.00227,3.97579,7.00183
"42","2021_Q3",9.2459375,"Up",54053000,-36448000,17605000,-14224000,-14224000,3381000,-426000,-426000,2955000,5775000,-1918000,3857000,3857000,3857000,3857000,14559000,14559000,34378000,34378000,51022000,9392000,9392000,109351000,36112000,34573000,4930000,23846000,4782000,70685000,180036000,22027000,10356000,11671000,7130000,30748000,20329000,70875000,6092000,91204000,121952000,63289000,66621000,-71826000,58084000,58084000,180036000,3857000,1626000,-2667000,-4078000,-1262000,3707000,3421000,547000,24000,31000,571000,2730000,2730000,268000,2998000,5007000,27459000,6554000,0.3257,0.06255,0.0713600000000002,0.0664,0.02142,1.69925,3.55636,2.09958,0.15252,0.544620000000001,0.53017,7.63245,8.20164,0.92544,0.02466,0.0419,2.57639,3.81544
"43","2021_Q4",10.51546875,"Up",54944000,-36795000,18149000,-13511000,-13511000,4638000,663000,663000,5301000,4513000,-1496000,3017000,3017000,3017000,3017000,11247000,11247000,34467000,34467000,52536000,10355000,10355000,108605000,35001000,33649000,4935000,23513000,4186000,68650000,177255000,25497000,12089000,13408000,6895000,33639000,18530000,67736000,5787999.99999999,86266000,119905000,63433000,69638000,-75721000,57350000,57350000,177255000,3017000,1537000,393000,-4627000,320000,-998000,-1310000,-1877000,-4000,0,-1881000,-2871000,-2871000,-441000,-3312000,6175000,25425000,2046000,0.33032,0.08441,0.05491,0.05261,0.01702,0.67816,3.22854,2.09076,0.14344,0.42469,0.40307,7.73423,8.07292,0.28801,0.02005,0.01359,2.29603,3.05692
"44","2022_Q1",8.26612903225806,"Down",61236000,-39220000,22016000,-15190000,-15190000,6826000,624000,624000,7450000,5304000,-761000,4543000,4543000,4543000,4543000,9105000,9105000,35076000,35076000,60572000,14467000,14467000,119220000,35992000,29274000,4888000,19073000,4298000,65266000,184486000,34080000,17229000,16851000,15959000,51689000,6010000,43252000,5600000,49262000,100951000,63616000,74181000,-54262000,83535000,83535000,184486000,4543000,1469000,-1138000,-3027000,1847000,-535000,-810000,-3713000,29000,50000,-3684000,-2647000,-2647000,505000,-2142000,8295000,21969000,5494000,0.35953,0.11147,0.07419,0.05438,0.02463,1.20933,2.30649,1.20849,0.11908,0.63932,0.60874,8.61751,11.75556,0.77315,0.03054,0.03693,1.55081,1.88456
"45","2022_Q2",7.24645161290323,"Down",61514000,-41369000,20145000,-16012000,-16012000,4133000,226000,226000,4359000,4359000,-1127000,3232000,3232000,3232000,3232000,6627000,6627000,39087000,39087000,61198000,15505000,15505000,122417000,36115000,31065000,4843000,18717000,6490000,67180000,189597000,32521000,17310000,15211000,21997000,56297000,5540000,44512000,7673000,50052000,106349000,63774000,77413000,-57939000,83248000,83248000,189597000,3232000,1597000,52000,-10722000,-5841000,-2334000,-2624000,5727000,-16000,117654.180553198,5711000,-2754000,-2754000,276000,-2478000,5730000,27537000,-6199000,0.32749,0.06719,0.05254,0.03882,0.01705,-1.91801,2.17449,1.2775,0.14524,0.45714,0.43871,8.70071,11.77482,-0.8768,0.02081,-0.03992,3.64921,5.05928
"46","2022_Q3",7.87453125,"Up",61318000,-42368000,18950000,-14749000,-14749000,4201000,-662000,-662000,3539000,3539000,-1011000,2528000,2528000,2528000,2528000,9437000,9437000,34535000,34535000,63874000,14473000,14473000,122319000,35851000,30149000,4761000,18601000,5772000,6.6e+07,188319000,28427000,15108000,13319000,21969000,51814000,9158000,42162000,7384000,51320000,103134000,64121000,79941000,-58877000,85185000,85185000,188319000,2528000,1630000,44000,-2928000,1274000,-2123000,-2366000,3634000,110000,117000,3744000,2652000,2652000,158000,2810000,5831000,31127000,1791000,0.30904,0.06851,0.04123,0.02968,0.01342,0.70847,2.36073,1.21071,0.16529,0.34903,0.33743,8.46583,11.76101,0.24727,0.01595,0.0113,3.71977,5.16306
