"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",96.5174603174603,"Down",161214000,-88201000,-9721000,-48257000,-30223000,73013000,946000,-711000,1657000,73959000,-34541000,39418000,-1487000,37931000,37931000,37931000,36108000,12129000,12129000,168753000,168753000,8093000,3804000,188975000,3504390000,5712456000,15371000,15371000,3519761000,3708736000,279079000,251754000,54053000,6886000,333132000,1053528000,33768000,14411000,1087296000,1420428000,2477024000,-188731000,2288308000,2288308000,3708736000,37930000,48977000,29477000,-348000,116036000,-151733000,-674725000,6.5e+07,-1511000,61672000,-497017000,-497017000,-497017000,121990000,1053528000,-28604000,0.45289,0.22398,0.01578,0.00974,-0.79218,0.56727,0.62073,0.28407,1.5864,1.58241,7.08294,100.53614,-1.25672,0.01124,-0.00847,8.53676,14.2632
"34","2019_Q1",77.4770491803279,"Down",161895000,198999.999999985,-8514000,-60376000,69089000,57159000,-410000,-735000,325000,56749000,105092000,161841000,-5647000,156194000,156194000,156194000,154370000,16051000,16051000,131720000,131720000,74854000,9740000,222625000,3740759000,3740759000,15789000,15789000,3756548000,3979173000,285849000,285849000,29067000,18587000,314916000,1189473000,29576000,12572000,1219049000,1533965000,2479554000,-34361000,2445208000,2445208000,3979173000,156194000,61175000,-97971000,32241000,151639000,-155138000,-281047000,1.35e+08,530000.000000001,133330000,3921999.99999988,3921999.99999988,3921999.99999988,118334000,1189473000,1084000,0.35306,0.95352,0.06313,0.03879,0.0070199999999998,0.70693,0.62734,0.29892,71.1576,70.9434,74.62628,1127.1235,0.499679999999999,0.04263,0.000299999999999996,9.91619,20.52909
"35","2019_Q2",72.1333333333333,"Down",153047000,-106400000,-11753000,-59767000,-34880000,46647000,-657000,-738000,81000,45990000,-70682000,-24692000,5149000,-19543000,-19543000,-19543000,-21367000,10482000,10482000,137110000,137110000,23406000,23406000,170998000,3881013000,6214602000,56823000,56438000,3937836000,4108834000,256910000,230990000,63256000,38706000,320166000,1319867000,38104000,26706000,1357971000,1678137000,2486410000,-55728000,2430697000,2430697000,4108834000,-19543000,60672000,67294000,-33864000,74559000,-179332000,-207279000,1.3e+08,-1025000,127151000,-5569000,-5569000,-5569000,107319000,1319867000,-111026000,0.30479,-0.13961,-0.00879,-0.0052,5.19614,0.53409,0.69039,0.32123,-9.38038,-9.38038,67.18953,1067.09953,-48.74179,-0.00516,-0.0293,12.20087,28.07008
"36","2019_Q3",48.7984375,"Down",167052000,-85767000,-10564000,-63137000,-12066000,58509000,-674000,-741000,67000,57835000,14036000,71871000,-16691000,55180000,55180000,55180000,55180000,16052000,16052000,93039000,93039000,29005000,15841000,138096000,3718862000,6118748000,58539000,46860000,3777401000,3915497000,244147000,221452000,47786000,30535000,291933000,1095260000,41864000,17095000,1137124000,1429057000,2488796000,-2371000,2486440000,2486440000,3915497000,55180000.0000001,64831000,4111999.99999997,26364000,150487000,94198000,82775000,-2.25e+08,-869000.000000002,-227692000,5570000,5570000,5570000,123340000,1095260000,260593000,0.35024,0.33032,0.02219,0.01409,4.7226,0.47304,0.57474,0.27972,1.2742,1.2702,3.85752,57.4158399999999,6.01754,0.01573,0.07192,8.74986,18.44516
"37","2019_Q4",41.378125,"Down",155378000,-65357000,-9388000,-56130000,161000,58487000,-617000,-739000,122000,57870000,15866000,73736000,-17902000,55834000,55834000,55834000,47180000,11309000,11309000,114120000,114120000,39944000,14912000,165373000,3803236000,6261262000,48314000,37105000,3851550000,4016923000,269141000,243481000,31870000,22929000,301011000,1190654000,54869000,13289000,1245523000,1546534000,2425580000,44809000,2470389000,2470389000,4016923000,55834000,57235000,-2180000,2803000,113692000,-138339000,-139757000,9.5e+07,-73328000,21322000,-4743000,-4743000,-4743000,115722000,1190654000,-1912000,0.37642,0.30365,0.0191,0.01175,-0.04053,0.54939,0.62603,0.29641,2.06633,2.06501,6.80503,108.19475,-0.08374,0.01279,-0.00051,10.19119,20.16422
"38","2020_Q1",24.6225806451613,"Down",196095000,-32549000,-13626000,-61608000,42685000,83378000,-491000.000000001,-688999.999999999,198000,82887000,-100573000,-17686000,-5857000,-23543000,-23543000,-23543000,-25366000,13341000,13341000,209463000,209463000,45870000,19814000,268674000,6704371000,6704371000,221793000,106073000,6926164000,7194838000,490442000,490442000,161805000,90608000,652247000,3186109000,133174000,100479000,3319283000,3971530000,3202042000,21266000,3223308000,3223308000,7194838000,-23543000,63198000,50173000,47750000,137578000,-164916000,-124128000,486452000,-497870000,-11418000,2032000.00000001,2032000.00000001,2032000.00000001,146576000,3186109000,35267000,0.42519,-0.12936,-0.00787000000000002,-0.00353,-1.39033,0.41192,1.23213,0.44283,-10.88016,-10.86106,84.11041,1382.56327,15.12696,-0.00388,0.00539,21.64589,38.05282
"39","2020_Q2",8.84539682539683,"Down",289919000,-159468000,-8325000,-131463000,-19680000,63690000,-19216000,-20478000,1262000,44474000,236139000,280613000,-64048000,216565000,216565000,216565000,216565000,14800000,14800000,93006000,93006000,248945000,24280000,356751000,6878415000,6878415000,144795000,91562000,7023210000,7379961000,525326000,525326000,58442000,53591000,583768000,3250912000,102378000,98121000,3353290000,3937058000,3205072000,237831000,3442903000,3442903000,7379961000,216565000,131463000,-187737000,31404000,191695000,-214208000,-254366000,6.5e+07,-870000,64130000,1459000,1459000,1459000,195153000,3250912000,76397000,0.21968,0.74698,0.0629,0.02935,0.35277,0.61112,1.14353,0.44051,5.45941,5.45729,7.3086,86.79252,1.9259,0.03187,0.01124,16.58244,50.81036
"40","2020_Q3",8.82421875,"Down",157234000,-214288000,-10024000,-138930000,-65334000,-77091000,-24839000,-22682000,-2157000,-101930000,-1411550000,-1513480000,-51251000,-1564731000,-1564731000,-1564731000,-1564731000,7500000,7500000,95839000,95839000,60391000,28828000,163730000,5573260000,5573260000,73143000,73143000,5646403000,5810133000,405596000,405596000,72091000,39408000,477687000,3350730000,100332000,91654000,3451062000,3928749000,3208284000,-1326900000,1881384000,1881384000,5810133000,-1564731000,138930000,1560441000,-36839000,97801000,-206282000,-199290000,1e+08,-5811000,94189000,-7300000,-7300000,-7300000,61839000,3350730000,-130031000,-0.49029,-9.95161,-0.83169,-0.26931,0.0831000000000001,0.34276,2.08822,0.5767,-39.40534,-39.42063,3.95970000000001,47.37976,-3.27463,-0.29344,-0.02438,54.06346,-43.36732
"41","2020_Q4",8.633125,"Down",290026000,-142960000,-8224000,-114201000,-20535000,57714000,-23639000,-24683000,1044000,34075000,-714459000,-680384000,-23683079.2089047,-680384000,-680384000,-680384000,-680384000,10500000,10500000,112536000,112536000,36870000,27049000,159906000,4707594000,4707594000,69841000,69841000,4777435000,4937341000,332979000,332979000,84421000,49471000,417400000,3190273000,125564000,89859000,3315837000,3733237000,3211388000,-2007284000,1204104000,1204104000,4937341000,-680384000,114201000,714874000,-12990000,135701000,2562000,3989000,-136361000,-329000,-136690000,3e+06,3e+06,3e+06,171915000,3190273000,-64407016.5381129,0.199,-2.34594,-0.56505,-0.1378,-1.11882021366927,0.3831,3.10043,0.64615,-17.11908,-17.11908,7.29732,30.29635,-0.351107636510108,-0.15053,-0.00739804012853393,18.49619,55.09535
"42","2021_Q1",24.7509836065574,"Up",295968000,-11746000,-10614000,-96037000,94905000,74558000,-29618000,-26486000,-3132000,44940000,-543256000,-498316000,-6755000,-505071000,-505071000,-505071000,-505071000,20236000,20236000,133109000,133109000,25024000,24103000,178369000,4120600000,4120600000,63899000,63899000,4184499000,4362868000,341519000,341519000,155589000,58529000,497108000,2969264000,185494000,97448000,3154758000,3651866000,3223357000,-2512355000,711002000,711002000,4362868000,-505071000,96037000,548194000,-4582000,134578000,-80256000,-80216000,-4e+07,-4626000,-44626000,9736000,9736000,9736000,170595000,2969264000,92512000,0.25191,-1.70651,-0.71037,-0.11577,-0.18317,0.35881,5.13622,0.68058,-12.70587,-12.70587,7.44555,17.88639,2.32729,-0.13065,0.02393,17.28672,39.55348
"43","2021_Q2",42.0503174603175,"Up",359881000,-106225000,-16799000,-70987000,-18439000,154305000,-21110000,-24416000,3306000,133195000,-214523000,-81328000,921000,-80407000,-80407000,-80407000,-80407000,24350000,24350000,179127000,179127000,32878000,32878000,236355000,4180542000,4180542000,59969000,59969000,4240511000,4476866000,374749000,374749000,297300000,72854000,672049000,2937239000,99556000,98156000,3036795000,3708844000,3360784000,-2592762000,768022000,768022000,4476866000,-80407000,70987000,183442000,-36357000,137665000,-102109000,-98514000,-3.5e+07,-37000,-35037000,4114000,4114000,4114000,225292000,2937239000,85905000,0.42877,-0.22343,-0.10469,-0.01796,-1.06838,0.35169,4.82909,0.65609,-1.88793,-1.88793,8.44989,18.03292,2.01702,-0.02113,0.02258,12.92939,18.87748
"44","2021_Q3",38.70421875,"Down",440399000,-116151000,-11065000,-83128000,-21958000,208508000,-30218000,-24634000,-5584000,178290000,-190463000,-12173000.0000001,478000,-11695000,-11695000,-11695000,-11695000,3800000,3800000,200246000,200246000,39817000,24876000,243863000,4248420000,4248420000,54114000,54114000,4302534000,4546397000,419434000,419434000,394370000,62668000,813804000,2865154000,110151000,101947000,2975305000,3789109000,3361745000,-2604457000,757288000,757288000,4546397000,-11695000,83128000,115879000,-11709000,175603000,-119498000,-118873000,-7.5e+07,-2280000,-77280000,-20550000,-20550000,-20550000,291636000,2865154000,159951000,0.47345,-0.0265599999999999,-0.01544,-0.00256999999999999,-13.67687,0.29966,5.00352,0.6302,-0.252770000000001,-0.252769999999999,9.51864,16.36778,3.45713,-0.00313,0.04285,9.81139,13.72299
"45","2021_Q4",53.5153125,"Up",552562000,-125463000,-9503000,-89890000,-26070000,314126000,-32041000,-27736000,-4305000,282085000,-107767000,174318000,-2416000,171902000,171902000,171902000,171902000,3699000,3699000,216116000,216116000,48715000,30110000,268530000,4308620000,4308620000,109266000,109266000,4417886000,4686416000,442053000,442053000,386323000,61641000,828376000,2809610000,115401000,100151000,2925011000,3753387000,3365584000,-2432555000,933029000,933029000,4686416000,171902000,89890000,2192000,30581000,294565000,-237766000,-240060000,-44755000,-9851000,-54606000,-101000,-101000,-101000,404016000,2809610000,199247000,0.56849,0.3111,0.18424,0.03668,1.15907,0.32416,4.0228,0.59952,3.71022,3.27432,11.92614,20.1379,4.30042,0.04456,0.05164,6.94505,8.93244
"46","2022_Q1",54.7217741935484,"Up",692188000,-62566000,-13116000,-112551000,63101000,372327000,-22937000,-25226000,2289000,349390000,-64876000,284514000,837000,285351000,285351000,285351000,285351000,9882000,9882000,232436000,232436000,53126000,30745000,295444000,5193776000,5193776000,58283000,58283000,5252059000,5547503000,569991000,569991000,302500000,116523000,872491000,2694115000,115129000,103720000,2809244000,3681735000,4012972000,-2147204000,1865768000,1865768000,5547503000,285351000,112551000,-99186000,67594000,366310000,-424745000,-418953000,6.2e+07,-3174000,58826000,6183000,6183000,6183000,484878000,2694115000,126890000,0.5379,0.41224,0.15294,0.05144,0.444680000000002,0.33862,1.97331,0.48564,5.71033,6.06781,13.85179,37.33702,2.53927,0.06104,0.02714,5.53589,7.20934
"47","2022_Q2",53.5145161290323,"Down",777218000,-157778000,-17121000,-102979000,-37678000,420066000,-20776000,-21558000,782000,399290000,-359069000,40221000,-484000,39737000,39737000,39737000,39737000,4150000,4150000,347593000,347593000,33249000,33249000,384992000,5302931000,5302931000,57597000,57597000,5360528000,5745520000,516440000,516440000,556864000,163936000,1073304000,2623282000,134344000,99910000,2757626000,3830930000,4022057000,-2107467000,1914590000,1914590000,5745520000,39737000,102979000,265551000,-126997000,281270000,-206403000,-221939000,-7.3e+07,7937000,-65063000,-5732000,-5732000,-5732000,523045000,2623282000,190129000,0.54047,0.05113,0.02075,0.00692,4.78468,0.3587,2.00091,0.45658,0.64627,0.64025,12.64036,31.13813,3.09218,0.0085,0.04069,5.00747,6.23505
"48","2022_Q3",39.9321875,"Down",913620000,-165191000,-10909000,-109409000,-44873000,496825000,-21742000,-20691000,-1051000,475083000,-124065000,351018000,-3009000,348009000,348009000,348009000,348009000,6100000,6100000,360955000,360955000,37960000,37960000,405015000,5476145000,5476145000,67170000,67170000,5543315000,5948330000,606093000,606093000,435943000,134581000,1042036000,2516337000,130620000,109369000,2646957000,3688993000,4018795000,-1759458000,2259337000,2259337000,5948330000,348009000,109409000,-61751000,-29834000,365833000,-218891000,-198813000,-139794000,-25276000,-165070000,1950000,1950000,1950000,606234000,2516337000,360518000,0.5438,0.38091,0.15403,0.05851,1.03594,0.38868,1.63278,0.42303,5.64226,5.6213,14.8125,36.63057,5.84507,0.07093,0.07348,4.14071,5.05256
