"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","change_in_cash_from_disc_operations_and_other","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",64.3447619047619,"Up",8.7e+08,-6.36e+08,2.34e+08,-2.02e+08,-1.82e+08,-2e+07,3.2e+07,-4.6e+07,-5.1e+07,5e+06,-1.4e+07,-6e+06,-2e+07,4e+06,-1.6e+07,-1.4e+07,-1.4e+07,-3e+07,-3e+07,-3e+07,4.92e+08,4.92e+08,6.43e+08,6.43e+08,6.31e+08,7.3e+07,7.3e+07,1.839e+09,1.937e+09,3.707e+09,-1.77e+09,4.73e+09,1.316e+09,2.426e+09,9.53e+08,6.667e+09,8.506e+09,6.66e+08,3.92e+08,2.74e+08,2.29e+08,8.95e+08,2.584e+09,1.628e+09,1.91e+08,3.74e+08,1.063e+09,4.212e+09,5.107e+09,3.399e+09,8.506e+09,-1.6e+07,8.4e+07,2.4e+07,4e+07,1.32e+08,-4.9e+07,-5.3e+07,-5.3e+07,-7.16e+08,-1.4e+07,6.49e+08,-1.4e+07,6.21e+08,3.7e+07,-1.51e+08,-1.14e+08,2e+06,-1.12e+08,1.16e+08,2.813e+09,1.03e+08,0.26897,0.03678,-0.03448,-0.00883,-0.00353,-3.43333,2.05475,1.5025,0.33071,-0.48387,-0.48387,14.03226,1.66129,0.22581,-0.00204,0.01314,-0.46667,20.00862,72.53125
"32","2018_Q1",67.3959016393443,"Up",-71000000.0000001,1.49e+08,7.8e+07,-1.28e+08,-1.16e+08,-1.2e+07,-5e+07,-4.1e+07,-2.6e+07,-6e+06,-9.1e+07,-3e+06,-9.4e+07,-3.3e+07,-1.27e+08,7e+07,7e+07,-5.7e+07,-5.7e+07,-5.7e+07,5.66e+08,5.66e+08,6.12e+08,6.12e+08,6.34e+08,9.1e+07,9.1e+07,1.903e+09,1.97e+09,3.762e+09,-1.792e+09,4.745e+09,1.319e+09,2.465e+09,9.33e+08,6.715e+09,8.618e+09,7.33e+08,4.09e+08,3.24e+08,2.35e+08,9.68e+08,2.584e+09,1.66e+09,1.91e+08,3.75e+08,1.094e+09,4.244e+09,5.212e+09,3.406e+09,8.618e+09,-1.27e+08,4.7e+07,-8e+06,1.32e+08,4.4e+07,-4.1e+07,-4.2e+07,-4.2e+07,-18999999.9999999,-1.5e+07,4e+06,-1e+06,-1.2e+07,1.3e+07,5.8e+07,7.1e+07,3e+06,7.4e+07,-3e+06,2.819e+09,1.21e+08,-1.09859,0.70423,0.80282,-0.01674,-0.00661,-2.12281,1.96591,1.53024,0.32711,-0.91935,-0.91935,-1.14516,1.95161,0.24194,-0.00533,0.01535,-0.26316,-751,-45.06
"33","2018_Q2",69.9175,"Up",5.81e+08,-4.02e+08,1.79e+08,-1.73e+08,-1.54e+08,-1.9e+07,6e+06,-2.7e+07,-2.6e+07,-1e+06,-2.1e+07,-1e+06,-2.2e+07,-1e+07,-3.2e+07,2.8e+07,2.8e+07,-4e+06,-4e+06,-4e+06,6.01e+08,6.01e+08,5.97e+08,5.97e+08,6.74e+08,9.2e+07,9.2e+07,1.964e+09,1.945e+09,3.795e+09,-1.85e+09,4.746e+09,1.298e+09,2.475e+09,9.45e+08,6.691e+09,8.655e+09,6.48e+08,3.82e+08,2.66e+08,3.55e+08,1.003e+09,2.584e+09,1.669e+09,1.94e+08,3.9e+08,1.085e+09,4.253e+09,5.256e+09,3.399e+09,8.655e+09,-3.2e+07,7e+07,1.4e+07,-8.3e+07,-3.1e+07,-2e+07,-2.1e+07,-2.1e+07,-2.1e+07,-1.4e+07,1.18e+08,-5e+06,9.9e+07,4.7e+07,-1.2e+07,3.5e+07,4223713.49536929,3.5e+07,7.6e+07,2.939e+09,-1.7e+07,0.30809,0.01033,-0.00688,-0.00118,-0.00046,4.25,1.95813,1.54634,0.33957,-0.06452,-0.06452,9.37097,-0.27419,0.22581,0.00125,-0.00212,-3.5,30.76316,389.66667
"34","2018_Q3",78.5750793650794,"Up",6.72e+08,-4.49e+08,2.23e+08,-1.64e+08,-1.46e+08,-1.8e+07,5.9e+07,-1.9e+07,-2.3e+07,3e+06,4e+07,0,4e+07,2e+06,4.2e+07,3.1e+07,3.1e+07,7.3e+07,7.3e+07,7.3e+07,2.25e+08,2.25e+08,7.17e+08,7.17e+08,6.49e+08,1.22e+08,1.22e+08,1.713e+09,1.94e+09,3.859e+09,-1.919e+09,4.788e+09,1.29e+09,2.503e+09,9.67e+08,6.728e+09,8.441e+09,6.53e+08,3.87e+08,2.66e+08,5.9e+07,7.12e+08,2.579e+09,1.639e+09,1.9e+08,2.43e+08,1.206e+09,4.218e+09,4.93e+09,3.511e+09,8.441e+09,4.2e+07,7.2e+07,-5e+06,-8.1e+07,2.8e+07,-3.1e+07,-3.1e+07,-3.1e+07,-7.1e+07,-1.4e+07,-3.02e+08,-3e+06,-3.19e+08,-3.62e+08,-1.7e+07,-3.79e+08,3e+06,-3.76e+08,1.31e+08,2.638e+09,1.7e+07,0.33185,0.0878,0.10863,0.02079,0.00865,0.23288,2.4059,1.40416,0.31252,1.14062,1.10606,10.5,0.26562,0.21875,0.01117,0.00218,0.19178,18.4198499999999,40.89831
"35","2018_Q4",72.8393650793651,"Down",6.69e+08,-4.39e+08,2.3e+08,-1.99e+08,-1.81e+08,-1.8e+07,3.1e+07,-2.9e+07,-2.9e+07,0,2e+06,-2e+06,0,1.1e+07,1.1e+07,2.4e+07,2.4e+07,3.5e+07,3.5e+07,3.5e+07,1.82e+08,1.82e+08,6.9e+08,6.9e+08,6.56e+08,1.44e+08,1.44e+08,1.672e+09,1.893e+09,3.826e+09,-1.933e+09,4.659e+09,1.249e+09,2.447e+09,9.35e+08,6.552e+09,8.224e+09,6.6e+08,3.97e+08,2.63e+08,8.2e+07,7.42e+08,2.45e+09,1.633e+09,1.86e+08,2.43e+08,1.204e+09,4.083e+09,4.825e+09,3.399e+09,8.224e+09,1.1e+07,6.7e+07,1e+06,1.7e+07,9.6e+07,-3.5e+07,-3.5e+07,-3.5e+07,-2.8e+07,-1.6e+07,-1.09e+08,-1e+06,-1.26e+08,-5.8e+07,1.6e+07,-4.2e+07,-1e+06,-4.3e+07,9.8e+07,2.532e+09,6.9e+07,0.3438,0.04634,0.05232,0.0103,0.00426,1.97143,2.25337,1.41954,0.30788,0.55556,0.54688,10.61905,1.09524,0.25397,0.00674,0.00912,0.45714,23.97959,75.80645
"36","2019_Q1",72.9981967213115,"Up",6.67e+08,-4.36e+08,2.31e+08,-2.29e+08,-1.18e+08,-1.8e+07,2e+06,-8e+06,-2.4e+07,2e+06,-6e+06,-1e+06,-7e+06,5e+06,-2e+06,1.2e+07,1.2e+07,9999999.99999999,9999999.99999999,9999999.99999999,2.94e+08,2.94e+08,5.22e+08,5.22e+08,5.96e+08,3e+08,6e+07,1.712e+09,1.646e+09,3.172e+09,-1.526e+09,4.901e+09,1.185e+09,2.304e+09,1.384e+09,6.547e+09,8.259e+09,6.59e+08,3.31e+08,3.28e+08,2.54e+08,1.076e+09,2.275e+09,1.502e+09,1.56e+08,2.86e+08,1.06e+09,3.777e+09,4.853e+09,3.406e+09,8.259e+09,-2e+06,6.8e+07,-9e+07,1.72e+08,1.48e+08,-6.7e+07,-7e+07,-7e+07,-5.4e+07,-1.6e+07,-2999999.99999997,-3e+06,-21999999.9999999,7.2e+07,4.1e+07,1.13e+08,-1e+06,1.12e+08,7e+07,2.529e+09,1.7e+08,0.34633,0.00300000000000001,0.01499,0.00294,0.00121,17,1.59108,1.42484,0.30621,0.15873,0.15625,10.5873,2.69841,0.25397,0.0035,0.02286,1.6,31.92857,1117.5
"37","2019_Q2",73.4384126984127,"Up",5.76e+08,-4.24e+08,1.52e+08,-1.6e+08,-1.43e+08,-1.7e+07,-8e+06,-3.6e+07,-5.5e+07,1e+06,-4.4e+07,-3e+06,-4.7e+07,-2.4e+07,-7.1e+07,2.3e+07,2.3e+07,-4.8e+07,-4.8e+07,-4.8e+07,1.49e+08,1.49e+08,4.48e+08,4.48e+08,6.19e+08,7.75e+08,7.75e+08,1.991e+09,1.621e+09,3.195e+09,-1.574e+09,4.331e+09,1.159e+09,2.289e+09,8.55e+08,5.952e+09,7.943e+09,5.34e+08,2.77e+08,2.57e+08,2.29e+08,9.06e+08,2.275e+09,1.457e+09,1.45e+08,2.85e+08,1.027e+09,3.732e+09,4.638e+09,3.305e+09,7.943e+09,-7.1e+07,8.1e+07,2.5e+07,-4.4e+07,-9e+06,-2.9e+07,-3.3e+07,-3.3e+07,-2.4e+07,-1.6e+07,-2.7e+07,-7e+06,-5e+07,-8.3e+07,-6e+07,-1.43e+08,-2e+06,-1.45e+08,7.3e+07,2.504e+09,2.4e+07,0.26389,-0.01389,-0.08333,-0.01452,-0.00604,-0.5,2.19757,1.40333,0.31525,-0.7619,-0.7619,9.14286,0.38095,0.25397,-0.0044,0.0033,-0.33333,32.26027,-294.375
"38","2019_Q3",72.47328125,"Down",6.67e+08,-4.69e+08,1.98e+08,-1.53e+08,-9.3e+07,-1.7e+07,4.5e+07,1e+06,3e+06,-1e+06,4.6e+07,0,4.6e+07,-1000000.00000001,4.5e+07,3.1e+07,3.1e+07,7.6e+07,7.6e+07,7.6e+07,1.64e+08,1.64e+08,5.22e+08,5.22e+08,5.99e+08,8.02e+08,8.02e+08,2.087e+09,1.587e+09,3.167e+09,-1.58e+09,4.324e+09,1.135e+09,2.279e+09,8.82e+08,5.911e+09,7.998e+09,5.12e+08,2.8e+08,2.32e+08,2.61e+08,9.2e+08,2.275e+09,1.441e+09,1.45e+08,2.83e+08,1.013e+09,3.716e+09,4.636e+09,3.362e+09,7.998e+09,4.5e+07,8.2e+07,-1.9e+07,-9.3e+07,1.5e+07,-3.7e+07,-3.7e+07,-3.7e+07,-2.5e+07,-1.5e+07,3e+07,-1e+06,1.4e+07,3999999.99999997,1.1e+07,1.5e+07,0,1.5e+07,1.27e+08,2.536e+09,-2e+06,0.29685,0.06747,0.11394,0.02261,0.0095,-0.0263200000000001,2.26848,1.37894,0.31708,1.20635,1.20635,10.5873,-0.0317500000000003,0.2381,0.0124,-0.00027,0.19737,18.67717,52.7111100000002
"39","2019_Q4",72.70328125,"Up",6.41e+08,-4.34e+08,2.07e+08,-1.67e+08,-1.28e+08,-1.7e+07,4e+07,-1.8e+07,-2.1e+07,3e+06,2.2e+07,0,2.2e+07,1e+06,2.3e+07,4.3e+07,4.3e+07,6.6e+07,6.6e+07,6.6e+07,1.32e+08,1.32e+08,5.07e+08,5.07e+08,5.95e+08,8.03e+08,8.03e+08,2.037e+09,1.58e+09,3.196e+09,-1.616e+09,4.308e+09,1.118e+09,2.285e+09,8.77e+08,5.888e+09,7.925e+09,5.16e+08,2.75e+08,2.41e+08,3.32e+08,1.007e+09,2.275e+09,1.426e+09,1.47e+08,2.84e+08,9.95e+08,3.701e+09,4.708e+09,3.217e+09,7.925e+09,2.3e+07,6.2e+07,-3e+06,5e+06,8.7e+07,-3.3e+07,-3.3e+07,-3.3e+07,-2.7e+07,-1.7e+07,7e+07,0,-1.47e+08,-8.7e+07,5.5e+07,-3.2e+07,0,-3.2e+07,1.02e+08,2.607e+09,7.3e+07,0.32293,0.0624,0.10296,0.02052,0.00833,1.10606,2.02284,1.46348,0.32896,1.04762,1.04762,10.1746,1.15873,0.26984,0.01145,0.01007,0.25758,24.26471,61.875
"40","2020_Q1",66.1627419354839,"Down",2.64e+08,-1.7e+08,9.4e+07,-8.9e+07,-6.2e+07,-7e+06,5e+06,-3.6e+07,-2.6e+07,1e+06,-3.1e+07,1e+06,-3e+07,-6e+06,-3.6e+07,4.47e+08,4.47e+08,4.11e+08,4.11e+08,4.11e+08,2.32e+08,2.32e+08,4.81e+08,4.81e+08,5.97e+08,1.23e+08,64000000.0000001,1.433e+09,1.577e+09,3.165e+09,-1.588e+09,4.241e+09,1.088e+09,2.253e+09,8.77e+08,5.818e+09,7.251e+09,5.84e+08,3.13e+08,2.71e+08,1.66e+08,7.57e+08,1.501e+09,1.422e+09,1.5e+08,2.64e+08,1.008e+09,2.923e+09,3.68e+09,3.571e+09,7.251e+09,-3.6e+07,5.2e+07,3.8e+07,-6999999.99999999,4.7e+07,-3.9e+07,-4.4e+07,-4.4e+07,-3.5e+07,-1.6e+07,-9.48e+08,-2e+06,-9.66e+08,-9.54e+08,1.055e+09,1.01e+08,-1e+06,1e+08,5.7e+07,1.667e+09,1.7e+07,0.35606,0.01894,1.55682,0.11509,0.05668,0.0413600000000001,1.893,1.03052,0.2299,6.9661,6.52381,4.47458,0.28814,0.27119,0.06411,0.00255,0.0389299999999999,25.17544,287
"41","2020_Q2",59.9347619047619,"Down",5.33e+08,-3.8e+08,1.53e+08,-1.36e+08,-9.9e+07,-1.6e+07,1.7e+07,-1e+07,-1e+07,4246168.82164618,7e+06,3e+06,1e+07,2.4e+07,3.4e+07,-2e+06,-2e+06,3.2e+07,3.2e+07,3.2e+07,1.57e+08,1.57e+08,4.41e+08,4.41e+08,6.33e+08,1.13e+08,5.3e+07,1.344e+09,1.575e+09,3.155e+09,-1.58e+09,4.407e+09,1.072e+09,2.274e+09,1.038e+09,5.982e+09,7.326e+09,4.79e+08,2.34e+08,2.45e+08,2.03e+08,6.88e+08,1.645e+09,1.368e+09,1.52e+08,2.5e+08,9.66e+08,3.013e+09,3.701e+09,3.625e+09,7.326e+09,3.4e+07,6.1e+07,-2e+07,-1.09e+08,-3.4e+07,-2.9e+07,-2.9e+07,-2.9e+07,-2e+07,-1.6e+07,1.4e+07,-5e+06,-7e+06,-6.1e+07,-1.5e+07,-7.6e+07,1e+06,-7.5e+07,7.8e+07,1.848e+09,-8.4e+07,0.28705,0.03189,0.06004,0.00883,0.00437,-2.625,1.95349,1.02097,0.25225,0.53333,0.52459,8.88333,-1.4,0.26667,0.00702,-0.01228,0.5,21.67949,99.47059
"42","2020_Q3",71.81953125,"Up",6.1e+08,-4.13e+08,1.97e+08,-1.42e+08,-1.03e+08,-1.8e+07,5.5e+07,-1.1e+08,-1.17e+08,7e+06,-5.5e+07,-5.3e+08,-5.85e+08,1e+07,-5.75e+08,-6999999.99999994,-6999999.99999994,-5.82e+08,-5.82e+08,-5.82e+08,3.53e+08,3.53e+08,4.98e+08,4.98e+08,6.11e+08,1.83e+08,1.19e+08,1.645e+09,1.564e+09,3.172e+09,-1.608e+09,3.759e+09,1.044e+09,1.723e+09,9.68e+08,5.323e+09,6.968e+09,4.73e+08,2.55e+08,2.18e+08,4.94e+08,9.72e+08,1.666e+09,1.347e+09,1.51e+08,2.5e+08,9.46e+08,3.013e+09,3.985e+09,2.983e+09,6.968e+09,-5.75e+08,6.1e+07,6.15e+08,-5.4e+07,4.7e+07,-3.7e+07,-3.7e+07,-3.7e+07,-2.9e+07,-1.7e+07,2.7e+08,-1.2e+07,2.41e+08,2.59e+08,-63000000.0000001,1.96e+08,0,1.96e+08,1.16e+08,2.16e+09,1.5e+07,0.32295,0.09016,-0.9541,-0.19511,-0.08352,-0.0257700000000001,1.69239,1.3359,0.30999,-9.3871,-9.54098,9.83871,0.24194,0.27419,-0.08706,0.00231,-0.02921,15.57759,32.85455
"43","2020_Q4",73.51296875,"Up",5.74e+08,-3.78e+08,1.96e+08,-1.48e+08,-1.13e+08,-1.4e+07,4.8e+07,1.5e+07,1.4e+07,0,6.3e+07,0,6.3e+07,-1.3e+07,5e+07,-1.3e+07,-1.3e+07,3.7e+07,3.7e+07,3.7e+07,4.16e+08,4.16e+08,4.55e+08,4.55e+08,6.17e+08,1.82e+08,1.21e+08,1.67e+09,1.554e+09,3.203e+09,-1.649e+09,3.762e+09,1.026e+09,1.734e+09,9.78e+08,5.316e+09,6.986e+09,4.63e+08,2.25e+08,2.38e+08,4.69e+08,9.37e+08,1.673e+09,1.363e+09,1.52e+08,2.48e+08,9.63e+08,3.036e+09,3.973e+09,3.013e+09,6.986e+09,5e+07,6.1e+07,-3.3e+07,6.2e+07,1.4e+08,-2.7e+07,-2.8e+07,-2.8e+07,-1.6e+07,-1.7e+07,-2.5e+07,0,-4.2e+07,8.2e+07,-1.9e+07,6.3e+07,0,6.3e+07,1.09e+08,2.142e+09,1.57e+08,0.34146,0.08362,0.06446,0.01228,0.0053,4.24324,1.78228,1.31862,0.30661,0.60656,0.60656,9.40984,2.57377,0.27869,0.00828,0.02409,0.45946,15.83486,35.95833
"44","2021_Q1",84.2204918032787,"Up",2.99e+08,-2.46e+08,5.3e+07,-1.06e+08,-8.5e+07,-8e+06,-5.3e+07,-1.1e+07,-6000000.00000003,-7e+06,-6.4e+07,-999999.99999994,-6.5e+07,1e+06,-64000000.0000001,6.9e+07,6.9e+07,5000000.00000012,5000000.00000012,5000000.00000012,4.54e+08,4.54e+08,4.37e+08,4.37e+08,5.06e+08,1.5e+08,8.7e+07,1.547e+09,1.485e+09,3.002e+09,-1.517e+09,3.845e+09,1.011e+09,1.305e+09,9.57e+08,5.33e+09,6.877e+09,4.83e+08,2.11e+08,2.72e+08,3.02e+08,8.13e+08,1.687e+09,1.341e+09,1.57e+08,2.29e+08,9.55e+08,3.028e+09,3.841e+09,3.036e+09,6.877e+09,-64000000.0000001,5.2e+07,-23999999.9999999,1.1e+08,7.4e+07,-3.5e+07,-27395413.4997246,-27395413.4997246,-2e+07,-1.6e+07,-1.66e+08,-1e+06,-1.83e+08,-1.29e+08,1.66e+08,3.7e+07,1e+06,3.8e+07,-1000000.00000001,1.989e+09,7.3e+07,0.17726,-0.17726,0.0167200000000001,0.00165000000000003,0.000729999999999982,14.6,1.90283,1.26515,0.28922,0.0819700000000001,0.0819700000000001,4.90164,1.19672,0.2623,0.0033,0.01147,3.2,-1535,-28.96226
"45","2021_Q2",88.1690476190476,"Up",4.68e+08,-3.21e+08,1.47e+08,-1.35e+08,-1.01e+08,-1.3e+07,1.2e+07,1.2e+07,7e+06,5e+06,2.4e+07,1.4e+07,3.8e+07,5e+06,4.3e+07,1.3e+07,1.3e+07,5.6e+07,5.6e+07,5.6e+07,3.35e+08,3.35e+08,4.09e+08,4.09e+08,5.37e+08,1e+08,1e+08,1.381e+09,1.562e+09,3.31e+09,-1.748e+09,3.799e+09,1.001e+09,1.792e+09,9.8e+08,5.361e+09,6.742e+09,4.69e+08,2.17e+08,2.52e+08,1.16e+08,5.85e+08,1.725e+09,1.31e+09,1.57e+08,2.22e+08,9.31e+08,3.035e+09,3.62e+09,3.122e+09,6.742e+09,4.3e+07,5.9e+07,-3.4e+07,1.3e+07,8.1e+07,-2.5e+07,-3e+07,-3e+07,-4e+06,-1.7e+07,-1.87e+08,-3e+06,-2.07e+08,-1.3e+08,8e+06,-1.22e+08,3e+06,-1.19e+08,7.1e+07,1.841e+09,5.4e+07,0.3141,0.02564,0.11966,0.01794,0.00831,0.96429,2.36068,1.15951,0.27306,0.93333,0.91803,7.8,0.9,0.28333,0.01164,0.00861,0.30357,21.21127,125.5
"46","2021_Q3",86.22609375,"Down",5.09e+08,-3.49e+08,1.6e+08,-1.12e+08,-7.9e+07,-1.1e+07,4.8e+07,-2.3e+07,-2.4e+07,1e+06,2.5e+07,-5000000.00000001,2e+07,5e+06,2.5e+07,1.6e+07,1.6e+07,4.1e+07,4.1e+07,4.1e+07,3.73e+08,3.73e+08,4.47e+08,4.47e+08,5.12e+08,8.6e+07,8.6e+07,1.418e+09,1.532e+09,3.307e+09,-1.775e+09,3.714e+09,9.71e+08,1.76e+09,9.57e+08,5.246e+09,6.664e+09,4.58e+08,2.17e+08,2.41e+08,1.11e+08,5.69e+08,1.69e+09,1.291e+09,1.52e+08,2.29e+08,9.1e+08,2.981e+09,3.55e+09,3.114e+09,6.664e+09,2.5e+07,5.9e+07,6999999.99999999,-5.2e+07,3.9e+07,-2.3e+07,-2.3e+07,-2.3e+07,-1.4e+07,-1.6e+07,-8e+06,-2e+06,-2.6e+07,-1e+06,3.8e+07,3.7e+07,1e+06,3.8e+07,1.07e+08,1.801e+09,2.7e+07,0.31434,0.0943,0.08055,0.01317,0.00615,0.65854,2.49209,1.14001,0.27026,0.66129,0.65079,8.20968,0.43548,0.25806,0.00918,0.00435,0.390239999999999,13.3457900000001,29.75
"47","2021_Q4",99.14515625,"Up",5.43e+08,-3.7e+08,1.73e+08,-1.29e+08,-9.4e+07,-1.3e+07,4.4e+07,0,-1e+06,1e+06,4.4e+07,2e+06,4.6e+07,2.5e+07,7.1e+07,8e+06,8e+06,7.9e+07,7.9e+07,7.9e+07,2.62e+08,2.62e+08,3.84e+08,3.84e+08,5.17e+08,7.2e+07,7.2e+07,1.235e+09,1.524e+09,3.343e+09,-1.819e+09,4.007e+09,1.133e+09,1.901e+09,9.47e+08,5.531e+09,6.766e+09,4.77e+08,2.36e+08,2.41e+08,1.25e+08,6.02e+08,1.696e+09,1.266e+09,1.58e+08,2.43e+08,8.65e+08,2.962e+09,3.564e+09,3.202e+09,6.766e+09,7.1e+07,6.2e+07,-9e+06,7e+07,1.94e+08,-2.2e+07,-2.1e+07,-2.1e+07,-3.22e+08,-1.9e+07,1e+07,-1e+06,-1e+07,-1.38e+08,2.7e+07,-1.11e+08,0,-1.11e+08,1.06e+08,1.821e+09,1.29e+08,0.3186,0.08103,0.14549,0.02467,0.01168,1.63291,2.0515,1.11305,0.26914,1.29508,1.27419,8.90164,2.11475,0.31148,0.01558,0.02051,0.24051,14.70755,35.43182
"48","2022_Q1",95.0306451612903,"Down",5.91e+08,-4.01e+08,1.9e+08,-1.13e+08,-8.4e+07,-1.3e+07,7.7e+07,-4.6e+07,-3.8e+07,-7e+06,3.1e+07,1.86264514923096e-09,3.1e+07,3e+06,3.4e+07,1e+07,1e+07,4.4e+07,4.4e+07,4.4e+07,2.1e+08,2.1e+08,3.69e+08,3.69e+08,4.73e+08,6.65e+08,6.8e+07,1.717e+09,1.427e+09,3.066e+09,-1.639e+09,3.468e+09,1.099e+09,1.43e+09,9.09e+08,4.895e+09,6.612e+09,4.87e+08,2.36e+08,2.51e+08,3.97e+08,9.34e+08,1.706e+09,1.22e+09,1.44e+08,2.37e+08,8.39e+08,2.926e+09,3.86e+09,2.752e+09,6.612e+09,3.4e+07,6.4e+07,5e+06,4.9e+07,1.52e+08,-3e+07,-34636141.6843265,-34636141.6843265,-2.7e+07,-1.8e+07,2.92e+08,-7e+06,-1.83e+08,-5.8e+07,6999999.99999999,-5.1e+07,-1e+06,-5.2e+07,1.41e+08,2.103e+09,1.57e+08,0.32149,0.13029,0.07445,0.01599,0.00665,3.56818,1.83833,1.40262,0.31806,0.77193,0.72131,10.36842,2.75439,0.31579,0.01021,0.02584,0.40909,13.42553,24.58442
"49","2022_Q2",101.486129032258,"Up",5.12e+08,-3.51e+08,1.61e+08,-1.19e+08,-8.2e+07,-1.3e+07,4.2e+07,-5e+06,-5e+06,-37870758.4260561,3.7e+07,-3330196.14351023,3.7e+07,-5e+06,3.2e+07,1.6e+07,1.6e+07,4.8e+07,4.8e+07,4.8e+07,1.94e+08,1.94e+08,3.4e+08,3.4e+08,5.3e+08,6.7e+08,6.6e+07,1.734e+09,1.401e+09,3.07e+09,-1.669e+09,3.414e+09,1.068e+09,1.411e+09,9.05e+08,4.815e+09,6.549e+09,4.5e+08,2.36e+08,2.14e+08,4.11e+08,9.08e+08,1.684e+09,1.194e+09,1.45e+08,2.38e+08,8.11e+08,2.878e+09,3.786e+09,2.763e+09,6.549e+09,3.2e+07,6e+07,-6e+06,-7.2e+07,1.4e+07,-1.4e+07,-71658425.0529794,-71658425.0529794,-7e+06,-1.7e+07,1.1e+07,-5e+06,-1.1e+07,-4e+06,-1e+07,-1.4e+07,-3e+06,-1.7e+07,1.02e+08,2.095e+09,2.1e+07,0.31445,0.08203,0.09375,0.01737,0.00733,0.4375,1.90969,1.37025,0.3199,0.84211,0.78689,8.98246,0.36842,0.29825,0.01074,0.00347,0.35417,18.63725,45.2619
"50","2022_Q3",101.1740625,"Down",6.03e+08,-3.84e+08,2.19e+08,-1.26e+08,-9e+07,-1.3e+07,9.3e+07,-4.3e+07,-4.4e+07,-103612275.278168,5e+07,7e+06,5.7e+07,-1.9e+07,3.8e+07,7.48e+08,7.48e+08,7.86e+08,7.86e+08,7.86e+08,9.64e+08,9.64e+08,4.07e+08,4.07e+08,5.73e+08,8.1e+07,7.7e+07,2.025e+09,1.38e+09,3.081e+09,-1.701e+09,3.375e+09,1.041e+09,1.404e+09,9e+08,4.755e+09,6.78e+09,7.89e+08,2.48e+08,5.41e+08,2.1e+07,8.1e+08,1.438e+09,1.151e+09,1.4e+08,2.18e+08,7.93e+08,2.589e+09,3.399e+09,3.381e+09,6.78e+09,3.8e+07,6.1e+07,2.6e+07,-1.08e+08,1.7e+07,-1.2e+07,-139816850.105959,-139816850.105959,-3.5e+07,-1.7e+07,-6.26e+08,-1e+06,-7.99e+08,-8.17e+08,1.587e+09,7.7e+08,1e+06,7.71e+08,1.54e+08,1.459e+09,5.3e+07,0.36318,0.15423,1.30348,0.23248,0.11593,0.0674299999999999,2.5,1.00532,0.21519,13.80794,13.55172,10.59311,0.93107,0.29865,0.13403,0.00885,0.02163,3.21429,5.32258
