"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",84.931746031746,"Down",4.691e+09,-3.032e+09,1.659e+09,-9.11e+08,-8.49e+08,7.48e+08,-6.8e+07,-6.8e+07,6.8e+08,6.8e+08,-2.3e+08,3.6e+07,4.86e+08,4.86e+08,-1.8e+07,4.68e+08,4.68e+08,5.87e+08,5.87e+08,2.244e+09,2.244e+09,1.893e+09,6.59e+08,6.59e+08,5.383e+09,7.16e+09,2.9e+08,2.22e+09,1.538e+09,6.82e+08,9.67e+09,1.5053e+10,4.574e+09,2.502e+09,1.751e+09,1.612e+09,6.186e+09,6.119e+09,2.336e+09,1.286e+09,3.87e+08,8.455e+09,1.4641e+10,1.93e+08,2.19e+08,4.12e+08,1.5053e+10,4.86e+08,1.94e+08,-2.14e+08,-4.46e+08,2e+07,-2.84e+08,3e+06,-2.81e+08,-3.1e+08,7.84e+08,-2.07e+08,-1.63e+08,1.04e+08,-1.57e+08,-1.57e+08,-4.5e+07,-2.02e+08,9.42e+08,7.731e+09,4.42e+08,0.35366,0.15945,0.09977,1.13592,0.03109,0.94444,0.87019,35.53641,0.51359,1.28149,1.27208,12.84502,0.52848,1.2103,0.84885,6,0.07424,0.04218,0.66239,7.58386,9.5508
"22","2015_Q3",86.6634375,"Up",4.643e+09,-2.986e+09,1.657e+09,-2.201e+09,-8.69e+08,-5.44e+08,-6.9e+07,-6.9e+07,-6.13e+08,-6.13e+08,2.81e+08,3.9e+07,-2.93e+08,-2.93e+08,-1.2e+07,-3.05e+08,-3.05e+08,6.03e+08,6.03e+08,2.286e+09,2.286e+09,1.948e+09,6.81e+08,6.81e+08,5.518e+09,7.251e+09,2.86e+08,2.291e+09,1.553e+09,7.38e+08,9.828e+09,1.5346e+10,4.71e+09,2.599e+09,1.79e+09,2.055e+09,6.765e+09,5.544e+09,2.293e+09,1.186e+09,4.09e+08,7.837e+09,1.4602e+10,5.16e+08,2.28e+08,7.44e+08,1.5346e+10,-2.93e+08,1.89e+08,8.47e+08,29000000.0000001,7.72e+08,-2.43e+08,-2e+06,-2.45e+08,-3.21e+08,-1.35e+08,-6.9e+07,1.7e+07,-5.08e+08,1.9e+07,1.9e+07,-3e+06,15999999.9999999,-3.55e+08,7.599e+09,-8.5e+08,0.35688,-0.11717,-0.06569,-0.40995,-0.01987,2.78689,0.81567,19.62634,0.49518,-0.83722,-0.83174,12.74499,1.41642,-2.33324,0.88114,5,0.0015,-0.07992,-1.05246,-19.70704,-12.86029
"23","2015_Q4",95.1725,"Up",4.718e+09,-3.036e+09,1.682e+09,-9.03e+08,-8.68e+08,7.79e+08,-7e+07,-7e+07,7.09e+08,7.09e+08,-2.17e+08,3.7e+07,5.29e+08,5.29e+08,-1.2e+07,5.17e+08,5.17e+08,6.43e+08,6.43e+08,2.284e+09,2.284e+09,1.883e+09,6.32e+08,6.32e+08,5.442e+09,7.066e+09,2.79e+08,2.141e+09,1.435e+09,7.06e+08,9.486e+09,1.4928e+10,4.741e+09,2.518e+09,1.903e+09,1.46e+09,6.201e+09,6.125e+09,2.326e+09,1.312e+09,3.88e+08,8.451e+09,1.4652e+10,5.4e+07,2.22e+08,2.76e+08,1.4928e+10,5.29e+08,1.82e+08,3.7e+07,1.01e+08,8.49e+08,-2.71e+08,-2.6e+07,-2.97e+08,-3.21e+08,-1e+07,-1.25e+08,1e+06,-4.55e+08,9.7e+07,9.7e+07,-5.7e+07,4e+07,9.61e+08,7.585e+09,1.008e+09,0.35651,0.16511,0.10958,1.87319,0.03463,1.94971,0.8776,53.08696,0.50811,1.42072,1.4118,12.9651,0.14839,2.76999,0.88211,7,0.08226,0.09895,0.62089,7.22373,8.91142
"24","2016_Q1",103.881475409836,"Up",4.539e+09,-2.913e+09,1.626e+09,-9.96e+08,-8.57e+08,6.3e+08,-7.1e+07,-7.1e+07,5.59e+08,5.59e+08,-2.52e+08,3.7e+07,3.44e+08,3.44e+08,-1.1e+07,3.33e+08,3.33e+08,6.19e+08,6.19e+08,2.281e+09,2.281e+09,1.909e+09,6.17e+08,6.17e+08,5.426e+09,7.104e+09,2.47e+08,2.065e+09,1.446e+09,6.19e+08,9.416e+09,1.4842e+10,4.68e+09,2.612e+09,1.75e+09,1.669e+09,6.349e+09,6.106e+09,2.347e+09,1.137e+09,4.44e+08,8.453e+09,1.4802e+10,-1.74e+08,2.14e+08,4e+07,1.4842e+10,3.44e+08,1.81e+08,2.69e+08,-1.29e+08,6.65e+08,-2.58e+08,3.1e+07,-2.27e+08,-3.2e+08,2.11e+08,-3.2e+08,-9999999.99999999,-4.39e+08,-1e+06,-1e+06,-2.3e+07,-2.4e+07,8.11e+08,7.775e+09,6.76e+08,0.35823,0.1388,0.07336,8.325,0.02244,2.03003,0.85462,370.05,0.52385,0.9204,0.91383,12.54561,-0.48093,1.86844,0.88447,7,0.06426,0.06652,0.96096,8.82367,11.35873
"25","2016_Q2",105.185625,"Up",4.476e+09,-2.837e+09,1.639e+09,-8.35e+08,-8.25e+08,8.04e+08,-7.2e+07,-7.2e+07,7.32e+08,7.32e+08,-2.07e+08,3.5e+07,5.6e+08,5.6e+08,-1.5e+07,5.45e+08,5.45e+08,6.35e+08,6.35e+08,2.255e+09,2.255e+09,1.902e+09,3.59e+08,3.59e+08,5.151e+09,7.188e+09,2.84e+08,2.197e+09,1.498e+09,6.99e+08,9.669e+09,1.482e+10,4.392e+09,2.442e+09,1.618e+09,9.99e+08,5.391e+09,6.904e+09,2.196e+09,1.167e+09,4.35e+08,9.1e+09,1.4491e+10,1.09e+08,2.2e+08,3.29e+08,1.482e+10,5.6e+08,1.72e+08,-7.4e+07,-1.05e+08,5.53e+08,-2.2e+08,-9e+06,-2.29e+08,-3.18e+08,1.19e+08,-1.09e+08,-7e+06,-3.15e+08,9e+06,9e+06,7e+06,1.6e+07,9.76e+08,7.903e+09,8.58e+08,0.36618,0.17962,0.12176,1.65653,0.03677,1.57431,0.95548,44.04559,0.53327,1.51095,1.49972,12.4092,0.30219,2.37871,0.88162,8,0.08276,0.08228,0.58349,7.44672,9.0398
"26","2016_Q3",104.695,"Down",4.588e+09,-2.924e+09,1.664e+09,-8.26e+08,-8.47e+08,8.38e+08,-7.8e+07,-7.8e+07,7.6e+08,7.6e+08,-2.17e+08,3.5e+07,5.78e+08,5.78e+08,-1.2e+07,5.66e+08,5.66e+08,6.56e+08,6.56e+08,2.249e+09,2.249e+09,1.807e+09,4.02e+08,4.02e+08,5.114e+09,7.188e+09,2.87e+08,2.181e+09,1.507e+09,6.74e+08,9.656e+09,1.477e+10,4.456e+09,2.448e+09,1.677e+09,7.72e+08,5.228e+09,6.905e+09,2.213e+09,1.192e+09,3.95e+08,9.118e+09,1.4346e+10,1.96e+08,2.28e+08,4.24e+08,1.477e+10,5.78e+08,1.77e+08,4.8e+07,5.7e+07,8.6e+08,-1.77e+08,-6e+06,-1.55e+08,-3.32e+08,-2.36e+08,-1.26e+08,6e+06,-6.88e+08,1.7e+07,1.7e+07,4e+06,2.1e+07,1.015e+09,7.677e+09,1.112e+09,0.36269,0.18265,0.12337,1.33491,0.03832,1.96466,0.97819,33.83491,0.51977,1.57222,1.56181,12.74444,0.54444,3.08889,0.92222,8,0.08707,0.10781,0.58657,6.91724,8.37828
"27","2016_Q4",94.6577777777778,"Down",4.594e+09,-2.924e+09,1.67e+09,-8.34e+08,-8.33e+08,8.36e+08,-7.9e+07,-7.9e+07,7.57e+08,7.57e+08,-2.27e+08,3.3e+07,5.63e+08,5.63e+08,-1.3e+07,5.5e+08,5.5e+08,8.84e+08,8.84e+08,2.222e+09,2.222e+09,1.736e+09,4.18e+08,4.18e+08,5.26e+09,7.198e+09,2.89e+08,2.152e+09,1.518e+09,6.34e+08,9.639e+09,1.4899e+10,4.515e+09,2.454e+09,1.731e+09,1.205e+09,5.72e+09,6.443e+09,2.185e+09,1.195e+09,3.96e+08,8.628e+09,1.4348e+10,2.99e+08,2.52e+08,5.51e+08,1.4899e+10,5.63e+08,1.79e+08,9e+06,1.97e+08,9.48e+08,-1.85e+08,2.1e+07,-1.92e+08,-3.31e+08,-2.6e+07,-1.8e+08,3e+06,-5.34e+08,2.22e+08,2.22e+08,6e+06,2.28e+08,1.015e+09,7.648e+09,1.254e+09,0.36352,0.18198,0.11972,0.99819,0.03692,2.28,0.91958,26.03993,0.51332,1.53118,1.52144,12.78953,0.83241,3.49109,0.92149,8,0.08484,0.12076,0.60182,6.66404,8.09091
"28","2017_Q1",103.677903225806,"Up",4.629e+09,-2.911e+09,1.718e+09,-8.13e+08,-7.95e+08,9.05e+08,-1.45e+08,-7.9e+07,7.6e+08,7.6e+08,-2.71e+08,2.9e+07,5.18e+08,5.18e+08,-1.3e+07,5.05e+08,5.05e+08,9.23e+08,9.23e+08,2.176e+09,2.176e+09,1.679e+09,3.37e+08,3.37e+08,5.115e+09,7.169e+09,2.57e+08,2.061e+09,1.48e+09,5.81e+08,9.487e+09,1.4602e+10,4.713e+09,2.609e+09,1.775e+09,1.133e+09,5.846e+09,6.439e+09,2.2e+09,1.301e+09,3.67e+08,8.639e+09,1.4485e+10,-1.02e+08,2.19e+08,1.17e+08,1.4602e+10,5.18e+08,1.77e+08,-8999999.99999999,1.85e+08,8.71e+08,-1.89e+08,1e+07,-1.56e+08,-3.3e+08,-7e+07,-2.17e+08,-3.1e+07,-6.48e+08,6.7e+07,6.7e+07,-2.8e+07,3.9e+07,1.082e+09,7.572e+09,1.349e+09,0.37114,0.19551,0.10909,4.31624,0.03458,2.67129,0.87496,123.80342,0.51856,1.4118,1.40473,12.94101,-0.28516,3.77132,0.92256,8,0.08444,0.13641,0.65347,6.1451,7.34696
"29","2017_Q2",107.735079365079,"Up",4.504e+09,-2.844e+09,1.66e+09,-8.12e+08,-8.07e+08,8.48e+08,-9.5e+07,-8.1e+07,7.53e+08,7.53e+08,-2.07e+08,2.9e+07,5.75e+08,5.75e+08,-1.2e+07,5.63e+08,5.63e+08,8.35e+08,8.35e+08,2.224e+09,2.224e+09,1.728e+09,3.25e+08,3.25e+08,5.112e+09,7.251e+09,2.84e+08,2.111e+09,1.528e+09,5.83e+08,9.646e+09,1.4758e+10,4.536e+09,2.571e+09,1.62e+09,1.328e+09,5.864e+09,6.425e+09,2.107e+09,1.278e+09,3.72e+08,8.532e+09,1.4396e+10,1.36e+08,2.26e+08,3.62e+08,1.4758e+10,5.75e+08,1.78e+08,-5.3e+07,-2.64e+08,4.36e+08,-2.15e+08,3.7e+07,-1.78e+08,-3.29e+08,1.88e+08,-2.17e+08,-9e+06,-3.67e+08,-1.09e+08,-1.09e+08,2.1e+07,-8.8e+07,1.026e+09,7.753e+09,7.54e+08,0.36856,0.18828,0.125,1.55525,0.03815,1.33925,0.87176,39.76796,0.52534,1.58146,1.56999,12.65169,0.38202,2.11798,0.92416,7,0.08726,0.07376,0.58437,6.74269,8.15802
"30","2017_Q3",101.873492063492,"Down",4.576e+09,-2.924e+09,1.652e+09,-8.38e+08,-8.35e+08,8.14e+08,-9.8e+07,-8.3e+07,7.16e+08,7.16e+08,-2.02e+08,2.6e+07,5.4e+08,5.4e+08,-9e+06,5.31e+08,5.31e+08,1.051e+09,1.051e+09,2.221e+09,2.221e+09,1.738e+09,3.8e+08,3.8e+08,5.39e+09,7.246e+09,2.83e+08,2.151e+09,1.527e+09,6.24e+08,9.68e+09,1.507e+10,4.643e+09,2.629e+09,1.671e+09,1.246e+09,5.889e+09,6.777e+09,2.073e+09,1.278e+09,3.54e+08,8.85e+09,1.4739e+10,1.02e+08,2.29e+08,3.31e+08,1.507e+10,5.4e+08,1.8e+08,3.2e+07,72999999.9999999,8.25e+08,-1.71e+08,-3.8e+07,-2.09e+08,-3.45e+08,2.58e+08,-2.73e+08,-3.7e+07,-3.97e+08,2.19e+08,2.19e+08,-3000000.00000001,2.16e+08,9.94e+08,8.023e+09,1.098e+09,0.36101,0.17788,0.11604,1.60423,0.03524,2.0678,0.91527,44.5287,0.53238,1.49831,1.48865,12.91196,0.28781,3.09819,0.97348,6,0.08401,0.1053,0.64972,7.01408,8.56511
"31","2017_Q4",98.0828571428571,"Down",4.665e+09,-2.998e+09,1.667e+09,-7.99e+08,-8.07e+08,8.68e+08,-8.9e+07,-7.5e+07,7.79e+08,7.79e+08,-2.24e+08,2.4e+07,5.79e+08,5.79e+08,-1.2e+07,5.67e+08,5.67e+08,6.55e+08,6.55e+08,2.36e+09,2.36e+09,1.748e+09,4.63e+08,4.63e+08,5.226e+09,7.317e+09,2.72e+08,2.234e+09,1.581e+09,6.53e+08,9.823e+09,1.5049e+10,4.823e+09,2.729e+09,1.752e+09,5.89e+08,5.412e+09,7.057e+09,2.082e+09,1.285e+09,3.63e+08,9.139e+09,1.4551e+10,2.59e+08,2.39e+08,4.98e+08,1.5049e+10,5.79e+08,1.82e+08,7e+06,3.7e+07,8.05e+08,-2.09e+08,-8.1e+07,-2.9e+08,-3.43e+08,-3.7e+08,-2e+08,-3e+06,-9.16e+08,-4.01e+08,-4.01e+08,5e+06,-3.96e+08,1.05e+09,7.646e+09,1.102e+09,0.35734,0.18607,0.12154,1.13855,0.03768,1.94356,0.96563,29.21888,0.50807,1.6076,1.59808,13.22654,0.73434,3.12447,0.9725,7,0.08899,0.10776,0.60494,6.6581,8.05415
"32","2018_Q1",96.5283606557377,"Down",4.603e+09,-2.995e+09,1.608e+09,-7.8e+08,-7.53e+08,8.28e+08,-8.5e+07,-6.9e+07,7.43e+08,7.43e+08,-1.43e+08,2.5e+07,6.25e+08,6.25e+08,-8e+06,6.17e+08,6.17e+08,6.16e+08,6.16e+08,2.315e+09,2.315e+09,1.79e+09,4.9e+08,4.9e+08,5.211e+09,7.436e+09,2.33e+08,2.271e+09,1.576e+09,6.95e+08,9.94e+09,1.5151e+10,4.905e+09,2.834e+09,1.73e+09,9.53e+08,5.858e+09,6.472e+09,1.939e+09,1.184e+09,3.6e+08,8.411e+09,1.4269e+10,6.29e+08,2.53e+08,8.82e+08,1.5151e+10,6.25e+08,1.84e+08,4.8e+07,6e+06,8.63e+08,-1.9e+08,1.3e+07,-1.74e+08,-3.42e+08,-2.6e+08,-1e+08,-3.9e+07,-7.41e+08,-5.2e+07,-5.2e+07,1.3e+07,-38999999.9999999,1.012e+09,7.425e+09,9.71e+08,0.34934,0.17988,0.13404,0.69955,0.04072,1.57374,0.88955,16.178,0.49007,1.75633,1.7454,13.10276,1.79049,2.76402,0.97353,7,0.0936,0.09477,0.55429,6.72826,8.22343
"33","2018_Q2",88.90796875,"Down",4.731e+09,-3.407e+09,1.324e+09,-1.077e+09,-1.079e+09,2.47e+08,-7.3e+07,-6.4e+07,1.74e+08,1.74e+08,-1.04e+08,2.7e+07,9.7e+07,9.7e+07,-4e+06,9.3e+07,9.3e+07,6.26e+08,6.26e+08,2.47e+09,2.47e+09,1.778e+09,4.98e+08,4.98e+08,5.372e+09,7.328e+09,2.6e+08,2.343e+09,1.576e+09,7.67e+08,9.931e+09,1.5303e+10,5.075e+09,2.826e+09,1.899e+09,1.599e+09,6.674e+09,6.081e+09,1.993e+09,1.152e+09,4.2e+08,8.074e+09,1.4748e+10,3.17e+08,2.38e+08,5.55e+08,1.5303e+10,9.7e+07,2.11e+08,1.31e+08,1.03e+08,5.42e+08,-1.89e+08,-6.7e+07,-2.56e+08,-3.41e+08,2.47e+08,-1.83e+08,-6e+06,-2.83e+08,3e+06,3e+06,7e+06,1e+07,4.58e+08,7.68e+09,4.76e+08,0.27986,0.05221,0.01966,0.16757,0.00608,5.11828,0.80491,26.57297,0.50186,0.26541,0.26375,13.50171,0.90468,1.35845,0.97317,6,0.04243,0.04654,3.66667,15.40175,28.5587
"34","2018_Q3",96.8822222222222,"Up",4.604e+09,-3.149e+09,1.455e+09,-7.81e+08,-7.71e+08,6.74e+08,-1.01e+08,-6.5e+07,5.73e+08,5.73e+08,-1.38e+08,3e+07,4.65e+08,4.65e+08,-1e+07,4.55e+08,4.55e+08,4.84e+08,4.84e+08,2.286e+09,2.286e+09,1.75e+09,5.08e+08,5.08e+08,5.028e+09,7.046e+09,2.57e+08,2.233e+09,1.504e+09,7.29e+08,9.536e+09,1.4564e+10,4.914e+09,2.802e+09,1.764e+09,1.741e+09,6.655e+09,5.746e+09,1.985e+09,1.091e+09,4.27e+08,7.731e+09,1.4386e+10,-57000000.0000001,2.35e+08,1.78e+08,1.4564e+10,4.65e+08,2.24e+08,1.08e+08,-1e+07,7.87e+08,-1.58e+08,1999999.99999999,-1.56e+08,-3.5e+08,-1.47e+08,-2.15e+08,-3.5e+07,-7.47e+08,-1.16e+08,-1.16e+08,-2.6e+07,-1.42e+08,8.98e+08,7.487e+09,8.68e+08,0.31603,0.14639,0.09883,2.55618,0.03124,1.90769,0.75552,80.82022,0.51408,1.30447,1.29889,13.19954,-0.16342,2.48853,1.00344,6,0.08342,0.08995,0.769229999999999,7.79844,10.39021
"35","2018_Q4",96.7101587301587,"Down",4.582e+09,-3.166e+09,1.416e+09,-7.47e+08,-7.49e+08,6.69e+08,-9.2e+07,-6.2e+07,5.77e+08,5.77e+08,-1.38e+08,2.3e+07,4.62e+08,4.62e+08,-1.1e+07,4.51e+08,4.51e+08,4.94e+08,4.94e+08,2.308e+09,2.308e+09,1.77e+09,5.36e+08,5.36e+08,5.108e+09,7.03e+09,2.51e+08,2.194e+09,1.48e+09,7.14e+08,9.475e+09,1.4583e+10,5.019e+09,2.937e+09,1.735e+09,1.786e+09,6.805e+09,5.739e+09,1.927e+09,9.93e+08,4.3e+08,7.666e+09,1.4471e+10,-1.33e+08,2.45e+08,1.12e+08,1.4583e+10,4.62e+08,2.17e+08,-1.1e+07,2.4e+07,6.92e+08,-2.19e+08,-1e+06,-2.2e+08,-3.48e+08,4.3e+07,-1.48e+08,0,-4.53e+08,1.9e+07,1.9e+07,-9e+06,1e+07,8.86e+08,7.525e+09,8.29e+08,0.30904,0.14601,0.09843,4.02679,0.03093,1.83814,0.75062,129.20536,0.51601,1.29896,1.293,13.197,-0.38306,2.38767,1.0023,5,0.08354,0.08668,0.77162,7.93567,10.50972
"36","2019_Q1",102.190819672131,"Up",4.569e+09,-3.167e+09,1.402e+09,-7.63e+08,-7.68e+08,6.39e+08,-1.5e+08,-6.2e+07,4.89e+08,4.89e+08,-9.1e+07,2.3e+07,4.21e+08,4.21e+08,-1e+07,4.11e+08,4.11e+08,5.39e+08,5.39e+08,2.164e+09,2.164e+09,1.813e+09,5.25e+08,5.25e+08,5.041e+09,7.159e+09,2.24e+08,2.094e+09,1.474e+09,6.2e+08,9.477e+09,1.4518e+10,5.328e+09,3.19e+09,1.793e+09,1.208e+09,6.536e+09,6.247e+09,1.781e+09,9.31e+08,3.92e+08,8.028e+09,1.4564e+10,-2.87e+08,2.41e+08,-4.6e+07,1.4518e+10,4.21e+08,2.3e+08,-4.1e+07,3.39e+08,9.49e+08,-2.6e+08,-1e+07,-2.7e+08,-3.47e+08,-7.7e+07,-1.92e+08,-1.6e+07,-6.32e+08,4.7e+07,4.7e+07,-2e+06,4.5e+07,8.69e+08,7.455e+09,1.039e+09,0.30685,0.13986,0.08995,-8.93478,0.02831,2.52798,0.77127,-316.6087,0.5135,1.18924,1.18546,13.22049,-0.83044,3.00637,1.00405,4,0.08248,0.11306,0.84428,7.95857,10.82316
"37","2019_Q2",114.367619047619,"Up",4.633e+09,-3.205e+09,1.428e+09,-7.73e+08,-7.69e+08,6.55e+08,-7.3e+07,-6.2e+07,5.82e+08,5.82e+08,-1.43e+08,2.7e+07,4.66e+08,4.66e+08,-1.2e+07,4.54e+08,4.54e+08,4.91e+08,4.91e+08,2.377e+09,2.377e+09,1.857e+09,5.3e+08,5.3e+08,5.255e+09,7.139e+09,2.46e+08,2.564e+09,1.476e+09,1.088e+09,9.949e+09,1.5204e+10,5.297e+09,3.027e+09,1.916e+09,1.9e+09,7.197e+09,5.99e+09,2.099e+09,9.22e+08,6.81e+08,8.089e+09,1.5286e+10,-3.05e+08,2.23e+08,-8.2e+07,1.5204e+10,4.66e+08,2.34e+08,-8e+06,-3.75e+08,3.17e+08,-3.16e+08,-8e+06,-3.24e+08,-3.45e+08,4.49e+08,-1.38e+08,-8e+06,-4.2e+07,-4.9e+07,-4.9e+07,1e+06,-4.8e+07,8.89e+08,7.89e+09,3.41e+08,0.30822,0.14138,0.09799,-5.53659,0.02986,0.7511,0.73017,-186.41463,0.51894,1.31862,1.31214,13.45629,-0.88586,0.99042,1.00203,6,0.08065,0.03442,0.75991,8.32283,11.29618
"38","2019_Q3",122.79734375,"Up",4.594e+09,-3.108e+09,1.486e+09,-8.16e+08,-8.11e+08,6.7e+08,-7.6e+07,-6.5e+07,5.94e+08,5.94e+08,-1.32e+08,3.3e+07,4.95e+08,4.95e+08,-1e+07,4.85e+08,4.85e+08,5.34e+08,5.34e+08,2.397e+09,2.397e+09,1.856e+09,5.34e+08,5.34e+08,5.321e+09,7.207e+09,2.49e+08,2.57e+09,1.478e+09,1.092e+09,1.0026e+10,1.5347e+10,5.294e+09,2.993e+09,1.946e+09,1.291e+09,6.585e+09,6.701e+09,2.011e+09,8.89e+08,6.09e+08,8.712e+09,1.5297e+10,-1.78e+08,2.28e+08,5e+07,1.5347e+10,4.95e+08,2.36e+08,2.8e+07,-1.5e+08,6.09e+08,-2.53e+08,5.5e+07,-1.98e+08,-3.55e+08,86999999.9999999,-3.2e+07,-7.1e+07,-3.71e+08,4e+07,4e+07,3e+06,4.3e+07,9.06e+08,7.992e+09,6.35e+08,0.32347,0.14584,0.10557,9.7,0.0316,1.30928,0.80805,305.94,0.52075,1.40866,1.40173,13.34301,-0.51699,1.84432,1.03108,7,0.08356,0.06317,0.73196,8.23179,11.13134
"39","2019_Q4",121.76125,"Down",4.64e+09,-3.085e+09,1.555e+09,-6.4e+08,-8.15e+08,9.15e+08,-7.4e+07,-6.3e+07,8.41e+08,8.41e+08,-1.92e+08,3.1e+07,6.8e+08,6.8e+08,-9e+06,6.71e+08,6.71e+08,4.16e+08,4.16e+08,2.306e+09,2.306e+09,1.779e+09,5.63e+08,5.63e+08,5.064e+09,7.158e+09,2.94e+08,2.517e+09,1.438e+09,1.079e+09,9.969e+09,1.5033e+10,5.227e+09,2.942e+09,1.931e+09,1.555e+09,6.782e+09,6.198e+09,1.965e+09,8.81e+08,5.78e+08,8.163e+09,1.4945e+10,-1.41e+08,2.29e+08,8.8e+07,1.5033e+10,6.8e+08,2.3e+08,-5.33e+08,5.09e+08,8.86e+08,-9.2e+07,-1.53e+08,-2.45e+08,-3.54e+08,-2.17e+08,-1.63e+08,-1.3e+07,-7.47e+08,-1.06e+08,-1.06e+08,-1.2e+07,-1.18e+08,1.145e+09,7.753e+09,1.754e+09,0.33513,0.1972,0.14461,7.625,0.04464,2.61401,0.74668,169.82955,0.51573,1.95228,1.93931,13.50015,-0.41024,5.10329,1.02997,7,0.10453,0.17887,0.52757,6.40786,8.01858
"40","2020_Q1",125.477580645161,"Up",4.583e+09,-3.017e+09,1.566e+09,-1.025e+09,-8.59e+08,5.41e+08,9.2e+07,-6e+07,6.33e+08,6.33e+08,-1.09e+08,3.2e+07,5.56e+08,5.56e+08,-9e+06,5.47e+08,5.47e+08,4.42e+08,4.42e+08,2.263e+09,2.263e+09,1.79e+09,5.62e+08,5.62e+08,5.057e+09,7.45e+09,2.68e+08,2.508e+09,1.467e+09,1.012e+09,1.0226e+10,1.5283e+10,5.385e+09,3.055e+09,1.978e+09,1.534e+09,6.919e+09,6.213e+09,1.957e+09,8.97e+08,5.49e+08,8.17e+09,1.5089e+10,-3.3e+07,2.27e+08,1.94e+08,1.5283e+10,5.56e+08,2.17e+08,4.1e+08,-2.59e+08,9.24e+08,9.03e+08,-1.174e+09,-2.75e+08,-3.54e+08,-1.7e+07,-2.39e+08,-2.2e+07,-6.32e+08,1.7e+07,1.7e+07,9e+06,2.6e+07,7.58e+08,7.747e+09,1.511e+09,0.3417,0.11804,0.11935,2.81959,0.03579,2.76234,0.73089,77.77835,0.5069,1.59895,1.58827,13.39667,-0.09646,4.41684,1.03479,7,0.09103,0.15266,0.64717,9.6372,13.50277
"41","2020_Q2",126.169206349206,"Up",5.009e+09,-3.218e+09,1.791e+09,-8.87e+08,-8.73e+08,9.04e+08,-7e+07,-5.9e+07,8.34e+08,8.34e+08,-1.97e+08,3.8e+07,6.75e+08,6.75e+08,-1.5e+07,6.6e+08,6.6e+08,9.79e+08,9.79e+08,2.519e+09,2.519e+09,1.539e+09,6.09e+08,6.09e+08,5.646e+09,7.226e+09,3.14e+08,2.491e+09,1.361e+09,1.13e+09,1.0031e+10,1.5677e+10,5.245e+09,2.876e+09,2.008e+09,1.238e+09,6.483e+09,7.21e+09,1.938e+09,8.59e+08,5.67e+08,9.148e+09,1.5631e+10,-1.67e+08,2.13e+08,4.6e+07,1.5677e+10,6.75e+08,2.13e+08,-4e+07,-1.44e+08,7.04e+08,-3.52e+08,-7e+06,-3.59e+08,-3.57e+08,7.07e+08,-1.06e+08,-2.4e+07,2.2e+08,5.65e+08,5.65e+08,-2.8e+07,5.37e+08,1.117e+09,8.448e+09,8.18e+08,0.35756,0.18048,0.13176,14.34783,0.0421,1.23939,0.87089,339.80435,0.53888,1.93322,1.91805,14.67194,-0.48916,2.39602,1.04569,8,0.09749,0.07841,0.54091,6.68666,8.26217
