"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda"
"29","2019_Q4",113.125625,"Up",1.015e+09,-9.8e+07,9.17e+08,-7.72e+08,-4.31e+08,-3.08e+08,1.45e+08,1.09e+08,-1.08e+08,1e+06,-1e+07,-9e+06,-9e+06,-7e+06,-7e+06,1.83e+08,1.83e+08,9.1e+08,6.94e+08,6.94e+08,3.955e+09,7.7e+08,4.334e+09,4e+08,5.104e+09,9.059e+09,7.26e+08,2.48e+08,4.78e+08,8.2e+08,3.84e+08,3.232e+09,2.294e+09,4.11e+08,2.705e+09,5.937e+09,-1.9e+07,3.112e+09,3.122e+09,9.059e+09,-7e+06,3.3e+07,3e+07,6.8e+07,1.24e+08,-1.3e+07,-1e+06,-1.4e+07,1.2e+07,-5e+06,-1.2e+08,-1e+07,-1e+07,-1.1e+07,1.78e+08,3.98e+09,2.43e+08,0.90345,0.14286,-0.0069,-0.00224,-0.00077,-34.71429,1.2237,1.90167,0.43934,-0.16166,-0.15873,23.44111,71.87067,5.61201,-0.00093,0.03234,21.33146
"30","2020_Q1",100.90935483871,"Down",1.116e+09,-6.29e+08,4.87e+08,-3.3e+08,2e+07,-3.15e+08,1.57e+08,1.37e+08,-2.6e+07,1.11e+08,-3.3e+07,7.8e+07,7.8e+07,7.2e+07,7.2e+07,2.87e+08,2.87e+08,8.59e+08,2.647e+09,2.647e+09,4.116e+09,7.18e+08,4.38e+09,4.61e+08,5.098e+09,9.214e+09,8.69e+08,2.86e+08,5.83e+08,8.17e+08,3.84e+08,1.686e+09,4.087e+09,4.1e+08,4.497e+09,6.183e+09,-3.6e+07,3.019e+09,3.031e+09,9.214e+09,7.6e+07,3.5e+07,2.16e+08,-1.25e+08,2.02e+08,3.7e+07,-999999.999999999,3.6e+07,1.27e+08,-2.5e+07,-4.1e+07,1.97e+08,1.97e+08,1.96e+08,1.92e+08,4.087e+09,1.37e+08,0.43638,0.14068,0.06452,0.02375,0.00781,1.90278,2.44128,2.03992,0.44356,1.71021,1.68618,26.50831,71.71021,3.25416,0.01222,0.0182,19.79167
"31","2020_Q2",79.4452380952381,"Down",1.01e+09,-3.47e+08,6.63e+08,-6.16e+08,-2.4e+08,-3.44e+08,4.7e+07,-4.2e+07,-1.21e+08,-1.63e+08,5.8e+07,-1.05e+08,-1.05e+08,-1.06e+08,-1.06e+08,6.51e+08,6.51e+08,7.76e+08,6.36e+08,6.36e+08,4.222e+09,8.33e+08,4.377e+09,5.71e+08,5.21e+09,9.432e+09,6.77e+08,1.69e+08,5.08e+08,8.86e+08,3.5e+08,3.489e+09,2.778e+09,3.93e+08,3.171e+09,6.66e+09,-7.7e+07,2.759e+09,2.772e+09,9.432e+09,-1.05e+08,3.2e+07,1.08e+08,-1.57e+08,-1.22e+08,-1.7e+07,-4e+06,-2.1e+07,6.18e+08,-2.3e+07,4.68e+08,3.25e+08,3.25e+08,3.19e+08,7.9e+07,4.704e+09,-1.53e+08,0.65644,0.04653,-0.10495,-0.03824,-0.01124,1.4434,1.21009,2.4026,0.49873,-2.55422,-2.55422,24.33735,66.48193,-3.68675,-0.00775,-0.01944,51.3038
"32","2020_Q3",88.5340625,"Up",4.8e+08,-2.04e+08,2.76e+08,-3.16e+08,-68000000.0000001,-2.17e+08,-4e+07,-6.8e+07,-1.3e+07,-8.1e+07,1.9e+07,-6.2e+07,-6.2e+07,-7e+07,-7e+07,5.66e+08,5.66e+08,7.71e+08,6.28e+08,6.28e+08,3.979e+09,8.35e+08,4.303e+09,5.09e+08,5.138e+09,9.117e+09,6.21e+08,1.51e+08,4.7e+08,8.08e+08,3.38e+08,3.316e+09,2.68e+09,4.01e+08,3.081e+09,6.397e+09,-7.5e+07,2.699e+09,2.72e+09,9.117e+09,-6.2e+07,3.1e+07,8e+06,7.2e+07,49000000.0000001,-1.7e+07,0,-1.7e+07,-1.4e+08,-8e+06,-1.48e+08,-1.16e+08,-1.16e+08,-1.13e+08,-9e+06,4.567e+09,2.7e+07,0.575,-0.08333,-0.14583,-0.02574,-0.00768,-0.38571,1.19994,2.35184,0.50093,-1.69492,-1.69492,11.62228,65.35109,0.65375,-0.00911,0.00351,-444.55556
"33","2020_Q4",114.99859375,"Up",6.49e+08,-2.31e+08,4.18e+08,-4.18e+08,-1.1e+08,-2.78e+08,0,-3.7e+07,-3.5e+07,-7.2e+07,1.4e+07,-5.8e+07,-5.8e+07,-6.2e+07,-6.2e+07,6.6e+08,6.6e+08,7.61e+08,6.4e+08,6.4e+08,3.974e+09,8.09e+08,4.228e+09,4.48e+08,5.037e+09,9.011e+09,6.48e+08,1.43e+08,5.05e+08,8.26e+08,3.38e+08,3.225e+09,2.68e+09,4.23e+08,3.103e+09,6.328e+09,-6.7e+07,2.658e+09,2.683e+09,9.011e+09,-5.8e+07,3e+07,1.19e+08,1.4e+08,2.31e+08,1.3e+07,1e+06,1.4e+07,-1.18e+08,-7e+06,-1.25e+08,1.2e+08,1.2e+08,1.21e+08,3e+07,4.431e+09,1.69e+08,0.64407,0,-0.09553,-0.02311,-0.00688,-2.72581,1.23225,2.35855,0.49173,-1.50852,-1.50852,15.79075,64.67153,4.11192,-0.00823,0.02242,125.7
"34","2021_Q1",152.010163934426,"Up",7.47e+08,-2.71e+08,4.76e+08,-4.5e+08,-1.22e+08,-2.98e+08,2.6e+07,4e+06,-2.8e+07,-2.4e+07,-7e+06,-3.1e+07,-3.1e+07,-3.7e+07,-3.7e+07,5.24e+08,5.24e+08,7.59e+08,2.308e+09,2.308e+09,3.867e+09,7.91e+08,4.24e+09,4.71e+08,5.031e+09,8.898e+09,7.15e+08,2.09e+08,5.06e+08,8.32e+08,3.44e+08,1.547e+09,4.268e+09,4.01e+08,4.669e+09,6.216e+09,-4.8e+07,2.651e+09,2.682e+09,8.898e+09,-3.1e+07,3e+07,3.1e+07,1.11e+08,1.41e+08,-5e+06,-3e+06,-8e+06,-1.69e+08,-3000000.00000001,-1.72e+08,-3.9e+07,-3.9e+07,-3.6e+07,5.6e+07,4.268e+09,1.69e+08,0.63722,0.03481,-0.04953,-0.0138,-0.00416,-4.56757,2.49968,2.31767,0.47966,-0.89588,-0.89588,18.08717,64.18886,4.09201,-0.00503,0.02299,66.85714
"35","2021_Q2",166.994603174603,"Up",7.59e+08,-2.39e+08,5.2e+08,-4.76e+08,-1.55e+08,-2.8e+08,4.4e+07,7e+06,-4.3e+07,-3.6e+07,1.1e+07,-2.5e+07,-2.5e+07,-2.8e+07,-2.8e+07,6.43e+08,6.43e+08,7.85e+08,2.304e+09,2.304e+09,3.951e+09,8.87e+08,4.349e+09,5.94e+08,5.236e+09,9.187e+09,6.92e+08,1.59e+08,5.33e+08,8.91e+08,3.67e+08,1.583e+09,4.456e+09,4.1e+08,4.866e+09,6.449e+09,-4.5e+07,2.709e+09,2.738e+09,9.187e+09,-2.5e+07,4.1e+07,-2.3e+07,-5.3e+07,-6e+07,-7e+06,-1e+06,-8e+06,3.72e+08,-1.17e+08,2.55e+08,1.87e+08,1.87e+08,1.86e+08,8.5e+07,4.456e+09,1.4e+07,0.68511,0.05797,-0.03689,-0.01023,-0.00305,-0.5,2.49589,2.35537,0.48503,-0.67633,-0.67633,18.33333,65.43478,0.33816,-0.00368,0.00184,44.85882
"36","2021_Q3",147.811875,"Down",9.79e+08,-2.74e+08,7.05e+08,-5.67e+08,-2.3e+08,-3.01e+08,1.38e+08,9.3e+07,-5.8e+07,3.5e+07,-2.7e+07,8e+06,8e+06,6e+06,6e+06,1.312e+09,1.312e+09,8.33e+08,2.359e+09,2.359e+09,4.721e+09,1.026e+09,4.667e+09,5.34e+08,5.693e+09,1.0414e+10,7.72e+08,1.92e+08,5.8e+08,8.49e+08,3.75e+08,1.621e+09,5.303e+09,4.78e+08,5.781e+09,7.402e+09,-3.8e+07,2.982e+09,3.012e+09,1.0414e+10,8e+06,3.6e+07,6.2e+07,1.02e+08,2.08e+08,-4e+06,-7e+06,-1.68e+08,4.75e+08,-1.4e+07,4.61e+08,5.01e+08,5.01e+08,5.02e+08,1.74e+08,5.303e+09,2.99e+08,0.72012,0.14096,0.00613,0.00199,0.00058,49.83333,2.9124,2.4575,0.50922,0.14493,0.14493,23.64734,72.02899,7.22222,0.00068,0.034,22.93678
"37","2021_Q4",157.32875,"Up",1.052e+09,-3.15e+08,7.37e+08,-5.79e+08,-2.2e+08,-3.24e+08,1.58e+08,8.7e+07,-2.9e+07,5.8e+07,-4.7e+07,1.1e+07,1.1e+07,1e+07,1e+07,4.48e+08,4.48e+08,7.41e+08,2.46e+09,2.46e+09,3.872e+09,1.077e+09,4.594e+09,5.01e+08,5.671e+09,9.543e+09,7.66e+08,1.9e+08,5.76e+08,9.24e+08,3.84e+08,1.69e+09,4.389e+09,4.6e+08,4.849e+09,6.539e+09,-3.9e+07,2.973e+09,3.004e+09,9.543e+09,1.1e+07,3.5e+07,3.6e+07,7.3e+07,1.55e+08,-8e+06,-3e+06,-1.1e+07,-9.32e+08,-5e+06,-9.41e+08,-7.97e+08,-7.97e+08,-7.98e+08,1.93e+08,4.389e+09,3.05e+08,0.70057,0.15019,0.00951,0.00333,0.00105,30.5,2.29112,2.17676,0.45992,0.23585,0.23585,24.81132,70.11792,7.1934,0.00127,0.03884,20.41969
"38","2022_Q1",158.171935483871,"Up",1.1e+09,-3.75e+08,7.25e+08,-6.02e+08,-2.39e+08,-3.29e+08,1.23e+08,6.3e+07,7e+06,7e+07,-1.1e+07,5.9e+07,5.9e+07,6.1e+07,6.1e+07,3.42e+08,3.42e+08,7.19e+08,2.785e+09,2.785e+09,3.846e+09,1.136e+09,4.631e+09,4.88e+08,5.767e+09,9.613e+09,8.11e+08,2.65e+08,5.46e+08,7.55e+08,3.02e+08,1.566e+09,4.487e+09,5.74e+08,5.061e+09,6.627e+09,-1.6e+07,2.976e+09,2.986e+09,9.613e+09,5.9e+07,3.4e+07,2e+06,-5.5e+07,4e+07,-2.5e+07,-999999.999999999,-2.6e+07,1.6e+07,-1.1e+07,-91999999.9999998,-78000000.0000002,-78000000.0000002,-78999999.9999998,1.57e+08,4.487e+09,8.8e+07,0.65909,0.11182,0.05545,0.02043,0.00635,1.44262,2.45594,2.21936,0.46676,1.37387,1.28151,24.77477,67.02703,1.98198,0.01044,0.01094,26.40127
"39","2022_Q2",138.849838709677,"Down",1.052e+09,-2.68e+08,7.84e+08,-6.19e+08,-2.43e+08,-3.43e+08,1.65e+08,1.42e+08,-5.2e+07,9e+07,-3.2e+07,5.8e+07,5.8e+07,5.8e+07,5.8e+07,3.54e+08,3.54e+08,6.93e+08,2.326e+09,2.326e+09,3.607e+09,1.162e+09,4.734e+09,6.14e+08,5.896e+09,9.503e+09,7.73e+08,2.12e+08,5.61e+08,9.07e+08,4e+08,1.68e+09,4.53e+09,4.69e+08,4.999e+09,6.679e+09,4e+06,2.814e+09,2.824e+09,9.503e+09,5.8e+07,3.3e+07,6e+07,-2.2e+07,1.29e+08,-6e+06,-4e+06,-1e+07,-7.6e+07,-2.8e+07,-2.72e+08,-1.53e+08,-1.53e+08,-1.53e+08,1.98e+08,4.53e+09,2.02e+08,0.74525,0.15684,0.05513,0.02054,0.0061,3.48276,2.14702,2.36508,0.47669,1.35016,1.33028,24.48918,65.50623,4.7023,0.01368,0.02582,21.09091
"40","2022_Q3",134.48484375,"Down",1.164e+09,-2.69e+08,8.95e+08,-6.63e+08,-2.78e+08,-3.53e+08,2.32e+08,2.4e+08,-6.2e+07,1.78e+08,-4.3e+07,1.35e+08,1.35e+08,1.36e+08,1.36e+08,3.24e+08,3.24e+08,6.95e+08,2.357e+09,2.357e+09,3.62e+09,1.151e+09,4.569e+09,5.11e+08,5.72e+09,9.34e+09,7.51e+08,2.17e+08,5.34e+08,7.77e+08,4.05e+08,1.528e+09,4.594e+09,4.72e+08,5.066e+09,6.594e+09,-999999.999999998,2.745e+09,2.746e+09,9.34e+09,1.35e+08,3.2e+07,-3e+07,-4.8e+07,8.9e+07,-1.7e+07,-5.1e+07,2.5e+07,68000000.0000001,-5e+06,-1.56e+08,-4.2e+07,-4.2e+07,-4.4e+07,2.64e+08,4.594e+09,2.42e+08,0.7689,0.19931,0.11684,0.04953,0.01456,1.77941,2.36911,2.40131,0.49186,3.20755,2.83925,27.45283,64.74057,5.70755,0.02074,0.03098,16.17424
