"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2018_Q1",5.36672131147541,"Up",64814000,-14623000,50191000,-33021000,-19600000,-13421000,17170000,-8242000,-7862000,-7862000,-380000,8928000,-78444000,0,-85370000,-85370000,-85370000,-111402000,57059000,57059000,23720000,23720000,5408000,17814000,4919000,104001000,13892000,22903000,22903000,36795000,140796000,44717000,15515000,29202000,56943000,4308000,4308000,105968000,106761000,140155000,23658000,246916000,352884000,1119551000,-1290420000,-42156000,-213025000,937000,-212088000,140796000,-85370000,3234000,101565000,-17956000,-8700000,-3e+06,2333000,-8589000,1473000,-3925000,49196000,-7741000,2431000,2431000,-5570000,-10880000,39789000,39789000,322000,40111000,20404000,163704000,0.77439,0.26491,-1.7188,0.52526,-0.79123,0.98144,-1.66386,1.1627,-2.36163,-2.36163,1.374,-4.51596,-1.21391,5.22667,6.21112
"31","2018_Q2",6.00390625,"Up",17859000,-5315000,12544000,-35925000,-18100000,-17825000,-23381000,-9286000,-9978000,-9978000,692000,-32667000,-92802000,0,-92802000,-92802000,-92802000,-85298000,24084000,24084000,34977000,34977000,4998000,9794000,7340000,73853000,12880000,31427000,31427000,44307000,118160000,42676000,16054000,26622000,61423000,6466000,6466000,110565000,101636000,192170000,8981000,293806000,404371000,1055592000,-1300447000,-42293000,-287148000,937000,-286211000,118160000,-92802000,1561000,65702000,370000,167000,420000,-108000,-109000,-25169000,-1584000,-1584000,-6934000,306000,306000,-66000,-6694000,-33447000,-33447000,-68000,-33515000,-21820000,163059000,0.70239,-1.3092,-4.77619,0.29802,-0.72189,0.66796,-1.41284,1.37998,-1.66595,-1.66595,0.3488,-5.60826,-1.23588,-6.36916,-5.94393
"32","2018_Q3",7.35349206349206,"Up",15059000,-6534000,8525000,-35123000,-19454000,-15669000,-26598000,-9748000,-9580000,-9580000,-168000,-36346000,-14382000,0,-14382000,-14382000,-14382000,-13954000,14180000,14050000,39497000,39497000,6632000,6533000,4687000,66842000,15300000,36510000,36510000,51810000,118652000,39307000,19206000,20101000,109656000,9643000,9643000,158606000,61746000,147276000,8581000,209022000,367628000,1091819000,-1298914000,-42818000,-249913000,937000,-248976000,118652000,-14382000,1383000,-16991000,670999.999999996,5639000,-1733000,3195000,-6430000,-29319000,-2623000,-2780000.00000001,5409000,16177000,16177000,-118999.999999999,21467000,-10632000,-10632000,-9999.99999999994,-10642000,-25215000,171402000,0.56611,-1.76625,-0.926619999999999,0.05605,-0.1176,0.42143,-1.47656,1.44458,-0.25393,-0.25393,0.27403,-4.54776,-0.2002,-6.23526,-5.91105
"33","2018_Q4",5.75920634920635,"Down",14315000,-8574000,5741000,-43684000,-27239000,-16445000,-37943000,-11713000,-9180000,-9180000,-2533000,-49656000,-74453000,0,-74453000,-74453000,-74453000,-76413000,19045000,19045000,35620000,35620000,6260000,6799000,5541000,67724000,16622000,38336000,38336000,54958000,122682000,38643000,11380000,27263000,108924000,6698000,6698000,154265000,62193000,106814000,8152000,169007000,323272000,1207856000,-1367235000,-42148000,-201527000,937000,-200590000,122682000,-74453000,1013000,30649000,7832000,3877000,423000,-7882000,11414000,-34959000,-2155000,-1998000,-4648000,46074000,46074000,-39000,41387000,4430000,4430000,-23000,4407000,-36930000,171117000,0.40105,-2.65058,-5.33797,0.38094,-0.62285,0.43901,-1.61161,1.3948,-1.25159,-1.25159,0.23447,-3.30087,-0.988,-4.11784,-4.00791
"34","2019_Q1",3.94688524590164,"Down",16371000,-16275000,96000,-44892000,-26109000,-18783000,-44796000,-14905000,-13965000,-13965000,-940000,-59701000,-48598000,0,-48598000,-48598000,-48598000,-47431000,45353000,45353000,17352000,17352000,9693000,19817000,10566000,92215000,19756000,15954000,15954000,35710000,127925000,55823000,26844000,28979000,147677000,8236000,8236000,211736000,62020000,65988000,23192000,128008000,339744000,1352004000,-1521417000,-43343000,-212756000,937000,-211819000,127925000,-48598000,964000,11978000,15737000,-2235000,-3526000,16398000,5100000,-19919000,-6110000,-6110000,58672000,-3087000,-3087000,-3788000,51797000,25768000,25768000,24000,25792000,-43832000,209697000,0.00585999999999998,-2.7363,-2.89726,0.22392,-0.37077,0.43552,-1.60394,1.63922,-0.63737,-0.637369999999983,0.21999,-2.85897,-0.74266,-3.74941,-3.66872
"35","2019_Q2",3.93761904761905,"Down",14374000,-17707000,-3333000,-46092000,-28253000,-17839000,-49425000,-12649000,-12534000,-12534000,-115000,-62074000,-66243000,0,-66243000,-66243000,-66243000,-63813000,5153000,5153000,12302000,12302000,8486000,10327000,8215000,36268000,21558000,47321000,47321000,68879000,105147000,62195000,28604000,33591000,153752000,19757000,19757000,235704000,62075000,39568000,35770000,101643000,337347000,1388371000,-1579129000,-42379000,-233137000,937000,-232200000,105147000,-66243000,848000,15406000,13009000,13069000,1196000,1834000,-3090000,-36980000,-3046000,-3046000,-227000,14000,14000,-9000,-222000,-40248000,-40248000,-70000,-40318000,-48577000,215827000,-0.23188,-3.4385,-4.43947,0.27482,-0.60689,0.15387,-1.45283,2.05262,-0.82327,-0.82327,0.18544,-3.00775,-2.75115,-4.33691,-4.2625
"36","2019_Q3",3.73171875,"Down",62694000,-15121000,47573000,-50084000,-30862000,-19222000,-2510999.99999999,-15258000,-15217000,-15217000,-40999.9999999999,-17769000,-38088000,-9.09494701772928e-13,-38088000,-38088000,-38088000,-70792000,940000.000000004,940000.000000004,19501000,19501000,13961000,11783000,9801000,46185000,24260000,52371000,52371000,76631000,122816000,59572000,31459000,28113000,107649000,22655000,22655000,189876000,61095000,47179000,47179000,108274000,298150000,1484425000,-1617217000,-43479000,-176271000,937000,-175334000,122816000,-38088000,874000,33841000,-17904000,-7195000,-5506000,2698000,-7901000,-21277000,-2905000,-2905000,-33562000,54185000,54185000,-347000,20276000,-3906000,-3906000,-437000,-4342999.99999999,-1637000,168744000,0.75881,-0.0400499999999995,-1.12917,0.40376,-0.57641,0.24324,-1.70047,1.37396,-0.76822,-692.97936,0.68034,-1.91286,-1.74412,-102.50703,-66.82756
"37","2019_Q4",3.705,"Down",34953000,-20654000,14299000,-52373000,-33341000,-19032000,-38074000,-15781000,-16857000,-16857000,1076000,-53855000,-59029000,0,-59562000,-59562000,-59562000,-58019000,1632000,1632000,20764000,20764000,15944000,16860000,12849000,55200000,24436000,48479000,48479000,72915000,128115000,67611000,24925000,42686000,78716000,12710000,12710000,159037000,125527000,51630000,42273000,177157000,336194000,1512308000,-1676779000,-44545000,-209016000,937000,-208079000,128115000,-59562000,969000,16796000,-13413000,-1335000,-2299000,-6582000,-3197000,-55210000,-3062000,-3062000,58959000,0,0,-271000,58688000,416000,416000,259000,675000,-37105000,204243000,0.40909,-1.08929,-1.65991,0.27883,-0.45287,0.34709,-1.6157,1.59422,-0.5559,-0.5559,0.3349,-2.00265,-1.21394,-5.46048,-5.32151
"38","2020_Q1",2.91870967741936,"Down",40536000,-22703000,17833000,-49497000,-34130000,-15367000,-31664000,-15760000,-14057000,-14057000,-1703000,-47424000,-78778000,0,-78874000,-78874000,-78874000,-77727000,269999.999999999,270000.000000001,20190000,20190000,27770000,25381000,12750000,73611000,28930000,58425000,58425000,87355000,160966000,87889000,51234000,36655000,63805000,9443000,9443000,161137000,202133000,47864000,38061000,249997000,411134000,1548680000,-1755653000,-43804000,-250777000,609000,-250168000,160966000,-78874000,1890000,38988000,-5470000,-20532000,-11380000,18926000,7516000,-43466000,-4067000,-4067000,52362000,-450000,-450000,-5744000,46168000,-1365000,-1365000,-4000,-1369000,-29774000,265938000,0.43993,-0.78113,-1.91748,0.3107,-0.48288,0.45682,-1.64343,1.65214,-0.5913,-0.592640000000123,0.30838,-1.90777,-1.22147,-8.92282000000001,-8.39022
"39","2020_Q2",3.32396825396825,"Up",29130000,-11790000,17340000,-49140000,-32014000,-17126000,-31800000,-14998000,-15002000,-15002000,4000,-46798000,-87338000,-415000,-87844000,-87844000,-87844000,-86757000,2607000,2607000,25195000,25195000,31063000,26112000,12823000,84977000,26912000,55418000,55418000,82330000,167307000,89879000,48936000,40943000,90899000,11483000,11483000,192261000,112364000,38811000,31063000,151175000,343436000,1713112000,-1843497000,-46353000,-176738000,609000,-176129000,167307000,-87844000,1719000,46352000,-6602000,-5209000,-4392000,318000,2681000,-46375000,-1040000,-1040000,-7659000,57330000,57330000,-8000,49663000,2248000,2248000,19000,2267000,-30081000,203263000,0.59526,-1.09166,-2.97827,0.49258,-0.51855,0.44199,-1.94991,1.21491,-0.55949,-0.55949,0.18786,-1.13976,-1.3156,-6.67052,-6.30994
"40","2020_Q3",3.66453125,"Up",30005000,-23098000,6907000,-47468000,-30503000,-16965000,-40561000,-18621000,-20118000,-20118000,1497000,-59182000,-107939000,-277000,-108315000,-108315000,-110422000,-104074000,99998000,99998000,22123000,22123000,33059000,35529000,14531000,190709000,27394000,49586000,49586000,76980000,267689000,71889000,22779000,49110000,43482000,13678000,13678000,129049000,164735000,33544000,27711000,198279000,327328000,1940272000,-1953919000,-48708000,-62355000,2716000,-59639000,267689000,-108315000,2396000,65088000,-23126000,3238000,-1837000,-28252000,3725000,-63957000,-4454000,-4454000,-24732000,190454000,190454000,-97999.9999999991,165624000,97213000,97213000,141000,97354000,-38165000,208217000,0.23019,-1.35181,-3.46856,1.74507,-0.38879,1.4778,-5.48849,0.77783,-0.56309,-0.563089999999999,0.16234,-0.33737,-0.57145,-2.83556,-2.66806
"41","2020_Q4",3.19703125,"Down",34258000,-25822000,8436000,-56518000,-38321000,-18197000,-48082000,-6676000,-6627000,-6627000,-49000,-54758000,-21005000,-366000,-21454000,-21454000,-23156000,-15222000,38280000,38280000,27784000,27784000,37212000,27962000,14894000,131238000,29791000,44910000,44910000,74701000,205939000,58787000,30357000,28430000,31431000,13363000,13363000,103581000,144146000,36939000,33105000,181085000,284666000,1943435000,-1977075000,-49505000,-83145000,4418000,-78727000,205939000,-21454000,2625000,-20285000,-16367000,-5765000,-4332000,10810000,-17080000,-55481000,-4125000,-4125000,-1674000,20000,20000,-295000,-1949000,-61555000,-61555000,-196000,-61751000,-45457000,175577000,0.24625,-1.40353,-0.44433,0.19335,-0.07392,1.26701,-3.61586,0.85257,-0.06686,-0.06488,0.15046,-0.36517,-0.11378,-3.02037,-2.85548
"42","2021_Q1",14.5096721311475,"Up",79744000,-27102000,52642000,-55621000,-36233000,-19388000,-2979000,-6990000,-6204000,-6204000,-786000,-9969000,-107568000,-1673000,-109261000,-109261000,-109617000,-176258000,30152000,30152000,32846000,32846000,42862000,40704000,13103000,146564000,32875000,43375000,43375000,76250000,222814000,71752000,41045000,30707000,54748000,36553000,36553000,163053000,26170000,200636000,191938000,226806000,389859000,1962248000,-2086692000,-47375000,-171819000,4774000,-167045000,222814000,-109261000,2631000,104987000,-8297000,-19673000,-5688000,10158000,6906000,-9939999.99999999,-3162000,-3162000,23435000,-14245000,-14245000,-3000,9187000.00000001,-3915000,-3915000,-4232000,-8147000,-348000,80918000,0.66014,-0.0373600000000001,-2.2103,1.05515,-0.79105,0.89887,-2.33386,0.36316,-0.71413,-0.73479,0.32309,-0.69614,-1.53925,-145.87931,-17.04129
"43","2021_Q2",14.9109523809524,"Up",176859000,-22659000,154200000,-61254000,-37922000,-23332000,92946000,-6491000,-5813000,-5813000,-678000,86455000,-290388000,392000,-290051000,-290051000,-291251000,-289152000,143821000,143821000,27427000,27427000,47639000,33338000,19246000,252225000,31933000,42431000,42431000,74364000,326589000,76275000,44154000,32121000,55904000,14931000,14931000,147110000,427560000,62060000,30676000,489620000,636730000,2111241000,-2377943000,-49413000,-316115000,5974000,-310141000,326589000,-290051000,2114000,382603000,13985000,9068000,-5686000,4154000,6449000,108651000,-2493000,-2493000,8111000,1920000,1920000,-2502000,7529000,113687000,113687000,-44000,113643000,95060000,483464000,0.87188,0.52554,-1.63493,0.93232,-0.88537,1.71453,-2.05303,1.48034,-1.08,-1.08,0.66058,-1.18071,-1.22843,3.57293,3.6542
"44","2021_Q3",14.31578125,"Down",52316000,-30421000,21895000,-76764000,-54340000,-22424000,-54869000,-4695000,-4723000,-4723000,28000,-59564000,16644000.0000001,-1140000,15447000,15447000,15381000,14368000,214424000,214424000,41616000,41616000,54261000,38905000,27081000,349206000,41967000,54646000,42661000,96613000,445819000,76877000,48610000,28267000,7705999.99999997,10254000,10254000,94837000,367850000,65644000,39401000,433494000,528331000,2290130000,-2362562000,-44640000,-117072000,34560000,-82512000,445819000,15447000,2321000,-65093000.0000001,-31121000,-24515000,-5331000,2701000,-3976000,-78446000,-2889000,-3177000,11214000,131974000,131974000,8521000,151709000,70086000,70086000,484000,70570000,-52548000,375556000,0.41851,-1.0488,0.27464,-0.17413,0.0322300000000001,3.68217,-6.40308,0.8424,0.0536700000000001,0.0536699999999999,0.1954,-0.43727,0.04006,-3.06638,-2.93667
"45","2021_Q4",9.336875,"Down",47866000,-40252000,7614000,-94459000,-70635000,-23824000,-86845000,-3631000,-4321000,-4512594.45515761,690000,-90476000,-34084000,181000,-33961000,-33961000,-32944000,-32944000,114887000,114887000,34920000,34920000,72062000,56195000,30373000,278064000,53124000,211119000,42765000,264243000,542307000,143326000,80645000,62681000,305247000,11454000,11454000,460027000,17099000,118506000,97041000,135605000,595632000,2363472000,-2395506000,-52134000,-84168000,30843000,-53325000,542307000,-33961000,2571000,-45534000,7556000,-47531551.769908,-2926052.68403568,387404.335970342,-10463070.8701168,-69368000,-16737000,-34911000,7165000,351000,351000,-2700000,4816000,-99463000,-99463000,-38000,-99501000,-84274000,322346000,0.15907,-1.81434,-0.68825,0.6178,-0.06075,0.60445,-11.16985,0.5944,-0.11482,-0.11482,0.16683,-0.29335,-0.08501,-2.46172,-2.38884
"46","2022_Q1",4.48693548387097,"Down",64776000,-61807000,2969000,-119623000,-94914000,-24709000,-116654000,-10208000,-10748000,-4847023.74419121,540000,-126862000,35517000,-7028000,36773000,36773000,37845000,37266000,483462000,483462000,37074000,37074000,75070000,43606000,33513000,639212000,72835000,242251000,71727000,315086000,954298000,151123000,79666000,71457000,108323000,10359000,10359000,269805000,309061000,96224000,89162000,405285000,675090000,2661869000,-2357661000,-52769000,251439000,27769000,279208000,954298000,36773000,2720000,-146348000,-35315000,-43149323.8535778,-1373878.98074998,-271224.513473419,-13065708.7355289,-142170000,-23517000,-23517000,581239000,39747000,39747000,-83078000,537908000,372221000,372221000,-43000,372178000,-113934000,417384000,0.04583,-1.80088,0.57531,0.13347,0.03905,2.36916,2.41787,0.43737,0.10871,0.091,0.18896,0.73349,0.047,0.579970000000003,0.56644
"47","2022_Q2",2.94322580645161,"Down",57709000,-48995000,8714000,-133274000,-106916000,-26358000,-124560000,-8315000,-5263000,-5263000,-3052000,-132875000,-110264000,-789000,-110233000,-110233000,-107305000,-107305000,287886000,287886000,37400000,37400000,82296000,63354000,43202000,470936000,125264000,302250000,110151000,427514000,898450000,168846000,88292000,80554000,1055000,96316000,96316000,266217000,672005000,86105000,80858000,758110000,1024327000,2342666000,-2458973000,-37483000,-153790000,27913000,-125877000,898450000,-110233000,3292000,-6999000,-38502000,-25435000,-5001000,5007000,-13073000,-152442000,-33751000,-47286000,3863000,98000,98000,-3000,3958000,-195770000,-195770000,169000,-195601000,-121268000,673060000,0.151,-2.15842,-1.85942,0.85246,-0.11943,1.76899,-8.13752,0.74913,-0.35663,-0.3379,0.1918,-0.51112,-0.16944,-3.17622,-3.09228
"48","2022_Q3",2.72609375,"Down",65207000,-55930000,9277000,-152698000,-126587000,-26111000,-143421000,-4524000,-5304000,-5304000,780000,-147945000,-109233000,-4972000,-113520000,-113520000,-110013000,-110013000,99820000,99820000,41125000,41125000,99195000,69969000,44667000,310109000,151137000,328194000,136385000,479331000,789440000,183651000,102962000,80689000,955000,2468000,2468000,187074000,724481000,121473000,119824000,845954000,1033028000,2362343000,-2568986000,-61351000,-267994000,24406000,-243588000,789440000,-113520000,3770000,-21105000,-16186000,-6829000,-18059000,20411000,-11709000,-147041000,-37711000,-41936000,2592999.99999988,676000,676000,-7000,3262000.00000012,-185715000,-185715000,-453000,-186168000,-139651000,725436000,0.14227,-2.19947,-1.68713,0.45164,-0.13936,1.65768,-4.24088,0.91892,-0.36563,-0.34642,0.21671,-0.89068,-0.18235,-4.47985,-4.36209
