"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",65.2373770491803,"Up",2.2983e+10,-1.6795e+10,6.188e+09,-5.059e+09,-4.454e+09,-6.05e+08,1.129e+09,-1.17e+08,-1.32e+08,1.012e+09,1.012e+09,7.6e+07,1.088e+09,1.087e+09,1.087e+09,1.087e+09,2.643e+09,2.643e+09,8.597e+09,1.3e+09,1.3e+09,1.254e+10,2.1891e+10,4.0289e+10,-1.8398e+10,5.872e+09,5.872e+09,2.7763e+10,4.0303e+10,1.2771e+10,8.677e+09,4.094e+09,2.81e+08,1.3052e+10,1.1117e+10,4.483e+09,6.93e+08,3.79e+09,1.56e+10,2.8652e+10,5.903e+09,6.495e+09,-7.47e+08,1.1651e+10,1.1651e+10,4.0303e+10,1.088e+09,6.67e+08,-1.91e+08,8.77e+08,2.44e+09,-4.8e+08,6999999.99999999,-9.91e+08,-3.37e+08,-1.099e+09,-3.45e+08,8.3e+07,-4.28e+08,-1.531e+09,-8.2e+07,-8.2e+07,-8.2e+07,1.796e+09,1.1398e+10,2.117e+09,0.26924,0.04912,0.0473,0.0933,0.02697,1.94756,0.96077,2.45919,0.28281,2.00924,1.99011,42.48244,21.53604,3.91312,0.62292,8,0.05172,0.07689,0.31003,4.87472,7.75465
"33","2018_Q2",66.56890625,"Up",1.6781e+10,-1.1625e+10,5.156e+09,-4.115e+09,-3.545e+09,-5.7e+08,1.041e+09,-1.14e+08,-1.21e+08,9.27e+08,9.27e+08,-2.1e+08,7.17e+08,7.18e+08,7.18e+08,7.18e+08,1.06e+09,1.06e+09,8.652e+09,1.164e+09,1.164e+09,1.0876e+10,2.2256e+10,4.0227e+10,-1.7971e+10,5.797e+09,5.797e+09,2.8053e+10,3.8929e+10,1.1761e+10,8.131e+09,3.63e+09,2.83e+08,1.2044e+10,1.1107e+10,4.62e+09,7.44e+08,3.876e+09,1.5727e+10,2.7771e+10,5.708e+09,6.187e+09,-7.37e+08,1.1158e+10,1.1158e+10,3.8929e+10,7.17e+08,6.31e+08,1.3e+08,-9.66e+08,5.14e+08,-8.23e+08,5e+06,-8.18e+08,-3.34e+08,-1.2e+07,-5.08e+08,1.6e+07,-5.24e+08,-1.279e+09,-1.583e+09,-1.583e+09,-1.583e+09,1.672e+09,1.139e+10,9.3e+07,0.30725,0.06203,0.04279,0.06435,0.01844,0.12953,0.90302,2.48889,0.29258,1.33731,1.32717,31.25535,20.78227,0.17322,0.62209,5,0.03872,0.00342,0.46518,6.17823,9.92315
"34","2018_Q3",75.8369841269841,"Up",1.7777e+10,-1.224e+10,5.537e+09,-4.404e+09,-3.865e+09,-5.39e+08,1.133e+09,-1.11e+08,-1.16e+08,1.022e+09,1.022e+09,-2.23e+08,7.99e+08,7.99e+08,7.99e+08,7.99e+08,1.18e+09,1.18e+09,9.112e+09,1.211e+09,1.211e+09,1.1503e+10,2.2597e+10,4.0744e+10,-1.8147e+10,5.896e+09,5.896e+09,2.8493e+10,3.9996e+10,1.2994e+10,9.116e+09,3.878e+09,1.044e+09,1.4038e+10,1.0108e+10,4.683e+09,8.28e+08,3.855e+09,1.4791e+10,2.8829e+10,5.832e+09,6.058e+09,-7.23e+08,1.1167e+10,1.1167e+10,3.9996e+10,7.99e+08,6.03e+08,1.69e+08,6.4e+08,2.21e+09,-1.018e+09,-2e+06,-1.02e+09,-3.31e+08,-2.43e+08,-3.96e+08,3.4e+07,-4.3e+08,-1.07e+09,1.2e+08,1.2e+08,1.2e+08,1.736e+09,1.1152e+10,1.581e+09,0.31147,0.06373,0.04495,0.07155,0.01998,1.97872,0.81942,2.58162,0.27883,1.50273,1.48984,33.43427,21.00244,2.97348,0.62253,7,0.04185,0.05855,0.41427,5.74424,8.80141
"35","2018_Q4",70.6526984126984,"Down",1.7821e+10,-1.2535e+10,5.286e+09,-4.467e+09,-3.937e+09,-5.3e+08,8.19e+08,-1.06e+08,-1.15e+08,7.13e+08,7.13e+08,-9.7e+07,6.16e+08,6.22e+08,6.22e+08,6.22e+08,8.25e+08,8.25e+08,1.2393e+10,1.421e+09,1.421e+09,1.4639e+10,2.2947e+10,4.1327e+10,-1.838e+10,5.986e+09,5.986e+09,2.8933e+10,4.3572e+10,1.6055e+10,1.1959e+10,4.096e+09,1.535e+09,1.759e+10,1.0104e+10,4.798e+09,9.7e+08,3.828e+09,1.4902e+10,3.2492e+10,5.91e+09,5.884e+09,-7.14e+08,1.108e+10,1.108e+10,4.3572e+10,6.16e+08,5.92e+08,1.53e+08,-4.7e+08,9e+08,-9.93e+08,1.2e+07,-9.81e+08,-3.36e+08,4.77e+08,-4.9e+08,4.1e+07,-5.31e+08,-2.74e+08,-3.55e+08,-3.55e+08,-3.55e+08,1.411e+09,1.1639e+10,4.5e+07,0.29662,0.04596,0.0349,0.05614,0.01428,0.07235,0.83223,2.93249,0.26712,1.18273,1.17093,33.88667,21.06864,0.08557,0.6389,6,0.03481,0.00164,0.54019,7.66407,13.20391
"36","2019_Q1",67.7888524590164,"Down",2.2977e+10,-1.6899e+10,6.078e+09,-4.961e+09,-4.376e+09,-5.85e+08,1.117e+09,-1.03e+08,-1.09e+08,1.014e+09,1.014e+09,-2.16e+08,7.98e+08,7.98e+08,7.98e+08,7.98e+08,1.556e+09,1.556e+09,9.497e+09,1.466e+09,1.466e+09,1.2519e+10,2.2989e+10,4.1676e+10,-1.8687e+10,5.782e+09,5.782e+09,2.8771e+10,4.129e+10,1.3962e+10,9.761e+09,4.201e+09,1.052e+09,1.5014e+10,1.0223e+10,4.756e+09,9.72e+08,3.784e+09,1.4979e+10,2.9993e+10,6.085e+09,6.017e+09,-8.05e+08,1.1297e+10,1.1297e+10,4.129e+10,7.98e+08,6.48e+08,9.7e+07,8.13e+08,2.349e+09,-5.97e+08,0,-5.97e+08,-3.34e+08,-5.03e+08,-6.34e+08,5e+06,-6.39e+08,-1.021e+09,7.31e+08,7.31e+08,7.31e+08,1.765e+09,1.1275e+10,2.197e+09,0.26453,0.04861,0.03473,0.07064,0.01933,2.75313,0.83382,2.65495,0.27307,1.53491,1.52203,44.19504,21.72918,4.22581,0.64243,5,0.04142,0.08039,0.41855,5.50652,8.70098
"37","2019_Q2",75.6393650793651,"Up",1.7627e+10,-1.2248e+10,5.379e+09,-4.244e+09,-3.663e+09,-5.81e+08,1.135e+09,-1.14e+08,-1.26e+08,1.021e+09,1.021e+09,-2.29e+08,7.92e+08,7.95e+08,7.95e+08,7.95e+08,1.173e+09,1.173e+09,9.06e+09,1.374e+09,1.374e+09,1.1607e+10,2.3153e+10,4.1609e+10,-1.8456e+10,5.859e+09,5.859e+09,2.9012e+10,4.0619e+10,1.2183e+10,8.36e+09,3.823e+09,1.056e+09,1.3239e+10,1.1357e+10,4.906e+09,1.034e+09,3.872e+09,1.6263e+10,2.9502e+10,5.951e+09,5.958e+09,-7.92e+08,1.1117e+10,1.1117e+10,4.0619e+10,7.92e+08,6.44e+08,1.15e+08,-1.228e+09,3.23e+08,-6.5e+08,1e+06,-6.49e+08,-3.3e+08,9.81e+08,-3.08e+08,1.2e+07,-3.2e+08,-5.7e+07,-3.83e+08,-3.83e+08,-3.83e+08,1.779e+09,1.2413e+10,1.3e+08,0.30516,0.06439,0.0451,0.07151,0.01957,0.16352,0.87673,2.65377,0.3056,1.54159,1.53032,34.18073,21.55711,0.25208,0.63991,6,0.03956,0.00457,0.41509,6.31816,9.90308
"38","2019_Q3",89.7609375,"Up",1.8422e+10,-1.2626e+10,5.796e+09,-4.473e+09,-3.912e+09,-5.61e+08,1.323e+09,-1.05e+08,-1.2e+08,1.218e+09,1.218e+09,-2.8e+08,9.38e+08,9.38e+08,9.38e+08,9.38e+08,1.656e+09,1.656e+09,9.122e+09,1.341e+09,1.341e+09,1.2119e+10,2.3385e+10,4.2251e+10,-1.8866e+10,6.062e+09,6.062e+09,2.9447e+10,4.1566e+10,1.3211e+10,9.152e+09,4.059e+09,1.153e+09,1.4364e+10,1.0365e+10,5.001e+09,1.082e+09,3.919e+09,1.5366e+10,2.973e+10,6.157e+09,6.461e+09,-7.82e+08,1.1836e+10,1.1836e+10,4.1566e+10,9.38e+08,6.23e+08,1.17e+08,8.09e+08,2.489e+09,-7.34e+08,-1e+06,-7.35e+08,-3.28e+08,-1.013e+09,-3.3e+08,1.2e+07,-3.42e+08,-1.271e+09,4.83e+08,4.83e+08,4.83e+08,1.946e+09,1.1518e+10,2.301e+09,0.31462,0.07182,0.05092,0.07925,0.02257,2.45309,0.84371,2.51183,0.2771,1.83167,1.81748,35.97344,23.11267,4.49326,0.6405,8,0.04465,0.08115,0.34968,5.06783,7.45427
"39","2019_Q4",111.494375,"Up",1.8664e+10,-1.2934e+10,5.73e+09,-4.728e+09,-4.153e+09,-5.75e+08,1.002e+09,-1.02e+08,-1.13e+08,9e+08,9e+08,-1.94e+08,7.06e+08,7.14e+08,7.14e+08,7.14e+08,9.69e+08,9.69e+08,1.1396e+10,1.44e+09,1.44e+09,1.3805e+10,2.3748e+10,4.2837e+10,-1.9089e+10,6.188e+09,6.188e+09,2.9936e+10,4.3741e+10,1.5449e+10,1.1258e+10,4.191e+09,1.159e+09,1.6608e+10,1.0513e+10,5.075e+09,1.215e+09,3.86e+09,1.5588e+10,3.2196e+10,6.048e+09,6.27e+09,-7.73e+08,1.1545e+10,1.1545e+10,4.3741e+10,7.06e+08,6.38e+08,1.25e+08,-1.38e+08,1.347e+09,-9.9e+08,1.4e+07,-9.76e+08,-3.37e+08,-1.5e+07,-2.56e+08,4.1e+07,-2.97e+08,-1.058e+09,-6.87e+08,-6.87e+08,-6.87e+08,1.64e+09,1.1672e+10,7.06e+08,0.30701,0.05369,0.03826,0.06184,0.01632,0.9888,0.83123,2.78874,0.26684,1.40082,1.38695,36.61762,22.65058,1.38513,0.66117,7,0.03715,0.02495,0.47199,6.52622,10.68164
"40","2020_Q1",106.081774193548,"Down",2.3399e+10,-1.7056e+10,6.343e+09,-5.145e+09,-4.505e+09,-6.4e+08,1.198e+09,-1.47e+08,-1.18e+08,1.051e+09,1.051e+09,-2.18e+08,8.33e+08,8.34e+08,8.34e+08,8.34e+08,2.577e+09,2.577e+09,8.992e+09,1.333e+09,1.333e+09,1.2902e+10,2.3591e+10,4.3255e+10,-1.9664e+10,6.286e+09,6.286e+09,2.9877e+10,4.2779e+10,1.4326e+10,9.92e+09,4.406e+09,1.61e+08,1.4487e+10,1.1338e+10,5.121e+09,1.122e+09,3.999e+09,1.6459e+10,3.0946e+10,6.268e+09,6.433e+09,-8.68e+08,1.1833e+10,1.1833e+10,4.2779e+10,8.33e+08,6.99e+08,7e+06,1.419e+09,2.958e+09,-5.9e+08,6e+06,-5.84e+08,-3.35e+08,-2.83e+08,-5.98e+08,8000000.00000001,-6.06e+08,-7.66e+08,1.608e+09,1.608e+09,1.608e+09,1.897e+09,1.1499e+10,2.944e+09,0.27108,0.0512,0.03564,0.07048,0.0195,3.52998,0.89059,2.61523,0.2688,1.6479,1.62891,46.23395,23.38075,5.81703,0.66192,7,0.04109,0.10347,0.40168,4.70322,7.44741
"41","2020_Q2",109.656031746032,"Up",1.9615e+10,-1.451e+10,5.105e+09,-4.637e+09,-4.06e+09,-5.77e+08,4.68e+08,-1.39e+08,-1.17e+08,3.29e+08,3.29e+08,-4.5e+07,2.84e+08,2.84e+08,2.84e+08,2.84e+08,4.566e+09,4.566e+09,8.584e+09,1.465e+09,1.465e+09,1.4615e+10,2.6589e+10,4.5676e+10,-1.9087e+10,3.602e+09,3.602e+09,3.0191e+10,4.4806e+10,1.4244e+10,9.625e+09,4.619e+09,1.68e+08,1.4412e+10,1.4073e+10,5.152e+09,1.122e+09,4.03e+09,1.9225e+10,3.3637e+10,6.248e+09,5.775e+09,-8.54e+08,1.1169e+10,1.1169e+10,4.4806e+10,2.84e+08,6.41e+08,5e+07,3.09e+08,1.284e+09,-7.45e+08,1e+06,-7.44e+08,-3.32e+08,2.463e+09,-6.82e+08,4e+06,-6.86e+08,1.449e+09,1.989e+09,1.989e+09,1.989e+09,1.109e+09,1.4241e+10,7.18e+08,0.26026,0.02386,0.01448,0.02543,0.00634,2.52817,1.01409,3.01164,0.31784,0.56687,0.56149,39.1517,22.29341,1.43313,0.66267,6,0.02016,0.02349,1.16901,8.72408,20.67308
"42","2020_Q3",132.53125,"Up",2.2975e+10,-1.5673e+10,7.302e+09,-5.002e+09,-4.46e+09,-5.42e+08,2.3e+09,-1.11e+08,-1.22e+08,2.189e+09,2.189e+09,-4.99e+08,1.69e+09,1.69e+09,1.69e+09,1.69e+09,7.284e+09,7.284e+09,8.876e+09,1.463e+09,1.463e+09,1.7623e+10,2.6739e+10,4.608e+10,-1.9341e+10,3.638e+09,3.638e+09,3.0377e+10,4.8e+10,1.5783e+10,1.0726e+10,5.057e+09,1.09e+08,1.5892e+10,1.4188e+10,5.342e+09,1.121e+09,4.221e+09,1.953e+10,3.5422e+10,6.29e+09,7.121e+09,-8.33e+08,1.2578e+10,1.2578e+10,4.8e+10,1.69e+09,6.04e+08,1.28e+08,1.41e+09,3.832e+09,-6.59e+08,1e+06,-6.58e+08,-3.3e+08,-1.09e+08,-1.7e+07,3e+06,-2e+07,-4.56e+08,2.718e+09,2.718e+09,2.718e+09,2.904e+09,1.4297e+10,4.154e+09,0.31782,0.10011,0.07356,0.13436,0.03521,2.45799,1.10892,2.81619,0.29785,3.37865,3.35052,45.93163,25.14594,8.30468,0.65974,8,0.0627,0.12894,0.19527,2.41494,3.04913
"43","2020_Q4",161.81015625,"Up",2.2632e+10,-1.5509e+10,7.123e+09,-5.188e+09,-4.647e+09,-5.41e+08,1.935e+09,-6.37e+08,-6.32e+08,1.298e+09,1.298e+09,-2.84e+08,1.014e+09,1.014e+09,1.014e+09,1.014e+09,5.996e+09,5.996e+09,1.2712e+10,1.601e+09,1.601e+09,2.0309e+10,2.6773e+10,4.6528e+10,-1.9755e+10,3.579e+09,3.579e+09,3.0352e+10,5.0661e+10,1.9226e+10,1.4203e+10,5.023e+09,1.31e+08,1.9357e+10,1.249e+10,5.495e+09,1.171e+09,4.324e+09,1.7985e+10,3.7342e+10,6.327e+09,7.789e+09,-7.97e+08,1.3319e+10,1.3319e+10,5.0661e+10,1.014e+09,6.03e+08,6.45e+08,-3.34e+08,1.928e+09,-5.78e+08,-5e+06,-5.83e+08,-3.4e+08,-2.269e+09,-2.4e+07,1.1e+07,-3.5e+07,-2.633e+09,-1.288e+09,-1.288e+09,-1.288e+09,2.538e+09,1.2621e+10,1.91e+09,0.31473,0.0855,0.0448,0.07613,0.02002,1.88363,1.04918,2.80366,0.24913,2.02557,2.00633,45.20975,26.60607,3.81542,0.67918,8,0.04307,0.06076,0.33531,2.61032,3.42377
"44","2021_Q1",182.290983606557,"Up",2.8339e+10,-2.0485e+10,7.854e+09,-6.018e+09,-5.448e+09,-5.7e+08,1.836e+09,-1.06e+08,-1.06e+08,1.73e+09,1.73e+09,-3.5e+08,1.38e+09,1.38e+09,1.38e+09,1.38e+09,8.511e+09,8.511e+09,1.0653e+10,1.592e+09,1.592e+09,2.0756e+10,2.6879e+10,4.7157e+10,-2.0278e+10,3.613e+09,3.613e+09,3.0492e+10,5.1248e+10,1.8981e+10,1.2859e+10,6.122e+09,1.144e+09,2.0125e+10,1.1536e+10,5.147e+09,9.9e+08,4.157e+09,1.6683e+10,3.6808e+10,6.371e+09,8.825e+09,-7.56e+08,1.444e+10,1.444e+10,5.1248e+10,1.38e+09,6.37e+08,-2.09e+08,1.673e+09,3.481e+09,-6.25e+08,1.9e+07,-6.06e+08,-3.41e+08,-2e+07,1e+06,5e+06,-4e+06,-3.6e+08,2.515e+09,2.515e+09,2.515e+09,2.473e+09,1.268e+10,3.871e+09,0.27714,0.06479,0.0487,0.09557,0.02693,2.80507,1.03135,2.54903,0.24742,2.75669,2.72727,56.61007,28.84539,7.73272,0.68118,9,0.05334,0.11997,0.2471,1.68581,2.2707
"45","2021_Q2",213.928412698413,"Up",2.4197e+10,-1.6716e+10,7.481e+09,-5.107e+09,-4.509e+09,-5.98e+08,2.374e+09,2.35e+08,-1.08e+08,2.609e+09,2.609e+09,-5.12e+08,2.097e+09,2.097e+09,2.097e+09,2.097e+09,7.816e+09,7.816e+09,1.0539e+10,1.576e+09,1.576e+09,1.9931e+10,2.6804e+10,4.6581e+10,-1.9777e+10,3.736e+09,3.736e+09,3.054e+10,5.0471e+10,1.7425e+10,1.1637e+10,5.788e+09,1.173e+09,1.8598e+10,1.1509e+10,5.405e+09,1.169e+09,4.236e+09,1.6914e+10,3.5512e+10,6.312e+09,9.372e+09,-7.25e+08,1.4959e+10,1.4959e+10,5.0471e+10,2.097e+09,6.67e+08,-1.16e+08,-1.509e+09,1.139e+09,-5.28e+08,7e+06,-1.65e+08,-3.4e+08,-2.1e+07,-1.308e+09,2e+06,-1.31e+09,-1.669e+09,-6.95e+08,-6.95e+08,-6.95e+08,3.041e+09,1.2682e+10,1.516e+09,0.30917,0.09811,0.08666,0.14018,0.04155,0.72294,1.07167,2.37396,0.25127,4.18897,4.14919,48.336,29.88214,3.02837,0.67918,8,0.07375,0.04588,0.16214,1.60013,2.04971
"46","2021_Q3",245.63765625,"Up",2.516e+10,-1.728e+10,7.88e+09,-5.413e+09,-4.849e+09,-5.64e+08,2.467e+09,-9.7e+07,-1.04e+08,2.37e+09,2.37e+09,-5.53e+08,1.817e+09,1.817e+09,1.817e+09,1.817e+09,7.368e+09,7.368e+09,1.1259e+10,1.604e+09,1.604e+09,2.0231e+10,2.7244e+10,4.7377e+10,-2.0133e+10,3.91e+09,3.91e+09,3.1154e+10,5.1385e+10,1.8232e+10,1.2632e+10,5.6e+09,1.19e+09,1.9422e+10,1.1589e+10,5.514e+09,1.146e+09,4.368e+09,1.7103e+10,3.6525e+10,6.373e+09,9.2e+09,-7.13e+08,1.486e+10,1.486e+10,5.1385e+10,1.817e+09,6.33e+08,6.9e+07,-2.36e+08,2.283e+09,-7.95e+08,-1.2e+07,-8.07e+08,-3.36e+08,-5.1e+07,-1.537e+09,3e+06,-1.54e+09,-1.924e+09,-4.48e+08,-4.48e+08,-4.48e+08,3.1e+09,1.2779e+10,2.622e+09,0.3132,0.09805,0.07222,0.12227,0.03536,1.44304,1.04165,2.45794,0.24869,3.66478,3.6311,50.74627,29.97176,5.28842,0.67769,6,0.06494,0.07909,0.18492,1.74548,2.19335
"47","2021_Q4",239.268125,"Down",2.5652e+10,-1.8206e+10,7.446e+09,-5.436e+09,-4.859e+09,-5.77e+08,2.01e+09,-9.9e+07,-1.05e+08,1.911e+09,1.911e+09,-4.23e+08,1.488e+09,1.488e+09,1.488e+09,1.488e+09,5.753e+09,5.753e+09,1.4958e+10,1.865e+09,1.865e+09,2.2576e+10,2.7915e+10,4.8517e+10,-2.0602e+10,3.92e+09,3.92e+09,3.1835e+10,5.4411e+10,2.2175e+10,1.625e+10,5.925e+09,1.176e+09,2.3351e+10,1.1586e+10,5.671e+09,1.246e+09,4.425e+09,1.7257e+10,4.0608e+10,6.421e+09,8.069e+09,-6.87e+08,1.3803e+10,1.3803e+10,5.4411e+10,1.488e+09,6.52e+08,1.5e+08,-1.15e+08,2.175e+09,-1.137e+09,1.9e+07,-1.118e+09,-4.4e+08,-4e+07,-2.192e+09,0,-2.192e+09,-2.672e+09,-1.615e+09,-1.615e+09,-1.615e+09,2.662e+09,1.2762e+10,1.833e+09,0.29027,0.07836,0.05801,0.1078,0.02735,1.23185,0.96681,2.94197,0.23455,3.00121,2.97362,51.7386,27.83985,3.69706,0.88745,7,0.05981,0.05686,0.2957,2.63298,3.48706
"48","2022_Q1",213.71435483871,"Down",3.0996e+10,-2.2761e+10,8.235e+09,-6.14e+09,-5.535e+09,-6.05e+08,2.095e+09,-7.8e+07,-1.04e+08,2.017e+09,2.017e+09,-4.73e+08,1.544e+09,1.544e+09,1.544e+09,1.544e+09,5.911e+09,5.911e+09,1.3902e+10,1.76e+09,1.76e+09,2.1573e+10,2.8181e+10,4.9318e+10,-2.1137e+10,4.057e+09,4.057e+09,3.2238e+10,5.3811e+10,2.1576e+10,1.5478e+10,6.098e+09,1.71e+08,2.1747e+10,1.3549e+10,5.688e+09,1.566e+09,4.122e+09,1.9237e+10,4.0984e+10,6.46e+09,6.92e+09,-5.53e+08,1.2827e+10,1.2827e+10,5.3811e+10,1.544e+09,6.9e+08,3.79e+08,4.15e+08,3.028e+09,-1.057e+09,-6999999.99999999,-1.064e+09,-4.32e+08,9.37e+08,-2.311e+09,3e+06,-2.314e+09,-1.806e+09,1.58e+08,1.58e+08,1.58e+08,2.785e+09,1.372e+10,2.616e+09,0.26568,0.06759,0.04981,0.12037,0.02869,1.6943,0.992,3.19514,0.25497,3.32759,3.30621,66.80172,27.6444,5.63793,0.93103,5,0.0613,0.08115,0.27979,2.80395,3.72745
"49","2022_Q2",190.105161290323,"Down",2.517e+10,-1.8461e+10,6.709e+09,-5.363e+09,-4.762e+09,-6.01e+08,1.346e+09,-9.7e+07,-1.12e+08,1.249e+09,1.249e+09,-2.4e+08,1.009e+09,1.009e+09,1.009e+09,1.009e+09,1.112e+09,1.112e+09,1.5083e+10,1.758e+09,1.758e+09,1.7953e+10,2.867e+10,4.9955e+10,-2.1285e+10,4.219e+09,4.219e+09,3.2889e+10,5.0842e+10,1.9635e+10,1.4053e+10,5.582e+09,1.089e+09,2.0724e+10,1.3379e+10,5.965e+09,1.752e+09,4.213e+09,1.9344e+10,4.0068e+10,5.631e+09,5.495e+09,-3.52e+08,1.0774e+10,1.0774e+10,5.0842e+10,1.009e+09,6.79e+08,2.5e+08,-3.332e+09,-1.394e+09,-9.5e+08,2e+06,-9.48e+08,-4.24e+08,8.97e+08,-1.8e+08,1e+06,-1.81e+08,-2.457e+09,-4.799e+09,-4.799e+09,-4.799e+09,2.025e+09,1.4468e+10,-2.017e+09,0.26655,0.05348,0.04009,0.09365,0.01985,-1.99901,0.86629,3.71895,0.28457,2.17457,2.1606,54.24569,23.21983,-4.34698,0.91379,2,0.04592,-0.06463,0.42022,6.59556,9.92273
"50","2022_Q3",158.78025,"Down",2.6037e+10,-2.0142e+10,5.895e+09,-5.574e+09,-5.002e+09,-5.72e+08,3.21e+08,-1.04e+08,-1.12e+08,2.17e+08,2.17e+08,-3.4e+07,1.83e+08,1.83e+08,1.83e+08,1.83e+08,1.117e+09,1.117e+09,1.532e+10,2.016e+09,2.016e+09,1.8453e+10,2.982e+10,5.1528e+10,-2.1708e+10,4.197e+09,4.197e+09,3.4017e+10,5.247e+10,2.0796e+10,1.4891e+10,5.905e+09,1.649e+09,2.2445e+10,1.3453e+10,5.98e+09,1.862e+09,4.118e+09,1.9433e+10,4.1878e+10,6.54e+09,4.421e+09,-3.69e+08,1.0592e+10,1.0592e+10,5.247e+10,1.83e+08,6.5e+08,2.07e+08,3.07e+08,1.347e+09,-1.569e+09,-1e+06,-1.57e+09,-4.18e+08,5.35e+08,-2.639e+09,1e+06,-2.64e+09,2.28e+08,5e+06,5e+06,5e+06,9.71e+08,1.5102e+10,-2.57e+08,0.22641,0.01233,0.00703,0.01728,0.00349,-1.40437,0.82214,3.95374,0.28782,0.39653,0.39474,56.4182,22.95125,-0.55688,0.90574,4,0.01897,-0.00810999999999999,2.28415,14.40268,43.56698
