"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"34","2018_Q3",15.9855555555556,"Up",975322000,-4.89e+08,486322000,-375221000,-375221000,111101000,-25261000,-25261000,85840000,85840000,-24469000,61371000,61371000,61371000,61371000,68056000,68056000,48991000,48991000,935037000,102077000,102077000,1154161000,300132000,645857000,75943000,569914000,945989000,2100150000,459620000,289969000,1577000,168074000,86208000,545828000,1769841000,99510000,66164000,33346000,1869351000,2415179000,1230000,-246112000,-70147000,-315029000,-315029000,2100150000,26919000,6558000,-19602000,75246000,-16180000,-20761000,-49250000,837000,-71162000,-12096000,-12096000,840000,-11256000,138020000,1856049000,0.49863,0.11391,0.06292,-0.19481,0.02922,2.11451,-7.66653,0.88377,0.4937,0.49088,7.84601,-2.53426,0.03741,12.95459,16.0934
"35","2018_Q4",18.7109523809524,"Up",996282000,-502912000,493370000,-391141000,-391141000,102229000,-24502000,-24502000,77727000,77727000,-19501000,58226000,58226000,58226000,58226000,76855000,76855000,48682000,48682000,950978000,87992000,87992000,1164507000,296614000,634591000,75738000,558853000,931205000,2095712000,480141000,310488000,3148000,166505000,68992000,549133000,1769314000,103474000,69700000,33774000,1872788000,2421921000,1199000,-235401000,-92007000,-326209000,-326209000,2095712000,27419000,7583000,9252000,102480000,-23492000,-18580000,-49934000,205000,-68514000,10474000,10474000,-1675000,8799000,129648000,1838306000,0.49521,0.10261,0.05844,-0.17849,0.02778,2.12063,-7.42445,0.87717,0.4816,0.47858,8.24048,-2.69815,0.03604,13.58641,17.23044
"36","2019_Q1",17.8634426229508,"Down",965997000,-487905000,478092000,-374966000,-374966000,103126000,-24383000,-24383000,78743000,78743000,-23557000,55186000,55186000,55186000,55186000,77295000,77295000,48417000,48417000,944338000,85033000,85033000,1155083000,308357000,633974000,72698000,561276000,942331000,2097414000,485672000,303241000,2144000,180287000,5501000,491173000,1768808000,105989000,75967000,30022000,1874797000,2365970000,1199000,-179764000,-89991000,-268556000,-268556000,2097414000,27401000,7866000,97000,90731000,-23967000,-64877000,-1830000.00000001,33000,-66707000,57000.0000000037,57000.0000000037,383000,440000,130527000,1774309000,0.49492,0.10676,0.05713,-0.20549,0.02631,2.35168,-8.80997,0.84595,0.46078,0.4599,8.06564,-2.24232,0.03424,13.00125,16.45573
"37","2019_Q2",16.3463492063492,"Down",989453000,-508748000,480705000,-370967000,-370967000,109738000,-24489000,-24489000,85249000,85249000,-19522000,65727000,65727000,65727000,65727000,102771000,102771000,43649000,43649000,982497000,88946000,88946000,1217863000,303157000,623594000,69601000,553993000,926751000,2144614000,479211000,307487000,14580000,157144000,5500000,484711000,1768306000,106328000,79359000,26969000,1874634000,2359345000,6002000,-114037000,-106696000,-214731000,-214731000,2144614000,26506000,8941000,-50918000,50256000,-24161000,-1376000,1449000,1449000,73000,26168000,26168000,-692000,25476000,136244000,1773806000,0.48583,0.11091,0.06643,-0.30609,0.03065,2.51255,-10.98744,0.8271,0.54778,0.54329,8.2462,-1.78959,0.03947,12.26502,15.2275
"38","2019_Q3",13.0771875,"Down",945852000,-477527000,468325000,-355813000,-355813000,112512000,-23821000,-23821000,88691000,88691000,-22966000,65725000,65725000,65725000,65725000,89777000,89777000,41976000,41976000,953043000,89346000,89346000,1174142000,297124000,621348000,68370000,552978000,918472000,2092614000,415240000,252470000,6280000,156490000,5503000,420743000,1708421000,108525000,82608000,25917000,1816946000,2237689000,8791000,-48312000,-105554000,-145075000,-145075000,2092614000,26769000,418000,-33058000,59854000,-13075000,-60277000,272000,272000,-60005000,-13226000,-13226000,232000,-12994000,139281000,1713924000,0.49514,0.11895,0.06949,-0.45304,0.03141,2.79064,-15.42436,0.81903,0.54736,0.54355,7.87705,-1.20818,0.03918,11.66094,14.43532
"39","2019_Q4",17.3821875,"Up",975169000,-492947000,482222000,-362091000,-362091000,120131000,-25782000,-25782000,94349000,94349000,-23185000,71164000,71164000,71164000,71164000,57855000,57855000,44680000,44680000,967744000,90169000,90169000,1160448000,292371000,619452000,65442000,554010000,911823000,2072271000,420052000,272629000,1214000,146209000,21002000,441054000,1589663000,112019000,86310000,25709000,1701682000,2142736000,10714000,22852000,-104031000,-70465000,-70465000,2072271000,27150000,7752000,-12353000,93713000,-20269000,-105505000,66000,66000,-105439000,-31995000,-31995000,73000,-31922000,147281000,1610665000,0.4945,0.12319,0.07298,-1.00992,0.03434,2.63108,-30.40851,0.77725,0.59244,0.58869,8.11829,-0.58662,0.04307,10.54318,12.92597
"40","2020_Q1",13.2798387096774,"Down",965937000,-486647000,479290000,-363880000,-363880000,115410000,-22217000,-22217000,93193000,93875000,-24868000,69007000,69007000,69007000,69007000,71495000,71495000,43136000,43136000,952907000,96015000,96015000,1163553000,319628000,615265000,62051000,553214000,934893000,2098446000,456078000,278688000,8336000,169054000,1000,456079000,1594542000,108148000,80391000,27757000,1702690000,2158769000,1167000,55797000,-117287000,-60323000,-60323000,2098446000,27233000,-5206000,25558000,116592000,-38362000,-16876000,-47061000,373000,-63937000,14293000,14293000,-653000,13640000,142643000,1594543000,0.49619,0.11948,0.07144,-1.14396,0.03288,2.55121,-35.78683,0.75987,0.58304,0.58309,8.16115,-0.50967,0.04202,10.67734,13.19685
"41","2020_Q2",10.9430158730159,"Down",980208000,-505360000,474848000,-377930000,-377930000,96918000,-21541000,-21541000,75377000,72846000,-19631000,53215000,53215000,53215000,53215000,67262000,67262000,41142000,41142000,991839000,88798000,88798000,1189041000,315925000,1170093000,62153000,1107940000,1486018000,2675059000,433557000,272082000,18627000,142848000,855000,594605000,1578436000,499819000,80961000,418858000,2078255000,2672860000,1162000,103454000,-102417000,2199000,2199000,2675059000,27076000,4692000,-22658000,62325000,-42819000,-15830000,-8591000,2766000,-24421000,-4915000,-4915000,682000,-4233000,123994000,1579291000,0.48444,0.09887,0.05429,24.19964,0.01989,1.99972,1215.48886,0.59038,0.45826,0.45423,8.44097,0.01894,0.02557,12.19437,15.60112
"42","2020_Q3",12.033125,"Up",871023000,-441266000,429757000,-383298000,-383298000,46459000,-21644000,-21644000,24815000,21621000,-8253000,13368000,13368000,13368000,13368000,364414000,364414000,42802000,42802000,946189000,95634000,95634000,1449039000,320220000,1151907000,58893000,1093014000,1472127000,2921166000,369003000,221760000,1323000,145920000,395671000,915836000,1550195000,508330000,84427000,423903000,2058525000,2974361000,1123000,69925000,-124243000,-53195000,-53195000,2921166000,26921000,8779000,-35262000,13806000,-31085000,365945000,-49995000,4999.99999999953,315950000,298671000,298671000,-1519000,297152000,73380000,1945866000,0.49339,0.05334,0.01535,-0.251300000000001,0.00458,1.5822,-55.9143000000001,0.66613,0.11641,0.11547,7.58526,-0.46325,0.00557,21.55154,34.03973
"43","2020_Q4",10.679375,"Down",705287000,-383441000,321846000,-314599000,-314599000,7247000,-27298000,-27298000,-20051000,-25867000,2341000,-23526000,-23526000,-23526000,-23526000,838811000,838811000,42818000,42818000,815632000,66081000,66081000,1763342000,311063000,1123689000,56859000,1066830000,1434752000,3198094000,389409000,239905000,1307000,148197000,395673000,937732000,1845594000,483901000,79538000,404363000,2329495000,3267227000,3636000,46399000,-119168000,-69133000,-69133000,3198094000,26832000,1741000,193206000,198253000,-17742000,299998000,-49000,-49000,293692000,474203000,474203000,194000,474397000,34079000,2241267000,0.45633,0.01028,-0.03336,0.3403,-0.00736,1.88043,-47.26002,0.70081,-0.20952,-0.20785,6.28133,-0.6157,-0.00886,41.15309,193.52229
"44","2021_Q1",16.7344262295082,"Up",957812000,-468669000,489143000,-366982000,-366982000,122161000,-28310000,-28310000,93851000,91367000,-21179000,70188000,70188000,70188000,70188000,514151000,514151000,56429000,56429000,814503000,48014000,48014000,1433097000,315029000,1147021000,58283000,548700000,1462050000,2895147000,409915000,236333000,2917000,170665000,180000,563362000,1796897000,519445000,92094000,427351000,2316342000,2879704000,3037000,117109000,-104703000,15443000,15443000,2895147000,25950000,14623000,41744000,152505000,-32129000,-445530000,70000.0000000075,69999.9999999999,-445460000,-325084000,-325084000,424000,-324660000,148111000,1797077000,0.51069,0.12754,0.07328,4.54497,0.02424,2.54383,186.47309,0.62072,0.62509,0.62328,8.53019,0.13753,0.0301,8.66192,10.50193
"45","2021_Q2",21.0936507936508,"Up",936022000,-465298000,470724000,-366170000,-366170000,104554000,-25978000,-25978000,78576000,78344000,-21153000,57191000,57191000,57191000,57191000,537644000,537644000,40046000,40046000,895984000,72204000,72204000,1545878000,305225000,1148545000,58819000,543699000,1453770000,2999648000,436060000,285636000,17096000,133328000,186000,590336000,1798154000,512292000,92013000,420279000,2310446000,2900782000,5681000,174300000,-81115000,98866000,98866000,2999648000,26386000,6207000,-50798000,38986000,-17508000,-63000,-1964586.70136959,1038087.19092037,-312000,21166000,21166000,2327000,23493000,130940000,1798340000,0.5029,0.1117,0.0611,0.57847,0.01907,2.61864,29.34054,0.59952,0.50848,0.50243,8.32204,0.879,0.02374,9.62804,12.05785
"46","2021_Q3",19.0503125,"Down",926328000,-459099000,467229000,-391087000,-391087000,76142000,-23883000,-23883000,52259000,51628000,-13316000,38312000,38312000,38312000,38312000,408321000,408321000,66156000,66156000,949695000,42278000,42278000,1466450000,289070000,1154052000,56909000,552513000,1443122000,2909572000,521744000,310215000,16062000,195467000,197596000,875051000,1389545000,510143000,91297000,418846000,1899688000,2774739000,10652000,212612000,-88431000,134833000,134833000,2909572000,26559000,4426000,23273000,92570000,-11832000,-213208000,2322000,2322000,-210886000,-130148000,-130148000,825000,-129323000,102701000,1587141000,0.50439,0.0822,0.04136,0.28414,0.01317,1.67585,20.57908,0.54549,0.34025,0.3354,8.22664,1.19744,0.01716,11.47817,15.48186
"47","2021_Q4",18.22671875,"Down",1022387000,-507981000,514406000,-386481000,-386481000,127925000,-23452000,-23452000,104473000,103965000,-27759000,76206000,76206000,76206000,76206000,270317000,270317000,76439000,76439000,935427000,46928000,46928000,1329111000,283033000,1166038000,55651000,564103000,1449071000,2778182000,490930000,268868000,8963000,213099000,181000,650205000,1383145000,522562000,90848000,431714000,1905707000,2555912000,14986000,288818000,-81534000,222270000,222270000,2778182000,25145000,3894000,-19073000,86172000,-17899000,-205715000,1717000,1717000,-205298000,-137025000,-137025000,-979000,-138004000,153070000,1383326000,0.50314,0.12512,0.07454,0.34285,0.02743,2.04414,11.49913,0.49792,0.67716,0.66831,9.08482,1.97507,0.03581,7.27124,8.70048
"48","2022_Q1",17.3116129032258,"Down",990260000,-489285000,500975000,-386542000,-386542000,114433000,-20196000,-20196000,94237000,90997000,-22848000,68149000,68149000,68149000,68149000,400959000,400959000,66581000,66581000,871349000,44686000,44686000,1383575000,307377000,1156180000,55532000,559439000,1463557000,2847132000,508453000,291632000,10666000,206155000,194000,664881000,1382530000,518980000,85777000,433203000,1901510000,2566391000,18415000,356967000,-94641000,280741000,280741000,2847132000,24111000,-1445000,73317000,164132000,-28780000,-3250000,-470999.999999998,-471000,-3472000,131880000,131880000,-1238000,130642000,138544000,1382724000,0.5059,0.11556,0.06882,0.24275,0.02394,2.08094,9.14149,0.48566,0.6085,0.59797,8.842,2.50673,0.03123,7.0863,8.57939
"49","2022_Q2",14.5267741935484,"Down",980251000,-480122000,500129000,-386250000,-386250000,113879000,-20241000,-20241000,93638000,92539000,-23701000,68838000,68838000,68838000,68838000,298140000,298140000,66156000,66156000,1005838000,45396000,45396000,1415530000,293871000,1146541000,54316000,551938000,1440412000,2855942000,527103000,346302000,28863000,151938000,184000,681752000,1381926000,511243000,87613000,423630000,1893169000,2574921000,1100000,378313000,-98392000,281021000,281021000,2855942000,24421000,6760000,-105704000,-5685000,-26709000,-1421000,-67628000,7372000,-70185000,-102579000,-102579000,-240000,-102819000,138300000,1382110000,0.51021,0.11617,0.07022,0.24496,0.0241,2.07631,9.16274,0.48394,0.61465,0.60401,8.75263,2.50923,0.03166,7.83782,9.51861
"50","2022_Q3",13.884375,"Down",911387000,-446055000,465332000,-378871000,-378871000,86461000,-19896000,-19896000,66565000,66565000,-19757000,46808000,46808000,46808000,46808000,227413000,227413000,60715000,60715000,962563000,50990000,50990000,1301681000,287855000,1153467000,52994000,560791000,1441322000,2743003000,413538000,240594000,2404000,170540000,182000,574269000,1381385000,515483000,92278000,423205000,1896868000,2471137000,1069000,372265000,-101468000,271866000,271866000,2743003000,24050000,7682000,-75628000,2912000,-17718000,-1420000,-54904000,424000,-56339000,-71145000,-71145000,418000,-70727000,110511000,1381567000,0.51058,0.09487,0.05136,0.17217,0.01706,2.26667,9.08954,0.50367,0.41795,0.41071,8.13775,2.42748,0.02158,10.44379,13.34884
