"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_income","total_claims_losses","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","premium_reserve_unearned","life_policy_benefits","short_term_debt","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"24","2016_Q1",26.3788524590164,"Down",8.436e+09,7.463e+09,1.838e+09,-8.65e+08,-1.604e+09,7.4e+07,6.65e+08,-7.008e+09,-2.112e+09,-6.84e+08,-6.84e+08,-6.84e+08,2.65e+08,-4.19e+08,9.05e+08,-8e+06,8.97e+08,-4.9e+07,8.48e+08,4.95459e+11,3.60701e+11,3.321e+09,1.31437e+11,1.2752e+10,2.2702e+10,2.413e+10,3.2289e+11,8.77933e+11,3.94601e+11,2.02722e+11,1.91879e+11,1e+08,5.5516e+10,1.8023e+10,3.41197e+11,8.09437e+11,3.0761e+10,1.2e+07,3.0749e+10,-3.102e+09,3.5519e+10,4.771e+09,6.7949e+10,5.47e+08,6.8496e+10,8.77933e+11,4.525e+09,-3.301e+09,-1.9e+08,-3.491e+09,-4.68e+08,1.942e+09,-8.23e+08,9.83e+08,1.634e+09,2.668e+09,2.668e+09,-1.32e+08,2.536e+09,1.8123e+10,-0.08108,0.10052,0.01238,0.00097,11.81729,0.02064,0.68161,0.67535,6.78075,54.61653,0.37617,0.0016,0.55189,-7.85234
"25","2016_Q2",27.76765625,"Up",1.8433e+10,9.693e+09,4.559e+09,4.181e+09,2.344e+09,1.5e+07,1.822e+09,-1.1319e+10,-4.192e+09,2.922e+09,2.922e+09,2.922e+09,-7.19e+08,2.203e+09,2.203e+09,-2e+06,2.201e+09,-6e+06,2.195e+09,5.24727e+11,3.83602e+11,3.374e+09,1.37751e+11,1.329e+10,2.7843e+10,2.3973e+10,3.27595e+11,9.17428e+11,4.0456e+11,2.07593e+11,1.96967e+11,1e+08,6.2942e+10,1.7915e+10,3.55946e+11,8.41463e+11,3.0781e+10,1.2e+07,3.0769e+10,-3.172e+09,3.7301e+10,1.0865e+10,7.5775e+10,1.9e+08,7.5965e+10,9.17428e+11,1.913e+09,6.61e+08,-6.4e+09,-5.739e+09,-4.19e+08,-1.7e+07,-7e+07,4.797e+09,4.291e+09,4.65e+08,4.65e+08,7.3e+07,5.38e+08,1.8015e+10,0.15852,0.11908,0.02889,0.00239,11.07698,0.01964,1.77713,1.76465,14.92383,61.34939,0.33923,0.00306,0.19089,1.61704
"26","2016_Q3",27.03859375,"Down",1.5244e+10,9.417e+09,4.887e+09,9.4e+08,2.286e+09,2.66e+08,-1.612e+09,-1.2098e+10,-3.246e+09,-99999999.9999995,-99999999.9999995,-100000000.000001,2.14e+08,1.14e+08,1.14e+08,-4e+06,1.1e+08,-4.6e+07,64000000.0000002,5.43511e+11,3.97346e+11,3.333e+09,1.42832e+11,1.7067e+10,2.6035e+10,2.4748e+10,3.31206e+11,9.42567e+11,4.17987e+11,2.13526e+11,2.04461e+11,1.03e+08,6.8771e+10,1.6586e+10,3.59747e+11,8.63194e+11,3.0795e+10,1.2e+07,3.0783e+10,-3.172e+09,3.6924e+10,1.4632e+10,7.9179e+10,1.94e+08,7.9373e+10,9.42567e+11,4.291e+09,-3.37e+08,-3.832e+09,-4.169e+09,-4.87e+08,-1.273e+09,5.96046447753906e-08,5.136e+09,3.376e+09,3.498e+09,3.498e+09,2.79e+08,3.777e+09,1.6689e+10,-0.00656000000000004,0.00420000000000001,0.000810000000000005,7.00000000000006e-05,10.87516,0.01771,0.0518399999999997,0.0514300000000003,12.34764,64.13498,0.39447,0.00063,7.60938,3.78
"27","2016_Q4",33.2920634920635,"Up",1.4278e+10,8.846e+09,3.081e+09,2.351e+09,-5.03e+08,3.17e+08,2.537e+09,-8.72e+09,-2.858e+09,2.7e+09,2.7e+09,2.7e+09,-7.48e+08,1.952e+09,5.73e+08,4e+06,5.77e+08,-6e+06,5.71e+08,5.48791e+11,4.02097e+11,3.289e+09,1.43405e+11,1.5883e+10,2.6178e+10,2.4748e+10,3.37304e+11,9.52904e+11,4.24753e+11,2.16192e+11,2.08561e+11,2.01e+08,6.6947e+10,1.6553e+10,3.65984e+11,8.74438e+11,3.0809e+10,1.2e+07,3.0797e+10,-3.172e+09,3.7054e+10,1.3595e+10,7.8286e+10,1.8e+08,7.8466e+10,9.52904e+11,2.927e+09,3.607e+09,-8.285e+09,-4.678e+09,-4.47e+08,-3.8e+07,0,1.098e+09,6.13e+08,-1.138e+09,-1.138e+09,-4.6e+07,-1.184e+09,1.6754e+10,0.1891,0.03999,0.00728,6e-04,11.14416,0.01758,0.46244,0.45879,11.56332,63.40148,0.36201,0.00115,0.78284,0.32259
"28","2017_Q1",34.8798387096774,"Up",1.2832e+10,9.246e+09,4.263e+09,-6.77e+08,1.356e+09,-2.81e+08,-1.752e+09,-1.062e+10,-3.453e+09,-1.241e+09,-1.241e+09,-1.241e+09,5.6e+08,-6.81e+08,-2.036e+09,-2e+06,-2.038e+09,-4.5e+07,-2.083e+09,4.20911e+11,2.96086e+11,2.894e+09,1.21931e+11,1.2651e+10,1.5445e+10,1.759e+10,4.32167e+11,8.98764e+11,3.39122e+11,1.72486e+11,1.66636e+11,2.42e+08,2.40611e+11,1.6441e+10,2.34646e+11,8.31062e+11,3.0956e+10,1.2e+07,3.0944e+10,-3.474e+09,3.4683e+10,5.366e+09,6.7531e+10,1.71e+08,6.7702e+10,8.98764e+11,5.643e+09,1.3542e+10,-4.806e+09,8.736e+09,-4.86e+08,-1.9e+07,-3.02e+08,-1.097e+10,-1.1777e+10,2.602e+09,2.602e+09,-6.08e+08,1.994e+09,1.6683e+10,-0.09671,-0.16233,-0.03077,-0.00232,12.27529,0.01856,-1.68723,-1.67707,10.39389,54.69997,0.39366,-0.00243,-0.233319999999999,-3.24899
"29","2017_Q2",34.1965079365079,"Down",1.4964e+10,8.965e+09,4.421e+09,1.578e+09,1.36e+09,8.8e+07,1.3e+08,-1.0624e+10,-3.268e+09,1.072e+09,1.072e+09,1.072e+09,-1.2e+08,9.52e+08,8.76e+08,-3e+06,8.73e+08,-6e+06,8.67e+08,5.06878e+11,3.65496e+11,3.377e+09,1.38005e+11,1.7411e+10,2.5916e+10,2.5547e+10,3.38935e+11,9.14687e+11,4.17983e+11,2.14757e+11,2.03226e+11,2.6e+08,5.0376e+10,1.6511e+10,3.61449e+11,8.46579e+11,3.1002e+10,1.2e+07,3.099e+10,-4.332e+09,3.4863e+10,6.396e+09,6.7929e+10,1.79e+08,6.8108e+10,9.14687e+11,2.098e+09,2.267e+09,-6.543e+09,-4.276e+09,-4.43e+08,-1.6e+07,-8.58e+08,2.816e+09,1.499e+09,-6.79e+08,-6.79e+08,2.13e+08,-4.66e+08,1.6771e+10,0.07164,0.05794,0.01273,0.00095,12.42995,0.01834,0.70866,0.70331,12.2312,55.52346,0.3621,0.00152,0.51096,-0.59701
"30","2017_Q3",38.8690476190476,"Up",1.5333e+10,9.58e+09,4.193e+09,1.56e+09,1.364e+09,1.04e+08,92000000.0000005,-1.1032e+10,-3.283e+09,1.018e+09,1.018e+09,1.018e+09,-1.62e+08,8.56e+08,9.14e+08,-3e+06,9.11e+08,-4.6e+07,8.65e+08,5.14036e+11,3.71261e+11,3.415e+09,1.3936e+11,1.7319e+10,2.6487e+10,2.5408e+10,3.41949e+11,9.25199e+11,4.22093e+11,2.16257e+11,2.05836e+11,2.35e+08,4.9234e+10,1.9508e+10,3.6446e+11,8.5553e+11,3.1033e+10,1.2e+07,3.1021e+10,-5.284e+09,3.527e+10,8.436e+09,6.9455e+10,2.14e+08,6.9669e+10,9.25199e+11,3.401e+09,-9.52e+08,-1.921e+09,-2.873e+09,-4.77e+08,1.6e+08,-9.52e+08,576000000.000002,-693000000.000002,-1.65e+08,-1.65e+08,73000000.0000001,-91999999.999999,1.9743e+10,0.06639,0.05641,0.01242,0.000930000000000001,12.27992,0.02134,0.71783,0.71245,12.72419,57.63766,0.39584,0.00153,0.55145,2.38114
"31","2017_Q4",44.1704761904762,"Up",1.6171e+10,1.0876e+10,4.295e+09,1e+09,1.428e+09,-6.06e+08,1.78e+08,-1.2368e+10,-3.318e+09,4.85e+08,4.85e+08,4.85e+08,3.98e+08,8.83e+08,-8.5e+07,-6e+06,-9.1e+07,-6e+06,-9.7e+07,4.45706e+11,3.16111e+11,2.776e+09,1.26819e+11,1.3023e+10,1.8588e+10,1.8399e+10,2.24799e+11,7.20515e+11,3.58518e+11,1.82513e+11,1.76005e+11,2.14e+08,4.078e+10,1.6688e+10,2.47371e+11,6.63571e+11,3.1078e+10,1.2e+07,3.1066e+10,-5.779e+09,2.441e+10,7.005e+09,5.6714e+10,2.3e+08,5.6944e+10,7.20515e+11,4.734e+09,-3.861e+09,-6.148e+09,-1.0009e+10,-4.33e+08,6.01e+08,-4.95e+08,1.21e+09,8.83e+08,-4.392e+09,-4.392e+09,9.6e+07,-4.296e+09,1.6902e+10,0.02999,-0.006,-0.0017,-0.00013,11.65305,0.02346,-0.09131,-0.09053,15.22263,53.38793,0.40761,0.00049,-4.46392,7.99794
"32","2018_Q1",41.0098360655738,"Down",1.584e+10,9.571e+09,4.454e+09,1.815e+09,1.358e+09,1.06e+08,3.51e+08,-1.1127e+10,-3.752e+09,9.61e+08,9.61e+08,9.61e+08,1.354e+09,2.315e+09,2.315e+09,2e+06,2.317e+09,-4.5e+07,2.272e+09,4.44067e+11,3.13801e+11,2.513e+09,1.27753e+11,1.2701e+10,1.8423e+10,1.8419e+10,2.26282e+11,7.19892e+11,3.60492e+11,1.82518e+11,1.77974e+11,4.77e+08,3.7748e+10,1.5686e+10,2.46619e+11,6.61022e+11,3.1123e+10,1.2e+07,3.1111e+10,-6.401e+09,2.6527e+10,7.427e+09,5.8676e+10,1.94e+08,5.887e+10,7.19892e+11,2.05e+09,3.674e+09,-3.392e+09,2.82e+08,-4.67e+08,-1.112e+09,-6.22e+08,-394000000.000001,-2.595e+09,-2.63e+08,-2.63e+08,-5.9e+07,-321999999.999999,1.6163e+10,0.06067,0.14343,0.03859,0.00316,11.2285,0.02245,2.88309,2.85555,20.10042,74.45785,0.59261,0.00402,0.20555,3.6025
"33","2018_Q2",39.75703125,"Down",1.4805e+10,9.178e+09,3.745e+09,1.882e+09,1.392e+09,-3.33e+08,8.23e+08,-9.784e+09,-3.365e+09,1.656e+09,1.656e+09,1.656e+09,-3.99e+08,1.257e+09,1.257e+09,-4e+06,1.253e+09,-6e+06,1.247e+09,4.41843e+11,3.09832e+11,1.544e+09,1.30467e+11,1.3927e+10,1.9368e+10,1.933e+10,2.18116e+11,7.12584e+11,3.64637e+11,1.84289e+11,1.80348e+11,5.26e+08,3.7535e+10,1.5707e+10,2.37671e+11,6.56076e+11,3.1665e+10,1.2e+07,3.1653e+10,-7.442e+09,2.6453e+10,5.634e+09,5.631e+10,1.98e+08,5.6508e+10,7.12584e+11,1.296e+09,4.045e+09,-4.53e+09,-4.85e+08,-4.22e+08,-3.1e+07,-5.47e+08,1.218e+09,2.18e+08,1.029e+09,1.029e+09,1.97e+08,1.226e+09,1.6233e+10,0.11185,0.08423,0.02207,0.00175,11.61032,0.02278,1.20378,1.19399,14.29192,54.35853,0.40738,0.00247,0.33841,1.39251
"34","2018_Q3",39.3312698412698,"Down",2.1185e+10,1.5153e+10,4.473e+09,1.559e+09,1.37e+09,-2.27e+08,4.16e+08,-1.6599e+10,-3.485e+09,1.101e+09,1.101e+09,1.101e+09,-2.07e+08,8.94e+08,8.94e+08,-3e+06,8.91e+08,-4.6e+07,8.45e+08,4.38812e+11,3.10184e+11,1.483e+09,1.27145e+11,1.6312e+10,1.9608e+10,1.9013e+10,2.12588e+11,7.06333e+11,3.66954e+11,1.82493e+11,1.84461e+11,4.79e+08,3.7555e+10,1.4536e+10,2.32977e+11,6.52501e+11,3.2466e+10,1.2e+07,3.2454e+10,-8.557e+09,2.687e+10,2.854e+09,5.3633e+10,1.99e+08,5.3832e+10,7.06333e+11,5.608e+09,-3.052e+09,-1.227e+09,-4.279e+09,-4.74e+08,-1.91e+08,-3.35e+08,2.394e+09,1.394e+09,2.723e+09,2.723e+09,-3.38e+08,2.385e+09,1.5015e+10,0.05197,0.03989,0.0157,0.0012,12.12106,0.02126,0.83202,0.82536,20.85959,52.80918,0.46672,0.00197,0.56095,-1.17802
"35","2018_Q4",37.2609523809524,"Down",1.6289e+10,1.0242e+10,4.486e+09,1.561e+09,1.343e+09,1.17e+08,1.01e+08,-1.1741e+10,-3.469e+09,1.079e+09,1.079e+09,1.079e+09,-1.64e+08,9.15e+08,9.15e+08,-3e+06,9.12e+08,-3.2e+07,8.8e+08,4.39941e+11,3.10071e+11,1.479e+09,1.28391e+11,1.249e+10,1.982e+10,1.916e+10,2.0704e+11,6.98451e+11,3.6957e+11,1.84094e+11,1.85476e+11,2.9e+08,3.6093e+10,1.3408e+10,2.27281e+11,6.46642e+11,3.2487e+10,1.2e+07,3.2475e+10,-9.193e+09,2.7331e+10,1e+09,5.1625e+10,1.84e+08,5.1809e+10,6.98451e+11,3.533e+09,3.03e+08,-6.531e+09,-6.228e+09,-4.51e+08,-1.113e+09,-6.36e+08,1.119e+09,-1.081e+09,-3.776e+09,-3.776e+09,-4.6e+07,-3.822e+09,1.3698e+10,0.06624,0.05402,0.01699,0.00126,12.48127,0.01961,0.88647,0.87938,16.40878,52.00463,0.45432,0.00201,0.5125,1.11956
"36","2019_Q1",38.7719672131148,"Up",1.5662e+10,9.267e+09,3.462e+09,2.933e+09,1.397e+09,1.45e+08,1.391e+09,-9.796e+09,-3.395e+09,2.471e+09,2.471e+09,2.471e+09,-4.09e+08,2.062e+09,2.062e+09,5e+06,2.067e+09,-5.7e+07,2.01e+09,4.3621e+11,2.2127e+10,2.98265e+11,1.15818e+11,1.5821e+10,1.9644e+10,1.8895e+10,1.96968e+11,6.87538e+11,3.70473e+11,1.83693e+11,1.8678e+11,2.68e+08,3.5533e+10,1.2829e+10,2.15477e+11,6.3458e+11,3.2486e+10,1.2e+07,3.2474e+10,-1.0393e+10,2.8926e+10,1.722e+09,5.2741e+10,2.17e+08,5.2958e+10,6.87538e+11,1.301e+09,86999999.9999995,5.271e+09,5.358e+09,-4.72e+08,-5.12e+08,-1.2e+09,-1.148e+09,-3.332e+09,3.327e+09,3.327e+09,4000000.00000006,3.331e+09,1.3097e+10,0.15777,0.12834,0.03795,0.00292,11.9827,0.01905,2.05228,2.03709,15.99142,53.85032,0.48193,0.00381,0.23483,-1.10239
"37","2019_Q2",41.595873015873,"Up",1.6302e+10,9.405e+09,4.908e+09,1.989e+09,1.365e+09,1.5e+07,6.09e+08,-1.1333e+10,-3.225e+09,1.744e+09,1.744e+09,1.744e+09,-3.59e+08,1.385e+09,1.385e+09,-4e+06,1.381e+09,-3.2e+07,1.349e+09,4.50866e+11,2.2699e+10,3.0841e+11,1.19757e+11,1.4506e+10,2.0615e+10,1.8349e+10,2.08852e+11,7.13188e+11,3.74841e+11,1.87333e+11,1.87508e+11,2.89e+08,3.7531e+10,1.285e+10,2.28939e+11,6.5445e+11,3.2547e+10,1.2e+07,3.2535e+10,-1.0893e+10,2.9944e+10,6.911e+09,5.8509e+10,2.29e+08,5.8738e+10,7.13188e+11,2.072e+09,1.22e+08,-5.821e+09,-5.699e+09,-4.37e+08,-2.2e+07,-5e+08,3.275e+09,2.316e+09,-1.311e+09,-1.311e+09,-4e+06,-1.315e+09,1.3139e+10,0.10698,0.08275,0.02297,0.00189,11.14185,0.01842,1.41035,1.40039,17.04339,61.16989,0.45687,0.00264,0.32394,-0.78383
"38","2019_Q3",42.581875,"Up",1.7497e+10,1.0129e+10,4.693e+09,2.675e+09,1.412e+09,6.1e+07,1.202e+09,-1.181e+10,-3.39e+09,2.297e+09,2.297e+09,2.297e+09,-5.51e+08,1.746e+09,1.746e+09,-5e+06,1.741e+09,-5.7e+07,1.684e+09,4.61094e+11,2.2847e+10,3.18689e+11,1.19558e+11,1.8435e+10,2.0425e+10,1.788e+10,2.14333e+11,7.32167e+11,3.81172e+11,1.90033e+11,1.91139e+11,1.58e+08,3.8984e+10,1.3346e+10,2.34461e+11,6.68121e+11,3.2614e+10,1.2e+07,3.2602e+10,-1.1643e+10,3.1209e+10,1.1631e+10,6.3811e+10,2.35e+08,6.4046e+10,7.32167e+11,2.387e+09,2.601e+09,-2.044e+09,5.57e+08,-4.76e+08,4.75e+08,-7.5e+08,1.685e+09,9.34e+08,3.878e+09,3.878e+09,5.1e+07,3.929e+09,1.3504e+10,0.13128,0.09625,0.02629,0.0023,10.43189,0.01844,1.77994,1.76724,18.49382,67.44636,0.50312,0.00312,0.28266,-2.14671
"39","2019_Q4",43.5353125,"Up",1.8678e+10,1.0781e+10,4.623e+09,3.274e+09,1.44e+09,1.61e+08,1.673e+09,-1.2444e+10,-3.443e+09,2.791e+09,2.791e+09,2.791e+09,-6.01e+08,2.19e+09,2.19e+09,-6e+06,2.184e+09,-3.2e+07,2.152e+09,4.71893e+11,3.29585e+11,177602156050.905,1.42308e+11,1.9452e+10,2.0723e+10,1.7382e+10,2.13362e+11,7.42812e+11,3.8237e+11,1.8906e+11,1.9331e+11,1.42e+08,4.3481e+10,1.3443e+10,2.34757e+11,6.74193e+11,3.2651e+10,1.2e+07,3.2639e+10,-1.2428e+10,3.2948e+10,1.5197e+10,6.8368e+10,2.51e+08,6.8619e+10,7.42812e+11,4.146e+09,-8.371e+09,3.02e+09,-5.351e+09,-4.45e+08,-1.9e+07,-7.85e+08,3.576e+09,2.327e+09,1.122e+09,1.122e+09,-1.05e+08,1.017e+09,1.3585e+10,0.14943,0.11522,0.03136,0.0029,9.82517,0.01829,2.31547,2.29865,20.09684,73.56144,0.4788,0.00371,0.20678,-2.10211
"40","2020_Q1",40.3364516129032,"Down",1.7143e+10,1.192e+10,4.644e+09,5.79e+08,1.386e+09,2.07e+08,-1.014e+09,-1.3549e+10,-3.631e+09,-36999999.9999995,-36999999.9999995,-3.7e+07,6.25e+08,5.88e+08,5.88e+08,5e+06,5.93e+08,-5.7e+07,5.36e+08,4.73795e+11,3.3167e+11,1.342e+09,1.30042e+11,1.6598e+10,2.0443e+10,1.7833e+10,2.11794e+11,7.40463e+11,3.87536e+11,1.92627e+11,1.94909e+11,2.35e+08,4.1029e+10,1.3466e+10,2.31815e+11,6.74081e+11,3.2692e+10,1.2e+07,3.268e+10,-1.2678e+10,3.3078e+10,1.3052e+10,6.6144e+10,2.38e+08,6.6382e+10,7.40463e+11,5.181e+09,-3.823e+09,-3.27e+09,-7.093e+09,-4.63e+08,-24999999.9999999,-2.5e+08,-270999999.999999,-1.009e+09,-2.921e+09,-2.921e+09,6.7e+07,-2.854e+09,1.3701e+10,-0.00216,0.03127,0.00807,0.000720000000000001,10.15458,0.0185,0.58362,0.57933,18.66616,72.02091,0.50414,0.00143,0.86381,78.2973
"41","2020_Q2",32.0407936507937,"Down",1.831e+10,9.466e+09,3.061e+09,5.783e+09,1.431e+09,-2.88e+08,4.64e+09,-9.394e+09,-3.273e+09,5.643e+09,5.643e+09,5.643e+09,-1.242e+09,4.401e+09,4.401e+09,-3e+06,4.398e+09,-3.2e+07,4.366e+09,4.83111e+11,3.32615e+11,-32327337733.1686,1.50496e+11,2.4094e+10,2.1224e+10,1.7254e+10,1.92058e+11,7.37741e+11,3.86981e+11,1.93875e+11,1.93106e+11,2.98e+08,5.1033e+10,1.451e+10,2.14456e+11,6.67278e+11,3.3723e+10,1.2e+07,3.3711e+10,-1.3178e+10,3.6919e+10,1.2757e+10,7.0221e+10,2.42e+08,7.0463e+10,7.37741e+11,1.847e+09,-4.735e+09,-3.602e+09,-8.337e+09,-4.36e+08,1.056e+09,4.72e+08,1.3065e+10,1.4157e+10,7.667e+09,7.667e+09,-1.71e+08,7.496e+09,1.4808e+10,0.30819,0.23845,0.06196,0.00592,9.46991,0.02007,4.77628,4.74565,20.03063,76.81982,0.47697,0.00699,0.09986,-1.64558
"42","2020_Q3",35.39484375,"Up",1.4099e+10,8.736e+09,4.087e+09,1.276e+09,1.299e+09,2.31e+08,-2.54e+08,-1.0919e+10,-2.983e+09,1.97e+08,1.97e+08,1.97e+08,-4.7e+07,150000000.000001,149999999.999999,-5e+06,145000000.000001,-7.7e+07,6.8e+07,4.94944e+11,3.4535e+11,1104999999.99997,1.48489e+11,2.4289e+10,2.0848e+10,1.6353e+10,2.11149e+11,7.67583e+11,3.94669e+11,1.98147e+11,1.96522e+11,3.03e+08,5.1184e+10,1.4513e+10,2.30974e+11,6.91643e+11,3.374e+10,1.2e+07,3.3728e+10,-1.3178e+10,3.6568e+10,1.8563e+10,7.5693e+10,2.47e+08,7.594e+10,7.67583e+11,8.46e+08,2.391e+09,-3.782e+09,-1.391e+09,-4.96e+08,-2e+07,0,1.196e+09,6.8e+08,1.35e+08,1.35e+08,59999999.9999999,1.95e+08,1.4816e+10,0.01397,0.00482000000000005,0.000899999999999991,8.99999999999998e-05,9.10776,0.0193,0.0748199999999981,0.0744800000000012,15.51216,83.27979,0.54571,0.00079,7.29412,-48.08629
"43","2020_Q4",40.91203125,"Up",1.6015e+10,9.935e+09,4.729e+09,1.351e+09,1.497e+09,-2e+07,-1.26e+08,-1.1622e+10,-3.47e+09,9.23e+08,9.23e+08,9.23e+08,-2.14e+08,7.09e+08,7.09e+08,-3e+06,7.06e+08,-7.3e+07,6.33e+08,5.06245e+11,3.57641e+11,1.111e+09,1.47493e+11,2.4405e+10,2.0712e+10,1.6179e+10,2.12951e+11,7.80492e+11,4.05001e+11,2.01072e+11,2.03929e+11,3.51e+08,5.092e+10,1.4539e+10,2.36112e+11,7.06923e+11,3.3756e+10,1.2e+07,3.3744e+10,-1.3258e+10,3.6782e+10,1.6036e+10,7.3316e+10,2.53e+08,7.3569e+10,7.80492e+11,3.793e+09,-1.2179e+10,5.5e+09,-6.679e+09,-4.78e+08,-7.6e+07,9.09e+08,2.53e+09,2.885e+09,-1e+06,-1e+06,1.17e+08,1.16e+08,1.489e+10,0.05763,0.03953,0.0086,0.00081,9.60898,0.01908,0.69675,0.69271,17.62796,80.70006,0.52614,0.00152,0.75513,-10.30878
"44","2021_Q1",52.6034426229508,"Up",1.9418e+10,1.3897e+10,5.24e+09,2.81e+08,1.376e+09,-3.3e+07,-1.062e+09,-1.583e+10,-3.424e+09,1.64e+08,1.64e+08,1.64e+08,-6e+06,1.58e+08,1.58e+08,4.65661287307739e-10,1.58e+08,-3.4e+07,1.24e+08,5.08519e+11,3.58713e+11,1.079e+09,1.36794e+11,1.9795e+10,1.787e+10,1.6389e+10,2.32573e+11,7.95146e+11,4.14801e+11,2.05176e+11,2.06656e+11,3.93e+08,6.6948e+10,1.4603e+10,2.23584e+11,7.20329e+11,3.3824e+10,1.2e+07,3.3812e+10,-1.3829e+10,3.6491e+10,1.8072e+10,7.4558e+10,2.59e+08,7.4817e+10,7.95146e+11,5.153e+09,3.067e+09,-5.229e+09,-2.162e+09,-4.49e+08,-8.3e+07,-1.574e+09,-4.887e+09,-6.993e+09,-4.002e+09,-4.002e+09,1.57e+08,-3.845e+09,1.4996e+10,0.00845,0.00639,0.00166,0.00016,9.62788,0.01886,0.13782,0.13687,21.58275,82.86985,0.49906,0.00079,3.62097,-29.2622
"45","2021_Q2",60.8436507936508,"Up",1.5562e+10,1.0327e+10,5.314e+09,-7.9e+07,1.391e+09,1.34e+08,-1.604e+09,-1.2121e+10,-3.15e+09,2.91e+08,2.91e+08,2.91e+08,7.2e+07,3.63e+08,3.63e+08,-5e+06,3.58e+08,-6.8e+07,2.9e+08,4.85754e+11,3.37722e+11,1.063e+09,1.46969e+11,1.9635e+10,1.8727e+10,1.7214e+10,2.28484e+11,7.69814e+11,4.02941e+11,2.05186e+11,1.97755e+11,3.02e+08,4.5677e+10,1.4509e+10,2.40248e+11,7.03677e+11,3.3922e+10,1.2e+07,3.391e+10,-1.4828e+10,3.6373e+10,1.0397e+10,6.5864e+10,2.73e+08,6.6137e+10,7.69814e+11,1.496e+09,2.977e+09,-4.031e+09,-1.054e+09,-4.76e+08,-2.7e+07,-9.99e+08,9.38e+08,-5.64e+08,-1.22e+08,-1.22e+08,-1.92e+08,-3.14e+08,1.4811e+10,0.0187,0.01864,0.00438,0.00038,10.63969,0.01924,0.32754,0.32508,17.57624,74.38898,0.53761,0.00106,1.64138,-16.57732
"46","2021_Q3",58.24515625,"Down",1.8524e+10,9.132e+09,5.28e+09,4.112e+09,1.422e+09,1.605e+09,1.085e+09,-1.1156e+10,-2.881e+09,4.487e+09,4.487e+09,4.487e+09,-1.075e+09,3.412e+09,3.412e+09,-5e+06,3.407e+09,-4.1e+07,3.366e+09,4.91243e+11,3.44454e+11,1.001e+09,1.45788e+11,2.5037e+10,1.8236e+10,1.6527e+10,2.2221e+11,7.73253e+11,4.04324e+11,2.04948e+11,1.99376e+11,3.93e+08,5.1756e+10,1.4518e+10,2.32839e+11,7.0383e+11,3.3452e+10,1.2e+07,3.344e+10,-1.5941e+10,3.9318e+10,1.2309e+10,6.9138e+10,2.85e+08,6.9423e+10,7.73253e+11,2.254e+09,-4.488e+09,5.497e+09,1.009e+09,-4.56e+08,-1.3e+07,-1.613e+09,3.714e+09,1.632e+09,4.895e+09,4.895e+09,-5.96046447753906e-08,4.895e+09,1.4911e+10,0.24223,0.18171,0.04849,0.00435,10.13828,0.01928,3.80167,3.77312,20.92162,78.08674,0.51502,0.0053,0.13547,-2.25674
"47","2021_Q4",61.17640625,"Up",1.6905e+10,9.455e+09,5.568e+09,1.882e+09,1.521e+09,-8.4e+07,4.45e+08,-1.1579e+10,-3.284e+09,2.042e+09,2.042e+09,2.042e+09,-4.53e+08,1.589e+09,1.589e+09,-5e+06,1.584e+09,-6.3e+07,1.521e+09,4.95679e+11,3.48188e+11,9.41e+08,1.4655e+11,1.8956e+10,1.7816e+10,1.6191e+10,2.13022e+11,7.61664e+11,4.03011e+11,2.03973e+11,1.97086e+11,3.46e+08,7.0313e+10,1.401e+10,2.04651e+11,6.92331e+11,3.3469e+10,1.2e+07,3.3457e+10,-1.6956e+10,4.0426e+10,1.2111e+10,6.905e+10,2.83e+08,6.9333e+10,7.61664e+11,3.506e+09,-3.817e+09,-4.463e+09,-8.28e+09,-4.76e+08,-5.1e+08,-1.015e+09,8.93e+08,-1.108e+09,-5.882e+09,-5.882e+09,-2e+08,-6.082e+09,1.4356e+10,0.12079,0.08997,0.02194,0.002,9.98559,0.01885,1.74607,1.73333,19.4065,79.26759,0.54644,0.00289,0.31295,-2.25269
