"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","net_otti_losses_recognised_in_earnings","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","short_long_term_investments","trading_securities","investment_securities_available_for_sale","investment_securities_held_to_maturity","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","intangible_assets","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","demand_deposits","interest_bearing_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","other_adjustments_2","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",41.7609523809524,"Up",3.843e+09,7.92e+08,9.6e+08,-1.68e+08,3.051e+09,1.382e+09,1e+07,1.626e+09,5e+06,3.848e+09,-2.642e+09,-3.13e+08,-2.329e+09,1.206e+09,1.206e+09,1.206e+09,-2.69e+08,9.37e+08,9.37e+08,-1.5e+07,9.22e+08,8.8e+08,5.366e+09,1.05416e+11,1.20746e+11,4.912e+09,7.558e+10,4.0254e+10,6.0704e+10,-1.64e+08,6.0868e+10,1.307e+09,3.549e+09,1.7355e+10,5.51e+08,2.2542e+10,3.37536e+11,2.21291e+11,7.9771e+10,1.4152e+11,1.6508e+10,2.6346e+10,3.356e+10,2.97705e+11,2.6261e+10,1.3e+07,2.6248e+10,-1.0441e+10,2.33e+10,-3.524e+09,3.9138e+10,6.93e+08,3.9831e+10,3.37536e+11,9.22e+08,9.37e+08,-1.5e+07,3.47e+08,-5e+06,1.15e+08,-2.603e+09,-1.224e+09,-2.86e+08,-7.03e+09,3.977e+09,5.62e+08,-2.777e+09,-2.43e+08,5.883e+09,-7.27e+08,-1.201e+09,3.2e+08,4.032e+09,3.1e+07,3.1e+07,3.6e+07,6.7e+07,1.553e+09,4.2854e+10,-1.067e+09,0.31382,0.22899,0.02209,0.00261,-1.2125,7.4742,0.12696,0.84521,0.8399,3.69108,34.18886,-1.02482,0.23339,0.00333,-0.00316,0.27614,24.13909,31.08458
"30","2017_Q3",46.0204761904762,"Up",3.956e+09,8.26e+08,1.052e+09,-2.26e+08,3.13e+09,1.438e+09,3.72529029846191e-09,1.682e+09,7e+06,3.963e+09,-2.655e+09,-3.19e+08,-2.336e+09,1.308e+09,1.308e+09,1.308e+09,-3.32e+08,9.76e+08,9.76e+08,-1e+06,9.75e+08,9.26e+08,4.725e+09,1.15171e+11,1.24539e+11,5.279e+09,7.8274e+10,4.0986e+10,6.1508e+10,-1.65e+08,6.1673e+10,1.64e+09,3.506e+09,1.7457e+10,5.67e+08,2.5702e+10,3.54815e+11,2.35677e+11,8.9063e+10,1.46614e+11,1.591e+10,2.7699e+10,3.5031e+10,3.14317e+11,2.6445e+10,1.3e+07,2.6432e+10,-1.0947e+10,2.4027e+10,-3.093e+09,3.9974e+10,5.24e+08,4.0498e+10,3.54815e+11,9.75e+08,9.76e+08,-1e+06,3.46e+08,-7e+06,-8999999.99999994,-1.917e+09,-611999999.999999,-4.36e+08,-9.284e+09,-858999999.999999,-3.12e+08,-1.0891e+10,-2.48e+08,-6.72e+08,-3.88e+08,1.2013e+10,3.36e+08,1.1041e+10,-4.62e+08,-4.62e+08,7.7e+07,-3.85e+08,1.654e+09,4.3609e+10,-3.67e+08,0.33064,0.23407,0.02287,0.00261,-0.39633,7.7613,0.12291,0.89397,0.88878,3.81916,35.17183,-0.35431,0.23942,0.00331,-0.00103,0.26782,23.50907,29.72783
"31","2017_Q4",46.9250793650794,"Up",4.016e+09,8.39e+08,1.151e+09,-3.12e+08,3.177e+09,1.457e+09,1.9e+07,1.691e+09,6e+06,4.022e+09,-2.654e+09,-3.05e+08,-2.349e+09,1.368e+09,1.368e+09,1.368e+09,-3.48e+08,1.02e+09,1.02e+09,-2e+06,1.018e+09,9.83e+08,5.557e+09,1.18947e+11,1.24715e+11,4.666e+09,8.0054e+10,3.9995e+10,5.8907e+10,-1.61e+08,5.9068e+10,1.631e+09,3.461e+09,1.7543e+10,5.47e+08,2.3089e+10,3.54397e+11,2.30996e+11,8.038e+10,1.50616e+11,1.6068e+10,2.8408e+10,3.7821e+10,3.13293e+11,2.6602e+10,1.4e+07,2.6588e+10,-1.1597e+10,2.4757e+10,-2.781e+09,4.0523e+10,5.81e+08,4.1104e+10,3.54397e+11,1.018e+09,1.02e+09,-2e+06,3.51e+08,-6e+06,1.25e+08,3.724e+09,5.212e+09,-2.11e+08,-8.63e+08,1.485e+09,-2.44e+08,1.67e+08,-2.88e+08,3.745e+09,-5.13e+08,-6.353e+09,-4.35e+08,-3.844e+09,1.535e+09,1.535e+09,4.4e+07,1.579e+09,1.719e+09,4.4476e+10,5.58e+09,0.34064,0.24477,0.02391,0.00277,5.6765,7.62196,0.1255,0.94945,0.94416,3.87893,35.7188,5.38955,0.27817,0.00359,0.01575,0.29298,22.64049,28.44956
"32","2018_Q1",49.2167213114754,"Up",3.728e+09,8.51e+08,1.219e+09,-3.68e+08,2.877e+09,1.528e+09,-2.6e+07,1.358e+09,6e+06,3.734e+09,-3.006e+09,-3.39e+08,-2.667e+09,7.28e+08,7.28e+08,7.28e+08,4.53e+08,1.181e+09,1.181e+09,-6e+06,1.175e+09,1.126e+09,5.382e+09,1.31624e+11,1.26392e+11,6.022e+09,7.9543e+10,4.0827e+10,6.1381e+10,-1.59e+08,6.154e+10,1.634e+09,3.411e+09,1.7564e+10,6.1e+08,2.376e+10,3.71758e+11,2.44322e+11,8.2716e+10,1.61606e+11,2.2222e+10,2.7979e+10,3.5489e+10,3.30012e+11,2.6679e+10,1.4e+07,2.6665e+10,-1.2248e+10,2.5635e+10,-2.357e+09,4.1251e+10,4.95e+08,4.1746e+10,3.71758e+11,1.175e+09,1.181e+09,-6e+06,4.3e+08,-6e+06,-2.15e+08,-93000000.0000019,1.291e+09,-2.64e+08,-1.7027e+10,-1.552e+09,-3.61e+08,-1.9204e+10,-2.97e+08,4.837e+09,-5.93e+08,1.261e+10,-1.008e+09,1.5549e+10,-2.364e+09,-2.364e+09,3.2e+07,-2.332e+09,1.158e+09,5.0201e+10,3.48e+08,0.19528,0.30204,0.02697,0.00303,0.309060000000001,7.90524,0.13504,1.09875,1.09278,3.63778,36.79645,0.33958,0.28981,0.00383,0.00094,0.26377,38.7038,61.56456
"33","2018_Q2",49.0340625,"Down",4.178e+09,9.19e+08,1.381e+09,-4.62e+08,3.259e+09,1.583e+09,-4.9e+07,1.736e+09,5e+06,4.183e+09,-2.739e+09,-2.91e+08,-2.448e+09,1.444e+09,1.444e+09,1.444e+09,-2.82e+08,1.162e+09,1.162e+09,9e+06,1.171e+09,1.135e+09,4.636e+09,1.35401e+11,1.27385e+11,8.596e+09,8.183e+10,3.6959e+10,6.0653e+10,-1.56e+08,6.0809e+10,1.702e+09,3.37e+09,1.7596e+10,6.1e+08,2.2244e+10,3.73597e+11,2.41844e+11,7.688e+10,1.64964e+11,2.8901e+10,2.7939e+10,3.2789e+10,3.31473e+11,2.6925e+10,1.4e+07,2.6911e+10,-1.2892e+10,2.6496e+10,-2.343e+09,4.1728e+10,3.96e+08,4.2124e+10,3.73597e+11,1.171e+09,1.162e+09,9e+06,3.35e+08,-5e+06,6.2e+07,-2.415e+09,-8.52e+08,-1.73e+08,2.744e+09,-3.596e+09,-4.89e+08,-1.43e+09,-2.82e+08,6.119e+09,-5.76e+08,-4.283e+09,-7e+06,9.71e+08,-1.311e+09,-1.311e+09,5e+07,-1.261e+09,1.779e+09,5.684e+10,-5.27e+08,0.34562,0.27166,0.02694,0.00304,-0.46432,7.86898,0.15214,1.11625,1.11086,4.10898,37.55519,-0.51829,0.27734,0.00379,-0.00141,0.24846,29.34458,36.15235
"34","2018_Q3",46.9898412698413,"Down",4.138e+09,9.16e+08,1.553e+09,-6.37e+08,3.222e+09,1.489e+09,1e+06,1.72e+09,3e+06,4.141e+09,-2.747e+09,-3.28e+08,-2.419e+09,1.394e+09,1.394e+09,1.394e+09,-2.86e+08,1.108e+09,1.108e+09,-5e+06,1.103e+09,1.055e+09,5.361e+09,1.17744e+11,1.26116e+11,7.035e+09,8.394e+10,3.5141e+10,5.7631e+10,-1.45e+08,5.7776e+10,1.752e+09,3.308e+09,1.7418e+10,6.63e+08,2.2935e+10,3.52928e+11,2.3056e+11,7.5463e+10,1.55097e+11,1.9288e+10,2.826e+10,3.3074e+10,3.11182e+11,2.6995e+10,1.4e+07,2.6981e+10,-1.3543e+10,2.7306e+10,-2.795e+09,4.1505e+10,2.41e+08,4.1746e+10,3.52928e+11,1.103e+09,1.108e+09,-5e+06,3.42e+08,-3e+06,-2.63e+08,1.241e+09,2.42e+09,-3.32e+08,1.2484e+10,4.347e+09,1.45e+08,1.6644e+10,-2.93e+08,-7.863e+09,-6.29e+08,-7.987e+09,-1.034e+09,-1.7806e+10,1.258e+09,1.258e+09,-1.1e+08,1.148e+09,1.736e+09,4.7548e+10,2.931e+09,0.33688,0.25495,0.02527,0.00299,2.7782,7.45418,0.13472,1.04437,1.04007,4.0963,37.58047,2.90147,0.29005,0.00382,0.0083,0.27773,24.30127,30.26327
"35","2018_Q4",43.6187301587302,"Down",4.069e+09,8.91e+08,1.634e+09,-7.43e+08,3.178e+09,1.46e+09,0,1.708e+09,3e+06,4.072e+09,-2.738e+09,-3.32e+08,-2.406e+09,1.334e+09,1.334e+09,1.334e+09,-2.2e+08,1.114e+09,1.114e+09,-3e+06,1.111e+09,1.075e+09,5.047e+09,1.17966e+11,1.26445e+11,7.804e+09,8.4155e+10,3.4486e+10,5.3847e+10,-1.4e+08,5.3987e+10,1.832e+09,3.258e+09,1.739e+10,6.4e+08,2.3345e+10,3.4977e+11,2.3159e+11,6.5846e+10,1.65744e+11,1.4429e+10,2.8113e+10,3.3777e+10,3.07909e+11,2.7048e+10,1.4e+07,2.7034e+10,-1.4145e+10,2.8098e+10,-2.983e+09,4.156e+10,3.01e+08,4.1861e+10,3.4977e+11,1.111e+09,1.114e+09,-3e+06,3.34e+08,-3e+06,-1.99e+08,1e+06,1.244e+09,-2.91e+08,8.5e+07,2.774e+09,2.35e+08,2.803e+09,-3.19e+08,-4.99e+09,-5.88e+08,1.59e+09,-4.14e+08,-4.721e+09,-6.74e+08,-6.74e+08,3e+06,-6.71e+08,1.668e+09,4.2542e+10,1.598e+09,0.32784,0.26419,0.02568,0.00307,1.48651,7.35551,0.12163,1.07521,1.07107,4.06978,38.0253,1.59831,0.31906,0.00399,0.00457,0.29674,22.47902,28.1072
"36","2019_Q1",46.5654098360656,"Up",4.007e+09,8.85e+08,1.864e+09,-9.79e+08,3.122e+09,1.463e+09,1.86264514923096e-09,1.683e+09,0,4.007e+09,-2.987e+09,9.51e+08,-3.938e+09,1.02e+09,1.02e+09,1.02e+09,-1.5e+08,8.7e+08,8.7e+08,1.1e+07,8.81e+08,8.32e+08,5.864e+09,1.28931e+11,1.26826e+11,7.035e+09,8.5809e+10,3.3982e+10,5.6418e+10,-1.46e+08,5.6564e+10,1.832e+09,3.22e+09,1.735e+10,6.71e+08,2.1761e+10,3.62873e+11,2.38778e+11,7.0783e+10,1.67995e+11,1.9661e+10,2.9163e+10,3.4403e+10,3.22005e+11,2.7132e+10,1.4e+07,2.7118e+10,-1.5517e+10,2.8652e+10,-3.171e+09,4.0638e+10,2.3e+08,4.0868e+10,3.62873e+11,8.81e+08,8.7e+08,1.1e+07,3.28e+08,0,-1.32e+08,2.107e+09,3.184e+09,-2.89e+08,-1.7083e+10,2.698e+09,4e+07,-1.4718e+10,-3.27e+08,7.255e+09,-1.356e+09,7.806e+09,8e+07,1.3458e+10,1.924e+09,1.924e+09,-1.5e+07,1.909e+09,1.348e+09,4.8824e+10,3.316e+09,0.25455,0.20764,0.02036,0.00229,3.98558,7.87915,0.13455,0.84475,0.84141,4.06842,37.66458,3.36683,0.33201,0.00319,0.00914,0.39303,31.86944,42.11765
"37","2019_Q2",42.6826984126984,"Down",3.899e+09,8.41e+08,1.92e+09,-1.079e+09,3.058e+09,1.409e+09,1e+06,1.622e+09,-7e+06,3.892e+09,-2.699e+09,-3.25e+08,-2.374e+09,1.193e+09,1.193e+09,1.193e+09,-2.37e+08,9.56e+08,9.56e+08,-1e+07,9.46e+08,9.1e+08,5.98e+09,1.14538e+11,1.24372e+11,6.868e+09,8.3523e+10,3.3981e+10,5.3341e+10,-1.46e+08,5.3487e+10,3.01e+09,3.193e+09,1.7367e+10,6.51e+08,2.368e+10,3.46132e+11,2.22382e+11,5.9991e+10,1.62391e+11,1.8426e+10,2.7874e+10,3.5981e+10,3.04663e+11,2.7363e+10,1.4e+07,2.7349e+10,-1.6072e+10,2.9382e+10,-2.99e+09,4.1225e+10,2.44e+08,4.1469e+10,3.46132e+11,9.46e+08,9.56e+08,-1e+07,3.02e+08,7e+06,-4.6e+07,-2.158e+09,-9.49e+08,-2.64e+08,1.0528e+10,1.0114e+10,4.32e+08,2.081e+10,-3.06e+08,-2.453e+09,-5.11e+08,-1.6146e+10,-4.21e+08,-1.9837e+10,2.4e+07,2.4e+07,1.1e+07,3.5e+07,1.495e+09,4.63e+10,-6.9e+08,0.30598,0.23339,0.02194,0.00263,-0.75824,7.34677,0.13376,0.94556,0.94207,4.05134,39.15536,-0.71696,0.31796,0.00351,-0.00199,0.33626,26.9699,33.79715
"38","2019_Q3",40.7009375,"Down",3.924e+09,8.02e+08,1.965e+09,-1.163e+09,3.122e+09,1.409e+09,7e+06,1.696e+09,8e+06,3.932e+09,-2.647e+09,-3.37e+08,-2.31e+09,1.285e+09,1.285e+09,1.285e+09,-2.64e+08,1.021e+09,1.021e+09,-4e+06,1.017e+09,9.69e+08,5.556e+09,1.46392e+11,1.28771e+11,8.629e+09,8.5593e+10,3.4549e+10,5.225e+10,-1.46e+08,5.2396e+10,2.97e+09,3.16e+09,1.7337e+10,6.58e+08,2.4074e+10,3.81168e+11,2.52877e+11,5.8255e+10,1.94622e+11,2.4419e+10,2.8203e+10,3.3834e+10,3.39333e+11,2.742e+10,1.4e+07,2.7406e+10,-1.6822e+10,3.0081e+10,-2.688e+09,4.1533e+10,3.02e+08,4.1835e+10,3.81168e+11,1.017e+09,1.021e+09,-4e+06,3.33e+08,-8e+06,-9.4e+07,-2.813e+09,-1.565e+09,-4.53e+08,-1.0311e+10,-2.1965e+10,5.33e+08,-3.2196e+10,-3.18e+08,4.092e+09,-7.43e+08,3.0401e+10,-3.5e+08,3.3082e+10,-6.79e+08,-6.79e+08,-2.2e+07,-7.01e+08,1.618e+09,5.2622e+10,-1.384e+09,0.32747,0.24694,0.02316,0.00254,-1.42828,8.11122,0.13805,1.01852,1.01577,4.12455,39.93264,-1.45473,0.33425,0.00338,-0.00363,0.32817,29.089,36.62724
"39","2019_Q4",43.92109375,"Up",3.861e+09,7.3e+08,1.942e+09,-1.212e+09,3.131e+09,1.401e+09,-1e+06,1.728e+09,1.6e+07,3.877e+09,-2.59e+09,-3.16e+08,-2.274e+09,1.287e+09,1.287e+09,1.287e+09,-2.46e+08,1.041e+09,1.041e+09,-3e+06,1.038e+09,1.002e+09,6.718e+09,1.32951e+11,1.3252e+11,1.018e+10,8.8562e+10,3.3778e+10,5.4754e+10,-1.27e+08,5.4881e+10,3.149e+09,3.124e+09,1.7248e+10,5.96e+08,2.2108e+10,3.73168e+11,2.4966e+11,5.5452e+10,1.94208e+11,2.009e+10,2.7872e+10,3.4076e+10,3.31698e+11,2.7485e+10,1.4e+07,2.7471e+10,-1.7803e+10,3.0789e+10,-2.893e+09,4.112e+10,3.5e+08,4.147e+10,3.73168e+11,1.038e+09,1.041e+09,-3e+06,3.36e+08,-1.6e+07,-8.2e+07,3.805e+09,5.081e+09,-3.95e+08,-8.184e+09,1.5044e+10,-3.09e+08,6.156e+09,-3.3e+08,-6.913e+09,-9.62e+08,-1.048e+09,-5.38e+08,-9.791e+09,1.446e+09,1.446e+09,-4.6e+07,1.4e+09,1.623e+09,4.7962e+10,5.279e+09,0.33333,0.25952,0.02416,0.00269,5.26846,7.9985,0.12853,1.07357,1.07084,4.1368,40.26224,5.65609,0.35357,0.00357,0.01415,0.32934,25.4122,32.04662
"40","2020_Q1",38.9046774193548,"Down",4.778e+09,8.15e+08,1.721e+09,-9.06e+08,3.963e+09,7.634e+09,-7e+06,-3.625e+09,8e+06,4.786e+09,-2.964e+09,-3.67e+08,-2.597e+09,1.822e+09,1.822e+09,1.822e+09,-3.73e+08,1.449e+09,1.449e+09,-9e+06,1.44e+09,1.391e+09,4.83e+09,1.40035e+11,1.36604e+11,1.3571e+10,8.855e+10,3.4483e+10,5.4831e+10,-1.22e+08,5.4953e+10,3.625e+09,3.107e+09,1.7386e+10,6.24e+08,2.0466e+10,3.81508e+11,2.59466e+11,5.763e+10,2.01836e+11,2.0201e+10,2.7501e+10,3.2612e+10,3.3978e+11,2.7529e+10,1.4e+07,2.7515e+10,-1.8844e+10,3.1894e+10,-2.638e+09,4.1483e+10,2.45e+08,4.1728e+10,3.81508e+11,1.44e+09,1.449e+09,-9e+06,3.44e+08,-8e+06,1.26e+08,-4.373e+09,-2.471e+09,-9.8e+07,7.364e+09,-1.2604e+10,2e+07,-5.318e+09,-3.35e+08,-436000000.000002,-1.025e+09,7.456e+09,3.45e+08,6.005e+09,-1.784e+09,-1.784e+09,5.9e+07,-1.725e+09,2.166e+09,4.7702e+10,-1.932e+09,0.38133,0.29113,0.03333,0.00365,-1.38893,8.14273,0.12504,1.52625,1.51722,5.24256,41.62996,-2.11985,0.36757,0.00452,-0.00506,0.24083,19.79317,23.53019
"41","2020_Q2",34.1736507936508,"Down",4.108e+09,8.14e+08,1.57e+09,-7.56e+08,3.294e+09,1.651e+09,9e+06,1.672e+09,-1.69e+08,3.939e+09,-2.712e+09,-3.3e+08,-2.382e+09,1.227e+09,1.227e+09,1.227e+09,-2.65e+08,9.62e+08,9.62e+08,1.8e+07,9.8e+08,9.44e+08,5.091e+09,1.9657e+11,1.52191e+11,1.2918e+10,1.01968e+11,3.7305e+10,6.2228e+10,-1.4e+08,6.2368e+10,3.514e+09,3.07e+09,1.724e+10,5.76e+08,2.7675e+10,4.68155e+11,3.36717e+11,9.66e+10,2.40117e+11,2.0874e+10,2.7494e+10,4.1691e+10,4.26776e+11,2.7658e+10,1.4e+07,2.7644e+10,-1.9829e+10,3.2601e+10,-2.827e+09,4.1145e+10,2.34e+08,4.1379e+10,4.68155e+11,9.8e+08,9.62e+08,1.8e+07,3.54e+08,1.69e+08,-3.15e+08,-2.873e+09,-1.685e+09,-2.64e+08,-1.4684e+10,-6.3322e+10,-3.31e+08,-7.8601e+10,-3.18e+08,-8.54e+08,-9.52e+08,7.9678e+10,5.326e+09,8.288e+10,2.594e+09,2.594e+09,-5.6e+07,2.538e+09,1.581e+09,4.8368e+10,-1.291e+09,0.29869,0.2298,0.02281,0.00202,-1.36758,10.31383,0.10332,1.05578,1.05276,4.59445,42.05578,-1.44387,0.35566,0.0027,-0.00276,0.33686,27.37318,35.27058
"42","2020_Q3",34.29,"Up",4.01e+09,7.8e+08,9.43e+08,-1.63e+08,3.23e+09,1.336e+09,9e+06,1.847e+09,-1.43e+08,3.867e+09,-2.686e+09,-3.37e+08,-2.349e+09,1.181e+09,1.181e+09,1.181e+09,-2.16e+08,9.65e+08,9.65e+08,-1.5e+07,9.5e+08,9.01e+08,4.776e+09,1.67411e+11,1.68832e+11,1.415e+10,1.10067e+11,4.4615e+10,5.5095e+10,-3.02e+08,5.5397e+10,3.598e+09,3.045e+09,1.7253e+10,5.4e+08,2.1766e+10,4.42316e+11,3.0547e+11,7.81e+10,2.2737e+11,2.0772e+10,2.7566e+10,4.4542e+10,3.9835e+11,2.7716e+10,1.4e+07,2.7702e+10,-1.9832e+10,3.3224e+10,-1.943e+09,4.3697e+10,2.69e+08,4.3966e+10,4.42316e+11,9.5e+08,9.65e+08,-1.5e+07,3.9e+08,1.43e+08,-7.8e+07,5.405e+09,6.81e+09,-3.59e+08,-1.4232e+10,3.439e+10,5.6e+07,1.9855e+10,-3.27e+08,9.97e+08,9.93e+08,-3.2102e+10,9.49e+08,-2.949e+10,-2.825e+09,-2.825e+09,6e+06,-2.819e+09,1.571e+09,4.8338e+10,6.833e+09,0.29451,0.22469,0.02049,0.00204,7.5838,9.06041,0.10928,1.01331,1.01177,4.50986,44.04709,7.68476,0.36776,0.00278,0.01545,0.36293,27.72884,36.88569
"43","2020_Q4",36.4790625,"Up",3.847e+09,7.03e+08,8.2e+08,-1.17e+08,3.144e+09,1.381e+09,9e+06,1.754e+09,-9e+06,3.838e+09,-2.681e+09,-3.55e+08,-2.326e+09,1.157e+09,1.157e+09,1.157e+09,-2.13e+08,9.44e+08,9.44e+08,-7e+06,9.37e+08,8.76e+08,4.104e+09,1.54859e+11,1.68413e+11,1.3074e+10,1.09243e+11,4.6096e+10,5.5166e+10,-3.25e+08,5.5491e+10,3.617e+09,3.026e+09,1.7357e+10,4.89e+08,2.1367e+10,4.28398e+11,2.96312e+11,7.947e+10,2.16842e+11,2.2662e+10,2.6121e+10,3.7956e+10,3.83051e+11,2.7755e+10,1.4e+07,2.7741e+10,-1.9832e+10,3.3821e+10,-1.359e+09,4.4917e+10,4.3e+08,4.5347e+10,4.28398e+11,9.37e+08,9.44e+08,-7e+06,4.31e+08,8999999.99999999,-3e+06,-5.96e+08,7.78e+08,-3.33e+08,-4.46e+08,1.5367e+10,-1.42e+08,1.4446e+10,-3.39e+08,-1.47e+09,6e+06,-1.184e+10,-1.612e+09,-1.5255e+10,-3.1e+07,-3.1e+07,4e+07,9e+06,1.588e+09,4.8783e+10,8.72e+08,0.30075,0.22771,0.01932,0.00204,0.99543,8.44711,0.11387,0.98442,0.98297,4.32312,45.38324,0.97992,0.38096,0.00284,0.00204,0.38699,28.13539,38.61625
"44","2021_Q1",42.1122950819672,"Up",3.843e+09,6.8e+08,7.76e+08,-9.6e+07,3.163e+09,1.489e+09,6e+06,1.625e+09,-1.5e+07,3.828e+09,-2.925e+09,-3.81e+08,-2.544e+09,9.03e+08,9.03e+08,9.03e+08,-1.48e+08,7.55e+08,7.55e+08,-5e+06,7.5e+08,7.02e+08,6.252e+09,1.89982e+11,1.71713e+11,1.5272e+10,1.08495e+11,4.7946e+10,5.6111e+10,-3.58e+08,5.6469e+10,3.602e+09,3.012e+09,1.7496e+10,5.1e+08,2.0955e+10,4.69633e+11,3.41545e+11,8.3854e+10,2.57691e+11,1.7336e+10,2.5984e+10,3.8648e+10,4.23513e+11,2.7837e+10,1.4e+07,2.7823e+10,-1.9833e+10,3.4241e+10,-9.85e+08,4.5801e+10,3.19e+08,4.612e+10,4.69633e+11,7.5e+08,7.55e+08,-5e+06,4.55e+08,1.5e+07,1.45e+08,-2.23e+09,-865000000.000001,-2.66e+08,-947000000.000001,-3.2631e+10,-3.11e+08,-3.4155e+10,-3.12e+08,-5.47e+09,6000000.00000024,4.1787e+10,1.362e+09,3.7373e+10,2.353e+09,2.353e+09,7.1e+07,2.424e+09,1.358e+09,4.332e+10,-990000000.000001,0.23497,0.18267,0.01522,0.00149,-1.41026,9.18285,0.09224,0.78858,0.78728,4.31698,46.34882,-1.1121,0.35048,0.00216,-0.00211,0.44444,27.29602,41.04983
"45","2021_Q2",48.2379365079365,"Up",3.96e+09,6.45e+08,6.85e+08,-4e+07,3.315e+09,3.149e+09,9.1e+07,7.5e+07,8.6e+07,4.046e+09,-2.778e+09,-686886534.760037,-2.778e+09,1.268e+09,1.268e+09,1.268e+09,-2.41e+08,1.027e+09,1.027e+09,-5e+06,1.022e+09,9.91e+08,5.991e+09,1.7755e+11,1.72728e+11,1.6884e+10,1.07812e+11,4.8032e+10,6.0405e+10,-3.27e+08,6.0732e+10,3.521e+09,2.983e+09,1.7469e+10,4.85e+08,2.3852e+10,4.64984e+11,3.36768e+11,9.5306e+10,2.41462e+11,1.9716e+10,2.535e+10,3.7747e+10,4.19581e+11,2.7942e+10,1.4e+07,2.7928e+10,-2.0532e+10,3.4822e+10,-1.819e+09,4.4954e+10,4.49e+08,4.5403e+10,4.64984e+11,9.27e+08,9.32e+08,-5e+06,4.66e+08,-8.3e+07,2.68e+08,-4.752e+09,-3.174e+09,-2.2e+08,-1.957e+09,5.894e+09,9.53e+08,4.678e+09,-3.46e+08,3.637e+09,-6.7e+08,-2.922e+09,-1.219e+09,-1.52e+09,-1.6e+07,-1.6e+07,-3.3e+07,-4.9e+07,1.734e+09,4.5066e+10,-2.997e+09,0.3202,0.25025,0.02183,0.00213,-3.02422,9.24126,0.09692,1.12287,1.11895,4.48696,45.79076,-3.39581,0.39204,0.00288,-0.00645,0.34914,22.5346,30.81625
"46","2021_Q3",50.45375,"Up",3.921e+09,6.55e+08,7.38e+08,-8.3e+07,3.266e+09,3.177e+09,9e+06,8e+07,8.3e+07,4.004e+09,-2.851e+09,-1043427794.8473,-2.851e+09,1.153e+09,1.153e+09,1.153e+09,-2.21e+08,9.32e+08,9.32e+08,-5e+06,9.27e+08,8.58e+08,5.154e+09,1.77387e+11,1.71426e+11,1.552e+10,1.03581e+11,5.2325e+10,6.3278e+10,-2.69e+08,6.3547e+10,3.442e+09,2.964e+09,1.7487e+10,4.92e+08,2.5333e+10,4.66963e+11,3.3867e+11,9.4081e+10,2.44589e+11,1.8876e+10,2.5629e+10,3.7994e+10,4.21169e+11,2.802e+10,1.4e+07,2.8006e+10,-2.115e+10,3.554e+10,-1.67e+09,4.5281e+10,5.13e+08,4.5794e+10,4.66963e+11,1.022e+09,1.027e+09,-5e+06,4.72e+08,-8.6e+07,-1.2e+07,1.433e+09,2.829e+09,-2.18e+08,1.095e+09,-1.351e+09,-3.05e+08,-7.79e+08,-3.04e+08,-2.375e+09,-6.09e+08,1.494e+09,-1.47e+08,-1.941e+09,1.09e+08,1.09e+08,-8e+06,1.01e+08,1.625e+09,4.4505e+10,3.061e+09,0.29406,0.21882,0.01874,0.00184,3.5676,9.19703,0.09531,0.98682,0.98228,4.5097,46.85667,3.52058,0.34964,0.00249,0.00656,0.35431,24.216,34.12923
