"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",256.809016393443,"Up",421323000,-103406000,317917000,-208311000,-182141000,-26170000,109606000,2581000,94999.9999999995,112187000,112187000,-103654000,10264000,10264000,10264000,10264000,721542000,449511000,324189000,324189000,31688000,80948000,80948000,1158367000,348793000,182295000,49334000,43893000,625642000,1784009000,232338000,36776000,195562000,267713000,267713000,500051000,129670000,129670000,129670000,629721000,886443000,267274000,571000,1154288000,1154288000,1784009000,10264000,11024000,40567000,100471000,162326000,-69545000,62682000,-12830000,-19693000,-49389000,611000.000000002,-7075000,-56464000,86169000,86169000,738000,86907000,120630000,0,255210000,0.75457,0.26015,0.02436,0.00889,0.00575,24.86458,2.3165,0.54555,0,0.12816,0.1246,5.26095,14.41329,3.18674,0.00799,0.19877,-5.98145,-6.58305
"33","2018_Q2",298.3,"Up",436924000,-109516000,327408000,-229216000,-199625000,-29591000,98192000,2353000,177000,100545000,100545000,-2902000,95866000,95866000,95866000,95866000,662743000,498003000,361459000,361459000,35866000,108708000,108708000,1168776000,400528000,150386000,45524000,17233000,613955000,1782731000,221974000,41881000,180093000,296011000,296011000,517985000,137286000,137286000,137286000,655271000,858640000,267336000,1484000,1127460000,1127460000,1782731000,95866000,11434000,22150000,-52118000,77332000,-57578000,136385000,30462000,109269000,-91980000,8020000,-47842000,-139822000,46779000,46779000,1715000,48494000,109626000,0,2832000,0.74935,0.22473,0.21941,0.08503,0.05377,0.02954,2.25639,0.58119,0,1.19779,1.17443,5.45909,14.08691,0.03538,0.0758,0.00223999999999999,-6.04549,-6.74946
"34","2018_Q3",368.950158730159,"Up",490259000,-124677000,365582000,-242891000,-212087000,-30804000,122691000,-5182000,-7099000,117509000,117509000,-7703000,106105000,106105000,106105000,106105000,712622000,547993000,374371000,374371000,47252000,126754000,126754000,1260999000,447933000,150468000,45859000,19302000,655590000,1916589000,245498000,48744000,196754000,321148000,321148000,566646000,130984000,130984000,130984000,697630000,844607000,373441000,911000,1218959000,1218959000,1916589000,106105000,12632000,24258000,-3206000,139789000,-57717000,2244999.99999999,206000.000000007,-55266000,565000,565000,-31488000,-30923000,53600000,53600000,-3638000,49962000,135323000,0,82103000,0.74569,0.25026,0.21643,0.08705,0.05536,0.773790000000005,2.22537,0.57232,0,1.32274,1.30237,6.11174,15.19596,1.02352,0.0786,0.06082,-5.26608,-5.80827
"35","2018_Q4",252.661111111111,"Down",505289000,-133508000,371781000,-246573000,-213873000,-32700000,125208000,1397000,-837000,126605000,126605000,-24601000,100872000,100872000,100872000,100872000,605157000,420860000,420276000,420276000,48858000,149891000,149891000,1224182000,491630000,156506000,47435000,25464000,704223000,1928405000,262100000,43065000,219035000,356109000,356109000,618209000,117213000,117213000,117213000,735422000,865279000,328432000,-728000,1192983000,1192983000,1928405000,100872000,14119000,25530000,-44256000,96265000,-53738000,-19222000,-64000,-78024000,-141980000,8022000,-2426000,-144406000,-126165000,-126165000,-967000,-127132000,139327000,0,65934000,0.73578,0.24779,0.19963,0.08455,0.05231,0.65364,1.98021,0.61646,0,1.25915,1.23984,6.30736,14.89163,0.82303,0.07699,0.05032,-4.34343,-4.83321
"36","2019_Q1",238.661803278689,"Down",534020000,-150924000,383096000,-262623000,-226819000,-35804000,120473000,1519000,-729999.999999999,121992000,121992000,-22517000,97392000,97392000,97392000,97392000,735359000,636899000,439009000,439009000,55641000,72470000,72470000,1302479000,521329000,173625000,64689000,26987000,749979000,2052458000,298935000,64256000,234679000,393138000,393138000,692073000,107494000,107494000,107494000,799567000,877522000,378143000,-2774000,1252891000,1252891000,2052458000,97392000,16542000,9090000,118271000,241295000,-54279000,80066000,161000,30948000,-49972000,28000.0000000019,-4311000,-54283000,217960000,217960000,-1843000,216117000,137015000,0,223524000,0.71738,0.2256,0.18238,0.07773,0.04745,2.2951,1.882,0.63818,0,1.21903,1.20282,6.68419,15.68211,2.79779,0.07159,0.16431,-5.367,-6.10393
"37","2019_Q2",301.96746031746,"Up",548971000,-146875000,402096000,-314395000,-247110000,-37503000,87701000,-3113000,-5746000,84588000,84588000,-8796000,71848000,71848000,71848000,71848000,774510000,588001000,479281000,479281000,68489000,116833000,116833000,1439113000,575267000,220050000,57151000,82570000,795317000,2234430000,315266000,62512000,252754000,489618000,433518000,804884000,173842000,173842000,173842000,978726000,855964000,402021000,-2281000,1255704000,1255704000,2234430000,71848000,22678000,70148000,-47467000,117207000,-35261000,-36790000,-2367000,-74418000,-40391000,9609000,-52371000,-92762000,-49973000,-49973000,1089000,-48884000,110379000,0,36447000,0.73245,0.15976,0.13088,0.05722,0.03215,0.50728,1.78798,0.77942,0,0.89967,0.89045,6.87417,15.72382,0.45639,0.05026,0.0255,-7.01682,-8.83126
"38","2019_Q3",207.8925,"Down",600697000,-168408000,432289000,-306799000,-267948000,-38851000,125490000,17357000,13892000,142847000,193847000,-43121000,147142000,147142000,147142000,147142000,720922000,423500000,520094000,520094000,81124000,135234000,135234000,1457374000,599611000,244063000,59050000,106161000,888643000,2346017000,307584000,61950000,245634000,481462000,481462000,789046000,183289000,183289000,183289000,972335000,874283000,501275000,-1876000,1373682000,1373682000,2346017000,147142000,23491000,15989000,-9268000,177354000,-45337000,-195728000,-5537000,-246602000,-49499000,5000,-46120000,-95619000,-164867000,-164867000,378000,-164489000,148981000,0,137497000,0.71965,0.20891,0.24495,0.10712,0.06272,0.93445,1.84701,0.70783,0,1.84061,1.82461,7.51416,17.18348,1.71996,0.09451,0.08831,-4.83902,-5.74486
"39","2019_Q4",249.3453125,"Up",607341000,-169787000,437554000,-310402000,-277514000,-39680000,127152000,1267000,-2211000,128419000,128419000,-25895000,102524000,102524000,102524000,102524000,782373000,490362000,531816000,531816000,94795000,96595000,96595000,1505579000,606581000,238220000,63150000,98058000,844801000,2350380000,349432000,63300000,286132000,520712000,520712000,870144000,174687000,174687000,174687000,1044831000,892317000,415159000,-1927000,1305549000,1305549000,2350380000,102524000,11025000,31486000,89497000,234532000,-26559000,50219000,7027000,30687000,-191707000,8293000,-3075000,-194782000,70437000,70437000,-3565000,66872000,138177000,0,227010000,0.72044,0.20936,0.16881,0.07853,0.04362,2.21421,1.73026,0.8003,0,1.29246,1.28378,7.65636,16.45823,2.86177,0.06926,0.15336,-5.66211,-6.15305
"40","2020_Q1",239.458548387097,"Down",649787000,-177829000,471958000,-297818000,-279481000,-41327000,174140000,4647000,1741000,178787000,155797000,-34535000,121262000,121262000,121262000,121262000,868627000,550425000,550291000,550291000,112051000,102450000,102450000,1633419000,631730000,235553000,64007000,95854000,867283000,2500702000,407208000,87250000,319958000,563762000,563762000,970970000,183563000,183563000,183563000,1154533000,906945000,439912000,-688000,1346169000,1346169000,2500702000,121262000,21796000,32667999.9999999,42451000,218177000,-42550000,-25554000,7993000,-60110999.9999999,-100495000,1.86264514923096e-09,-1882000,-102377000,55689000,55689000,4380000,60069000,195936000,0,230372000,0.72633,0.268,0.18662,0.09008,0.04849,1.89979,1.68225,0.85764,0,1.54338,1.53091,8.27027,17.13359,2.9321,0.07927,0.1506,-4.43322,-4.9881
"41","2020_Q2",225.206666666667,"Down",550963000,-156607000,394356000,-324438000,-282906000,-41532000,69918000,-16563000,-18549000,53355000,53355000,1464776000,1518131000,1518131000,1518131000,1518131000,790696000,790696000,533004000,533004000,120977000,131848000,131848000,1576525000,663491000,1724824000,1551141000,99932000,2388315000,3964840000,332149000,72690000,259459000,578537000,578537000,910686000,201165000,201165000,201165000,1111851000,895139000,1958043000,-193000,2852989000,2852989000,3964840000,1518131000,20738000,-1443215000,-85870000,9784000,-46085000,316117000,6179000,276211000,10662000,10662000,-45395000,-34733000,251262000,251262000,-11007000,240255000,90656000,0,-1506075000,0.71576,0.1269,2.75541,0.53212,0.3829,-0.99206,1.73114,0.38971,0,19.31661,19.21004,7.01042,36.30126,-19.16321,0.49707,-0.49312,-8.72194,-11.3089
"42","2020_Q3",305.26515625,"Up",352314000,-127986000,224328000,-297328000,-256967000,-40361000,-7.3e+07,-493000.000000004,-965999.999999996,-73493000,-73493000,32891000,-40602000.0000002,-40602000.0000002,-40602000.0000002,-40602000.0000002,404359000,404359000,473314000,473314000,131276000,140295000,140295000,1149244000,668951000,2207662000,1568293000,96158000,2876613000,4025857000,339761000,94987000,244774000,601831000,601831000,941592000,239220000,239220000,239220000,1180812000,918503000,1917441000,9101000,2845045000,2845045000,4025857000,-40602000.0000002,23545000,25952999.9999995,51004000,59900000,-34417000,0,6668000,-448537000,1.49011611938477e-08,1.86264514923096e-09,-1643000.00000001,-1643000,-390280000,-390280000,3835000,-386445000,-49455000,0,-65759000,0.63673,-0.2072,-0.11524,-0.01427,-0.01009,1.6196,1.22053,0.41504,0,-0.515450000000001,-0.513919999999999,4.47269,36.11838,-0.83482,-0.01316,-0.02132,8.1763,5.53916
"43","2020_Q4",449.6196875,"Up",734144000,-200056000,534088000,-357019000,-312492000,-44527000,177069000,7476000,7147000,184545000,184545000,-45174000,139371000,139371000,139371000,139371000,615532000,615532000,626046000,626046000,123093000,108576000,108576000,1473247000,703657000,2238187000,1566227000,116014000,2941844000,4415091000,437655000,119184000,318471000,684139000,684139000,1121794000,259826000,259826000,259826000,1381620000,951748000,2056812000,24911000,3033471000,3033471000,4415091000,139371000,24486000,32064000,15151000,211072000,-21255000,0,6741000,-14514000,9652000,9652000,-1636000,8016000,204574000,204574000,6604000,211178000,201555000,0,240625000,0.7275,0.24119,0.18984,0.0459400000000001,0.03157,1.72651,1.3133,0.45546,0,1.76811,1.75969,9.31359,38.48362,3.05265,0.04232,0.07307,-3.05392,-3.47623
"44","2021_Q1",552.789344262295,"Up",834520000,-224057000,610463000,-397279000,-348392000,-48887000,213184000,1358000,1021000,214542000,214542000,-55554000,158988000,158988000,158988000,158988000,960843000,960843000,657704000,657704000,139237000,91754000,91754000,1849538000,734721000,2245424000,1552831000,117704000,2980145000,4829683000,547714000,142132000,405582000,777887000,777887000,1325601000,270217000,270217000,270217000,1595818000,974564000,2215800000,43501000,3233865000,3233865000,4829683000,158988000,24769000,48258000.0000001,149403000,381418000,-53159000,1.49011611938477e-08,8493000,-44666000.0000001,0,0,-2448000,-2448000,334304000,334304000,11048000,345352000,237953000,0,389751000,0.73151,0.25546,0.19051,0.04916,0.03292,2.45145,1.39524,0.49347,0,2.01626,1.99518,10.58324,41.01131,4.94275,0.04537,0.11123,-4.03795,-4.50711
"45","2021_Q2",591.836507936508,"Up",894771000,-217673000,677098000,-451652000,-397115000,-54537000,225446000,36175000,34532000,261621000,261621000,-61245000,200376000,200376000,200376000,200376000,1131698000,1131698000,718957000,718957000,150643000,114257000,114257000,2115555000,763870000,2190357000,1521922000,120395000,2954227000,5069782000,530970000,124298000,406672000,862872000,862872000,1393842000,282364000,282364000,282364000,1676206000,948370000,2416176000,29030000,3393576000,3393576000,5069782000,200376000,25635000,24523000,-23347000,227187000,-43431000,-95589379.9358617,47997000,4566000,13133000,13133000,-66568000,-53435000,178318000,178318000,-7487000,170831000,251081000,0,245548000,0.75673,0.25196,0.22394,0.05905,0.03952,1.22544,1.51779,0.49394,0,2.53641,2.51104,11.32622,42.95666,3.1082,0.05451,0.0668,-4.5073,-5.01982
"46","2021_Q3",679.08921875,"Up",1010808000,-252270000,758538000,-489636000,-431921000,-57715000,268902000,-1e+05,-482999.999999993,268802000,268802000,-69088000,199714000,199714000,199714000,199714000,1086357000,1086357000,808079000,808079000,178751000,158638000,158638000,2231825000,960852000,2202891000,1512285000,140706000,3163743000,5395568000,720651000,225079000,495572000,975930000,975930000,1696581000,314577000,314577000,314577000,2011158000,895839000,2458955000,29616000,3384410000,3384410000,5395568000,199714000,25892000,53718000,38180000,317504000,-124237000,-207860347.099259,-4249000.00000001,-128486000,-1.6e+08,-1.86264514923096e-09,-78321000,-238321000,-49303000,-49303000,3976000,-45327000,294794000,0,277825000,0.75043,0.26603,0.19758,0.05901,0.03701,1.39111,1.31548,0.59424,0,2.52803,2.50274,12.79504,42.84063,3.51677,0.05399,0.07511,-3.68514,-4.03997
"47","2021_Q4",642.93234375,"Down",1015906000,-260750000,755156000,-493996000,-428409000,-65587000,261160000,828000,427000,261988000,261988000,-81019000,180969000,180969000,180969000,180969000,1237822000,1237822000,855037000,855037000,207116000,155332000,155332000,2455307000,1002769000,2192033000,1502250000,147395000,3194802000,5650109000,720202000,174916000,545286000,1070113000,1070113000,1790315000,343032000,343032000,343032000,2133347000,972458000,2526705000,17599000,3516762000,3516762000,5650109000,180969000,27614000,45973000,100448000,355004000,-124334000,-265530140.713027,537000,-131799000,-102548000,12490000,37545000,-65003000,158202000,158202000,-6730000,151472000,288774000,0,345907000,0.74333,0.25707,0.17814,0.05146,0.03203,1.91142,1.37144,0.60662,0,2.29159,2.27128,12.86429,44.53232,4.38018,0.04689,0.08962,-4.28647,-4.73971
"48","2022_Q1",486.727580645161,"Down",1031099000,-286536000,744563000,-523671000,-451195000,-72476000,220892000,-880000,-1556000,220012000,220012000,-29051000,190961000,190961000,190961000,190961000,1171342000,1099370000,897198000,897198000,230230000,195305000,195305000,2494075000,1081926000,2240789000,1533767000,178766000,3448035000,5942110000,771201000,163886000,607315000,1152870000,1152870000,1924071000,395325000,395325000,395325000,2319396000,999014000,2619374000,4326000,3622714000,3622714000,5942110000,190961000,29588000,13344000,38956000,272849000,-109096000,-197316000,-1299000,-307711000,-1e+08,0,-1573000,-101573000,-136435000,-136435000,-1876000,-138311000,250480000,0,209391000,0.72211,0.21423,0.1852,0.05271,0.03214,1.09651,1.29625,0.64024,0,2.42635,2.41622,13.10114,46.03019,2.66052,0.04753,0.05211,-4.67639,-5.30278
"49","2022_Q2",307.232741935484,"Down",973219000,-263873000,709346000,-511264000,-439457000,-71807000,198082000,-10596000,-11273000,187486000,187486000,-53188000,134298000,134298000,134298000,134298000,1012868000,926119000,950892000,950892000,275669000,241339000,241339000,2480768000,1140922000,2214029000,1515620000,182945000,3462646000,5943414000,651580000,186509000,465071000,1212067000,1212067000,1863647000,412915000,412915000,412915000,2276562000,992295000,2680270000,-5713000,3666852000,3666852000,5943414000,134298000,29626000,65223000,-198649000,30498000,-87328000,-418000,-2452000,-90198000,-60209000,14827000,-51533000,-111742000,-171442000,-171442000,-1826000,-173268000,227708000,0,-5081000,0.72887,0.20353,0.13799,0.03662,0.0226,-0.03783,1.33114,0.62085,0,1.70518,1.69075,12.35692,46.55788,-0.06451,0.03292,-0.00124999999999999,-4.4481,-5.11338
"50","2022_Q3",257.42140625,"Down",969553000,-281994000,687559000,-499363000,-426398000,-72965000,188196000,-14587000,-14832000,173609000,173609000,-60809000,112800000,112800000,112800000,112800000,899639000,877501000,931854000,931854000,310046000,235265000,235265000,2376804000,1182444000,2173320000,1518648000,170755000,3433315000,5810119000,562066000,145607000,416459000,1242348000,1242348000,1804414000,406624000,406624000,406624000,2211038000,1016890000,2601961000,-19770000,3599081000,3599081000,5810119000,112800000,30281000,46532000,-62568000,127045000,-76020000,93877000,263000,18120000,-2e+08,0,-654000,-200654000,-55489000,-55489000,6804000,-48685000,218477000,0,140698000,0.70915,0.19411,0.11634,0.03134,0.01941,1.24732,1.31722,0.61433,0,1.43887,1.43612,12.36754,45.90957,1.79473,0.02816,0.03512,-4.11777,-4.78033
