"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",39.1201587301587,"Down",844509000,-580610000,263899000,-181835000,-181835000,82064000,-11328000,-11328000,70736000,-7298000,63438000,-13816000,49622000,51705000,45864000,45864000,260414000,260414000,957215000,957215000,414556000,682684000,682684000,2314869000,512561000,4010886000,2527141000,547941000,4523447000,6838316000,880469000,543725000,336744000,5861000,1288630000,1334627000,701261000,701261000,2035888000,3324518000,3220196000,833200000,-753772000,3299624000,3513798000,6838316000,51705000,33237000,3703000,-72512000,16133000,-10001000,-10001000,-10001000,-16933000,160000,1624000,1624000,1262000,462000,462000,-237000,225000,115301000,1340488000,46604000,0.31249,0.09717,0.05431,0.01305,0.00671,1.01613,1.79638,0.94613,0.19603,0.37209,0.36963,6.85137,26.76932,0.37809,7,0.00826,0.00839,9.36743,13.16136
"32","2018_Q1",35.8201639344262,"Down",-488819000,398606000,-90213000,32902000,32902000,-57311000,-1.1e+07,-1.1e+07,-68311000,-59135000,-127446000,43645000,-83801000,17840000,13290000,13290000,411627000,262019000,970199000,970199000,429627000,258379000,258379000,2069832000,552802000,4087063000,2538544000,531316000,4639865000,6709697000,945761000,587129000,358632000,5766000,1097380000,1055305000,829748000,829748000,1885053000,2982433000,3228297000,846490000,-574372000,3500415000,3727264000,6709697000,17840000,30360000,-53184000,109063000,104079000,-26891000,-32009000,-32009000,167457000,-287648000,2186000,2186000,-286623000,-15087000,-15087000,4656000,-10431000,-26951000,1061071000,11576000,0.18455,0.11724,-0.02719,0.00357,0.00198,0.87103,1.88616,0.80017,0.15814,0.10774,0.10706,-3.96264,28.37632,0.09384,5,0.00237,0.00206,-24.09721,-11.33193
"33","2018_Q2",31.39875,"Down",880925000,-610305000,270620000,-200519000,-200519000,70101000,-24307000,-9588000,45794000,-7929000,37865000,-5986000,31879000,29042000,24535000,24535000,403235000,268346000,993068000,993068000,499493000,267431000,267431000,2163227000,546710000,4169277000,2611999000,540910000,4715987000,6879214000,920604000,579283000,341321000,6129000,1095478000,1122077000,820415000,820415000,1942492000,3037970000,3236457000,876177000,-508077000,3604557000,3841244000,6879214000,29042000,36987000,13695000,-82381000,-2657000,-2063000,-11097000,-11097000,-54075000,55536000,2565000,2565000,57411000,679000,679000,5648000,6327000,107088000,1128206000,28630000,0.3072,0.07958,0.02785,0.00639,0.00357,1.1669,1.97469,0.79088,0.164,0.19857,0.19773,7.12951,29.17244,0.23171,4,0.00424,0.00494,6.76986,10.34181
"34","2018_Q3",33.1,"Up",213205000,-107317000,105888000,-73293000,-73293000,32595000,-7665000,-12256000,24930000,-5055000.00000001,19875000,16849000,36724000,41779000,38457000,38457000,257700000,257700000,986271000,986271000,490159000,213350000,213350000,1947480000,510695000,4004528000,2505377000,538997000,4515223000,6462703000,919322000,586276000,333046000,6180000,1074521000,1067415000,783327000,783327000,1850742000,2925263000,3100320000,914634000,-698680000,3316274000,3537440000,6462703000,41779000,34971000,-11647000,-28784000,36319000,-8111000,-13711000,-13711000,151072000,-29628999.9999999,-143377000,525000,-173154000,14237000,14237000,-24883000,-10646000,67566000,1073595000,13822000,0.49665,0.15288,0.18038,0.01087,0.00595,0.35941,1.81242,0.82694,0.16612,0.31354,0.31281,1.73828,27.03784,0.11269,6,0.00713,0.00256,12.07553,25.03129
"35","2018_Q4",27.1073015873016,"Down",524022000,-352749000,171273000,-129558000,-129558000,41715000,-11611000,-11611000,30104000,-6659000,23445000,-6787000,16658000,35202000,31310000,31310000,285900000,285900000,953881000,953881000,484242000,227249000,227249000,1951272000,494377000,4000580000,2524134000,535200000,4494957000,6446229000,913860000,563730000,350130000,6385000,1068880000,1135624000,763403000,763403000,1899027000,2967907000,3051812000,945944000,-735894000,3261862000,3478322000,6446229000,35202000,38639000,4675000,-11370000,67146000,-12315000,-15439000,-15439000,-45226000,69542000,-54540000,1558000,14802000,36722000,36722000,-8522000,28200000,80354000,1142009000,63456000,0.32684,0.07961,0.05975,0.009,0.00486,2.0267,1.82553,0.85326,0.17716,0.26616,0.26448,4.45458,27.72829,0.53942,7,0.00582,0.01179,10.65422,20.52281
"36","2019_Q1",25.4739344262295,"Down",574931000,-393336000,181595000,-145393000,-145393000,36202000,-5500000,-15628000,30702000,-19523000,11179000,25432000,36611000,48450000,45894000,45894000,77153000,77153000,386588000,386588000,359655000,1135045000,1135045000,1958441000,327155000,4330362000,1497832000,2204230000,4657517000,6615958000,582077000,291233000,290844000,5020000,1199345000,1192408000,747259000,747259000,1939667000,3139012000,3058099000,991838000,-780177000,3269760000,3476946000,6615958000,48450000,31280000,-43374000,89203000,125559000,-12328000,-29399000,-29399000,-219622000,62789000,51000,51000,53788000.0000001,-40275000,-40275000,-606000,-40881000,67482000,1197428000,118925000,0.31586,0.06297,0.07983,0.0132,0.00694,2.5913,1.63293,0.90281,0.18099,0.39124,0.38967,4.90124,27.87444,1.01383,7,0.00846,0.02194,16.60109,30.94511
"37","2019_Q2",27.9703174603175,"Up",683919000,-422906000,261013000,-247849000,-247849000,13164000,-21821000,-21821000,-8657000,-10831000,-19488000,-2042000,-21530000,-48002000,-52023000,-52023000,242418000,242418000,1153056000,1153056000,739535000,273648000,273648000,2408657000,647608000,7446142000,3852431000,722287000,8093750000,10502407000,1280227000,705873000,574354000,136208000,1571628000,4037146000,1151917000,1151917000,5189063000,6760691000,3421181000,955183000,-798864000,3577500000,3741716000,10502407000,-48002000,44832000,41866000,-110984000,-72288000,-23073000,-24356000,-24356000,-3170908000,2978877000,2439000,2439000,3239026000,-4170000,-4170000,1569000,-2601000,57996000,4173354000,-74019000,0.38164,0.01925,-0.07607,-0.0139,-0.00495,1.42281,1.53259,1.80684,0.39737,-0.38906,-0.38906,5.1148,26.7549,-0.55356,1,-0.00574,-0.00816,67.77943,298.61258
"38","2019_Q3",27.43046875,"Down",908647000,-532589000,376058000,-307939000,-307939000,68119000,-33171000,-33171000,34948000,-26585000,8363000,-6151000,2212000,-466605000,-469234000,-469234000,131925000,131925000,616263000,616263000,594800000,2293605000,2293605000,3636593000,488956000,5773704000,2822093000,637191000,6262660000,9899253000,848370000,399812000,448558000,39524000,1598555000,4078232000,966117000,966117000,5044349000,6642904000,3428097000,485949000,-819248000,3094798000,3256349000,9899253000,-466605000,75637000,481490000,-7802000,82720000,-37627000,-39600000,-39600000,-37627000,-61873000,1549000,1549000,-60003999.9999995,-14911000,-14911000,4699000,-10212000,143756000,4117756000,104478000,0.41387,0.07497,-0.51641,-0.1441,-0.0474,-0.22266,2.27493,2.03999,0.41597,-3.44342,-3.44342,6.668,22.7108,0.7667,4,-0.05626,0.01253,27.72636,58.5127600000001
"39","2019_Q4",32.85234375,"Up",846519000,-478377000,368142000,-290500000,-290500000,77642000,-31828000,-31828000,45814000,-43397000,2417000,1353000,3770000,12794000,10474000,10474000,127065000,127065000,576139000,576139000,584351000,2211577000,2211577000,3499132000,478806000,5613334000,2784249000,566708000,6092140000,9591272000,807739000,376406000,431333000,29654000,1505677000,4002365000,950292000,950292000,4952657000,6458334000,3434735000,496423000,-949150000,2982008000,3132938000,9591272000,12794000,70108000,38900000,-66485000,55317000,-32209000,-36427000,-36427000,-21151000,-81542000,799000,799000,-88128000,-53962000,-53962000,-11484000,-65446000,147750000,4032019000,47703000,0.43489,0.09172,0.01237,0.00334,0.00109,4.55442,2.32396,2.06143,0.42038,0.07682,0.07682,6.20897,21.87217,0.34989,6,0.00129,0.00588,26.42947,50.29435
"40","2020_Q1",31.9383870967742,"Down",888373000,-492530000,395843000,-285861000,-285861000,109982000,-32683000,-32683000,77299000,-18098000,59201000,-24790000,34411000,-15333000.0000001,-16863000,-16863000.0000001,109632000,109632000,561865000,561865000,571558000,161190000,90761000,1404245000,491241000,5491346000,3202517000,569810000,5982587000,7386832000,829672000,359782000,469890000,27642000,857314000,2284184000,755706000,755706000,3039890000,3897204000,3445715000,479560000,-483845000,3441430000,3489628000,7386832000,-15333000.0000001,45449000,-18731000,53814000,65199000,-24712000,-25019000,-25019000,1596929000,-1726681000,7092000,7092000,-1721400000,-59272000,-59272000,2144000,-57128000,155431000,2311826000,209323000,0.44558,0.1238,-0.01898,-0.00483,-0.00228,-12.41315,1.63796,1.1168,0.31297,-0.1235,-0.12015,6.50603,25.20343,1.53298,5,-0.00257,0.03192,14.16831,20.02322
"41","2020_Q2",25.6577777777778,"Down",816356000,-468142000,348214000,-292197000,-292197000,56017000,-24796000,-24796000,31221000,-9180000,22041000,-13173000,8868000,5508000,4481000,4481000,365604000,365604000,499402000,499402000,561675000,154929000,154929000,1581610000,468241000,5405721000,3191312000,566081000,5873962000,7455572000,792214000,368001000,424213000,26885000,819099000,2513022000,785687000,785687000,3298709000,4117808000,3454059000,479223000,-642142000,3291140000,3337764000,7455572000,5508000,58336000,7844000,-15459000,56229000,-29425000,-31113000,-31113000,-37255000,244270000,2220000,2220000,245137000,264111000,264111000,-8139000,255972000,114353000,2539907000,82642000,0.42655,0.06862,0.00549,0.00134,6e-04,18.44276,1.93091,1.2337,0.34067,0.0328,0.03167,5.9762,24.09307,0.60499,8,0.00067,0.0124,19.01396,38.81506
"42","2020_Q3",31.9103125,"Up",620360000,-379274000,241086000,-235727000,-235727000,5359000,-28284000,-28284000,-22925000,-10280000,-33205000,30063000,-3142000,-8047000,-8473999.99999999,-8474000,66396000,66396000,449672000,449672000,556708000,155628000,155628000,1228404000,469255000,5424866000,3209980000,564181000,5894121000,7122525000,732201000,298986000,433215000,26530000,758731000,2220930000,747288000,747288000,2968218000,3726949000,3462650000,470749000,-581484000,3351915000,3395576000,7122525000,-8047000,61702000,-13673000,-2996999.99999999,36985000,-16005000,-19313000,-19313000,-15723000,-307502000,30000.0000000019,30000.0000000019,-322550000,-301288000,-301288000,2080000,-299208000,67061000,2247460000,17996000,0.38862,0.00864,-0.01366,-0.0025,-0.00119,-2.12366999999999,1.61902,1.09759,0.31554,-0.06197,-0.06156,4.53632,24.51056,0.13159,4,-0.00133,0.00282,32.52358,406.99086
"43","2020_Q4",33.956875,"Up",805931000,-461811000,344120000,-278060000,-278060000,66060000,-25567000,-25567000,40493000,-4129000,36364000,-19528000,16836000,14195000,13406000,13406000,66423000,66423000,498357000,498357000,536052000,186680000,186680000,1287512000,463775000,5402947000,3245042000,522199000,5866722000,7154234000,757579000,306314000,451265000,26954000,784533000,2191725000,720507000,720507000,2912232000,3696765000,3470287000,484155000,-541996000,3412446000,3457469000,7154234000,14195000,61076000,1301000,3347000,79919000,-31224000,-31157000,-31157000,-31153000,-48305000,680000,680000,-48165000,601000,601000,-574000,27000,127136000,2218679000,118787000,0.42698,0.08197,0.01663,0.00388,0.00187,8.86073,1.64112,1.06921,0.31012,0.09797,0.09708,5.88979,24.93835,0.8681,5,0.0021,0.01857,16.92877,32.58032
"44","2021_Q1",42.595737704918,"Up",828122000,-473437000,354685000,-281417000,-281417000,73268000,-25615000,-25615000,47653000,-14824000,32829000,8691000,41520000,34115000,33212000,33212000,97067999.9999999,97068000,517006000,517006000,564822000,182933000,113418000,1361829000,486960000,5502760000,3314541000,524773000,5989720000,7351549000,784584000,330251000,454333000,27074000,811658000,2204169000,747848000,747848000,2952017000,3763675000,3478126000,517367000,-452106000,3543387000,3587874000,7351549000,34115000,65115000,9469000,20103000,128802000,-28579000,-33202000,-33202000,-90948000,-6779000.00000006,569999.99999997,569999.99999997,-6073000.00000006,31781000,31781000,2865000,34646000,138383000,2231243000,121216000,0.4283,0.08847,0.04011,0.00926,0.00452,3.64977,1.67784,1.049,0.30351,0.24265,0.23992,6.05024,25.88792,0.8856,7,0.00506,0.01846,15.42223,29.12834
"45","2021_Q2",44.4846031746032,"Up",879211000,-508134000,371077000,-305724000,-305724000,65353000,-25660000,-25660000,39693000,-4046000,35647000,-7917000,27730000,20240000,19074000,19074000,763653000,763653000,553785000,553785000,606208000,154319000,79114000,2077965000,479240000,5509409000,3331531000,524921000,5988649000,8066614000,831042000,406744000,424298000,727369000,1558411000,1481997000,735137000,735137000,2217134000,3775545000,4201880000,536441000,-491727000,4246594000,4291069000,8066614000,20240000,62785000,5987000,-4630000,84382000,-24537000,-24537000,-24537000,-128012000,-6276000,716632000,716632000,707652000,664022000,664022000,-1438000,662584000,128138000,2209366000,106888000,0.42206,0.07433,0.02169,0.00445,0.00236,5.60386,1.33339,0.87986,0.27389,0.13663,0.13454,6.29792,30.41899,0.76565,6,0.00264,0.01477,11.28247,22.1216
"46","2021_Q3",46.699375,"Up",-212004000,212802000,798000,-91670000,-70268000.0000001,-90872000,7031000,7031000,-83841000,-28787000,-112628000,10917000,-101711000,29702000,28642000,28642000,62309000,62309000,599877000,599877000,663540000,153246000,75746000,1478972000,480119000,5600405000,3399030000,522954000,6080524000,7559496000,878939000,453716000,425223000,20480000,899419000,1576517000,731600000,731600000,2308117000,3207536000,4225390000,565083000,-482619000,4307854000,4351960000,7559496000,29702000,65936000,38519000,-55787000,78370000,-16913000,-20104000,-20104000,-144088000,-645842000,13370000,13370000,-635969000,-701687000,-701687000,343000.000000001,-701344000,-24936000,1596997000,-108553000,-0.00375999999999993,0.42863,-0.1351,0.00658,0.00379,-3.78999,1.64436,0.73703,0.21126,0.20517,0.20203,-1.51862,30.8578,-0.77758,6,0.00429,-0.01625,-61.54508,-16.88846
"47","2021_Q4",48.59453125,"Up",359923000,-162047000,197876000,-211753000,-168270000,-13877000,-4122000,-4122000,-17999000,-2230000,-20229000,6651000,-13578000,26857000,25848000,25848000,177482000,177482000,603214000,603214000,780984000,164007000,78467000,1725687000,510828000,5735796000,3497355000,511486000,6246624000,7972311000,961131000,472499000,488632000,14340000,975471000,1611690000,754626000,754626000,2366316000,3341787000,4528252000,590931000,-532642000,4586541000,4630524000,7972311000,26857000,68920000,7969000,-6615000,97131000,-29237000,-19485263.5902031,-19485263.5902031,-21548000,33478000,8175000,8175000,40154000,115737000,115737000,-564000,115173000,55043000,1626030000,12540000,0.54977,-0.03856,0.07182,0.00558,0.00324,0.48514,1.76908,0.72169,0.20396,0.17138,0.16905,2.38641,30.41028,0.08314,7,0.00369,0.00179,26.31666,-104.38481
"48","2022_Q1",41.3896774193548,"Down",2827173000,-1783266000,1043907000,-720229000,-785114000,323678000,-49842000,-49842000,273836000,-11238000,262598000,-76346000,186252000,-521000.000000004,-1907000,-1907000,680252000,680252000,254958000,254958000,356233000,1011836000,29176000,2303279000,235113000,5977520000,1934258000,151185000,6212633000,8515912000,380599000,155208000,225391000,7701000,1023584000,2078625000,752270000,178708000,2830895000,3854479000,4544367000,589024000,-516013000,4617378000,4661433000,8515912000,-521000.000000004,65278000,-18472000,49931000,96216000,-26517000,-21083863.5902031,-21083863.5902031,-26828000,468233000,7002000,7002000,473069000,542457000,542457000,-569000,541888000,388956000,2086326000,488716000,0.36924,0.11449,-0.000669999999999976,-0.00041,-0.00022,-256.27478,2.25021,0.82689,0.24499,-0.01037,-0.01025,15.37281,25.10709,2.6574,5,-0.00025,0.06516,3.61499999999999,4.34405
"49","2022_Q2",39.825,"Down",1023368000,-593137000,430231000,-369390000,-369390000,60841000,-15099000,-15099000,45742000,-7723000,38019000,-18660000,19359000,16301000,15068000,15068000,661504000,661504000,657056000,657056000,852814000,176363000,91547000,2347737000,504583000,5631331000,3440615000,553459000,6135914000,8483651000,1027726000,537676000,490050000,422289000,1450015000,1647870000,741721000,741721000,2389591000,3839606000,4555423000,604092000,-559479000,4600036000,4644045000,8483651000,16301000,66026000,13419000,-110169000,-14423000,-21343000,-24089000,-24089000,-35166000,-7428000,1199000,1199000,-10819000,-60408000,-60408000,2542000,-57866000,126867000,2070159000,14015000,0.42041,0.05945,0.01472,0.00324,0.00178,0.93012,1.61911,0.82678,0.24402,0.09471,0.09349,6.4325,28.91406,0.08809,3,0.00202,0.00188,11.1034,23.15305
