"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",17.8526229508197,"Up",3.634e+09,-1.124e+09,2.51e+09,-1.755e+09,-1.704e+09,5.1e+07,7.55e+08,8.6e+07,-9999999.99999999,9.6e+07,8.41e+08,8.33e+08,7000000.00000001,8.38e+08,8.38e+08,8.41e+08,8.41e+08,9e+07,9e+07,4.83e+08,4.83e+08,3.84e+08,9.9e+07,9.4e+07,4999999.99999999,1.056e+09,7.9e+08,1.3801e+10,9.819e+09,3.834e+09,2.7e+07,1.21e+08,1.4688e+10,1.5744e+10,1.583e+09,1.58e+09,2.25e+08,2.1e+08,2.018e+09,3.161e+09,2.902e+09,1.031e+09,5.6e+07,6.063e+09,8.081e+09,6.385e+09,9.14e+08,9.9e+07,7.398e+09,7.663e+09,1.5744e+10,8.38e+08,8.9e+07,-5.08e+08,-7.02e+08,-2.83e+08,-1.6e+08,-1.964e+09,-3.68e+08,1.048e+09,-3.79e+08,8e+07,3.81e+08,-1.866e+09,-1.866e+09,-1.5e+07,-1.881e+09,8.44e+08,3.386e+09,-2.5e+07,0.6907,0.20776,0.23143,0.10975,0.05342,-0.029729999999998,0.52329,1.05455,0.21507,4.67222,4.65155,20.18889,41.1,-0.13889,2.04444,0.08666,-0.00179,0.43757,3.90520999999995,4.36555999999993
"33","2018_Q2",19.4196875,"Up",1.594e+09,-6.81e+08,9.13e+08,-6.54e+08,-6.26e+08,-1e+06,2.59e+08,-4e+07,-4e+07,0,2.19e+08,2.19e+08,-5.4e+07,1.59e+08,1.59e+08,1.59e+08,1.59e+08,1.3e+07,1.3e+07,7e+08,7e+08,2.43e+08,2.9e+08,2.25e+08,6.5e+07,1.246e+09,1.198e+09,7.699e+09,3.564e+09,3.784e+09,6.5e+07,2.86e+08,8.933e+09,1.0179e+10,4.16e+08,3.77e+08,3.83e+08,8.25e+08,1.624e+09,4.135e+09,1.934e+09,6.23e+08,2.73e+08,6.069e+09,7.693e+09,2e+06,2.667e+09,-1.83e+08,2.486e+09,2.486e+09,1.0179e+10,1.59e+08,5e+07,4.3e+07,-1.49e+08,1.03e+08,-4.3e+07,-6.8e+07,-1.04e+08,5.4e+07,2e+06,-2.5e+07,-7.3e+07,-3.8e+07,-3.8e+07,1e+06,-3.7e+07,3.09e+08,4.518e+09,1.71e+08,0.57277,0.16248,0.09975,0.06396,0.01562,1.07547,0.76724,3.09453,0.44385,0.88382,0.87942,8.86048,13.81879,0.95053,0.5781,0.02942,0.01913,0.65409,14.57929,17.39382
"34","2018_Q3",21.597619047619,"Up",1.886e+09,-7.9e+08,1.096e+09,-7.34e+08,-7.21e+08,1.5e+07,3.62e+08,-4.1e+07,-4.3e+07,2e+06,3.21e+08,3.21e+08,-8.3e+07,2.35e+08,2.35e+08,2.35e+08,2.35e+08,6.4e+07,6.4e+07,8.14e+08,8.14e+08,2.65e+08,2.73e+08,1.96e+08,7.7e+07,1.416e+09,1.183e+09,7.613e+09,3.562e+09,3.777e+09,6e+07,2.14e+08,8.83e+09,1.0246e+10,5.23e+08,4.84e+08,2.64e+08,7.39e+08,1.526e+09,4.126e+09,1.872e+09,6.45e+08,2.06e+08,5.998e+09,7.524e+09,2e+06,2.92e+09,-2e+08,2.722e+09,2.722e+09,1.0246e+10,2.35e+08,4.9e+07,13999999.9999999,16999999.9999999,3.15e+08,-4e+07,-110999999.999999,-1.05e+08,-1.2e+08,5000000.00000048,-3e+06,-223000000.000001,-18999999.9999998,-18999999.9999998,-1e+06,-19999999.9999998,4.11e+08,4.39e+09,4.71e+08,0.58112,0.19194,0.1246,0.08633,0.02294,2.00426,0.92792,2.76414,0.42846,1.30411,1.29763,10.46615,15.10544,2.61376,0.58269,0.03785,0.05243,0.44681,10.52555,11.95028
"35","2018_Q4",23.4677777777778,"Up",1.149e+09,-8.34e+08,3.15e+08,-2.46e+08,-2.89e+08,-1.2e+07,6.9e+07,-1.63e+08,-1.89e+08,2.6e+07,-9.4e+07,-1.07e+08,2.7e+07,-7.1e+07,-7.1e+07,-7.4e+07,-7.4e+07,9.4e+07,9.4e+07,1.196e+09,1.196e+09,7.2e+08,3.75e+08,3.57e+08,1.8e+07,2.385e+09,2.345e+09,4.4135e+10,1.9291e+10,2.4436e+10,9.3e+07,3.15e+08,4.6673e+10,4.9058e+10,2.672e+09,2.229e+09,1.79e+09,1.505e+09,5.967e+09,1.458e+10,6.218e+09,5.974e+09,2.44e+08,2.0798e+10,2.6765e+10,2.1034e+10,1.122e+09,1.37e+08,2.2293e+10,2.2293e+10,4.9058e+10,-7.1e+07,5.1e+07,7e+07,5.95e+08,6.45e+08,-2.1e+07,-1.8891e+10,1.86e+08,9.221e+09,8.996e+09,-2.3e+07,1.838e+10,1.34e+08,1.34e+08,-5e+07,8.4e+07,1.2e+08,1.637e+10,6.67e+08,0.27415,0.06005,-0.0644,-0.00332,-0.00151,-9.01351,0.3997,1.2006,0.33369,-0.05434,-0.05387,0.84374,16.37025,0.48979,-0.13658,-0.00579,0.01486,2.51351,135.63333,235.88406
"36","2019_Q1",25.0914754098361,"Up",2.813e+09,-1.255e+09,1.558e+09,-1.011e+09,-9.99e+08,-1.2e+07,5.47e+08,-1.89e+08,-1.8e+08,-9e+06,3.58e+08,3.58e+08,-9.2e+07,2.66e+08,2.66e+08,2.66e+08,2.66e+08,8.3e+07,8.3e+07,1.15e+09,1.15e+09,6.26e+08,3e+08,2.54e+08,4.6e+07,2.159e+09,2.31e+09,4.4263e+10,2.0011e+10,2.3967e+10,2.6e+07,2.59e+08,4.6759e+10,4.8918e+10,3.838e+09,2.3e+09,1.458e+09,4.06e+08,5.702e+09,1.4201e+10,6.482e+09,5.923e+09,5.59e+08,2.0683e+10,2.6385e+10,2.1485e+10,1.178e+09,-1.3e+08,2.2533e+10,2.2533e+10,4.8918e+10,2.66e+08,2.04e+08,8.6e+07,-6e+06,5.5e+08,-7.3e+07,-6.1e+07,-2.09e+08,-3.13e+08,-3e+06,1.8e+07,-5.07e+08,-1.8e+07,-1.8e+07,3.5e+07,1.7e+07,7.51e+08,1.5659e+10,7.64e+08,0.55386,0.19445,0.09456,0.0118,0.00544,2.87218,0.37864,1.17095,0.32011,0.1014,0.10019,1.07231,8.58956,0.29124,0.0796699999999999,0.01063,0.0171,0.78571,20.74035,28.47532
"37","2019_Q2",26.6201587301587,"Up",2.504e+09,-1.106e+09,1.398e+09,-9e+08,-9.11e+08,1.1e+07,4.98e+08,-1.74e+08,-1.69e+08,-5e+06,3.24e+08,3.15e+08,-8.5e+07,2.3e+08,2.3e+08,2.3e+08,2.3e+08,8.5e+07,8.5e+07,1.016e+09,1.016e+09,6.63e+08,3.98e+08,3.54e+08,4.4e+07,2.162e+09,2.282e+09,4.4675e+10,2.0077e+10,2.3988e+10,2.6e+07,5.84e+08,4.7129e+10,4.9291e+10,4.115e+09,2.558e+09,2.018e+09,5.23e+08,6.656e+09,1.3246e+10,6.715e+09,5.94e+09,7.75e+08,1.9961e+10,2.6617e+10,2.1519e+10,1.192e+09,-3.7e+07,2.2674e+10,2.2674e+10,4.9291e+10,2.3e+08,8.5e+07,1.01e+08,1.75e+08,5.91e+08,-6.9e+07,-4.5e+07,-2.11e+08,-3.45e+08,8e+06,-8e+06,-5.56e+08,-1e+07,-1e+07,1e+07,0,5.83e+08,1.5264e+10,7.74e+08,0.55831,0.19888,0.09185,0.01014,0.00467,3.36522,0.32482,1.1739,0.30967,0.16355,0.16223,1.78056,16.12316,0.55038,0.15004,0.00988,0.01733,0.91739,26.03602,30.47992
"38","2019_Q3",26.20890625,"Down",2.812e+09,-1.186e+09,1.626e+09,-1.039e+09,-1.028e+09,-1.1e+07,5.87e+08,-1.71e+08,-1.7e+08,-1e+06,4.16e+08,4.16e+08,-1.02e+08,3.14e+08,3.14e+08,3.14e+08,3.14e+08,1.06e+08,1.06e+08,1.068e+09,1.068e+09,6.86e+08,3.61e+08,3.17e+08,4.4e+07,2.221e+09,2.29e+09,4.4866e+10,2.0039e+10,2.4228e+10,2.7e+07,5.72e+08,4.7326e+10,4.9547e+10,4.373e+09,2.909e+09,1.806e+09,5.16e+08,6.695e+09,1.3164e+10,6.805e+09,6.034e+09,7.71e+08,1.9969e+10,2.6664e+10,2.1538e+10,1.294e+09,5.1e+07,2.2883e+10,2.2883e+10,4.9547e+10,3.14e+08,8.7e+07,1.51e+08,6e+07,6.12e+08,-4.8e+07,-6.9e+07,-2.12e+08,-3.03e+08,-7999999.99999976,-1e+06,-5.24e+08,1.9e+07,1.9e+07,2e+06,2.1e+07,6.74e+08,1.497e+10,7.88e+08,0.57824,0.20875,0.11166,0.01372,0.00634,2.50955,0.33174,1.16523,0.30214,0.22322,0.22124,1.999,16.26715,0.56018,0.15071,0.01178,0.01765,0.67516,22.05341,25.32198
"39","2019_Q4",27.1196875,"Up",2.87e+09,-1.245e+09,1.625e+09,-1.045e+09,-1.012e+09,-3.3e+07,5.8e+08,-1.67e+08,-1.58e+08,-9e+06,4.13e+08,4.13e+08,-1.09e+08,3.04e+08,3.04e+08,3.04e+08,3.04e+08,7.4e+07,7.4e+07,1.09e+09,1.09e+09,7.51e+08,3.54e+08,3.26e+08,2.8e+07,2.269e+09,2.236e+09,4.4731e+10,2.0112e+10,2.4031e+10,2.7e+07,5.61e+08,4.7131e+10,4.94e+10,4.38e+09,2.976e+09,1.761e+09,4.09e+08,6.55e+09,1.3147e+10,6.789e+09,6.022e+09,7.67e+08,1.9936e+10,2.6486e+10,2.1553e+10,1.388e+09,-2.7e+07,2.2914e+10,2.2914e+10,4.94e+10,3.04e+08,1.93e+08,7.9e+07,2.4e+07,6e+08,-9.8e+07,-1.02e+08,-2.1e+08,-3.55e+08,-492487916.809627,1.9e+07,-5.46e+08,-4.8e+07,-4.8e+07,0,-4.8e+07,7.73e+08,1.4908e+10,8.08e+08,0.5662,0.20209,0.10592,0.01327,0.00615,2.65789,0.34641,1.15589,0.30178,0.21609,0.21418,2.04009,16.28803,0.57435,0.14927,0.01152,0.01811,0.69079,19.19017,25.57586
"40","2020_Q1",25.6029032258065,"Down",2.934e+09,-1.241e+09,1.693e+09,-9.8e+08,-1.011e+09,3.1e+07,7.13e+08,-1.61e+08,-1.57e+08,-4e+06,5.52e+08,5.5e+08,-1.44e+08,4.06e+08,4.06e+08,4.06e+08,4.06e+08,7.5e+07,7.5e+07,1.115e+09,1.115e+09,6.54e+08,4.29e+08,4.03e+08,2.6e+07,2.273e+09,2.028e+09,4.5217e+10,2.0172e+10,2.4117e+10,2.9e+07,7.48e+08,4.7245e+10,4.9518e+10,4.436e+09,3.176e+09,1.593e+09,4.45e+08,6.474e+09,1.2827e+10,6.96e+09,6.03e+09,9.3e+08,1.9787e+10,2.6261e+10,2.1571e+10,1.582e+09,1.04e+08,2.3257e+10,2.3257e+10,4.9518e+10,4.06e+08,1.19e+08,3.9e+07,1.07e+08,6.71e+08,9.7e+07,6.6e+07,-2.11e+08,-5.22e+08,-462924945.296172,-5e+06,-7.38e+08,-1e+06,-1e+06,9.31322574615479e-10,-1e+06,8.32e+08,1.442e+10,1.18e+09,0.57703,0.24301,0.13838,0.01746,0.0082,2.9064,0.3511,1.12917,0.29121,0.28856,0.28592,2.08529,16.5295,0.83866,0.14996,0.01382,0.02644,0.5197,17.24159,20.11921
"41","2020_Q2",25.922380952381,"Up",2.613e+09,-1.161e+09,1.452e+09,-9.86e+08,-1.028e+09,4.2e+07,4.66e+08,-1.73e+08,-1.53e+08,-2e+07,2.93e+08,2.05e+08,-4.9e+07,1.56e+08,1.56e+08,1.56e+08,1.56e+08,1.97e+08,1.97e+08,1.037e+09,1.037e+09,6.82e+08,3.61e+08,3.35e+08,2.6e+07,2.277e+09,2.017e+09,4.4444e+10,1.9898e+10,2.3706e+10,2.9e+07,8.11e+08,4.6566e+10,4.8843e+10,4.456e+09,3.238e+09,1.957e+09,4.45e+08,6.858e+09,1.2431e+10,6.914e+09,5.917e+09,9.97e+08,1.9345e+10,2.6203e+10,2.1593e+10,1.527e+09,-4.8e+08,2.264e+10,2.264e+10,4.8843e+10,1.56e+08,1.31e+08,2e+08,-7.3e+07,4.14e+08,3.5e+07,3.4e+07,-2.12e+08,-1.18e+08,-198399501.134631,2e+06,-3.28e+08,1.2e+08,1.2e+08,-8e+06,1.12e+08,5.97e+08,1.4388e+10,6.08e+08,0.55568,0.17834,0.0597,0.00689,0.00319,3.89744,0.33202,1.15738,0.29458,0.11087,0.10985,1.85714,16.09097,0.43213,0.15068,0.00837,0.01384,1.35897,23.77052,30.45279
"42","2020_Q3",28.14078125,"Up",2.864e+09,-1.302e+09,1.562e+09,-1.001e+09,-1.001e+09,0,5.61e+08,-1.53e+08,-1.57e+08,4e+06,4.08e+08,4.06e+08,-1.08e+08,2.98e+08,2.98e+08,2.98e+08,2.98e+08,1.49e+08,1.49e+08,1.01e+09,1.01e+09,7.47e+08,3.34e+08,3.06e+08,2.8e+07,2.24e+09,2.071e+09,4.4613e+10,1.9968e+10,2.3785e+10,2.9e+07,8.31e+08,4.6786e+10,4.9026e+10,4.499e+09,3.377e+09,2.256e+09,5.43e+08,7.298e+09,1.1849e+10,6.956e+09,5.922e+09,1.034e+09,1.8805e+10,2.6103e+10,2.1638e+10,1.613e+09,-3.28e+08,2.2923e+10,2.2923e+10,4.9026e+10,2.98e+08,1.18e+08,1.01e+08,1.31e+08,6.48e+08,-1.24e+08,-1.26e+08,-2.11e+08,-3.63e+08,22000000.0000005,-2.1e+07,-5.73e+08,-5.1e+07,-5.1e+07,5e+06,-4.6e+07,6.79e+08,1.4105e+10,7.94e+08,0.54539,0.19588,0.10405,0.013,0.00608,2.66443,0.30693,1.13873,0.2877,0.21177,0.20964,2.03525,16.2898,0.56424,0.14994,0.01157,0.01805,0.70805,20.55376,24.87701
"43","2020_Q4",28.58234375,"Up",3.02e+09,-1.316e+09,1.704e+09,-9.51e+08,-9.49e+08,-2e+06,7.53e+08,-1.53e+08,-1.48e+08,-5e+06,6e+08,5.84e+08,-1.41e+08,4.43e+08,4.43e+08,4.43e+08,4.43e+08,1.91e+08,1.91e+08,1.051e+09,1.051e+09,8.24e+08,3.5e+08,3.23e+08,2.7e+07,2.416e+09,2.092e+09,4.4783e+10,2.0029e+10,2.3834e+10,3.1e+07,8.89e+08,4.6965e+10,4.9381e+10,4.744e+09,3.517e+09,2.182e+09,4.03e+08,7.329e+09,1.1707e+10,7.048e+09,5.945e+09,1.103e+09,1.8755e+10,2.6084e+10,2.1668e+10,1.845e+09,-2.17e+08,2.3296e+10,2.3297e+10,4.9381e+10,4.43e+08,1.23e+08,8.5e+07,-4.7e+07,6.04e+08,-9e+07,-9e+07,-2.12e+08,-2.57e+08,7e+06,-3e+06,-4.65e+08,4.9e+07,4.9e+07,-8e+06,4.1e+07,8.76e+08,1.3889e+10,8.8e+08,0.56424,0.24934,0.14669,0.01902,0.00897,1.98646,0.32965,1.11963,0.28126,0.31476,0.31134,2.1458,16.55251,0.62527,0.15063,0.01481,0.01989,0.47856,15.63699,18.19124
"44","2021_Q1",31.4352459016393,"Up",3.121e+09,-1.353e+09,1.768e+09,-1.001e+09,-1e+09,-1e+06,7.67e+08,-1.42e+08,-1.46e+08,4e+06,6.25e+08,5.58e+08,-1.3e+08,4.28e+08,4.28e+08,4.28e+08,4.28e+08,2.4e+08,2.4e+08,1.048e+09,1.048e+09,7.62e+08,3.38e+08,3.23e+08,1.5e+07,2.388e+09,2.212e+09,4.5179e+10,2.0184e+10,2.3968e+10,4.5e+07,8.94e+08,4.7391e+10,4.9779e+10,4.933e+09,3.74e+09,2.345e+09,4.16e+08,7.694e+09,1.1143e+10,7.112e+09,5.993e+09,1.119e+09,1.8255e+10,2.5949e+10,2.1691e+10,2.061e+09,7.7e+07,2.3829e+10,2.383e+10,4.9779e+10,4.28e+08,1.23e+08,8.4e+07,1.55e+08,7.9e+08,-1.35e+08,-1.34e+08,-2.11e+08,-4.35e+08,-2.9e+07,5.1e+07,-6.24e+08,3.2e+07,3.2e+07,5e+06,3.7e+07,8.9e+08,1.3488e+10,1.04e+09,0.56649,0.24575,0.13714,0.01796,0.0086,2.42991,0.31037,1.08892,0.27096,0.30415,0.30058,2.21788,16.93363,0.73906,0.14994,0.01438,0.02341,0.49299,14.88539,17.27249
"45","2021_Q2",34.7584126984127,"Up",2.902e+09,-1.302e+09,1.6e+09,-9.6e+08,-9.61e+08,1e+06,6.4e+08,-1.37e+08,-1.4e+08,3e+06,5.03e+08,3.98e+08,-7.3e+07,3.25e+08,3.25e+08,3.25e+08,3.25e+08,3.35e+08,3.35e+08,1.065e+09,1.065e+09,8.41e+08,4.24e+08,4.1e+08,1.4e+07,2.665e+09,2.261e+09,4.5477e+10,2.0209e+10,2.3949e+10,4.4e+07,1.187e+09,4.7738e+10,5.0403e+10,5.008e+09,3.871e+09,1.75e+09,4.67e+08,7.225e+09,1.1715e+10,7.392e+09,6.025e+09,1.367e+09,1.9107e+10,2.6332e+10,2.1732e+10,2.174e+09,1.64e+08,2.407e+10,2.4071e+10,5.0403e+10,3.25e+08,1.35e+08,1.63e+08,-7.7e+07,5.46e+08,-1e+08,-9.9e+07,-1.92e+08,-1.41e+08,1.4e+08,-1.62e+08,-3.55e+08,9.2e+07,9.2e+07,2e+06,9.4e+07,7.75e+08,1.3465e+10,6.71e+08,0.55134,0.22054,0.11199,0.0135,0.00645,2.06462,0.36886,1.09393,0.26715,0.23063,0.22797,2.05932,17.08061,0.47616,0.13625,0.01151,0.01494,0.59077,16.94194,20.51562
"46","2021_Q3",34.25203125,"Down",3.14e+09,-1.37e+09,1.77e+09,-1.036e+09,-1.039e+09,3e+06,7.34e+08,-1.21e+08,-1.25e+08,4e+06,6.13e+08,6.13e+08,-1.65e+08,4.48e+08,4.48e+08,4.48e+08,4.48e+08,1.67e+08,1.67e+08,1.075e+09,1.075e+09,8.97e+08,4.77e+08,4.74e+08,3e+06,2.616e+09,2.42e+09,4.5308e+10,2.0272e+10,2.3983e+10,4.1e+07,9.26e+08,4.7728e+10,5.0344e+10,5.139e+09,3.976e+09,1.323e+09,4.55e+08,6.917e+09,1.1721e+10,7.463e+09,5.972e+09,1.491e+09,1.9184e+10,2.6101e+10,2.1757e+10,2.357e+09,1.28e+08,2.4242e+10,2.4243e+10,5.0344e+10,4.48e+08,1.38e+08,3e+06,4e+06,5.93e+08,-1.01e+08,-1.01e+08,-2.32e+08,-4.41e+08,0,5.96046447753906e-08,-6.73e+08,-1.81e+08,-1.81e+08,2e+06,-1.79e+08,8.72e+08,1.3044e+10,9.4e+08,0.56369,0.23376,0.14268,0.01848,0.0089,2.09821,0.3782,1.07664,0.2591,0.31791,0.31425,2.22821,17.20267,0.66705,0.16463,0.0152,0.02101,0.51786,14.7672,17.5436
"47","2021_Q4",34.73140625,"Up",3.25e+09,-1.415e+09,1.835e+09,-1.04e+09,-1.04e+09,0,7.95e+08,-1.17e+08,-1.16e+08,-1e+06,6.78e+08,6.78e+08,-1.49e+08,5.29e+08,5.29e+08,5.3e+08,5.3e+08,2e+08,2e+08,1.138e+09,1.138e+09,9.72e+08,4.93e+08,4.9e+08,3e+06,2.803e+09,2.425e+09,4.5102e+10,2.0193e+10,2.3883e+10,4e+07,9.01e+08,4.7527e+10,5.033e+10,5.335e+09,4.072e+09,9.98e+08,4.62e+08,6.795e+09,1.1727e+10,7.403e+09,5.94e+09,1.463e+09,1.913e+10,2.5925e+10,2.1778e+10,2.621e+09,6e+06,2.4405e+10,2.4405e+10,5.033e+10,5.3e+08,1.32e+08,6.6e+07,6.6e+07,7.94e+08,-1.37e+08,-1.5e+08,-2.63e+08,-3.41e+08,0,2e+06,-6.02e+08,4.2e+07,4.2e+07,-9e+06,3.3e+07,9.27e+08,1.2725e+10,1.005e+09,0.56462,0.24462,0.16308,0.02172,0.01053,1.89623,0.41251,1.06228,0.25283,0.37458,0.37128,2.29698,17.24857,0.7103,0.18588,0.01781,0.02257,0.49623,13.51133,15.75472
"48","2022_Q1",37.5341935483871,"Up",3.391e+09,-1.619e+09,1.772e+09,-1.047e+09,-1.113e+09,6.6e+07,7.25e+08,-1.23e+08,-1.19e+08,-4e+06,6.02e+08,1.109e+09,-2.66e+08,8.43e+08,8.43e+08,8.43e+08,8.43e+08,5.67e+08,5.67e+08,1.148e+09,1.148e+09,8.94e+08,4.48e+08,4.47e+08,1e+06,3.057e+09,2.494e+09,4.5047e+10,2.0182e+10,2.3856e+10,4.2e+07,9.37e+08,4.7541e+10,5.0598e+10,5.568e+09,4.316e+09,3.04e+08,6.13e+08,6.485e+09,1.1578e+10,7.563e+09,5.986e+09,1.577e+09,1.9141e+10,2.5626e+10,2.1799e+10,3.199e+09,-2.6e+07,2.4972e+10,2.4972e+10,5.0598e+10,8.43e+08,1.39e+08,-3.99e+08,3.58e+08,9.41e+08,5e+06,5.6e+08,-2.68e+08,-8.63e+08,0,-999999.999999993,-1.132e+09,3.69e+08,3.69e+08,-4e+06,3.65e+08,8.64e+08,1.1882e+10,1.493e+09,0.52256,0.2138,0.2486,0.03376,0.01666,1.77106,0.4714,1.02619,0.23483,0.59129,0.58889,2.37848,17.51561,1.0472,0.18798,0.02501,0.03361,0.31791,13.09606,15.6069
"49","2022_Q2",36.1093548387097,"Down",3.078e+09,-1.428e+09,1.65e+09,-9.83e+08,-1.018e+09,3.5e+07,6.67e+08,-1.97e+08,-1.88e+08,-9e+06,4.7e+08,7.65e+08,-1.8e+08,5.85e+08,5.85e+08,5.85e+08,5.85e+08,5.92e+08,5.92e+08,1.214e+09,1.214e+09,1.045e+09,6.39e+08,6.37e+08,2e+06,3.49e+09,2.436e+09,4.5318e+10,2.0243e+10,2.3889e+10,3.8e+07,1.119e+09,4.7754e+10,5.1244e+10,5.681e+09,4.51e+09,-1228113492.54842,7.67e+08,6.448e+09,1.1584e+10,7.701e+09,6.054e+09,1.647e+09,1.9285e+10,2.5733e+10,2.1778e+10,3.518e+09,2.15e+08,2.5511e+10,2.5511e+10,5.1244e+10,5.85e+08,1.4e+08,1.8e+07,-8e+07,6.63e+08,-4.1e+07,3e+06,-2.65e+08,-3.69e+08,-28215783.9198556,-1e+07,-6.44e+08,2.2e+07,2.2e+07,4e+06,2.6e+07,8.07e+08,1.1584e+10,8.66e+08,0.53606,0.2167,0.19006,0.02293,0.01142,1.48034,0.54125,1.0087,0.22606,0.41255,0.40938,2.17066,17.99083,0.61072,0.18688,0.01897,0.01933,0.45299,13.62082,16.47976
"50","2022_Q3",37.98,"Up",3.554e+09,-1.778e+09,1.776e+09,-1.204e+09,-1.204e+09,0,5.72e+08,-1.84e+08,-1.75e+08,-9e+06,3.88e+08,2.13e+08,5e+06,2.18e+08,2.18e+08,2.18e+08,2.18e+08,5.52e+08,5.52e+08,1.326e+09,1.326e+09,1.239e+09,6.54e+08,6.52e+08,2e+06,3.771e+09,2.446e+09,4.5211e+10,2.0163e+10,2.3774e+10,3.7e+07,1.159e+09,4.7657e+10,5.1428e+10,6.201e+09,4.95e+09,-4069340477.64526,5.6e+08,6.761e+09,1.1555e+10,7.721e+09,6.007e+09,1.714e+09,1.9276e+10,2.6037e+10,2.1715e+10,3.471e+09,2.05e+08,2.5391e+10,2.5391e+10,5.1428e+10,2.18e+08,1.32e+08,5.4e+08,-2.14e+08,6.76e+08,-7.7e+07,-1.34e+08,-2.66e+08,-1.82e+08,-8.8e+07,-4.1e+07,-5.77e+08,-3.5e+07,-3.5e+07,-5e+06,-40000000.0000001,7.04e+08,1.1555e+10,4.08e+08,0.49972,0.16095,0.06134,0.00859,0.00424,1.87156,0.55776,1.02544,0.22468,0.15374,0.15255,2.50635,17.90621,0.28773,0.18759,0.01084,0.00913,1.22018,15.62926,19.23601
