"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"23","2015_Q4",61.4359375,"Down",551030000,-183204000,367826000,-252117000,-206969000,-107426000,-99543000,-38396000,-6752000,115709000,-1703000,-1907000,2723000,204000,114006000,-20000,113986000,-25946000,88040000,88040000,88040000,88040000,667853000,256471000,411382000,365957000,365957000,177175000,115601000,1210985000,734540000,734540000,837020000,1402264000,158978000,1135500000,1888000,105898000,2973824000,4184809000,276192000,60902000,215290000,55814000,55580000,234000,332006000,147775000,4516000,93334000,767140000,1099146000,4686889000,1811000,4685078000,-1365281000,-33519000,3085663000,3085663000,4184809000,88040000,74785000,34022000,31046000,4642000,-14239000,-26415000,-5575000,17751000,182608000,-102909000,-102909000,-102909000,19240000,197440000,-178200000,5e+05,499999.99999997,-31283000,-114452000,-58582000,17776000,-76358000,-6503000,-65085000,3071000,3071000,-4048000,-977000,190494000,619365000,99292000,0.66752,0.20999,0.15977,0.02853,0.02104,1.12781,3.64748,0.35621,0.148,0.49309,0.48812,3.08619,17.28208,0.55611,5,0.02285,0.02577,-0.25454,-0.41905
"24","2016_Q1",50.8093442622951,"Down",579159000,-193212000,385947000,-263017000,-218560000,-118582000,-99978000,-37674000,-6783000,122930000,-2205000,-1706000,2935000,-499000,120725000,-250000,120475000,-32055000,88420000,88420000,88420000,88420000,749561000,289473000,460088000,380399000,380399000,123228000,123228000,1253188000,753180000,753180000,774674000,1400642000,156095000,1150244000,4700000,89603000,2928496000,4181684000,278148000,61982000,216166000,54292000,54154000,138000,332440000,110319000,4163000,93268000,728366000,1060806000,4439192000,1772000,4437420000,-1276861000,-41453000,3120878000,3120878000,4181684000,88420000,80329000,87775000,33711000,32025000,-9432000,-15540000,25526000,-19418000,247092000,-49272000,-49272000,-49272000,10124000,118814000,-108690000,-18702000,-18702000,-29022000,-86872000,-92677000,7503000,-100180000,-31844000,-124521000,35699000,35699000,-2697000,33002000,203259000,618047000,176610000,0.66639,0.21226,0.15267,0.02833,0.02114,1.9974,3.76967,0.33991,0.1478,0.49733,0.49195,3.25755,17.55373,0.99336,5,0.02297,0.04588,-0.64703,-1.06983
"25","2016_Q2",52.62078125,"Up",567725000,-194736000,372989000,-252052000,-204494000,-102211000,-102283000,-40842000,-6716000,120937000,-1522000,-1333000,3320000,-189000,119415000,-6818000,112597000,-37739000,74858000,74858000,74858000,74858000,837870000,312912000,524958000,365103000,365103000,127855000,127855000,1330828000,770197000,770197000,685362000,1397365000,149379000,1152376000,3490000,92120000,2852924000,4183752000,261309000,63822000,197487000,71924000,64905000,7019000,333233000,113452000,4238000,97508000,736937000,1070170000,4453102000,1783000,4451319000,-1202003000,-28792000,3113582000,3113582000,4183752000,74858000,80669000,40218000,31741000,7405000,-4372000,15906000,-32377000,12099000,191373000,-41806000,-41806000,-41806000,29266000,125109000,-95843000,-7.45058059692383e-09,0,-42888000,-55428000,-90375000,18350000,-108725000,-26496000,-116871000,19074000,19074000,4365000,23439000,201606000,623485000,193167000,0.65699,0.21302,0.13186,0.02404,0.01789,2.58045,3.99369,0.34371,0.14903,0.42436,0.42164,3.21834,17.65039,1.09503,6,0.01944,0.05017,-1.06339,-1.7727
"26","2016_Q3",53.52046875,"Up",572135000,-206323000,365812000,-255162000,-210761000,-103223000,-107538000,-37690000,-6711000,110650000,-831000,-1246000,3393000,415000,109819000,-470000,109349000,-35714000,73635000,73635000,73635000,73635000,868706000,326644000,542062000,364401000,364401000,132477000,132477000,1365584000,786835000,786835000,731232000,1386071000,142668000,1150137000,2455000,90811000,2904138000,4269722000,302262000,68249000,234013000,74280000,67163000,7117000,376542000,113737000,3735000,99754000,742707000,1119249000,4510167000,1791000,4508376000,-1128368000,-31616000,3150473000,3150473000,4269722000,73635000,85114000,42012000,34911000,5388000,43608000,1880000,44659000,-2930999.99999999,244369000,-45014000,-45014000,-45014000,-61508000,227234000,-288742000,0,0,-32285000,-138807000,-82240000,8745000,-90985000,-5914000,-88154000,17408000,17408000,-3676000,13732000,195764000,628970000,230072000,0.63938,0.1934,0.1287,0.02337,0.01725,3.12449,3.62664,0.35526,0.14731,0.41958,0.41738,3.26005,17.95152,1.31096,7,0.01891,0.0591,-1.22462,-2.16662
"27","2016_Q4",63.685873015873,"Up",584065000,-204467000,379598000,-264885000,-215946000,-102626000,-113320000,-42341000,-6598000,114713000,-79000,-857000,3809000,778000,114634000,-2948000,111686000,-35686000,7.6e+07,7.6e+07,7.6e+07,7.6e+07,911219000,381803000,529416000,357997000,357997000,117748000,117748000,1386964000,797923000,797923000,767691000,1401057000,138870000,1151216000,21156000,89815000,2966671000,4353635000,365429000,74328000,291101000,66107000,61292000,4815000,431536000,118664000,4134000,105567000,753168000,1184704000,4549628000,1794000,4547834000,-1052368000,-33462000,3168931000,3168931000,4353635000,7.6e+07,84511000,31538000,38652000,9532000,59799000,4691000,42610000,12498000,251848000,-48054000,-48054000,-48054000,-26033000,204190000,-230223000,-2936000,-2936000,-33449000,-110472000,-79913000,15244000,-95157000,-6150000,-86063000,55313000,55313000,-154000,55159000,199224000,634504000,246655000,0.64992,0.1964,0.13012,0.02398,0.01746,3.24546,3.21402,0.37385,0.14574,0.43571,0.43276,3.34844,18.16745,1.41407,5,0.01938,0.06289,-1.38896,-2.41224
"28","2017_Q1",65.7053225806452,"Up",616124000,-203475000,412649000,-289054000,-235682000,-118907000,-116775000,-46755000,-6617000,123595000,2284000,-5e+05,4180000,2784000,125879000,-65000.0000000009,125814000,-34175000,91639000,91639000,91639000,91639000,837018000,324169000,512849000,368596000,368596000,104303000,104303000,1309917000,801017000,801017000,779311000,1482901000,149463000,1228503000,8982000,95953000,3063229000,4373146000,314897000,76120000,238777000,59691000,52972000,6719000,374588000,134101000,3758000,118691000,774188000,1148776000,4241321000,1733000,4239588000,-960729000,-56222000,3224370000,3224370000,4373146000,91639000,84008000,67258000,39202000,6887000,-58683000,-19121000,-36401000,-3161000,184222000,-46075000,-46075000,-46075000,-209000,166044000,-166253000,-92503000,-92503000,-25936000,-164723000,-61706000,17221000,-78927000,-6985000,-68691000,-49192000,-49192000,-8442000,-57634000,207603000,640087000,137020000,0.66975,0.2006,0.14873,0.02842,0.02095,1.49521,3.49695,0.35628,0.14637,0.52868,0.5228,3.55449,18.60174,0.79048,7,0.02292,0.03427,-0.94859,-1.59336
"29","2017_Q2",52.7711111111111,"Down",600293000,-205727000,394566000,-289232000,-229501000,-114492000,-115009000,-52162000,-7569000,105334000,-657000,27000,4624000,-684000,104677000,-5114625.14124956,104677000,-30094000,74583000,74583000,74583000,74583000,845069000,522319000,322750000,400792000,400792000,152600000,152600000,1398461000,824724000,824724000,739065000,1487745000,141894000,1229504000,7332000,109015000,3051534000,4449995000,308207000,90179000,218028000,73669000,63434000,10235000,381876000,163854000,4505000,119447000,809573000,1191449000,4256725000,1743000,4254982000,-879799000,-45913000,3258546000,3258546000,4449995000,74583000,86533000,71879000,38986000,4468000,-90377000,-19876000,-23940000,-46561000,142618000,-45224000,-45224000,-45224000,231832000,324138000,-92306000,-10000,-10000,-46292000,140306000,-54937000,17530000,-72467000,-33921000,-88858000,194066000,194066000,5019000,199085000,191867000,645719000,86360000,0.65729,0.17547,0.12424,0.02289,0.01676,1.1579,3.66208,0.36564,0.14511,0.43072,0.42577,3.46674,18.81834,0.49874,7,0.01833,0.02123,-1.039,-1.89255
"30","2017_Q3",47.8347619047619,"Down",605832000,-214680000,391152000,-302588000,-241462000,-117944000,-123518000,-53373000,-7753000,88564000,198000,-365000,4281000,562999.999999999,88762000,-2971000,85791000,-29039000,56752000,56752000,56752000,56752000,683121000,352501000,330620000,395865000,395865000,159371000,159371000,1238357000,856039000,856039000,731781000,1662862000,184041000,1356623000,7448000,114750000,3250682000,4489039000,313764000,91741000,222023000,85300000,73772000,11528000,399064000,151403000,3848000,125793000,802803000,1201867000,4319334000,1751000,4317583000,-822027000,-32520000,3287172000,3287172000,4489039000,56752000,89206000,54451000,41269000,6384000,24224000,15611000,6399000,2214000,224633000,-59657000,-59657000,-59657000,65000,88978000,-88913000,-197191000,-197191000,-38156000,-294939000,-96998000,8150000,-105148000,-8513000,-105511000,-175817000,-175817000,5233000,-170584000,177770000,651400000,171376000,0.64564,0.14619,0.09368,0.01726,0.01264,3.01973,3.10315,0.36562,0.14511,0.32867,0.32722,3.50853,19.03687,0.99248,7,0.01388,0.0419,-0.17844,-0.35817
"31","2017_Q4",55.3512698412698,"Up",624440000,-225490000,398950000,-307365000,-242386000,-117863000,-124523000,-57226000,-7753000,91585000,252000,-283000,4463000,535000,91837000,-332000,91505000,-27594000,63911000,63911000,63911000,63911000,752001000,368152000,383849000,400839000,400839000,142943000,142943000,1295783000,883754000,883754000,661929000,1667668000,176288000,1358762000,18930000,113688000,3213351000,4509134000,356305000,88339000,267966000,74001000,64716000,9285000,430306000,149042000,4224000,128834000,806173000,1236479000,4365631000,1755000,4363876000,-761515000,-24833000,3272655000,3272655000,4509134000,63911000,97178000,36551000,41848000,6792000,38651000,-5158000,39691000,4118000,236291000,-80585000,-80585000,-80585000,17384000,85263000,-67879000,0,-5.96046447753906e-08,-39178000,-102379000,-112954000,16060000,-129014000,-6784000,-119738000,14174000,14174000,2107000,16281000,188763000,657131000,174423000,0.63889,0.14667,0.10235,0.01953,0.01417,2.72915,3.01131,0.37782,0.14573,0.3738,0.37265,3.65221,19.14102,1.02016,6,0.01567,0.04276,-0.50259,-1.03587
"32","2018_Q1",68.0855737704918,"Up",672431000,-229861000,442570000,-356950000,-289448000,-143333000,-146115000,-59673000,-7829000,85620000,110000,-363000,4487000,473000,85730000,-51581000,34149000,-11074000,23075000,23075000,23075000,23075000,711936000,313382000,398554000,461457000,461457000,172853000,172853000,1346246000,862535000,862535000,567592000,1872543000,201259000,1498688000,36231000,136365000,3302670000,4648916000,364021000,80278000,283743000,92673000,70495000,22178000,456694000,166840000,6062000,142955000,829753000,1286447000,4075061000,1699000,4073362000,-690662000,-21930000,3362469000,3362469000,4648916000,23075000,99396000,61430000,42205000,43228000,13540000,-54402000,11082000,56860000,197441000,-68680000,-68680000,-68680000,76991000,154390000,-77399000,-171872000,-171872000,-39104000,-202665000,-40625000,13940000,-54565000,-10273000,-50898000,-56122000,-56122000,553000,-55569000,185016000,662913000,140950000,0.65816,0.12733,0.03432,0.00686,0.00496,6.10834,2.94781,0.38259,0.1426,0.13619,0.13516,3.96883,19.84601,0.83192,6,0.0055,0.03362,-0.26497,-0.57256
"33","2018_Q2",75.0178125,"Up",668724000,-234825000,433899000,-350434000,-276938000,-122553000,-154385000,-65065000,-8431000,83465000,-864000,-885000,3965000,21000,82601000,-14908000,67693000,-13979000,53714000,53714000,53714000,53714000,811553000,363703000,447850000,484617000,484617000,163556000,163556000,1459726000,845118000,845118000,512270000,1869790000,193228000,1498906000,44490000,133166000,3227178000,4686904000,334314000,81239000,253075000,127536000,95490000,32046000,1130595000,170052000,7049000,145328000,170052000,1300647000,4099926000,1708000,4098218000,-675550000,-18334000,3386257000,3386257000,4686904000,53714000,104095000,48919000,44686000,12047000,-14718000,-18419000,-31312000,35013000,192010000,-51584000,-51584000,-51584000,2384000,75736000,-73352000,-79000,-79000,-62206000,-111485000,2953000,22738000,-19785000,-33614000,-30661000,49864000,49864000,1165000,51029000,187560000,668745000,135237000,0.64885,0.12481,0.08032,0.01586,0.01146,2.51772,1.29111,0.3841,0.14268,0.31575,0.31228,3.93099,19.90558,0.79497,6,0.01271,0.03201,-0.7614,-1.71099
"34","2018_Q3",75.1303174603175,"Up",662759000,-235487000,427272000,-369889000,-301886000,-131680000,-170206000,-59709000,-8294000,57383000,-5564000,-2795000,6409000,-2769000,51819000,-266000,51553000,-8492000,43061000,43061000,43061000,43061000,1856971000,977488000,879483000,479865000,479865000,147324000,147324000,2484160000,852950000,852950000,411746000,1855848000,184934000,1494311000,44230000,132373000,3120544000,5604704000,337408000,84167000,253241000,124291000,100314000,23977000,1136328000,167720000,6075000,143409000,1023098000,2159426000,4305249000,1718000,4303531000,-632489000,-41970000,3445278000,3445278000,5604704000,43061000,106298000,55740000,47497000,12545000,14582000,1530000,4221000,8831000,219681000,-46716000,-46716000,-46716000,-329704000,64830000,-394534000,0,0,-41682000,-418102000,-154362000,11365000,-165727000,-12538000,823927000,625506000,625506000,-12625000,612881000,163681000,1530007000,140039000,0.64469,0.08658,0.06497,0.0125,0.00768,3.25211,2.18613,0.62678,0.27299,0.25293,0.24991,3.89286,20.23658,0.82255,4,0.00837,0.02723,-1.99757,-5.69792
"35","2018_Q4",66.5107936507936,"Down",669628000,-239246000,430382000,-314577000,-245234000,-125323000,-119911000,-61049000,-8294000,115805000,-5767000,-5308000,9258000,-459000,110038000,732000,110770000,-3187000,107583000,107583000,107583000,107583000,1801640000,705407000,1096233000,466364000,466364000,161785000,161785000,2429789000,884483000,884483000,257135000,1792480000,176640000,1488868000,23688000,103284000,2934098000,5363887000,401318000,96051000,305267000,114056000,93732000,20324000,1195938000,147740000,5218000,123695000,1012419000,2208357000,4354579000,1722000,4352857000,-524906000,-48218000,3155530000,3155530000,5363887000,107583000,107833000,87084000,46632000,15430000,7981000,3278000,35012000,-30309000,310481000,-44985000,-44985000,-44985000,-59750000,254450000,-314200000,0,0,-43912000,-148647000,-422019000,18394000,-440413000,-11078000,-433534000,-271700000,-271700000,-68000,-271768000,223638000,1545243000,189821000,0.64272,0.17294,0.16066,0.03409,0.02006,1.76441,2.0317,0.69984,0.28808,0.64839,0.64076,4.03575,19.01792,1.14402,6,0.02219,0.03915,-1.14648,-2.21404
"36","2019_Q1",67.8114754098361,"Up",713363000,-243927000,469436000,-335996000,-267362000,-137797000,-129565000,-60342000,-8292000,133440000,-7215000,-7274000,7308000,59000,126225000,-13152000,113073000,-19058000,94015000,94015000,94015000,94015000,1892105000,1036455000,855650000,479889000,479889000,163360000,163360000,2535354000,910618000,910618000,209066000,1806732000,168348000,1487404000,34913000,116067000,2926416000,5461770000,427393000,99089000,328304000,96764000,69083000,27681000,1210709000,185121000,4557000,160940000,1059201000,2269910000,3671662000,1629000,3670033000,-430890000,-48912000,3191860000,3191860000,5461770000,94015000,116294000,53385000,44998000,18954000,22461000,-16834000,34317000,4977999.99999999,286155000,-74324000,-74324000,-74324000,288423000,380034000,-91611000,0,0,-42398000,171701000,-113964000,10111000,-124075000,-12160000,-126124000,331732000,331732000,-1316000,330416000,249734000,1560632000,216929000,0.65806,0.18706,0.13179,0.02945,0.01721,2.30739,2.09411,0.71116,0.28574,0.57693,0.57138,4.37759,19.58701,1.3312,5,0.01904,0.04393,-1.3273,-2.48406
"37","2019_Q2",77.3414285714286,"Up",706508000,-240743000,465765000,-324851000,-249111000,-126276000,-122835000,-66141000,-9599000,140914000,-2970000,-3481000,8635000,511000,137944000,-6389000,131555000,-24425000,107130000,107130000,107130000,107130000,1118630000,688698000,429932000,529346000,529346000,170442000,170442000,1818418000,951259000,951259000,101434000,2311651000,184879000,1586990000,30363000,509419000,3364344000,5182762000,340895000,102371000,238524000,228811000,110667000,118144000,569706000,446255000,6482000,420377000,1329839000,1899545000,3687977000,1640000,3686337000,-322909000,-46979000,3283217000,3283217000,5182762000,107130000,108205000,65784000,45305000,11497000,-120269000,-43766000,-85366000,8863000,160850000,-69752000,-69752000,-69752000,537412000,548037000,-10625000,-121464000,-121464000,-109955000,236241000,-15098000,19774000,-34872000,-40197000,-745295000,-348204000,-348204000,1601000,-346603000,249119000,883584000,83523000,0.65925,0.19945,0.15163,0.03263,0.02067,0.77964,3.19185,0.57856,0.17049,0.65629,0.65011,4.32814,20.11331,0.51167,7,0.02322,0.01811,-0.94351,-1.66801
"38","2019_Q3",86.79421875,"Up",705074000,-242193000,462881000,-326309000,-255222000,-135106000,-120116000,-61439000,-9648000,136572000,-2614000,-2036000,6410000,-578000,133958000,-790000,133168000,-19253000,113915000,113915000,113915000,113915000,1042492000,515896000,526596000,523382000,523382000,178920000,178920000,1744794000,1019407000,1019407000,287046000,2291989000,176031000,1586642000,19677000,509639000,3598442000,5343236000,376554000,126539000,250015000,214260000,110750000,103510000,590814000,464467000,5204000,434164000,1357658000,1948472000,3762489000,1649000,3760840000,-208994000,-42484000,3394764000,3394764000,5343236000,113915000,106065000,73079000,48142000,9311000,24870000,5639000,32577000,-13346000,317929000,-88406000,-88406000,-88406000,-279640000,101493000,-381133000,55000,55000,-41436000,-409427000,-72377000,8998000,-81375000,-11317000,-83694000.0000001,-175192000,-175192000,1077000,-174115000,242637000,893191000,198354000,0.6565,0.1937,0.16156,0.03356,0.02132,1.74125,2.9532,0.57396,0.16716,0.69712,0.69031,4.31481,20.77477,1.21386,7,0.02397,0.04174,-0.61533,-1.0932
"39","2019_Q4",87.43390625,"Up",709912000,-246938000,462974000,-319985000,-245474000,-122258000,-123216000,-64887000,-9624000,142989000,-6359000,-4219000,7908000,-752000,136630000,3e+05,136930000,960000,137890000,137890000,137890000,137890000,1570211000,738462000,831749000,516657000,516657000,167040000,167040000,2253908000,1079914000,1079914000,734116000,2289496000,166407000,1583479000,39321000,500289000,4103526000,6357434000,412520000,108187000,304333000,190003000,98842000,91161000,602523000,429863000,4526000,403540000,2253311000,2855834000,3920916000,1652000,3919264000,-71104000,-56424000,3501600000,3501600000,6357434000,137890000,110604000,60519000,46815000,13731000,-11628000,-17000,23348000,-34959000,297385000,-110608000,-110608000,-110608000,-752009000,229796000,-981805000,0,0,-42367000,-904984000,-161109000,14432000,-175541000,-11160000,836285000,228686000,228686000,-5328000,223358000,253593000,1823448000,130397000,0.65216,0.20142,0.19424,0.03938,0.02169,0.94566,3.74078,0.81558,0.28682,0.84885,0.83794,4.37022,21.55587,0.80272,7,0.02396,0.02266,0.9986,1.77102
"40","2020_Q1",92.7132258064516,"Up",772123000,-257750000,514373000,-368777000,-290169000,-140243000,-149926000,-68898000,-9710000,145596000,-5590000,-5273000,11402000,-609000,140006000,-10274000,129732000,-10632000,119100000,119100000,119100000,119100000,1536994000,393745000,1143249000,551943000,551943000,142676000,142676000,2231613000,1152153000,1152153000,835384000,2787736000,179431000,1600265000,76528000,931512000,4775273000,7006886000,473807000,138946000,334861000,219529000,71223000,148306000,693336000,815801000,4368000,782246000,2655592000,3348928000,3655106000,1620000,3653486000,47996000,-45144000,3657958000,3657958000,7006886000,119100000,115800000,43076000,46878000,19846000,4164000.00000001,-26327000,38210000,-7719000,282140000,-90901000,-90901000,-90901000,-410682000,205903000,-616585000,-43920000,-43920000,-44261000,-589764000,-28823000,13908000,-42731000,-14150000,-42973000.0000002,-350597000,-350597000,5116000,-345481000,261396000,1839791000,185291000,0.66618,0.18857,0.15425,0.03256,0.017,1.55576,3.21866,0.91552,0.26257,0.73638,0.72654,4.77394,22.6167,1.14563,6,0.01886,0.02935,1.15838,2.07971
"41","2020_Q2",100.531904761905,"Up",764302000,-268582000,495720000,-332805000,-251147000,-123786000,-127361000,-71224000,-10434000,162915000,-14892000,-10162000,7043000,-4108000,148023000,-10585000,137438000,-14292000,123146000,123146000,123146000,123146000,1249271000,384103000,865168000,613809000,613809000,151504000,151504000,2014584000,1180550000,1180550000,961150000,2791672000,205486000,1594197000,80037000,911952000,4933372000,6947956000,379542000,114100000,265442000,250705000,99101000,151604000,630247000,789204000,4182000,755973000,2645491000,3275738000,3660621000,1631000,3658990000,171142000,-78995000,3672218000,3672218000,6947956000,123146000,116208000,72290000,47493000,27685000,-88401000,-73913000,-27458000,12970000,223243000,-141095000,-141095000,-141095000,141037000,530816000,-389779000,-36270000,-36270000,-74410000,-110738000,-61004000,19546000,-80550000,-50835000,-111839000,666000,666000,-8983000,-8317000,279123000,1856287000,63919000,0.64859,0.21316,0.16112,0.03353,0.01772,0.51905,3.1965,0.89203,0.26717,0.7602,0.75234,4.71815,22.66913,0.39458,5,0.01949,0.01012,2.17473,3.72597
"42","2020_Q3",110.99890625,"Up",794715000,-276804000,517911000,-327649000,-253178000,-123469000,-129709000,-64090000,-10381000,190262000,-9843000,-7747000,9502000,-1603000,180419000,167000,180586000,-18671000,161915000,161915000,161915000,161915000,1372609000,572288000,800321000,644659000,644659000,175731000,175731000,2192999000,1281392000,1281392000,1018835000,2731572000,194951000,1595304000,61310000,880007000,5031799000,7224798000,417604000,153958000,263646000,239818000,93648000,146170000,657422000,790144000,4536000,756052000,2663081000,3320503000,3736425000,1638000,3734787000,333057000,-57307000,3904295000,3904295000,7224798000,161915000,115580000,81902000,49191000,18429000,-60706000,-31633000,-19944000,-9129000,298691000,-73857000,-73857000,-73857000,30447000,483184000,-452737000,0,0,-46227000,-89637000,-17071000,10259000,-27330000,-13095000,-30166000,178888000,178888000,8155000,187043000,305842000,1872937000,189950000,0.65169,0.23941,0.20374,0.04147,0.02241,1.17315,3.33576,0.85047,0.25924,0.99693,0.98268,4.89314,24.03915,1.16954,6,0.02465,0.02892,1.6359,2.62968
"43","2020_Q4",104.65859375,"Down",792845000,-283439000,509406000,-328227000,-251114000,-122749000,-128365000,-66773000,-10340000,181179000,-13734000,-11017000,6307000,-2158000,167445000,-21000,167424000,-8801000,158623000,158623000,158623000,158623000,1444036000,742521000,701515000,630406000,630406000,168779000,168779000,2243221000,1383480000,1383480000,1110058000,2777634000,184478000,1598919000,97801000,896436000,5271172000,7514393000,484665000,114850000,369815000,232459000,88942000,143517000,717124000,799909000,3954000,764009000,2689652000,3406776000,3782869000,1641000,3781228000,491680000,-45854000,4107617000,4107617000,7514393000,158623000,118893000,33502000,50217000,17227000,90955000,20107000,97220000,-26372000,401973000,-180841000,-180841000,-180841000,6153000,317163000,-311010000,-7.45058059692383e-09,0,-49977000,-224665000,2809000,16007000,-13198000,-13369000,-10560000,166748000,166748000,4363000,171111000,300072000,1889743000,218987000,0.6425,0.22852,0.20007,0.03862,0.02111,1.38055,3.12808,0.82938,0.25148,0.97461,0.95259,4.8714,25.23804,1.3455,4,0.02334,0.03222,1.48533,2.46004
"44","2021_Q1",103.252786885246,"Down",846287000,-303847000,542440000,-380976000,-302854000,-140401000,-162453000,-67228000,-10894000,161464000,-17089000,-11072000,6270000,5415000,144375000,-26847000,117528000,-4158000,113370000,113370000,113370000,113370000,1098073000,352917000,745156000,660052000,660052000,171406000,171406000,1929531000,1478272000,1478272000,1398802000,2957525000,234724000,1674371000,106918000,941512000,5834599000,7764130000,499014000,118546000,380468000,259156000,76600000,182556000,758170000,847957000,5262000,805237000,2754664000,3512834000,3666447000,1627000,3664820000,605050000,-20201000,4251296000,4251296000,7764130000,113370000,127708000,61746000,50510000,22509000,-11731000,-4942000.00000001,-10607000,3818000,291093000,-118520000,-118520000,-118520000,-332485000,296838000,-629323000,-128105000,-128105000,-38824000,-617934000,-58547000,13963000,-72510000,-12529000,-71076000,-397917000,-397917000,7400000,-390517000,289172000,1906707000,163079000,0.64096,0.19079,0.13396,0.02667,0.0146,1.43847,2.54498,0.8263,0.24558,0.69638,0.68344,5.19836,26.11377,1.00172,4,0.01618,0.02328,2.79638,5.00814
"45","2021_Q2",111.539841269841,"Up",842708000,-306687000,536021000,-346541000,-253069000,-116354000,-136715000,-82045000,-11427000,189480000,-14771000,-13256000,4578000,-817000,174709000,-7116000,167593000,-11898000,155695000,155695000,155695000,155695000,1288059000,456799000,831260000,666536000,666536000,206807000,206807000,2161402000,1511393000,1511393000,1165573000,2979552000,227436000,1682093000,103433000,966590000,5656518000,7817920000,429356000,119462000,309894000,285775000,102525000,183250000,715131000,857597000,4076000,818406000,2781426000,3496557000,3666206000,1638000,3664568000,760745000,-47347000,4321363000,4321363000,7817920000,155695000,131471000,73552000,54305000,17483000,-110925000,-15580000,-72986000,-22359000,249793000,-87222000,-87222000,-87222000,143870000,234149000,-90279000,-15638000,-15638000,-77318000,-36308000,-36831000,21410000,-58241000,-63946000,-100777000,112708000,112708000,-7151000,105557000,320951000,1923829000,134702000,0.63607,0.22485,0.18476,0.03603,0.01992,0.86517,3.02239,0.80913,0.24608,0.95483,0.93969,5.16805,26.50151,0.82608,5,0.02192,0.01896,1.98089,3.35534
"46","2021_Q3",114.26296875,"Up",852824000,-3.2e+08,532824000,-335504000,-246189000,-111894000,-134295000,-77255000,-12060000,197320000,-24928000,-13301000,4736000,-811000,172392000,2114000,174506000,-18009000,156497000,156497000,156497000,156497000,1416488000,581068000,835420000,656609000,656609000,180155000,180155000,2253252000,1538422000,1538422000,1164620000,2964644000,217519000,1685859000,99634000,961632000,5667686000,7920938000,382654000,93465000,289189000,264795000,95216000,169579000,647449000,855719000,4623000,814972000,2796832000,3444281000,3745388000,1645000,3743743000,917242000,-31557000,4476657000,4476657000,7920938000,156497000,137715000,84830000,50481000,28888000,-908999.999999985,11176000,-10073000,-2012000,378133000,-107231000,-107231000,-107231000,-4660000.00000006,287297000,-291957000,0,0,-47729000,-159620000,-86463000,9712000,-96175000,-12381000,-98844000,119669000,119669000,3003000,122672000,335035000,1941113000,244904000,0.62478,0.23137,0.1835,0.03496,0.01976,1.56491,3.4802,0.76939,0.24506,0.95975,0.94453,5.23009,27.45388,1.50192,5,0.02152,0.03367,1.56588,2.65875
