"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",37.3017741935484,"Up",104300000,-48900000,55400000,-29200000,-12800000,-11500000,-4900000,26200000,-10800000,-5800000,-5e+06,15400000,15400000,-5200000,10200000,10200000,10200000,10200000,5800000,5800000,52900000,52900000,7400000,65500000,7700000,57800000,131600000,883400000,113200000,113200000,996600000,1128200000,32400000,32400000,101700000,42800000,42800000,176900000,325100000,333100000,1.49e+08,97900000,86200000,658200000,835100000,2e+05,240700000,293100000,293100000,1128200000,10200000,11500000,2e+05,-16300000,5600000,-23700000,-23700000,-23700000,-5e+06,25700000,3e+05,3e+05,-1500000,19500000,1400000,1400000,1400000,37700000,426800000,2900000,0.53116,0.2512,0.09779,0.0348,0.00904,0.284310000000001,0.74392,2.8492,0.3783,0.73066,0.72941,7.47135,20.98138,0.20774,0.35817,0.01443,0.00275,0.4902,11.16711,16.0687
"29","2017_Q2",39.7574603174603,"Up",1.26e+08,-64300000,61700000,-3.4e+07,-1.6e+07,-12500000,-5500000,27700000,-7600000,-6e+06,-1600000,20100000,20100000,-7700000,12400000,12400000,12400000,12400000,8800000,8800000,57600000,57600000,7400000,52300000,8900000,43400000,126100000,890900000,117400000,117400000,1008300000,1134400000,34100000,28100000,109600000,33300000,33300000,1.77e+08,3.11e+08,344600000,151500000,1.06e+08,87100000,655600000,832600000,2e+05,242100000,301800000,301800000,1134400000,12400000,12500000,2e+05,12400000,37500000,-17500000,-17500000,-17500000,-5100000,-6300000,3e+05,3e+05,-5900000,-1.7e+07,3e+06,3e+06,3e+06,40200000,420600000,42800000,0.48968,0.21984,0.09841,0.04109,0.01093,3.45161,0.71243,2.75878,0.37077,0.88571,0.88571,9,21.54286,3.05714,0.36429,0.0164,0.04011,0.41129,10.24378,14.86643
"30","2017_Q3",41.9630158730159,"Up",80800000,-35600000,45200000,-33600000,-16500000,-11900000,-5200000,11600000,-6500000,-5300000,-1200000,5100000,5100000,-2e+06,3100000,3100000,3100000,3100000,7800000,7800000,41100000,41100000,7600000,51500000,8100000,42500000,1.08e+08,912700000,1.17e+08,1.17e+08,1029700000,1137700000,26900000,2.3e+07,112100000,38900000,38900000,177900000,310400000,3.49e+08,153300000,106800000,88900000,659400000,837300000,2e+05,242700000,300400000,300400000,1137700000,3100000,11900000,-1e+06,11700000,25700000,-27400000,-27400000,-27400000,-5100000,1800000,4e+05,4e+05,3600000,700000.000000007,-1e+06,-1e+06,-1e+06,23500000,422500000,9800000,0.55941,0.14356,0.03837,0.01032,0.00272,3.16129,0.60708,2.78728,0.37136,0.21831,0.21831,5.69014,21.14085,0.690140000000001,0.35915,0.00765,0.00914,1.64516,17.64681,35.75
"31","2017_Q4",42.592380952381,"Up",8.4e+07,-4.1e+07,4.3e+07,-32600000,-16900000,-10800000,-4900000,10400000,-6700000,-5800000,-9e+05,3700000,3700000,-1400000,2300000,2300000,2300000,2300000,10900000,10900000,45800000,45800000,7300000,5.8e+07,9300000,48700000,1.22e+08,946700000,111200000,111200000,1057900000,1179900000,24100000,24100000,144800000,47400000,47400000,216300000,3.1e+08,355300000,1.55e+08,109200000,91100000,665300000,881600000,2e+05,243400000,298300000,298300000,1179900000,2300000,10800000,6900000,-8500000,11500000,-39300000,-39300000,-39300000,-5100000,32300000,3e+05,3e+05,3400000,30900000,3100000,3100000,3100000,21200000,454800000,-25200000,0.5119,0.12381,0.02738,0.00771,0.00195,-10.95652,0.56403,2.95541,0.38546,0.16312,0.16312,5.95745,21.14184,-1.78723,0.3617,0.00668,-0.02274,2.21739,20.93868,42.68269
"32","2018_Q1",37.5401639344262,"Down",115400000,-57400000,5.8e+07,-32300000,-15100000,-11700000,-5500000,25700000,-8100000,-6e+06,-2100000,17600000,17600000,-6400000,11200000,11200000,11200000,11200000,8900000,8900000,67400000,67400000,7500000,67500000,8400000,59100000,151300000,971500000,119100000,119100000,1090600000,1241900000,41500000,41500000,71200000,38300000,38300000,1.51e+08,3.82e+08,372100000,150100000,82900000,139100000,754100000,905100000,2e+05,275800000,336800000,336800000,1241900000,11200000,11700000,5300000,-16700000,11500000,-35100000,-35100000,-35100000,-5100000,-1800000.00000001,3.2e+07,3.2e+07,-3500000,21600000,-2e+06,-2e+06,-2e+06,37400000,453200000,-8e+06,0.5026,0.2227,0.09705,0.03325,0.00902,-0.71429,1.00199,2.68735,0.36492,0.79545,0.79388,8.19602,23.90625,-0.56818,0.36222,0.01403,-0.00688,0.45536,11.87968,17.28794
"33","2018_Q2",41.5365625,"Up",145800000,-82300000,63500000,-35400000,-17300000,-12300000,-5800000,28100000,-7700000,-6e+06,-1700000,20400000,20400000,-4800000,15600000,15600000,15600000,15600000,9500000,9500000,74400000,74400000,8200000,52400000,7100000,45300000,144500000,972400000,127400000,127400000,1099800000,1244300000,3.7e+07,30100000,78200000,31100000,31100000,146300000,367900000,381500000,151600000,8.7e+07,142900000,749400000,895700000,2e+05,277400000,348600000,348600000,1244300000,15600000,12300000,-3200000,3700000,28400000,-10100000,-10100000,-10100000,-5400000,-7200000,3e+05,3e+05,-5400000,-17700000,6e+05,6e+05,6e+05,40400000,446100000,38800000,0.43553,0.19273,0.107,0.04475,0.01254,2.48718,0.9877,2.56942,0.35851,1.05405,1.05405,9.85135,23.54054,2.62162,0.36486,0.01785,0.03299,0.34615,10.80693,15.53737
"34","2018_Q3",44.3201587301587,"Up",84500000,-38200000,46300000,-35700000,-17800000,-12700000,-5200000,10600000,-7200000,-5900000,-1300000,3400000,3400000,2e+05,3600000,3600000,3600000,3600000,8500000,8500000,56200000,56200000,8100000,45300000,8900000,35200000,118100000,989800000,126700000,126700000,1116500000,1234600000,28800000,24700000,70200000,36400000,36400000,135400000,367200000,384800000,154700000,88100000,1.42e+08,7.52e+08,887400000,2e+05,277900000,347200000,347200000,1234600000,3600000,12700000,-3500000,22100000,34900000,-27100000,-27100000,-27100000,-5500000,-8800000,3e+05,3e+05,5200000,-8800000,-1e+06,-1e+06,-1e+06,23300000,437400000,18100000,0.54793,0.12544,0.0426,0.01037,0.00292,5.02778,0.87223,2.55588,0.35428,0.24324,0.24324,5.70946,23.44595,1.22297,0.37162,0.00778,0.01548,1.52778,18.40773,40.46226
"35","2018_Q4",43.6063492063492,"Down",88200000,-43600000,44600000,-34300000,-16400000,-12400000,-5500000,10300000,-7100000,-6e+06,-1100000,3200000,3200000,-4e+05,2800000,2800000,2800000,2800000,6300000,6300000,52300000,52300000,7200000,54800000,8700000,46100000,120600000,1022300000,121600000,121600000,1143900000,1264500000,27400000,27400000,1.04e+08,49100000,49100000,180500000,364500000,374500000,142400000,86400000,145700000,7.39e+08,919500000,2e+05,278300000,3.45e+08,3.45e+08,1264500000,2800000,12400000,5600000,-14100000,6700000,-39100000,-39100000,-39100000,-5400000,3.1e+07,3e+05,3e+05,4300000,30200000,-2200000,-2200000,-2200000,22700000,468500000,-30100000,0.50567,0.11678,0.03175,0.00812,0.00221,-10.75,0.66814,2.66522,0.3705,0.18919,0.18919,5.95946,23.2973,-2.03378,0.36486,0.0069,-0.02534,1.92857,20.36123,44.87379
"36","2019_Q1",46.0360655737705,"Up",125600000,-66500000,59100000,-36900000,-1.8e+07,-1.3e+07,-5900000,22200000,-7800000,-6100000,-1700000,14400000,14400000,-3400000,1.1e+07,1.1e+07,1.1e+07,1.1e+07,7800000,7800000,66800000,66800000,7800000,69800000,7e+06,62800000,152200000,1036800000,109300000,109300000,1146100000,1298300000,42600000,42600000,104300000,45600000,45600000,192500000,390100000,364400000,121500000,97800000,145100000,754500000,9.47e+08,2e+05,279100000,351300000,351300000,1298300000,1.1e+07,1.3e+07,3600000,-19100000,8500000,-26100000,-26100000,-26100000,-5500000,26400000,3e+05,3e+05,-2100000,19100000,1500000,1500000,1500000,35200000,494400000,-6600000,0.47054,0.17675,0.08758,0.03131,0.00847,-0.6,0.79065,2.6957,0.38081,0.74324,0.74324,8.48649,23.72297,-0.44595,0.37162,0.01364,-0.00545,0.5,13.82386,21.91892
"37","2019_Q2",50.4931746031746,"Up",152100000,-84600000,67500000,-38700000,-18500000,-13800000,-6400000,28800000,5900000,-6200000,12100000,34700000,34700000,-8200000,26500000,26500000,26500000,26500000,4300000,4300000,73900000,73900000,8300000,47400000,6800000,40600000,133900000,1037800000,118500000,118500000,1156300000,1290200000,4e+07,3.3e+07,85300000,39500000,39500000,164800000,3.73e+08,378500000,122900000,103800000,151800000,751500000,916300000,2e+05,280700000,373900000,373900000,1290200000,26500000,13800000,-12100000,9600000,37800000,-10900000,-10900000,2500000,-5500000,-31300000,3e+05,3e+05,-7300000,-43800000,-3500000,-3500000,-3500000,42600000,458300000,49500000,0.44379,0.18935,0.17423,0.07087,0.02054,1.86792,0.8125,2.45066,0.35522,1.77852,1.77852,10.20805,25.08054,3.32215,0.36913,0.02643,0.04089,0.20755,10.65728,15.76389
"38","2019_Q3",53.5421875,"Up",84400000,-38700000,45700000,-33400000,-15900000,-12400000,-5100000,12300000,-7200000,-5900000,-1300000,5100000,5099999.99999999,-1100000,4e+06,4e+06,4e+06,4e+06,4800000,4800000,48700000,48700000,8200000,45700000,8300000,37400000,107400000,1053500000,118400000,118400000,1171900000,1279300000,25900000,21900000,84300000,45800000,45800000,1.56e+08,373100000,377200000,123300000,104100000,149800000,750300000,906300000,2e+05,281300000,3.73e+08,3.73e+08,1279300000,4e+06,12400000,-900000.000000002,18800000,34300000,-27800000,-27800000,-27800000,-5500000,-5499999.99999999,3e+05,3e+05,4700000,-6000000.00000001,499999.999999999,499999.999999999,499999.999999999,24700000,457400000,16800000,0.54147,0.14573,0.04739,0.01072,0.00313,4.2,0.68846,2.42976,0.35754,0.26846,0.26846,5.66443,25.02013,1.12752,0.36913,0.00787,0.01391,1.375,18.32389,36.79675
"39","2019_Q4",55.565625,"Up",85300000,-41500000,43800000,-33800000,-15500000,-12800000,-5500000,1e+07,-6800000,-5800000,-1e+06,3200000,3200000,-9e+05,2300000,2300000,2300000,2300000,7300000,7300000,39400000,39400000,8500000,52200000,5400000,43900000,107400000,1083899999,118400000,118400000,1202299999,1309699999,3e+07,22900000,68700000,45700000,45700000,144400000,410900000,384400000,120800000,108300000,155300000,795300000,939700000,2e+05,281700000,3.7e+08,3.7e+08,1309700000,2299999,12800000,4200000,8e+05,20099999,-3.8e+07,-3.8e+07,-3.8e+07,-5700000,22900000,3e+05,3e+05,2900000,20400000,2499999,2499999,2499999,22800000,479600000,-13500000,0.51348,0.11723,0.02696,0.00622,0.00176,-5.86957,0.74377,2.53973,0.36619,0.15436,0.15436,5.72483,24.81879,-0.90604,0.38255,0.00648,-0.01094,2.47826,20.71491,47.23
"40","2020_Q1",53.5851612903226,"Down",116400000,-58400000,5.8e+07,-3.6e+07,-17300000,-1.3e+07,-5700000,2.2e+07,-7e+06,-5800000,-1200000,1.5e+07,1.5e+07,-3600000,11400000,11400000,11400000,11400000,5200000,5200000,55100000,55100000,8700000,61900000,5800000,56100000,130900000,1111500000,128400000,128400000,1239900000,1370800000,37600000,37600000,78100000,44100000,44100000,159800000,437500000,396700000,141900000,103600000,151200000,834200000,9.94e+08,2e+05,282500000,376800000,376800000,1370800000,11400001,1.3e+07,8900000,-20599999,12700002,-42500000,-42500000,-42500000,-5400000,35600000,2e+05,2e+05,-2700000,27700000,-2099998,-2099998,-2099998,3.5e+07,515600000,-24499999,0.49828,0.189,0.09794,0.03025,0.00832,-2.14912,0.81915,2.638,0.37613,0.7651,0.7651,7.81208,25.27517,-1.6443,0.36242,0.01303,-0.01901,0.473679999999999,14.58286,23.2
"41","2020_Q2",44.5153968253968,"Down",130400000,-64900000,65500000,-37900000,-17900000,-13500000,-6500000,27600000,-7700000,-6200000,-1500000,19900000,19900000,-4700000,15200000,15200000,15200000,15200000,6200000,6200000,62600000,62600000,9600000,47400000,6600000,40800000,125800000,1125100000,127500000,127500000,1252600000,1378400000,33700000,26500000,77900000,35500000,35500000,147100000,436300000,407100000,145400000,108700000,1.53e+08,843400000,990500000,2e+05,2.84e+08,387900000,387900000,1378400000,15200000,13500000,4700000,-5500000,27900000,-16800000,-16800000,-16800000,-5600000,-1200000,3e+05,3e+05,-3600000,-10100000,1e+06,1e+06,1e+06,41100000,514200000,23500000,0.5023,0.21166,0.11656,0.03919,0.01103,1.54605,0.8552,2.55349,0.37304,1.02013,1.02013,8.75168,26.02013,1.57718,0.37584,0.01589,0.01795,0.36842,12.3601,18.4058
"42","2020_Q3",38.54203125,"Down",83900000,-38600000,45300000,-34200000,-14600000,-13500000,-6100000,11100000,-7300000,-5900000,-1400000,3800000,3800000,-7e+05,3100000,3100000,3100000,3100000,4200000,4200000,48300000,48300000,9700000,47400000,8300000,39100000,109600000,1147600000,127300000,127300000,1274900000,1384500000,28900000,24700000,81200000,39200000,39200000,149300000,436400000,413100000,147500000,1.09e+08,156600000,849500000,998800000,2e+05,284400000,385700000,385700000,1384500000,3100000,13500000,1e+05,13700000,30400000,-3.2e+07,-3.2e+07,-3.2e+07,-5700000,3100000,2e+05,2e+05,2e+06,-4e+05,-2e+06,-2e+06,-2e+06,24600000,517600000,7e+06,0.53993,0.1323,0.03695,0.00804,0.00224,2.25806,0.73409,2.58958,0.37385,0.20805,0.20805,5.63087,25.87248,0.4698,0.38255,0.00668,0.00532,1.83871,20.86992,46.25225
"43","2020_Q4",37.0259375,"Down",87400000,-44900000,42500000,-35100000,-16100000,-13700000,-5300000,7400000,-6700000,-5600000,-1100000,7e+05,7e+05,-4e+05,3e+05,3e+05,3e+05,3e+05,8199999,8199999,48600000,48600000,9100000,51400000,5800000,45600000,117299999,1185300000,121300000,121300000,1306600000,1423899999,32300000,25100000,23600000,42300000,42300000,98200000,5.29e+08,415900000,1.45e+08,109400000,161500000,944900000,1043100000,2e+05,284800000,380800000,380800000,1423900000,3e+05,13700000,-1800000,4400000,16600000,-44800000,-44800000,-44800000,-5600000,35900000,3e+05,3e+05,1600000,32200000,4e+06,4e+06,4e+06,21100000,552600000,-18900000,0.48627,0.08467,0.00343,0.00079,0.00021,-63,1.1945,2.73923,0.38809,0.02013,0.02013,5.86577,25.54362,-1.26846,0.37584,0.00437,-0.01401,18.66667,25.80095,73.56757
"44","2021_Q1",40.9468852459016,"Up",116900000,-54700000,62200000,-36900000,-17100000,-13800000,-6e+06,25300000,-7300000,-6100000,-1200000,1.8e+07,1.8e+07,-4400000,13600000,13600000,13600000,13600000,6e+06,6e+06,6.2e+07,6.2e+07,9100000,62200000,6400000,55800000,139300000,1193199999,145400000,145400000,1338599999,1477899999,33200000,33200000,63200000,39700000,39700000,136100000,523100000,429500000,162300000,1.09e+08,158200000,952600000,1088700000,2e+05,285300000,389200000,389200000,1477900000,13600000,13800000,6300000,-32900000,799999.999999996,-2.9e+07,-27875616.6384658,-2.9e+07,-5700000,33100000,3e+05,3e+05,-1700000,2.6e+07,-2200000,-2200000,-2200000,39100000,586300000,-18400000,0.53208,0.21642,0.11634,0.03494,0.0092,-1.35294000000001,1.02351,2.79728,0.39671,0.88889,0.88889,7.64052,25.42484,-1.20261,0.37255,0.01374,-0.0131,0.419120000000007,14.84143,22.93676
"45","2021_Q2",50.8187301587302,"Up",138800000,-67300000,71500000,-38100000,-1.7e+07,-14900000,-6200000,33400000,-8e+06,-6700000,-1300000,25400000,25400000,-6500000,18900000,18900000,18900000,18900000,6100000,6100000,73200000,73200000,9600000,43800000,7900000,35900000,132700000,1192300000,151999999,151999999,1344299999,1476999999,35500000,28700000,45800000,41600000,41600000,122900000,515799999,4.35e+08,164800000,115400000,154800000,950799999,1073699999,2e+05,286300000,403300000,403300000,1476999999,18900000,14900000,6200000,7700000,47700000,-14100000,-14100000,-14100000,-5800000,-24500000,3e+05,3e+05,-3500000,-33500000,1e+05,1e+05,1e+05,48300000,561599999,48400000,0.51513,0.24063,0.13617,0.04686,0.0128,2.56085,1.07974,2.66229,0.38023,1.26,1.26,9.25333,26.87333,3.22667,0.38667,0.01764,0.03457,0.30688,11.50104,16.63174
"46","2021_Q3",47.52109375,"Down",96600000,-47300000,49300000,-38500000,-17500000,-14800000,-6200000,10800000,-7400000,-6300000,-1100000,3400000,3400000,-7e+05,2700000,2700000,2700000,2700000,5e+06,5e+06,50300000,50300000,9200000,49700000,9900000,39800000,114200000,1209800000,153100000,153100000,1362900000,1477100000,37500000,32600000,48700000,47100000,47100000,133300000,505300000,437700000,165100000,115400000,157200000,9.43e+08,1076300000,2e+05,286800000,400800000,400800000,1477100000,2700000,14800000,0,19200000,36700000,-28400000,-28400000,-28400000,-5700000,-7800000.00000001,199999.999999998,199999.999999998,3900000,-9399999.99999999,-1100000,-1100000,-1100000,25600000,5.54e+08,17100000,0.51035,0.1118,0.02795,0.00674,0.00183,6.33333,0.85671,2.68538,0.37506,0.18,0.18,6.44,26.70667,1.14,0.38,0.00603,0.01228,2.11111,21.44531,50.83333
"47","2021_Q4",41.579375,"Down",98100000,-53300000,44800000,-37600000,-16700000,-14800000,-6100000,7200000,-7500000,-6500000,-1e+06,-3e+05,-3e+05,3e+05,0,0,0,0,8800000,8800000,46300000,46300000,9500000,56400000,7300000,49100000,1.21e+08,1172500000,215500000,150700000,1.388e+09,1.509e+09,36200000,29500000,40600000,49800000,49800000,126600000,501300000,441500000,166200000,115700000,159600000,942800000,1069400000,2e+05,331600000,439600000,439600000,1.509e+09,0,14800000,-7e+05,-2600000,11500000,-3.9e+07,-30330966.0688409,-3.9e+07,-6e+06,-12300000,44800000,44800000,4800000,31300000,3800000,3800000,3800000,2.2e+07,541900000,-19900000,0.45668,0.07339,0,0,0,4.54387824331034,0.95577,2.43267,0.35911,0,0,6.32903,28.34839,-1.28387,0.3871,0.00422,-0.01398,1.38434468463222,24.23182,74.04167
"48","2022_Q1",47.2991935483871,"Up",139800000,-74900000,64900000,-38500000,-17500000,-1.5e+07,-6e+06,26400000,-7300000,-6100000,-1200000,19100000,19100000,-4600000,14500000,14500000,14500000,14500000,6500000,6500000,66900000,66900000,9600000,76700000,8100000,68600000,159700000,1190800000,189800000,123400000,1380600000,1540300000,52400000,52400000,72300000,48800000,48800000,173500000,497800000,420500000,133900000,127700000,158900000,918300000,1091800000,2e+05,332100000,448500000,448500000,1540300000,14500000,1.5e+07,5300000,-22900000,11900000,-33500000,-20636069.3165351,-33500000,-6100000,28100000,199999.999999993,199999.999999993,-2900000,19300000,-2300000,-2300000,-2300000,41400000,570100000,-10400000,0.46423,0.18884,0.10372,0.03233,0.00941,-0.71724,0.92046,2.43434,0.37012,0.93548,0.93548,9.01935,28.92258,-0.67097,0.39355,0.01431,-0.00723,0.42069,13.61353,21.34848
"49","2022_Q2",52.6259677419355,"Up",192600000,-115999999,76600001,-40800000,-18500000,-15500000,-6800000,35800001,-6900000,-6200000,-7e+05,28900001,28900001,-7400000,21500001,21500001,21500001,21500001,6500000,6500000,81900000,81900000,9900000,64800000,7800000,5.7e+07,163100000,1259899999,129299999,129299999,1389199998,1552299998,45400000,3.9e+07,72199999,40100000,40100000,157699999,496600000,432700000,136300000,1.35e+08,161400000,929300000,1086999999,2e+05,333700000,465300000,465300000,1552299999,21500000,15500000,7100000,-1.5e+07,29100000,-15400000,-15400000,-15400000,-6300000,-1500000,3e+05,3e+05,-6200000,-13700000,0,0,0,51300001,568799999,28300001,0.39772,0.18588,0.11163,0.04621,0.01385,1.31628,1.03424,2.33613,0.36642,1.3871,1.3871,12.42581,30.00645,1.82581,0.40645,0.01895,0.01929,0.29302,10.96101,15.7067
"50","2022_Q3",53.1309375,"Up",98900000,-47100001,51799999,-39900000,-18400000,-14800000,-6700000,11899999,-6900000,-6300000,-6e+05,4999999,4999999,-99999.9999999991,4899999,4899999,4899999,4899999,5100000,5100000,54300000,54300000,10700000,6.9e+07,1e+07,5.9e+07,139100000,1279100000,128900000,128900000,1.408e+09,1547100000,39100000,34300000,54399999,61500000,61500000,154999999,495100000,432700000,135900000,136400000,160400000,927800000,1082799999,2e+05,334100000,464300000,464300000,1547099999,4900000,14800000,1e+05,22099999,41899999,-29900000,-29900000,-29900000,-6300000,-19300000,199999.999999998,199999.999999998,1.2e+07,-13400000,-1400001,-1400001,-1400001,26699999,549499999,18999998,0.52376,0.12032,0.04954,0.01055,0.00317,3.87755,0.89742,2.33211,0.35518,0.30625,0.30625,6.18125,29.00625,1.1875,0.39375,0.00774,0.01314,1.28571,20.38951,45.7479
