"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",72.4901587301587,"Down",1.5755e+10,-7.915e+09,7.84e+09,-4.522e+09,-4.522e+09,3.318e+09,-9.2e+07,-1.13e+08,2.1e+07,3.226e+09,3.226e+09,-8.89e+08,2.337e+09,2.783e+09,-3.3e+07,2.75e+09,2.75e+09,1.3819e+10,7.895e+09,4.591e+09,4.591e+09,4.957e+09,1.095e+10,2.733e+09,3.4317e+10,1.9186e+10,7.4005e+10,2.4629e+10,4.4679e+10,4.697e+09,9.3191e+10,1.27508e+11,1.5447e+10,7.795e+09,7.652e+09,1.3681e+10,3.1357e+10,1.9134e+10,1.7164e+10,9.161e+09,8.003e+09,3.6298e+10,6.7655e+10,1.043e+09,6.6337e+10,4.009e+09,6.2328e+10,-8.24e+10,8.7849e+10,-1.3642e+10,5.9187e+10,6.66e+08,5.9853e+10,1.27508e+11,2.783e+09,7.85e+08,-2.13e+08,7.6e+07,-2.89e+08,-7.7e+07,3.59e+08,2.92e+08,-7.28e+08,3.278e+09,-7.66e+08,3.4e+07,-8e+08,-8e+08,-1.43e+08,-1.43e+08,-2.035e+09,-2.944e+09,-1.856e+09,1.739e+09,-4.85e+08,2.224e+09,2.9e+07,1.6e+07,1.017e+09,-1.001e+09,-1.831e+09,-1.497e+09,-1.497e+09,-1.1e+07,-1.508e+09,4.103e+09,3.2815e+10,4.149e+09,0.49762,0.2106,0.17455,0.04595,0.02157,1.50873,1.0944,1.13035,0.25736,1.0228,0.97002,5.85971,21.62532,1.54312,0.6903,0.04194,0.03778,0.67491,4.62978,5.72514
"28","2017_Q1",76.0354838709677,"Up",1.6102e+10,-8.382e+09,7.72e+09,-5.218e+09,-5.218e+09,2.502e+09,1.84e+08,-1.03e+08,2.87e+08,2.686e+09,2.686e+09,-6.78e+08,2.008e+09,1.958e+09,-7000000.00000001,1.951e+09,1.951e+09,1.3348e+10,7.102e+09,4.373e+09,4.373e+09,4.716e+09,1.1345e+10,2.653e+09,3.3782e+10,1.9385e+10,7.3969e+10,2.4527e+10,4.435e+10,5.092e+09,9.3354e+10,1.27136e+11,1.6774e+10,9.325e+09,7.449e+09,1.1653e+10,3.077e+10,1.8945e+10,1.9438e+10,9.113e+09,1.0325e+10,3.8383e+10,6.9153e+10,1.038e+09,6.6433e+10,4.009e+09,6.2424e+10,-8.2176e+10,8.7953e+10,-1.5907e+10,5.7341e+10,6.42e+08,5.7983e+10,1.27136e+11,1.958e+09,8.39e+08,-5.53e+08,1.19e+08,-6.72e+08,1.895e+09,1.64e+08,2.1e+08,1.521e+09,4.139e+09,-9.73e+08,3.18e+08,-1.291e+09,-1.291e+09,0,0,-2.19e+08,-1.192e+09,-1.847e+09,-1.956e+09,-1.953e+09,-3e+06,-2999999.99999976,1.48e+08,6.48e+08,-5e+08,-3.655e+09,-7.08e+08,-7.08e+08,-8.5e+07,-7.93e+08,3.341e+09,3.0598e+10,4.941e+09,0.47944,0.15538,0.12117,0.03365,0.01535,2.53255,1.09789,1.19264,0.24067,0.73129,0.69418,6.03546,21.10386,1.85202,0.6923,0.03516,0.04574,0.94669,5.16312,6.89448
"29","2017_Q2",76.1557142857143,"Up",1.6518e+10,-8.102e+09,8.416e+09,-4.645e+09,-4.645e+09,3.771e+09,-3.3e+07,-9.6e+07,6.3e+07,3.738e+09,3.738e+09,-8.63e+08,2.875e+09,2.757e+09,-4.3e+07,2.714e+09,2.714e+09,1.4071e+10,7.456e+09,4.713e+09,4.713e+09,4.999e+09,1.1388e+10,2.447e+09,3.5171e+10,1.931e+10,7.4562e+10,2.4429e+10,4.4458e+10,5.675e+09,9.3872e+10,1.29043e+11,1.7056e+10,9.024e+09,8.032e+09,1.2215e+10,3.2401e+10,1.891e+10,1.8781e+10,8.515e+09,1.0266e+10,3.7691e+10,7.0092e+10,1.029e+09,6.6291e+10,4.009e+09,6.2282e+10,-8.197e+10,8.8855e+10,-1.5943e+10,5.8262e+10,6.89e+08,5.8951e+10,1.29043e+11,2.757e+09,7.28e+08,-1.82e+08,4.4e+07,-2.26e+08,-2.78e+08,-4.24e+08,-2.87e+08,4.33e+08,3.025e+09,-5.01e+08,1.83e+08,-6.84e+08,-6.84e+08,-1.4e+07,-1.4e+07,-1.258e+09,-2.121e+09,-1.851e+09,1.409e+09,1.519e+09,-1.1e+08,-1.001e+09,-6.5e+07,9.37e+08,-1.002e+09,-5.07e+08,3.97e+08,3.97e+08,-4.3e+07,3.54e+08,4.499e+09,3.1125e+10,4.583e+09,0.5095,0.2283,0.16431,0.04604,0.02103,1.68865,1.08549,1.18899,0.2412,1.01469,0.96142,6.17565,21.39791,1.71346,0.69204,0.04194,0.0421,0.68202,3.79062,4.52241
"30","2017_Q3",79.277619047619,"Up",1.6856e+10,-8.298e+09,8.558e+09,-4.683e+09,-4.683e+09,3.875e+09,-6.19e+08,-8e+07,-5.39e+08,3.256e+09,3.256e+09,-6.95e+08,2.561e+09,7.896e+09,-2.1e+07,7.875e+09,7.875e+09,1.3454e+10,6.051e+09,4.729e+09,4.729e+09,4.787e+09,2.602e+09,2.602e+09,2.5572e+10,1.8778e+10,7.2683e+10,2.4185e+10,4.3458e+10,5.04e+09,9.1461e+10,1.17033e+11,1.5884e+10,8.3e+09,7.584e+09,1.3007e+10,2.8891e+10,1.646e+10,1.7938e+10,8.692e+09,9.246e+09,3.4398e+10,6.3289e+10,1.024e+09,6.6333e+10,4.009e+09,6.2324e+10,-9.272e+10,9.4945e+10,-1.6522e+10,5.306e+10,6.84e+08,5.3744e+10,1.17033e+11,7.896e+09,7.07e+08,-4.895e+09,6e+07,-4.955e+09,-7.08e+08,-1.71e+08,4e+07,-5.77e+08,3e+09,-6.48e+08,9.7e+07,-7.45e+08,-7.45e+08,-2e+06,-2e+06,8.77e+08,1e+08,-1.786e+09,-1.082e+09,1.196e+09,-2.278e+09,-4.028e+09,-1.364e+09,1.37e+08,-1.501e+09,-4.232e+09,-1.132e+09,-1.132e+09,-2.73e+08,-1.405e+09,4.582e+09,2.9467e+10,3.921e+09,0.50771,0.22989,0.46719,0.14653,0.06729,0.4979,0.88512,1.1776,0.25178,3.03281,2.87661,6.49157,20.04005,1.51005,0.68782,0.09551,0.03876,0.22679,3.49476,4.13239
"31","2017_Q4",78.8774603174603,"Down",1.5605e+10,-7.836e+09,7.769e+09,-4.409e+09,-4.409e+09,3.36e+09,-2.4e+07,-5e+07,2.6e+07,3.336e+09,3.336e+09,-7.8e+08,2.556e+09,2.556e+09,-3.4e+07,2.522e+09,2.522e+09,1.4327e+10,5.817e+09,4.358e+09,4.358e+09,4.754e+09,2.446e+09,2.446e+09,2.5885e+10,1.9219e+10,7.2987e+10,2.4153e+10,4.3682e+10,5.152e+09,9.2206e+10,1.18091e+11,1.5301e+10,8.076e+09,7.225e+09,1.3781e+10,2.9082e+10,1.6633e+10,1.7828e+10,8.644e+09,9.184e+09,3.4461e+10,6.3543e+10,1.01e+09,6.6274e+10,4.009e+09,6.2265e+10,-9.3225e+10,9.5736e+10,-1.5955e+10,5.384e+10,7.08e+08,5.4548e+10,1.18091e+11,2.556e+09,6.65e+08,3.1e+07,9.3e+07,-6.2e+07,-2.12e+08,4.36e+08,1.02e+08,-7.5e+08,3.04e+09,-6.7e+08,1.31e+08,-8.01e+08,-8.01e+08,0,0,-1.132e+09,-1.802e+09,-1.773e+09,8.5e+08,8.41e+08,9e+06,9e+06,-6.77e+08,1.324e+09,-2.001e+09,-1.6e+09,-3.62e+08,-3.62e+08,1.28e+08,-2.34e+08,4.025e+09,3.0414e+10,3.923e+09,0.49785,0.21532,0.16161,0.04623,0.02136,1.55551,0.89007,1.1649,0.25755,0.98389,0.93218,6.08786,20.61015,1.53045,0.69169,0.04178,0.03817,0.70301,3.99677,4.7878
"32","2018_Q1",73.6895081967213,"Down",1.6079e+10,-8.299e+09,7.78e+09,-4.831e+09,-4.831e+09,2.949e+09,-2.2e+07,-6.8e+07,4.6e+07,2.927e+09,2.927e+09,-7.25e+08,2.202e+09,2.202e+09,1.3e+07,2.215e+09,2.215e+09,1.5137e+10,5.569e+09,4.594e+09,4.594e+09,4.624e+09,2.139e+09,2.139e+09,2.6494e+10,1.9893e+10,7.4019e+10,2.4187e+10,4.4699e+10,5.133e+09,9.3912e+10,1.20406e+11,1.6656e+10,9.632e+09,7.024e+09,1.3554e+10,3.021e+10,1.8038e+10,1.638e+10,8.126e+09,8.254e+09,3.4418e+10,6.4628e+10,1.006e+09,6.6401e+10,4.009e+09,6.2392e+10,-9.3715e+10,9.6124e+10,-1.4632e+10,5.5184e+10,5.94e+08,5.5778e+10,1.20406e+11,2.202e+09,7.2e+08,11000000.0000005,1.54e+08,-1.43e+08,7.55e+08,-1.63e+08,2.16e+08,7.02e+08,3.688e+09,-9.94e+08,1.6e+08,-1.154e+09,-1.154e+09,0,0,-8.72e+08,-1.866e+09,-1.826e+09,2.22e+08,-8.29e+08,1.051e+09,88999999.9999995,-6.25e+08,75000000.0000002,-7e+08,-2.229e+09,-4.07e+08,-4.07e+08,1.59e+08,-2.48e+08,3.669e+09,3.1592e+10,4.155e+09,0.48386,0.18341,0.13776,0.03971,0.0184,1.87585,0.87699,1.15866,0.26238,0.86598,0.82171,6.28626,21.18148,1.62444,0.71389,0.03895,0.04005,0.82438,4.48487,5.57986
"33","2018_Q2",67.11671875,"Down",1.6653e+10,-8.269e+09,8.384e+09,-4.736e+09,-4.736e+09,3.648e+09,1.03e+08,-6.6e+07,1.69e+08,3.751e+09,3.751e+09,-8.81e+08,2.87e+09,2.87e+09,-1.7e+07,2.853e+09,2.853e+09,1.6007e+10,5.024e+09,4.942e+09,4.942e+09,5.023e+09,2.124e+09,2.124e+09,2.8096e+10,2.0108e+10,7.4647e+10,2.4262e+10,4.5189e+10,5.196e+09,9.4755e+10,1.22851e+11,1.6698e+10,9.458e+09,7.24e+09,1.4026e+10,3.0724e+10,2.0188e+10,1.6524e+10,8.481e+09,8.043e+09,3.6712e+10,6.7436e+10,9.91e+08,6.6485e+10,4.009e+09,6.2476e+10,-9.5563e+10,9.7197e+10,-1.4292e+10,5.4818e+10,5.97e+08,5.5415e+10,1.22851e+11,2.87e+09,6.92e+08,5.25e+08,8.4e+07,4.41e+08,-4.56e+08,-3.04e+08,-3.57e+08,2.05e+08,3.631e+09,-1.012e+09,1.2e+08,-1.132e+09,-1.132e+09,0,0,-1.522e+09,-2.534e+09,-1.823e+09,2.021e+09,4.8e+07,1.973e+09,-1.51e+08,-1.922e+09,5.8e+08,-2.502e+09,-1.724e+09,-6.27e+08,-6.27e+08,8.2e+07,-5.45e+08,4.34e+09,3.4214e+10,3.753e+09,0.50345,0.21906,0.17132,0.05148,0.02322,1.31546,0.91446,1.21693,0.2785,1.1186,1.06036,6.52931,21.10449,1.47148,0.71476,0.04405,0.03535,0.63898,4.19516,4.99095
"34","2018_Q3",73.6280952380952,"Up",1.7395e+10,-8.709e+09,8.686e+09,-4.767e+09,-4.767e+09,3.919e+09,1.14e+08,-5.6e+07,1.7e+08,4.033e+09,4.033e+09,-1.472e+09,2.561e+09,2.561e+09,-6.6e+07,2.495e+09,2.495e+09,1.8758e+10,7.432e+09,5.182e+09,5.182e+09,5.131e+09,2.143e+09,2.143e+09,3.1214e+10,2.042e+10,7.501e+10,2.4224e+10,4.5624e+10,5.162e+09,9.543e+10,1.26644e+11,1.756e+10,9.74e+09,7.82e+09,1.5547e+10,3.3107e+10,2.2186e+10,1.663e+10,6.145e+09,1.0485e+10,3.8816e+10,7.1923e+10,9.86e+08,6.6537e+10,4.009e+09,6.2528e+10,-9.7121e+10,9.7881e+10,-1.4171e+10,5.4112e+10,6.09e+08,5.4721e+10,1.26644e+11,2.561e+09,6.76e+08,-2.386e+09,7.3e+07,-2.459e+09,2.833e+09,-2.43e+08,-1e+08,3.176e+09,3.684e+09,-6.87e+08,8.1e+07,-7.68e+08,-7.68e+08,-1.01e+08,-1.01e+08,-3.83e+08,-1.171e+09,-1.813e+09,3.294e+09,1.476e+09,1.818e+09,-1.13e+09,-1.633e+09,1.18e+08,-1.751e+09,-1.52e+08,2.361e+09,2.361e+09,4.7e+07,2.408e+09,4.595e+09,3.7733e+10,8.213e+09,0.49934,0.22529,0.14343,0.04559,0.0197,3.29178,0.94282,1.31436,0.29795,0.98465,0.9346,6.86491,20.9661,3.24125,0.7155,0.03949,0.07529,0.72665,4.12949,4.8418
"35","2018_Q4",81.1993650793651,"Up",1.6281e+10,-8.384e+09,7.897e+09,-4.688e+09,-4.688e+09,3.209e+09,4.4e+07,-6.4e+07,1.08e+08,3.253e+09,3.253e+09,-7.13e+08,2.54e+09,2.54e+09,-2.9e+07,2.511e+09,2.511e+09,1.5534e+10,5.326e+09,5.149e+09,5.149e+09,5.207e+09,2.07e+09,2.07e+09,2.796e+10,2.0925e+10,7.5484e+10,2.4129e+10,4.6175e+10,5.18e+09,9.6409e+10,1.24369e+11,1.7849e+10,9.716e+09,8.133e+09,1.2862e+10,3.0711e+10,2.2437e+10,1.6275e+10,6.083e+09,1.0192e+10,3.8712e+10,6.9423e+10,9.72e+08,6.6523e+10,4.009e+09,6.2514e+10,-9.7912e+10,9.8623e+10,-1.3891e+10,5.4315e+10,6.31e+08,5.4946e+10,1.24369e+11,2.54e+09,7.16e+08,2.98e+08,9.2e+07,2.06e+08,-2.01e+08,9.7e+07,0,-2.98e+08,3.353e+09,-8.65e+08,4.5e+07,-9.1e+08,-9.1e+08,-7e+06,-7e+06,9.69e+08,9.7e+07,-1.813e+09,-2.904e+09,-2.783e+09,-1.21e+08,-1.21e+08,-9.21e+08,4.6e+08,-1.381e+09,-5.638e+09,-2.188e+09,-2.188e+09,8.2e+07,-2.106e+09,3.925e+09,3.5299e+10,3.572e+09,0.48504,0.1971,0.15423,0.0457,0.02019,1.42254,0.91042,1.26348,0.28382,0.99536,0.94912,6.4538,21.1452,1.41594,0.71867,0.04059,0.03353,0.72202,5.03567,6.15924
"36","2019_Q1",89.147868852459,"Up",1.6503e+10,-8.906e+09,7.597e+09,-4.662e+09,-4.662e+09,2.935e+09,-6.46e+08,-7.3e+07,-5.73e+08,2.289e+09,2.289e+09,-3.99e+08,1.89e+09,1.89e+09,999999.999999996,1.891e+09,1.891e+09,1.185e+10,2.569e+09,4.686e+09,4.686e+09,4.738e+09,2.046e+09,2.046e+09,2.332e+10,2.06e+10,7.439e+10,2.3902e+10,4.5175e+10,5.313e+09,9.499e+10,1.1831e+11,1.7814e+10,1.0344e+10,7.47e+09,1.0423e+10,2.8237e+10,2.0863e+10,1.6327e+10,6.163e+09,1.0164e+10,3.719e+10,6.5427e+10,9.67e+08,6.6651e+10,4.009e+09,6.2642e+10,-9.9217e+10,9.8641e+10,-1.4749e+10,5.2293e+10,5.9e+08,5.2883e+10,1.1831e+11,1.89e+09,7.5e+08,7.15e+08,1.46e+08,5.69e+08,8.44e+08,2.73e+08,2.69e+08,3.02e+08,4.199e+09,-8.84e+08,2.3e+07,-9.07e+08,-9.07e+08,-1e+06,-1e+06,9.82e+08,97000000.0000001,-1.861e+09,-3.649e+09,-2.178e+09,-1.471e+09,-1.471e+09,-1.351e+09,1.9e+07,-1.37e+09,-6.861e+09,-2.565e+09,-2.565e+09,-1.92e+08,-2.757e+09,3.685e+09,3.1286e+10,4.044e+09,0.46034,0.17785,0.11459,0.03576,0.01598,2.13855,0.82587,1.2372,0.26444,0.75336,0.72148,6.57464,20.44779,1.61109,0.7414,0.03733,0.04024,0.98414,5.27436,6.62215
"37","2019_Q2",98.304126984127,"Up",1.669e+10,-8.484e+09,8.206e+09,-4.652e+09,-4.652e+09,3.554e+09,3.86e+08,-7.6e+07,4.62e+08,3.94e+09,3.94e+09,-7.29e+08,3.211e+09,3.211e+09,-1.2e+07,3.199e+09,3.199e+09,1.1253e+10,2.545e+09,5.035e+09,5.035e+09,5.182e+09,1.876e+09,1.876e+09,2.3346e+10,2.059e+10,7.4504e+10,2.3919e+10,4.5225e+10,5.36e+09,9.5094e+10,1.1844e+11,1.8712e+10,1.0243e+10,8.469e+09,1.0508e+10,2.922e+10,2.0779e+10,1.5937e+10,6.179e+09,9.758e+09,3.6716e+10,6.5936e+10,9.51e+08,6.6543e+10,4.009e+09,6.2534e+10,-9.9956e+10,9.9831e+10,-1.5133e+10,5.2236e+10,2.68e+08,5.2504e+10,1.1844e+11,3.211e+09,6.43e+08,-1.67e+08,1.02e+08,-2.69e+08,-1.2e+08,-4.75e+08,-4.94e+08,8.49e+08,3.567e+09,-1.071e+09,9e+06,-1.08e+09,-1.08e+09,-2.37e+08,-2.37e+08,4.43e+08,-8.65e+08,-1.853e+09,2.4e+07,2.4e+07,0,0,-8.27e+08,4.25e+08,-1.252e+09,-2.656e+09,4.6e+07,4.6e+07,-7e+07,-2.4e+07,4.197e+09,3.1287e+10,3.735e+09,0.49167,0.21294,0.19167,0.06093,0.02701,1.16755,0.79897,1.25583,0.26416,1.28175,1.22469,6.68723,20.54852,1.49651,0.74245,0.05066,0.03745,0.57924,4.77341,5.63703
"38","2019_Q3",109.70046875,"Up",1.7438e+10,-8.919e+09,8.519e+09,-4.623e+09,-4.623e+09,3.896e+09,2e+07,-7.5e+07,9.5e+07,3.916e+09,3.916e+09,-7e+08,3.216e+09,3.216e+09,-2.2e+07,3.194e+09,3.194e+09,1.2117e+10,3.696e+09,5.055e+09,5.055e+09,5.281e+09,1.978e+09,1.978e+09,2.4431e+10,2.0822e+10,7.8434e+10,2.5947e+10,4.6932e+10,5.555e+09,9.9256e+10,1.23687e+11,1.9134e+10,1.0266e+10,8.868e+09,1.2113e+10,3.1247e+10,2.1514e+10,1.6483e+10,6.872e+09,9.611e+09,3.7997e+10,6.9244e+10,9.46e+08,6.651e+10,4.009e+09,6.2501e+10,-9.948e+10,1.0117e+11,-1.5156e+10,5.399e+10,4.53e+08,5.4443e+10,1.23687e+11,3.216e+09,6.5e+08,1.79e+08,7.9e+07,1e+08,-3.8e+07,7.7e+07,-36999999.9999999,-77999999.9999999,4.007e+09,-6.92e+08,9e+06,-7.01e+08,-7.01e+08,-3.611e+09,-3.611e+09,4.58e+08,-3.845e+09,-1.85e+09,2.572e+09,1.182e+09,1.39e+09,-9.78e+08,3.1e+08,1.061e+09,-7.51e+08,1.032e+09,1.194e+09,1.194e+09,-4.3e+07,1.151e+09,4.546e+09,3.3627e+10,4.516e+09,0.48853,0.22342,0.18316,0.05867,0.02582,1.4139,0.78187,1.27186,0.27187,1.27775,1.21769,6.97604,21.22015,1.80662,0.74009,0.04824,0.04319,0.57921,4.73163,5.52105
"39","2019_Q4",114.31484375,"Up",1.6462e+10,-8.427e+09,8.035e+09,-4.806e+09,-4.806e+09,3.229e+09,4.9e+07,-7.9e+07,1.28e+08,3.278e+09,3.278e+09,-5.02e+08,2.776e+09,2.776e+09,-3.1e+07,2.745e+09,2.745e+09,9.823e+09,2.738e+09,5.198e+09,5.198e+09,5.358e+09,1.933e+09,1.933e+09,2.2312e+10,2.0993e+10,7.8368e+10,2.5836e+10,4.6753e+10,5.779e+09,9.9361e+10,1.21673e+11,1.9459e+10,1.0207e+10,9.252e+09,8.911e+09,2.837e+10,2.1359e+10,1.6392e+10,6.951e+09,9.441e+09,3.7751e+10,6.6121e+10,9.33e+08,6.6488e+10,4.009e+09,6.2479e+10,-9.9484e+10,1.02103e+11,-1.4968e+10,5.5072e+10,4.8e+08,5.5552e+10,1.21673e+11,2.776e+09,7.11e+08,1.18e+08,1.18e+08,0,-8.8e+07,-1.51e+08,-7e+07,1.33e+08,3.517e+09,-7.48e+08,4e+06,-7.52e+08,-7.52e+08,-9.5e+07,-9.5e+07,1.416e+09,5.73e+08,-1.858e+09,-3.062e+09,-3.038e+09,-2.4e+07,-2.4e+07,-1.46e+08,1.104e+09,-1.25e+09,-5.066e+09,-9.76e+08,-9.76e+08,1.8e+07,-9.58e+08,3.94e+09,3.027e+10,3.606e+09,0.48809,0.19615,0.16675,0.04941,0.02256,1.31366,0.78646,1.19025,0.24878,1.09402,1.04068,6.56092,21.57706,1.43717,0.7405,0.04503,0.03528,0.67687,5.18959,6.3323
"40","2020_Q1",112.783387096774,"Down",1.7094e+10,-8.938e+09,8.156e+09,-5.003e+09,-5.003e+09,3.153e+09,1.27e+08,-5.9e+07,1.86e+08,3.28e+09,-5.065e+09,-1.72e+08,-5.237e+09,-5.237e+09,-4e+06,-5.241e+09,-5.241e+09,1.0287e+10,4.239e+09,4.951e+09,4.951e+09,5.017e+09,2.218e+09,2.218e+09,2.2473e+10,2.1271e+10,7.1351e+10,2.4215e+10,4.0273e+10,6.863e+09,9.2622e+10,1.15095e+11,2.0314e+10,1.126e+10,9.054e+09,9.697e+09,3.0011e+10,2.0395e+10,1.711e+10,6.899e+09,1.0211e+10,3.7505e+10,6.7516e+10,9.28e+08,6.669e+10,4.009e+09,6.2681e+10,-1.00406e+11,9.4918e+10,-1.4936e+10,4.7194e+10,3.85e+08,4.7579e+10,1.15095e+11,-5.237e+09,8.2e+08,7.641e+09,2.16e+08,7.425e+09,9.27e+08,2.73e+08,3.62e+08,2.92e+08,4.151e+09,-4.42e+08,3.72e+08,-8.14e+08,-8.14e+08,-2e+06,-2e+06,-2.379e+09,6.47e+08,-1.937e+09,-350999999.999999,-3.83e+08,32000000.0000001,2.4e+09,-1.016e+09,7.34e+08,-1.75e+09,-3.304e+09,1.494e+09,1.494e+09,7e+06,1.501e+09,3.973e+09,3.0092e+10,4.63e+09,0.47713,0.18445,-0.3066,-0.11015,-0.04554,-0.88342,0.74883,1.41903,0.26145,-2.08821,-2.29345,6.8109,18.43414,1.84477,0.77177,-0.03486,0.04885,-0.36959,4.9849,6.28132
"41","2020_Q2",110.284444444444,"Down",1.7798e+10,-8.723e+09,9.075e+09,-4.785e+09,-4.785e+09,4.29e+09,5.3e+07,-5e+07,1.03e+08,4.343e+09,4.343e+09,-7.26e+08,3.617e+09,3.617e+09,-2.4e+07,3.593e+09,3.593e+09,9.304e+09,9.304e+09,5.143e+09,5.143e+09,5.465e+09,2.013e+09,2.013e+09,2.1925e+10,2.0901e+10,7.1232e+10,2.4002e+10,3.9605e+10,7.625e+09,9.2133e+10,1.14058e+11,2.0901e+10,1.0951e+10,9.95e+09,9.352e+09,3.0253e+10,2.0161e+10,1.666e+10,6.325e+09,1.0335e+10,3.6821e+10,6.7074e+10,9.15e+08,6.6846e+10,4.009e+09,6.2837e+10,-1.0251e+11,9.6625e+10,-1.5298e+10,4.6578e+10,4.06e+08,4.6984e+10,1.14058e+11,3.617e+09,7.23e+08,-4.77e+08,1.1e+08,-5.87e+08,3.06e+08,-2.61e+08,-5.49e+08,1.116e+09,4.169e+09,-1.073e+09,6e+06,-1.079e+09,-1.079e+09,-307668609.689412,-307668609.689412,1e+06,5.079e+09,-1.932e+09,-6.1e+07,-6.1e+07,-2661457600.50427,-1093931457.51949,-2.125e+09,8.75e+08,-3e+09,-4.118e+09,5.13e+09,5.13e+09,-6.5e+07,5.065e+09,5.013e+09,2.9513e+10,4.972e+09,0.50989,0.24104,0.20188,0.07647,0.0315,1.3838,0.72472,1.42759,0.25875,1.4349,1.35713,7.10783,18.23602,1.98562,0.77157,0.05931,0.05337,0.53771,4.03132,4.71072
"42","2020_Q3",126.3734375,"Up",1.824e+10,-8.869e+09,9.371e+09,-4.889e+09,-4.889e+09,4.482e+09,5e+07,-6.4e+07,1.14e+08,4.532e+09,4.532e+09,-7.89e+08,3.743e+09,3.743e+09,-2.6e+07,3.717e+09,3.717e+09,0,13978026064.1395,5.196e+09,5.196e+09,5.521e+09,8.2e+09,1.921e+09,1.8917e+10,2.125e+10,7.1556e+10,2.398e+10,3.9998e+10,7.578e+09,9.2806e+10,1.11723e+11,2.1011e+10,1.0781e+10,1.023e+10,9.153e+09,3.0164e+10,1.8985e+10,1.6666e+10,6.242e+09,1.0424e+10,3.5651e+10,6.5815e+10,9.11e+08,6.6916e+10,4.009e+09,6.2907e+10,-1.05761e+11,9.8414e+10,-1.4942e+10,4.5538e+10,3.7e+08,4.5908e+10,1.11723e+11,3.743e+09,6.77e+08,136999999.999999,9.2e+07,45000000.000001,-1.93e+08,4e+06,1.6e+07,-2.13e+08,4.364e+09,-5.96e+08,9e+06,-6.05e+08,-6.05e+08,-53999999.9999998,-53999999.9999998,0,-650000000.000001,-1.923e+09,-1.553e+09,-7e+06,-1.546e+09,-1.546e+09,-3.319e+09,1.85e+08,-3.504e+09,-6.795e+09,-3.081e+09,-3.081e+09,5.6e+07,-3.025e+09,5.159e+09,2.8138e+10,5.159e+09,0.51376,0.24572,0.20378,0.08097,0.03327,1.38795,0.62714,1.43363,0.25186,1.49457,1.41325,7.33414,17.94411,2.07439,0.77322,0.06217,0.05687,0.51735,5.45416,6.278
