"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",56.8087301587302,"Up",9.083e+09,-8.036e+09,1.047e+09,-4.76e+08,-4.76e+08,5.71e+08,-5.2e+07,-5.5e+07,3e+06,5.19e+08,5.19e+08,-1.78e+08,3.41e+08,3.41e+08,-1e+06,3.4e+08,3.4e+08,2.43e+08,2.43e+08,1.589e+09,1.589e+09,2.97e+09,2.15e+08,2.15e+08,5.017e+09,5.283e+09,1.2296e+10,5.036e+09,6.669e+09,5.91e+08,1.7579e+10,2.2596e+10,1.466e+09,1.466e+09,5.43e+08,1.097e+09,1.097e+09,3.106e+09,5.905e+09,3.796e+09,2.516e+09,1.28e+09,9.701e+09,1.2807e+10,4.399e+09,4.355e+09,-3.675e+09,9.098e+09,-5.1e+07,9.771e+09,1.8e+07,9.789e+09,2.2596e+10,3.41e+08,1.79e+08,5.7e+07,-7.29e+08,-1.52e+08,-2.67e+08,1e+06,2e+06,-2.64e+08,-7.9e+07,4.78e+08,-1.57e+08,-1.57e+08,1.06e+08,3.48e+08,-6.8e+07,-6.8e+07,4e+06,-6.4e+07,7.5e+08,6.448e+09,-68000000.0000002,0.11527,0.06286,0.03743,0.03473,0.01505,-0.2,1.61526,1.30831,0.28536,0.93151,0.91892,24.88493,26.76986,-0.1863,0.21644,0.02092,-0.00339000000000002,0.23235,8.27333,10.8669
"31","2017_Q4",68.2425396825397,"Up",9.85e+09,-8.648e+09,1.202e+09,-5.05e+08,-5.05e+08,6.97e+08,-8e+07,-6.9e+07,-1.1e+07,6.17e+08,6.17e+08,-1.69e+08,4.48e+08,4.48e+08,-1e+06,4.47e+08,4.47e+08,2.31e+08,2.31e+08,1.71e+09,1.71e+09,3.248e+09,1.099e+09,2.38e+08,6.288e+09,5.545e+09,1.623e+10,6.372e+09,9.264e+09,5.94e+08,2.1775e+10,2.8063e+10,1.608e+09,1.608e+09,1.017e+09,1.24e+09,1.24e+09,3.865e+09,9.807e+09,4.254e+09,2.989e+09,1.265e+09,1.4061e+10,1.7926e+10,4.405e+09,4.361e+09,-3.7e+09,9.464e+09,-5.2e+07,1.0117e+10,2e+07,1.0137e+10,2.8063e+10,4.48e+08,1.87e+08,2.1e+07,-1.89e+08,4.67e+08,-3.15e+08,-1e+06,8e+06,-3.389e+09,-8e+07,2.997e+09,-3.5e+07,-3.5e+07,2.6e+07,2.908e+09,-1.4e+07,-1.4e+07,2e+06,-1.2e+07,8.84e+08,1.0824e+10,5.49e+08,0.12203,0.07076,0.04538,0.0441,0.01593,1.22819,1.62691,1.76837,0.3857,1.22131,1.20811,26.91257,27.64208,1.5,0.21858,0.0209,0.02177,0.17897,11.98303,15.19799
"32","2018_Q1",68.2896721311475,"Up",1.0145e+10,-8.794e+09,1.351e+09,-6.7e+08,-6.7e+08,6.81e+08,-1.01e+08,-9.2e+07,-9e+06,5.8e+08,5.8e+08,-1.85e+08,3.95e+08,3.95e+08,-1e+06,3.94e+08,3.94e+08,3.18e+08,3.18e+08,1.675e+09,1.675e+09,3.239e+09,1.026e+09,2.19e+08,6.258e+09,5.568e+09,1.624e+10,6.243e+09,9.324e+09,6.73e+08,2.1808e+10,2.8066e+10,1.698e+09,1.698e+09,9.06e+08,1.428e+09,1.428e+09,4.032e+09,9.297e+09,4.178e+09,2.979e+09,1.199e+09,1.3475e+10,1.7507e+10,4.423e+09,4.378e+09,-3.674e+09,9.776e+09,1.6e+07,1.0541e+10,1.8e+07,1.0559e+10,2.8066e+10,3.95e+08,2.18e+08,1.29e+08,4.08e+08,1.15e+09,-2.87e+08,-1.6e+07,6e+06,-2.97e+08,-8.1e+07,-6.15e+08,-9.2e+07,-9.2e+07,1.9e+07,-7.69e+08,8.4e+07,8.4e+07,3e+06,8.7e+07,8.99e+08,1.0203e+10,1.205e+09,0.13317,0.06713,0.03884,0.03731,0.01404,3.05838,1.55208,1.65802,0.36354,1.0765,1.07357,27.71858,28.80055,3.29235,0.22131,0.01905,0.04832,0.20558,10.99555,14.51542
"33","2018_Q2",62.45203125,"Down",1.0229e+10,-8.778e+09,1.451e+09,-5.24e+08,-5.24e+08,9.27e+08,-8.5e+07,-8.6e+07,1e+06,8.42e+08,8.42e+08,7.9e+08,1.632e+09,1.632e+09,-1e+06,1.631e+09,1.631e+09,2.93e+08,2.93e+08,1.6e+09,1.6e+09,3.213e+09,8.87e+08,1.72e+08,5.993e+09,5.673e+09,1.638e+10,6.282e+09,9.404e+09,6.94e+08,2.2053e+10,2.8046e+10,1.748e+09,1.748e+09,8.11e+08,1.419e+09,1.419e+09,3.978e+09,8.875e+09,3.219e+09,2.013e+09,1.206e+09,1.2094e+10,1.6072e+10,4.391e+09,4.346e+09,-3.726e+09,1.1272e+10,1.8e+07,1.1955e+10,1.9e+07,1.1974e+10,2.8046e+10,1.632e+09,2.29e+08,-9.38e+08,2.03e+08,1.126e+09,-2.96e+08,-3e+06,-2.2e+07,-4.22e+08,-1.08e+08,-5.2e+08,-1.64e+08,-1.64e+08,6.3e+07,-7.29e+08,-2.5e+07,-2.5e+07,0,-2.5e+07,1.156e+09,9.686e+09,2.73e+08,0.14185,0.09062,0.15945,0.13621,0.05815,0.16738,1.50654,1.34224,0.34536,4.45628,4.39623,27.94809,32.66393,0.7459,0.29508,0.0699,0.01097,0.06622,8.12543,10.13269
"34","2018_Q3",56.4409523809524,"Down",9.773e+09,-8.753e+09,1.02e+09,-5.22e+08,-5.22e+08,4.98e+08,-7.5e+07,-8.4e+07,9e+06,4.23e+08,4.23e+08,-1.07e+08,3.16e+08,3.16e+08,-1e+06,3.15e+08,3.15e+08,1.98e+08,1.98e+08,1.594e+09,1.594e+09,3.328e+09,8.7e+08,2.28e+08,5.99e+09,5.755e+09,1.6346e+10,6.231e+09,9.404e+09,7.11e+08,2.2101e+10,2.8091e+10,1.485e+09,1.485e+09,1.128e+09,1.225e+09,1.225e+09,3.838e+09,8.872e+09,3.225e+09,2.039e+09,1.186e+09,1.2097e+10,1.5935e+10,4.407e+09,4.362e+09,-3.77e+09,1.1479e+10,2e+07,1.2136e+10,2e+07,1.2156e+10,2.8091e+10,3.16e+08,2.3e+08,1.32e+08,-6.65e+08,1.3e+07,-2.63e+08,2e+06,-2999999.99999999,-2.64e+08,-1.08e+08,3.1e+08,-7.3e+07,-7.3e+07,2.4e+07,1.53e+08,-9.8e+07,-9.8e+07,3e+06,-9.5e+07,7.28e+08,1e+10,-9.3e+07,0.10437,0.05096,0.03223,0.02591,0.01121,-0.29524,1.56071,1.31088,0.35599,0.86066,0.85135,26.70219,33.15847,-0.2541,0.29508,0.01667,-0.00366,0.34286,13.46429,19.68273
"35","2018_Q4",53.3104761904762,"Down",1.0051e+10,-8.745e+09,1.306e+09,-5.04e+08,-5.04e+08,8.02e+08,-7.9e+07,-8.7e+07,8e+06,7.23e+08,7.23e+08,-1.81e+08,5.42e+08,5.42e+08,-1e+06,5.41e+08,5.41e+08,1.7e+08,1.7e+08,1.684e+09,1.684e+09,3.378e+09,8.45e+08,1.96e+08,6.077e+09,5.925e+09,1.6636e+10,6.405e+09,9.498e+09,7.33e+08,2.2561e+10,2.8638e+10,1.546e+09,1.546e+09,1.308e+09,1.258e+09,1.258e+09,4.112e+09,8.852e+09,3.237e+09,2.05e+09,1.187e+09,1.2089e+10,1.6201e+10,4.421e+09,4.376e+09,-3.89e+09,1.1913e+10,-1.8e+07,1.2426e+10,1.1e+07,1.2437e+10,2.8638e+10,5.42e+08,2.38e+08,4.6e+07,-4.1e+07,7.85e+08,-3.28e+08,0,-2.7e+07,-7.37e+08,-1.08e+08,1.58e+08,-1.3e+08,-1.3e+08,9e+06,-7.1e+07,-2.3e+07,-2.3e+07,-5e+06,-2.8e+07,1.04e+09,1.016e+10,8.52e+08,0.12994,0.07979,0.05383,0.0435,0.01889,1.57486,1.47787,1.30265,0.35477,1.48219,1.46612,27.53699,34.04384,2.33425,0.29589,0.02512,0.03298,0.19963,9.60577,12.45636
"36","2019_Q1",56.5401639344262,"Up",9.999e+09,-8.68e+09,1.319e+09,-5.77e+08,-5.77e+08,7.42e+08,-4.8e+07,-8.6e+07,3.8e+07,6.94e+08,6.94e+08,-2.11e+08,4.83e+08,4.83e+08,1.16415321826935e-10,4.83e+08,4.83e+08,2.7e+08,2.7e+08,1.723e+09,1.723e+09,3.513e+09,1.82e+08,1.82e+08,5.688e+09,6.169e+09,1.7252e+10,6.759e+09,9.739e+09,7.54e+08,2.3421e+10,2.9109e+10,1.694e+09,1.694e+09,1.911e+09,1.426e+09,1.426e+09,5.031e+09,7.962e+09,3.305e+09,2.107e+09,1.198e+09,1.1267e+10,1.6298e+10,4.432e+09,4.387e+09,-3.943e+09,1.2329e+10,-1.5e+07,1.2803e+10,8e+06,1.2811e+10,2.9109e+10,4.83e+08,2.46e+08,3e+07,2.8e+08,1.039e+09,-3.13e+08,-4e+06,2.8e+07,-4.83e+08,-1.07e+08,-2.8e+08,4.2e+07,-6e+07,-1.1e+08,-4.55e+08,1.01e+08,1.01e+08,-1e+06,1e+08,9.88e+08,9.873e+09,1.166e+09,0.13191,0.07421,0.0483,0.0377,0.01659,2.41408,1.13059,1.27219,0.33917,1.33058,1.31967,27.54545,35.26997,3.21212,0.29477,0.0227,0.04487,0.22153,9.71964,12.94205
"37","2019_Q2",70.7436507936508,"Up",1.0193e+10,-8.838e+09,1.355e+09,-5.48e+08,-5.48e+08,8.07e+08,-9.4e+07,-9.7e+07,3e+06,7.13e+08,7.13e+08,-1.61e+08,5.52e+08,5.52e+08,-1e+06,5.51e+08,5.51e+08,4e+08,4e+08,1.892e+09,1.892e+09,3.777e+09,2.32e+08,2.32e+08,6.301e+09,7.018e+09,1.9016e+10,7.441e+09,1.0814e+10,7.61e+08,2.6034e+10,3.2335e+10,1.962e+09,1.962e+09,3.917e+09,1.551e+09,1.551e+09,7.43e+09,8.075e+09,3.571e+09,2.33e+09,1.241e+09,1.1646e+10,1.9076e+10,4.377e+09,4.332e+09,-3.951e+09,1.2719e+10,-1.8e+07,1.3127e+10,1.32e+08,1.3259e+10,3.2335e+10,5.52e+08,2.5e+08,8.2e+07,-1.6e+07,8.68e+08,-3.18e+08,0,1e+07,-2.449e+09,-1.34e+08,1.927e+09,-8.3e+07,-8.3e+07,1e+06,1.711e+09,1.3e+08,1.3e+08,0,1.3e+08,1.057e+09,1.1992e+10,8.84e+08,0.13293,0.07917,0.05406,0.04156,0.01704,1.60436,0.84805,1.43872,0.37087,1.51374,1.50546,28.00275,36.06319,2.42857,0.36813,0.02377,0.03067,0.24319,10.96689,14.36431
"38","2019_Q3",78.44515625,"Up",1.0443e+10,-9.251e+09,1.192e+09,-5.57e+08,-5.57e+08,6.35e+08,-1.07e+08,-1.14e+08,7e+06,5.28e+08,5.28e+08,-9.8e+07,4.3e+08,4.3e+08,-4e+06,4.26e+08,4.26e+08,3.6e+08,3.6e+08,1.837e+09,1.837e+09,3.899e+09,2.8e+08,2.8e+08,6.376e+09,7.085e+09,1.9037e+10,7.295e+09,1.0946e+10,7.96e+08,2.6122e+10,3.2498e+10,1.71e+09,1.71e+09,1.564e+09,1.34e+09,1.34e+09,4.614e+09,1.081e+10,3.516e+09,2.278e+09,1.238e+09,1.4326e+10,1.894e+10,4.395e+09,4.35e+09,-3.988e+09,1.3012e+10,4e+06,1.3423e+10,1.35e+08,1.3558e+10,3.2498e+10,4.3e+08,2.73e+08,-9e+06,-6.23e+08,71000000.0000001,-3.38e+08,-1e+06,2.2e+07,-3.17e+08,-1.35e+08,4.02e+08,-6.3e+07,-6.3e+07,-3e+06,2.01e+08,-4.5e+07,-4.5e+07,5e+06,-4e+07,9.08e+08,1.2374e+10,4.5e+07,0.11414,0.06081,0.04079,0.03142,0.01311,0.10563,1.38188,1.39696,0.38076,1.17033,1.16393,28.68956,36.87637,0.12363,0.37088,0.01905,0.00153,0.3169,13.23128,18.91969
"39","2019_Q4",79.68046875,"Up",1.0885e+10,-9.549e+09,1.336e+09,-5.55e+08,-5.55e+08,7.81e+08,-5.7e+07,-1.19e+08,6.2e+07,7.24e+08,7.24e+08,-4.3e+07,6.81e+08,6.81e+08,-5e+06,6.76e+08,6.76e+08,4.06e+08,4.06e+08,2.452e+09,2.452e+09,4.149e+09,4.26e+08,4.26e+08,7.433e+09,7.271e+09,1.8961e+10,7.206e+09,1.0944e+10,8.11e+08,2.6232e+10,3.3665e+10,1.958e+09,1.958e+09,2.125e+09,1.514e+09,1.514e+09,5.597e+09,1.0461e+10,3.466e+09,2.338e+09,1.128e+09,1.3927e+10,1.9524e+10,4.406e+09,4.361e+09,-4.025e+09,1.3553e+10,-6e+06,1.3928e+10,2.13e+08,1.4141e+10,3.3665e+10,6.81e+08,2.86e+08,1.1e+07,-3.82e+08,5.96e+08,-3.15e+08,0,6.6e+07,-5.69e+08,-1.34e+08,2.01e+08,-7.9e+07,-7.9e+07,3.2e+07,2e+07,4.7e+07,4.7e+07,-1e+06,4.6e+07,1.067e+09,1.2586e+10,4.13e+08,0.12274,0.07175,0.0621,0.0478,0.02008,0.61095,1.32803,1.38067,0.37386,1.87258,1.84699,30.15235,38.58172,1.14404,0.37119,0.02683,0.01368,0.19822,11.41518,15.59539
"40","2020_Q1",69.5553225806452,"Down",1.0884e+10,-9.745e+09,1.139e+09,-5.92e+08,-5.92e+08,5.47e+08,-1.38e+08,-1.21e+08,-1.7e+07,4.09e+08,4.09e+08,-7.9e+07,3.3e+08,3.3e+08,-3e+06,3.27e+08,3.27e+08,4.84e+08,4.84e+08,2.173e+09,2.173e+09,3.929e+09,4.04e+08,4.04e+08,6.99e+09,7.282e+09,1.8646e+10,7.037e+09,1.0844e+10,7.65e+08,2.5928e+10,3.2918e+10,1.926e+09,1.926e+09,2.102e+09,1.485e+09,1.485e+09,5.513e+09,9.83e+09,3.481e+09,2.309e+09,1.172e+09,1.3311e+10,1.8824e+10,4.378e+09,4.378e+09,-4.011e+09,1.3655e+10,-7.2e+07,1.395e+10,1.44e+08,1.4094e+10,3.2918e+10,3.3e+08,2.89e+08,1.27e+08,2.32e+08,9.78e+08,-2.88e+08,0,-1e+07,-1.29e+08,-1.34e+08,-6.39e+08,7.2e+07,-2.7e+07,-6e+07,-7.61e+08,8.8e+07,8.8e+07,-1e+07,7.8e+07,8.36e+08,1.1932e+10,8.59e+08,0.10465,0.05026,0.03004,0.0232,0.00993,2.62691,1.26791,1.3356,0.36248,0.90083,0.89344,29.98347,38.42975,2.36639,0.36915,0.01562,0.02911,0.40979,13.69378,20.9287
"41","2020_Q2",56.8152380952381,"Down",1.0815e+10,-9.375e+09,1.44e+09,-6.82e+08,-6.82e+08,7.58e+08,-1.01e+08,-1.17e+08,1.6e+07,6.57e+08,6.57e+08,-1.48e+08,5.09e+08,5.09e+08,-4e+06,5.05e+08,5.05e+08,4.97e+08,4.97e+08,2.063e+09,2.063e+09,4.304e+09,3.29e+08,3.29e+08,7.193e+09,7.384e+09,1.9234e+10,6.975e+09,1.0862e+10,1.397e+09,2.6618e+10,3.3811e+10,1.916e+09,1.916e+09,1.947e+09,1.673e+09,1.673e+09,5.536e+09,9.772e+09,3.937e+09,2.369e+09,1.568e+09,1.3709e+10,1.9245e+10,4.399e+09,4.354e+09,-4.079e+09,1.4178e+10,-7.9e+07,1.4419e+10,1.47e+08,1.4566e+10,3.3811e+10,5.09e+08,2.88e+08,1.4e+07,8.3e+07,8.94e+08,-3.12e+08,-1.6e+07,-8.2e+07,-3.81e+08,-1.5e+08,-2.43e+08,-1.12e+08,-1.32e+08,-2e+06,-5.07e+08,6e+06,6e+06,7e+06,1.3e+07,1.046e+09,1.1719e+10,9.65e+08,0.13315,0.07009,0.04669,0.03467,0.01494,1.91089,1.29931,1.32123,0.3466,1.39118,1.37602,29.79339,39.72176,2.6584,0.41322,0.02167,0.03193,0.29703,10.72849,14.80475
"42","2020_Q3",58.16078125,"Up",1.0888e+10,-9.867e+09,1.021e+09,-5.06e+08,-5.06e+08,5.15e+08,-1e+07,-1.16e+08,1.06e+08,5.05e+08,5.05e+08,-1.26e+08,3.79e+08,3.79e+08,-3e+06,3.76e+08,3.76e+08,4.37e+08,4.37e+08,2.248e+09,2.248e+09,4.025e+09,3.89e+08,3.89e+08,7.099e+09,7.464e+09,1.9327e+10,6.898e+09,1.0847e+10,1.582e+09,2.6791e+10,3.389e+10,1.742e+09,1.742e+09,1.142e+09,1.522e+09,1.522e+09,4.406e+09,1.0978e+10,3.912e+09,2.384e+09,1.528e+09,1.489e+10,1.9296e+10,4.423e+09,4.378e+09,-4.136e+09,1.4392e+10,-2.3e+08,1.4449e+10,1.45e+08,1.4594e+10,3.389e+10,3.79e+08,2.93e+08,-1.7e+07,-2.89e+08,3.66e+08,-3.12e+08,-1e+06,1000000.00000001,-4.96e+08,-1.51e+08,3.8e+08,-5.6e+07,-6.4e+07,-4999999.99999999,1.68e+08,37999999.9999999,37999999.9999999,-1.6e+07,2.2e+07,8.08e+08,1.212e+10,3.33e+08,0.09377,0.0473,0.03453,0.02576,0.01109,0.88564,1.61121,1.32219,0.35763,1.03581,1.03014,29.99449,39.80441,0.91736,0.41598,0.01721,0.01087,0.4016,14.45916,22.68544
"43","2020_Q4",59.1059375,"Up",1.0022e+10,-8.709e+09,1.313e+09,-5.4e+08,-5.4e+08,7.73e+08,-1.08e+08,-1.19e+08,1.1e+07,6.65e+08,6.65e+08,-1.39e+08,5.26e+08,5.26e+08,0,5.26e+08,5.26e+08,1.365e+09,1.365e+09,2.064e+09,2.064e+09,3.915e+09,3.55e+08,3.55e+08,7.699e+09,7.515e+09,1.9344e+10,6.842e+09,1.089e+10,1.612e+09,2.6859e+10,3.4558e+10,1.743e+09,1.743e+09,7.5e+08,1.78e+09,1.78e+09,4.273e+09,1.1279e+10,4.002e+09,2.37e+09,1.632e+09,1.5281e+10,1.9554e+10,4.445e+09,4.4e+09,-4.139e+09,1.4769e+10,-2.17e+08,1.4858e+10,1.46e+08,1.5004e+10,3.4558e+10,5.26e+08,2.95e+08,8e+06,6.19e+08,1.448e+09,-2.83e+08,-1e+06,1.7e+07,-2.66e+08,-1.5e+08,-1.02e+08,-3e+06,-4e+06,0,-2.55e+08,9.27e+08,9.27e+08,1e+06,9.28e+08,1.068e+09,1.2029e+10,1.543e+09,0.13101,0.07713,0.05248,0.03506,0.01522,2.93346,1.80178,1.30325,0.34808,1.44904,1.43716,27.60882,40.93113,4.25069,0.41322,0.02178,0.04972,0.28517,9.98502,13.7956
"44","2021_Q1",66.055737704918,"Up",1.146e+10,-9.85e+09,1.61e+09,-6.48e+08,-6.48e+08,9.62e+08,-1.25e+08,-1.23e+08,-2e+06,8.37e+08,8.37e+08,-1.8e+08,6.57e+08,6.57e+08,-3e+06,6.54e+08,6.54e+08,1.42e+09,1.42e+09,1.952e+09,1.952e+09,3.859e+09,3.67e+08,3.67e+08,7.598e+09,7.596e+09,1.9262e+10,6.774e+09,1.0899e+10,1.589e+09,2.6858e+10,3.4456e+10,1.876e+09,1.876e+09,5.48e+08,1.81e+09,1.81e+09,4.234e+09,1.0791e+10,4.045e+09,2.317e+09,1.728e+09,1.4836e+10,1.907e+10,4.44e+09,4.433e+09,-4.145e+09,1.51e+10,-1.41e+08,1.5254e+10,1.32e+08,1.5386e+10,3.4456e+10,6.57e+08,3.16e+08,2.6e+07,1.67e+08,1.166e+09,-2.92e+08,0,1.2e+07,-2.8e+08,-1.5e+08,-7.07e+08,-6e+06,-7e+06,-1.1e+07,-8.74e+08,1.2e+07,1.2e+07,7e+06,1.9e+07,1.278e+09,1.1339e+10,1.333e+09,0.14049,0.08394,0.05707,0.04251,0.01898,2.03823,1.79452,1.23944,0.32909,1.80165,1.80663,31.57025,42.02204,3.67218,0.41322,0.02613,0.04332,0.22936,7.76135,10.31081
"45","2021_Q2",74.6566666666667,"Up",1.046e+10,-9.283e+09,1.177e+09,-4.72e+08,-4.72e+08,7.05e+08,-8.9e+07,-1.08e+08,1.9e+07,6.16e+08,6.16e+08,-1.44e+08,4.72e+08,4.72e+08,-5e+06,4.67e+08,4.67e+08,2.406e+09,2.406e+09,1.9e+09,1.9e+09,3.915e+09,3.23e+08,3.23e+08,8.544e+09,7.664e+09,1.925e+10,6.719e+09,1.0913e+10,1.618e+09,2.6914e+10,3.5458e+10,1.997e+09,1.997e+09,5.66e+08,2.286e+09,2.286e+09,4.849e+09,1.0791e+10,4.037e+09,2.331e+09,1.706e+09,1.4828e+10,1.9677e+10,4.411e+09,4.411e+09,-4.115e+09,1.5399e+10,-5.7e+07,1.5638e+10,1.43e+08,1.5781e+10,3.5458e+10,4.72e+08,2.98e+08,3.5e+07,5.8e+08,1.385e+09,-2.89e+08,1e+06,2.9e+07,-2.59e+08,-1.59e+08,0,-1.3e+07,-1.7e+07,-1e+06,-1.73e+08,9.53e+08,9.53e+08,1.6e+07,9.69e+08,1.003e+09,1.1357e+10,1.438e+09,0.11252,0.0674,0.04465,0.02959,0.01317,3.07923,1.76201,1.24688,0.32029,1.2865,1.27945,28.81543,43.07989,3.96143,0.43802,0.02008,0.04613,0.34047,8.92423,12.69645
"46","2021_Q3",73.048125,"Down",1.13e+10,-1.0047e+10,1.253e+09,-5.33e+08,-5.33e+08,7.2e+08,-9.6e+07,-1.08e+08,1.2e+07,6.24e+08,6.24e+08,-1.47e+08,4.77e+08,4.77e+08,-1e+06,4.76e+08,4.76e+08,8.77e+08,8.77e+08,2.113e+09,2.113e+09,4.128e+09,8.96e+08,8.96e+08,8.014e+09,7.661e+09,1.8799e+10,6.649e+09,1.0555e+10,1.595e+09,2.646e+10,3.4474e+10,1.9e+09,1.9e+09,5.8e+08,2.132e+09,2.132e+09,4.612e+09,9.784e+09,4.008e+09,2.34e+09,1.668e+09,1.3792e+10,1.8404e+10,4.443e+09,4.443e+09,-4.123e+09,1.5716e+10,-1.05e+08,1.5931e+10,1.39e+08,1.607e+10,3.4474e+10,4.77e+08,3.06e+08,3.8e+07,-8.57e+08,-3.6e+07,-2.68e+08,-1e+06,2e+07,-2.49e+08,-1.59e+08,-1.013e+09,1e+06,-1.7e+07,-1e+06,-1.172e+09,-1.457e+09,-1.457e+09,-6e+06,-1.463e+09,1.026e+09,1.0364e+10,4.8e+07,0.11088,0.06372,0.04212,0.02962,0.01381,0.10084,1.73764,1.14524,0.30063,1.31129,1.30411,31.12948,43.88705,0.132229999999999,0.43802,0.02086,0.00157999999999999,0.33403,9.24659,13.17639
"47","2021_Q4",80.04234375,"Up",1.2478e+10,-1.0858e+10,1.62e+09,-5.58e+08,-5.58e+08,1.062e+09,-9.6e+07,-1.03e+08,7e+06,9.66e+08,9.66e+08,-2.13e+08,7.53e+08,7.53e+08,-4e+06,7.49e+08,7.49e+08,1.613e+09,1.613e+09,2.324e+09,2.324e+09,4.262e+09,1.009e+09,1.009e+09,9.208e+09,7.725e+09,1.873e+10,6.587e+09,1.0554e+10,1.589e+09,2.6455e+10,3.5663e+10,1.95e+09,1.95e+09,1.566e+09,2.668e+09,2.668e+09,6.184e+09,8.786e+09,4e+09,2.308e+09,1.692e+09,1.2786e+10,1.897e+10,4.471e+09,4.464e+09,-4.128e+09,1.6305e+10,-8.7e+07,1.6561e+10,1.32e+08,1.6693e+10,3.5663e+10,7.53e+08,3.02e+08,-4e+06,2.56e+08,1.307e+09,-3.02e+08,-2e+06,7.3e+07,-2.75e+08,-1.59e+08,-2.2e+07,-5e+06,-1.6e+07,-1.1e+07,-1.97e+08,8.35e+08,8.35e+08,1e+06,8.36e+08,1.364e+09,1.0352e+10,1.531e+09,0.12983,0.08511,0.06003,0.04487,0.021,2.04406,1.489,1.1364,0.29027,2.06336,2.05205,34.37466,45.62259,4.21763,0.43802,0.02925,0.04932,0.21228,6.40689,8.22881
"48","2022_Q1",89.2420967741936,"Up",1.2811e+10,-1.0335e+10,2.476e+09,-5.67e+08,-5.67e+08,1.909e+09,-7.4e+07,-1.01e+08,2.7e+07,1.835e+09,1.835e+09,-4.77e+08,1.358e+09,1.358e+09,-3e+06,1.355e+09,1.355e+09,2.507e+09,2.507e+09,2.4e+09,2.4e+09,4.382e+09,5.33e+08,5.33e+08,9.822e+09,7.837e+09,1.865e+10,6.519e+09,1.0549e+10,1.582e+09,2.6487e+10,3.6309e+10,2.225e+09,2.225e+09,1.067e+09,3.033e+09,3.033e+09,6.325e+09,8.319e+09,3.856e+09,2.195e+09,1.661e+09,1.2175e+10,1.85e+10,4.486e+09,4464662895.21955,-4.138e+09,1.7502e+10,-1.72e+08,1.7678e+10,1.31e+08,1.7809e+10,3.6309e+10,1.358e+09,3.08e+08,-8.84e+08,4.02e+08,1.184e+09,-3.5e+08,4.65661287307739e-10,2999999.99999999,8.41e+08,-1.59e+08,-1.012e+09,-9e+06,-1.7e+07,-9e+06,-1.189e+09,8.36e+08,8.36e+08,-7e+06,8.29e+08,2.217e+09,9.386e+09,2.746e+09,0.19327,0.14901,0.10577,0.07609,0.03732,2.02657,1.55289,1.0388,0.2585,3.73278,3.71233,35.29201,48.69972,7.56474,0.43802,0.04876,0.08844,0.11734,3.10284,3.60346
