"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",388.136129032258,"Up",501627000,-355796000,145831000,-85596000,-41459000,-44137000,60235000,3739000,-4323000,8062000,63974000,63974000,-18302000,45672000,45672000,45672000,45672000,192154000,192154000,306916000,306916000,311512000,26301000,26301000,836883000,503745000,75808000,10436000,25800000,10509000,579553000,1416436000,281002000,141869000,17573000,17478000,104082000,13588000,13588000,294590000,507275000,131320000,131320000,638595000,933185000,1603000,664158000,-182510000,483251000,483251000,1416436000,45672000,12154000,21769000,14349000,93944000,-41168000,-41168000,-41168000,-41168000,-18954000,-2.4e+07,0,-1.86264514923096e-09,346000,-42608000,10168000,10168000,-5922000,4246000,72389000,507275000,63872000,0.29072,0.12008,0.09105,0.09451,0.03224,1.39849,2.84084,1.93106,0.35813,3.86233,3.86233,42.42089,40.86689,5.40144,1.60288,5,0.05761,0.05693,0.415,4.35316,5.23153
"29","2017_Q2",410.540317460317,"Up",542818000,-374007000,168811000,-78579000,-40449000,-38130000,90232000,-1999000,-5572000,3573000,88233000,88233000,-24296000,63937000,63937000,63937000,63937000,251244000,251244000,331577000,331577000,330494000,28625000,28625000,941940000,539227000,76618000,10314000,31021000,10322000,615845000,1557785000,282691000,153515000,16348000,19117000,93711000,9912000,9912000,292603000,601413000,132754000,132754000,734167000,1026770000,2220000,707354000,-178559000,531015000,531015000,1557785000,63937000,12306000,-35709000,-6326000,34208000,-46346000,-46346000,-46346000,-48346000,-20741000,9.4e+07,0,0,-1447000,71812000,57674000,57674000,1416000,59090000,102538000,601413000,74162000,0.31099,0.16623,0.11779,0.12041,0.04104,1.15992,3.21917,1.9336,0.38607,5.40511,5.40511,45.88875,44.89095,6.26951,1.7534,4,0.06693,0.05862,0.3244,3.41502,3.88076
"30","2017_Q3",389.858571428571,"Down",547188000,-383686000,163502000,-76423000,-39404000,-37019000,87079000,-1789000,-5360000,3571000,85290000,85290000,-22562000,62728000,62728000,62728000,62728000,278035000,278035000,332372000,332372000,356152000,28756000,28756000,995315000,561139000,80329000,10217000,36994000,9834000,641468000,1636783000,278344000,157531000,12969000,19125000,88719000,12138000,12138000,290482000,627976000,134620000,134620000,762596000,1053078000,2961000,749341000,-168597000,583705000,583705000,1636783000,62728000,12317000,-10026000,-6610000,58409000,-38865000,-38865000,-38865000,-38865000,-20743000,26426000,4.65661287307739e-10,4.65661287307739e-10,-9000,5674000,25218000,25218000,1573000,26791000,99396000,627976000,76483000,0.2988,0.15914,0.11464,0.10747,0.03832,1.21928,3.42643,1.80413,0.38366,5.3029,5.3029,46.25818,49.34525,6.46572,1.75357,4,0.062,0.05681,0.33068,3.52067,4.01866
"31","2017_Q4",363.372857142857,"Down",548416000,-389539000,158877000,-80178000,-43633000,-36545000,78699000,-1722000,-5564000,3842000,76977000,76977000,-17205000,59772000,59772000,59772000,59772000,104996000,104996000,325216000,325216000,383711000,33853000,33853000,847776000,636637000,220780000,147094000,41222000,11362000,857417000,1705193000,301598000,158683000,18336000,19129000,105450000,7832000,7832000,309430000,611687000,155626000,155626000,767313000,1076743000,3999000,788371000,-163920000,628450000,628450000,1705193000,59772000,14573000,17419000,-6630000,85134000,-35762000,-35762000,-35762000,-219692000,-20743000,-16426000,0,0,-1592000,-38761000,-173319000,-173319000,280000,-173039000,93272000,611687000,68085000,0.2897,0.1435,0.10899,0.09511,0.03505,1.13908,2.7398,1.71333,0.35872,5.05301,5.05301,46.36199,53.12791,5.75577,1.75357,4,0.05769,0.04878,0.34704,5.4324,6.43834
"32","2018_Q1",366.989836065574,"Up",559982000,-414785000,145197000,-78473000,-44165000,-34308000,66724000,-1782000,-5360000,3578000,64942000,64942000,-60870000,4072000,4072000,4072000,4072000,84166000,84166000,335317000,335317000,383097000,31074000,31074000,833654000,652281000,226219000,144337000,66495000,11038000,878500000,1712154000,302802000,159408000,16340000,19055000,107999000,13991000,13991000,316793000,602900000,190812000,190812000,793712000,1110505000,4.65661287307739e-10,747643000,-145994000,601649000,601649000,1712154000,4072000,16144000,87852000,-43024000,65044000,-27740000,-27740000,-27740000,-27740000,-20658000,-1e+07,-25998000,-25998000,-1045000,-57701000,-20397000,-20397000,-433000,-20830000,82868000,602900000,72974000,0.25929,0.11915,0.00727,0.00677000000000001,0.00237999999999999,17.92092,2.63154,1.84577,0.35213,0.34482,0.34482,47.41993,50.94834,6.17952,1.74934,5,0.01772,0.0523,5.07318,6.25976,7.77432
"33","2018_Q2",353.93828125,"Down",589245000,-432462000,156783000,-75208000,-40913000,-34295000,81575000,-264000,-5164000,4900000,81311000,81311000,-20746000,60565000,60565000,60565000,60565000,72830000,72830000,378442000,378442000,402817000,32401000,32401000,886490000,662469000,230506000,142137000,73241000,10812000,892975000,1779465000,290312000,162651000,17207000,18997000,91457000,12715000,12715000,303027000,624894000,196759000,196759000,821653000,1124680000,36000,787440000,-132691000,654785000,654785000,1779465000,60565000,17665000,-61477000,-6713000,10040000,-22797000,-22797000,-22797000,-22797000,-20629000,2.2e+07,-632000,-632000,-98000,641000,-12116000,-12116000,780000,-11336000,99240000,624894000,90476000,0.26607,0.13844,0.10278,0.0925,0.03404,1.49387,2.92545,1.71763,0.35117,5.14921,5.14921,50.09735,55.66953,7.69223,1.75387,4,0.05499,0.06128,0.34061,5.56292,6.76756
"34","2018_Q3",363.346825396825,"Up",598952000,-453093000,145859000,-78728000,-41999000,-36729000,67131000,2434000,-5565000,7999000,69565000,69565000,-16680000,52885000,52885000,52885000,52885000,109789000,109789000,372156000,372156000,379551000,31343000,31343000,892839000,649437000,231554000,139179000,77731000,10495000,880991000,1773830000,268798000,143918000,11722000,18523000,94635000,11221000,11221000,280019000,759843000,181487000,181487000,941330000,1221349000,0,697423000,-144942000,552481000,552481000,1773830000,52885000,17555000,-7657000,-7043000.00000001,55740000,-19804000,-19804000,-19804000,-7654000,-20192000,1.35e+08,-122684000,-122684000,-72000,-7948000.00000001,40138000,40138000,-3179000,36959000,84686000,759843000,74519000,0.24352,0.11208,0.0883,0.09572,0.02981,1.40908,3.18849,2.21066,0.42836,4.54026,4.54026,51.42102,47.4314,6.39758,1.73352,4,0.04892,0.04989,0.38181,7.67605,9.68337
"35","2018_Q4",361.366507936508,"Down",563166000,-422283000,140883000,-72735000,-37741000,-34994000,68148000,166000,-7807000,7973000,68314000,68314000,-9833000,58481000,58481000,58481000,58481000,147935000,147935000,347903000,347903000,388986000,30343000,30343000,915167000,646807000,277953000,137533000,125618000,10174000,924760000,1839927000,275982000,152624000,10866000,18257000,94235000,3263000,3263000,279245000,818477000,178133000,178133000,996610000,1275855000,0,712525000,-148453000,564072000,564072000,1839927000,58481000,18243000,6745000,-48104000,35365000,-12535000,-12535000,-12535000,-10112000,-19957000,58619000,-25333000,-25333000,-72000,13257000,38510000,38510000,-364000,38146000,86391000,818477000,35585000,0.25016,0.12101,0.10384,0.10368,0.03178,0.60849,3.27729,2.26187,0.44484,5.12631,5.12631,49.36588,49.4453,3.1193,1.74939,4,0.05026,0.0228,0.34126,7.76171,9.8395
"36","2019_Q1",387.593442622951,"Up",538312000,-396474000,141838000,-66018000,-31747000,-34271000,75820000,-4725000,-8187000,3462000,71095000,71095000,-8292000,62803000,62803000,62803000,62803000,73040000,73040000,314860000,314860000,396341000,29179000,29179000,813420000,644138000,239716000,136039000,88705000,9878000,883854000,1697274000,267187000,151631000,6431000,17923000,91202000,4114000,4114000,271301000,770999000,165067000,165067000,936066000,1207367000,-2.91038304567337e-11,671223000,-181316000,489907000,489907000,1697274000,62803000,18296000,72975000,-57308000,96766000,-19502000,-19502000,-19502000,-19468000,-19670000,-47490000,-83367000,-83367000,-850000,-151377000,-74079000,-74079000,-816000,-74895000,94116000,770999000,25598000,0.26349,0.14085,0.11667,0.12819,0.037,0.40759,2.99822,2.46448,0.45426,5.58646,5.58646,47.88401,43.57828,2.277,1.74969,7,0.05784,0.01795,0.3132,7.41594,9.20547
"37","2019_Q2",380.651587301587,"Down",536616000,-383747000,152869000,-69997000,-36773000,-33224000,82872000,-2064000,-8012000,5948000,80808000,80808000,-18603000,62205000,62205000,62205000,62205000,78247000,78247000,351405000,351405000,395660000,30834000,30834000,856146000,633009000,309036000,135059000,92208000,76725000,942045000,1798191000,241966000,135473000,10382000,17880000,78231000,18007000,18007000,259973000,782024000,217998000,217998000,1000022000,1259995000,431000,713895000,-176130000,538196000,538196000,1798191000,62205000,21939000,-62587000,-2425000,19132000,-10353000,-10353000,-10353000,-10353000,-19579000,16072000,0,0,-613000,-4120000,4659000,4659000,548000,5207000,104811000,782024000,110636000,0.28488,0.15443,0.11592,0.11558,0.03459,1.77857,3.29321,2.34115,0.43489,5.57093,5.57093,48.05803,48.19953,9.90829,1.75345,6,0.05317,0.07192,0.31475,6.71472,8.49234
"38","2019_Q3",412.63171875,"Up",563417000,-392584000,170833000,-72158000,-35021000,-37137000,98675000,-1984000,-7741000,5757000,96691000,96691000,-22517000,74174000,74174000,74174000,74174000,73219000,73219000,349210000,349210000,376481000,30524000,30524000,829434000,629724000,307827000,133945000,94853000,73990000,937551000,1766985000,264337000,164956000,11481000,17884000,70016000,19142000,19142000,283479000,678803000,215527000,215527000,894330000,1177809000,949000,768490000,-180263000,589176000,589176000,1766985000,74174000,21777000,37977000,-2444000,131484000,-12866000,-12866000,-12866000,-12866000,-19579000,-103368000,-1.49011611938477e-08,-1.49011611938477e-08,-620000,-123567000,-4949000,-4949000,-79000,-5028000,120452000,678803000,127659000,0.30321,0.17514,0.13165,0.12589,0.04198,1.72107,2.92591,1.99908,0.38416,6.64284,6.64284,50.45827,52.76518,11.43283,1.75345,7,0.0632,0.08605,0.26396,5.0276,6.13716
"39","2019_Q4",446.7059375,"Up",555817000,-393090000,162727000,-74509000,-38122000,-36387000,88218000,-760000,-6987000,6227000,87458000,87458000,-19653000,67805000,67805000,67805000,67805000,79971000,79971000,340752000,340752000,370934000,35276000,35276000,826933000,623961000,320101000,132822000,100758000,81548000,944062000,1770995000,262367000,154650000,12348000,19441000,75928000,18111000,18111000,280478000,639983000,221196000,221196000,861179000,1141657000,1914000,815035000,-187611000,629338000,629338000,1770995000,67805000,21784000,-4519000,-2439000,82631000,-13913000,-13913000,-13913000,-13913000,-21260000,-38966000,0,0,-666000,-60892000,7826000,7826000,-1074000,6752000,110002000,639983000,113303000,0.29277,0.15872,0.12199,0.10774,0.03829,1.67101,2.9483,1.81406,0.36137,6.07245,6.07245,49.77763,56.36199,10.14714,1.90399,7,0.05975,0.07602,0.31355,5.09093,6.34805
"40","2020_Q1",393.347903225806,"Down",534445000,-391005000,143440000,-75884000,-38167000,-37717000,67556000,-923000,-6501000,5578000,66633000,66633000,-16531000,50102000,50102000,50102000,50102000,144397000,144397000,335826000,335826000,365938000,33237000,33237000,879398000,635439000,370295000,131880000,133848000,104567000,1005734000,1885132000,285972000,178773000,10632000,19217000,77350000,22923000,22923000,308895000,642941000,250198000,250198000,893139000,1202034000,1965000,843881000,-162748000,683098000,683098000,1885132000,50102000,22060000,36513000,-4710000,103965000,-22302000,-22302000,-22302000,-22302000,-21258000,2810999.99999999,0,0,-1053000,-19500000,62163000,62163000,2263000,64426000,89616000,642941000,79135000,0.26839,0.1264,0.09375,0.07335,0.02658,1.57948,2.84692,1.75968,0.34106,4.48701,4.48701,47.8636,61.17661,7.08714,1.90382,6,0.04527,0.05021,0.42429,5.56311,7.37971
"41","2020_Q2",386.555079365079,"Down",559417000,-378510000,180907000,-71221000,-35715000,-35506000,109686000,392000,-7104000,7496000,110078000,110078000,-24537000,85541000,85541000,85541000,85541000,178662000,178662000,347155000,347155000,371002000,34115000,34115000,930934000,633873000,368878000,131012000,136346000,101520000,1002751000,1933685000,294756000,178457000,7460000,19020000,89819000,18156000,18156000,312912000,740511000,241013000,241013000,981524000,1294436000,0,815592000,-176343000,639249000,639249000,1933685000,85541000,21369000,-42449000,-60084703.2617644,64461000,-20106000,-20106000,-20106000,-20106000,-21160000,97424000,-79473000,-79473000,-2685000,-5894000,38461000,38461000,-4196000,34265000,131055000,740511000,-39790699.7756456,0.32338,0.19607,0.15291,0.13381,0.04424,-0.775354421960709,2.97507,2.02493,0.38295,7.68148,7.68148,50.235,57.40383,-3.71846739663615,1.90014,6,0.06583,-0.0262622173654633,0.24737,4.28712,5.12234
"42","2020_Q3",357.929375,"Down",410864000,-314126000,96738000,-68981000,-35432000,-33549000,27757000,-488999.999999998,-7005000,6516000,27268000,27268000,-4919000,22349000,22349000,22349000,22349000,102064000,102064000,297862000,297862000,354821000,35277000,35277000,790024000,639344000,369769000,130903000,139481000,99385000,1009113000,1799137000,211443000,127401000,3508000,18530000,62004000,22540000,22540000,233983000,690292000,239577000,239577000,929869000,1163852000,281000,811656000,-176652000,635285000,635285000,1799137000,22349000,20987000,51724000,-65224000,29836000,-19982000,-19982000,-19982000,-20909000,-20756000,-50365000,-20527000,-20527000,4902000,-86746000,-77819000,-77819000,1221000,-76598000,48744000,690292000,-31543000,0.23545,0.06756,0.0544,0.03518,0.01242,-1.41138,3.37642,1.83202,0.38368,2.04961,2.04961,37.68012,58.26165,-2.89279,1.90352,6,0.02754,-0.02015,0.92872,12.0677,21.19206
"43","2020_Q4",352.4440625,"Down",512869000,-346262000,166607000,-67803000,-34690000,-33113000,98804000,18814000,-6466000,25280000,117618000,117618000,-21824000,95794000,95794000,95794000,95794000,117701000,117701000,328677000,328677000,370104000,37880000,37880000,854362000,648685000,377075000,130423000,145450000,101202000,1025760000,1880122000,286175000,187572000,5362000,18444000,74797000,22724000,22724000,308899000,608702000,238995000,238995000,847697000,1156596000,287000,886137000,-162898000,723526000,723526000,1880122000,95794000,20689000,-18474000,24014000,122023000,-45000,-20045000,-20045000,-45000,-20751000,-81737000,-1434000,-1434000,-3648000,-107570000,14408000,14408000,1229000,15637000,119493000,608702000,165286000,0.32485,0.19265,0.18678,0.1324,0.05095,1.72543,2.76583,1.59855,0.32376,8.78602,8.78602,47.03926,66.36027,15.15968,1.90324,7,0.07417,0.1052,0.21662,4.10904,4.96944
"44","2021_Q1",380.163114754098,"Up",527781000,-377001000,150780000,-75225000,-37026000,-38199000,75555000,768000.000000007,-5753000,6521000,76323000,76323000,-9439000,66884000,66884000,66884000,66884000,125172000,125172000,336395000,336395000,401031000,35480000,35480000,898078000,665147000,370650000,129944000,137069000,103637000,1035797000,1933875000,287303000,189937000,3760000,15184000,78422000,25152000,25152000,312455000,598848000,262748000,262748000,861596000,1174051000,717000,932271000,-173164000,759824000,759824000,1933875000,66884000,20957000,270000,-20277000,67834000,-33183000,-19350733.5630435,-19350733.5630435,-33183000,-20750000,-9999999.99999999,0,0,-503000.000000001,-31253000,3398000.00000003,3398000.00000003,1746000,5143999.99999994,96512000,598848000,52491000,0.28569,0.14316,0.12673,0.08803,0.03459,0.78481,2.87426,1.54516,0.30966,6.13558,6.13558,48.41583,69.70223,4.81525,1.9035,8,0.05405,0.03237,0.31024,4.90795,6.26929
"45","2021_Q2",334.308571428571,"Down",566615000,-404862000,161753000,-73252000,-36915000,-36337000,88501000,869000,-6343000,7212000,89370000,89370000,-19658000,69712000,69712000,69712000,69712000,522405000,522405000,373655000,373655000,414737000,41670000,41670000,1352467000,671955000,374967000,129248000,139104000,106615000,1046922000,2399389000,316036000,218211000,5949000,18612000,73264000,19817000,19817000,335853000,990189000,262992000,262992000,1253181000,1589034000,1190000,981220000,-172055000,810355000,810355000,2399389000,69712000,20631000,3026000,-43998000,49371000,-20524000,-20524000,-20524000,-20524000,-20763000,395052000,0,0,-4847000,369442000,398289000,398289000,-1056000,397233000,109132000,990189000,64268000,0.28547,0.15619,0.12303,0.08603,0.02905,0.92191,4.02696,1.96091,0.41268,6.39501,6.39501,51.97826,74.33768,5.89561,1.90469,4,0.04384,0.03114,0.29784,4.28641,5.28564
"46","2021_Q3",315.07625,"Down",590721000,-449722000,140999000,-70252000,-34735000,-35517000,70747000,-3689000,-8869000,5180000,67058000,67058000,-15106000,51952000,51952000,51952000,51952000,530159000,153864000,399373000,399373000,457957000,35982000,35982000,1423471000,680315000,374926000,128531000,141151000,105244000,1055241000,2478712000,352249000,259209000,5242000,18613000,69185000,19876000,19876000,372125000,990551000,266826000,266826000,1257377000,1629502000,1748000,1012409000,-164947000,849210000,849210000,2478712000,51952000,21088000,2313000,-20670000,54683000,-23870000,-23870000,-23870000,-401629000,-20763000,-5.96046447753906e-08,0,0,-2594000,-23357000.0000001,-370303000,-370303000,1762000,-368541000,91835000,990551000,62401000,0.23869,0.11976,0.08795,0.06118,0.02096,1.20113,3.82525,1.91884,0.39962,4.7658,4.7658,54.18962,77.90203,5.72434,1.90469,8,0.03452,0.02962,0.39966,5.01325,6.50758
"47","2021_Q4",333.741875,"Up",622207000,-483986000,138221000,-75116000,-39729000,-35387000,63105000,-1952000,-9345000,7393000,61153000,61153000,-9115000,52038000,52038000,52038000,52038000,438515000,59613000,414847000,414847000,479039000,34459000,34459000,1366860000,677481000,392875000,128125000,139760000,124990000,1070356000,2437216000,363137000,250658000,5202000,20600000,86677000,28260000,28260000,391397000,991919000,281127000,281127000,1273046000,1664443000,0,945147000,-172374000,772773000,772773000,2437216000,52038000,21356000,9148000,-41578000,40964000,-19631000,-21862079.4973221,-21862079.4973221,-23407000,-22590000,1e+06,-91711000,-91711000,2963000,-110338000,-92781000,-92781000,-1470000,-94251000,84461000,991919000,32367000,0.22215,0.10142,0.08363,0.06734,0.02135,0.62199,3.49226,2.15386,0.40699,4.7851,4.7851,57.21444,71.05959,2.97628,2.07724,5,0.03648,0.01582,0.43411,6.55218,8.76957
"48","2022_Q1",319.183709677419,"Down",576567000,-469833000,106734000,-71305000,-34594000,-36711000,35429000,-5459000,-9661000,4202000,29970000,29970000,-12764000,17206000,17206000,17206000,17206000,459222000,83304000,391779000,391779000,498539000,38633000,38633000,1388173000,676770000,493493000,127752000,242604000,123137000,1170263000,2558436000,352290000,246097000,4442000,16648000,85103000,23363000,23363000,725087000,789853000,281367000,281367000,1071220000,1796307000,0,844356000,-82227000,762129000,762129000,2558436000,17206000,21245000,-5069000,-13064000,20318000,-14909000,-16445150.589205,-16445150.589205,-15851000,-21794000,1.47e+08,-104509000,-104509000,-1311000,19386000,23853000,23853000,764000,24617000,56674000,1139287000,41465000,0.18512,0.06145,0.02984,0.02258,0.00673,2.40992,1.91449,2.35696,0.44531,1.60205,1.60205,53.68408,70.96173,3.8608,2.02924,5,0.01787,0.019,1.26665,11.99959,19.19515
"49","2022_Q2",316.800161290323,"Down",662552000,-507389000,155163000,-71873000,-35622000,-36251000,83290000,-2238000,-9406000,7168000,81052000,73507000,-14189000,59318000,59318000,59318000,59318000,84550000,84550000,464510000,464510000,524091000,41183000,41183000,1114334000,671327000,495892000,127356000,245751000,122785000,1167219000,2281553000,388446000,290846000,7781000,16418000,73401000,23253000,23253000,411699000,841074000,268690000,268690000,1109764000,1521463000,0,845360000,-85270000,760090000,760090000,2281553000,59318000,21072000,-4523000,-69086000,6781000,-12612000,-12612000,-12612000,359447000,-21570000,-2.99e+08,-37347000,-37347000,-7932000,-365849000,379000,379000,867000,1246000,104362000,841074000,36853000,0.23419,0.12571,0.08953,0.07804,0.026,0.62128,2.70667,2.00169,0.36864,5.68841,5.68841,63.5366,72.89018,3.53408,2.06849,5,0.04326,0.01971,0.36363,7.24904,9.08301
"50","2022_Q3",296.158125,"Down",723639000,-566163000,157476000,-73885000,-38489000,-35396000,83591000,2017000,-7084000,9101000,85608000,85608000,-19136000,66472000,66472000,66472000,66472000,79490999.9999999,79491000,515002000,515002000,530186000,36282000,36282000,1160961000,663462000,506248000,126842000,248575000,130831000,1169710000,2330671000,423339000,320930000,9677000,16555000,76177000,23295000,23295000,446634000,911295000,251407000,251407000,1162702000,1609336000,1.45519152283669e-11,835748000,-114413000,721335000,721335000,2330671000,66472000,20598000,-19043000,-50442000,17585000,-15195000,-15195000,-15195000,-15194999.9999999,-21290000,7e+07,-53435000,-53435000,-1122000,-5846999.99999988,-3457000,-3457000,-1602000,-5059000,104189000,911295000,57688000,0.21762,0.11551,0.09186,0.09215,0.02852,0.86785,2.59936,2.23105,0.391,6.45986,6.45986,70.32449,70.10058,5.60622,2.069,6,0.04658,0.03062,0.32029,7.98361,9.95088
