"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"28","2017_Q1",36.8788709677419,"Down",6.254e+09,-4.566e+09,1.688e+09,-1.549e+09,-1.549e+09,1.39e+08,-4e+07,-8.7e+07,98999999.9999999,-2.01e+08,-1.02e+08,5e+06,-9.7e+07,-1.132e+09,-3.9e+07,-1.171e+09,-1.171e+09,5.79e+08,5.79e+08,6.394e+09,6.394e+09,2.888e+09,7.248e+09,1.7109e+10,5.632e+09,4.0438e+10,2.1024e+10,1.0884e+10,4.607e+10,6.3179e+10,5.333e+09,4e+09,1.333e+09,1.706e+09,9.292e+09,1.228e+09,1.6331e+10,1.1053e+10,1.0471e+10,8.921e+09,2.1524e+10,3.7855e+10,1.6114e+10,-2e+07,9.177e+09,-1.153e+09,2.4118e+10,1.206e+09,2.5324e+10,6.3179e+10,1.2759e+10,0.26991,0.02223,-0.18724,-0.04624,-0.01853,1.04764,1.49483,0.20195,-1.60719,-1.59125,8.58358,33.10184,-0.01648,87.6259
"29","2017_Q2",36.7104761904762,"Down",7.086e+09,-4.972e+09,2.114e+09,-1.57e+09,-1.57e+09,5.44e+08,-8.1e+07,-1.36e+08,4.63e+08,-7.8e+07,3.85e+08,2.7e+07,4.12e+08,3.78e+08,-4.9e+07,3.29e+08,3.29e+08,3.77e+08,3.77e+08,6.057e+09,6.057e+09,2.943e+09,1.589e+09,1.0966e+10,5.556e+09,3.2266e+10,2.0772e+10,3.174e+09,3.7822e+10,4.8788e+10,4.617e+09,3.453e+09,1.164e+09,2.899e+09,3.943e+09,1729196074.0824,1.1459e+10,1.0351e+10,6.423e+09,5.329e+09,1.6774e+10,2.8233e+10,1.6186e+10,-4.5e+07,4.669e+09,-1.233e+09,1.9577e+10,9.78e+08,2.0555e+10,4.8788e+10,1.325e+10,0.29833,0.07677,0.04643,0.01601,0.00674,0.95698,1.37353,0.27158,0.35105,0.34727,7.56082,20.88882,0.00818,23.6636
"30","2017_Q3",35.6904761904762,"Down",7.267e+09,-4.986e+09,2.281e+09,-1.726e+09,-1.726e+09,5.55e+08,-6.3e+07,-1.16e+08,4.92e+08,-9.9e+07,3.93e+08,-5.08e+08,-1.15e+08,-1.15e+08,-3.3e+07,-1.48e+08,-1.48e+08,4.12e+08,4.12e+08,6.094e+09,6.094e+09,3.138e+09,3.585e+09,1.3229e+10,5.601e+09,3.0777e+10,1.9644e+10,3.347e+09,3.6378e+10,4.9607e+10,4.802e+09,3.72e+09,1.082e+09,1.666e+09,4.274e+09,1713971119.43206,1.0742e+10,1.181e+10,6.686e+09,5.638e+09,1.8496e+10,2.9238e+10,1.6279e+10,-1.72e+08,4.268e+09,-9.87e+08,1.9388e+10,9.81e+08,2.0369e+10,4.9607e+10,1.3476e+10,0.31388,0.07637,-0.02037,-0.00727,-0.00298,1.23152,1.43542,0.27166,-0.15758,-0.15602,7.73744,20.6431,0.00215,23.53874
"31","2017_Q4",34.7009523809524,"Down",7.683e+09,-5.252e+09,2.431e+09,-1.609e+09,-1.609e+09,8.22e+08,-5.5e+07,-1.24e+08,7.67e+08,-4.9e+07,7.18e+08,-8.9e+07,6.29e+08,6.29e+08,-7.4e+07,5.55e+08,5.55e+08,4.58e+08,4.58e+08,6.443e+09,6.443e+09,3.384e+09,3.677e+09,1.3962e+10,5.87e+09,3.0854e+10,1.9619e+10,3.349e+09,3.6724e+10,5.0686e+10,4.768e+09,3.764e+09,1.004e+09,2.499e+09,4.248e+09,1468510605.06568,1.1515e+10,1.1772e+10,6.595e+09,5.265e+09,1.8367e+10,2.9882e+10,1.6352e+10,-4.81e+08,4.589e+09,-7.29e+08,1.9731e+10,1.073e+09,2.0804e+10,5.0686e+10,1.4271e+10,0.31641,0.10699,0.07224,0.02668,0.01095,1.21251,1.43636,0.28156,0.59346,0.58767,8.21536,21.09816,0.01893,16.80414
"32","2018_Q1",33.9706557377049,"Down",7.99e+08,-94999999.999999,7.04e+08,-8.18e+08,-8.18e+08,-1.14e+08,-1.1e+08,-9e+07,-2.24e+08,-1.21e+08,-3.45e+08,2.48e+08,-9.7e+07,9.27e+08,-5.2e+07,8.75e+08,8.75e+08,3.21e+08,3.21e+08,6.666e+09,6.666e+09,3.209e+09,2.096e+09,1.2292e+10,6.121e+09,3.3471e+10,1.9688e+10,5.851e+09,3.9592e+10,5.1884e+10,5.342e+09,4.271e+09,1.071e+09,1.608e+09,4.904e+09,1.279e+09,1.1854e+10,1.1964e+10,6.488e+09,5.541e+09,1.8452e+10,3.0306e+10,1.6399e+10,-7.1e+08,5.231e+09,-4.73e+08,2.0447e+10,1.131e+09,2.1578e+10,5.1884e+10,1.3572e+10,0.8811,-0.14268,1.09512,0.04055,0.01686,1.03695,1.40449,0.26158,0.94127,0.93284,0.85951,21.99548,0.02661,-116.23684
"33","2018_Q2",31.2784375,"Down",5.305e+09,-3.607e+09,1.698e+09,-1.319e+09,-1.319e+09,3.79e+08,-5.5e+07,-1.02e+08,3.24e+08,-1.54e+08,1.7e+08,-2.17e+08,-4.7e+07,2.71e+08,-4.1e+07,2.3e+08,2.3e+08,5.52e+08,5.52e+08,6.731e+09,6.731e+09,3.459e+09,1.687e+09,1.2429e+10,6.105e+09,3.1233e+10,1.9717e+10,3.64e+09,3.7338e+10,4.9767e+10,4.903e+09,4.02e+09,8.83e+08,1.605e+09,4.738e+09,1.368e+09,1.1246e+10,1.0895e+10,5.9e+09,5.004e+09,1.6795e+10,2.8041e+10,1.6436e+10,-8.85e+08,5.398e+09,-4.14e+08,2.0535e+10,1.191e+09,2.1726e+10,4.9767e+10,1.25e+10,0.32008,0.07144,0.04336,0.01059,0.00462,1.10519,1.29067,0.25117,0.24835,0.24644,5.72832,22.17363,0.01151,31.52507
"34","2018_Q3",33.4515873015873,"Up",5.63e+09,-3.806e+09,1.824e+09,-1.49e+09,-1.49e+09,3.34e+08,-8e+07,-1.07e+08,2.54e+08,0,2.54e+08,-3.6e+07,2.18e+08,4.83e+08,-4.5e+07,4.38e+08,4.38e+08,2.68e+08,2.68e+08,6.679e+09,6.679e+09,3.565e+09,1.759e+09,1.2271e+10,6.235e+09,3.1446e+10,1.9806e+10,3.721e+09,3.7681e+10,4.9952e+10,5.116e+09,4.25e+09,8.66e+08,1.136e+09,4.74e+09,1.543e+09,1.0992e+10,1.0962e+10,5.883e+09,5.019e+09,1.6845e+10,2.7837e+10,1.648e+10,-9.46e+08,5.594e+09,-2.54e+08,2.0874e+10,1.241e+09,2.2115e+10,4.9952e+10,1.2098e+10,0.32398,0.05933,0.0778,0.01981,0.00877,1.11636,1.25874,0.24219,0.47285,0.46971,6.07794,22.53482,0.01693,35.41916
"35","2018_Q4",30.162380952381,"Down",6.282e+09,-4.194e+09,2.088e+09,-1.441e+09,-1.441e+09,6.47e+08,-4e+07,-9.5e+07,6.07e+08,0,6.07e+08,-6.1e+07,5.46e+08,8.04e+08,-8.1e+07,7.23e+08,7.23e+08,2.83e+08,2.83e+08,6.895e+09,6.895e+09,3.509e+09,1.778e+09,1.2465e+10,6.093e+09,3.0848e+10,1.9512e+10,3.622e+09,3.6941e+10,4.9406e+10,5.394e+09,4.41e+09,9.84e+08,1.583e+09,4.324e+09,1.317e+09,1.1301e+10,1.0373e+10,5.692e+09,4.915e+09,1.6065e+10,2.7366e+10,1.651e+10,-1.004e+09,6.075e+09,-8.08e+08,2.0773e+10,1.267e+09,2.204e+10,4.9406e+10,1.1956e+10,0.33238,0.10299,0.11509,0.0328,0.01463,1.103,1.24165,0.24199,0.78111,0.777,6.78695,22.44274,0.02429,18.04173
"36","2019_Q1",31.6195081967213,"Up",6.183e+09,-4.126e+09,2.057e+09,-1.392e+09,-1.392e+09,6.65e+08,-4.9e+07,-9.7e+07,6.16e+08,-1.01e+08,5.15e+08,1.17e+08,6.32e+08,8.25e+08,-5.4e+07,7.71e+08,7.71e+08,1.85e+08,1.85e+08,5.622e+09,5.622e+09,1.819e+09,4.197e+09,1.1823e+10,3.3e+09,3.3674e+10,1.8381e+10,8.258e+09,3.6974e+10,4.8797e+10,4.428e+09,3.407e+09,1.021e+09,1.307e+09,5.515e+09,1.326e+09,1.125e+10,9.623e+09,5.466e+09,4.85e+09,1.5089e+10,2.6339e+10,1.6559e+10,-1.053e+09,6.604e+09,-9.46e+08,2.1164e+10,1.294e+09,2.2458e+10,4.8797e+10,1.093e+10,0.33269,0.10755,0.1247,0.03433,0.0158,1.05093,1.17281,0.22399,0.83369,0.82859,6.68577,22.88495,0.02602,16.15789
"37","2019_Q2",35.6839682539683,"Up",5.464e+09,-3.739e+09,1.725e+09,-1.438e+09,-1.438e+09,2.87e+08,-4.3e+07,-8.5e+07,2.44e+08,-253888776.866141,2.44e+08,-1.08e+08,1.36e+08,3.99e+08,-4.4e+07,3.55e+08,3.55e+08,2.92e+08,2.92e+08,5.442e+09,5.442e+09,2.027e+09,4.194e+09,1.1955e+10,3.314e+09,3.2747e+10,1.8291e+10,7.489e+09,3.6061e+10,4.8016e+10,4.141e+09,3.273e+09,8.68e+08,2.32e+09,5.192e+09,1.378e+09,1.1653e+10,9.588e+09,5.368e+09,4.799e+09,1.4956e+10,2.6609e+10,1.6589e+10,-1.543e+09,6.136e+09,-1.08e+09,2.0102e+10,1.305e+09,2.1407e+10,4.8016e+10,1.1908e+10,0.3157,0.05253,0.06497,0.01658,0.00739,1.02592,1.243,0.248,0.3852,0.3837,5.92882,21.81207,0.01538,40.47387
"38","2019_Q3",39.55921875,"Up",5.779e+09,-3.935e+09,1.844e+09,-1.458e+09,-1.458e+09,3.86e+08,-6.5e+07,-9.8e+07,3.21e+08,-345420540.908166,3.21e+08,-4.7e+07,2.74e+08,5.58e+08,-4.3e+07,5.15e+08,5.15e+08,2.39e+08,2.39e+08,5.707e+09,5.707e+09,2.124e+09,4.766e+09,1.2836e+10,3.332e+09,3.2321e+10,1.8311e+10,7.058e+09,3.5653e+10,4.8489e+10,4.214e+09,3.482e+09,7.32e+08,3.968e+09,5.259e+09,1.521e+09,1.3441e+10,8.418e+09,5.329e+09,4.797e+09,1.3747e+10,2.7188e+10,1.665e+10,-2.078e+09,6.416e+09,-9.52e+08,2.0036e+10,1.265e+09,2.1301e+10,4.8489e+10,1.2386e+10,0.31909,0.06679,0.08912,0.02418,0.01062,0.95499,1.27637,0.25544,0.57057,0.56843,6.40261,22.19809,0.01933,31.46891
"39","2019_Q4",39.6540625,"Up",6.451e+09,-4.307e+09,2.144e+09,-1.388e+09,-1.388e+09,7.56e+08,-5.7e+07,-1.19e+08,6.99e+08,-2.35e+08,4.64e+08,-2.39e+08,2.25e+08,4.276e+09,-8.4e+07,4.192e+09,4.192e+09,3.685e+09,3.685e+09,6.033e+09,6.033e+09,2.05e+09,1.274e+09,1.3042e+10,3.282e+09,2.6745e+10,1.8312e+10,1.846e+09,3.0027e+10,4.3069e+10,4.452e+09,3.671e+09,7.81e+08,5.21e+08,4.269e+09,1.389e+09,9.242e+09,6.804e+09,5.614e+09,5.121e+09,1.2418e+10,2.166e+10,1.6729e+10,-2.168e+09,6.366e+09,-5.64e+08,2.0363e+10,1.046e+09,2.1409e+10,4.3069e+10,7.325e+09,0.33235,0.11719,0.64982,0.19581,0.09733,1.41117,1.01172,0.17008,4.81286,4.78867,7.40643,23.37887,0.12883,4.81480999999999
"40","2020_Q1",35.2362903225806,"Down",6.274e+09,-4.294e+09,1.98e+09,-1.96e+09,-1.96e+09,2e+07,6999999.99999999,-4.8e+07,2.7e+07,0,2.7e+07,6.27e+08,6.54e+08,6.54e+08,-4.2e+07,6.12e+08,6.12e+08,2.805e+09,2.805e+09,5.77e+09,5.77e+09,1.814e+09,2.004e+09,1.2393e+10,3.348e+09,2.6546e+10,1.8178e+10,1.883e+09,2.9894e+10,4.2287e+10,4.535e+09,3.582e+09,9.53e+08,5.11e+08,4.024e+09,1.407e+09,9.07e+09,6.708e+09,5.68e+09,4.636e+09,1.2388e+10,2.1458e+10,1.682e+10,-1.086e+09,4.827e+09,-7.95e+08,1.9766e+10,1.063e+09,2.0829e+10,4.2287e+10,7.219e+09,0.31559,0.00319000000000001,0.09755,0.02938,0.01447,1.36637,1.0302,0.17071,0.779019999999998,0.774099999999999,7.98625,25.16039,0.02431,220.7
"41","2020_Q2",29.325873015873,"Down",5.576e+09,-3.773e+09,1.803e+09,-1.427e+09,-1.427e+09,3.76e+08,-9e+06,-5.2e+07,3.67e+08,-1.11e+08,2.56e+08,-6.5e+07,1.91e+08,1.91e+08,-3.2e+07,1.59e+08,1.59e+08,2.16e+09,2.16e+09,5.612e+09,5.612e+09,1.953e+09,1.595e+09,1.132e+10,3.341e+09,2.7852e+10,1.8351e+10,3.026e+09,3.1193e+10,4.2513e+10,4.18e+09,3.336e+09,8.44e+08,1.362e+09,4.15e+09,1.495e+09,9.692e+09,5.92e+09,6.47e+09,5.457e+09,1.239e+10,2.2082e+10,1.6856e+10,-1.116e+09,4.129e+09,-5.4e+08,1.9329e+10,1.102e+09,2.0431e+10,4.2513e+10,7.282e+09,0.32335,0.06743,0.02852,0.00777999999999996,0.00374,1.16797,1.08081,0.17129,0.20652,0.20543,7.2425,25.10586,0.01059,13.62234
"42","2020_Q3",37.58640625,"Up",5.444e+09,-3.643e+09,1.801e+09,-1.451e+09,-1.451e+09,3.5e+08,-3.9e+07,-5.9e+07,3.11e+08,-6.2e+07,2.49e+08,-12999999.9999999,2.36e+08,2.36e+08,-2.3e+07,2.13e+08,2.13e+08,1.006e+09,1.006e+09,5.492e+09,5.492e+09,2.03e+09,1.427e+09,9.955e+09,3.274e+09,2.7173e+10,1.8072e+10,2.841e+09,3.0447e+10,4.0402e+10,3.813e+09,3.119e+09,6.94e+08,1.43e+09,4.266e+09,1.6e+09,9.509e+09,5.64e+09,6.165e+09,5.23e+09,1.1805e+10,2.1314e+10,1.6891e+10,-1.118e+09,3.332e+09,-1.021e+09,1.8084e+10,1.004e+09,1.9088e+10,4.0402e+10,7.07e+09,0.33082,0.06429,0.03913,0.01116,0.00527,1.0469,1.11662,0.17499,0.28216,0.2813,7.21155,23.95549,0.01275,17.32571
"43","2020_Q4",42.92984375,"Up",5.343e+09,-3.511e+09,1.832e+09,-1.334e+09,-1.334e+09,4.98e+08,-1.1e+07,-5.8e+07,4.87e+08,-6.1e+08,-1.23e+08,1e+06,-1.22e+08,-1.22e+08,-6e+07,-1.82e+08,-1.82e+08,2.342e+09,2.342e+09,5.344e+09,5.344e+09,1.996e+09,1.458e+09,1.114e+10,3.041e+09,2.7097e+10,1.7759e+10,3.14e+09,3.0138e+10,4.1278e+10,3.742e+09,3.057e+09,6.85e+08,2.423e+09,4.139e+09,1.451e+09,1.0304e+10,5.671e+09,6.43e+09,5.377e+09,1.2101e+10,2.2405e+10,1.6912e+10,-1.119e+09,2.955e+09,-9.43e+08,1.7805e+10,1.068e+09,1.8873e+10,4.1278e+10,8.094e+09,0.34288,0.09321,-0.03406,-0.00964,-0.00441,1.08113,1.18715,0.19609,-0.24459,-0.24413,7.18049,23.92824,0.000359999999999999,11.5502
"44","2021_Q1",53.4059016393443,"Up",5.954e+09,-3.979e+09,1.975e+09,-1.453e+09,-1.453e+09,5.22e+08,-1e+06,-6.2e+07,5.21e+08,0,5.21e+08,-3.1e+07,4.9e+08,4.9e+08,-4.9e+07,4.41e+08,4.41e+08,1.951e+09,1.951e+09,5.294e+09,5.294e+09,1.773e+09,1.035e+09,1.0053e+10,3.059e+09,2.7703e+10,1.7932e+10,3.501e+09,3.0762e+10,4.0815e+10,3.958e+09,3.12e+09,8.38e+08,2.93e+08,3.997e+09,1.435e+09,8.248e+09,7.526e+09,6.508e+09,5.368e+09,1.4034e+10,2.2282e+10,1.6873e+10,-1.119e+09,2.469e+09,-7.76e+08,1.7447e+10,1.086e+09,1.8533e+10,4.0815e+10,7.819e+09,0.33171,0.08767,0.07407,0.0238,0.0108,1.21884,1.20229,0.19157,0.59992,0.5978,8.09958,23.73419,0.01932,11.24138
"45","2021_Q2",62.9671428571429,"Up",5.341e+09,-3.613e+09,1.728e+09,-1.294e+09,-1.294e+09,4.34e+08,-1e+06,-5.9e+07,4.33e+08,135376949.952844,4.33e+08,-6.1e+07,3.72e+08,4.96e+08,-4.5e+07,4.51e+08,4.51e+08,1.839e+09,1.839e+09,5.177e+09,5.177e+09,1.913e+09,1.105e+09,1.0034e+10,3.082e+09,2.8308e+10,1.8207e+10,3.714e+09,3.139e+10,4.1424e+10,4.046e+09,3.21e+09,8.36e+08,4.64e+08,3.976e+09,1.583e+09,8.486e+09,7.469e+09,6.646e+09,5.536e+09,1.4115e+10,2.2601e+10,1.6924e+10,-1.146e+09,2.382e+09,-5.04e+08,1.7656e+10,1.167e+09,1.8823e+10,4.1424e+10,7.933e+09,0.32353,0.08126,0.08444,0.02396,0.01089,1.18242,1.20071,0.19151,0.6237,0.62078,7.38625,24.41709,0.01919,14.04147
"46","2021_Q3",70.77421875,"Up",5.594e+09,-3.651e+09,1.943e+09,-1.253e+09,-1.253e+09,6.9e+08,1.2e+07,-4.4e+07,7.02e+08,-9.6e+07,6.06e+08,-2.09e+08,3.97e+08,3.97e+08,-5.4e+07,3.43e+08,3.43e+08,1.883e+09,1.883e+09,5.167e+09,5.167e+09,1.994e+09,1.16e+09,1.0204e+10,3.015e+09,2.7961e+10,1.8124e+10,3.533e+09,3.0976e+10,4.118e+10,4.234e+09,3.417e+09,8.17e+08,4.44e+08,4.062e+09,1.71e+09,8.74e+09,7.323e+09,6.36e+09,5.529e+09,1.3683e+10,2.2423e+10,1.7041e+10,-1.148e+09,2.215e+09,-4.1e+08,1.7698e+10,1.059e+09,1.8757e+10,4.118e+10,7.767e+09,0.34734,0.12335,0.06132,0.01829,0.00833,1.16751,1.19545,0.18861,0.47832,0.47553,7.80086,24.67996,0.01612,8.52754
"47","2021_Q4",74.40984375,"Up",6.341e+09,-4.144e+09,2.197e+09,-1.367e+09,-1.367e+09,8.3e+08,1.8e+07,-5.6e+07,8.48e+08,-7.9e+07,7.69e+08,-1.08e+08,6.61e+08,6.61e+08,-8.7e+07,5.74e+08,5.74e+08,1.45e+09,1.45e+09,5.668e+09,5.668e+09,2.064e+09,1.128e+09,1.031e+10,3.111e+09,2.8714e+10,1.8445e+10,3.574e+09,3.1825e+10,4.2135e+10,4.715e+09,3.719e+09,9.96e+08,4.61e+08,4.109e+09,1.649e+09,9.285e+09,7.318e+09,6.535e+09,5.803e+09,1.3853e+10,2.3138e+10,1.7084e+10,-1.149e+09,2.256e+09,-3.51e+08,1.784e+10,1.157e+09,1.8997e+10,4.2135e+10,7.779e+09,0.34648,0.13089,0.09052,0.03022,0.01362,1.11039,1.21798,0.18462,0.79711,0.79293,8.80572,24.77434,0.02303,7.6253
"48","2022_Q1",68.0129032258065,"Down",6.392e+09,-4.201e+09,2.191e+09,-1.344e+09,-1.344e+09,8.47e+08,2.6e+07,-4.7e+07,8.73e+08,-6.7e+07,8.06e+08,-4.9e+08,3.16e+08,3.16e+08,-4.7e+07,2.69e+08,2.69e+08,1.336e+09,1.336e+09,5.613e+09,5.613e+09,2.057e+09,9.92e+08,9.998e+09,3.228e+09,2.8664e+10,1.8335e+10,3.714e+09,3.1892e+10,4.189e+10,4.754e+09,3.746e+09,1.008e+09,2.34e+08,4.11e+09,1.637e+09,9.098e+09,7.506e+09,6.533e+09,5.905e+09,1.4039e+10,2.3137e+10,1.7123e+10,-1.152e+09,2.025e+09,-4.34e+08,1.7562e+10,1.191e+09,1.8753e+10,4.189e+10,7.74e+09,0.34277,0.13251,0.04208,0.01434,0.00642,1.09892,1.23378,0.18477,0.37538,0.37304,8.9199,24.5074,0.01396,7.5608
"49","2022_Q2",55.3401612903226,"Down",5.862e+09,-3.971e+09,1.891e+09,-1.369e+09,-1.369e+09,5.22e+08,1.7e+07,-5.3e+07,5.39e+08,-4.9e+07,4.9e+08,-7.1e+07,4.19e+08,4.19e+08,-3.8e+07,3.81e+08,3.81e+08,1.207e+09,1.207e+09,5.671e+09,5.671e+09,2.425e+09,1.05e+09,1.0353e+10,3.213e+09,2.8656e+10,1.8386e+10,3.663e+09,3.1869e+10,4.2222e+10,5.009e+09,4.083e+09,9.26e+08,6.12e+08,4.366e+09,1.845e+09,9.987e+09,7.437e+09,6.308e+09,5.809e+09,1.3745e+10,2.3732e+10,1.7157e+10,-1.199e+09,1.638e+09,-3.47e+08,1.7249e+10,1.241e+09,1.849e+10,4.2222e+10,8.049e+09,0.32259,0.08905,0.06499,0.02061,0.00902,1.03665,1.2835,0.19064,0.53324,0.52939,8.20434,24.14136,0.01741,13.10728
"50","2022_Q3",52.5095,"Down",6.098e+09,-4.141e+09,1.957e+09,-1.454e+09,-1.454e+09,5.03e+08,-9e+06,-5.1e+07,4.94e+08,-3.84e+08,1.1e+08,-5.8e+07,5.2e+07,5.2e+07,-4.1e+07,1.1e+07,1.1e+07,1.787e+09,1.787e+09,5.689e+09,5.689e+09,2.515e+09,1.621e+09,1.1612e+10,3.103e+09,2.8276e+10,1.8029e+10,4.285e+09,3.1379e+10,4.2991e+10,4.809e+09,4.101e+09,7.08e+08,2.284e+09,4.561e+09,1.971e+09,1.1654e+10,7.366e+09,6.283e+09,5.791e+09,1.3649e+10,2.5303e+10,1.7181e+10,-1.2e+09,9e+08,-3.45e+08,1.6536e+10,1.152e+09,1.7688e+10,4.2991e+10,9.65e+09,0.32092,0.08249,0.0018,0.00062,0.00026,0.9964,1.43052,0.22447,0.01562,0.0155,8.65824,23.47863,0.00744,15.63221
