"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2018_Q3",84.9522222222222,"Up",703362000,-363222000,340140000,-252076000,-204880000,-47196000,88064000,-16356000,-16356000,71708000,-1.86264514923096e-09,71708000,-7035000,64673000,-610000,-610000,64063000,64063000,64063000,202134000,202134000,552304000,552304000,351675000,93842000,93842000,1199955000,298066000,4593442000,1346940000,3002198000,244304000,4891508000,6091463000,722735000,222093000,500642000,217306000,950902000,1788803000,848570000,848570000,2637373000,3588275000,169189000,110361000,58828000,2380517000,-46518000,2503188000,2503188000,6091463000,64673000,43772000,5351000,-40811000,72985000,-16956000,-39470000,-56253000,-7744000,-19806000,-94000,-94000,1704000,-25940000,-9208000,-9208000,-8201000,-17409000,131836000,2006109000,81104000,0.48359,0.1252,0.09108,0.02559,0.01052,1.266,1.26191,1.43348,0.32933,0.57988,0.5748,6.36665,22.65821,0.73413,0.0701,0.0134,0.01514,0.12088,13.68348,20.48482
"28","2018_Q4",83.5884126984127,"Down",674313000,-341986000,332327000,-245617000,-196769000,-48848000,86710000,-2161000,-2161000,84549000,-6508000,78041000,-2596000,75445000,1103000,1103000,76548000,76548000,76548000,149513000,149513000,551385000,551385000,354244000,110353000,110353000,1165495000,317049000,4379811000,1223775000,2920689000,235347000,4696860000,5862355000,656436000,180693000,475743000,20072000,686752000,1882502000,720632000,720632000,2603134000,3289886000,201057000,111087000,89970000,2532060000,-160648000,2572469000,2572469000,5862355000,75445000,45161000,-22789000,-4425000,93192000,-20835000,-3500000,8018999.99999994,-7751000,-101717000,-325000,-325000,761999.999999996,-109031000,-7819999.99999999,-7819999.99999999,-3059000,-10879000,131871000,1902574000,109207000,0.49284,0.12859,0.11352,0.02976,0.01306,1.42665,1.69711,1.27888,0.32454,0.69134,0.68501,6.09003,23.23317,0.9863,0.07,0.01622,0.02102,0.10126,13.29376,20.21752
"29","2019_Q1",89.2249180327869,"Up",756349000,-380099000,376250000,-262509000,-210539000,-51970000,113741000,-36254000,-36254000,77487000,1942000,79429000,-8107000,71322000,-30000,-30000,71292000,71292000,71292000,163111000,163111000,632669000,632669000,338347000,100507000,100507000,1234634000,318590000,4422298000,1199667000,2952608000,270023000,4740888000,5975522000,749776000,220949000,528827000,14856000,771631000,1876624000,742312000,742312000,2618936000,3390567000,159369000,110597000,48772000,2602067000,-176481000,2584955000,2584955000,5975522000,71322000,47202000,66120000,-25225000,159419000,-32810000,-15602000,-87958000,-7787000,1488000,-27638000,-52471000,-23331000,-57268000,14193000,14193000,-594000,13599000,160943000,1891480000,111015000,0.49746,0.15038,0.09426,0.02758,0.01193,1.55719,1.60003,1.31165,0.31654,0.64373,0.63878,6.82946,23.34087,1.00241,0.07031,0.01515,0.02127,0.10923,10.73901,15.19566
"30","2019_Q2",92.345873015873,"Up",648737000,-340931000,307806000,-246837000,-198857000,-47980000,60969000,-16565000,-16565000,44404000,-7639000,36765000,-1312000,35453000,-41000.0000000002,-41000.0000000002,35412000,35412000,35412000,134252000,134252000,623927000,623927000,376507000,112960000,112960000,1247646000,293142000,4545709000,1167576000,2939082000,439051000,4838851000,6086497000,726800000,219341000,507459000,13334000,742268000,1848935000,856822000,856822000,2705757000,3448025000,168981000,110891000,58090000,2643026000,-173535000,2638472000,2638472000,6086497000,35453000,50469000,-59210000,-32028000,-5316000,-19875000,-9384000.00000001,-29228000,-7743000,23524000,-5293000.00000001,-5293000,-5253000,5235000,-29309000,-29309000,450000,-28859000,111438000,1862269000,60847000,0.47447,0.09398,0.05459,0.01342,0.00582,1.71826,1.68086,1.30683,0.30597,0.32035,0.31819,5.86864,23.86829,0.55044,0.07005,0.00805,0.01136,0.21865,15.50653,28.34255
"31","2019_Q3",86.80234375,"Down",722517000,-374724000,347793000,-249897000,-201553000,-48344000,97896000,-19908000,-19908000,77988000,-6161000,71827000,-2686000,69141000,-54000,-54000,69087000,69087000,69087000,150016000,150016000,654454000,654454000,414330000,118961000,118961000,1337761000,302720000,4758591000,1282440000,3042049000,434102000,5061311000,6399072000,696464000,188051000,508413000,8204999.99999997,706799000,2104466000,880940000,880940000,2985406000,3692205000,183252000,111071000,72181000,2704367000,-180752000,2706867000,2706867000,6399072000,69141000,53324000,-7629000,-67977000,46859000,-16586000,-240354000,-257289000,-7764000,238220000,-764000,-764000,-3733000,225959000,15529000,15529000,235000,15764000,151220000,2112671000,69343000,0.48136,0.13549,0.09562,0.02552,0.0108,1.00371,1.8927,1.36401,0.33015,0.62328,0.61945,6.51826,24.42029,0.62559,0.07004,0.01348,0.01216,0.11238,12.97881,20.04837
"32","2019_Q4",88.6284375,"Up",706923000,-364648000,342275000,-249547000,-204171000,-45376000,92728000,-15406000,-15406000,77322000,-14068000,63254000,-4644000,58610000,-52000,-52000,58558000,58558000,58558000,392969000,392969000,646286000,646286000,391820000,117330000,117330000,1548405000,298240000,4642436000,1199461000,2987541000,455434000,4940676000,6489081000,679340000,190261000,489079000,506650000,1188102000,1750925000,843257000,843257000,2594182000,3782284000,195089000,111093000,83996000,2755165000,-243457000,2706797000,2706797000,6489081000,58610000,53324000,-682000,-4537000.00000001,106715000,-16621000,-7882000,-29022000,-7775000,189212000,-143999.999999999,-143999.999999999,-11160000,170133000,247826000,247826000,-5069000,242757000,146052000,2257575000,129538000,0.48418,0.13117,0.08284,0.02163,0.00902,2.21213,1.30326,1.39733,0.3479,0.52781,0.52491,6.37178,24.39743,1.16758,0.07008,0.01142,0.0223,0.13277,12.76673,20.10834
"33","2020_Q1",88.195,"Down",805496000,-407315000,398181000,-258373000,-210737000,-47636000,139808000,-72952000,-72952000,66856000,-1560000,65296000,-747000,64549000,-48000,-48000,64501000,64501000,64501000,191877000,191877000,725184000,725184000,356937000,100381000,100381000,1374379000,318223000,4845962000,1283286000,3111227000,451449000,5164185000,6538564000,739187000,235855000,503332000,9974000,762832000,2064041000,897867000,897867000,2961908000,3724740000,201497000,111140000,90357000,2811973000,-199646000,2813824000,2813824000,6538564000,64549000,56908000,153871000,-60117000,215211000,-27699000,257620000,-172034000,-7777000,-242085000,19620000,-112000,-20955000,-251197000,-208020000,-208020000,3937000,-204083000,196716000,2074015000,109647000,0.49433,0.17357,0.08008,0.02292,0.00986,1.69993,1.80168,1.32373,0.3172,0.58123,0.57784,7.25842,25.3557,0.98804,0.07008,0.01249,0.01895,0.12057,9.56779,13.46231
"34","2020_Q2",90.9142857142857,"Up",652396000,-344373000,308023000,-257483000,-208569000,-48914000,50540000,-9993000,-65532801.6616648,40547000,-5858000,34689000,-974000,33715000,-50000,-50000,33665000,33665000,33665000,195146000,195146000,626150000,626150000,393164000,127366000,127366000,1341826000,313857000,4728713000,1200288000,3051694000,476731000,5042570000,6384396000,718378000,233227000,485151000,9654000,730144000,2010525000,883981000,883981000,2894506000,3624650000,201542000,111306000,90236000,2836531000,-278327000,2759746000,2759746000,6384396000,33715000,60758000,-1621999.99999994,-32801000,60050000,-20488000,52000,-22014000,-7781000,-20283000,-5236000,-6342000,8708000,-24592000.0000001,13444000,13444000,-10169000,3275000,111298000,2020179000,58983000,0.47214,0.07747,0.0516,0.0122,0.00527,1.75206,1.83776,1.3134,0.31642,0.30296,0.30154,5.87104,24.8355,0.5308,0.07002,0.00732,0.01041,0.23113,16.39772,36.11066
"35","2020_Q3",114.3653125,"Up",811718000,-364374000,447344000,-270547000,-221026000,-49521000,176797000,-10812000,-20805000,165985000,-1158000,164827000,-27614000,137213000,-51000,-51000,137162000,137162000,137162000,218536000,218536000,708799000,708799000,477707000,126371000,126371000,1531413000,322789000,4782614000,1188464000,3107373000,486777000,5105403000,6636816000,814817000,255137000,559680000,346342000,1163256000,1624996000,881101000,881101000,2506097000,3669353000,218245000,111501000,106744000,2965890000,-216672000,2967463000,2967463000,6636816000,137213000,59289000,13458000,-71364000,138596000,-14835000,79000,-23561000,-7791000,-87753000,8641000,-327000,-8871000,-95774000,19261000,19261000,5511000,24772000,236086000,1971338000,177501000,0.55111,0.21781,0.16898,0.04622,0.02067,1.2941,1.31649,1.23653,0.29703,1.23204,1.22611,7.29116,26.6549,1.59438,0.06998,0.02491,0.0305,0.0568,7.42442,9.91421
"36","2020_Q4",132.5153125,"Up",964025000,-436580000,527445000,-275380000,-225249000,-50131000,252065000,-14249000,-14249000,237816000,-4059000,233757000,-57021000,176736000,-37000,-37000,176699000,176699000,176699000,258293000,258293000,797911000,797911000,486555000,133062000,133062000,1675821000,336442000,4853302000,1181754000,3161998000,509550000,5189744000,6865565000,872139000,258038000,614101000,360217000,1244797000,1492633000,896454000,896454000,2389087000,3633884000,240698000,111878000,128820000,3134750000,-143767000,3231681000,3231681000,6865565000,176736000,62474000,15404000,-43180000,211434000,-19645000,0,-22523000,-7809000,-158298000,17294000,-160000,-7126000,-155939000,32972000,32972000,5490000,38462000,314539000,1852850000,308735000,0.54713,0.26147,0.18329,0.05468,0.02574,1.74724,1.34626,1.12446,0.26988,1.58213,1.57355,8.63172,28.93594,2.76436,0.06992,0.03085,0.05162,0.04419,5.0695,6.32598
"37","2021_Q1",137.986229508197,"Up",1354606000,-527541000,827065000,-319873000,-263050000,-56823000,507192000,-37163000,-37163000,470029000,3062000,473091000,-92657000,380434000,-73000,-73000,380361000,380361000,380361000,402036000,402036000,1155109000,1155109000,514567000,167208000,167208000,2238920000,368304000,5353091000,1365693000,3447114000,540284000,5721395000,7960315000,1271241000,327325000,943916000,380948000,1652189000,1609701000,962933000,962933000,2572634000,4224823000,260191000,112090000,148101000,3507262000,-31961000,3735492000,3735492000,7960315000,380434000,63986000,323987000,-286310000,482097000,-22538000,-407064000,-436400000,-7831000,78864000,10028000,-115000,-7628000,73433000,119130000,119130000,25081000,144211000,571178000,1990649000,354987000,0.61056,0.37442,0.28079,0.10182,0.04778,0.93329,1.35512,1.131,0.25007,3.39845,3.37994,12.10313,33.37585,3.17174,0.06997,0.05803,0.05307,0.02059,2.78129,3.13217
"38","2021_Q2",140.072380952381,"Up",1307689000,-522543000,785146000,-311626000,-251410000,-60216000,473520000,12706000,12706000,486226000,-5744000,480482000,-101139000,379343000,-38000,-38000,379305000,379305000,379305000,988234000,988234000,978598000,978598000,529908000,177831000,177831000,2674571000,371102000,5717052000,1473256000,3683790000,560006000,6088154000,8762725000,1162075000,339326000,822749000,358435000,1520510000,2219670000,1020240000,1020240000,3239910000,4760420000,227756000,112066000,115690000,3878721000,-104172000,4002305000,4002305000,8762725000,379343000,70186000,-4280000,28251000,473500000,-14311000,-935661745.997997,-461854000,-7852000,630512000,-37792000,-42779000,-1877000,582991000,594637000,594637000,-6849000,587788000,543706000,2578105000,658785000,0.60041,0.3621,0.29006,0.09477,0.04329,1.73682,1.759,1.18942,0.29421,3.38581,3.37175,11.67288,35.72593,5.88054,0.07009,0.05094,0.08667,0.0207,2.92414,3.35756
"39","2021_Q3",175.70734375,"Up",1228471000,-543277000,685194000,-347643000,-281819000,-65824000,337551000,-6431000,-6431000,331120000,-5063000,326057000,-80089000,245968000,-38000,-38000,245930000,245930000,245930000,572810000,572810000,992602000,992602000,513429000,181151000,181151000,2259992000,379065000,6100404000,1561534000,3844070000,694800000,6479469000,8739461000,1118154000,324711000,793443000,4669000,1122823000,2348523000,1028308000,1028308000,3376831000,4499654000,215419000,112025000,103394000,4116825000,-92437000,4239807000,4239807000,8739461000,245968000,75636000,7021000,-40763000,287862000,-20364000,-1249416661.33066,-290025000,-7845000,-224874000,-20947000,-30145000,-4058000,-257724000,-259887000,-259887000,-3810000,-263697000,413187000,2353192000,432149000,0.55776,0.27477,0.20019,0.058,0.02814,1.7572,2.01278,1.06129,0.26926,2.19525,2.18614,10.96575,37.84596,3.85751,0.07003,0.0333,0.0567,0.0319,4.3089,5.27441
"40","2021_Q4",180.33,"Up",861316000,-338454000,522862000,-325290000,-275869000,-49421000,197572000,-60549000,-60549000,137023000,-2011000,135012000,-27381000,107631000,20107000,20107000,127738000,127738000,127738000,487373000,487373000,947805000,947805000,645419000,170207000,170207000,2250804000,537710000,12111335000,4160736000,7420271000,530328000,12649045000,14899849000,1140544000,320435000,820109000,4485000,1145029000,5099077000,1697158000,1697158000,6796235000,7941264000,2868950000,126200000,2742750000,4235831000,-146196000,6958585000,6958585000,14899849000,80036000,51564000,37331000,64181000,313796000,-22931000,-1043780495.998,-3300928000,-7842000,2781278000,8486000,-89000,-26507000,2755415000,-231717000,-231717000,-5925000,-237642000,249136000,5103562000,317767000,0.60705,0.22938,0.14831,0.01836,0.00857,2.48765,1.96572,1.14122,0.34252,1.01219,1.00807,6.825,55.13926,2.51796,0.06214,0.00985,0.02309,0.06139,18.52879,23.36459
"41","2022_Q1",177.312741935484,"Down",1669693000,-811595000,858098000,-517931000,-418423000,-99508000,340167000,1782000,1782000,341949000,-3614000,338335000,-127994000,210341000,-20157000,-20157000,190184000,190184000,190184000,603320000,603320000,707941000,707941000,425890000,703629000,148255000,2440780000,485531000,12074243000,3821847000,6627119000,476927000,12559774000,15000554000,1053256000,324811000,728445000,4240000,1213744000,4979737000,1665828000,1569944000,6645565000,7859309000,2886763000,130077671.746026,3459021633.81446,4417174000,-162692000,7141245000,7141245000,15000554000,237936000,160618000,-34974000,52696000,335592000,-40822000,-14205000.0000005,-74265000,-8834000,-112947000,2301000,-59000,-5231000,-124711000,136616000,136616000,-6342000,130274000,500785000,4983977000,640653000,0.51393,0.20373,0.1139,0.02663,0.01268,3.3686,2.01095,1.10055,0.33225,1.507,1.50088,13.23051,56.58664,5.07648,0.07,0.01443,0.04645,0.04645,8.74758,12.87796
"42","2022_Q2",149.595322580645,"Down",1259442000,-580211000,679231000,-411002000,-334393000,-76609000,268229000,-37245000,-37245000,230984000,-13384000,217600000,-40597000,177003000,-41000.0000000075,-41000.0000000075,176962000,176962000,176962000,669755000,669755000,941722000,941722000,645924000,197110000,197110000,2454511000,547035000,11846921000,3942878000,7367284000,536759000,12393956000,14848467000,1259322000,376694000,882628000,3729000,1263051000,4863978000,1535096000,1535096000,6399074000,7662125000,2847830000,126140000,2721690000,4585231000,-246719000,7186342000,7186342000,14848467000,177003000,120052000,60232000,-74072000,283215000,-29431000,2143858076.66333,-56306000,-8837000,-101064000,-54195000,-55592000,-762000.000000002,-164858000,62051000,62051000,-10636000,51415000,388281000,4867707000,325375000,0.53931,0.21297,0.14051,0.02462,0.01192,1.83867,1.94332,1.06621,0.32783,1.40178,1.39654,9.97649,56.92558,2.57741,0.07,0.01367,0.02394,0.04994,10.81163,15.65063
"43","2022_Q3",140.82796875,"Down",1229569000,-563406000,666163000,-403377000,-330025000,-73352000,262786000,-26386000,-26386000,236400000,-11928000,224472000,-45220000,179252000,-40000,-40000,179212000,179212000,179212000,360860000,360860000,932131000,932131000,624297000,190484000,190484000,2107772000,533645000,11548290000,3771221000,7243492000,533577000,12081935000,14189707000,1039633000,333711000,705922000,4180000,1043813000,4484314000,1494425000,1494425000,5978739000,7022552000,2869674000,126218000,2743456000,4756566000,-459085000,7167155000,7167155000,14189707000,179252000,119405000,45014000,-246186000,97485000,-22100000,5734956983.99199,-28355000,-8830000,-349766000,3988000,-456000,0,-354608000,-285478000,-285478000,-23341000,-308819000,382191000,4488494000,159125000,0.54179,0.21372,0.14575,0.025,0.01263,0.88791,2.0193,0.97982,0.31632,1.4196,1.41429,9.73985,56.77359,1.26049,0.06995,0.0143,0.0121,0.04927,10.79992,15.70721
