"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",20.6955555555556,"Up",110365000,-58628000,-3623000,-19007000,51737000,-8899000,-13971000,-14072000,5072000,42838000,42993000,69000,43062000,43062000,-990000,42072000,42072000,7476000,7476000,7330000,7330000,45048000,2295000,42753000,59854000,1307093000,498895000,256498000,163873000,78524000,1805988000,1865842000,36157000,13584000,5527000,17046000,18319000,14827000,3492000,54476000,1245066000,61882000,15477000,1306948000,1361424000,413127000,413127000,504418000,1865842000,43062000,19007000,1395000,1395000,394000,63858000,-9992000,-10151000,-430000,-10422000,8750000,-70700000,-62299000,-8863000,-8863000,-8863000,70744000,1245066000,61077000,0.46878,0.38121,0.08341,0.02255,1.45173,1.09872,2.699,0.66729,0.65431,0.65431,1.71641,6.42499,0.94988,0.02323,0.03372,17.49392,23.92079
"32","2018_Q1",19.3355737704918,"Down",129220000,-62021000,-5451000,-21549000,67199000,-15359000,-16904000,-17089000,1545000,51840000,88199000,-85000,88114000,88114000,-2044000,86070000,86070000,7776000,7776000,12803000,12803000,53812000,2311000,51501000,74391000,1569471000,510252000,266716000,85279000,28794000,2079723000,2154114000,40180000,14547000,13256000,12377000,15305000,9598000,5707000,55485000,1507308000,63115000,15843000,1570423000,1625908000,437100000,437100000,528206000,2154114000,88114000,21549000,-34009000,-34009000,-14626000,61028000,-14080000,-14135000,-243536000,-257616000,262103000,-65040000,196888000,299999.999999998,299999.999999998,299999.999999998,88748000,1507308000,60127000,0.52004,0.66607,0.16295,0.03996,0.69858,1.34074,3.07817,0.69973,0.95992,0.95992,1.44116,4.87487,0.67058,0.04101,0.02865,16.89652,22.3148
"33","2018_Q2",18.90859375,"Down",128884000,-64466000,-3122000,-25142000,64418000,-15787000,-17066000,-17581000,1279000,48631000,48717000,-82000,48635000,48635000,-2467000,46168000,46168000,8565000,8565000,14534000,14534000,44639000,3008000,41631000,67738000,1561054000,505997000,268166000,84678000,27726000,2067051000,2134789000,36169000,13213000,6079000,16877000,16099000,8497000,7602000,52268000,1390952000,63451000,15711000,1454403000,1506671000,537274000,537274000,628118000,2134789000,48635000,25142000,1815000,1815000,4928000,80520000,-12590000,-12612000,358000,-12232000,-116777000,-65251000,-67499000,789000,789000,789000,89560000,1390952000,81980000,0.49981,0.35821,0.0735,0.02163,1.77569,1.29597,2.39871,0.65156,0.44478,0.44478,1.24166,5.17605,0.78979,0.02217,0.03937,15.43532,21.45964
"34","2018_Q3",20.2349206349206,"Up",118760000,-61814000,-2673000,-24608000,56946000,-15366000,-17100000,-17626000,1734000,41580000,41527000,-28000,41499000,41499000,-1356000,40143000,40143000,6656000,6656000,13501000,13501000,39811000,3146000,36665000,59968000,1551709000,504386000,270336000,84752000,27363000,2056095000,2116063000,39127000,9148000,13189000,16790000,14438000,10845000,3593000,53565000,1395599000,63931000,15526000,1459530000,1513095000,512997000,512997000,602968000,2116063000,41499000,24608000,1296000,1296000,13040000,80443000,-11953000,-12127000,-59000,-18843000,4073000,-67884000,-63509000,-1909000,-1909000,-1909000,81554000,1395599000,82669000,0.4795,0.33802,0.06658,0.01897,2.05936,1.11954,2.50941,0.65953,0.38086,0.38086,1.12676,4.86714,0.78434,0.01946,0.04008,17.03096,24.39053
"35","2018_Q4",20.0598412698413,"Down",125784000,-62861000,-2498000,-24367000,62923000,-16388000,-17502000,-18042000,1114000,46535000,46573000,-39000,46534000,46534000,-1531000,45003000,45003000,6375000,6375000,10301000,10301000,49822000,2713000,47109000,66498000,1540713000,499831000,270336000,83911000,26753000,2040544000,2107042000,29530000,9988000,5730000,13812000,16054000,12360000,3694000,45584000,1416748000,63663000,15255000,1480411000,1525995000,492326000,492326000,581047000,2107042000,46534000,24367000,1230000,1230000,-15682000,56449000,-9517000,-9531000,1069000,-8458000,20775000,-69103000,-48272000,-281000,-281000,-281000,87290000,1416748000,62130000,0.50025,0.35778,0.07745,0.02136,1.38057,1.4588,2.62628,0.67239,0.42681,0.42681,1.19294,4.66925,0.58925,0.02183,0.03014,16.15733,22.41427
"36","2019_Q1",20.1688524590164,"Up",132792000,-66821000,-2747000,-24375000,65971000,-16425000,-18123000,-18650000,1698000,49546000,49596000,123000,49719000,49719000,-2186000,47533000,47533000,3045000,3045000,12332000,12332000,51097000,4311000,46786000,66474000,1538655000,497411000,270336000,83840000,27906000,2036066000,2102540000,45738000,16435000,13302000,16001000,12159000,8697000,3462000,57897000,1418900000,64021000,15307000,1482921000,1540818000,473596000,473596000,561722000,2102540000,49719000,24375000,1558000,1558000,2149000,77801000,-13030000,-13030000,-1570000,-12810000,2929000,-71134000,-68321000,-3330000,-3330000,-3330000,90346000,1418900000,79342000,0.4968,0.35795,0.08462,0.02261,1.6692,1.14814,2.74303,0.67485,0.45043,0.45043,1.25836,4.48787,0.75186,0.02325,0.0388,15.67147,21.46178
"37","2019_Q2",19.4525396825397,"Down",134497000,-63963000,-2620000,-23824000,70534000,-16394000,-18494000,-19022000,2100000,54140000,53830000,-36000,53794000,53794000,-2612000,51182000,51182000,11540000,11540000,14585000,14585000,40104000,4066000,36038000,66229000,1522876000,573115000,270336000,83556000,107395000,2095991000,2162220000,27977000,9535000,5686000,12756000,16411000,7858000,8553000,44388000,1438054000,133762000,85631000,1571816000,1616204000,459058000,459058000,546016000,2162220000,53794000,23824000,1051000,1051000,-7514000,71155000,-10709000,-10718000,395000.000000001,-10314000,18748000,-71094000,-52346000,8495000,8495000,8495000,94358000,1438054000,76171000,0.52443,0.38054,0.09374,0.02367,1.48824,1.49205,2.95999,0.66508,0.48541,0.48541,1.27558,4.35374,0.72241,0.02417,0.03597,15.1181,20.22449
"38","2019_Q3",19.99171875,"Up",130751000,-66837000,-1988000,-24247000,63914000,-16896000,-18679000,-19230000,1783000,47018000,47129000,30000,47159000,47159000,-1469000,45690000,45690000,6941000,6941000,15074000,15074000,49965000,3883000,46082000,71980000,1507597000,568266000,270336000,83015000,106589000,2075863000,2147843000,36881000,10382000,13329000,13170000,16944000,8216000,8728000,53825000,1437710000,133168000,84823000,1570878000,1624703000,437744000,437744000,523140000,2147843000,47159000,24247000,2304000,2304000,124000,73834000,-6849000,-7034000,-96000,-6945000,-751000,-70737000,-71488000,-4599000,-4599000,-4599000,88161000,1437710000,81406000,0.48882,0.34944,0.08734,0.02127,1.7817,1.3373,3.10568,0.66937,0.43333,0.43333,1.24005,4.15159,0.77206,0.02182,0.03888,16.22905,22.38585
"39","2019_Q4",17.0146875,"Down",135895000,-71759000,-2714000,-24121000,64136000,-15287000,-16564000,-18807000,1334000,48849000,84214000,-30000,84184000,84184000,-1839000,82345000,82345000,7469000,7469000,16182000,16182000,40549000,4779000,35770000,64200000,1478950000,611125000,270336000,82884000,153081000,2090075000,2154275000,34505000,12608000,5884000,16013000,18933000,9774000,9159000,53438000,1431869000,131927000,85065000,1563796000,1617234000,453141000,453141000,537041000,2154275000,84184000,24121000,-34196000,-34196000,9119000,83228000,-6005000,-6076000,394000,-5611000,-6277000,-70812000,-77089000,528000,528000,528000,88257000,1431869000,91401000,0.47195,0.60595,0.15333,0.03822,1.10998,1.20139,3.01138,0.66466,0.78097,0.78097,1.28884,4.29762,0.86685,0.0392,0.04351,16.13923,22.20906
"40","2020_Q1",15.386935483871,"Down",131634000,-66393000,-2929000,-24513000,65241000,-17549000,-17569000,-19764000,-37000,47692000,47964000,-5000.00000000001,47959000,47959000,-2292000,45667000,45667000,13287000,13287000,18731000,18731000,57345000,7629000,49716000,89363000,1467099000,642770000,270336000,120071000,151041000,2109869000,2199232000,51560000,17818000,13206000,20536000,17045000,10390000,6655000,68605000,1462031000,131446000,85765000,1593477000,1662082000,430495000,430495000,537150000,2199232000,47959000,24513000,846000,845999.999999993,-4474000,68844000,-6017000,-6284000,513000,-23390000,28309000,-67945000,-39636000,5818000,5818000,5818000,89754000,1462031000,79268000,0.49562,0.34692,0.08502,0.02076,1.73578,1.30257,3.09426,0.66479,0.43311,0.43311,1.24843,4.08284,0.75178,0.02143,0.0372,16.14128,22.20604
"41","2020_Q2",11.5871428571429,"Down",127854000,-61661000,-2702000,-23978000,66193000,-13835000,-15549000,-17767000,1714000,52358000,26949000,-37000,26912000,26912000,-2051000,24861000,24861000,19282000,19282000,15638000,15638000,45954000,7548000,38406000,80874000,1465789000,641621000,270336000,123580000,149885000,2107410000,2188284000,36344000,19549000,4695000,12100000,18348000,10810000,7538000,54692000,1502154000,130877000,85799000,1633031000,1687723000,388386000,388386000,500561000,2188284000,26912000,23978000,25639000,25639000,1418000,77947000,-18525000,-18942000,-2345000,-20870000,21404000,-72486000,-51082000,5995000,5995000,5995000,90171000,1502154000,73101000,0.51772,0.19445,0.04967,0.01136,2.94039,1.47872,3.37166,0.68645,0.23578,0.23578,1.21258,3.68348,0.69329,0.01165,0.03426,16.44511,22.40225
"42","2020_Q3",11.24421875,"Down",114807000,-62306000,-2535000,-25034000,52501000,-8810000,-10966000,-13779000,2156000,43691000,77993000,-39000,77954000,77954000,-1484000,76470000,76470000,18913000,18913000,14929000,14929000,57752000,7905000,49847000,91594000,1458934000,671255000,270336000,123299000,183302000,2130189000,2221783000,38134000,14639000,10683000,12812000,18483000,11002000,7481000,56617000,1486648000,128950000,86258000,1615598000,1672215000,431785000,431785000,549568000,2221783000,77954000,25034000,-33032000,-33032000,-13309000,56647000,-11399000,-11798000,415000,-10984000,-16376000,-29656000,-46032000,-369000,-369000,-369000,77535000,1486648000,52866000,0.4573,0.66607,0.13915,0.03442,0.691329999999999,1.61778,3.04278,0.66912,0.72525,0.72525,1.08884,4.09508,0.50138,0.03532,0.02442,18.92997,27.95632
"43","2020_Q4",10.8196875,"Down",127731000,-68525000,-2332000,-26190000,59206000,-9985000,-11301000,-14104000,1316000,49221000,21033000,-34000,20999000,20999000,-3186000,17813000,17813000,18091000,18091000,13857000,13857000,52786000,6282000,46504000,84734000,1447924000,629227000,234684000,122046000,181680000,2077151000,2161885000,41607000,21022000,4691000,15894000,18527000,11020000,7507000,60134000,1439874000,126750000,85374000,1566624000,1626758000,416777000,416777000,535127000,2161885000,20999000,26190000,38028000,38028000,5229000,90446000,-7757000,-7902000,193000,-7564000,-47694000,-36010000,-83704000,-822000,-822000,-822000,85396000,1439874000,82902000,0.46352,0.13946,0.03329,0.00824,4.65402,1.40909,3.03995,0.66603,0.16894,0.16894,1.21141,3.95274,0.78625,0.00848,0.03944,16.64929,24.01417
"44","2021_Q1",14.1170491803279,"Up",127456000,-64767000,-2420000,-24376000,62689000,-9526000,-10987000,-13774000,1461000,53163000,53415000,-57000,53358000,53358000,-2019000,51339000,51339000,21990000,21990000,14543000,14543000,57459000,9487000,47972000,93992000,1450685000,622888000,234684000,120544000,180345000,2073573000,2167565000,61284000,28280000,10892000,22112000,18461000,11368000,7093000,79745000,1405603000,124009000,83428000,1529612000,1609357000,432142000,432142000,558208000,2167565000,53358000,24376000,2680000,2680000,10173000,90587000,-20513000,-20641000,2619000,-20332000,-35436000,-30920000,-66356000,3899000,3899000,3899000,87065000,1405603000,76782000,0.49185,0.4028,0.09197,0.02369,1.49559,1.17866,2.88308,0.64847,0.4869,0.4869,1.2088,4.09846,0.72821,0.02459,0.03678,15.89172,22.07107
"45","2021_Q2",18.4765079365079,"Up",127183000,-69398000,-2968000,-25065000,57785000,-4929000,-6692000,-13240000,1763000,52856000,66974000,-37000,66937000,66937000,-2540000,64397000,64397000,19753000,19753000,17451000,17451000,54969000,9502000,45467000,92173000,1432799000,645554000,223650000,118265000,219826000,2078353000,2170526000,50270000,30169000,4661000,15440000,21628000,14089000,7539000,71898000,1388335000,116934000,81620000,1505269000,1577167000,459719000,459719000,593359000,2170526000,66937000,25065000,-13323000,-13323000,3463000,82142000,-32935000,-33218000,2897000,-30038000,-18458000,-35883000,-54341000,-2237000,-2237000,-2237000,82850000,1388335000,53415000,0.45435,0.50633,0.10853,0.02967,0.82946,1.282,2.65803,0.63963,0.61075,0.61075,1.20621,4.36001,0.50659,0.03069,0.02545,16.51879,23.68404
"46","2021_Q3",17.249375,"Down",126235000,-69918000,-2847000,-25003000,56317000,-3901000,-7324000,-13938000,3423000,52416000,57858000,-27000,57831000,57831000,-2086000,55745000,55745000,19561000,19561000,14749000,14749000,55600000,9277000,46323000,89910000,1430311000,652601000,223650000,117436000,231204000,2082912000,2172822000,56481000,25591000,10869000,20021000,18062000,10569000,7493000,74543000,1362570000,113295000,80650000,1475865000,1550408000,479855000,479855000,622414000,2172822000,57831000,25003000,-3349000,-3349000,481000,79966000,-19097000,-26157000,210000,-18887000,-26789000,-34482000,-61271000,-192000.000000002,-192000.000000002,-192000.000000002,81320000,1362570000,62731000,0.44613,0.4416,0.08956,0.02566,1.12532,1.20615,2.49096,0.6271,0.52869,0.52869,1.19722,4.55098,0.59494,0.02657,0.0299,16.51511,23.84731
"47","2021_Q4",16.0221875,"Down",122584000,-68468000,-3849000,-21826000,54116000,-2893000,-6582000,-13417000,3689000,51223000,51300000,4000,51304000,51304000,-2144000,49160000,49160000,12816000,12816000,12121000,12121000,49681000,8174000,41507000,74618000,1335042000,742916000,223650000,117027000,325430000,2077958000,2152576000,53558000,25472000,4604000,23482000,17914000,10768000,7146000,71472000,1333309000,110971000,80051000,1444280000,1515752000,493591000,493591000,636824000,2152576000,51304000,21826000,2310000,-4614108.6771544,4477000,79917000,-20446000,-19382654.5802404,410000,-20036000,-30419000,-36207000,-66626000,-6745000,-6745000,-6745000,75942000,1333309000,59969000,0.44146,0.40103,0.0772,0.02284,1.21987,1.04402,2.38017,0.6194,0.46624,0.46624,1.16259,4.68125,0.56875,0.02362,0.02882,17.38818,24.40116
"48","2022_Q1",16.3106451612903,"Up",118493000,-69177000,-2973000,-21906000,49316000,262000,-3295000,-13223000,3557000,49578000,49763000,28000,49791000,49791000,-4147000,45644000,45644000,14381000,14381000,12745000,12745000,67187000,11033000,56154000,94313000,1329028000,433223000,223650000,116378000,19887999.9999999,2071554000,2165867000,15800000,28393916.5600169,11258000,4542000,61052000,14585000,46467000,76852000,1333049000,108868000,79206000,1441917000,1518769000,499566000,499566000,647098000,2165867000,49791000,21906000,1466000,-13483760.0672801,-21093000,52070000,-10152000,-16539607.460153,648000,-9504000.00000001,-1383000,-39618000,-41001000,1565000,1565000,1565000,71222000,1333049000,39949000,0.41619,0.3852,0.07054,0.02107,0.87523,1.2272,2.34705,0.61548,0.43289,0.43289,1.1238,4.73792,0.37888,0.02185,0.01912,18.5149,26.73915
"49","2022_Q2",16.7622580645161,"Up",120198000,-69124000,-4312000,-22187000,51074000,2634000,-992000,-13639000,3626000,53708000,53809000,-31000,53778000,53778000,-4219000,49559000,49559000,15016000,15016000,15191000,15191000,56041000,11705000,44336000,86248000,1440888000,1250140000,307387000,312183000,560764000,2691028000,2777276000,55482000,31849000,5736000,17897000,21900000,14563000,7337000,77382000,1634367000,114682000,84880000,1749049000,1826431000,879114000,879114000,950845000,2777276000,53778000,22187000,-17106000,-17106000,12955000,71814000,-14114000,-14147000,1704000,-333776000,300619000,-38022000,262597000,635000,635000,635000,73261000,1634367000,72133000,0.42492,0.41231,0.05212,0.01784,1.4555,1.11457,1.92085,0.58848,0.47002,0.47002,1.13997,8.33758,0.68411,0.01836,0.02672,22.10386,31.70598
"50","2022_Q3",16.58984375,"Down",135770000,-85555000,-4682000,-26974000,50215000,9431000,3984000,-20347000,5447000,59646000,59691000,-14000,59677000,59677000,-2885000,56792000,56792000,14884000,14884000,13583000,13583000,70938000,11969000,58969000,99405000,1426492000,681047000,314418000,280472000,19853000,2675633000,2775038000,25108000,34146750.3199493,17963000,7145000,59038000,13770000,45268000,84146000,1608460000,116781000,87916000,1725241000,1809387000,896246000,896246000,965651000,2775038000,59677000,26974000,-3114000,-3114000,-2865000,80672000,-9099000,-9099000,4885000,-4214000,-21395000,-55195000,-76590000,-132000,-132000,-132000,77189000,1608460000,65239000,0.36985,0.4183,0.05881,0.02047,1.14874,1.18134,1.87375,0.57962,0.51799,0.51799,1.23833,8.17444,0.59503,0.02111,0.02424,20.64512,31.73506
