"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2019_Q2",130.866349206349,"Up",376335000,-222608000,153727000,-105901000,-105901000,47826000,-3176000,-3308000,132000,44650000,44031000,-3337000,40694000,40694000,40694000,40694000,18375000,18375000,262511000,262511000,335344000,19764000,19764000,635994000,130058000,936779000,602320000,287757000,8937000,37765000,1066837000,1702831000,287174000,139060000,144461000,1884000,289058000,319255000,58339000,7670000,7018000,377594000,666652000,251589000,786601000,-2011000,1036179000,1036179000,1702831000,40694000,7767000,10508000,-43293000,15676000,-3718000,-3718000,1e+05,-5554000,3234000,-5454000,6504000,6504000,6504000,55593000,321139000,11919000,0.40848,0.12708,0.10813,0.03927,0.0239,0.29289,2.20023,0.64338,0.18859,1.62652,1.61196,15.04197,41.41568,0.4764,0.02875,0.00842,5.44608,6.33053
"32","2019_Q3",148.6184375,"Up",413995000,-235844000,178151000,-123201000,-123201000,54950000,-3127000,-3216000,89000,51823000,51393000,-5298000,46095000,46095000,46095000,46095000,17031000,17031000,310377000,310377000,370915000,13048000,13048000,711371000,131164000,933418000,602320000,283186000,12398000,35514000,1064582000,1775953000,315973000,166684000,149271000,1884000,317857000,299309000,71412000,8323000,20619000,370721000,688578000,259508000,832622000,-4755000,1087375000,1087375000,1775953000,46095000,8349000,5312000,-37221000,22535000,-5143000,-5143000,-20200000,1463999.99999999,1807000,-18736000,-1344000,-1344000,-1344000,63299000,301193000,26233000,0.43032,0.13273,0.11134,0.04239,0.02596,0.569110000000001,2.23802,0.63325,0.1696,1.83521,1.82591,16.48266,43.29239,1.04443,0.03157,0.01797,4.4892,5.17128
"33","2019_Q4",160.398125,"Up",474737000,-264764000,209973000,-130692000,-130692000,79281000,-2675000,-2767000,92000,76606000,76594000,-7895000,68699000,68699000,68699000,68699000,19637000,19637000,365543000,365543000,333656000,10403000,10403000,729239000,131179000,930671000,602320000,279028000,12926000,36397000,1061850000,1791089000,316015000,141523000,171269000,1884000,317899000,242363000,69143000,8439000,18944000,311506000,629405000,265248000,901321000,-4885000,1161684000,1161684000,1791089000,68699000,8760000,5016000,-19268000,63207000,-4383000,-4383000,-50175000,-6043000,-5041000,-56218000,2606000,2606000,2606000,88041000,244247000,72285000,0.44229,0.167,0.14471,0.05914,0.03836,1.0522,2.29393,0.5418,0.13637,2.73038,2.70522,18.86797,46.17003,2.8729,0.04657,0.049,2.5512,2.83309
"34","2020_Q1",169.438064516129,"Up",442365000,-249750000,192615000,-152108000,-152108000,40507000,-3333000,-3414000,81000,37174000,-6078000,2923000,-3155000,-3155000,-3155000,-3155000,24467000,24467000,348023000,348023000,256311000,54035000,9229000,682836000,132107000,1088940000,739901000,300952000,14635000,33452000,1221047000,1903883000,337012000,152674000,183157000,1884000,338896000,337421000,65843000,4224000,61619000,403264000,742160000,270562000,898166000,-7005000,1161723000,1161723000,1903883000,-3155000,12533000,46003000,114494000,169875000,-4512000,-260373000,87175000,8153000,8189000,95328000,4830000,4830000,4830000,53040000,339305000,160099000,0.43542,0.09157,-0.00712999999999997,-0.00272,-0.00166,-50.74453,2.01488,0.63884,0.17822,-0.12532,-0.1242,17.5716,46.1459,6.35944,-0.00200999999999999,0.10218,5.93586,7.77243
"35","2020_Q2",163.662698412698,"Down",420835000,-241534000,179301000,-121989000,-121989000,57312000,-3610000,-3846000,236000,53702000,53369000,6917000,60286000,60286000,60286000,60286000,88517000,88517000,332769000,332769000,276327000,59423000,8271000,757036000,133375000,1085277000,739901000,2.97e+08,14012000,34364000,1218652000,1975688000,364045000,193637000,170408000,1884000,365929000,322999000,65008000,4989000,60019000,388007000,753936000,272329000,958340000,-8917000,1221752000,1221752000,1975688000,60286000,9140000,15134000,8266000,92826000,-6451000,-6451000,-10900000,-7636000,2377000,-22325000,64050000,64050000,64050000,66452000,324883000,61350000,0.42606,0.13619,0.14325,0.04934,0.03051,1.01765,2.06881,0.61709,0.16444,2.38719,2.37374,16.66409,48.37855,2.42932,0.03741,0.03807,3.55694,4.1242
"36","2020_Q3",198.62421875,"Up",530852000,-300516000,230336000,-131027000,-131027000,99309000,-2685000,-2796000,111000,96624000,96590000,-9257000,87333000,87333000,87333000,87333000,148399000,148399000,402027000,402027000,350180000,51312000,6925000,951918000,137024000,1085251000,739901000,292790000,17934000,34626000,1222275000,2174193000,498451000,280487000,217964000,1884000,500335000,298247000,67082000,5092000,61990000,365329000,865664000,277176000,1045673000,-14320000,1308529000,1308529000,2174193000,87333000,9336000,3825000,-7042000.00000001,93452000,-8786000,-8786000,-2.5e+07,223000,371000,-24784000,59882000,59882000,59882000,108645000,300131000,102074000,0.4339,0.18707,0.16451,0.06674,0.04017,1.16879,1.90256,0.66156,0.13804,3.44863,3.43034,20.96241,51.6715,4.03072,0.05212,0.06091,1.39659,1.52788
"37","2020_Q4",206.036875,"Up",637737000,-350410000,287327000,-186630000,-186630000,100697000,-2833000,-2926000,93000,97864000,97876000,-13721000,84155000,84155000,84155000,84155000,156661000,156661000,500070000,500070000,383440000,49897000,10591000,1090068000,135795000,1085881000,739901000,288617000,21568000,35795000,1221676000,2311744000,596621000,301175000,289568000,1884000,598505000,438497000,64304000,5636000,58668000,502801000,1101306000,279728000,942995000,-12285000,1210438000,1210438000,2311744000,84155000,9519000,6765000,-36971000,63468000,-4186000,-4186000,1.4e+08,-191020000,1780000,-51020000,8262000,8262000,8262000,110216000,440381000,82780000,0.45054,0.1579,0.13196,0.06952,0.0364,0.98366,1.82132,0.90984,0.1905,3.37051,3.34028,25.54217,48.47957,3.31544,0.04907,0.04826,2.57422,2.81756
"38","2021_Q1",225.483442622951,"Up",509375000,-279037000,230338000,-197366000,-197366000,32972000,-2930000,-3049000,119000,30042000,21595000,577000,22172000,22172000,22172000,22172000,45120000,45120000,382449000,382449000,481611000,62757000,16170000,971937000,136535000,1155016000,739901000,357264000,21748000,36103000,1291551000,2263488000,613008000,334807000,271179000,1884000,614892000,341746000,67503000,5735000,61768000,409249000,1024141000,285837000,965166000,-11656000,1239347000,1239347000,2263488000,22172000,9723000,14948000,17517000,64360000,-79245000,-79245000,-97000000.0000001,344000.00000003,677000,-96656000,-111541000,-111541000,-111541000,42695000,343630000,-19610000,0.4522,0.06473,0.04353,0.01789,0.0098,-0.884450000000001,1.58066,0.82636,0.15181,0.90891,0.89642,20.88116,50.8054,-0.80389,0.01343,-0.01188,6.99169,9.05344
"39","2021_Q2",219.832857142857,"Down",541223000,-320631000,220592000,-155751000,-155751000,64841000,-2893000,-2995000,102000,61948000,61942000,-4970000,56972000,56972000,56972000,56972000,37368000,37368000,406409000,406409000,540129000,72168000,18584000,1056074000,134450000,1157568000,739901000,354642000,26431000,36594000,1292018000,2348092000,564094000,317573000,232604000,1884000,571735000,509090000,65186000,6432000,58754000,574276000,1146011000,285804000,928730000,-12453000,1202081000,1202081000,2348092000,56972000,8713000,12479000,-141549000,-63385000,-4006000,-4006000,167100000,-107461000,2613000,59639000,-7752000,-7752000,-7752000,73554000,510974000,-67031000,0.40758,0.1198,0.10527,0.04739,0.02426,-1.17656,1.84714,0.95336,0.21761,2.28025,2.26115,21.66192,48.11211,-2.68285,0.03204,-0.0377,6.43889,7.30411
"40","2021_Q3",228.87984375,"Up",475228000,-264640000,210588000,-142928000,-142928000,67660000,-3276000,-3307000,31000,64384000,64015000,-12700000,51315000,51315000,51315000,51315000,31779000,31779000,429178000,429178000,606655000,24155000,18557000,1091767000,149738000,1158660000,739901000,351966000,28357000,38436000,1308398000,2400165000,598192000,337465000,240636000,1884000,600235000,470335000,61773000,5452000,56321000,532108000,1132343000,2.94e+08,980033000,-6211000,1267822000,1267822000,2400165000,51315000,8728000,4394000,-59390000,5047000,-16740000,27960000,-38999999.9999999,404000,520000,-38595999.9999999,-5589000,-5589000,-5589000,76388000,472219000,12958000,0.44313,0.14237,0.10798,0.04047,0.02138,0.25252,1.8189,0.89314,0.19674,2.11827,2.09517,19.61725,52.33527,0.5349,0.02848,0.00719,5.76583,6.50961
"41","2021_Q4",237.09671875,"Up",624884000,-351051000,273833000,-183788000,-183788000,90045000,-3154000,-3206000,52000,86891000,86886000,-11203000,75683000,75683000,75683000,75683000,44344000,44344000,505933000,505933000,585811000,28901000,23062000,1164989000,165061000,1157355000,739901000,349328000,29311000,38815000,1322416000,2487405000,623138000,306049000,296362000,1884000,625308000,445584000,61555000,7136000,54419000,507139000,1132447000,301122000,1054902000,-1066000,1354958000,1354958000,2487405000,75683000,8641000,7908000,-38948000,53284000,-15478000,-15478000,-2.5e+07,-241000,2588000,-25241000,12565000,12565000,12565000,98686000,447468000,55463000,0.43821,0.1441,0.12112,0.05586,0.03043,0.73283,1.86306,0.83578,0.17989,3.1366,3.10189,25.89763,56.15475,2.2986,0.0406,0.02976,4.08492,4.47692
"42","2022_Q1",210.666935483871,"Down",582020000,-333846000,248174000,-197790000,-197790000,50384000,-3261000,-3336000,75000,47123000,47123000,-7329000,39794000,39794000,39794000,39794000,33381000,33381000,457623000,457623000,557992000,33084000,25712000,1082080000,205378000,1535993000,948873000,537846000,3628000,45646000,1741371000,2823451000,600571000,308178000,271675000,1884000,602690000,811332000,82090000,21582000,60508000,893422000,1496112000,306120000,1021017000,202000,1327339000,1327339000,2823451000,39794000,9747000,9088000,87248000,145877000,-36510000,-447390000,365500000,-74950000,235000.000000001,290550000,-10963000,-10963000,-10963000,60131000,813216000,118198000,0.4264,0.08657,0.06837,0.02998,0.01409,2.97025,1.79542,1.12715,0.28802,1.58892,1.45228,23.23926,52.99883,4.71948,0.0179,0.05318,12.96893,15.47783
"43","2022_Q2",188.548548387097,"Down",508078000,-296907000,211171000,-177230000,-177230000,33941000,-4306000,-4373000,67000,29635000,29633000,-5038000,24595000,24595000,24595000,24595000,49254000,49254000,475904000,475904000,613625000,37716000,25969000,1176499000,281008000,1686747000,1065111000,567097000,3877000,50662000,1967755000,3144254000,588713000,323119000,246968000,14622000,603335000,1090947000,93550000,31087000,62463000,1184497000,1787832000,307551000,1045510000,3361000,1356422000,1356422000,3144254000,24595000,10498000,19013000,-92534000,-38428000,-76202000,-222509000,292100000,-15290000,2934000,276810000,15873000,15873000,15873000,44439000,1105569000,-119259000,0.41563,0.0668,0.04841,0.01813,0.00782,-4.84891,1.94999,1.31805,0.35162,1.03059,1.01961,21.28967,56.83729,-4.99723,0.00962,-0.04667,23.77,31.12209
"44","2022_Q3",128.51328125,"Down",521400000,-299954000,221446000,-169724000,-169724000,51722000,-9053000,-9166000,113000,42669000,37893000,-7221000,30672000,30672000,30672000,30672000,39650000,39650000,507261000,507261000,643192000,47713000,34647000,1237816000,306340000,1681052000,1065214000,562751000,2657000,50430000,1987392000,3225208000,562239000,311622000,235133000,20872000,583111000,1148870000,94881000,34643000,60238000,1243751000,1826862000,314964000,1076182000,7200000,1398346000,1398346000,3225208000,30672000,11119000,14383000,-93198000,-37024000,-36413000,-36413000,64500000,-81000.0000000075,0,63833000,-9604000,-9604000,-9604000,62841000,1169742000,-59548999.9999999,0.42471,0.0992,0.05883,0.02193,0.00951,-1.94148,2.12278,1.30644,0.36269,1.27965,1.27502,21.7531,58.33977,-2.48442,0.01152,-0.02236,17.98335,21.84935
