"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",60.1973015873016,"Up",869591000,-297301000,572290000,-303583000,-122909000,-180674000,268707000,-12307000,-12811000,504000,256400000,256400000,-25970000,230430000,230430000,230430000,230430000,3803434000,1103670000,452944000,452944000,392303000,79207000,54051000,4727888000,629094000,2663232000,-2034138000,27899000,2300172000,529035000,1639033000,33661000,98443000,2957165000,7685053000,351249000,160416000,2396000,188437000,678693000,1731758000,291269000,133412000,131679000,2023027000,2701720000,413604000,51247000,362357000,4619285000,-49556000,4983333000,4983333000,7685053000,230430000,52648000,27014000,-56089000,254003000,-37528000,-37528000,-37528000,-74236000,-111764000,-128954000,-6389000,-21319000,-156662000,-14423000,-14423000,-1569000,-15992000,321355000,1731758000,253708000,0.65811,0.309,0.26499,0.04624,0.02998,1.10102,6.96617,0.54215,0.22534,0.75026,0.74199,2.8313,16.22522,0.82605,0.41986,6,0.05129,0.03621,0.55962,-6.44669,-7.7098
"28","2017_Q1",69.9611290322581,"Up",1003623000,-336936000,666687000,-309706000,-118881000,-190825000,356981000,-33547000,-31650000,-1897000,323434000,323434000,-27277000,296157000,296157000,296157000,296157000,4055793000,921132000,477609000,477609000,376555000,64906000,58501000,4974863000,636116000,2676878000,-2040762000,21937000,2337362000,549368000,1679116000,36005000,72873000,2995415000,7970278000,431396000,171439000,4100000,255857000,782934000,1732177000,289549000,109931000,153466000,2021726000,2804660000,453633000,51363000,402270000,4785799000,-73814000,5165618000,5165618000,7970278000,296157000,53663000,47665000,99952000,497437000,-41224000,-41224000,-41224000,-434738000,-556929000,-129643000,20742000,20511000,-121820000,-181312000,-181312000,-1226000,-182538000,410644000,1732177000,496649000,0.66428,0.35569,0.29509,0.05733,0.03716,1.67698,6.35413,0.54295,0.21733,0.96201,0.95035,3.26007,16.7795,1.61327,0.42112,7,0.05924,0.0691,0.43775,-5.65847,-6.50907
"29","2017_Q2",71.1001587301587,"Up",984449000,-335945000,648504000,-382236000,-130659000,-251577000,266268000,-32959000,-32614000,-345000,233309000,233309000,-16180000,217129000,217129000,217129000,217129000,6317066000,4987263000,472511000,472511000,365586000,78570000,58326000,7233733000,628924000,2700891000,-2071967000,22991000,2317723000,529516000,1677399000,34166000,76642000,2969638000,10203371000,454960000,156653000,5346000,292961000,811626000,3805400000,279914000,103244000,150971000,4085314000,4896940000,509479000,51535000,457944000,4873245000,-76293000,5306431000,5306431000,10203371000,217129000,54326000,14443000,28594000,314492000,-28337000,-28337000,-28337000,1799127000,1769754000,-129683000,31326000,4698000,1982551000,4066797000,4066797000,-666000,4066131000,320594000,3805400000,337031000,0.65875,0.27047,0.22056,0.04092,0.02128,1.55222,8.91264,0.92283,0.37296,0.70317,0.69353,3.18813,17.18482,1.09147,0.41998,7,0.03693,0.03589,0.59726,-7.83441,-9.43285
"30","2017_Q3",72.5722222222222,"Up",1147982000,-507539000,640443000,-494608000,-190686000,-303922000,145835000,-59121000,-59215000,94000,86714000,86714000,6849999.99999999,93564000,93564000,93564000,93564000,6188372000,5697743000,630353000,630353000,647858000,68884000,59394000,7535467000,1089319000,3201215000,-2111896000,28492000,17969405000,5587862000,12269501000,32711000,79331000,19087216000,26622683000,750321000,190245000,60563000,499513000,5449282000,8572364000,2634442000,2431410000,175709000,11206806000,16656088000,5205806000,61170000,5144636000,4827495000,-66706000,9966595000,9966595000,26622683000,93564000,137542000,82799000,233512000,547417000,-46929000,-46929000,-46929000,932623000,-8800803000,-139314000,28967000,-10339000,8963172000,709786000,709786000,694000,710480000,283377000,12893533000,463110000,0.55789,0.12704,0.0815,0.00939,0.00351,4.94966,1.38284,1.67119,0.48431,0.27413,0.27069,3.3634,29.20049,1.35684,0.40817,3,0.00913,0.01817,1.48897,23.66163,45.97772
"31","2017_Q4",80.1539682539683,"Up",1433902000,-667278000,766624000,-571803000,-183980000,-387823000,194821000,-68023000,-67549000,-474000,126798000,126798000,-57882000,68916000,68916000,68916000,68916000,908569000,908569000,692552000,692552000,519695000,67827000,62444000,2188643000,1098848000,3255889000,-2157041000,28958000,17798546000,5440692000,12241815000,30200000,85839000,18926352000,21114995000,651414000,228127000,22301000,400986000,1101077000,8199230000,1891788000,1730253000,130029000,10091018000,11192095000,5251496000,61279000,5190217000,4730146000,-58742000,9922900000,9922900000,21114995000,68916000,202455000,-490863000,-140509000,-360001000,-63617000,-63617000,-63617000,489618000,426071000,-166265000,9016000,9000,-4857240000,-4791170000,-4791170000,1996000,-4789174000,397276000,8199230000,251032000,0.53464,0.13587,0.04806,0.00695,0.00326,3.64258,1.98773,1.12791,0.38831,0.18762,0.18568,3.90374,27.01469,0.68342,0.45265,1,0.01175,0.01254,2.41257,18.35163,37.42236
"32","2018_Q1",82.7952459016393,"Up",1541170000,-535145000,1006025000,-557815000,-185721000,-372094000,448210000,-66546000,-61129000,-5417000,381664000,381664000,-34014000,347650000,347650000,347650000,347650000,1047838000,1047838000,688953000,688953000,550816000,63731000,60209000,2351338000,1107304000,3304427000,-2197123000,24838000,17657814000,5319425000,12217455000,32322000,88612000,18789956000,21141294000,822360000,236629000,86905000,498826000,1596332000,7551084000,1832338000,1674683000,125083000,9383422000,10979754000,5311960000,61441000,5250519000,4910939000,-61359000,10161540000,10161540000,21141294000,347650000,189736000,19792999.9999999,95278000.0000001,652457000,-65215000,-65215000,-65215000,-2715999.99999994,-13035999.999999,-166857000,17460000,-2281000,-501678000,137743000.000001,137743000.000001,1526000,139269000,637946000,7851084000,702023000,0.65277,0.29082,0.22558,0.03421,0.01644,2.01934,1.47296,1.08052,0.37136,0.94453,0.93442,4.1872,27.60785,1.90732,0.45333,3,0.02593,0.03538,0.47996,10.6643,15.1787
"33","2018_Q2",86.2690625,"Up",1518624000,-483434000,1035190000,-629842000,-176908000,-452934000,405348000,-66494000,-65938000,-556000,338854000,338854000,-70682000,268172000,268172000,268172000,268172000,827550000,827550000,709761000,709761000,559720000,80715000,75775000,2177746000,1115417000,3367003000,-2251586000,26246000,17533906000,5182355000,12224141000,3.1e+07,96410000,18675569000,20853315000,657016000,223107000,48599000,385310000,1236548000,7384856000,1884132000,981866000,863419000,9268988000,10505536000,5379744000,61635000,5318109000,5012392000,-44357000,10347779000,10347779000,20853315000,268172000,198465000,-646832000,568883000,388688000,-63222000,-63222000,-63222000,-1278000,-64500000,-166719000,29882000,8811000,-548026000,-223838000,-223838000,3550000,-220288000,603813000,7434856000,1180156000,0.68166,0.26692,0.17659,0.02592,0.01286,4.40074,1.76115,1.01525,0.35653,0.72657,0.71668,4.11448,28.0357,3.19745,0.4517,5,0.02211,0.06001,0.62169,10.94264,16.30033
"34","2018_Q3",88.2514285714286,"Up",1513053000,-479241000,1033812000,-569836000,-172146000,-397690000,463976000,-62429000,-62880000,451000,401547000,401547000,-21716000,379831000,379831000,379831000,379831000,806517000,806517000,759557000,759557000,551220000,70980000,65446000,2188274000,1114579000,3415776000,-2301197000,26994000,17446607000,5066191000,12258185000,29661000,92570000,18588180000,20776454000,811195000,213267000,105085000,492843000,1432863000,6926441000,1831795000,943117000,851311000,8758236000,10191099000,5424425000,61817000,5362608000,5213941000,-53011000,10585355000,10585355000,20776454000,379831000,199543000,-462000,139582000,718494000,-53900000,-53900000,-53900000,248999.999999985,-105990000,-178282000,5767000,-1408000,-630145000,-17641000.0000002,-17641000.0000002,-3392000,-21033000,663519000,6982441000,770917000,0.68326,0.30665,0.25104,0.03588,0.01828,2.02963,1.5272,0.96275,0.33607,1.02551,1.01348,4.08509,28.57941,2.0814,0.48134,6,0.02877,0.03974,0.46937,9.30783,13.31087
"35","2018_Q4",79.8603174603175,"Down",1572679000,-502033000,1070646000,-571607000,-171487000,-400120000,499039000,-58445000,-59077000,632000,440594000,440594000,-26130000,414464000,414464000,414464000,414464000,772575000,772575000,710753000,710753000,563645000,69584000,65633000,2116557000,1107991000,3455982000,-2347991000,28540000,17295528000,4920739000,12254161000,24818000,95810000,18432059000,20548616000,769104000,215688000,127920000,425496000,1338883000,6532746000,1820770000,932813000,846997000,8353516000,9692399000,5472168000,61946000,5410222000,5449515000,-65466000,10856217000,10856217000,20548616000,414464000,199865000,37167000,-30758000,620738000,-51750000,-51750000,-51750000,-2239000,-54489000,-178890000,10848000,-1083000,-599125000,-32876000,-32876000,-1066000,-33942000,698904000,6555246000,642526000,0.68078,0.31732,0.26354,0.03818,0.02017,1.55026,1.58084,0.8928,0.31901,1.11621,1.10284,4.23543,29.23722,1.73041,0.48177,6,0.03085,0.03341,0.43162,8.27391,11.58761
"36","2019_Q1",93.1313114754098,"Up",1620333000,-509585000,1110748000,-579522000,-174999000,-404523000,531226000,-56907000,-56311000,-596000,474319000,474319000,-29806000,444513000,444513000,444513000,444513000,816591000,816591000,639717000,639717000,586760000,69058000,65862000,2112126000,1154328000,3527825000,-2373497000,28730000,17154595000,4778192000,12252604000,21077999.9999999,102721000,18337653000,20449779000,851721000,260919000,93722000,497080000,1406138000,6265674000,1789427000,927065000,822516000,8055101000,9461239000,5343916000,61694000,5282222000,5703064000,-58440000,10988540000,10988540000,20449779000,444513000,201190000,67485000,1252999.99999999,714441000,-86004000,-86004000,-86004000,-3015000,-89019000,-179416000,-173447000,-2883000,-580746000,44675999.9999999,44675999.9999999,-660000,44016000,732416000,6332674000,677471000,0.68551,0.32785,0.27433,0.04045,0.02174,1.52407,1.50208,0.86101,0.30967,1.19838,1.18546,4.36832,29.62446,1.82642,0.48369,7,0.03265,0.03545,0.40362,7.53135,10.38368
"37","2019_Q2",101.052380952381,"Up",1541101000,-501445000,1039656000,-583830000,-167342000,-416488000,455826000,-55880000,-56040000,160000,399946000,399946000,-44940000,355006000,355006000,355006000,355006000,605864000,605864000,713730000,713730000,593211000,72375000,68544000,1985180000,1181735000,3613923000,-2432188000,34757000,18626606000,4631697000,12253891000,1634719000,106299000,19843098000,21828278000,1517479000,222552000,706656000,588271000,1560813000,6234517000,2447511000,2288615000,158896000,8682028000,10242841000,5172445000,61387000,5111058000,6491013000,-78021000,11585437000,11585437000,21828278000,355006000,200585000,63105000,-246929000,371767000,-90993000,-90993000,-90993000,-5222000,-96215000,-177716000,-207864000,-569000,-486149000,-210597000,-210597000,-130000,-210727000,656411000,6234517000,363429000,0.67462,0.29578,0.23036,0.03064,0.01626,1.02373,1.27189,0.88411,0.28562,0.96285,0.95302,4.17979,31.42214,0.9857,0.482,6,0.02628,0.01793,0.5006,8.57489,12.34825
"38","2019_Q3",106.19046875,"Up",1526602000,-492510000,1034092000,-564397000,-163128000,-401269000,469695000,-61298000,-56773000,-4525000,408397000,408397000,-40460000,367937000,367937000,367937000,367937000,713601000,713601000,685978000,685978000,608085000,72825000,69890000,2080489000,1211467000,3693910000,-2482443000,31616000,18452753000,4489182000,12250370000,1610109000,103092000,19695836000,21776325000,1514228000,208243000,647714000,658271000,1931054000,5612365000,2490648000,2228822000,261826000,8103013000,10034067000,5178830000,61628000,5117202000,6659449000,-96021000,11742258000,11742258000,21776325000,367937000,201375000,14470000,87100000.0000001,670882000,-75209000,-75209000,-75209000,637000.000000001,-74572000,-199501000,-33844000,-5574999.99999994,-488920000,107390000,107390000,347000,107737000,671070000,5986530000,723421000,0.67738,0.30767,0.24102,0.03133,0.0169,1.96615,1.07739,0.85453,0.27491,0.99646,0.98559,4.13439,31.80072,1.95919,0.54029,6,0.02806,0.03578,0.54222,7.85749,11.22628
"39","2019_Q4",106.18015625,"Down",1480143000,-482332000,997811000,-551085000,-162825000,-388260000,446726000,-57168000,-57246000,78000,389558000,389558000,-27184000,362374000,362374000,362374000,362374000,612164000,612164000,689976000,689976000,638305000,66613000,66613000,2007058000,1221192000,3759747000,-2538555000,32290000,18306110000,4346377000,12247888000,1606267000,105578000,19559592000,21566650000,1547557000,220230000,649228000,678099000,2004769000,5278643000,2493001000,2171029000,321972000,7771644000,9776413000,5122155000,61569000,5060586000,6821755000,-153673000,11790237000,11790237000,21566650000,362374000,204127000,10769000,-24723000,552547000,-58095000,-58095000,-58095000,-547000,-58642000,-200068000,-92773000,-1251774000,-594615000,-100710000,-100710000,-727000,-101437000,650853000,5690077000,595219000,0.67413,0.30181,0.24482,0.03074,0.0168,1.64255,1.00114,0.8292,0.26384,0.98063,0.97131,4.00545,31.90586,1.61074,0.54141,5,0.02816,0.0298,0.5521,7.80194,11.36695
"40","2020_Q1",103.549677419355,"Down",1443219000,-501028000,942191000,-508171000,-154799000,75669000.0000001,434020000,-50534000,-48787000,-1747000,383486000,287827000,-10133000,277694000,277694000,277694000,277694000,648322000,648322000,635136000,635136000,609886000,91782000,91782000,1985126000,1219989000,3811257000,-2591268000,77324000,18110202000,4217224000,12256880000,1582382000,53716000,19407515000,21392641000,1208965000,225270000,187879000,795816000,1508632000,5192252000,2982569000,2088212000,894357000,8174821000,9683453000,4997734000,61385000,4936349000,6899253000,-187799000,11709188000,11709188000,21392641000,277694000,205164000,25777000,149269000,657904000,-51075000,-51075000,-51075000,-1512000,-63757000,-200196000,-162001000,5087000,-557110000,37037000,37037000,-879000,36158000,639184000,5491919000,747511000,0.65284,0.30073,0.19241,0.02372,0.01298,2.69185,1.31585,0.827,0.25672,0.75245,0.74532,3.91061,31.72775,2.02549,0.54246,5,0.02368,0.03704,0.72092,7.57778,11.15985
"41","2020_Q2",104.662857142857,"Up",1303565000,-455423000,848142000,-574714000,-199280000,-375434000,273428000,-47211000,-46873000,-338000,226217000,226217000,-22343000,203874000,203874000,203874000,203874000,654408000,654408000,584366000,584366000,588503000,83902000,83902000,1911179000,1206769000,3842642000,-2635873000,30232000,18228647000,4073078000,12257064000,1567521000,330984000,19465648000,21376827000,1022082000,211670000,118406000,692006000,1770542000,4745302000,3171466000,2055100000,1068370000,7916768000,9687310000,4985318000,61371000,4923947000,6906346000,-202147000,11689517000,11689517000,21376827000,203874000,203932000,65851000,-124009000,349648000,-54839000,-54839000,-54839000,107000,-54732000,-199160000,-89917000,-495000,-289572000,5344000,5344000,742000,6086000,477360000,5493762000,320855000,0.65063,0.20975,0.1564,0.01744,0.00954,1.57379,1.07943,0.82872,0.257,0.55364,0.54766,3.53998,31.7442,0.87132,0.54084,5,0.0198,0.01576,0.97688,10.13775,17.69882
"42","2020_Q3",112.13546875,"Up",1317060000,-470386000,846674000,-490198000,-141775000,-134052000,356476000,-48959000,-48651000,-308000,307517000,295061000,-27365000,267696000,267696000,267696000,267696000,784937000,784937000,588244000,588244000,590268000,87844000,87844000,2051293000,1189332000,3878132000,-2688800000,76025000,18034288000,3928902000,12253670000,1553902000,297814000,19299645000,21350938000,1133057000,194211000,151691000,787155000,1582002000,5142223000,3035855000,2000644000,1035211000,8178078000,9760080000,4922418000,61405000,4861013000,6945442000,-277002000,11590858000,11590858000,21350938000,267696000,203312000,15961000,-57928000,429041000,-60161000,-60161000,-60161000,-1391000,-61552000,-228600000,-98800000,-3956000,-235710000,131779000,131779000,-1250000,130529000,559788000,5591168000,469064000,0.64285,0.27066,0.20325,0.0231,0.01254,1.75223,1.29664,0.84205,0.26187,0.72701,0.72096,3.57686,31.47833,1.27388,0.62083,6,0.02455,0.0232,0.85395,8.58581,13.48262
"43","2020_Q4",127.6671875,"Up",1456136000,-483558000,972578000,-521624000,-153753000,-260794000,450954000,-46095000,-45410000,-685000,404859000,373029000,-10364000,362665000,362665000,362665000,362665000,1090264000,1090264000,681728000,681728000,612646000,100599000,100599000,2485237000,1134236000,3852864000,-2718628000,82953000,17897142000,3796932000,12273799000,1522772000,303639000,19114331000,21599568000,1238452000,215894000,149376000,873182000,1687776000,5143653000,2990579000,1961009000,1029570000,8134232000,9822008000,4971180000,61529000,4909651000,7079309000,-272929000,11777560000,11777560000,21599568000,362665000,201463000,34022000,-40950000,557200000,-20804000,-20804000,-20804000,70000,-33497000,-228798000,9202000,436000,-219160000,304543000,304543000,784000,305327000,652417000,5592977000,601027000,0.66792,0.30969,0.24906,0.03079,0.01679,1.65725,1.47249,0.83396,0.25894,0.98338,0.9749,3.94838,31.93542,1.62971,0.6204,6,0.02905,0.02952,0.63088,6.90159,9.98486
"44","2021_Q1",148.679016393443,"Up",1526295000,-503211000,1023084000,-553361000,-165115000,-280239000,469723000,-44362000,-48066000,3704000,425361000,417310000,-30784000,386526000,386526000,386526000,386526000,1055860000,1055860000,737536000,737536000,608260000,116032000,116032000,2517688000,1120561000,3885656000,-2765095000,86729000,17743625000,3650280000,12278425000,1503064000,311856000,18950915000,21468603000,1364986000,227273000,182080000,955633000,1364986000,5145102000,2960570000,1919595000,1040975000,8105672000,9470658000,5011168000,61582000,4949586000,7236238000,-249461000,11997945000,11997945000,21468603000,386526000,202216000,-307284000,376309000,657767000,-29888000,-29888000,-29888000,1214000,-15911000,-229597000,3431000,0,-676166000,-34310000,-34310000,-94000.0000000005,-34403999.9999999,671939000,5145102000,1049144000,0.67031,0.30775,0.25324,0.03222,0.018,2.71429,1.84448,0.78936,0.23966,1.0467,1.03815,4.13315,32.49001,2.84105,0.62174,9,0.03065,0.05219,0.594,6.08573,8.70565
"45","2021_Q2",155.59746031746,"Up",1558458000,-513087000,1045371000,-581073000,-185275000,-288150000,464298000,-27242000,-42270000,15028000,437056000,436618000,-48099000,388519000,388519000,388519000,388519000,1048063000,1048063000,826964000,826964000,618640000,131074000,131074000,2624741000,1129214000,3944944000,-2815730000,91720000,17594435000,3535475000,12282751000,1466489000,309720000,18815369000,21440110000,1277537000,227423000,148191000,901923000,1676757000,4747347000,2928260000,1862068000,1066192000,7675607000,9352364000,4910669000,61484000,4849185000,7395578000,-218501000,12087746000,12087746000,21440110000,388519000,201353000,-5190000,-156741000,427941000,-67388000,-67388000,-67388000,-7683000,-75071000,-229179000,-137137000,2493000,-363823000,-10953000,-10953000,3156000,-7797000,665651000,5146567000,489621000,0.67077,0.29792,0.2493,0.03214,0.01812,1.26022,1.56537,0.77371,0.24004,1.05232,1.04131,4.22114,32.74011,1.32616,0.62074,8,0.03064,0.02428,0.58988,6.15714,8.82731
"46","2021_Q3",163.61484375,"Up",1661407000,-524770000,1136637000,-616636000,-206612000,-302238000,520001000,-43705000,-42776000,-929000,476296000,475985000,-53080000,422905000,422905000,422905000,422905000,1305216000,1305216000,814135000,814135000,641202000,142247000,142247000,2902800000,1160586000,4014415000,-2853829000,94033000,17430798000,3393546000,12282465000,1448018000,306769000,18685417000,21588217000,1452378000,279222000,171181000,1001975000,2776829000,3823595000,2820689000,1833520000,987169000,6644284000,9421113000,4785965000,61472000,4724493000,7564054000,-182915000,12167104000,12167104000,21588217000,422905000,198167000,29811999.9999999,85478000,736362000,-59170000,-59170000,-59170000,-1527000,-60697000,-254429000,-165062000,-94000,-419585000,256080000,256080000,1073000,257153000,718168000,5148046000,797556000,0.68414,0.31299,0.25455,0.03476,0.01959,1.8859,1.04537,0.77431,0.23847,1.14663,1.13557,4.50462,32.98901,2.16244,0.68984,7,0.03364,0.03961,0.60162,5.35088,7.39004
"47","2021_Q4",173.48484375,"Up",1758853000,-537669000,1221184000,-620476000,-206076000,-306617000,600708000,-37368000,-44359000,6991000,563340000,572278000,-68967000,503311000,503311000,503311000,503311000,1480701000,1480701000,823163000,823163000,657520000,129071000,129071000,3090455000,1173674000,4030205000,-2856531000,105562000,17271499000,3248802000,12278898000,1425293000,318506000,18550735000,21641190000,1468665000,265933000,233055000,969677000,2793342000,3824819000,2759066000,1776308000,982758000,6583885000,9377227000,4676047000,61370000,4614677000,7812859000,-224943000,12263963000,12263963000,21641190000,503311000,196151000,9816000,-79236000,630042000,-86341000,-86341000,-86341000,38829000,-47512000,-254506000,-151605000,-447000,-406558000,175972000,175972000,-487000,175485000,796859000,5149496000,700249000,0.69431,0.34153,0.28616,0.04104,0.02326,1.39128,1.10636,0.76462,0.23795,1.36394,1.35022,4.76637,33.2345,1.89763,0.68969,7,0.03757,0.03471,0.50566,4.60407,6.10745
"48","2022_Q1",159.33064516129,"Down",2339568000,-1217748000,1121820000,-930170000,-317455000,-399121000,191650000,-40022000,-54200000,14178000,151628000,-156167000,231854000,75687000.0000001,75687000.0000001,75687000.0000001,75687000.0000001,1977964000,1977964000,1459056000,1459056000,1200610000,740687000,740687000,5378317000,1979051000,3924686099.42929,-2800385559.22555,127856000,44836847000,15267170000,26918470000,2267269000,383938000,46943754000,52322071000,2253649000,443434000,332685000,1477530000,2770312000,6253212000,5306005000,3938830000,1367175000,11559217000,14329529000,30661791000,73334960.3268552,16429546142.0306,7517316000,-186565000,37992542000,37992542000,52322071000,75687000.0000001,810046000,49198000,42444000,977375000,-130777000,-130777000,-130777000,-29619000,2290154000,-371230000,-2588235000,-3749873000,-2769698000,497831000,497831000,-568000,497263000,1001696000,6769875000,681509000,0.4795,0.08192,0.03235,0.00199,0.00145,9.00431,1.94141,0.37717,0.12939,0.20541,0.20354,6.34931,103.10724,1.84953,1.00747,6,0.00893,0.01361,4.90481,4.7838,25.00345
"49","2022_Q2",155.514032258065,"Down",2684293000,-1282296000,1401997000,-977512000,-297365000,-426780000,424485000,-41202000,-51746000,10544000,383283000,323555000,-43478000,280077000,280077000,280077000,280077000,1790399000,1790399000,1636928000,1636928000,972571000,236797000,236797000,4636695000,2037290000,3633994298.28787,-2662531677.67666,161720672.718133,44541629000,14762722000,26940594000,2317301000,521012000,46578919000,51215614000,2221906000,436227000,400420000,1385259000,2221906000,6253575000,5312821000,3952185000,1360636000,11566396000,13788302000,30181182000,87221000,30093961000,7434748000,-188618000,37427312000,37427312000,51215614000,280077000,569810000,321936000,-315410000,856413000,-111133000,-166326419.426702,-166326419.426702,7824000,-103309000,-362645000,-67548000,-507075000,-937268000,-184164000,-184164000,-3401000,-187565000,994295000,6253575000,611230000,0.5223,0.15814,0.10434,0.00748,0.00547,2.18236,2.08681,0.3684,0.1221,0.7601,0.7532,7.28485,101.57327,1.65881,0.98418,7,0.01312,0.01248,1.2948,4.48878,10.51433
"50","2022_Q3",156.91875,"Up",2972064000,-1027544000,1944520000,-979685000,-305308000,-420901000,964835000,-38916000,-48985000,10069000,925919000,879245000,-95972000,783273000,783273000,783273000,783273000,1737733000,1737733000,1608254000,1608254000,1075297000,212905000,212905000,4634189000,2094148000,3094265596.57574,-2420108355.35331,208705018.154399,44072315000,14258728000,26923756000,2325317000,564514000,46166463000,50800652000,2326212000,451443000,337362000,1537407000,2326212000,6253215000,5121443000,3873084000,1248359000,11374658000,13700870000,29486920000,86636000,29400284000,7820477000,-207615000,37099782000,37099782000,50800652000,783273000,576106000,-53518999.9999999,-84053000,1221807000,-118779000,-174865258.280107,-174865258.280107,5186000,-113593000,-397544000,-765258000,14616000,-1148186000,-39972000,-39972000,-12694000,-52665999.9999999,1540941000,6253215000,1434081000,0.65427,0.32463,0.26355,0.02111,0.01542,1.83088,1.99216,0.3693,0.12309,1.49112,1.47748,5.65794,70.6271,2.73007,0.75681,6,0.02436,0.02958,0.50754,2.93034,4.68006
