"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",39.5639682539683,"Down",247423000,-97248000,150175000,-90701000,-7458000,-83243000,59474000,-29508000,12813000,29966000,-477000,29489000,-437000,29052000,29052000,-2414000,26638000,26638000,87133000,87133000,116089000,116089000,584129000,584129000,787351000,7198283000,7198283000,8894855000,9682206000,379239000,56596000,322643000,3991385000,154778000,154778000,4525402000,996129000,996129000,5521531000,4523361000,1416000,4521945000,-663805000,3859556000,301119000,4160675000,9682206000,29052000,84665000,-8881000.00000001,-17313000,87523000,-40008000,23617000,-16390999.9999999,-109325000,84508000,-2984000,-76005000,-4873000,-4873000,-4873000,144139000,4987514000,87255000,0.60696,0.24037,0.10766,0.0064,0.00275,3.27558,0.17398,1.32708,0.51512,0.188,0.18795,1.74617,27.23848,0.61579,0.77155,0.01486,0.00954,4.1041,33.99761,82.39535
"31","2017_Q4",43.7701587301587,"Up",242451000,-97644000,144807000,-88434000,-5287000,-83147000,56373000,-22422000,20843000,33951000,-11854000,22097000,-2869000,19228000,19228000,-1730000,17498000,17498000,71088000,71088000,111153000,111153000,571415000,571415000,753656000,7164649000,7164649000,8853255000,9606911000,371699000,69617000,302082000,4083674000,147687000,147687000,4603060000,966757000,966757000,5569817000,4505079000,1409000,4503670000,-758758000,3746321000,290773000,4037094000,9606911000,19228000,84577000,-3388000,9206000,109623000,-46990000,20906000,-26084000,-108787000,64980000,-15657000,-99152000,-15613000,-15613000,-15613000,140950000,5050431000,106035000,0.59726,0.23251,0.07217,0.00433,0.00182,6.05984,0.16373,1.37966,0.52571,0.12384,0.12383,1.71587,26.51343,0.75043,0.76991,0.0139,0.01167,6.21711,35.32702,88.32851
"32","2018_Q1",44.0731147540984,"Up",256743000,-96005000,160738000,-9.3e+07,-7032000,-85968000,67738000,-18594000,26295000,49144000,5212000,54356000,-15772000,38584000,38584000,-5833000,32751000,32751000,91038000,91038000,112653000,112653000,583419000,583419000,787110000,7109230000,7109230000,8818752000,9605862000,384113000,58412000,325701000,4238080000,83486000,83486000,4705679000,932184000,932184000,5637863000,4511899000,1410000,4510489000,-830279000,3681578000,286421000,3967999000,9605862000,38584000,87482000,-11253000,-28274000,86539000,9856000,4441000.00000001,14297000,-115106000,124711000,-90042000,-79555000,21281000,21281000,21281000,155220000,5170264000,152574000,0.62607,0.26384,0.12756,0.00825,0.00341,4.65861,0.16727,1.42083,0.53824,0.23241,0.23234,1.82193,26.12568,1.08271,0.81683,0.01618,0.0167,3.51458,32.72275,74.98341
"33","2018_Q2",41.59296875,"Down",236734000,-112833000,123901000,-87956000,-8019000,-79937000,35945000,-35763000,16872000,182000,-37512000,-37330000,2949000,-34381000,-34381000,808000,-33573000,-33573000,118175000,118175000,94081000,94081000,676115000,533504000,888371000,6908416000,6908416000,8268902000,9157273000,352877000,67430000,285447000,4246247000,491970000,491970000,5091094000,657594000,657594000,5748688000,4551159000,1411000,4549748000,-1393418000,3157760000,250825000,3408585000,9157273000,-34381000,81524000,31819000,16006000,94968000,-52760000,364161000,311401000,-113782000,-267643000,-197000,-381622000,24747000,24747000,24747000,117469000,4903841000,77766000,0.52338,0.15184,-0.14182,-0.00985,-0.00367,-2.31633,0.1745,1.68653,0.53551,-0.23807,-0.23802,1.67868,22.39165,0.55144,0.80683,0.00965,0.00936,-3.38909,40.73982,133.13857
"34","2018_Q3",42.7288888888889,"Up",234545000,-89038000,145507000,-103193000,-4956000,-78868000,42314000,-23246000,15669000,19068000,-9518000,9550000,-683999.999999998,8866000,8866000,-1050000,7816000,7816000,92452000,92452000,92143000,92143000,680420000,537093000,865015000,6868844000,6868844000,8250202000,9115217000,350605000,57880000,292725000,4235097000,481539000,481539000,5067241000,732801000,732801000,5800042000,4560285000,1412000,4558873000,-1489742000,3070510000,244665000,3315175000,9115217000,8866000,80894000,-9286999.99999999,-10591000,69882000,-36450000,-8815999.99999994,-45265999.9999999,-112963000,62304999.9999999,-104000,-49956000,-25340000,-25340000,-25340000,123208000,4967898000,76851000,0.62038,0.18041,0.03332,0.00236,0.00086,9.83252,0.17071,1.74954,0.54501,0.05538,0.05538,1.66183,21.75553,0.54451,0.80038,0.01458,0.00928,14.45279,39.57086,115.22064
"35","2018_Q4",37.2044444444444,"Down",242198000,-93627000,148571000,-87242000,-5439000,-81803000,61329000,-26138000,18789000,35191000,46516000,81707000,-466000,81241000,81241000,-7213000,74028000,74028000,93479000,93479000,105299000,105299000,525740000,525740000,724518000,6821038000,6821038000,8286212000,9010730000,350088000,61308000,288780000,4084861000,499730000,499730000,4934679000,788122000,788122000,5722801000,4564515000,1412000,4563103000,-1520209000,3044448000,243481000,3287929000,9010730000,81241000,83620000,-68451000,-14099000,82311000,6056000,-16032000,-9976000,-112698000,42628000,-677000,-70747000,1588000,1588000,1588000,144949000,4872983000,137372000,0.61343,0.25322,0.30565,0.02252,0.00822,1.85568,0.14682,1.74055,0.5408,0.52429,0.52429,1.71533,21.56186,0.97292,0.79817,0.02288,0.01683,1.52237,32.97369,77.9322
"36","2019_Q1",33.7473770491803,"Down",246874000,-73882000,172992000,-84829000,-5746000,-86828000,88163000,-26042000,20443000,62121000,-50680000,11441000,1805000,13246000,13246000,-1497000,11749000,11749000,102711000,102711000,123492000,123492000,522174000,522174000,748377000,6785776000,6785776000,8278431000,9026808000,362443000,59392000,303051000,4073916000,493473000,493473000,4929832000,908544000,908544000,5838376000,4569055000,1412000,4567643000,-1614357000,2950232000,238200000,3188432000,9026808000,13246000,88644000,6500999.99999997,-11241000,97150000,-68201000,-11635000,-79836000,-114191000,101354000,1530000,-12113000,5201000,5201000,5201000,176807000,4982460000,95560000,0.70073,0.35712,0.04759,0.00368,0.0013,8.13346,0.15181,1.83111,0.55196,0.0832,0.08321,1.74826,20.89237,0.67672,0.80866,0.01541,0.0117,9.71921,27.5993,55.34917
"37","2019_Q2",30.5915873015873,"Down",226522000,-88618000,137904000,-95934000,-6961000,-81468000,41970000,-26114000,12243000,15856000,-6666999.99999999,9189000,-346000,8843000,8843000,-1019000,7824000,7824000,111022000,111022000,104738000,104738000,521883000,521883000,737643000,6737198000,6737198000,8265278000,9002921000,303673000,59024000,244649000,4162072000,602959000,602959000,5068704000,848948000,848948000,5917652000,4576013000,1413000,4574600000,-1714789000,2854713000,230556000,3085269000,9002921000,8843000,83233000,-14916000,21680000,98840000,-36068000,34846000,-1222000,-114396000,27642000,-6090000,-92844000,4774000,4774000,4774000,125203000,5011020000,111161000,0.60879,0.18528,0.03454,0.00254,0.000869999999999999,14.20769,0.14553,1.91803,0.5566,0.05539,0.05539,1.60356,20.20864,0.78691,0.80981,0.0151,0.01373,14.62117,39.13643,116.75001
"38","2019_Q3",25.058125,"Down",227972000,-79784000,148188000,-94651000,-4589000,-82385000,53537000,-29852000,7257000,23685000,-9059000,14626000,-679000,13947000,13947000,1787000,15734000,15734000,104880000,104880000,124051000,124051000,507852000,507852000,736783000,6689545000,6689545000,8207316000,8944099000,306115000,52894000,253221000,4305028000,554230000,554230000,5165373000,809356000,809356000,5974729000,4580033000,1413000,4578620000,-1805097000,2764144000,205226000,2969370000,8944099000,13947000,84138000,-15545000,-16302000,66238000,-37220000,15555000,-21665000,-130157000,76264000,3673000,-50220000,-5647000,-5647000,-5647000,137675000,5114384000,84832000,0.65003,0.23484,0.06902,0.0053,0.00176,5.39164,0.14264,2.01212,0.57182,0.11132,0.11132,1.61289,19.55615,0.60018,0.92085,0.01805,0.01049,8.27234,36.38645,93.57088
"39","2019_Q4",22.43953125,"Down",231127000,-84842000,146285000,-95234000,-5285000,-82787000,51051000,-217000,14582000,50834000,-131000,50703000,-678000,50025000,50025000,-3654000,46371000,46371000,98309000,98309000,129729000,129729000,447041000,447041000,675079000,6664106000,6664106000,8100894000,8775973000,315230000,61348000,253882000,4294633000,508572000,508572000,5118435000,749769000,749769000,5868204000,4582964000,1413000,4581551000,-1864807000,2707211000,200558000,2907769000,8775973000,50025000,84575000,-52815000,25114000,106899000,-51486000,90948000,39462000,-114823000,-71490000,-1208000,-187521000,-41160000,-41160000,-41160000,135626000,5044402000,109932000,0.63292,0.22088,0.20063,0.01595,0.00528,2.37071,0.13189,2.01811,0.5748,0.32801,0.32801,1.63492,19.14996,0.77762,0.81222,0.02027,0.01382,2.47618,36.46862,96.88533
"40","2020_Q1",16.6190322580645,"Down",241841000,-18303000,223538000,-364718000,-35410000,-84086000,-141180000,104691000,14426000,-36489000,66114000,29625000,114000,29739000,29739000,-2848000,26891000,26891000,100005000,100005000,144035000,144035000,446321000,446321000,690361000,6643513000,6643513000,8163210000,8853571000,316622000,51027000,265595000,4392599000,222103000,222103000,4931324000,817377000,1091277000,6022601000,4585325000,1414000,4583911000,-1944012000,2632262000,198708000,2830970000,8853571000,29739000,85721000,-22313000,-9967000,83180000,-57611000,-70990000,-128601000,-115158000,167078000,-1070000,52369000,6948000,6948000,6948000,-55459000,5209976000,-123151000,0.92432,-0.58377,0.11119,0.0095,0.00304,-4.57964,0.14,2.1274,0.58846,0.1902,0.1902,1.71051,18.61769,-0.87103,0.8145,0.01708,-0.01481,4.2824,-92.13962,-36.19472
"41","2020_Q2",6.69349206349206,"Down",226952000,-86949000,140003000,-96459000,-14246000,-82213000,43544000,1624000,9698000,45168000,-36703000,8465000,266000,8731000,8731000,-1209000,7522000,7522000,652354000,652354000,133589000,133589000,414804000,414804000,1200747000,6558075000,6558075000,8098901000,9299648000,264031000,66991000,197040000,4384680000,448571000,448571000,5097282000,1478006000,1478006000,6575288000,4592125000,1416000,4590709000,-2042688000,2533991000,190369000,2724360000,9299648000,8731000,83827000,-16980000,-25878000,49700000,-28251000,-13158000,-41409000,-114672000,655149000,123000,540600000,548891000,548891000,548891000,127371000,5862686000,72976000,0.61688,0.19186,0.03314,0.00276,0.00081,9.70168,0.23557,2.41352,0.63042,0.05318,0.05318,1.60462,17.91604,0.51596,0.81076,0.01423,0.0085,15.24488,40.90674,119.65672
"42","2020_Q3",6.87234375,"Up",178587000,-73575000,105012000,-200347000,-14895000,-80294000,-95335000,-6098999.99999999,-14173000,-101434000,73183000,-28251000,1524000,-26727000,-26727000,1611000,-25116000,-25116000,497581000,497581000,237595000,237595000,422775000,422775000,1157951000,6501519000,6501519000,8070397000,9228348000,272258000,58672000,213586000,4377787000,411109000,411109000,5061154000,1478635000,1478635000,6539789000,4598180000,1496000,4596684000,-2082082000,2502397000,186162000,2688559000,9228348000,-26727000,81924000,16016000,-136295000,-65082000,-22985000,-44697000,-67682000,-15865000,-7460999.99999988,647000,-22679000,-155443000,-155443000,-155443000,-13411000.0000001,5856422000,-174215000,0.58802,-0.53383,-0.14064,-0.00934,-0.00272,6.93642,0.22879,2.43245,0.63461,-0.17429,-0.17429,1.23932,17.36558,-1.20898,0.1101,-0.00108,-0.02039,-0.631670000000003,-399.58549,-56.21064
"43","2020_Q4",8.1453125,"Up",185844000,-32014000,153830000,-190121000,-13133000,-78605000,-36291000,-12513000,-12513000,-48804000,27288000,-21516000,-1106000,-22622000,-22622000,431000,-22191000,-22191000,528431000,528431000,234934000,234934000,411788000,411788000,1175153000,6438248000,6438248000,8008135000,9183288000,292590000,71939000,220651000,4373710000,390902000,390902000,5057202000,1477549000,1477549000,6534751000,4601966000,1496000,4600470000,-2126749000,2464328000,184209000,2648537000,9183288000,-22622000,80749000,-5115000,27497000,80509000,3125000,-16832000,-13707000,-24650000,-5937000,-2930000,-32665000,34137000,34137000,34137000,44458000,5851259000,76186000,0.82774,-0.19528,-0.11941,-0.00838,-0.00242,-3.43319,0.23237,2.46731,0.63716,-0.14826,-0.14826,1.24165,16.46453,0.50901,0.16469,0.00029,0.00896000000000001,-1.11081,119.72711,-146.67074
"44","2021_Q1",12.1406557377049,"Up",194643000,-64674000,129969000,-164629000,-13256000,-78507000,-34660000,-10050000,-10050000,-44710000,-159897000,-204607000,-237000,-204844000,-204844000,14426000,-190418000,-190418000,465297000,465297000,239194000,239194000,135717000,135717000,840208000,6694579000,6694579000,8343797000,9184005000,367419000,68825000,298594000,4560810000,198597000,198597000,5126826000,1477540000,1611919000,6738745000,4604876000,1498000,4603378000,-2339619000,2257049000,188211000,2445260000,9184005000,-204844000,79558000,158171000,26825000,59710000,-3296999.99999999,-82564000,-80050000,-24675000,-13142000,-1664000,-38802000,-59141999.9999999,-59141999.9999999,-59141999.9999999,44898000,6038350000,68663000,0.66773,-0.17807,-0.97829,-0.07787,-0.02073,-0.36059,0.16388,2.75584,0.65749,-1.27187,-1.27187,1.30009,15.07564,0.45862,0.16481,-0.01923,0.00797,-0.12958,124.12698,-160.79207
"45","2021_Q2",13.8009523809524,"Up",190424000,-76155000,114269000,-159069000,-13253000,-78396000,-44800000,1910000,1910000,-42890000,-22602000,-65492000,-2238000,-67730000,-67730000,4126000,-63604000,-63604000,1083813000,1083813000,227829000,227829000,366276000,366276000,1795306000,6517852000,6517852000,7874278000,9669584000,317345000,59316000,258029000,6013301000,208118000,208118000,6538764000,1081708529.60882,133515000,6672279000,5265965000,1971000,5263994000,-2426555000,2833896000,163409000,2997305000,9669584000,-67730000,80812000,23027000,16110000,52219000,76862000,-3123000,73739000,-26670000,-24538000,-3348000,542451000,668409000,668409000,668409000,36012000,6013301000,131222000,0.60008,-0.23526,-0.33401,-0.02122,-0.00657999999999999,-2.06311,0.27456,2.22609,0.62188,-0.40108,-0.40108,1.20081,17.87045,0.82748,0.16818,-0.00404,0.01435,-0.41931,136.88459,-110.03321
"46","2021_Q3",15.750625,"Up",215473000,-67655000,147818000,-157927000,-13316000,-77630000,-10109000,20035000,20035000,9926000,-6881000,3045000,-7107000,-4062000.00000003,-4062000.00000003,-7703000,-11765000,-11765000,194028000,194028000,186254000,186254000,345073000,345073000,840276000,6432877000,6432877000,7803176000,8643452000,288325000,51514000,236811000,4885128000,210977000,210977000,5384430000,501292791.85695,132076000,5516506000,5440605000,2112000,5438493000,-2469336000,2968494000,158452000,3126946000,8643452000,-4062000.00000003,81791000,-22484000,5563000,60808000,21464000,9738000.00000001,31202000,-41872000,-1114136000,-18757000,-979752000,-887742000,-887742000,-887742000,71682000,4885128000,105816000,0.68602,-0.04692,-0.0546000000000001,-0.00376,-0.00136,-8.99414,0.15606,1.76418,0.56518,-0.07419,-0.07419,1.35877,18.71922,0.66727,0.26404,0.0037,0.01299,-3.55903,65.44321,-464.05183
"47","2021_Q4",17.54109375,"Up",212137000,-85297000,126840000,-137308000,-13799000,-75465000,-10468000,-1733000,-1733000,-12201000,125267000,113066000,-107000,112959000,112959000,-6257000,106702000,106702000,117596000,117596000,175290000,175290000,168582000,168582000,461468000,6330391000,6330391000,7950758000,8412226000,295853000,58461000,237392000,4432587000,212973000,212973000,4941413000,114252000,236022000,5177435000,5469368000,2133000,5467235000,-2394634000,3074734000,160057000,3234791000,8412226000,112959000,78847000,-119042000,25842000,98606000,143998000,7185000,151183000,-35972000,-341842000,-640000,-340005000,-90216000,-90216000,-90216000,68379000,4546839000,238326000,0.59792,-0.04935,0.50299,0.03299,0.01268,2.23357,0.09339,1.60055,0.5405,0.50045,0.50045,0.99495,14.42088,1.11778,0.16871,0.01805,0.03015,0.33713,64.7749,-423.12218
"48","2022_Q1",15.1156451612903,"Down",229403000,-65909000,163494000,-169146000,-14526000,-79638000,-5652000,-4523000,-4523000,-10175000,-17333000,-27508000,2504000,-25004000,-25004000,7934000,-17070000,-17070000,112454000,112454000,211361000,211361000,165155000,165155000,488970000,6284206000,6284206000,7856685000,8345655000,313507000,59228000,254279000,4423554000,208646000,208646000,4945707000,104811000,223799000,5169506000,5490587000,2125877.17749771,5465263406.91318,-2443696000,3046867000,129282000,3176149000,8345655000,-25004000,82953000,19875000,-3089000,74735000,-13017000,-8139000,-21156000,-38933000,-21728000,-177000.000000002,-59717999.9999999,-6139000,-6139000,-6139000,77301000,4528365000,58691000,0.71269,-0.02464,-0.07441,-0.00537,-0.00205,-3.43825,0.09887,1.6276,0.5426,-0.0800600000000001,-0.0800600000000001,1.07593,14.29018,0.27527,0.1826,0.00279,0.0075,-2.28079,57.12618,-781.3006
"49","2022_Q2",11.5137096774194,"Down",216144000,-72920000,143224000,-148133000,-14473000,-72856000,-4909000,-29097000,-29097000,-34006000,-1549000.00000003,-35555000,-1799000,-37354000,-37354000,172000,-37182000,-37182000,128244000,128244000,159653000,159653000,187480000,187480000,475377000,6223984000,6223984000,7734303000,8209680000,274946000,58011000,216935000,4414557000,231754000,231754000,4921257000,63388000,184919000,5106176000,5495810000,2148000,5493662000,-2513179000,2982638000,120866000,3103504000,8209680000,-37354000,75673000,34011000,-6886000,65444000,5686000,41268000,46954000,-41314000,-53808000,-6508834.94272849,-95192000,17206000,17206000,17206000,70764000,4477945000,71363000,0.66263,-0.02271,-0.17202,-0.01198,-0.00453,-1.91929,0.0966,1.64529,0.54545,-0.1731,-0.1731,1.00627,13.88584,0.33223,0.19234,0.000540000000000001,0.00926,-1.11113,61.46771,-886.06661
"50","2022_Q3",9.38140625,"Down",204091000,-69728000,134363000,-149089000,-14589000,-72458000,-14726000,6353000.00000001,6353000,-8373000,-9984000,-18357000,670000,-17687000,-17687000,2303000,-15384000,-15384000,106384000,106384000,162310000,162310000,181221000,181221000,449915000,6175685000,6175685000,7664471000,8114386000,268340000,53889000,214451000,4361131000,5724886000,5724886000,10354357000,74964000,205887000,10560244000,5479536541.47665,2282618.46750687,5653984279.26045,-2560793000,-2560777000,114919000,-2445858000,8114386000,-17687000,75086000,4610000,-12031000,49978000,-13625000,17788000,4163000,-35399000,-43135000,-2250000,-79874000,-25733000,-25733000,-25733000,60360000,4436095000,34034000,0.65835,-0.07215,-0.07538,0.00629,-0.0019,-2.2123,0.04345,-4.3176,0.5467,-0.07156,-0.06879,0.9493,-11.91114,0.15831,0.16465,0.00944,0.01604,-2.30103,71.73146,-294.01813
