"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",58.5495081967213,"Up",826494000,-683628000,142866000,-119154000,-29021000,-3063000,-25958000,-4827000,-85306000,23712000,362000,362000,-893000,24074000,24074000,-8520000,15554000,15554000,15554000,-284000,15270000,356220000,354260000,1960000,333981000,333981000,88734000,78910000,778935000,95659000,189101000,12762000,172056000,284760000,1063695000,724729000,6447000,718282000,724729000,168245000,168245000,272645000,997374000,25892000,-256363000,296797000,66321000,66321000,1063695000,15554000,4827000,11957000,112470000,144808000,-35000,-6576000,-47937000,-11563000,-11563000,377000,-59123000,79109000,79109000,79109000,28539000,104400000,0.17286,0.02869,0.01848,0.23024,0.01436,1.07479,15.03859,0.09815,0.373,0.373,20.18892,1.62004,1.17097,0.18647,3.13929,-8.82371,-10.61994
"33","2018_Q2",78.96125,"Up",1014372000,-814652000,199720000,-135017000,-33417000,-3565000,-29852000,-5213000,-96387000,64703000,386000,386000,-1070000,65089000,65089000,-15098000,49991000,49991000,49991000,-585000,49406000,356569000,354641000,1928000,336548000,336548000,107896000,105201000,801013000,97060000,193394000,12741000,180653000,290454000,1091467000,709629000,5517000,704112000,709629000,174606000,171773000,279006000,988635000,23203000,-257898000,337527000,102832000,102832000,1091467000,49991000,5213000,10251000,-35261000,30194000,13000,-6572000,-8402000,-8565000,-8565000,351000,-16616000,7006000,7006000,7006000,69916000,104400000,0.19689,0.06379,0.04871,0.48045,0.04527,1.12878,9.61408,0.09565,1.19848,1.18431,24.60635,2.49447,0.20381,0.15139,0.17006,-3.60674,-3.89733
"34","2018_Q3",99.9846031746032,"Up",922295000,-767751000,154544000,-120963000,-34004000,-6585000,-27419000,-5480000,-81479000,33581000,699000,699000,-1108000,34280000,34280000,-9720000,24560000,24560000,24560000,-479000,24081000,315918000,308711000,7207000,351754000,351754000,82115000,82115000,749787000,99028000,202253000,12732000,184983000,301281000,1051068000,654791000,4123000,643684000,654791000,174017000,174017000,278417000,933208000,27918000,-263764000,353706000,117860000,117860000,1051068000,24560000,5480000,-1619000,-41326000,-12905000,-10737000,-12738000,-8384000,-7662000,-7662000,759000,-15287000,-40930000,-40930000,-40930000,39061000,104400000,0.16756,0.03641,0.02611,0.20432,0.02291,1.14508,7.91794,0.09933,0.58198,0.5798,22.2895,2.84837,0.20262,0.08193,0.348160000000001,-5.41507,-6.29874
"35","2018_Q4",95.7914285714286,"Down",925126000,-759072000,166054000,-117921000,-29140000,-3846000,-25294000,-5642000,-83139000,48133000,854000,854000,-1174000,48987000,48987000,-12780000,36207000,36207000,36207000,-482000,35725000,365875000,328299000,37576000,400001000,400001000,80286000,80286000,846162000,100681000,189834000,12729000,172231000,290515000,1136677000,697258000,5316000,691881000,697258000,183099000,183099000,287499000,984757000,32602000,-262187000,381505000,151920000,151920000,1136677000,36207000,5642000,5433000,5758000,53040000,-41380000,-38014000,-8384000,-9000,-9000,503000,-7890000,7136000,7136000,7136000,53775000,104400000,0.17949,0.05203,0.03862,0.23516,0.03143,1.21356,6.48208,0.09185,0.86436,0.86018,22.38334,3.67569,0.20285,0.10038,0.23468,-4.86239,-5.43234
"36","2019_Q1",105.380655737705,"Up",966756000,-805165000,161591000,-128972000,-33061000,-4558000,-28503000,-6507000,-89404000,32619000,1385000,1385000,-1316000,34004000,34004000,-9349000,24655000,24655000,24655000,-329000,24326000,387554000,326773000,60781000,400623000,400623000,78359000,78359000,866536000,117213000,208067000,12726000,186525000,325280000,1191816000,772332000,10622000,761710000,772332000,197408000,197408000,341808000,1114140000,37307000,-357569000,397947000,77676000,77676000,1191816000,24655000,6507000,1964000,81025000,114151000,-23158000,-36816000,-8238000,-97091000,-97091000,644000,-64685000,12650000,12650000,12650000,39126000,144400000,0.16715,0.03374,0.02516,0.31317,0.02041,1.12197,14.34343,0.12116,0.59426,0.59426,23.61686,1.89754,0.20125,0.07763,0.33865,-6.21464,-7.45437
"37","2019_Q2",111.571587301587,"Up",1153010000,-926293000,226717000,-141256000,-38193000,-5031000,-33162000,-6691000,-96372000,85461000,1564000,1564000,-1681000,87025000,87025000,-10736000,76289000,76289000,76289000,-1031000,75258000,452535000,398936000,53599000,421297000,421297000,106249000,106249000,980081000,116131000,254766000,12723000,241898000,370897000,1350978000,850389000,7854000,842535000,850389000,236995000,186624000,381395000,1231784000,34388000,-376097000,460903000,119194000,119194000,1350978000,76289000,6691000,14711000,20006000,117697000,1822000,1713000,-12386000,-29037000,-29037000,1085000,-40338000,79072000,79072000,79072000,92152000,144400000,0.19663,0.07412,0.06527,0.63139,0.05571,1.15251,10.33428,0.10689,1.85786,1.85137,28.46376,2.94248,0.30577,0.17508,0.16458,-3.34377,-3.60556
"38","2019_Q3",100.80171875,"Down",1043316000,-869581000,173735000,-135015000,-37414000,-7548000,-29866000,-6908000,-90693000,38720000,1163000,1163000,-1639000,39883000,39883000,-11327000,28556000,28556000,28556000,-152000,28404000,386055000,324926000,61129000,424135000,424135000,108987000,97531000,919177000,120828000,276990000,12720000,263714000,397818000,1316995000,769848000,6548000,763300000,769848000,242858000,188241000,412258000,1182106000,41564000,-383830000,477155000,134889000,134889000,1316995000,28556000,6908000,7845000,-88578000,-45269000,-7321000,-18920000,-12354000,-9759000,-9759000,2678000,5565000,-58624000,-58624000,-58624000,45628000,169400000,0.16652,0.03711,0.02722,0.21057,0.02157,1.19397,8.76355,0.12863,0.69665,0.6943,25.58903,3.30837,0.303,0.07449,0.43494,-4.74829,-5.59543
"39","2019_Q4",81.0265625,"Down",1043388000,-872842000,170546000,-135813000,-34668000,-4895000,-29773000,-7330000,-93815000,34733000,452000,452000,-2122000,35185000,35185000,-9326000,25859000,25859000,25859000,-363000,25496000,304319000,243439000,60880000,483890000,483890000,105534000,93850000,893743000,134956000,263423000,12717000,250549000,398379000,1292122000,761212000,5373000,755839000,761212000,250522000,190390000,489922000,1251134000,46956000,-496917000,490949000,40988000,40988000,1292122000,25859000,7330000,6916000,-65457000,-25352000,70000,-18391000,-12037000,-114872000,-114872000,3452000,-53457000,-97200000,-97200000,-97200000,42063000,239400000,0.16345,0.03329,0.02444,0.62204,0.01973,1.17411,30.5244,0.18528,0.63481,0.63247,25.97884,1.02054,0.2997,0.0707,0.47211,-1.54338,-1.86909
"40","2020_Q1",66.3348387096774,"Down",1075090000,-913154000,161936000,-134217000,-34766000,-4129000,-30637000,-7794000,-91657000,27719000,-169000,-169000,-2205000,27550000,27550000,-7155000,20395000,20395000,20395000,-213000,20182000,402070000,367342000,34728000,465779000,465779000,106897000,103206000,974746000,147706000,272544000,12714000,255874000,420250000,1394996000,869045000,4565000,864480000,869045000,252472000,193609000,521872000,1390917000,48696000,-544102000,499473000,4079000,4079000,1394996000,20395000,7794000,-1105000,130993000,158077000,-52629000,5874000,-11845000,-49375000,-49375000,1097000,-30123000,133828000,133828000,133828000,35513000,269400000,0.15063,0.02578,0.01877,4.94778,0.01447,1.12163,340.99461,0.19312,0.51352,0.51352,27.35528,0.10379,0.30139,0.06089,0.58691,-3.73582,-4.78625
"41","2020_Q2",47.1325396825397,"Down",1229483000,-995461000,234022000,-148801000,-39686000,-4833000,-34853000,-7602000,-101513000,85221000,-483000,-483000,-2362000,84738000,84738000,-22646000,62092000,62092000,62092000,-462000,61630000,424236000,404728000,19508000,520745000,520745000,134299000,134299000,1079280000,160297000,282831000,12711000,270120000,443128000,1522408000,888458000,6240000,877500000,888458000,267860000,197633000,637260000,1525718000,46882000,-595487000,545295000,-3310000,-3310000,1522408000,62092000,7602000,19112000,-65019000,23787000,-314000,-314000,-15557000,-61203000,-61203000,2363000,25603000,49076000,49076000,49076000,92823000,369400000,0.19034,0.06931,0.05013,-18.61934,0.04048,1.21478,-460.94199,0.24264,1.58832,1.57751,31.68607,-0.0853,0.40093,0.12176,0.25243,-0.59076,-0.64346
"42","2020_Q3",63.15953125,"Up",993366000,-773117000,220249000,-147262000,-30475000,-5720000,-24755000,-7908000,-108879000,72987000,-1850000,-1850000,-2219000,71137000,71137000,-19286000,51851000,51851000,51851000,-262000,51589000,491351000,459399000,31952000,473935000,473935000,103361000,103361000,1068647000,177762000,271324000,12708000,258616000,449086000,1517733000,840563000,2885000,809141000,840563000,263132000,201605000,632532000,1473095000,55338000,-592313000,581613000,44638000,44638000,1517733000,51851000,7908000,2802000.00000001,28513000,91074000,-36965000,-36481000,-15517000,-26999.9999999925,-27000,1884000,-13660000,40933000,40933000,40933000,80895000,369400000,0.22172,0.07347,0.05193,1.15572,0.03399,1.27135,33.0009199999998,0.24339,1.33768,1.33491,25.75756,1.15744,0.40235,0.0991,0.30078,-1.50752,-1.67086
"43","2020_Q4",78.24171875,"Up",1007820000,-822787000,185033000,-156261000,-30427000,-4781000,-25646000,-7819000,-118015000,28772000,-1628000,-1628000,-1731000,27144000,27144000,-7135000,20009000,20009000,20009000,-68000,19941000,406350000,372356000,33994000,528712000,528712000,113796000,113796000,1048858000,196210000,278214000,12707000,265507000,474424000,1523282000,841070000,6016000,828768000,841070000,272173000,204936000,641573000,1482643000,75153000,-620638000,586124000,40639000,40639000,1523282000,20009000,7819000,22953000,-59068000,-8287000,-31638000,-31638000,-15448000,-29986000,-29986000,2055000,-43379000,-83304000,-83304000,-83304000,36591000,369400000,0.1836,0.02855,0.01979,0.49069,0.01309,1.24705,36.48326,0.2425,0.51785,0.51474,26.17238,1.05537,0.40117,0.05187,0.77469,-1.00981,-1.28423
"44","2021_Q1",81.3667213114754,"Up",1056335000,-888785000,167550000,-159841000,-34135000,-6222000,-27913000,-7860000,-117846000,7709000,-1458000,-1458000,-1704000,6250999.99999999,6251000,-1966000,4285000,4285000,4285000,9999.99999999997,4295000.00000001,589375000,554846000,34529000,392746000,392746000,95147000,84983000,1077268000,216256000,290752000,12707000,268442000,507008000,1584276000,904924000,6203000,898721000,904924000,265820000,201531000,635220000,1540144000,96083000,-626984000,575028000,44132000,44132000,1584276000,4285000,7860000,10414000,217220000,239779000,-30231000,-30188000,-15347000,-8199000,-8199000.00000001,1399000,-22147000,187444000,187444000,187444000,15569000,369400000,0.15861,0.0073,0.00407,0.09732,0.00271,1.19045,34.89858,0.23317,0.11262,0.11262,27.69843,1.1572,0.40242,0.02891,3.57322,-14.12904,-28.53483
"45","2021_Q2",85.7885714285714,"Up",1286835000,-1035390000,251445000,-167621000,-36958000,-5322000,-31636000,-8047000,-122616000,83824000,-1056000,-1056000,-1599000,82768000,82768000,-20846000,61922000,61922000,61922000,-197000,61725000,529069000,494777000,34292000,561244000,561244000,161192000,157741000,1251505000,220262000,297317000,12707000,284610000,517579000,1769084000,1044351000,5841000,1038510000,1044351000,281689000,196630000,651089000,1695440000,81884000,-628391000,620151000,73644000,73644000,1769084000,61922000,8047000,34768000,-102766000,1971000,-12077000,-12077000,-15461000,-29686000,-29686000,2751000,-42396000,-52502000,-52502000,-52502000,91871000,369400000,0.1954,0.06514,0.04797,0.83815,0.03489,1.19836,23.02211,0.20881,1.61516,1.58925,33.67268,1.92705,0.40457,0.1065,0.25048,-1.73797,-1.90481
"46","2021_Q3",99.1825,"Up",1185371000,-985817000,199554000,-164331000,-38186000,-8975000,-29211000,-9751000,-116394000,35223000,-539000,-539000,-1975000,34684000,34684000,-9530000,25154000,25154000,25154000,3999.99999999994,25158000,489984000,455387000,34597000,595836000,595836000,115469000,110341000,1201289000,219611000,307184000,12707000,294035000,526795000,1728084000,1002689000,4063000,998626000,1002689000,268733000,198997000,638133000,1640822000,94951000,-635627000,627938000,87262000,87262000,1728084000,25154000,9751000,-4000,-29876999.9999999,5024000.00000003,-9153000,-9153000,-17367000,-8850000,-8850000,1276000,-24941000,-29070000,-29070000,-29070000,44974000,369400000,0.16835,0.02971,0.02122,0.2883,0.01456,1.19807,18.8034,0.21376,0.65831,0.64775,31.01766,2.28339,0.45444,0.05862,0.69032,-2.68119,-3.42344
"47","2021_Q4",115.11296875,"Up",1209628000,-1011149000,198479000,-158876000,-40641000,-9507000,-31134000,-9917000,-108318000,39603000,-1712000,-1712000,-1963000,37891000,37891000,-10595000,27296000,27296000,27296000,-26000,27270000,500618000,467921000,32697000,579503000,579503000,126347000,101106000,1206468000,212322000,315262000,12707000,300902000,527584000,1734052000,1004181000,4250000,999931000,1004181000,263465000,197486000,632865000,1637046000,105142000,-645993000,637857000,97006000,97006000,1734052000,27296000,9917000,9151000,1484000,47848000,-1186000,-1186000,-17370000,-11234000,-11234000,785000,-27819000,18843000,18843000,18843000,49520000,369400000,0.16408,0.03274,0.02254,0.28112,0.01573,1.20144,16.87572,0.21303,0.70787,0.70137,31.39934,2.51807,0.45089,0.06116,0.63696,-2.6498,-3.31333
"48","2022_Q1",98.7764516129032,"Down",1291236000,-1120612000,170624000,-155945000,-37725000,-5293000,-32432000,-10832000,-107388000,14679000,-1704000,-1704000,-1921000,12975000,12975000,-3267000,9708000,9708000,9708000,9000,9717000,607603000,575812000,31791000,513306000,513306000,123939000,100241000,1244848000,210723000,297514000,12707000,279915000,508237000,1753085000,1128573000,6412000,1122161000,1128573000,256886000,192694000,626286000,1754859000,109734000,-665089000,553581000,-1774000,-1774000,1753085000,9708000,10832000,2303000,182469000,205312000,-8648000,-8597000,-93981000,-19955000,-19955000,1019000,-112917000,83798000,83798000,83798000,25511000,369400000,0.13214,0.01137,0.00753,-5.47745,0.00554,1.10303,-989.21026,0.21071,0.25223,0.24992,33.5177,-0.0460500000000001,2.43954,0.16605,9.67181,-9.33727,-16.22747
"49","2022_Q2",98.6737096774194,"Down",1577837000,-1292063000,285774000,-187379000,-49600000,-8595000,-41005000,-10184000,-127595000,98395000,-1777000,-1777000,-1925000,96618000,96618000,-26734000,69884000,69884000,69884000,-47000,69837000,609264000,576654000,32610000,670223000,670223000,152427000,129711000,1431914000,205064000,303099000,12707000,290392000,508163000,1940077000,1286595000,7826000,1274985000,1286595000,250121000,182888000,619521000,1906116000,110608000,-681625000,604978000,33961000,33961000,1940077000,69884000,10184000,19852000,-41073000,58847000,-5890000,-5890000,-17244000,-27441000,-27441000,799000,-43886000,9071000,9071000,9071000,108579000,369400000,0.18112,0.06236,0.04426,2.05639,0.036,1.11295,56.12662,0.1904,1.82266,1.82266,41.17959,0.88634,0.45005,0.13326,0.24692,-2.20912,-2.43777
"50","2022_Q3",107.432,"Up",1432107000,-1192239000,239868000,-191518000,-48522000,-12427000,-36095000,-10100000,-132896000,48350000,-1746000,-1746000,-2691000,46604000,46604000,-13005000,33599000,33599000,33599000,16000,33615000,541650000,510869000,30781000,685857000,685857000,183138000,124515000,1410645000,199322000,282939000,12707000,270232000,482261000,1892906000,1246600000,6034000,1240566000,1246600000,241774000,173686000,611174000,1857774000,126177000,-709810000,618765000,35132000,35132000,1892906000,33599000,10100000,19689000,-99450000,-36062000,-2756000,-2756000,-19853000,-29364000,-29364000,1471000,-47746000,-86564000,-86564000,-86564000,58450000,369400000,0.16749,0.03376,0.02347,0.956819999999998,0.01776,1.13159,52.8798199999999,0.19515,0.87731,0.87731,37.37621,0.9169,0.51814,0.08273,0.590599999999999,-2.94696,-3.56256
