"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",101.86171875,"Up",6.785e+09,6.067e+09,5.49e+08,1.69e+08,1.19e+08,1.9e+07,3.1e+07,-3.762e+09,-9.89e+08,-1.054e+09,9.8e+08,-9.3e+07,-9.3e+07,8.87e+08,8.87e+08,-2.23e+08,6.64e+08,6.64e+08,6.64e+08,6.64e+08,7.247e+10,2.65e+08,7.014e+09,1.954e+09,2.0743e+10,1.02446e+11,6.5014e+10,7.71e+08,6.436e+09,5.511e+09,7.7732e+10,2.2349e+10,-2.9521e+10,3.0921e+10,9.65e+08,2.4714e+10,2.4714e+10,1.02446e+11,6.64e+08,2e+08,-4.21e+08,4.43e+08,-6.38e+08,6.93e+08,54999999.9999999,-1.95e+08,-4.85e+08,-7.45058059692383e-09,-5.89e+08,-9.1e+07,-9.1e+07,-5e+06,-9.6e+07,1.18e+09,6.436e+09,0.14444,0.09786,0.02687,0.00648,3.14526,0.06282,2.28887,2.26158,23.38849,85.19131,0.67218,0.00845,0.29367,5.22966,6.29694
"27","2016_Q4",99.9060317460317,"Down",6.961e+09,6.209e+09,5.82e+08,1.7e+08,1.16e+08,2.3e+07,3.1e+07,-3.856e+09,-1.012e+09,-1.057e+09,1.036e+09,-8.9e+07,-8.9e+07,9.47e+08,9.47e+08,-2.31e+08,7.16e+08,7.16e+08,7.16e+08,7.16e+08,7.2964e+10,2.69e+08,6.785e+09,1.975e+09,2.0794e+10,1.02787e+11,6.5454e+10,6.02e+08,6.436e+09,5.856e+09,7.8348e+10,2.2419e+10,-3.0083e+10,3.1443e+10,6.6e+08,2.4439e+10,2.4439e+10,1.02787e+11,7.16e+08,2.11e+08,8.43e+08,1.77e+09,-2.65e+08,-7.78e+08,-1.043e+09,-1.94e+08,-5.15e+08,-1.2e+07,-7.21e+08,6e+06,6e+06,-2e+06,4e+06,1.247e+09,6.436e+09,0.14883,0.10286,0.0293,0.00697,3.20586,0.06261,2.5035,2.47067,24.33916,85.45105,0.67832,0.00891,0.27095,4.94547,5.9527
"28","2017_Q1",105.761129032258,"Up",7.193e+09,6.277e+09,6.27e+08,2.89e+08,1.06e+08,3.5e+07,1.48e+08,-3.74e+09,-1.013e+09,-1.048e+09,1.392e+09,-9e+07,-9e+07,1.302e+09,1.302e+09,-3.59e+08,9.43e+08,9.43e+08,9.43e+08,9.43e+08,7.0488e+10,3.07e+08,6.722e+09,1.923e+09,2.0805e+10,1.00245e+11,6.4887e+10,2.73e+08,6.437e+09,5.427e+09,7.7024e+10,2.2614e+10,-3.0834e+10,3.2196e+10,-7.55e+08,2.3221e+10,2.3221e+10,1.00245e+11,9.43e+08,2.02e+08,2.61e+08,1.406e+09,2.95e+08,-8.88e+08,-5.93e+08,-1.88e+08,-5.82e+08,-1e+06,-7.71e+08,4.2e+07,4.2e+07,-4e+06,3.8e+07,1.594e+09,6.437e+09,0.19352,0.1311,0.04061,0.00941,3.317,0.06421,3.34279,3.33569,25.49805,82.31478,0.66643,0.01131,0.19936,3.84567,4.40374
"29","2017_Q2",108.928571428571,"Up",6.942e+09,6.183e+09,6.1e+08,1.49e+08,1.13e+08,5e+06,3.1e+07,-4.094e+09,-1.003e+09,-9.96e+08,8.49e+08,-8.9e+07,-8.9e+07,7.6e+08,7.6e+08,-1.43e+08,6.17e+08,6.17e+08,6.17e+08,6.17e+08,7.1257e+10,2.49e+08,7.012e+09,1.987e+09,2.0741e+10,1.01246e+11,6.5802e+10,4.29e+08,6.438e+09,4.965e+09,7.7634e+10,2.2724e+10,-3.112e+10,3.2623e+10,-6.15e+08,2.3612e+10,2.3612e+10,1.01246e+11,6.17e+08,2.11e+08,2e+07,8.48e+08,-6.29e+08,1.14e+08,-5.15e+08,-1.9e+08,-1.42e+08,-6.1e+07,-3.93e+08,-6e+07,-6e+07,2e+06,-5.8e+07,1.06e+09,6.438e+09,0.1223,0.08888,0.02613,0.00609,3.2879,0.06359,2.20593,2.18484,24.81945,84.41902,0.6793,0.008,0.30794,5.83868,7.28975
"30","2017_Q3",111.156031746032,"Up",7.184e+09,6.351e+09,5.98e+08,2.35e+08,1.16e+08,8e+07,3.9e+07,-4.225e+09,-1.032e+09,-1.045e+09,8.82e+08,-9.2e+07,-9.2e+07,7.9e+08,7.9e+08,-1.95e+08,5.95e+08,5.95e+08,5.95e+08,5.95e+08,7.2331e+10,3.28e+08,7.345e+09,2.051e+09,2.0614e+10,1.02669e+11,6.6326e+10,3.64e+08,6.92e+09,5.201e+09,7.8811e+10,2.2781e+10,-3.1595e+10,3.3016e+10,-3.44e+08,2.3858e+10,2.3858e+10,1.02669e+11,5.95e+08,1.98e+08,1.13e+08,9.06e+08,19000000.0000002,-6.94e+08,-6.75e+08,-1.99e+08,-4.4e+08,1.49011611938477e-08,-1.57e+08,7.4e+07,7.4e+07,5e+06,7.9e+07,1.08e+09,6.92e+09,0.12277,0.08282,0.02494,0.0058,3.30334,0.0674,2.14414,2.125,25.88829,85.97477,0.71712,0.00776,0.33445,6.1037,7.47392
"31","2017_Q4",118.155079365079,"Up",7.325e+09,6.523e+09,5.88e+08,2.14e+08,1.13e+08,6.1e+07,4e+07,-4.806e+09,-1.059e+09,-1.045e+09,4.15e+08,-9.5e+07,-9.5e+07,3.2e+08,3.2e+08,-2.7e+07,2.93e+08,2.93e+08,2.93e+08,2.93e+08,7.3092e+10,3.79e+08,7.267e+09,2.077e+09,2.1496e+10,1.04311e+11,6.7754e+10,4.23e+08,6.921e+09,5.475e+09,8.0573e+10,2.2836e+10,-3.1923e+10,3.311e+10,-2.85e+08,2.3738e+10,2.3738e+10,1.04311e+11,2.93e+08,2.02e+08,1.236e+09,1.731e+09,-1.2e+07,-1.174e+09,-1.186e+09,-2e+08,-2.98e+08,0,-4.98e+08,4.7e+07,4.7e+07,4e+06,5.1e+07,6.17e+08,6.921e+09,0.05666,0.04,0.01234,0.00281,3.39426,0.06635,1.06895,1.05929,26.72382,86.60343,0.72966,0.00475,0.68259,10.60292,15.76386
"32","2018_Q1",125.740491803279,"Up",7.451e+09,6.626e+09,6.01e+08,2.24e+08,1.05e+08,7e+07,4.9e+07,-4.342e+09,-1.072e+09,-1.084e+09,9.53e+08,-9.3e+07,-9.3e+07,8.6e+08,8.6e+08,-3.09e+08,5.51e+08,5.51e+08,5.51e+08,5.51e+08,7.2502e+10,3.44e+08,7.144e+09,2.025e+09,2.1468e+10,1.03483e+11,6.734e+10,2.74e+08,6.571e+09,5.567e+09,7.9752e+10,2.2886e+10,-3.2274e+10,3.3462e+10,-3.43e+08,2.3731e+10,2.3731e+10,1.03483e+11,5.51e+08,2.02e+08,-89999999.9999998,6.63e+08,-2.59e+08,4.33e+08,1.74e+08,-1.96e+08,-3.25e+08,-1e+06,-8.72e+08,-3.5e+07,-3.5e+07,9.31322574615479e-10,-3.5e+07,1.155e+09,6.571e+09,0.1279,0.07395,0.02322,0.00532,3.36067,0.0635,2.02054,2.00073,27.32307,87.02237,0.71874,0.00724,0.35572,5.39134,6.5341
"33","2018_Q2",118.5340625,"Down",7.286e+09,6.537e+09,6.03e+08,1.46e+08,1.03e+08,-1.1e+07,5.4e+07,-4.296e+09,-1.061e+09,-1.062e+09,8.67e+08,-8.9e+07,-8.9e+07,7.78e+08,7.78e+08,-1.09e+08,6.69e+08,6.69e+08,6.69e+08,6.69e+08,7.1724e+10,3.97e+08,7.536e+09,2.086e+09,2.1933e+10,1.03676e+11,6.8069e+10,4.98e+08,6.963e+09,5.167e+09,8.0697e+10,2.2995e+10,-3.2675e+10,3.3981e+10,-1.322e+09,2.2979e+10,2.2979e+10,1.03676e+11,6.69e+08,2.12e+08,-3.27e+08,5.54e+08,-8.59e+08,4.78e+08,-3.81e+08,-1.97e+08,-2.65e+08,-5.1e+07,-1.22e+08,5.1e+07,5.1e+07,2e+06,5.3e+07,1.079e+09,6.963e+09,0.119,0.09182,0.02911,0.00645,3.51177,0.06716,2.46863,2.4425,26.88561,84.79336,0.72694,0.00839,0.29447,6.08526,7.57324
"34","2018_Q3",117.472063492063,"Down",7.477e+09,6.695e+09,5.95e+08,1.87e+08,1.12e+08,3.6e+07,3.9e+07,-4.562e+09,-1.081e+09,-1.113e+09,7.21e+08,-9e+07,-9e+07,6.31e+08,6.31e+08,-1.07e+08,5.24e+08,5.24e+08,5.24e+08,5.24e+08,7.1161e+10,4.15e+08,7.786e+09,2.161e+09,2.2e+10,1.03523e+11,6.8546e+10,3.96e+08,6.464e+09,5.494e+09,8.09e+10,2.304e+10,-3.3025e+10,3.4296e+10,-1.688e+09,2.2623e+10,2.2623e+10,1.03523e+11,5.24e+08,1.99e+08,4.21e+08,1.144e+09,-7.37e+08,6.61e+08,-75999999.9999998,-2.07e+08,-3.37e+08,0,-1.044e+09,2.4e+07,2.4e+07,-6e+06,1.8e+07,9.2e+08,6.464e+09,0.09643,0.07008,0.02316,0.00506,3.57601,0.06244,1.95013,1.93287,27.82657,84.19427,0.77038,0.00709,0.39504,6.575,8.38974
"35","2018_Q4",114.610793650794,"Down",7.723e+09,6.882e+09,6.46e+08,1.95e+08,1.09e+08,2.9e+07,5.7e+07,-4.655e+09,-1.117e+09,-1.059e+09,8.92e+08,-8.6e+07,-8.6e+07,8.06e+08,8.06e+08,-9.7e+07,7.09e+08,7.09e+08,7.09e+08,7.09e+08,7.1853e+10,3.59e+08,7.639e+09,2.186e+09,2.2353e+10,1.0439e+11,6.9296e+10,4.18e+08,6.564e+09,5.652e+09,8.193e+10,2.3089e+10,-3.3425e+10,3.4799e+10,-2.003e+09,2.246e+10,2.246e+10,1.0439e+11,7.09e+08,1.98e+08,8.27e+08,1.734e+09,-2.99e+08,-1.003e+09,-1.302e+09,-2.07e+08,-3.81e+08,0,-4.88e+08,-5.6e+07,-5.6e+07,0,-5.6e+07,1.09e+09,6.564e+09,0.1155,0.0918,0.03157,0.00679,3.64782,0.06288,2.66441,2.64158,29.02292,84.40436,0.7779,0.00881,0.29196,5.69266,6.95628
"36","2019_Q1",117.901147540984,"Up",7.796e+09,6.945e+09,6.3e+08,2.21e+08,1.08e+08,6e+07,5.3e+07,-4.778e+09,-1.122e+09,-1.063e+09,8.33e+08,-8.7e+07,-8.7e+07,7.46e+08,7.46e+08,-1.25e+08,6.21e+08,6.21e+08,6.21e+08,6.21e+08,7.2278e+10,3.73e+08,7.506e+09,2.12e+09,2.1956e+10,1.04233e+11,6.9008e+10,2.89e+08,6.564e+09,5.478e+09,8.1339e+10,2.3144e+10,-3.3595e+10,3.5204e+10,-1.859e+09,2.2894e+10,2.2894e+10,1.04233e+11,6.21e+08,1.94e+08,2.33e+08,9.48e+08,-9.38e+08,3.68e+08,-5.7e+08,-2.03e+08,-1.55e+08,3.72529029846191e-09,-3.58e+08,2e+07,2e+07,-6e+06,1.4e+07,1.027e+09,6.564e+09,0.10685,0.07966,0.02713,0.00596,3.55285,0.06297,2.35406,2.33634,29.55269,86.78544,0.76952,0.00793,0.32689,6.02824,7.43217
"37","2019_Q2",133.64873015873,"Up",7.671e+09,6.855e+09,5.82e+08,2.34e+08,1.09e+08,5.3e+07,7.2e+07,-4.442e+09,-1.117e+09,-1.057e+09,1.055e+09,-8.8e+07,-8.8e+07,9.67e+08,9.67e+08,-1.71e+08,7.96e+08,7.96e+08,7.96e+08,7.96e+08,7.4517e+10,3.57e+08,7.947e+09,2.19e+09,2.2235e+10,1.07246e+11,6.9651e+10,6.35e+08,7.057e+09,5.563e+09,8.2906e+10,2.3243e+10,-3.4016e+10,3.5795e+10,-6.82e+08,2.434e+10,2.434e+10,1.07246e+11,7.96e+08,2.11e+08,-3.68e+08,6.39e+08,-5.5e+08,-3.6e+07,-5.86e+08,-2.05e+08,-3.12e+08,-4.6e+07,-7.1e+07,-1.8e+07,-1.8e+07,2e+06,-1.6e+07,1.266e+09,7.057e+09,0.13753,0.10377,0.0327,0.00742,3.40616,0.0658,3.02777,3.00604,29.17839,92.58273,0.77976,0.00939,0.25754,5.29226,6.35071
"38","2019_Q3",138.52078125,"Up",7.834e+09,6.988e+09,6.48e+08,1.98e+08,1.16e+08,2.5e+07,5.7e+07,-4.821e+09,-1.134e+09,-1.125e+09,7.54e+08,-8.9e+07,-8.9e+07,6.65e+08,6.65e+08,-1.08e+08,5.57e+08,5.57e+08,5.57e+08,5.57e+08,7.5496e+10,4.16e+08,8.297e+09,2.281e+09,2.2082e+10,1.08572e+11,7.0387e+10,6.78e+08,6.558e+09,5.628e+09,8.3251e+10,2.3372e+10,-3.4392e+10,3.6135e+10,2.06e+08,2.5321e+10,2.5321e+10,1.08572e+11,5.57e+08,1.9e+08,4.06e+08,1.153e+09,-5.54e+08,4.39e+08,-1.15e+08,-2.14e+08,-2.64e+08,-1e+06,-9.79e+08,5.9e+07,5.9e+07,1.86264514923096e-09,5.9e+07,9.44e+08,6.558e+09,0.09625,0.0711,0.022,0.00513,3.28782,0.0604,2.13165,2.11305,29.98086,96.90394,0.81898,0.00715,0.3842,6.50636,8.14589
"39","2019_Q4",127.5521875,"Down",8.013e+09,7.179e+09,6.22e+08,2.12e+08,1.21e+08,2.3e+07,6.8e+07,-5.23e+09,-1.169e+09,-1.098e+09,5.16e+08,-8.4e+07,-8.4e+07,4.32e+08,4.32e+08,-3.6e+07,3.96e+08,3.96e+08,3.96e+08,3.96e+08,7.742e+10,5.08e+08,8.122e+09,2.321e+09,2.187e+10,1.10241e+11,7.1326e+10,7.61e+08,6.558e+09,5.989e+09,8.4634e+10,2.3432e+10,-3.4767e+10,3.6317e+10,6.25e+08,2.5607e+10,2.5607e+10,1.10241e+11,3.96e+08,1.8e+08,1.425e+09,2.001e+09,-3.35e+08,-1.011e+09,-1.346e+09,-2.14e+08,-3.43e+08,0,-5.57e+08,9.8e+07,9.8e+07,-6e+06,9.2e+07,6.96e+08,6.558e+09,0.0644,0.04942,0.01546,0.00359,3.30511,0.05949,1.52837,1.51261,30.92628,98.83057,0.82594,0.00557,0.5404,8.69253,11.72481
"40","2020_Q1",117.239516129032,"Down",8.063e+09,7.25e+09,6.16e+08,1.97e+08,1.13e+08,1.2e+07,7.2e+07,-4.64e+09,-1.181e+09,-1.085e+09,1.157e+09,-8.3e+07,-8.3e+07,1.074e+09,1.074e+09,-2.01e+08,8.73e+08,8.73e+08,8.73e+08,8.73e+08,7.7884e+10,4.94e+08,7.909e+09,2.273e+09,2.1562e+10,1.10122e+11,7.1072e+10,5e+08,6.558e+09,6.049e+09,8.4179e+10,2.3469e+10,-3.5143e+10,3.6977e+10,6.4e+08,2.5943e+10,2.5943e+10,1.10122e+11,8.73e+08,1.82e+08,4.9e+07,1.412e+09,-1.75e+08,-6.8e+08,-8.55e+08,-2.11e+08,-3.68e+08,-999999.999999996,-5.8e+08,-2.3e+07,-2.3e+07,9e+06,-1.4e+07,1.339e+09,6.558e+09,0.14349,0.10827,0.03365,0.00793,3.24477,0.05955,3.40086,3.37066,31.41021,101.0635,0.82197,0.00989,0.2417,4.52875,5.24114
"41","2020_Q2",100.082857142857,"Down",7.908e+09,7.229e+09,6.11e+08,6.8e+07,1.08e+08,-9.8e+07,5.8e+07,-4.789e+09,-1.178e+09,-1.137e+09,8.04e+08,-8.4e+07,-8.4e+07,7.2e+08,7.2e+08,-1.2e+08,6e+08,6e+08,6e+08,6e+08,7.665e+10,5.44e+08,8.202e+09,2.298e+09,2.1742e+10,1.09436e+11,7.1552e+10,6.34e+08,6.559e+09,5.487e+09,8.4232e+10,2.3542e+10,-3.5614e+10,3.7325e+10,-4.9e+07,2.5204e+10,2.5204e+10,1.09436e+11,6e+08,2.03e+08,-1.6e+08,6.28e+08,-7.19e+08,8.03e+08,8.4e+07,-2.1e+08,-3.94e+08,-4.6e+07,-6.5e+08,6.2e+07,6.2e+07,-1.2e+07,5e+07,1.007e+09,6.559e+09,0.10167,0.07587,0.02381,0.00548,3.34201,0.05993,2.35849,2.34467,31.08491,99.07233,0.82547,0.00744,0.35,5.97319,7.48134
"42","2020_Q3",109.61296875,"Up",7.401e+09,6.955e+09,2.68e+08,1.78e+08,1.14e+08,1.3e+07,5.1e+07,-5.107e+09,-1.173e+09,-1.121e+09,-1.19209289550781e-07,-8.5e+07,-8.5e+07,-8.5e+07,-8.5e+07,4.5e+07,-4e+07,-4e+07,-4e+07,-4e+07,8.0601e+10,6.23e+08,8.459e+09,2.367e+09,2.1287e+10,1.13337e+11,7.2643e+10,9.76e+08,7.049e+09,5.726e+09,8.6394e+10,2.3606e+10,-3.5614e+10,3.7069e+10,1.882e+09,2.6943e+10,2.6943e+10,1.13337e+11,-4e+07,1.88e+08,4.809e+09,1.664e+09,5.005e+09,-6.903e+09,-1.898e+09,-2.16e+08,34000000.0000001,0,3.08e+08,7.4e+07,7.4e+07,5e+06,7.9e+07,1.88e+08,7.049e+09,0,-0.00540000000000002,-0.00148,-0.00035,3.20655,0.0622,-0.15823,-0.15779,29.27611,106.57832,0.85443,0.00157,-5.4,34.18085,8.62188901160564
"43","2020_Q4",123.68484375,"Up",8.275e+09,7.38e+09,6.71e+08,2.24e+08,1.01e+08,3.7e+07,8.6e+07,-4.886e+09,-1.207e+09,-1.109e+09,1.073e+09,-8.7e+07,-8.7e+07,9.86e+08,9.86e+08,-1.59e+08,8.27e+08,8.27e+08,8.27e+08,8.27e+08,8.3561e+10,5.83e+08,8.225e+09,2.406e+09,2.1609e+10,1.16384e+11,7.4328e+10,1.003e+09,7.05e+09,6.154e+09,8.8535e+10,2.3646e+10,-3.5614e+10,3.7679e+10,2.138e+09,2.7849e+10,2.7849e+10,1.16384e+11,8.27e+08,1.86e+08,-1.139e+09,2.326e+09,-7.006e+09,4.843e+09,-2.163e+09,-2.17e+08,7e+06,0,-2.1e+08,-4.7e+07,-4.7e+07,7e+06,-4e+07,1.259e+09,7.05e+09,0.12967,0.09994,0.0297,0.00711,3.17911,0.06058,3.2649,3.25462,32.66877,109.94473,0.85669,0.00905,0.26239,5.13662,6.02703
"44","2021_Q1",142.445737704918,"Up",8.397e+09,7.48e+09,6.77e+08,2.4e+08,1.06e+08,5e+07,8.4e+07,-4.341e+09,-1.215e+09,-1.142e+09,1.699e+09,-8.3e+07,-8.3e+07,1.616e+09,1.616e+09,-3.06e+08,1.31e+09,1.31e+09,1.31e+09,1.31e+09,8.4423e+10,7.21e+08,1.2071e+10,2.358e+09,1.7191e+10,1.16764e+11,7.4004e+10,9.14e+08,6.55e+09,6.095e+09,8.7563e+10,2.3743e+10,-3.5815e+10,3.8771e+10,2.502e+09,2.9201e+10,2.9201e+10,1.16764e+11,1.31e+09,2.12e+08,-5.38e+08,1.901e+09,-9.2e+08,4999999.99999809,-9.15e+08,-2.18e+08,-1.45e+08,-1e+06,-8.64e+08,1.22e+08,1.22e+08,1.6e+07,1.38e+08,1.911e+09,6.55e+09,0.20233,0.15601,0.04486,0.01122,2.99863,0.0561,5.16765,5.13927,33.12426,115.19132,0.85996,0.01319,0.166410000000001,3.05024,3.43084
"45","2021_Q2",151.164920634921,"Up",8.313e+09,7.386e+09,7.01e+08,2.26e+08,1.01e+08,4.4e+07,8.1e+07,-4.97e+09,-1.207e+09,-1.163e+09,9.73e+08,-8.2e+07,-8.2e+07,8.91e+08,8.91e+08,-1.58e+08,7.33e+08,7.33e+08,7.33e+08,7.33e+08,8.3887e+10,6.63e+08,8.167e+09,2.411e+09,2.1904e+10,1.17032e+11,7.5372e+10,9.95e+08,6.55e+09,5.846e+09,8.8763e+10,2.3905e+10,-3.6212e+10,3.9285e+10,1.291e+09,2.8269e+10,2.8269e+10,1.17032e+11,7.33e+08,2.35e+08,2.305e+09,1.19e+09,-1.367e+09,5.93e+08,-7.74e+08,-2.14e+08,-2.22e+08,-4.1e+07,-4.77e+08,-6.1e+07,-6.1e+07,3e+06,-5.8e+07,1.208e+09,6.55e+09,0.11705,0.08818,0.02593,0.00626,3.13994,0.05597,2.90758,2.88469,32.97501,112.13407,0.84887,0.00816,0.29195,4.87334,6.05036
"46","2021_Q3",151.67484375,"Up",8.687e+09,7.616e+09,8.18e+08,2.53e+08,1.04e+08,6.1e+07,8.8e+07,-5.045e+09,-1.254e+09,-1.174e+09,1.214e+09,-8.3e+07,-8.3e+07,1.131e+09,1.131e+09,-1.97e+08,9.34e+08,9.34e+08,9.34e+08,9.34e+08,8.6545e+10,6.89e+08,8.555e+09,2.501e+09,2.1469e+10,1.19759e+11,7.6151e+10,1.053e+09,7.29e+09,6.109e+09,9.0603e+10,2.4002e+10,-3.6613e+10,3.9998e+10,1.769e+09,2.9156e+10,2.9156e+10,1.19759e+11,9.34e+08,2.15e+08,-7.25e+08,1.849e+09,-1.067e+09,-9.44e+08,-2.011e+09,-2.22e+08,-3.28e+08,-1e+06,1.88e+08,2.6e+07,2.6e+07,3.72529029846191e-09,2.6e+07,1.429e+09,7.29e+09,0.13975,0.10752,0.03203,0.0078,3.10753,0.06087,3.70488,3.67572,34.45855,115.65252,0.8806,0.00974,0.23769,4.61931,5.4374
"47","2021_Q4",153.95421875,"Up",8.805e+09,7.829e+09,7.71e+08,2.05e+08,9.7e+07,8e+06,1e+08,-5.464e+09,-1.281e+09,-1.187e+09,8.73e+08,-8.7e+07,-8.7e+07,7.86e+08,7.86e+08,-1.24e+08,6.62e+08,6.62e+08,6.62e+08,6.62e+08,8.7506e+10,8.18e+08,10574961969.9836,2.57e+09,2.9812e+10,1.20706e+11,7.7525e+10,8.95e+08,7.29e+09,6.522e+09,9.2232e+10,2.4084e+10,-3.7214e+10,4.0438e+10,1.166e+09,2.8474e+10,2.8474e+10,1.20706e+11,6.62e+08,2.12e+08,1.14e+09,2.543e+09,-2.529e+09,8.92e+08,-1.637e+09,-2.19e+08,-5.5e+08,-1e+06,-7.7e+08,1.36e+08,1.36e+08,-7e+06,1.29e+08,1.085e+09,7.29e+09,0.09915,0.07518,0.02325,0.00548,3.23917,0.06039,2.64694,2.62282,35.20592,113.85046,0.87565,0.00735,0.33082,5.96498,7.41352
"48","2022_Q1",169.884838709677,"Up",9.011e+09,8.024e+09,7.43e+08,2.44e+08,1e+08,5.8e+07,8.6e+07,-4.819e+09,-1.301e+09,-1.153e+09,1.738e+09,-8.8e+07,-8.8e+07,1.65e+09,1.65e+09,-3.17e+08,1.333e+09,1.333e+09,1.333e+09,1.333e+09,8.7375e+10,7.61e+08,1.1975e+10,2.542e+09,1.7813e+10,1.20466e+11,7.7287e+10,6.73e+08,7.29e+09,6.329e+09,9.1579e+10,2.4154e+10,-3.8015e+10,4.1555e+10,1.193e+09,2.8887e+10,2.8887e+10,1.20466e+11,1.333e+09,2.08e+08,-3.69e+08,1.692e+09,-1.478e+09,7.04e+08,-7.74e+08,-2.14e+08,-7.63e+08,-999999.999999996,-9.78e+08,-6e+07,-6e+07,3e+06,-5.7e+07,1.946e+09,7.29e+09,0.19288,0.14793,0.04615,0.01107,3.17025,0.06052,5.92708,5.83625,40.0667,128.44375,0.95153,0.01291,0.16054,3.35509,3.75662
"49","2022_Q2",173.095,"Up",8.809e+09,8.014e+09,6.37e+08,1.58e+08,1.03e+08,-2.3e+07,7.8e+07,-5.039e+09,-1.31e+09,-1.191e+09,1.269e+09,-8.7e+07,-8.7e+07,1.182e+09,1.182e+09,-1.64e+08,1.018e+09,1.018e+09,1.018e+09,1.018e+09,8.3664e+10,7.52e+08,1.2494e+10,2.645e+09,1.9037e+10,1.18592e+11,7.8685e+10,6.94e+08,7.291e+09,6.391e+09,9.3061e+10,2.4348e+10,-3.8574e+10,4.2359e+10,-2.602e+09,2.5531e+10,2.5531e+10,1.18592e+11,1.018e+09,2.34e+08,2.661e+09,1.266e+09,-1.405e+09,7.48e+08,-6.57e+08,-2.13e+08,-3.41e+08,-5.9e+07,-6.13e+08,-4e+06,-4e+06,-5e+06,-9e+06,1.503e+09,7.291e+09,0.14406,0.11556,0.03987,0.00858,3.64502,0.06148,4.17555,4.13149,36.13208,104.72108,0.87367,0.01044,0.20923,4.35063,5.15288
"50","2022_Q3",163.97725,"Down",9.136e+09,8.317e+09,7.07e+08,1.12e+08,1e+08,-9.5e+07,1.07e+08,-5.803e+09,-1.365e+09,-1.223e+09,7.45e+08,-8.8e+07,-8.8e+07,6.57e+08,6.57e+08,-1.06e+08,5.51e+08,5.51e+08,5.51e+08,5.51e+08,8.0459e+10,7.1e+08,1.2867e+10,2.776e+09,1.9775e+10,1.16587e+11,7.9547e+10,6.2e+08,7.291e+09,6.255e+09,9.3713e+10,2.4419e+10,-3.9074e+10,4.2684e+10,-5.155e+09,2.2874e+10,2.2874e+10,1.16587e+11,5.51e+08,2.1e+08,-4.38e+08,1.375e+09,-2.4e+07,-6.86e+08,-7.1e+08,-2.23e+08,-4.65e+08,-1.49011611938477e-08,-6.88e+08,-2.3e+07,-2.3e+07,-1.9e+07,-4.2e+07,9.55e+08,7.291e+09,0.08155,0.06031,0.02409,0.00473,4.09692,0.06254,2.31124,2.28536,38.32215,95.94799,0.9354,0.00667,0.40472,6.8911,8.83356
