"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2017_Q1",44.2,"Up",620115000,-171773000,448342000,-284134000,-56433000,-225736000,-1965000,164208000,25025000,-70569000,33859000,61735000,189233000,295435000,484668000,-17966000,466702000,466702000,-24505000,442197000,-1658000,440539000,807316000,807316000,354239000,1161555000,23360958000,27119330000,-3758372000,5727419000,4230429000,1496990000,29088377000,30249932000,556179000,556179000,627319000,627319000,1183498000,10608294000,10608294000,11791792000,78235000,19460326000,5287000,19455039000,-3610007000,-937473000,14991081000,3467059000,18458140000,30249932000,466702000,225736000,-317365000,44921000,419994000,-629045000,-37363000,1188314000,521906000,-224071000,-231290000,1369000,1369000,-42810000,-496802000,445098000,445098000,-12902000,432196000,389944000,10608294000,-176214000,0.723,0.2648,0.71042,0.02387,0.01456,-0.4,0.98146,0.63884,0.35069,0.83423,0.80023,1.17429,28.23991,-0.33369,0.42432,0.02287,-0.00606,0.50863,25.13432,59.68636
"27","2017_Q2",48.7922222222222,"Up",629155000,-184455000,444700000,-282814000,-53617000,-226591000,-2606000,161886000,-28922000,-72912000,-7400000,51390000,132964000,97325000,230289000,-9600000,220689000,220689000,-15760000,204929000,-1674000,203255000,395829000,395829000,456749000,852578000,23216412000,27131229000,-3914817000,5745968000,4305881000,1440087000,28962380000,29814958000,549836000,549836000,629769000,629769000,1179605000,10966932000,10966932000,12146537000,78235000,19252064000,5302000,19246762000,-3640150000,-943282000,14746867000,2921554000,17668421000,29814958000,220689000,226591000,-64088000,-30398000,352794000,-464195000,-106658000,627340000,56487000,-235072000,249951000,1899000,1899000,-845706000,-828928000,-419647000,-419647000,8160000,-411487000,388477000,10966932000,-96516000,0.70682,0.25731,0.32306,0.0115,0.00682,-0.47485,0.72277,0.68747,0.36783,0.38443,0.36955,1.18996,27.74362,-0.18255,0.4446,0.01531,-0.00337,1.15654,27.21166,65.29967
"28","2017_Q3",54.3692063492064,"Up",766183000,-199780000,566403000,-291131000,-60077000,-228145000,-2909000,275272000,-24921000,-75354000,-20055000,70488000,250351000,52410000.0000001,302761000,-14781000,287980000,287980000,-19363000,268617000,-1674000,266943000,271354000,271354000,370523000,641877000,23474915000,27501284000,-4026369000,6033603000,4617724000,1415879000,29508518000,30150395000,554775000,554775000,653460000,653460000,1208235000,11081922000,11081922000,12290157000,78235000,19310510000,5313000,19305197000,-3607253000,-934196000,14847296000,3012942000,17860238000,30150395000,287980000,228145000,-39819000,-83940000,392366000,-490440000,-38236000,301685000,-226991000,-235720000,-152174000,23475000,23475000,66996000.0000002,-297423000,-132048000,-132048000,7573000,-124475000,503417000,11081922000,-56182000,0.73925,0.35928,0.34841,0.01495,0.00885,-0.21046,0.53125,0.68813,0.36755,0.50363,0.48349,1.44552,27.86405,-0.106,0.44472,0.01737,-0.00194,0.88303,21.47438,39.27231
"29","2017_Q4",58.0084126984127,"Up",602874000,-164731000,438143000,-262652000,-57656000,-201903000,-3093000,175491000,-23180000,-64190000,-18872000,59882000,152311000,779053000,931364000,-17947000,913417000,913417000,-35524000,877893000,-1675000,876218000,568726000,568726000,321905000,890631000,21999490000,25977157000,-3977667000,6764029000,5371758000,1392271000,28763519000,29654150000,707049000,707049000,666780000,666780000,1373829000,9721065000,9721065000,11094894000,78235000,19355964000,5321000,19350643000,-2965828000,-924620000,15543751000,3015505000,18559256000,29654150000,913417000,201903000,-719986000,219819000,615153000,-504864000,-474012000,1491267000,512391000,-236468000,-565679000,5310000,5310000,-34099000,-830936000,296608000,296608000,764000,297372000,377394000,9721065000,110296000,0.72676,0.29109,1.4534,0.04721,0.02955,0.12588,0.64828,0.59781,0.32781,1.64923,1.58116,1.13474,29.10948,0.2076,0.44508,0.03934,0.0039,0.26987,24.25142,52.15275
"30","2018_Q1",55.6090163934426,"Down",619922000,-175698000,444224000,-285807000,-59709000,-222501000,-3597000,158417000,6938999.99999999,-62030000,-11569000,80538000,165356000,185798000,351154000,-12281000,338873000,338873000,-37987000,300886000,-5371000,295515000,447046000,447046000,376320000,823366000,21779296000,25838644000,-4059348000,6878413000,5496450000,1381963000,28657709000,29481075000,702804000,702804000,659899000,659899000,1362703000,9412631000,9412631000,10775334000,68948000,19368329000,5322000,19363007000,-2904461000,-901658000,15631158000,3074583000,18705741000,29481075000,338873000,222501000,-171719000,-62722000,326933000,-699965000,-5433999.99999988,906790000,201391000,-235624000,-407935000,2174000,2174000,-7911999.99999994,-649297000,-120973000,-120973000,-706999.999999999,-121680000,380918000,9412631000,-369488000,0.71658,0.25554,0.4767,0.0158,0.01002,-1.25032,0.60422,0.57604,0.31928,0.55595,0.53447,1.16625,29.27698,-0.69511,0.44328,0.01889,-0.01314,0.79733,23.53678,56.59484
"31","2018_Q2",57.96265625,"Up",693656000,-186801000,506855000,-269748000,-62428000,-204081000,-3239000,237107000,-23707000,-47245000,-41094000,64632000,213400000,195111000,408511000,-16552000,391959000,391959000,-24581000,367378000,-1476000,365902000,458099000,458099000,473154000,931253000,21676843000,25876002000,-4199159000,7063389000,5675999000,1387390000,28740232000,29671485000,692853000,692853000,730335000,730335000,1423188000,9460177000,9460177000,10883365000,68948000,19309240000,5331000,19303909000,-2794770000,-903343000,15680075000,3108045000,18788120000,29671485000,391959000,204081000,-132507000,-114292000,349241000,-488914000,-52131000,692907000,151862000,-257687000,-155706000,1233000,1233000,-83809000,-495969000,5134000,5134000,5919000,11053000,441188000,9460177000,-145466000,0.7307,0.34182,0.5275,0.01948,0.01233,-0.39755,0.65434,0.57927,0.31883,0.68755,0.66033,1.30341,29.33402,-0.27334,0.48421,0.02208,-0.00515,0.70425,20.40418,37.96631
"32","2018_Q3",59.6888888888889,"Up",621276000,-168179000,453097000,-265803000,-57615000,-203673000,-4515000,187294000,98242000,-55330000,85382000,68190000,285536000,93559000,379095000,-14104000,364991000,364991000,-28904000,336087000,-1476000,334611000,527830000,527830000,892546000,1420376000,21271466000,25555343000,-4283877000,6811040000,5414623000,1396417000,28082506000,29502882000,719679000,719679000,629576000,629576000,1349255000,9427124000,9427124000,10776379000,68948000,19327349000,5333000,19322016000,-2716241000,-1041486000,15638570000,3087933000,18726503000,29502882000,364991000,203673000,-140513000,-4168000,423983000,-622010000,-31119000,314493000,-338636000,-257558000,318583000,3089000,3089000,-68389000,-4274999.99999994,81072000,81072000,-11341000,69731000,390967000,9427124000,-221107000,0.7293,0.30147,0.53859,0.01787,0.01134,-0.66079,1.05271,0.57546,0.31953,0.62821,0.60343,1.16641,29.2311,-0.41512,0.48355,0.02103,-0.00785,0.76972,22.76226,47.5151
"33","2018_Q4",59.2485714285714,"Down",682432000,-182574000,499858000,-318337000,-62244000,-252702000,-3391000,181521000,15852000,-64186000,21513000,58525000,197373000,192103000,389476000,-13956000,375520000,375520000,-27684000,347836000,-1491000,346345000,275562000,275562000,761575000,1037137000,29834349000,34285783000,-4451434000,7396676000,5618178000,1778498000,37231025000,38268162000,873412000,873412000,724966000,724966000,1598378000,11232129000,11232129000,12830507000,68948000,25680952000,6295000,25674657000,-2672736000,-1046565000,22030599000,3407056000,25437655000,38268162000,375520000,252702000,-191838000,64310000,500694000,-793127000,-80023000,415819000,-457331000,-304331000,20827000,831000,831000,-6174000,-288847000,-245484000,-245484000,-6784000,-252268000,434223000,11232129000,-280638000,0.73247,0.26599,0.50752,0.01362,0.00905,-0.81028,0.64887,0.50439,0.29351,0.60284,0.57951,1.18783,38.22609,-0.48847,0.52971,0.01774,-0.00765,0.87869,25.23258,60.35978
"34","2019_Q1",62.8811475409836,"Up",807085000,-220134000,586951000,-345871000,-56698000,-286758000,-2415000,241080000,110491000,-62380000,51295000,121576000,351571000,357637000,709208000,-18718000,690490000,690490000,-92430000,598060000,-1492000,596568000,343856000,343856000,622288000,966144000,29930307000,34586987000,-4656680000,7521213000,5745294000,1775919000,37451520000,38417664000,760515000,760515000,766446000,766446000,1526961000,11089815000,11089815000,12616776000,68948000,25692283000,6296000,25685987000,-2378467000,-1084671000,22298093000,3502795000,25800888000,38417664000,690490000,286758000,-458927000,11320000,529641000,-1141297000,-42955000,1164561000,-19691000,-303791000,-124671000,1738000,1738000,-16286000,-443010000,66940000.0000001,66940000.0000001,1354000,68294000.0000001,527838000,11089815000,-583421000,0.72725,0.2987,0.73916,0.02312,0.01553,-0.97796,0.63272,0.48901,0.28866,0.94675,0.91125,1.28084,35.27741,-0.92588,0.48211,0.02441,-0.01581,0.50923,20.35844,44.57425
"35","2019_Q2",70.6693650793651,"Up",772052000,-226126000,545926000,-357544000,-69701000,-284009000,-3834000,188382000,12803000,-60507000,8734000,64576000,201185000,186092000,387277000,-13512000,373765000,373765000,-25219000,348546000,-1499000,347047000,251030000,251030000,899976000,1151006000,29527087000,34395698000,-4868611000,7714019000,5613060000,2100959000,37241106000,38392112000,695761000,695761000,1166151000,1166151000,1861912000,10706139000,10706139000,12568051000,68948000,25660756000,6307000,25654449000,-2366015000,-1029206000,22334483000,3489578000,25824061000,38392112000,373765000,284009000,-95226000,-67634000,494914000,-656736000,-75559000,891934000,159639000,-336094000,-297908000,2482000,2482000,-117114000,-748634000,-94081000,-94081000,1255000,-92826000,472391000,10706139000,-238467000,0.70711,0.244,0.44951,0.01344,0.00904,-0.68713,0.61818,0.48668,0.27886,0.55115,0.53036,1.22611,35.3603,-0.37871,0.53376,0.0187,-0.00653,0.96844,22.13232,55.49951
"36","2019_Q3",77.27265625,"Up",790372000,-218344000,572028000,-354167000,-66276000,-284376000,-3515000,217861000,-4213000,-59122000,2041000,52868000,213648000,223810000,437458000,-26632000,410826000,410826000,-25550000,385276000,-1492000,383784000,401190000,401190000,609121000,1010311000,29809832000,34895051000,-5085219000,7886607000,5813582000,2073025000,37696439000,38706750000,740941000,740941000,1220056000,1220056000,1960997000,10968320000,10968320000,12929317000,68948000,25657977000,6311000,25651666000,-2317008000,-1079109000,22330808000,3446625000,25777433000,38706750000,410826000,284376000,-198196000,11601000,508607000,-609663000,-110620000,642417000,-77866000,-336269000,145738000,1890000,1890000,-96625000,-285266000,145475000,145475000,4685000,150160000,502237000,10968320000,-69193000,0.72375,0.27564,0.48557,0.01489,0.00992,-0.18029,0.5152,0.50158,0.28337,0.60889,0.58578,1.25395,35.31924,-0.10978,0.5335,0.0196,-0.00188,0.87619,21.04013,48.504
"37","2019_Q4",83.32171875,"Up",942181000,-244268000,697913000,-349747000,-65199000,-282254000,-2294000,348166000,46204000,-60244000,59492000,46956000,394370000,109729000,504099000,-13086000,491013000,491013000,-38867000,452146000,-1507000,450639000,1024994000,1024994000,799017000,1824011000,29624010000,34911650000,-5287640000,8000164000,5886820000,2113344000,37624174000,39448185000,808898000,808898000,1244487000,1244487000,2053385000,11459223000,11459223000,13512608000,68948000,25699969000,6317000,25693652000,-2201461000,-1050246000,22517210000,3418367000,25935577000,39448185000,491013000,282254000,-241155000,112027000,644139000,-755225000,-70548000,461754000,-364019000,-336599000,737675000,1527000,1527000,-52080000,350523000,630643000,630643000,-6839000,623804000,630420000,11459223000,308000,0.74074,0.36953,0.47829,0.01738,0.01142,0.00068,0.88829,0.52101,0.29049,0.71407,0.68808,1.49295,35.57073,0.00049,0.53336,0.02105,1e-05,0.74694,16.55123,29.96912
"38","2020_Q1",82.648064516129,"Down",826016000,-230189000,595827000,-358288000,-65542000,-289240000,-3506000,237539000,-112071000,-60080000,-111982000,-140187000,125468000,322061000,447529000,-21287000,426242000,426242000,-39251000,386991000,-1511000,385480000,1088855000,1088855000,720685000,1809540000,29786752000,35224414000,-5437662000,8435558000,6237371000,2198187000,38222310000,40031850000,704954000,704954000,1349235000,1349235000,2054189000,11905877000,11905877000,13960066000,68948000,25725745000,6318000,25719427000,-2151168000,-990398000,22653127000,3418657000,26071784000,40031850000,426242000,289240000,-50168000,-48940000,616374000,-922585000,-19442000.0000001,538923000,-403104000,-336698000,217190000,183000,183000,-36897000,-156222000,57048000,57048000,6813000,63861000.0000001,526779000,11905877000,-423459000,0.72133,0.28757,0.46667,0.01479,0.00963,-1.09852,0.8809,0.53545,0.29741,0.61066,0.58838,1.30854,35.7768,-0.67082,0.53338,0.01902,-0.01115,0.87345,20.53427,45.53788
"39","2020_Q2",85.0150793650794,"Up",978241000,-274192000,704049000,-430233000,-69689000,-345970000,-14574000,273816000,126787000,-75642000,113329000,89100000,400603000,151474000,552077000,-30913000,521164000,521164000,-30111000,491053000,-1635000,489418000,807871000,807871000,1975524000,2783395000,42449948000,48112299000,-5662351000,9773904000,6834758000,2939146000,52223852000,55007247000,888341000,888341000,1666444000,1666444000,2554785000,15676592000,15676592000,18231377000,68948000,35423727000,7386000,35416341000,-2090881000,-1142352000,32259442000,4516428000,36775870000,55007247000,521164000,345970000,-170221000,-17820000,679093000,-895742000,-1938887000,825456000,-2009173000,-430766000,800872000,-33979000,850000,714284000,1050411000,-279669000,-279669000,-1315000,-280984000,619786000,15676592000,-262863000,0.71971,0.27991,0.5003,0.01331,0.0089,-0.53709,1.08948,0.49574,0.28499,0.7009,0.67601,1.40095,46.10022,-0.37645,0.6169,0.01754,-0.00501,0.88016,23.99009,54.30187
"40","2020_Q3",96.03796875,"Up",1266124000,-313654000,952470000,-470838000,-64664000,-398195000,-7979000,481632000,-86964999.9999999,-81298000,-60835999.9999999,55169000,394667000,106782000,501449000,-46511000,454938000,454938000,-48765000,406173000,-1634000,404539000,549129000,549129000,1948508000,2497637000,42647434000,48578812000,-5931378000,10076786000,7201006000,2875780000,52724220000,55221857000,1140569000,1140569000,1668207000,1668207000,2808776000,15666872000,15666872000,18475648000,68948000,35431788000,7387000,35424401000,-2115679000,-1142129000,32242928000,4503281000,36746209000,55221857000,454938000,398195000,-256820000,79943000,676256000,-693734000,-36946000.0000002,488690000,-241990000,-430971000,-176367000,1001000,1001000,-89711000,-696048000,-261782000,-261782000,3040000,-258742000,879827000,15666872000,312547000,0.75227,0.3804,0.31951,0.01101,0.00733,0.7726,0.88923,0.50279,0.28371,0.54794,0.52669,1.71496,43.57941,0.42334,0.58375,0.01594,0.00596,1.06534,17.18263,31.38858
"41","2020_Q4",97.4525,"Up",1082773000,-291281000,791492000,-478106000,-74348000,-400738000,-3020000,313386000,-113579000,-80711000,-100974000,-148738000,199807000,144868000,344675000,-12154000,332521000,332521000,-29827000,302694000,-3999000,298695000,940193000,940193000,1757187000,2697380000,42876615000,49106359000,-6229744000,10185603000,7310960000,2874643000,53062218000,55759598000,1119124000,1119124000,1633041000,1633041000,2752165000,16518126000,16518126000,19270291000,63948000,35463613000,7390000,35456223000,-2245921000,-1184465000,32097175000,4392132000,36489307000,55759598000,332521000,400738000,289819000,-45092000,977986000,-703761000,-59386000,434488000,-328659000,-430589000,380430000,-7182000,18000,-202984000,-260325000,389002000,389002000,2062000,391064000,714124000,16518126000,-22575000,0.73099,0.28943,0.27586,0.00819,0.00536,-0.07558,0.98009,0.52811,0.29624,0.4047,0.39258,1.46703,43.40122,-0.03059,0.5834,0.01376,-0.00043,1.44157,21.81404,49.70845
"42","2021_Q1",98.8175409836066,"Up",1111597000,-290977000,820620000,-487647000,-66144000,-417066000,-4437000,332973000,-109809000,-76856000,-118992000,5513000,223164000,125723000,348887000,-40880000,308007000,308007000,-26113000,281894000,-1424000,280470000,598086000,598086000,1070724000,1668810000,43845172000,50384328000,-6539156000,10551023000,7602014000,2949009000,54396195000,56065005000,1143372000,1143372000,1747977000,1747977000,2891349000,16849076000,16849076000,19740425000,63948000,35496028000,7394000,35488634000,-2394690000,-1193739000,31971547000,4353033000,36324580000,56065005000,308007000,417066000,-70858000,-50545000,603670000,-1015506000,-45512000,566510000,-494508000,-430663000,26317000,348000,348000,-62202000,-466200000,-357038000,-357038000,14931000,-342107000,750039000,16849076000,-275132000,0.73824,0.29954,0.25231,0.00772,0.005,-0.98097,0.57717,0.54345,0.30053,0.3797,0.36675,1.50488,43.19636,-0.37247,0.58303,0.01337,-0.00517,1.5355,21.66686,48.80573
"43","2021_Q2",114.053015873016,"Up",1148316000,-327334000,820982000,-479051000,-78032000,-397575000,-3444000,341931000,80666000,-71281000,80152000,4746000,422597000,2813000,425410000,-25717000,399693000,399693000,-32346000,367347000,-1532000,365815000,676074000,676074000,1055751000,1731825000,43635541000,50459365000,-6823824000,10365443000,7514840000,2850603000,54000984000,55732809000,1138924000,1138924000,1705224000,1705224000,2844148000,16503458000,16503458000,19347606000,63948000,35461463000,7397000,35454066000,-2495343000,-1021551000,32008517000,4376686000,36385203000,55732809000,399693000,397575000,-30177000,49603000,816694000,-656920000,-141764000,691590000,-107094000,-4.68e+08,-17440000,709000,709000,-107582000,-592313000,117287000,117287000,-39299000,77988000,739506000,16503458000,157906000,0.71494,0.29777,0.31857,0.01005,0.00656,0.43166,0.60891,0.53174,0.29612,0.49501,0.47822,1.55388,43.22687,0.21368,0.63329,0.01577,0.00299,1.27934,21.40264,46.28824
"44","2021_Q3",127.24578125,"Up",1150842000,-290232000,860610000,-474272000,-74342000,-392736000,-7194000,386338000,-1357999.99999997,-68412000,-6080000,715000,384980000,314528000,699508000,-49195000,650313000,650313000,-50137000,600176000,-1551000,598625000,601446000,601446000,692072000,1293518000,44413609000,51522563000,-7108954000,10734258000,7811448000,2922810000,55147867000,56441385000,1304539000,1304539000,1670737000,1670737000,2975276000,16985305000,16985305000,19960581000,63948000,35440233000,7390000,35432843000,-2363348000,-1035120000,32105713000,4375091000,36480804000,56441385000,650313000,392736000,-303041000,-90799000,649209000,-1212111000,-224880000,1028084000,-408907000,-468181000,279855000,33999.9999999998,34000,-134372000,-322664000,-82362000,-82362000,7734000.00000001,-74628000,779074000,16985305000,-474641000,0.74781,0.3357,0.52016,0.01641,0.01061,-0.79289,0.43476,0.54715,0.30094,0.81005,0.78256,1.5573,43.35839,-0.64228,0.63353,0.01995,-0.00888,0.78209,21.02991,42.4081
"45","2021_Q4",147.0584375,"Up",1183049000,-308996000,874053000,-462189000,-66970000,-390806000,-4413000,411864000,91506000,-63638000,64172000,-846000,503370000,353796000,857166000,-59435000,797731000,797731000,-74193000,723538000,-1531000,722007000,585071000,585071000,571671000,1156742000,45054390000,52458694000,-7404304000,10805538000,7652323000,3153215000,55859928000,57016670000,1441776000,1441776000,1681752000,1681752000,3123528000,17135668000,17135668000,20259196000,63948000,35534064000,7393000,35526671000,-2107989000,-983906000,32506117000,4251357000,36757474000,57016670000,797731000,390806000,-398274000,23810000,814073000,-1197190000,-88274000,904896000,-380568000,-468179000,290756000,0,0,-266393000,-443816000,-10311000,-10311000,-6064000,-16375000,802670000,17135668000,-311275000,0.73881,0.34814,0.61029,0.01964,0.01266,-0.43112,0.37033,0.55116,0.30054,0.97672,0.94424,1.60041,43.88721,-0.42109,0.63334,0.02208,-0.00578,0.64844,20.61943,40.18462
"46","2022_Q1",150.943225806452,"Up",1277233000,-321925000,955308000,-478032000,-73823000,-396825000,-7384000,477276000,132491000,-62897000,26163000,-3744000,609767000,730997000,1340764000,-39911000,1300853000,1300853000,-52191000,1248662000,-1538000,1247124000,556117000,556117000,669688000,1225805000,45337003000,53005190000,-7668187000,11923412000,8610958000,3312454000,57260415000,58486220000,1252767000,1252767000,1776189000,1776189000,3028956000,17715054000,17715054000,20744010000,63948000,35569006000,7398000,35561608000,-1327828000,-878253000,33426873000,4315337000,37742210000,58486220000,1300853000,396825000,-847345000,-134267000,716066000,-2064032000,-343185000,1313728000,-1093489000,-468501000,807681000,0,0,11288000,350468000,-26955000.0000001,-26955000.0000001,-1999000,-28954000,874101000,17715054000,-1284287000,0.74795,0.37368,0.97643,0.03304,0.02132,-1.0298,0.4047,0.54962,0.30289,1.68506,1.62842,1.72575,45.07864,-1.73528,0.63302,0.03094,-0.02316,0.37567,19.63038,35.95181
"47","2022_Q2",137.446290322581,"Down",1219128000,-327485000,891643000,-480882000,-74646000,-396647000,-9589000,410761000,61307000,-64064000,47356000,1053000,472068000,776876000,1248944000,-29222000,1219722000,1219722000,-68937000,1150785000,-1531000,1149254000,1912750000,1912750000,373664000,2286414000,45601478000,53543018000,-7941540000,11891979000,8679011000,3212968000,57493457000,59779871000,1206224000,1206224000,1742907000,1742907000,2949131000,18368538000,18368538000,21317669000,63948000,35553665000,7402000,35546263000,-764425000,-681120000,34172068000,4290134000,38462202000,59779871000,1219722000,396647000,-778738000,3896000,841527000,-1109259000,-34811000,1427499000,283429000,-587382000,1015903000,-358006.699324404,-738425.47421913,-186037000,242484000,1367440000,1367440000,-10807000,1356633000,807408000,18368538000,-268733000,0.73138,0.33693,0.94269,0.02988,0.01922,-0.23383,0.77528,0.55425,0.30727,1.55422,1.5024,1.64872,46.12702,-0.36343,0.79436,0.03056,-0.00473,0.5111,20.38101,40.06171
"48","2022_Q3",128.4255,"Down",1252080000,-327517000,924563000,-497048000,-83114000,-402313000,-11621000,427515000,163683000,-60293000,138155000,6227000,591198000,105072000,696270000,-49834000,646436000,646436000,-35043000,611393000,-1538000,609855000,437515000,437515000,403617000,841132000,47019035000,55271030000,-8251995000,11903650000,8443644000,3460006000,58922685000,59763817000,1042086000,1042086000,1806961000,1806961000,2849047000,18040832000,18040832000,20889879000,63948000,35581344000,7404000,35573940000,-740764000,-328761000,34575767000,4298171000,38873938000,59763817000,646436000,402313000,-229954000,-14845000,803950000,-2277993000,-78037000.0000001,113586000,-2242444000,-587732000,645458000,-1681020.09797321,-2822276.42265739,-71246000,-13520000,-1452014000,-1452014000,-23221000,-1475235000,829828000,18040832000,-1413176000,0.73842,0.34144,0.48707,0.01569,0.0102,-2.31723,0.29523,0.53737,0.30187,0.82342,0.79608,1.69054,46.59748,-1.90805,0.79355,0.02104,-0.02483,0.96372,21.21321,41.1759
