"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",63.3247619047619,"Up",1.1121e+10,-1.0661e+10,4.6e+08,-3.78e+08,-3.78e+08,8.2e+07,0,-5.3e+07,5.6e+07,-3e+06,8.2e+07,8.2e+07,-2.8e+07,5.4e+07,4.8e+07,-1e+06,4.7e+07,-8e+06,3.9e+07,6.76e+08,6.76e+08,1.671e+09,1.671e+09,5.188e+09,4.473e+09,4.473e+09,1.2008e+10,5.351e+09,3.261e+09,4.97e+08,3.65e+08,5.15e+08,4.19e+08,1.465e+09,8.612e+09,2.062e+10,3.898e+09,3.898e+09,1.441e+09,3.277e+09,3.277e+09,8.616e+09,3.266e+09,1.105e+09,2.16e+08,8.89e+08,4.371e+09,1.2987e+10,6.9e+08,5.196e+09,-9.2e+08,8.188e+09,-5.726e+09,7.428e+09,2.05e+08,7.633e+09,2.062e+10,4.8e+07,1.3e+08,3.8e+07,-2.63e+08,-4.7e+07,-1.82e+08,-5999999.99999994,-7e+06,-6.07e+08,-6.7e+07,4.02e+08,4.6e+07,4.6e+07,-5e+06,3.76e+08,-2.78e+08,-2.78e+08,2e+07,-2.58e+08,2.12e+08,4.707e+09,-2.05e+08,0.04136,0.00737,0.00351,0.00511,0.00189,-5.25641,1.39369,1.70143,0.22827,0.27907,0.2768,79.57651,48.21387,-1.46688,0.47942,4,0.00788,-0.01525,1.71795,19.01415,49.15854
"30","2017_Q3",63.3842857142857,"Up",1.1645e+10,-1.129e+10,3.55e+08,-3.24e+08,-3.24e+08,3.1e+07,-5e+06,-5.4e+07,5.1e+07,-2e+06,2.6e+07,25999999.9999999,5.5e+07,8.1e+07,8.7e+07,-6e+06,8.1e+07,-9e+06,72000000.0000001,5.75e+08,5.75e+08,1.747e+09,1.747e+09,5.454e+09,4.138e+09,4.138e+09,1.1914e+10,5.331e+09,3.188e+09,5.04e+08,3.62e+08,5.43e+08,4.26e+08,1.353e+09,8.519e+09,2.0433e+10,3.513e+09,3.513e+09,1.48e+09,2.94e+09,2.94e+09,7.933e+09,3.918e+09,1.147e+09,2.68e+08,8.79e+08,5.065e+09,1.2998e+10,6.9e+08,5.213e+09,-9.2e+08,8.195e+09,-5.951e+09,7.227e+09,2.08e+08,7.435e+09,2.0433e+10,8.7e+07,1.52e+08,-3e+07,-1.471e+09,-1.262e+09,-1.6e+08,-3.5e+07,8.47e+08,6.02e+08,-6.8e+07,6.18e+08,1.1e+07,1.1e+07,-999999.999999998,5.6e+08,-1e+08,-1e+08,1e+06,-98999999.9999999,1.83e+08,5.398e+09,-1.503e+09,0.03049,0.00266,0.00618,0.00968,0.00352,-20.875,1.50183,1.74822,0.26418,0.51257,0.50915,82.90028,46.53664,-10.6998,0.48409,3,0.01001,-0.10751,0.94444,26.35519,155.58065
"31","2017_Q4",57.2777777777778,"Down",1.1423e+10,-1.0935e+10,4.88e+08,-3.42e+08,-3.42e+08,1.46e+08,-2.5e+07,-5.5e+07,1e+06,2.9e+07,1.21e+08,1.21e+08,-2.9e+07,9.2e+07,9.2e+07,0,9.2e+07,-8e+06,8.4e+07,3.89e+08,3.89e+08,1.867e+09,1.867e+09,5.848e+09,3.881e+09,3.881e+09,1.1985e+10,5.42e+09,3.147e+09,5.15e+08,3.38e+08,5.48e+08,4.18e+08,1.328e+09,8.567e+09,2.0552e+10,3.65e+09,3.65e+09,1.308e+09,2.51e+09,2.51e+09,7.468e+09,4.246e+09,1.088e+09,2.46e+08,8.42e+08,5.334e+09,1.2802e+10,6.9e+08,5.224e+09,-9.2e+08,8.214e+09,-5.662e+09,7.546e+09,2.04e+08,7.75e+09,2.0552e+10,9.2e+07,1.66e+08,8.7e+07,-1.07e+09,-7.25e+08,-1.43e+08,-2.47e+08,8.76e+08,5.02e+08,-7.2e+07,1.32e+08,1e+06,1e+06,-2.8e+07,3.3e+07,-1.9e+08,-1.9e+08,1e+06,-1.89e+08,3.12e+08,5.554e+09,-8.72e+08,0.04272,0.01278,0.00735,0.01084,0.00409,-10.38095,1.60485,1.65187,0.27024,0.59743,0.5934,81.24374,48.76189,-6.20192,0.51209,2,0.01084,-0.06059,0.85714,16.55449,35.37671
"32","2018_Q1",64.0875409836066,"Up",1.1605e+10,-1.1143e+10,4.62e+08,-3.93e+08,-3.93e+08,6.9e+07,-6e+07,-6.3e+07,-1.3e+07,1.6e+07,8999999.99999997,999999.999999985,-5.4e+07,-5.3e+07,-5.3e+07,-7e+06,-6e+07,-9e+06,-6.9e+07,6.01e+08,6.01e+08,1.501e+09,1.501e+09,5.074e+09,3.227e+09,3.227e+09,1.0403e+10,5.31e+09,3.158e+09,5.15e+08,3.23e+08,5.16e+08,4.61e+08,1.343e+09,8.468e+09,1.8871e+10,3.395e+09,3.395e+09,3.19e+08,2.501e+09,2.501e+09,6.215e+09,4.16e+09,1.139e+09,2.23e+08,9.16e+08,5.299e+09,1.1514e+10,6.9e+08,5.227e+09,-9.2e+08,8.081e+09,-5.93e+09,7.148e+09,2.09e+08,7.357e+09,1.8871e+10,-5.3e+07,1.61e+08,2.7e+07,-75999999.9999999,5.9e+07,-1.61e+08,3.05e+08,1.227e+09,1.322e+09,-7.4e+07,-1.066e+09,1e+06,1e+06,-1e+07,-1.149e+09,2.32e+08,2.32e+08,-1.9e+07,2.13e+08,2.3e+08,4.479e+09,4.7e+07,0.03981,0.00595,-0.00595,-0.00938,-0.00366,-0.681160000000002,1.67385,1.56504,0.23735,-0.49062,-0.48869,82.51663,45.91921,0.33419,0.52617,4,0.000389999999999998,0.00362,-1.07246,16.86087,56.2029
"33","2018_Q2",61.10796875,"Down",1.0641e+10,-1.0257e+10,3.84e+08,-3.44e+08,-3.44e+08,4e+07,-3.8e+07,-6.2e+07,-70908764.1531958,2.4e+07,2e+06,2e+06,-1.9e+07,-1.7e+07,-1.9e+07,-2e+06,-2.1e+07,-8e+06,-2.9e+07,2.87e+08,2.87e+08,1.686e+09,1.686e+09,6.952e+09,4.451e+09,4.451e+09,1.3376e+10,5.735e+09,3.973e+09,8e+08,8.01e+08,5.13e+08,4.62e+08,1.397e+09,9.708e+09,2.3084e+10,3.909e+09,3.909e+09,1.307e+09,3.334e+09,3.334e+09,8.55e+09,5.446e+09,1.341e+09,3.61e+08,9.8e+08,6.787e+09,1.5337e+10,6.9e+08,5.234e+09,-9.2e+08,8.008e+09,-5.947e+09,7.065e+09,6.82e+08,7.747e+09,2.3084e+10,-1.9e+07,1.42e+08,3.9e+07,-1.704e+09,-1.542e+09,-1.05e+08,-2.84e+08,4.35e+08,-9.38e+08,-7.3e+07,2.248e+09,4e+06,4e+06,-5e+06,2.174e+09,-3.06e+08,-3.06e+08,-7e+06,-3.13e+08,1.82e+08,6.753e+09,-1.608e+09,0.03609,0.00376,-0.00273,-0.00374,-0.00126,55.44828,1.56444,1.97973,0.29254,-0.20606,-0.20606,75.60916,45.29729,-11.42557,0.5187,2,0.00278,-0.10151,-2.51724,35.52747,161.65
"34","2018_Q3",56.7203174603175,"Down",1.2147e+10,-1.1605e+10,5.42e+08,-3.77e+08,-3.77e+08,1.65e+08,-1.8e+08,-8.8e+07,-9.6e+07,4e+06,-1.5e+07,-1.5e+07,-2e+06,-1.7e+07,-1e+07,-2e+06,-1.2e+07,-9e+06,-2.1e+07,2.21e+08,2.21e+08,1.814e+09,1.814e+09,7.062e+09,4.421e+09,4.421e+09,1.3518e+10,5.274e+09,3.332e+09,7.28e+08,7.38e+08,5.1e+08,4.48e+08,9.08e+08,8.606e+09,2.2124e+10,3.138e+09,3.138e+09,2.988e+09,2.917e+09,2.917e+09,9.043e+09,4.992e+09,1.305e+09,3.55e+08,9.5e+08,6.297e+09,1.534e+10,6.9e+08,5.254e+09,-9.2e+08,7.917e+09,-6.795e+09,6.146e+09,6.38e+08,6.784e+09,2.2124e+10,-1e+07,1.62e+08,1.35e+08,-2.083e+09,-1.796e+09,-1.15e+08,1.47e+08,4.62e+08,5.1e+08,-7.4e+07,1.319e+09,7e+06,7e+06,-8e+06,1.244e+09,-4.2e+07,-4.2e+07,-2.5e+07,-67000000.0000001,3.27e+08,7.98e+09,-1.869e+09,0.04462,0.01358,-0.00173,-0.0031,-0.000950000000000002,89,1.49486,2.2612,0.36069,-0.14898,-0.14898,86.17374,38.70617,-13.25914,0.52497,3,0.0033,-0.11631,-3.52381,23.72783,47.02424
"35","2018_Q4",53.4863492063492,"Down",1.1412e+10,-1.0494e+10,9.18e+08,-3.33e+08,-3.33e+08,5.85e+08,-1.33e+08,-9.4e+07,-2e+07,-1.9e+07,4.52e+08,4.52e+08,-8.5e+07,3.67e+08,3.74e+08,-9e+06,3.65e+08,-8e+06,3.57e+08,2.67e+08,2.67e+08,1.713e+09,1.713e+09,7.183e+09,3.948e+09,3.948e+09,1.3111e+10,5.164e+09,3.171e+09,7.23e+08,7.11e+08,4.34e+08,4.54e+08,8.49e+08,8.335e+09,2.1446e+10,3.274e+09,3.274e+09,2.388e+09,2.639e+09,2.639e+09,8.301e+09,4.912e+09,1.308e+09,3.61e+08,9.47e+08,6.22e+09,1.4521e+10,6.9e+08,5.265e+09,-9.2e+08,8.203e+09,-6.958e+09,6.28e+09,6.45e+08,6.925e+09,2.1446e+10,3.74e+08,1.59e+08,8.6e+07,-5.66e+08,5.3e+07,-9.8e+07,5.4e+07,6.99e+08,6.52e+08,-7.8e+07,-6.26e+08,0,9.31322574615479e-10,-5e+06,-7.09e+08,-4e+06,-4e+06,5e+07,4.6e+07,7.44e+08,7.3e+09,1.65e+08,0.08044,0.05126,0.03128,0.05155,0.01665,0.46218,1.57945,2.0969,0.34039,2.53057,2.38151,80.89313,39.62431,1.16959,0.5529,4,0.028,0.01062,0.21849,9.45296,12.02222
"36","2019_Q1",46.404262295082,"Down",1.1543e+10,-1.1121e+10,4.22e+08,-3.69e+08,-3.69e+08,5.3e+07,-3.6e+07,-6.4e+07,1.5e+07,-1.8e+07,1.7e+07,1.7e+07,-7.3e+07,-55999999.9999999,-58000000.0000001,-7e+06,-6.5e+07,-9e+06,-7.4e+07,3.89e+08,3.89e+08,1.637e+09,1.637e+09,5.871e+09,3.171e+09,3.171e+09,1.1068e+10,5.201e+09,3.156e+09,7.27e+08,6.97e+08,4.58e+08,4.51e+08,8.23e+08,8.357e+09,1.9425e+10,3.501e+09,3.501e+09,1.169e+09,2.502e+09,2.502e+09,7.172e+09,4.203e+09,1.248e+09,3.56e+08,8.92e+08,5.451e+09,1.2623e+10,6.9e+08,5.279e+09,-9.2e+08,8.059e+09,-6.935e+09,6.173e+09,6.29e+08,6.802e+09,1.9425e+10,-58000000.0000001,1.59e+08,5.9e+07,1.861e+09,2.021e+09,-1.75e+08,-3e+06,3.74e+08,1.86e+08,-8e+07,-1.985e+09,0,0,-1.3e+07,-2.078e+09,1.29e+08,1.29e+08,-7e+06,1.22e+08,2.12e+08,5.372e+09,1.971e+09,0.03656,0.00459,-0.00641,-0.01088,-0.00381,-26.63514,1.54322,1.85578,0.27655,-0.524430000000001,-0.547280000000001,81.80458,38.85771,13.96836,0.56696,4,0.000450000000000002,0.14685,-1.08108,23.50472,94.01887
"37","2019_Q2",47.0853968253968,"Up",9.938e+09,-9.501e+09,4.37e+08,-3.05e+08,-3.05e+08,1.32e+08,-4.4e+07,-6.8e+07,-7e+06,3.1e+07,8.8e+07,8.8e+07,-3.8e+07,5e+07,5e+07,-5e+06,4.5e+07,-8e+06,3.7e+07,4.64e+08,4.64e+08,1.717e+09,1.717e+09,5.938e+09,3.12e+09,3.12e+09,1.1239e+10,5.197e+09,4.099e+09,7.23e+08,6.57e+08,4.25e+08,4.63e+08,1.831e+09,9.296e+09,2.0535e+10,3.841e+09,3.841e+09,2.372e+09,1.84e+09,1.84e+09,8.053e+09,4.56e+09,1.197e+09,3.23e+08,8.74e+08,5.757e+09,1.381e+10,6.9e+08,5.285e+09,-9.2e+08,8.045e+09,-7e+09,6.1e+09,6.25e+08,6.725e+09,2.0535e+10,5e+07,1.39e+08,6.6e+07,-6.57e+08,-4.02e+08,-1.19e+08,-1.56e+08,2.38e+08,-4.1e+07,-7.9e+07,5.9e+08,5e+06,5e+06,-3e+06,5.13e+08,7e+07,7e+07,5999999.99999999,7.6e+07,2.71e+08,6.932e+09,-4.67e+08,0.04397,0.01328,0.00372,0.0055,0.0018,-12.62162,1.39563,2.05353,0.33757,0.26203,0.26138,70.37994,38.31309,-3.30725,0.55947,4,0.00781,-0.03144,2.13514,23.86716,49
"38","2019_Q3",49.76890625,"Up",1.0096e+10,-9.584e+09,5.12e+08,-3.35e+08,-3.35e+08,1.77e+08,9.5e+07,-8.1e+07,-1.1e+07,1.87e+08,2.72e+08,2.72e+08,-6e+07,2.12e+08,2.12e+08,2e+06,2.14e+08,-9e+06,2.05e+08,2.38e+08,2.38e+08,1.711e+09,1.711e+09,5.875e+09,3.283e+09,3.283e+09,1.1107e+10,5.238e+09,4.079e+09,7.29e+08,6.43e+08,4.56e+08,4.74e+08,1.777e+09,9.317e+09,2.0424e+10,3.053e+09,3.053e+09,2.54e+09,1.864e+09,1.864e+09,7.457e+09,4.789e+09,1.228e+09,3.49e+08,8.79e+08,6.017e+09,1.3474e+10,6.9e+08,5.301e+09,-9.2e+08,8.179e+09,-6.919e+09,6.331e+09,6.19e+08,6.95e+09,2.0424e+10,2.12e+08,1.55e+08,4999999.99999988,-1.053e+09,-6.81e+08,-1.46e+08,9.2e+07,2.82e+08,2.26e+08,-7.9e+07,3.14e+08,2e+06,2e+06,-5e+06,2.32e+08,-2.23e+08,-2.23e+08,2e+06,-2.21e+08,3.32e+08,7.329e+09,-8.07e+08,0.05071,0.01753,0.02031,0.0295,0.01004,-3.93659,1.48947,1.93871,0.35884,1.44878,1.44533,71.35049,39.8661,-5.70323,0.55831,3,0.01831,-0.05204,0.38537,21.35843,40.06215
"39","2019_Q4",49.741875,"Down",1.0323e+10,-1.1301e+10,-9.78e+08,-3.29e+08,-3.29e+08,-1.307e+09,-2.03e+08,-7.8e+07,-1.29e+08,-1.7e+07,-1.51e+09,-1.51e+09,2.8e+07,-1.482e+09,-1.482e+09,-6e+06,-1.488e+09,-8e+06,-1.496e+09,2.91e+08,2.91e+08,1.834e+09,1.834e+09,5.466e+09,3.235e+09,3.159e+09,1.0826e+10,4.126e+09,3.682e+09,7.01e+08,6.06e+08,4.45e+08,4.72e+08,1.458e+09,7.808e+09,1.8634e+10,3.046e+09,3.046e+09,2.081e+09,2.242e+09,2.242e+09,7.369e+09,5.101e+09,1.102e+09,3.33e+08,7.69e+08,6.203e+09,1.3572e+10,6.9e+08,5.313e+09,-9.2e+08,6.611e+09,-7.234e+09,4.46e+09,6.02e+08,5.062e+09,1.8634e+10,-1.482e+09,1.34e+08,1.727e+09,-6.09e+08,-2.3e+08,-1.13e+08,9.5e+07,2.6e+08,2.39e+08,-7.9e+07,1.38e+08,1e+06,1e+06,-9e+06,5.1e+07,6e+07,6e+07,-1.5e+07,4.5e+07,-1.173e+09,7.182e+09,-1.923e+09,-0.09474,-0.12661,-0.14492,-0.29554,-0.08028,1.28543,1.46913,2.68115,0.38542,-10.5676,-10.61943,72.9207,26.63092,-13.58389,0.55805,2,-0.10617,-0.14409,-0.05281,-5.87468,-5.27238
"40","2020_Q1",44.368064516129,"Down",1.0783e+10,-1.0212e+10,5.71e+08,-3.82e+08,-3.82e+08,1.89e+08,-1.36e+08,-8.1e+07,3e+07,-1.04e+08,52999999.9999998,-5.5e+07,-1.6e+07,-7.1e+07,-7.1e+07,2e+07,-5.1e+07,-1.7e+07,-6.8e+07,3.2e+08,3.2e+08,1.705e+09,1.705e+09,5.038e+09,3.185e+09,3.113e+09,1.0248e+10,4.132e+09,3.937e+09,6.11e+08,5.83e+08,4.42e+08,8.27e+08,1.474e+09,8.069e+09,1.8317e+10,2.842e+09,2.842e+09,1.494e+09,2.259e+09,2.259e+09,6.595e+09,4.255e+09,1.04e+09,3.29e+08,7.11e+08,5.295e+09,1.189e+10,6.9e+08,5.33e+09,-9.2e+08,6.437e+09,-5.624e+09,5.913e+09,5.14e+08,6.427e+09,1.8317e+10,-7.1e+07,1.2e+08,1.4e+08,5.42e+08,7.31e+08,5.83e+08,-2.01e+08,5.01e+08,8.53e+08,-8e+07,-1.48e+09,9e+06,9e+06,-1.6e+07,-1.567e+09,1.7e+07,1.7e+07,1.2e+07,2.9e+07,3.09e+08,5.749e+09,1.45e+09,0.05295,0.01753,-0.00631000000000001,-0.01058,-0.00371,-21.32353,1.5539,1.85001,0.31386,-0.47988,-0.47988,76.097,36.85937,10.23283,0.56457,5,0.000909999999999994,0.10972,-1.17647,17.56958,28.72487
"41","2020_Q2",35.6153968253968,"Down",9.173e+09,-8.999e+09,1.74e+08,-2.95e+08,-2.95e+08,-1.21e+08,-1.27e+08,-7e+07,-6e+06,-9e+06,-2.48e+08,-2.48e+08,5.5e+07,-1.93e+08,-1.93e+08,9e+06,-1.84e+08,-2.3e+07,-2.07e+08,1.93e+08,1.93e+08,1.616e+09,1.616e+09,5.451e+09,3.84e+09,3.789e+09,1.11e+10,3.83e+09,3.666e+09,5.53e+08,5.33e+08,4.16e+08,6.86e+08,1.478e+09,7.496e+09,1.8596e+10,3.368e+09,3.368e+09,1.462e+09,3.192e+09,3.192e+09,8.022e+09,4.247e+09,9.61e+08,2.94e+08,6.67e+08,5.208e+09,1.323e+10,6.9e+08,5.345e+09,-9.2e+08,6.158e+09,-6.411e+09,4.862e+09,5.04e+08,5.366e+09,1.8596e+10,-1.93e+08,1.13e+08,-8.1e+07,-2.78e+08,-4.39e+08,-5e+07,-2.4e+07,4.68e+08,3.94e+08,-7.9e+07,2e+06,2e+06,2e+06,-9e+06,-8.4e+07,-1.29e+08,-1.29e+08,2e+06,-1.27e+08,-8e+06,5.709e+09,-3.91e+08,0.01897,-0.01319,-0.02257,-0.03858,-0.01113,1.88889,1.38369,2.46552,0.307,-1.45878,-1.45878,64.64452,29.40117,-2.75548,0.55673,1,-0.01063,-0.03249,-0.38164,-689.5,-45.58678
"42","2020_Q3",41.5825,"Up",9.462e+09,-8.357e+09,1.105e+09,-3.46e+08,-3.46e+08,7.59e+08,-6.9e+07,-5.6e+07,2.7e+07,2.9e+07,6.9e+08,6.9e+08,-1.68e+08,5.22e+08,5.22e+08,-6e+06,5.16e+08,-4e+06,5.12e+08,2.77e+08,2.77e+08,1.526e+09,1.526e+09,6.007e+09,3.658e+09,3.362e+09,1.1468e+10,3.714e+09,3.377e+09,5.5e+08,5.24e+08,2.95e+08,5.65e+08,1.443e+09,7.091e+09,1.8559e+10,2.602e+09,2.602e+09,2.277e+09,2.617e+09,2.617e+09,7.496e+09,4.483e+09,9.74e+08,3.09e+08,6.65e+08,5.457e+09,1.2953e+10,6.9e+08,5.357e+09,-1.02e+09,6.581e+09,-6.515e+09,5.093e+09,5.13e+08,5.606e+09,1.8559e+10,5.22e+08,1.04e+08,2.22e+08,-1.911e+09,-1.063e+09,-7.2e+07,3.6e+07,3.7e+08,3.34e+08,-8e+07,9.98e+08,-1e+08,0,-8e+06,8.1e+08,8.1e+07,8.1e+07,3e+06,8.4e+07,8.63e+08,6.76e+09,-9.52e+08,0.11678,0.08022,0.05411,0.09133,0.02759,-1.85938,1.52988,2.31056,0.36424,3.61659,3.21784,66.83625,31.10125,-6.72459,0.56509,5,0.04438,-0.07136,0.15625,7.5121700000002,8.54149999999998
"43","2020_Q4",54.78015625,"Up",1.0159e+10,-9.557e+09,6.02e+08,-3.52e+08,-3.52e+08,2.5e+08,5.5e+07,-5.1e+07,5.4e+07,1.7e+07,3.05e+08,3.05e+08,-3.8e+07,2.67e+08,2.67e+08,-5e+06,2.62e+08,4e+06,2.66e+08,2.91e+08,2.91e+08,1.623e+09,1.623e+09,6.463e+09,5.124e+09,4.729e+09,1.3501e+10,3.72e+09,3.54e+09,5.59e+08,5.24e+08,3.11e+08,5.83e+08,1.563e+09,7.26e+09,2.0761e+10,2.708e+09,2.708e+09,2.352e+09,3.872e+09,3.872e+09,8.932e+09,5.003e+09,9.72e+08,3.35e+08,6.37e+08,5.975e+09,1.4907e+10,6.9e+08,5.377e+09,-1.02e+09,6.784e+09,-6.504e+09,5.327e+09,5.27e+08,5.854e+09,2.0761e+10,2.67e+08,1.06e+08,-3.1e+07,-9.68e+08,-6.26e+08,-9.3e+07,-3.5e+07,3.8e+08,2.52e+08,-7.8e+07,4.79e+08,0,-1.16415321826935e-10,2e+06,4.03e+08,2.9e+07,2.9e+07,9.31322574615479e-10,2.9e+07,3.56e+08,7.355e+09,-6.67e+08,0.05926,0.02461,0.02618,0.04544,0.01281,-2.50752,1.51153,2.54646,0.35427,1.90538,1.78987,72.76974,33.2152,-4.77777,0.55872,6,0.02426,-0.04703,0.29323,19.8427,28.256
"44","2021_Q1",70.3193442622951,"Up",1.261e+10,-1.1706e+10,9.04e+08,-3.65e+08,-3.65e+08,5.39e+08,1.27e+08,-6.6e+07,7.5e+07,8.9e+07,6.66e+08,6.66e+08,-9.7e+07,5.69e+08,5.69e+08,-1.8e+07,5.51e+08,-1e+06,5.5e+08,3.52e+08,3.52e+08,1.717e+09,1.717e+09,7.172e+09,6.94e+09,6.268e+09,1.6181e+10,3.775e+09,3.699e+09,5.86e+08,5.29e+08,3.39e+08,6.31e+08,1.614e+09,7.474e+09,2.3655e+10,2.636e+09,2.636e+09,3.071e+09,5.278e+09,5.278e+09,1.0985e+10,5.033e+09,1.017e+09,3.6e+08,6.57e+08,6.05e+09,1.7035e+10,6.9e+08,5.409e+09,-1.02e+09,7.236e+09,-6.246e+09,6.069e+09,5.51e+08,6.62e+09,2.3655e+10,5.69e+08,1.12e+08,-1.49e+08,-1.94e+09,-1.408e+09,4.4e+07,-9e+06,8.12e+08,8.33e+08,-7.9e+07,7.23e+08,6999999.99999999,7e+06,-1.7e+07,6.34e+08,5.9e+07,5.9e+07,1.4e+07,7.3e+07,6.51e+08,8.104e+09,-1.148e+09,0.07169,0.04274,0.04362,0.08308,0.02325,-2.08727,1.47301,2.57326,0.34259,3.93698,3.68799,90.26426,38.50368,-8.21756,0.56549,5,0.03996,-0.07293,0.14364,11.90783,14.38219
"45","2021_Q2",80.3150793650794,"Up",1.2961e+10,-1.1814e+10,1.147e+09,-2.71e+08,-2.71e+08,8.76e+08,2.33e+08,-6.4e+07,-1e+07,2.63e+08,1.109e+09,1.109e+09,-1.92e+08,9.17e+08,9.17e+08,-8.6e+07,8.31e+08,-8e+06,8.23e+08,2.26e+08,2.26e+08,2.253e+09,2.253e+09,8.616e+09,6.19e+09,5.765e+09,1.7285e+10,3.645e+09,3.603e+09,5.56e+08,4.96e+08,3.19e+08,6.45e+08,1.587e+09,7.248e+09,2.4533e+10,3.842e+09,3.842e+09,2.956e+09,4.542e+09,4.542e+09,1.134e+10,4.897e+09,1.042e+09,3.84e+08,6.58e+08,5.939e+09,1.7279e+10,6.9e+08,5.469e+09,-1.02e+09,7.982e+09,-6.484e+09,6.637e+09,6.17e+08,7.254e+09,2.4533e+10,9.17e+08,1.06e+08,-2.34e+08,-1.776e+09,-9.87e+08,2.78e+08,-8.8e+07,9.6e+08,1.115e+09,-7.9e+07,-8.9e+07,4.4e+07,4.4e+07,-1.66e+08,-2.9e+08,-1.62e+08,-1.62e+08,3.3e+07,-1.29e+08,9.82e+08,7.853e+09,-3.24e+08,0.0885,0.06759,0.0635,0.11345,0.03355,-0.39368,1.52425,2.382,0.3201,5.86423,5.46437,92.35271,42.37494,-2.30864,0.56291,6,0.05585,-0.02006,0.09599,7.7668,8.70662
"46","2021_Q3",73.89734375,"Down",1.5391e+10,-1.4726e+10,6.65e+08,-2.97e+08,-2.97e+08,3.68e+08,5.1e+07,-4.8e+07,3.5e+07,3.5e+07,4.19e+08,4.19e+08,-5e+07,3.69e+08,3.69e+08,-5999999.99999999,3.63e+08,-9e+06,3.54e+08,4.64e+08,4.64e+08,2.526e+09,2.526e+09,8.46e+09,6.105e+09,5.681e+09,1.7555e+10,3.719e+09,3.811e+09,5.79e+08,5.02e+08,4.73e+08,7.14e+08,1.543e+09,7.53e+09,2.5085e+10,3.634e+09,3.634e+09,2.124e+09,4.563e+09,4.563e+09,1.0321e+10,5.873e+09,1.077e+09,4.13e+08,6.64e+08,6.95e+09,1.7271e+10,6.9e+08,5.513e+09,-1.02e+09,8.259e+09,-6.258e+09,7.184e+09,6.3e+08,7.814e+09,2.5085e+10,3.69e+08,1.06e+08,-2.46e+08,-6.73e+08,-4.44e+08,-6.6e+07,-4.4e+07,8.44e+08,7.69e+08,-7.9e+07,1.19e+08,2.8e+07,2.8e+07,-8000000.00000003,6e+07,3.85e+08,3.85e+08,-1.33e+08,2.52e+08,4.74e+08,7.997e+09,-2.15e+08,0.04321,0.02391,0.023,0.0453,0.01411,-0.60734,1.7009,2.21026,0.3188,2.5224,2.35041,109.6675,46.27255,-1.53197,0.56291,5,0.02564,-0.01273,0.22316,15.89241,20.47011
