"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","raw_materials","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_investments","long_term_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",87.7146774193548,"Up",3.0142e+10,-2.212e+10,8.022e+09,-8.807e+09,-1.544e+09,-4.203e+09,-3.06e+09,-7.85e+08,1.297e+09,7.78e+08,5.77e+08,511999999.999999,5.12e+08,-7.4e+07,4.38e+08,4.38e+08,-2.3e+07,4.15e+08,4.15e+08,7.001e+09,6.988e+09,1.3e+07,1.4092e+10,5.419e+09,5.419e+09,3.107e+09,3.107e+09,2.9619e+10,1.82186e+11,3.36077e+11,-1.53891e+11,3.2735e+10,3.025e+10,2.485e+09,1.5538e+10,4.581e+09,1.0957e+10,2.30459e+11,2.60078e+11,1.9895e+10,1.3986e+10,1.027e+09,4.882e+09,1.084e+10,1.05e+09,1.05e+09,3.1785e+10,3.5286e+10,3.5193e+10,4.6285e+10,8.1571e+10,1.13356e+11,1.8187e+10,-4.1834e+10,1.73046e+11,-3.843e+09,1.45556e+11,1.166e+09,1.46722e+11,2.60078e+11,4.38e+08,4.203e+09,-1.476e+09,-6.96e+08,-7.8e+08,6.98e+08,-5e+07,7.48e+08,3.863e+09,-3.441e+09,-4.009e+09,2.23e+08,-2.923e+09,-2.025e+09,7.8e+08,-6e+06,-1.251e+09,-3.11e+08,-3.11e+08,-5.2e+07,-3.63e+08,3.418e+09,4.6126e+10,7.49e+08,0.26614,-0.02604,0.01377,0.00283,0.0016,1.80482,0.93185,0.77259,0.17735,0.22115,0.2223,16.06219,77.56446,0.39913,1.07909,5,0.0102,0.00313,4.87952,11.44675,-49.8407600000001
"29","2017_Q2",83.6568253968254,"Down",3.1524e+10,-2.2162e+10,9.362e+09,-8.079e+09,-8.7e+08,-4.194e+09,-3.015e+09,1.283e+09,1.846e+09,1.15e+09,7.47e+08,3.129e+09,3.129e+09,-4.3e+08,2.699e+09,2.699e+09,-1.7e+07,2.682e+09,2.682e+09,6.994e+09,6.983e+09,1.1e+07,1.3754e+10,5.921e+09,5.921e+09,2.899e+09,2.899e+09,2.9568e+10,1.80296e+11,3.3615e+11,-1.55854e+11,3.3372e+10,3.0915e+10,2.457e+09,1.5875e+10,4.543e+09,1.1332e+10,2.29543e+11,2.59111e+11,1.8715e+10,1.3078e+10,9.8e+08,4.657e+09,8.297e+09,1.414e+09,1.414e+09,2.8426e+10,3.6959e+10,3.6864e+10,4.5936e+10,8.2895e+10,1.11321e+11,1.8223e+10,-4.1603e+10,1.73698e+11,-3.726e+09,1.46592e+11,1.198e+09,1.4779e+11,2.59111e+11,2.699e+09,4.194e+09,-1.875e+09,-5.63e+08,-1.312e+09,-1.139e+09,2e+07,-1.159e+09,3.879e+09,-1.228e+09,-3.315e+09,-1.3e+07,-1.239e+09,-2.029e+09,-6.55e+08,0,-2.684e+09,-4.4e+07,-4.4e+07,3.9e+07,-5e+06,5.477e+09,4.5256e+10,3.54e+09,0.29698,0.0407,0.08508,0.01815,0.01035,1.31991,1.04017,0.75324,0.17466,1.42707,1.41501,16.77369,78.00052,1.88361,1.07962,6,0.01971,0.01481,0.75652,6.98594,29.82229
"30","2017_Q3",87.0907936507937,"Up",3.2877e+10,-2.2845e+10,1.0032e+10,-9.634e+09,-8.67e+08,-5.311e+09,-3.456e+09,3.98e+08,1.555e+09,1.316e+09,2.87e+08,1.953e+09,1.953e+09,-4.87e+08,1.466e+09,1.466e+09,-1.6e+07,1.45e+09,1.45e+09,4.775e+09,4.762e+09,1.3e+07,1.3168e+10,6.075e+09,6.075e+09,2.608e+09,2.608e+09,2.6626e+10,1.78176e+11,3.37551e+11,-1.59375e+11,3.4109e+10,3.1706e+10,2.403e+09,1.5688e+10,4.543e+09,1.1145e+10,2.27973e+11,2.54599e+11,1.7846e+10,1.2057e+10,1.094e+09,4.695e+09,8.782e+09,1.328e+09,1.328e+09,2.7956e+10,3.4082e+10,3.3989e+10,4.5173e+10,7.9255e+10,1.07211e+11,1.826e+10,-4.1569e+10,1.73116e+11,-3.604e+09,1.46203e+11,1.185e+09,1.47388e+11,2.54599e+11,1.466e+09,5.311e+09,-1.605e+09,-6.83e+08,-9.22e+08,-3.03e+08,5.6e+07,-3.59e+08,4.869e+09,-2.857e+09,-3.224e+09,-3000000.00000012,-2.862e+09,-2.032e+09,-2.378e+09,-4.1e+07,-4.451e+09,-2.444e+09,-2.444e+09,999999.99999997,-2.443e+09,5.709e+09,4.2864e+10,3.036e+09,0.30514,0.01211,0.0441,0.00984,0.0057,2.09379,0.95243,0.72741,0.16836,0.77086,0.76597,17.47829,77.72542,1.61402,1.08027,7,0.01479,0.0129,1.40138,6.67175,95.70101
"31","2017_Q4",95.4971428571429,"Up",3.3892e+10,-2.3621e+10,1.0271e+10,-9.891e+09,-1.111e+09,-5.109e+09,-3.671e+09,3.8e+08,2.278e+09,1.036e+09,1.277e+09,2.658e+09,2.658e+09,-6.72e+08,1.986e+09,1.986e+09,-3.4e+07,1.952e+09,1.952e+09,6.654e+09,6.641e+09,1.3e+07,1.4124e+10,5.761e+09,5.761e+09,2.859e+09,2.859e+09,2.9398e+10,1.78436e+11,3.43066e+11,-1.6463e+11,3.5418e+10,3.2402e+10,3.016e+09,1.1908e+10,4.531e+09,7.377e+09,2.25762e+11,2.5516e+11,1.9203e+10,1.3084e+10,1.034e+09,5.085e+09,7.897e+09,1.123e+09,1.123e+09,2.8223e+10,3.4075e+10,3.3983e+10,4.4951e+10,7.9026e+10,1.07249e+11,1.8337e+10,-4.1237e+10,1.73035e+11,-3.422e+09,1.46713e+11,1.198e+09,1.47911e+11,2.5516e+11,1.986e+09,5.109e+09,-1.048e+09,7.82e+08,-1.83e+09,-5.5e+08,-6.13e+08,6.3e+07,5.497e+09,-9.13e+08,-3.224e+09,-2e+07,-9.33e+08,-2.032e+09,-5.4e+08,-2.5e+07,-2.597e+09,1.967e+09,1.967e+09,2.2e+07,1.989e+09,5.489e+09,4.1972e+10,4.698e+09,0.30305,0.01121,0.05759,0.0132,0.00765,2.40676,1.04163,0.72509,0.16449,1.03684,1.0296,18.00228,77.92898,2.49542,1.07933,7,0.01697,0.02001,1.04098,6.43432,92.94211
"32","2018_Q1",97.1927868852459,"Up",3.6381e+10,-2.6264e+10,1.0117e+10,-9.698e+09,-1.262e+09,-4.735e+09,-3.701e+09,4.19e+08,1.062e+09,9.36e+08,2.99e+08,1.481e+09,1.481e+09,1.637e+09,3.118e+09,3.118e+09,-6999999.99999999,3.111e+09,3.111e+09,4.822e+09,4.813e+09,9e+06,1.5353e+10,5.585e+09,5.585e+09,2.8e+09,2.8e+09,2.856e+10,1.77712e+11,3.44485e+11,-1.66773e+11,3.5346e+10,3.2497e+10,2.849e+09,1.2188e+10,4.531e+09,7.657e+09,2.25246e+11,2.53806e+11,2.0945e+10,1.4565e+10,1.113e+09,5.267e+09,5.192e+09,1.6e+09,1.6e+09,2.7737e+10,3.3571e+10,3.3571e+10,4.3179e+10,7.675e+10,1.04487e+11,1.844e+10,-4.0833e+10,1.74106e+11,-3.589e+09,1.48124e+11,1.195e+09,1.49319e+11,2.53806e+11,3.118e+09,4.735e+09,-2.67e+09,-2.739e+09,68999999.9999998,9.1e+08,1.69e+08,7.41e+08,6.093e+09,-3.31e+09,-3.641e+09,2e+07,-3.286e+09,-2.039e+09,-2.771e+09,-1.2e+07,-4.822e+09,-2.015e+09,-2.015e+09,3e+06,-2.012e+09,5.154e+09,3.8763e+10,1.117e+09,0.27808,0.01152,0.08551,0.02083,0.01226,0.35905,1.02967,0.69976,0.15273,1.64694,1.63075,19.25981,78.41568,0.59133,1.07943,8,0.02227,0.00483,0.65542,6.58537,81.00477
"33","2018_Q2",101.88734375,"Up",3.5968e+10,-2.5934e+10,1.0034e+10,-6.598e+09,-7.23e+08,-4.289e+09,-1.586e+09,3.436e+09,1.637e+09,1.637e+09,1.59e+08,5.073e+09,5.073e+09,-1.414e+09,3.659e+09,3.659e+09,-2.1e+07,3.638e+09,3.638e+09,6.504e+09,6.466e+09,3.8e+07,1.5771e+10,6.128e+09,6.128e+09,3.323e+09,3.323e+09,3.1726e+10,1.75846e+11,3.44977e+11,-1.69131e+11,3.6193e+10,3.347e+10,2.723e+09,1.2677e+10,4.531e+09,8.146e+09,2.24716e+11,2.56442e+11,2.0162e+10,1.4479e+10,1.096e+09,4.587e+09,8.601e+09,1.867e+09,1.867e+09,3.063e+10,3.1144e+10,3.1054e+10,4.3102e+10,7.4246e+10,1.04876e+11,1.8555e+10,-4.0359e+10,1.75619e+11,-3.459e+09,1.50356e+11,1.21e+09,1.51566e+11,2.56442e+11,3.659e+09,4.289e+09,-7.68e+08,3.83e+08,-1.151e+09,-2.137e+09,1.28e+08,-2.265e+09,5.043e+09,-2.886e+09,-2.997e+09,2.6e+07,-2.889e+09,-2.124e+09,1.522e+09,-1.1e+07,-6.13e+08,1.541e+09,1.541e+09,3.3e+07,1.574e+09,7.725e+09,3.9745e+10,4.116e+09,0.27897,0.09553,0.10115,0.024,0.01419,1.13139,1.03578,0.69195,0.15499,1.91879,1.90151,18.97056,79.30211,2.1709,1.12026,6,0.02458,0.01756,0.58384,4.30304,9.67433
"34","2018_Q3",100.474126984127,"Down",4.0491e+10,-2.9957e+10,1.0534e+10,-7.157e+09,-1.017e+09,-4.498e+09,-1.642e+09,3.377e+09,1.528e+09,1.493e+09,2.52e+08,4.905e+09,4.905e+09,-1.483e+09,3.422e+09,3.422e+09,-1.3e+07,3.409e+09,3.409e+09,7.686e+09,7.628e+09,5.8e+07,1.6672e+10,6.644e+09,6.644e+09,3.254e+09,3.254e+09,3.4256e+10,1.74242e+11,3.43544e+11,-1.69302e+11,3.6815e+10,3.4242e+10,2.573e+09,1.2616e+10,4.518e+09,8.098e+09,2.23673e+11,2.57929e+11,2.1585e+10,1.5722e+10,1.041e+09,4.822e+09,8.598e+09,1.679e+09,1.679e+09,3.1862e+10,2.9919e+10,2.9779e+10,4.2768e+10,7.2687e+10,1.04549e+11,1.8632e+10,-3.9965e+10,1.76899e+11,-3.368e+09,1.52198e+11,1.182e+09,1.5338e+11,2.57929e+11,3.422e+09,4.498e+09,-6.22e+08,1.27e+08,-7.49e+08,-4.43e+08,1.38e+08,-5.81e+08,6.855e+09,-2.548e+09,-3.226e+09,2.6e+07,-2.542e+09,-2.129e+09,-8.81e+08,-4.4e+07,-3.054e+09,1.259e+09,1.259e+09,-7.8e+07,1.181e+09,7.875e+09,3.8517e+10,6.367e+09,0.26016,0.0834,0.08419,0.02223,0.01322,1.8677,1.07514,0.68163,0.14933,1.79386,1.77649,21.30685,80.0884,3.35039,1.12031,7,0.0236,0.02713,0.62452,3.91505,9.1297
"35","2018_Q4",96.8398412698413,"Down",4.2105e+10,-2.9666e+10,1.2439e+10,-8.44e+09,-1.018e+09,-5.38e+09,-2.042e+09,3.999e+09,1.7e+09,1.555e+09,3.27e+08,5.699e+09,5.699e+09,-1.643e+09,4.056e+09,4.056e+09,-9e+06,4.047e+09,4.047e+09,9.746e+09,9.686e+09,6e+07,1.6788e+10,6.029e+09,6.029e+09,3.02e+09,3.02e+09,3.5583e+10,1.71645e+11,3.44949e+11,-1.73304e+11,3.7132e+10,3.4672e+10,2.46e+09,1.2246e+10,4.518e+09,7.728e+09,2.21023e+11,2.56606e+11,2.1265e+10,1.5335e+10,9.01e+08,5.029e+09,6.121e+09,1.797e+09,1.797e+09,2.9183e+10,2.9989e+10,2.9854e+10,4.2761e+10,7.275e+10,1.01933e+11,1.8672e+10,-4.0648e+10,1.78816e+11,-3.265e+09,1.53575e+11,1.098e+09,1.54673e+11,2.56606e+11,4.056e+09,5.38e+09,7.3e+07,2.96e+08,-2.23e+08,6e+07,9.7e+07,-3.7e+07,9.569e+09,-2.251e+09,-3.578e+09,2.6e+07,-2.227e+09,-2.129e+09,-3.115e+09,-3.2e+07,-5.276e+09,2.066e+09,2.066e+09,-2.3e+07,2.043e+09,9.379e+09,3.611e+10,8.831e+09,0.29543,0.09498,0.09612,0.02616,0.01577,2.18211,1.21931,0.65902,0.14072,2.1292,2.11059,22.15217,80.79846,4.64614,1.1201,7,0.02644,0.03781,0.52607,2.81096,6.59265
"36","2019_Q1",99.93,"Up",4.0338e+10,-9.021e+09,3.1317e+10,-2.7683e+10,-1.08e+09,-5.252e+09,-2.0141e+10,3.634e+09,1.824e+09,1.642e+09,3.72e+08,5.458e+09,4.898e+09,-1.175e+09,3.723e+09,3.723e+09,7e+06,3.73e+09,3.73e+09,9.395e+09,9.342e+09,5.3e+07,1.505e+10,5.704e+09,5.704e+09,3.872e+09,2.922e+09,3.4021e+10,1.69207e+11,3.40244e+11,-1.71037e+11,3.7488e+10,3.5546e+10,1.942e+09,1.3147e+10,4.518e+09,8.629e+09,2.19842e+11,2.53863e+11,1.9817e+10,1.3953e+10,9.37e+08,4.927e+09,5.726e+09,1.628e+09,1.628e+09,2.7171e+10,2.8733e+10,2.8733e+10,4.2317e+10,7.105e+10,9.8221e+10,1.8704e+10,-4.1593e+10,1.80987e+11,-3.544e+09,1.54554e+11,1.088e+09,1.55642e+11,2.53863e+11,3.723e+09,5.252e+09,-1.009e+09,2.44e+08,-1.253e+09,1.185e+09,5.5e+07,1.13e+09,9.151e+09,-6.107e+09,-3.991e+09,1.475e+09,-4.632e+09,-2.12e+09,-2.028e+09,-6.08e+08,-4.756e+09,-2.37e+08,-2.37e+08,-2.3e+07,-2.6e+08,8.886e+09,3.4459e+10,5.139e+09,0.77636,0.09009,0.09247,0.02397,0.01469,1.37775,1.25211,0.63107,0.13574,1.96842,1.95661,21.28746,81.56237,2.71199,1.11878,9,0.02517,0.02211,0.56836,2.82062,6.89708
"37","2019_Q2",103.114285714286,"Up",3.4189e+10,-2.4589e+10,9.6e+09,-6.429e+09,-9.84e+08,-4.094e+09,-1.351e+09,3.171e+09,7.86e+08,1.062e+09,-5.1e+07,3.957e+09,3.957e+09,-1.315e+09,2.642e+09,2.642e+09,7e+06,2.649e+09,2.649e+09,8.755e+09,8.699e+09,5.6e+07,1.4928e+10,6.723e+09,6.723e+09,3.265e+09,3.265e+09,3.3671e+10,1.66732e+11,3.36701e+11,-1.69969e+11,3.8379e+10,3.636e+10,2.019e+09,1.8027e+10,4.507e+09,1.352e+10,2.23138e+11,2.56809e+11,2.0957e+10,1.423e+10,8.47e+08,5.88e+09,7.023e+09,1.971e+09,1.971e+09,2.9951e+10,2.6064e+10,2.6064e+10,4.4676e+10,7.074e+10,1.00691e+11,1.8738e+10,-4.1621e+10,1.81387e+11,-3.459e+09,1.55045e+11,1.073e+09,1.56118e+11,2.56809e+11,2.642e+09,4.094e+09,-1.47e+08,7.3e+07,-2.2e+08,-1.532e+09,6.6e+07,-1.598e+09,5.057e+09,-2.659e+09,-2.953e+09,6.29e+08,-2.028e+09,-2.244e+09,-1.585e+09,-6e+06,-3.835e+09,-8.06e+08,-8.06e+08,2e+07,-7.86e+08,7.265e+09,3.3087e+10,4.389e+09,0.28079,0.09275,0.07748,0.01697,0.01032,1.65685,1.1242,0.64497,0.12884,1.40307,1.39366,18.10856,82.12121,2.32468,1.18856,7,0.02092,0.01877,0.84711,3.34921,7.67329
"38","2019_Q3",104.5946875,"Up",3.6323e+10,-2.6022e+10,1.0301e+10,-6.695e+09,-1.076e+09,-4.334e+09,-1.285e+09,3.606e+09,2.329e+09,1.196e+09,1.331e+09,5.935e+09,5.935e+09,-1.645e+09,4.29e+09,4.29e+09,1.5e+07,4.305e+09,4.305e+09,8.571e+09,8.513e+09,5.8e+07,1.4383e+10,6.809e+09,6.809e+09,3.324e+09,3.324e+09,3.3087e+10,1.65411e+11,3.35775e+11,-1.70364e+11,3.9201e+10,3.7417e+10,1.784e+09,1.8179e+10,4.507e+09,1.3672e+10,2.22791e+11,2.55878e+11,2.1827e+10,1.4805e+10,8.25e+08,6.197e+09,5.588e+09,1.414e+09,1.414e+09,2.8829e+10,2.5061e+10,2.5061e+10,4.4537e+10,6.9598e+10,9.8427e+10,1.8776e+10,-4.2466e+10,1.83442e+11,-3.357e+09,1.56395e+11,1.056e+09,1.57451e+11,2.55878e+11,4.29e+09,4.334e+09,-5.01e+08,3.21e+08,-8.22e+08,6.6e+08,1.67e+08,4.93e+08,8.783e+09,-2.941e+09,-3.584e+09,-2.99e+08,-3.24e+09,-2.25e+09,-3.307e+09,-1999999.99999994,-5.559e+09,-1.6e+07,-1.6e+07,1.2e+07,-4e+06,7.94e+09,3.0649e+10,7.304e+09,0.28359,0.09928,0.11852,0.02734,0.01682,1.69663,1.1477,0.62513,0.11978,2.27866,2.26223,19.22592,82.78056,3.86604,1.19093,8,0.02818,0.0314,0.52265,2.7806,6.12257
"39","2019_Q4",102.47171875,"Down",3.4779e+10,-2.5207e+10,9.572e+09,-6.663e+09,-9.54e+08,-4.361e+09,-1.348e+09,2.909e+09,1.14e+09,1.172e+09,1.65e+08,4.049e+09,4.049e+09,-1.469e+09,2.58e+09,2.58e+09,0,2.58e+09,2.58e+09,1.1755e+10,1.1697e+10,5.8e+07,1.2966e+10,5.951e+09,5.951e+09,3.316e+09,3.316e+09,3.3988e+10,1.64363e+11,3.38699e+11,-1.74336e+11,3.9911e+10,3.8327e+10,1.584e+09,1.8275e+10,4.507e+09,1.3768e+10,2.22549e+11,2.56537e+11,2.0896e+10,1.323e+10,1.143e+09,6.523e+09,7.795e+09,1.542e+09,1.542e+09,3.0233e+10,2.5056e+10,2.5056e+10,4.4356e+10,6.9412e+10,9.9645e+10,1.8827e+10,-4.35e+10,1.83783e+11,-3.269e+09,1.55841e+11,1.051e+09,1.56892e+11,2.56537e+11,2.58e+09,4.361e+09,-2e+08,5.92e+08,-7.92e+08,1.076e+09,1.93e+08,8.83e+08,7.817e+09,-3.218e+09,-3.369e+09,-3.5e+08,-3.568e+09,-2.237e+09,1.152e+09,-8e+06,-1.093e+09,3.156e+09,3.156e+09,-2.7e+07,3.129e+09,7.27e+09,3.2851e+10,6.597e+09,0.27522,0.08364,0.07418,0.01644,0.01006,2.55698,1.1242,0.63512,0.12806,1.37196,1.36231,18.49436,82.87127,3.50807,1.18957,5,0.02058,0.02818,0.86705,2.90179,7.25198
"40","2020_Q1",86.8504838709677,"Down",3.4574e+10,-4.295e+09,3.0279e+10,-3.9865e+10,-1.129e+09,-1.6429e+10,-2.1537e+10,-9.586e+09,1.598e+09,5.38e+08,1.238e+09,-7.988e+09,-8.405e+09,1.738e+09,-6.667e+09,-6.667e+09,5.7e+07,-6.61e+09,-6.61e+09,5.749e+09,5.686e+09,6.3e+07,1.3325e+10,5.848e+09,5.848e+09,3.407e+09,3.407e+09,2.8329e+10,1.50494e+11,3.26722e+11,-1.76228e+11,4.0199e+10,3.8688e+10,1.511e+09,1.8406e+10,4.463e+09,1.3943e+10,2.09099e+11,2.37428e+11,2.1694e+10,1.4103e+10,1.002e+09,6.589e+09,3.282e+09,1.554e+09,1.554e+09,2.653e+10,2.3691e+10,2.3691e+10,4.1999e+10,6.569e+10,9.222e+10,1.8857e+10,-4.4599e+10,1.74945e+11,-4.99e+09,1.44213e+11,9.95e+08,1.45208e+11,2.37428e+11,-6.667e+09,1.6429e+10,-4.466e+09,-2.952e+09,-1.514e+09,3.61e+08,7.6e+07,2.85e+08,5.657e+09,-5.298e+09,-4.21e+09,2.676e+09,-2.622e+09,-2.228e+09,-4.106e+09,-2.937e+09,-9.271e+09,-6.236e+09,-6.236e+09,3.27e+08,-5.909e+09,6.843e+09,2.6973e+10,1.68e+08,0.87577,-0.27726,-0.19118,-0.04552,-0.02784,-0.02542,1.06781,0.63509,0.1136,-3.53437,-3.51144,18.48672,77.11072,0.0898300000000001,1.19131,5,-0.02046,0.00078,-0.33707,3.10156,-2.21406
"41","2020_Q2",79.7619047619048,"Down",2.9705e+10,-1.5509e+10,1.4196e+10,-1.1587e+10,-6.83e+08,-4.288e+09,-6.458e+09,2.609e+09,1.634e+09,9.65e+08,8.31e+08,4.243e+09,4.145e+09,-5.64e+08,3.581e+09,3.581e+09,1.8e+07,3.599e+09,3.599e+09,8.542e+09,8.492e+09,5e+07,1.0167e+10,6.574e+09,6.574e+09,3.279e+09,3.279e+09,2.8562e+10,1.4922e+11,3.26412e+11,-1.77192e+11,4.0936e+10,3.9693e+10,1.243e+09,1.7959e+10,4.454e+09,1.3505e+10,2.08115e+11,2.36677e+11,1.8013e+10,1.1006e+10,7.44e+08,6.263e+09,8.688e+09,1.534e+09,1.534e+09,2.8235e+10,2.3663e+10,2.3663e+10,3.9865e+10,6.3528e+10,9.1763e+10,1.8867e+10,-4.6166e+10,1.76113e+11,-4.884e+09,1.4393e+11,9.84e+08,1.44914e+11,2.36677e+11,3.581e+09,4.288e+09,-2.034e+09,5.8e+07,-2.092e+09,-1.113e+09,2.39e+08,-1.352e+09,4.722e+09,-3.133e+09,-3.133e+09,-2.5e+07,-3.158e+09,-2.402e+09,5.358e+09,-1.578e+09,1.378e+09,2.942e+09,2.942e+09,-1.63e+08,2.779e+09,6.897e+09,3.2351e+10,3.215e+09,0.4779,0.08783,0.12116,0.02484,0.01521,0.8933,1.01158,0.63322,0.13669,1.93258,1.92909,15.95094,77.28727,1.72638,1.28982,7,0.02764,0.01481,0.66741,3.45208,9.12572
"42","2020_Q3",75.9478125,"Down",1.684e+10,-8.144e+09,8.696e+09,-1.5676e+10,-1.569e+09,-6.717e+09,-6.495e+09,-6.98e+09,-3.518e+09,-2.515e+09,-8.31e+08,-1.0498e+10,-1.0597e+10,2.32e+09,-8.277e+09,-8.277e+09,7e+06,-8.27e+09,-8.27e+09,6.914e+09,6.855e+09,5.9e+07,8.57e+09,5.511e+09,5.511e+09,2.737e+09,2.737e+09,2.3732e+10,1.4385e+11,3.23522e+11,-1.79672e+11,3.8102e+10,3.729e+10,8.12e+08,1.7719e+10,4.416e+09,1.3303e+10,1.99671e+11,2.23403e+11,1.6446e+10,8.25e+09,7.91e+08,7.405e+09,3.751e+09,6.28e+08,6.28e+08,2.0825e+10,3.0302e+10,3.0302e+10,3.789e+10,6.8192e+10,8.9017e+10,1.8889e+10,-4.6143e+10,1.66122e+11,-4.75e+09,1.34118e+11,2.68e+08,1.34386e+11,2.23403e+11,-8.277e+09,6.717e+09,1.491e+09,-2.605e+09,4.096e+09,1.49e+08,-1.9e+08,3.39e+08,8e+07,-2.092e+09,-2.092e+09,8.03e+08,-1.29e+09,-2.394e+09,1.643e+09,1.8e+07,-7.33e+08,-1.943e+09,-1.943e+09,3.2e+07,-1.911e+09,-2.63e+08,3.4053e+10,-4.526e+09,0.51639,-0.41449,-0.49109,-0.06154,-0.03702,0.54728,1.13959,0.6624,0.15243,-4.46228,-4.47042,9.08643,72.36662,-2.44211,1.29174,4,-0.02848,-0.02194,-0.28948,-103.19011,-3.88811
"43","2020_Q4",74.26875,"Down",2.3083e+10,-1.3448e+10,9.635e+09,-1.0661e+10,-8.32e+08,-4.017e+09,-5.695e+09,-1.026e+09,1.204e+09,5.1e+08,8.58e+08,1.78e+08,-4.4e+07,-1.65e+08,-2.09e+08,-2.09e+08,2e+06,-2.07e+08,-2.07e+08,6.894e+09,6.866e+09,2.8e+07,9.722e+09,5.681e+09,5.681e+09,2.506e+09,2.506e+09,2.4803e+10,1.42383e+11,3.25131e+11,-1.82748e+11,3.8435e+10,3.7655e+10,7.8e+08,1.7442e+10,4.416e+09,1.3026e+10,1.9826e+11,2.23063e+11,1.8346e+10,9.537e+09,8.65e+08,7.944e+09,5.3e+08,7.88e+08,7.88e+08,1.9664e+10,3.428e+10,3.428e+10,3.7081e+10,7.1361e+10,9.1025e+10,1.891e+10,-4.6138e+10,1.63509e+11,-4.507e+09,1.31774e+11,2.64e+08,1.32038e+11,2.23063e+11,-2.09e+08,4.017e+09,-2.58e+08,-6.33e+08,3.75e+08,-1.3e+07,3.5e+07,-4.8e+07,3.537e+09,-1.63e+09,-1.63e+09,-2.33e+08,-1.827e+09,-2.39e+09,6.89e+08,5e+06,-1.696e+09,1.4e+07,1.4e+07,-2e+06,1.2e+07,2.991e+09,3.481e+10,1.513e+09,0.41741,-0.04445,-0.00897,-0.00157,-0.00093,-7.30918,1.26134,0.68938,0.15605,-0.11168,-0.11168,12.45372,71.09457,0.81629,1.28945,5,0.0107,0.00742,-11.54589,9.33333,-27.20858
"44","2021_Q1",90.8885245901639,"Up",2.4843e+10,-1.3387e+10,1.1456e+10,-1.2156e+10,-1.129e+09,-4.486e+09,-6.174e+09,-7e+08,2.04e+08,5.68e+08,-1.65e+08,-495999999.999998,-9.57e+08,3.01e+08,-6.56e+08,-6.56e+08,-9e+06,-665000000.000001,-665000000.000001,5.627e+09,5.596e+09,3.1e+07,1.1471e+10,5.676e+09,5.676e+09,3.304e+09,3.304e+09,2.6078e+10,1.56618e+11,3.45232e+11,-1.88614e+11,3.9641e+10,3.9052e+10,5.89e+08,1.7453e+10,4.402e+09,1.3051e+10,2.13712e+11,2.3979e+11,1.9714e+10,1.095e+10,9.52e+08,7.812e+09,1.548e+09,9.21e+08,9.21e+08,2.2183e+10,4.2767e+10,4.2767e+10,4.2114e+10,8.4881e+10,1.07064e+11,1.8421e+10,-4.1498e+10,1.60377e+11,-5.612e+09,1.31688e+11,1.038e+09,1.32726e+11,2.3979e+11,-6.56e+08,4.486e+09,2.48e+08,-4.24e+08,6.72e+08,-1.84e+09,2.12e+08,-2.052e+09,2.238e+09,-2.067e+09,-2.067e+09,1.004e+09,-6.9e+08,-2.465e+09,-2.2e+08,0,-2.685e+09,-1.137e+09,-1.137e+09,8.3e+07,-1.054e+09,3.786e+09,4.4315e+10,-421999999.999999,0.46114,-0.02818,-0.02677,-0.00501,-0.00277000000000001,0.634590000000004,1.17558,0.80665,0.18481,-0.348000000000001,-0.348,13.00061,68.91373,-0.22084,1.28996,4,0.00821,-0.00193,-3.70677,10.2187,-55.26857
