"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"35","2019_Q4",20.674375,"Down",9218141,-7067702,2150439,-1069070,-1069070,1081369,45254,38623,6631,1126623,1126623,-204167,922456,922456,922456,922456,7321467,1488191,5833276,7951321,7951321,14948437,494233,368214,30715458,3899222,3899222,34614680,2246782,1938499,308283,1240129,1240129,3486911,153727,153727,153727,3640638,19515660,-7591793,19474211,-424036,30974042,30974042,34614680,922456,141779,186772,-2359652,-1108645,-183617,-44021,-227638,-593340,-487382,-1823665,-1823665,-1823665,1223148,0,-1115954,0.23328,0.11731,0.10007,0.02978,0.02665,-1.20976,8.80879,0.11754,0,0.38789,0.38616,3.8762,13.02448,-0.46925,0.2495,0.0487,-0.03585,0.64322,-5.98576000000001,-6.77055000000009
"36","2020_Q1",19.6404838709677,"Down",11619202,-9215637,2403565,-1035933,-1035933,1367632,54008,34284,19724,1421640,1421640,-280832,1140808,1140808,1140808,1140808,7147001,1462761,5684240,10995783,10995783,13225137,494181,494181,31862102,3825411,3825411,35687513,2252365,2160433,91932,1232569,1232569,3484934,277075,277075,277075,3762009,19741933,-7632556,20022132,-206005,31925504,31925504,35687513,1140808,143013,261446,-1025417,519850,-69768,152663,82894.9999999999,-592887,-628175,-25430,-25430,-25430,1510645,0,696292,0.20686,0.1177,0.09818,0.03573,0.03197,0.61035,9.14281,0.11784,0,0.47869,0.4769,4.87546,13.39607,0.29217,0.24878,0.05384,0.02162,0.51971,-4.73109,-5.22582
"37","2020_Q2",17.9442857142857,"Down",5923819,-4787471,1136348,-1084212,-1084212,52136,47489,32161,15328,99625,99625,-17849,81776,81776,81776,81776,10227480,4655736,5571744,6648986,6648986,14838037,357902,263921,32072405,3776683,3776683,35849088,2221545,2076454,145091,1859722,1859722,4081267,268439,268439,268439,4349706,19822889,-7624347,19506648,-205808,31499382,31499382,35849088,81776,142798,126321,3378676,3729571,-94070,112745,18675,-597260,-555271,3192975,3192975,3192975,194934,0,3497389,0.19183,0.0088,0.0138,0.0026,0.00228,42.76791,7.85844,0.13809,0,0.03425,0.03413,2.48128,13.19397,1.46493,0.25017,0.02137,0.11009,7.30361,-52.46637,-196.16925
"38","2020_Q3",17.50234375,"Down",7286674,-5806526,1480148,-1249742,-1249742,230406,38764,33915,4849,269170,269170,-40206,228964,228964,228964,228964,11778697,6110846,5667851,4421611,4421611,15588251,1050751,1006848,32839310,3716688,3716688,36555998,2072695,1913449,159246,3087944,3087944,5160639,258472,258472,258472,5419111,19868160,-7664005,19138895,-206163,31136887,31136887,36555998,228964,143751,113385,1785697,2271797,-83756,-96556,-180312,-596717,-636375,1455110,1455110,1455110,374157,0,2116304,0.20313,0.03162,0.03142,0.00735,0.00626,9.24296,6.36342,0.17404,0,0.09573,0.0956,3.04672,13.01903,0.88487,0.2495,0.0263,0.06741,2.60616,-31.48063,-51.12149
"39","2020_Q4",18.9475,"Up",6191300,-5280367,910933,-1057034,-1057034,-146101,23518,20127,3391,-122583,-122583,18818,-103765,-103765,-103765,-103765,10113773,4390559,5723214,5107139,5107139,17096246,838110,758641,33155268,3602638,3602638,36757906,1824647,1536083,288564,4161600,4161600,5986247,254801,254801,254801,6241048,19934683,-7650805,18438013,-205033,30516858,30516858,36757906,-103765,142994,122029,-1228515,-1067257,-32701,-53932,-86633,-597117,-566397,-1720287,-1720287,-1720287,-3107,0,-1283141,0.14713,-0.0236,-0.01676,-0.0034,-0.00282,12.36584,5.53857,0.20451,0,-0.04333,-0.04331,2.58543,12.74356,-0.53583,0.24935,0.01603,-0.0417,-5.75451,3255.15706,69.22453
"40","2021_Q1",18.4285245901639,"Down",12124438,-10093252,2031186,-995319,-995319,1035867,27110,23546,3564,1062977,1062977,-106284,956693,956693,956693,956693,10543642,5402122,5141520,9013405,9013405,14788055,396886,396886,34741988,3466778,3466778,38208766,3565574,2861696,703878,3183391,3183391,6748965,232953,232953,232953,6981918,19073213,-7650805,18797589,1006851,31226848,31226848,38208766,956693,138985,93794,-155072,1034400,-3894,578174,574280,-597117,-597117,1011563,1011563,1011563,1174852,0,1122170,0.16753,0.08544,0.07891,0.03064,0.02504,1.17297,5.14775,0.22359,0,0.39877,0.39877,5.05377,13.01614,0.46775,0.24889,0.04939,0.03567,0.62415,-8.97444,-10.17857
"41","2021_Q2",15.3292063492063,"Down",7265515,-6138141,1127374,-914626,-914626,212748,18345,15217,3128,231093,231093,-41269,189824,189824,189824,189824,11899427,9070570,2828857,6375993,6375993,15950747,667429,648330,34893596,3350037,3350037,38243633,3595705,2671522,323525,3571088,3571088,7166793,215333,215333,215333,7382126,20130338,-7650805,18386755,-4780.99999999977,30861507,30861507,38243633,189824,136548,29992,1021347,1377711,-19807,2310544,2290737,-1164848.3392227,-1179149.95241654,3668448,3668448,3668448,349296,0,1392105,0.15517,0.02928,0.02613,0.00615,0.00496,7.33366,4.86879,0.2392,0,0.07901,0.07901,3.02398,12.84487,0.57941,0.484906287074913,0.00611,0.0448,-2.4326310662624,-34.0668900000001,-55.93203
"42","2021_Q3",14.61375,"Down",6962065,-6248604,713461,-945478,-945478,-232017,15486,1753,13733,-216531,-216531,35524,-181007,-181007,-181007,-181007,12243506,9040393,3203113,4207602,4207602,16494790,611501,506501,33557399,3224610,3224610,36782009,3717268,3253983,463285,2750775,2750775,6468043,197705,197705,197705,6665748,22995640,-6038691,17605090,-4445778,30116261,30116261,36782009,8816.99999999988,271341,101624,2547257,2929039,-29173,1939721,1910548,-1201316,-1201316,3638271,3638271,3638271,39324.0000000001,0,2521884,0.10248,-0.03333,-0.026,-0.00601,-0.00492,-13.93252,5.18818,0.22133,0,-0.0753399999999999,-0.0752500000000001,2.89764,12.53452,1.04962,0.49999,0.03366,0.08319,-6.63685,-311.34946,52.76987
"43","2021_Q4",14.49390625,"Down",4205068,-4392222,-187154,-990311,-990311,-1177465,7075,2486,4589,-1170390,-1170390,100276,-1070114,-1070114,-1070114,-1070114,11497392,8488936,3008456,2257441,2257441,19262774,620652,452451,33638259,3101918,3101918,36740177,3820602,2860165,960437,3668871,3668871,7489473,179312,179312,179312,7668785,23021052,-6038691,16534976,-4445945,29071392,29071392,36740177,-1259938,-8692,139547,-989367,-2118450,14643,-2116098,-2101455,0,0,-4219905,-4219905,-4219905,-1186157,0,-2261157,-0.04451,-0.28001,-0.25448,-0.03681,-0.02913,2.11301,4.49141,0.26379,0,-0.44539,-0.44513,1.75018,12.09972,-0.94111,0,-0.03658,-0.0773,0,9.69297999999998,9.76453
"44","2022_Q1",13.3185483870968,"Down",9301950,-7596024,1705926,-935331,-935331,770595,17036,1920,15116,787631,787631,92123,879754,879754,879754,879754,9894712,6802712,3092000,5353781,5353781,18791892,949899,700297,34990284,2990519,2990519,37980803,3603721,2718173,885548,3876230,3876230,7479951,168557,168557,168557,7648508,24069387,-6038691,17414730,-5113131,30332295,30332295,37980803,879754,120616,862208,-3455882,-1593304,-9217,-83702.9999999991,-92920.0000000005,1.16415321826935e-10,-1.16415321826935e-10,-1686224,-1686224,-1686224,891211,0,-2666011,0.18339,0.0828400000000001,0.09458,0.029,0.02316,-3.03041,4.67788,0.25216,0,0.3656,0.3656,3.86559,12.60513,-1.10791,0,0.02884,-0.08741,0,-11.10255,-12.84035
"45","2022_Q2",13.7783870967742,"Up",7545432,-6192334,1353098,-994822,-994822,358276,19567,1596,17971,377843,377843,-71782,306061,306061,306061,306061,11436714,8298714,3138000,4281665,4281665,18784554,641926,481991,35144859,2914973,2914973,38059832,3264203,2164254,1099949,3953825,3953825,7218028,1193963,150672,1193963,8411991,23078872,-6038691,17720791,-5113131,29647841,29647841,38059832,306061,121237,119397,1040998,1587693,-45691,-46000,-91691,-3185128.60716939,-3179106.8752983,1496002,1496002,1496002,479513,0,1546602,0.17933,0.04748,0.04056,0.01032,0.00803999999999999,5.05325,4.86904,0.28373,0,0.12719,0.12719,3.13564,12.32069,0.64272,1.32556353702109,0.00992,0.05015,-19.8498915247316,-23.85069,-31.92152
"46","2022_Q3",13.944375,"Up",7458050,-6251233,1206817,-1186168,-1186168,20648.9999999999,11821,1716,10105,32470,32470,-11269,21200.9999999999,21200.9999999999,21200.9999999999,21200.9999999999,10075282,7018282,3057000,4888399,4888399,19329211,1061500,808857,35354392,2833961,2833961,38188353,3681505,2585174,1096331,3618075,3618075,7299580,134649,134649,134649,7434229,23120663,-6038691,17741992,-4069840,30754124,30754124,38188353,327262,253846,228977,-532227.000000001,277858,-97288,35000,-62288,-11208080.5715082,-11190015.3758949,215570,215570,215570,274495,0,-343751,0.16181,0.00277000000000003,0.00284,0.00069,0.00056,-16.21391,4.84335,0.24173,0,0.00871999999999998,0.00872000000000003,3.06675,12.64611,-0.14135,4.66445311106327,0.00069,-0.01113,-69.6609870741949,-36.70479,-487.93075
