"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"37","2019_Q4",3.0409375,"Up",352014000,-335967000,16047000,-16290000,-16290000,-243000,-10454000,-11807000,1353000,-10697000,-11416000,4785000,-6631000,-6631000,-6631000,-6631000,49308000,49308000,131790000,131790000,162079000,22983000,2151000,20832000,366160000,516892000,520310000,56749000,1037202000,1403362000,197073000,124402000,71230000,200373000,94273000,25048000,69225000,708955000,909328000,365258000,-128352000,484898000,494034000,1403362000,32720000,-18919000,-18919000,-6261000,-2858000,-19951000,-6150000,-6150000,-1465000,-7615000,617982000,0.04559,-0.00069,-0.01884,-0.01342,-0.00473,1.82739,1.84062,0.44036,-0.2639,-0.2639,14.00939,13.06228,0.24917,-0.00031,-0.9442,-2340.22222
"38","2020_Q1",2.63693548387097,"Down",310281000,-283383000,26898000,-17146000,-17146000,9752000,-10839000,-11479000,640000,-1087000,-103325000,4276000,-99049000,-99049000,-99049000,-99049000,77927000,77927000,76786000,76786000,168470000,31005000,4630000,26375000,354188000,529282000,428397000,67880000,957679000,1311867000,187105000,123112000,60845000,191115000,251512000,18892000,232620000,862537000,1053652000,258437000,-100078000,251690000,258215000,1311867000,60491000,-16710000,-16710000,-3385000,-2988000,-17382000,26399000,26399000,2220000,28619000,615035000,0.08669,0.03143,-0.31922,-0.38359,-0.0755,1.85327,4.08052,0.46882,-3.94162,-3.94162,12.34753,10.01592,0.1347,-0.08505,-0.0341799999999998,55.0767000000005
"39","2020_Q2",1.43174603174603,"Down",301112000,-277951000,23161000,-12535000,-12535000,10626000,-10527000,-11850000,1323000,99000,-193542000,3460000,-190082000,-190082000,-190082000,-190082000,282163000,282163000,70243000,70243000,169864000,32550000,4431000,28119000,554820000,503213000,225761000,55476000,728974000,1283794000,218931000,138774000,79991000,275784000,115087000,15099000,99988000,868078000,1143862000,60485000,-180853000,137707000,139932000,1283794000,31313000,-13865000,-13865000,-3392000,-4482000,189049000,206497000,206497000,-2261000,204236000,809844000,0.07692,0.03529,-0.63127,-1.35839,-0.14806,2.01179,8.17441,0.63082,-7.53009,-7.53009,11.92853,-1.09694,0.13437,-0.17532,-0.01784,49.65942
"40","2020_Q3",1.5753125,"Up",144835000,-167676000,-22841000,-11276000,-11276000,-34117000,-12854000,-12184000,-670000,-46971000,-46971000,3753000,-43218000,-43218000,-43218000,-43218000,130732000,130732000,61249000,61249000,149450000,2.1e+07,4226000,16774000,362431000,502393000,221133000,58973000,723526000,1085957000,158161000,90726000,63905000,216458000,95696000,6953000,88743000,751222000,967680000,9336000,-156053000,116759000,118277000,1085957000,-38448000,-8896000,-8896000,-3375000,-1003000,-106844000,-154188000,-154188000,2757000,-151431000,713823000,-0.1577,-0.23556,-0.29839,-0.3654,-0.0398,1.67437,8.18147,0.65732,-1.69065,-1.69065,5.66581,-2.08019,0.13203,-0.04294,-0.07809,-17.09092
"41","2020_Q4",3.11484375,"Up",317103000,-285135000,31968000,-12730000,-12730000,19238000,-11990000,-10414000,-1576000,7248000,7248000,3898000,11146000,11146000,11146000,11146000,111131000,111131000,77675000,77675000,141287000,20396000,4067000,16329000,350489000,507037000,221485000,55837000,728522000,1079011000,224873000,149808000,72857000,230907000,263369000,7451000,255918000,875075000,1105982000,12320000,-134929000,-28551000,-26971000,1079011000,99646000,-9972000,-9972000,-3394000,-219000,-114316000,-24642000,-24642000,5041000,-19601000,617740000,0.10081,0.06067,0.03515,-0.41326,0.01033,1.51788,-41.00634,0.57251,0.43553,0.43553,12.39071,-1.11562,0.13262,0.01702,0.3045,26.33377
"42","2021_Q1",5.70983606557377,"Up",337710000,-304372000,33338000,-15879000,-15879000,17459000,-12874000,-10970000,-1904000,4584999.99999999,4585000,-25992000,-21407000,-21407000,-21407000,-21407000,152423000,152423000,48995000,48995000,154980000,27258000,4957000,22301000,383656000,522124000,203545000,61889000,725669000,1109325000,225025000,151839000,71079000,231137000,272552000,16739000,255813000,898044000,1129181000,-17323000,-99446000,-21522000,-19856000,1109325000,57610000,-11446000,-11446000,-3394000,-734000,-4949000,41215000,41215000,77000.0000000009,41292000,631604000,0.09872,0.0517,-0.06339,1.07811,-0.0193,1.65986,-56.8685,0.56936,-0.83641,-0.83641,13.19489,-4.56236,0.13261,-0.02037,-0.15855,27.44607
"43","2021_Q2",6.86809523809524,"Up",358196000,-315156000,43040000,-17321000,-17321000,25719000,-11787000,-10273000,-1514000,13932000,13932000,-810000,13122000,13122000,13122000,13122000,153848000,153848000,83569000,83569000,164695000,26889000,5322000,21567000,429001000,496659000,184130000,55072000,680789000,1109790000,251245000,168351000,80053000,257761000,93252000,13554000,79698000,706392000,964153000,-12504000,-123510000,144046000,145637000,1109790000,18153000,-10479000,-10479000,-3368000,-1639000,-4179000,3495000,3495000,-2070000,1425000,619656000,0.12016,0.0718,0.03663,0.0901,0.01182,1.66434,6.62025,0.55835,0.51044,0.4917,13.93379,1.87863,0.13101,0.01921,0.25667,18.11144
"44","2021_Q3",7.80421875,"Up",347464000,-314844000,32620000,-17100000,-17100000,15520000,-12906000,-10486000,-2420000,2614000,2614000,-919000,1695000,1695000,1695000,1695000,149171000,149171000,85065000,85065000,197990000,29920000,5334000,24586000,462146000,503086000,183123000,61241000,686209000,1148355000,267361000,190386000,75567000,273906000,86838000,12362000,74476000,704050000,977956000,-19256000,-99535000,168809000,170399000,1148355000,13780000,-10072000,-10072000,-3368000,-4655000,-9322000,-5614000,-5614000,937000,-4677000,623757000,0.09388,0.04467,0.00488,0.00995000000000006,0.00148,1.68724,5.73921,0.54317,0.06594,0.0635100000000002,13.51632,2.74528,0.13101,0.00575,1.98702,30.57899
"45","2021_Q4",5.2796875,"Down",310780000,-292637000,18143000,-10769000,-10769000,7374000,-12713000,-10619000,-2094000,-5339000,-5339000,-1841000,-7180000,-7180000,-7180000,-7180000,76117000,76117000,94167000,94167000,214972000,37209000,4689000,32520000,422465000,501772000,168031000,54834000,669803000,1092268000,240889000,162936000,76573000,247186000,283988000,11171000,272817000,893433000,1140619000,-35130000,-115391000,-49903000,-48351000,1092268000,-46511000,-20431000,-20431000,-3404000,-530000,-5374000,-72316000,-72316000,-738000,-73054000,615742000,0.05838,0.02373,-0.0231,0.1485,-0.00657,1.7091,-23.59039,0.56373,-0.27479,-0.27479,11.89406,-5.76069,0.13028,-0.00444,-0.47409,73.17941
"46","2022_Q1",4.36774193548387,"Down",368310000,-347398000,20912000,-14149000,-14149000,6763000,-6779000,-10501000,3722000,-16000,-16000,-3867000,-3883000,-3883000,-3883000,-3883000,113473000,113473000,83447000,83447000,172099000,35236000,4957000,30279000,404255000,494401000,155491000,50906000,649892000,1054147000,225798000,153197000,71525000,231879000,289188000,3913000,285275000,891543000,1123422000,-47661000,-125974000,-70421000,-69275000,1054147000,59463000,-16542000,-16542000,-3403000,-349000,-5150000,37771000,37771000,-415000,37356000,608436000,0.05678,0.01836,-0.01054,0.05605,-0.00368,1.74339,-16.21685,0.57718,-0.14861,-0.14861,14.09583,-2.69513,0.13024,-0.000580000000000001,-0.87638,73.1869
"47","2022_Q2",3.92693548387097,"Down",400526000,-359939000,40587000,-16950000,-16950000,23637000,-10049000,-9962000,-87000,13588000,13588000,-3518000,10070000,10070000,10070000,10070000,133681000,133681000,124507000,124507000,208305000,45756000,5508000,40248000,512249000,491847000,150822000,55446000,642669000,1154918000,307701000,229557000,76974000,313672000,291573000,12126000,279447000,889429000,1203101000,-46512000,-107027000,-49323000,-48183000,1154918000,45001000,-17804000,-17804000,-3426000,-1948000,-6705000,20492000,20492000,-284000,20208000,603827000,0.10133,0.05901,0.02514,-0.20899,0.00872,1.63307,-24.96941,0.52283,0.3854,0.3854,15.32879,-5.87619,0.13112,0.01593,0.34022,19.89026
"48","2022_Q3",4.41421875,"Up",431532000,-388905000,42627000,-16721000,-16721000,25906000,-9657000,-10338000,681000,16249000,16249000,-5405000,10844000,10844000,10844000,10844000,122258000,122258000,115832000,115832000,202801000,33361000,4748000,28613000,474252000,471826000,136993000,53230000,608819000,1083071000,268919000,197245000,69960000,274475000,299340000,13267000,286073000,880302000,1154777000,-44680000,-134181000,-72783000,-71706000,1083071000,12212000,-16334000,-16334000,-3366000,-387000,-4927000,-9049000,-9049000,-2374000,-11423000,586518000,0.09878,0.06003,0.02513,-0.15123,0.01001,1.72785,-16.10433,0.54153,0.4108,0.39556,16.34777,-6.77581,0.12751,0.01745,0.3104,17.92094
