"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","other_adjustments","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","investment_securities_available_for_sale","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","short_term_borrowings","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","net_change_in_operating_loans","accrued_interest_payable","other_operating_assets_liabilities","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","decrease_in_investments","increase_in_investments","net_change_in_loans_interbank","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",72.1596825396825,"Up",6.461e+09,5.277e+09,5.794e+09,-5.17e+08,1.184e+09,1.183e+09,-1.588e+09,4.873e+09,-3.361e+09,-3.361e+09,1.512e+09,1.512e+09,1.512e+09,-4.96e+08,1.016e+09,-1.1e+07,-1.1e+07,1.005e+09,1.005e+09,-6e+06,9.62e+08,3.35e+09,6.6817e+10,6.653e+10,2.87e+08,2.31761e+11,-6.258e+09,2.38019e+11,3.561e+09,1.4493e+10,1.251e+09,1.8084e+10,3.45061e+11,2.25981e+11,2.00416e+11,2.5565e+10,2.508e+10,1.079e+09,2.4001e+10,4.5787e+10,2.96848e+11,0,3.0446e+10,7e+06,3.0439e+10,-1.1599e+10,2.9245e+10,1.21e+08,4.8213e+10,4.8213e+10,3.45061e+11,1.005e+09,6.12e+08,1.588e+09,2.55e+09,6e+07,2.755e+09,-2.474e+09,-2.858e+09,-6.4e+07,4.63e+08,1.2e+07,3.293e+09,-1.84e+08,-1.501e+09,3.63e+09,-5.131e+09,-4.797e+09,-4.797e+09,2.12e+08,-6.259e+09,-2.39e+08,-2.237e+09,7.9e+07,-2.316e+09,-7.746e+09,-5.76e+08,6.18e+08,-1.194e+09,4.918e+09,3.067e+09,4.933e+09,1.967e+09,1.967e+09,1.967e+09,2.124e+09,2.508e+10,-3.8e+07,0.23402,0.14889,0.01995,0.00279,-0.0395,6.15701,0.07268,1.91978,1.90156,12.89363,96.21433,-0.07583,0.47695,0.00348,-0.00011,0.24844,10.2307,14.37169
"28","2017_Q1",80.1201612903226,"Up",6.566e+09,5.447e+09,6.009e+09,-5.62e+08,1.119e+09,1.123e+09,-1.752e+09,4.814e+09,-3.679e+09,-3.679e+09,1.135e+09,1.135e+09,1.135e+09,-3.42e+08,7.93e+08,-2e+06,-2e+06,7.91e+08,7.91e+08,-6e+06,7.1e+08,4.185e+09,6.8966e+10,6.6449e+10,2.517e+09,2.39083e+11,-6.503e+09,2.45586e+11,3.675e+09,1.4519e+10,1.351e+09,1.9463e+10,3.57033e+11,2.36768e+11,2.11266e+11,2.5502e+10,2.4423e+10,9.92e+08,2.3431e+10,4.8328e+10,3.09519e+11,2.22044604925031e-16,3.1164e+10,7e+06,3.1157e+10,-1.2467e+10,2.9766e+10,-9.49e+08,4.7514e+10,4.7514e+10,3.57033e+11,7.91e+08,6.09e+08,1.752e+09,2.526e+09,8.9e+07,2.508e+09,-3.682e+09,-2.523e+09,9e+07,-1.153e+09,-999999.999999998,1.995e+09,-2.71e+08,-7.92e+08,3.519e+09,-4.311e+09,-8.968e+09,-8.968e+09,2.18e+08,-1.0453e+10,-2.69e+08,-1000000.00000191,-8.6e+07,8.5e+07,-2.519e+09,-3.53e+08,5.15e+08,-8.68e+08,1.0782e+10,1.411e+09,1.157e+10,3.112e+09,3.112e+09,3.112e+09,1.744e+09,2.4423e+10,-1.867e+09,0.17286,0.10813,0.01494,0.00199,-2.62958,6.51427,0.06841,1.46907,1.45254,13.58576,98.31161,-3.86303,0.55659,0.00274,-0.00523,0.37887,11.60436,17.83084
"29","2017_Q2",73.4204761904762,"Down",6.535e+09,5.474e+09,6.07e+09,-5.96e+08,1.061e+09,1.061e+09,-1.992e+09,4.543e+09,-3.434e+09,-3.434e+09,1.109e+09,1.109e+09,1.109e+09,-3.14e+08,7.95e+08,1.5e+07,1.5e+07,8.1e+08,8.1e+08,-5e+06,7.52e+08,3.489e+09,6.7916e+10,6.743e+10,4.86e+08,2.33604e+11,-6.984e+09,2.40588e+11,3.727e+09,1.4521e+10,1.368e+09,1.8098e+10,3.48549e+11,2.41182e+11,2.14818e+11,2.6364e+10,2.7451e+10,1.046e+09,2.6405e+10,3.1876e+10,3.00509e+11,0,3.1333e+10,7e+06,3.1326e+10,-1.2685e+10,3.0326e+10,-9.34e+08,4.804e+10,4.804e+10,3.48549e+11,8.1e+08,5.66e+08,1.992e+09,2.18e+09,7.7e+07,2.25e+09,-2.374e+09,-1.931e+09,-6.7e+07,-3.59e+08,-1.1e+07,3.163e+09,-2.22e+08,-9.87e+08,5.306e+09,-6.293e+09,2.91e+09,2.91e+09,3.77e+08,2.078e+09,-2.48e+08,-1.4972e+10,5.4e+07,-1.5026e+10,-1.901e+10,-1.77e+08,4.1e+07,-2.18e+08,4.407e+09,3.057e+09,-7.933e+09,-2.692e+09,-2.692e+09,-2.692e+09,1.675e+09,2.7451e+10,-6.07e+08,0.1697,0.11507,0.01565,0.00216,-0.80718,6.25539,0.07876,1.5592,1.5413,13.54966,99.60605,-1.25855,0.5142,0.00287,-0.00174,0.32979,14.30567,21.60685
"30","2017_Q3",74.8638095238095,"Up",6.704e+09,5.473e+09,6.128e+09,-6.55e+08,1.231e+09,1.235e+09,-1.8e+09,4.904e+09,-3.414e+09,-3.414e+09,1.49e+09,1.49e+09,1.49e+09,-4.43e+08,1.047e+09,-1.1e+07,-1.1e+07,1.036e+09,1.036e+09,-8e+06,9.48e+08,3.352e+09,6.914e+10,6.884e+10,3e+08,2.37132e+11,-7.17e+09,2.44302e+11,3.825e+09,1.4524e+10,1.346e+09,1.7911e+10,3.50593e+11,2.39763e+11,2.1381e+11,2.5953e+10,2.9436e+10,9.58e+08,2.8478e+10,3.2257e+10,3.01456e+11,0,3.142e+10,7e+06,3.1413e+10,-1.2686e+10,3.1086e+10,-6.83e+08,4.9137e+10,4.9137e+10,3.50593e+11,1.036e+09,5.65e+08,1.8e+09,1.804e+09,3.4e+07,1.873e+09,-1.356e+09,-1.903e+09,1.16e+08,4.09e+08,1.1e+07,3.86e+09,-2.61e+08,-4.75e+08,2.604e+09,-3.079e+09,-5.929e+09,-5.929e+09,2.92e+08,-6.373e+09,-2.75e+08,1.393e+09,-7.5e+07,1.468e+09,-6.413e+09,3.7e+07,3.8e+07,-1000000.00000003,-1.443e+09,1.5e+07,-2.73e+08,-2.786e+09,-2.786e+09,-2.786e+09,2.055e+09,2.9436e+10,8.81e+08,0.22226,0.14141,0.01929,0.0027,0.92932,6.13501,0.08396,1.95868,1.94222,13.85124,101.52273,1.82025,0.56818,0.00349,0.00251,0.29008,12.69294,17.50604
"31","2017_Q4",83.2220634920635,"Up",6.985e+09,5.7e+09,6.42e+09,-7.2e+08,1.285e+09,1.217e+09,-1.833e+09,5.152e+09,-3.567e+09,-3.567e+09,1.585e+09,1.585e+09,1.585e+09,-4.48e+08,1.137e+09,-3e+07,-3e+07,1.107e+09,1.107e+09,-8e+06,1.047e+09,4.154e+09,6.8696e+10,6.8392e+10,3.04e+08,2.45004e+11,-7.418e+09,2.52422e+11,3.955e+09,1.4532e+10,1.426e+09,1.9305e+10,3.61402e+11,2.39062e+11,2.12956e+11,2.6106e+10,2.9187e+10,7.67e+08,2.842e+10,4.2999e+10,3.11248e+11,0,3.1533e+10,7e+06,3.1526e+10,-1.2703e+10,3.1946e+10,-6.22e+08,5.0154e+10,5.0154e+10,3.61402e+11,1.107e+09,5.88e+08,1.833e+09,2.136e+09,5.3e+07,2.26e+09,-2.537e+09,-2.942e+09,-7.6e+07,5.33e+08,-5.9e+07,3.068e+09,-2.93e+08,3.46e+08,5.27e+09,-4.924e+09,-4.671e+09,-4.671e+09,3.88e+08,-7.45e+09,-2.47e+08,7.049e+09,-1.89e+08,7.238e+09,-8.681e+09,2.8e+07,4.5e+07,-1.7e+07,-6.96e+08,2.1e+07,6.155e+09,1.773e+09,1.773e+09,1.773e+09,2.173e+09,2.9187e+10,-2.09e+08,0.22691,0.14989,0.02088,0.0029,-0.19962,6.20585,0.08076,2.15921,2.1411,14.40503,103.43164,-0.43102,0.50938,0.00358,-0.00058,0.23591,11.52002,15.79369
"32","2018_Q1",91.1781967213115,"Up",7.013e+09,5.813e+09,6.604e+09,-7.91e+08,1.2e+09,1.199e+09,-1.926e+09,5.087e+09,-3.779e+09,-3.779e+09,1.308e+09,1.308e+09,1.308e+09,-2.17e+09,-8.62e+08,-1.09e+08,-1.09e+08,-9.71e+08,-9.71e+08,8e+06,-1.043e+09,4.458e+09,6.6951e+10,6.6639e+10,3.12e+08,2.46971e+11,-7.502e+09,2.54473e+11,4.033e+09,1.4533e+10,1.536e+09,1.7629e+10,3.65693e+11,2.43702e+11,2.17298e+11,2.6404e+10,3.1331e+10,5.76e+08,3.0755e+10,4.193e+10,3.16963e+11,3.46944695195361e-18,3.1663e+10,7e+06,3.1656e+10,-1.2707e+10,3.07e+10,-9.26e+08,4.873e+10,4.873e+10,3.65693e+11,-9.71e+08,7.21e+08,1.926e+09,5.008e+09,8e+07,3.204e+09,-2.291e+09,-2.153e+09,1.12e+08,-1.4e+08,-3.02e+08,4.091e+09,-2.42e+08,8.07e+08,4.808e+09,-4.001e+09,-4.625e+09,-4.625e+09,2.31e+08,-3.796e+09,-2.75e+08,-2.231e+09,-1.9e+08,-2.041e+09,-9.683e+09,3.6e+07,4e+07,-4e+06,4.725e+09,3.014e+09,5.269e+09,5.564e+09,5.564e+09,5.564e+09,2.029e+09,3.1331e+10,1.666e+09,0.18651,-0.14872,-0.0214,-0.00285,-1.59732,6.50447,0.08568,-2.14786,-2.13118,14.44193,100.35008,3.43081,0.56631,-0.0021,0.00456,-0.26366,13.24446,20.54511
"33","2018_Q2",87.06671875,"Down",6.909e+09,5.718e+09,6.637e+09,-9.19e+08,1.191e+09,1.183e+09,-1.674e+09,5.235e+09,-3.573e+09,-3.573e+09,1.662e+09,1.662e+09,1.662e+09,-3.19e+08,1.343e+09,3e+06,3e+06,1.346e+09,1.346e+09,-1e+07,1.284e+09,4.22e+09,7.0539e+10,7.023e+10,3.09e+08,2.40689e+11,-7.567e+09,2.48256e+11,4.055e+09,1.4536e+10,1.496e+09,1.7534e+10,3.62857e+11,2.50847e+11,2.24671e+11,2.6176e+10,3.1707e+10,6.56e+08,3.1051e+10,3.11e+10,3.13654e+11,0,3.1786e+10,7e+06,3.1779e+10,-1.298e+10,3.1996e+10,-1.599e+09,4.9203e+10,4.9203e+10,3.62857e+11,1.346e+09,5.5e+08,1.674e+09,1.345e+09,6.7e+07,1.273e+09,-3.308e+09,-1.916e+09,-6e+07,-1.372e+09,0,1.607e+09,-2.05e+08,-3.659e+09,3.418e+09,-7.077e+09,3.989e+09,3.989e+09,5.57e+08,6.82e+08,-2.49e+08,-9.155e+09,6.7e+07,-9.222e+09,-1.2456e+10,-2.24e+08,4.9e+07,-2.73e+08,7.29e+09,1.4e+07,-2.324e+09,-3.5e+07,-3.5e+07,-3.5e+07,2.212e+09,3.1707e+10,-9.82e+08,0.24056,0.18584,0.0261,0.00354,-0.7648,6.37469,0.08738,2.63709,2.61614,14.18977,101.0536,-2.01684,0.5114,0.00422,-0.00271,0.19393,12.42631,16.53851
"34","2018_Q3",89.901746031746,"Up",7.192e+09,5.551e+09,6.596e+09,-1.045e+09,1.641e+09,1.642e+09,-1.276e+09,5.916e+09,-3.424e+09,-3.424e+09,2.492e+09,2.492e+09,2.492e+09,-5.75e+08,1.917e+09,-1.1e+07,-1.1e+07,1.906e+09,1.906e+09,-1.3e+07,1.813e+09,4.499e+09,8.5178e+10,8.4155e+10,1.023e+09,2.28756e+11,-7.368e+09,2.36124e+11,4.095e+09,1.4531e+10,1.493e+09,1.7663e+10,3.63989e+11,2.48225e+11,2.22605e+11,2.562e+10,3.3473e+10,5.53e+08,3.292e+10,3.2365e+10,3.14063e+11,0,3.1875e+10,7e+06,3.1868e+10,-1.3782e+10,3.3626e+10,-1.793e+09,4.9926e+10,4.9926e+10,3.63989e+11,1.906e+09,5.82e+08,1.276e+09,1.992e+09,4.1e+07,2.301e+09,-1.676e+09,-1.922e+09,9.7e+07,1.46e+08,0,4.08e+09,-2.24e+08,-1.4367e+10,2.602e+09,-1.6969e+10,9.907e+09,9.907e+09,3.87e+08,-4.297e+09,-2.76e+08,1.829e+09,-1.63e+08,1.992e+09,-1e+06,-7.61e+08,4.1e+07,-8.02e+08,-2.599e+09,1.003e+09,-803999999.999999,-1.021e+09,-1.021e+09,-1.021e+09,3.074e+09,3.3473e+10,1.749e+09,0.3465,0.25209,0.03631,0.00498,0.9647,6.29057,0.09196,3.73737,3.71288,14.82581,102.91899,3.60544,0.56895,0.00574,0.00481,0.15223,9.4255,11.62681
"35","2018_Q4",80.3525396825397,"Down",6.962e+09,5.786e+09,6.895e+09,-1.109e+09,1.176e+09,1.372e+09,-1.268e+09,5.694e+09,-3.773e+09,-3.773e+09,1.921e+09,1.921e+09,1.921e+09,-4.2e+08,1.501e+09,1e+06,1e+06,1.502e+09,1.502e+09,-9e+06,1.44e+09,4.547e+09,8.2761e+10,8.2015e+10,7.46e+08,2.31542e+11,-7.219e+09,2.38761e+11,4.149e+09,1.4513e+10,1.518e+09,1.7544e+10,3.62909e+11,2.47195e+11,2.22356e+11,2.4839e+10,3.1675e+10,3.84e+08,3.1291e+10,3.3401e+10,3.12271e+11,0,3.1985e+10,7e+06,3.1978e+10,-1.4353e+10,3.4883e+10,-1.877e+09,5.0638e+10,5.0638e+10,3.62909e+11,1.502e+09,5.89e+08,1.268e+09,2.271e+09,4.5e+07,2.082e+09,-2.279e+09,-2.447e+09,-5.9e+07,2.52e+08,0,3.351e+09,-2.4e+08,1.707e+09,5.17e+09,-3.463e+09,-4.25e+09,-4.25e+09,5.27e+08,-2.256e+09,-2.44e+08,-9.89e+08,1.01e+09,-1.999e+09,-2.749e+09,-5.24e+08,4.7e+07,-5.71e+08,-1.024e+09,1.8e+07,-2.763e+09,-1.668e+09,-1.668e+09,-1.668e+09,2.51e+09,3.1675e+10,4.11e+08,0.27593,0.20684,0.02844,0.00397,0.28542,6.16673,0.08728,3.01381,2.99439,14.57095,105.98158,0.86019,0.51067,0.00464,0.00113,0.16944,10.80797,14.12181
"36","2019_Q1",75.7818032786885,"Down",7.013e+09,5.82e+09,7.048e+09,-1.228e+09,1.193e+09,1.213e+09,-1.638e+09,5.375e+09,-4.132e+09,-4.132e+09,1.243e+09,1.243e+09,1.243e+09,2.1e+07,1.264e+09,-3e+06,-3e+06,1.261e+09,1.261e+09,-8e+06,1.173e+09,4.768e+09,8.3224e+10,8.2921e+10,303000000.000001,2.38679e+11,-7.22e+09,2.45899e+11,4.191e+09,1.4544e+10,1.614e+09,1.71e+10,3.72538e+11,2.49764e+11,2.26281e+11,2.3483e+10,3.1178e+10,3.52e+08,3.0826e+10,3.9928e+10,3.2087e+11,-6.7762635780344e-21,3.2047e+10,7e+06,3.204e+10,-1.4991e+10,3.5875e+10,-1.263e+09,5.1668e+10,5.1668e+10,3.72538e+11,1.261e+09,6.75e+08,1.638e+09,3.254e+09,1.7e+07,2.661e+09,-2.882e+09,-2.754e+09,6.7e+07,-1.03e+08,-6e+06,3.94e+09,-2.05e+08,-541000000.000002,5.138e+09,-5.679e+09,-8.631e+09,-8.631e+09,2.3e+08,-9.747e+09,-2.69e+08,6.127e+09,7.757e+09,-1.63e+09,-1.63e+09,-6e+08,3.8e+07,-6.38e+08,2.41e+09,0,7.668e+09,1.861e+09,1.861e+09,1.861e+09,1.918e+09,3.1178e+10,-1.19e+09,0.17724,0.16726,0.0227,0.00315,-1.01449,6.21023,0.08369,2.49681,2.48307,14.92763,109.97871,-2.53299,0.57258,0.00387,-0.00319,0.22933,13.76955,21.24698
"37","2019_Q2",83.7706349206349,"Up",7.083e+09,5.791e+09,7.092e+09,-1.301e+09,1.292e+09,1.268e+09,-1.693e+09,5.39e+09,-3.671e+09,-3.671e+09,1.719e+09,1.719e+09,1.719e+09,-3.09e+08,1.41e+09,2e+06,2e+06,1.412e+09,1.412e+09,-1.2e+07,1.348e+09,4.572e+09,9.7257e+10,8.2391e+10,1.4866e+10,2.3296e+11,-7.313e+09,2.40273e+11,4.205e+09,1.4546e+10,1.615e+09,1.8036e+10,3.73191e+11,2.55107e+11,2.30199e+11,2.4908e+10,3.098e+10,3.35e+08,3.0645e+10,3.3623e+10,3.1971e+11,0,3.2167e+10,7e+06,3.216e+10,-1.5056e+10,3.703e+10,-6.6e+08,5.3481e+10,5.3481e+10,3.73191e+11,1.412e+09,7.04e+08,1.693e+09,2.57e+09,7.2e+07,2.467e+09,-1.498e+09,-1.877e+09,-7.6e+07,4.56e+08,-12298356.4301802,4.881e+09,-1.83e+08,1.975e+09,5.219e+09,-3.244e+09,2.969e+09,2.969e+09,2.52e+08,5.013e+09,-2.43e+08,-1.0428e+10,-9.082e+09,-1.346e+09,-2.589e+09,-1.3e+07,5.2e+07,-6.5e+07,5.243e+09,1.496e+09,-3.945e+09,5.949e+09,5.949e+09,5.949e+09,2.423e+09,3.098e+10,1.051e+09,0.24269,0.19031,0.02521,0.00361,0.77967,5.97801,0.08301,2.87175,2.85835,15.08948,113.93481,2.23903,0.51768,0.00426,0.00282,0.18027,10.89889,15.36242
"38","2019_Q3",84.61671875,"Up",7.124e+09,5.746e+09,7.076e+09,-1.33e+09,1.378e+09,1.363e+09,-1.342e+09,5.782e+09,-3.779e+09,-3.779e+09,2.003e+09,2.003e+09,2.003e+09,-3.87e+08,1.616e+09,9e+06,9e+06,1.625e+09,1.625e+09,-1.2e+07,1.533e+09,5.184e+09,9.177e+10,8.1133e+10,1.0637e+10,2.37327e+11,-7.133e+09,2.4446e+11,4.243e+09,1.4545e+10,1.544e+09,1.9006e+10,3.73619e+11,2.54535e+11,2.31161e+11,2.3374e+10,3.2181e+10,3.59e+08,3.1822e+10,3.1136e+10,3.17852e+11,0,3.2269e+10,7e+06,3.2262e+10,-1.5058e+10,3.8386e+10,1.7e+08,5.5767e+10,5.5767e+10,3.73619e+11,1.625e+09,8.81e+08,1.342e+09,2.317e+09,5.7e+07,2.402e+09,-1.939e+09,-3.494e+09,5.5e+07,1.429e+09,-8947604.72024933,4.226e+09,-2.13e+08,9.57e+08,3.783e+09,-2.826e+09,-6.364e+09,-6.364e+09,4.82e+08,-5.138e+09,-2.68e+08,-2.872e+09,13000000.0000038,-2.885e+09,-4.288e+09,4.4e+07,46000000.0000001,-2000000.00000006,-7.3e+08,1.121e+09,-2.705e+09,-3.617e+09,-3.617e+09,-3.617e+09,2.884e+09,3.2181e+10,1.119e+09,0.28116,0.21519,0.02749,0.0041,0.72994,5.69964,0.08613,3.25616,3.24101,15.13169,118.45157,2.37681,0.56924,0.00482,0.003,0.17482,9.36096,13.47828
"39","2019_Q4",91.0709375,"Up",6.959e+09,5.737e+09,7.075e+09,-1.338e+09,1.222e+09,1.217e+09,-1.383e+09,5.576e+09,-3.872e+09,-3.872e+09,1.704e+09,1.704e+09,1.704e+09,-3.75e+08,1.329e+09,4e+06,4e+06,1.333e+09,1.333e+09,-1e+07,1.27e+09,4.452e+09,9.3147e+10,8.0062e+10,1.3085e+10,2.42318e+11,-7.037e+09,2.49355e+11,4.311e+09,1.4624e+10,1.627e+09,1.8331e+10,3.7881e+11,2.57148e+11,2.34084e+11,2.3064e+10,3.1146e+10,4.64e+08,3.0682e+10,3.2281e+10,3.20575e+11,0,3.3833e+10,7e+06,3.3826e+10,-1.5527e+10,3.9476e+10,4.53e+08,5.8235e+10,5.8235e+10,3.7881e+11,1.333e+09,8.49e+08,1.383e+09,3.245e+09,4.6e+07,3.257e+09,-3.398e+09,-2.693e+09,-6.7e+07,-5.55e+08,0,3.412e+09,-2.35e+08,1.287e+09,4.532e+09,-3.245e+09,-7.16e+09,-7.16e+09,4.32e+08,-5.761e+09,-2.43e+08,-3.339e+09,1.05e+08,-3.444e+09,-4.94e+09,1.049e+09,1.518e+09,-4.69e+08,2.559e+09,4.039e+09,4.065e+09,1.716e+09,1.716e+09,1.716e+09,2.553e+09,3.1146e+10,-7.05e+08,0.24486,0.1825,0.02181,0.00335,-0.55512,5.50485,0.08222,2.70501,2.69239,14.82215,124.03621,-1.5016,0.51757,0.00399,-0.00186,0.19134,10.45593,15.66549
"40","2020_Q1",83.4037096774194,"Down",7.427e+09,6.066e+09,7.27e+09,-1.204e+09,1.361e+09,1.379e+09,-1.818e+09,5.609e+09,-4.161e+09,-4.161e+09,1.448e+09,1.448e+09,1.448e+09,-2.7e+08,1.178e+09,-2e+06,-2e+06,1.176e+09,1.176e+09,-7e+06,1.041e+09,4.129e+09,8.8833e+10,7.9213e+10,9.62e+09,2.58601e+11,-7.208e+09,2.65809e+11,4.378e+09,1.4653e+10,1.758e+09,1.8013e+10,3.90365e+11,2.62697e+11,2.39209e+11,2.3488e+10,3.0786e+10,3.14e+08,3.0472e+10,3.8871e+10,3.32354e+11,0,3.2987e+10,7e+06,3.298e+10,-1.6472e+10,4.034e+10,1.156e+09,5.8011e+10,5.8011e+10,3.90365e+11,1.176e+09,9.05e+08,1.818e+09,2.403e+09,6.4e+07,2.466e+09,-2.189e+09,-1.797e+09,6.9e+07,-4.74e+08,7e+06,4.12e+09,-2.56e+08,1.663e+09,4.849e+09,-3.186e+09,-1.0725e+10,-1.0725e+10,5.14e+08,-1.7112e+10,-2.81e+08,1.2453e+10,1.265e+09,1.1188e+10,1.1188e+10,-1.9e+09,4.5e+07,-1.945e+09,5.571e+09,-6.639e+09,9.204e+09,-3.788e+09,-3.788e+09,-3.788e+09,2.353e+09,3.0786e+10,1.78e+08,0.19496,0.14016,0.01794,0.00267,0.17099,5.72915,0.07886,2.2596,2.24692,16.12112,125.91925,0.386369999999999,0.60994,0.00339,0.000459999999999999,0.26993,11.32894,18.40953
"41","2020_Q2",59.4349206349206,"Down",7.249e+09,6.025e+09,7.109e+09,-1.084e+09,1.224e+09,1.224e+09,-5.423e+09,1.826e+09,-3.729e+09,-3.729e+09,-1.903e+09,-1.903e+09,-1.903e+09,5.63e+08,-1.34e+09,0,0,-1.34e+09,-1.34e+09,-3e+06,-1.42e+09,4.545e+09,1.02178e+11,8.1423e+10,2.0755e+10,2.48917e+11,-1.4073e+10,2.6299e+11,4.336e+09,1.4645e+10,1.687e+09,2.057e+10,3.96878e+11,2.69689e+11,2.45142e+11,2.4547e+10,3.2448e+10,3.99e+08,3.2049e+10,3.7911e+10,3.40048e+11,0,3.3457e+10,7e+06,3.345e+10,-1.6858e+10,3.6552e+10,3.679e+09,5.683e+10,5.683e+10,3.96878e+11,-1.34e+09,8.93e+08,5.423e+09,7.79e+08,2.4e+07,1.507e+09,-3.47e+08,-2.258e+09,-8e+07,1.92e+09,1e+06,5.409e+09,-1.54e+08,3.9e+07,3.966e+09,-3.927e+09,6.86e+08,6.86e+08,4.7e+08,1.041e+09,-2.4e+08,-2.64e+09,-9.27e+08,-1.713e+09,-3.708e+09,1.1e+07,1.272e+09,-1.261e+09,6.702e+09,1.268e+09,5.101e+09,1.1551e+10,1.1551e+10,1.1551e+10,-1.01e+09,3.2448e+10,-2.074e+09,-0.26252,-0.19589,-0.02499,-0.00358,1.46056,5.9836,0.08176,-3.10315,-3.10315,15.84135,124.19143,-4.53234,0.52448,-0.00297,-0.00523,-0.16901,-27.62673,-14.66264
"42","2020_Q3",64.00421875,"Up",6.556e+09,5.46e+09,6.318e+09,-8.58e+08,1.096e+09,1.096e+09,-4.246e+09,2.31e+09,-3.77e+09,-3.77e+09,-1.46e+09,-1.46e+09,-1.46e+09,5.43e+08,-9.17e+08,-1e+06,-1e+06,-9.18e+08,-9.18e+08,-1e+06,-1.009e+09,4.583e+09,1.39834e+11,8.7859e+10,5.1975e+10,2.3468e+11,-1.6832e+10,2.51512e+11,4.324e+09,1.4645e+10,1.574e+09,2.1656e+10,4.21296e+11,3.04238e+11,2.75183e+11,2.9055e+10,2.9054e+10,5.73e+08,2.8481e+10,3.1959e+10,3.65251e+11,-3.30872245021211e-24,3.3563e+10,7e+06,3.3556e+10,-1.686e+10,3.5361e+10,3.981e+09,5.6045e+10,5.6045e+10,4.21296e+11,-9.18e+08,9.11e+08,4.246e+09,1.705e+09,5e+07,2.488e+09,-2.138e+09,-2.089e+09,2.1e+07,-1.83e+08,0,3.806e+09,-1.88e+08,-5.35e+09,5.291e+09,-1.0641e+10,9.111e+09,9.111e+09,4.45e+08,4.018e+09,-2.73e+08,-1.0881e+10,-5.832e+09,-5.049e+09,-7.041e+09,56000000.0000002,5.8e+07,-2e+06,3.4532e+10,0,2.3434e+10,3.1258e+10,3.1258e+10,3.1258e+10,-5.49e+08,2.9054e+10,-3.418e+09,-0.2227,-0.1539,-0.018,-0.00239,3.38751,6.5171,0.06896,-2.20981,-2.20981,14.3583,122.7442,-7.48576,0.5979,-0.00175,-0.00811,-0.27056,-44.57377,-16.76096
