"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",99.5773015873016,"Up",1.4238e+10,-7.717e+09,6.521e+09,3.788e+09,-1.7e+08,-1.17e+08,1.24e+08,3.618e+09,0,3.618e+09,-1.144e+09,2.474e+09,2.474e+09,-1.08e+08,2.366e+09,2.366e+09,4.336e+09,4.336e+09,9.636e+09,1.3e+09,1.879e+09,1.879e+09,1.7151e+10,2.7733e+10,5.6068e+10,-2.8335e+10,4.141e+09,4.3727e+10,6.797e+09,2.7835e+10,9.095e+09,7.5601e+10,9.2752e+10,9.374e+09,9.374e+09,3.338e+09,4.382e+09,4.382e+09,1.7094e+10,1.8849e+10,1.0758e+10,4.177e+09,6.581e+09,2.9607e+10,4.6701e+10,3.6119e+10,-6.0587e+10,7.0863e+10,-3.864e+09,4.2531e+10,3.52e+09,4.6051e+10,9.2752e+10,2.474e+09,7.11e+08,4.32e+08,4.83e+08,4.1e+09,-8.05e+08,-9.5e+07,-9e+08,4.71e+08,-2.374e+09,7e+07,-8.4e+08,-2.743e+09,4.57e+08,4.57e+08,4.6e+07,5.03e+08,4.499e+09,2.2187e+10,5.321e+09,0.458,0.26605,0.16618,0.05138,0.02551,2.24894,1.00333,1.01411,0.23921,1.51472,1.50509,9.11524,27.22855,3.40653,0.02995,0.06736,3.96777,4.71251
"32","2018_Q1",103.330819672131,"Up",1.2779e+10,-7.214e+09,5.565e+09,2.629e+09,1.63e+08,-8.5e+07,-7000000.00000001,2.792e+09,-9.8e+07,2.694e+09,-8.29e+08,1.865e+09,1.865e+09,-1.18e+08,1.747e+09,1.747e+09,4.017e+09,4.017e+09,8.633e+09,1.373e+09,1.866e+09,1.866e+09,1.5889e+10,2.8406e+10,5.7443e+10,-2.9037e+10,3.202e+09,4.8292e+10,6.995e+09,3.1426e+10,9.871e+09,7.99e+10,9.5789e+10,8.855e+09,8.855e+09,6.172e+09,4.568e+09,4.568e+09,1.9595e+10,1.9119e+10,1.0923e+10,4.48e+09,6.443e+09,3.0042e+10,4.9637e+10,3.6248e+10,-6.4011e+10,7.2606e+10,-3.528e+09,4.1315e+10,4.837e+09,4.6152e+10,9.5789e+10,1.865e+09,7.08e+08,1.78e+08,8.19e+08,3.57e+09,-8.95e+08,-6.6e+07,-8.21e+08,1.498e+09,-3.404e+09,2e+07,-53000000.0000001,-3.167e+09,-4.18e+08,-4.18e+08,5.4e+07,-3.64e+08,3.337e+09,2.5291e+10,4.09e+09,0.43548,0.20573,0.13671,0.03785,0.01824,2.34116,0.81087,1.07551,0.26403,1.13589,1.13001,8.30884,26.86281,2.6593,0.03588,0.04966,6.37519,8.09205
"33","2018_Q2",99.445,"Down",1.5351e+10,-8.737e+09,6.614e+09,3.793e+09,-3.3e+07,-1.29e+08,4.3e+07,3.76e+09,-1.5e+07,3.745e+09,7.28e+08,4.473e+09,4.473e+09,-5e+07,4.423e+09,4.423e+09,4.677e+09,4.677e+09,9.886e+09,1.307e+09,1.404e+09,1.404e+09,1.7274e+10,2.8584e+10,5.8231e+10,-2.9647e+10,3.206e+09,4.867e+10,6.93e+09,3.143e+10,1.031e+10,8.046e+10,9.7734e+10,9.574e+09,9.574e+09,6.009e+09,4.292e+09,4.292e+09,1.9875e+10,2.0082e+10,9.552e+09,2.826e+09,6.726e+09,2.9634e+10,4.9509e+10,3.6254e+10,-6.5324e+10,7.5763e+10,-3.404e+09,4.3289e+10,4.936e+09,4.8225e+10,9.7734e+10,4.473e+09,7.42e+08,-1.366e+09,-1.612e+09,2.237e+09,-9.81e+08,-6.2e+07,-1.043e+09,8.35e+08,-1.263e+09,5e+07,-1.56e+08,-5.84e+08,6.1e+08,6.1e+08,2.1e+07,6.31e+08,4.535e+09,2.6091e+10,1.214e+09,0.43085,0.24708,0.28812,0.09172,0.04526,0.27447,0.86913,1.02663,0.26696,2.92526,2.90796,10.15278,28.63029,0.80291,0.05274,0.01448,4.72194,5.64566
"34","2018_Q3",109.063333333333,"Up",1.4548e+10,-7.533e+09,7.015e+09,4.037e+09,-9.6e+07,-1.43e+08,6e+06,3.941e+09,-1.3e+07,3.928e+09,-8.13e+08,3.115e+09,3.115e+09,-1.78e+08,2.937e+09,2.937e+09,4.179e+09,4.179e+09,9.678e+09,1.301e+09,1.65e+09,1.65e+09,1.6808e+10,2.92e+10,5.9635e+10,-3.0435e+10,3.148e+09,4.8787e+10,6.962e+09,3.135e+10,1.0475e+10,8.1135e+10,9.7943e+10,9.022e+09,9.022e+09,5.918e+09,4.788e+09,4.788e+09,1.9728e+10,1.8766e+10,9.648e+09,2.949e+09,6.699e+09,2.8414e+10,4.8142e+10,3.6411e+10,-6.6619e+10,7.8704e+10,-3.345e+09,4.5151e+10,4.65e+09,4.9801e+10,9.7943e+10,3.115e+09,7.31e+08,4.32e+08,2.48e+08,4.526e+09,-1.063e+09,-1.18e+08,-2.762e+09,2.35e+08,-1.254e+09,4.1e+07,-1.3e+07,-2.298e+09,-5.34e+08,-5.34e+08,3.4e+07,-5e+08,4.768e+09,2.4684e+10,4.766e+09,0.4822,0.2775,0.20188,0.05897,0.02999,1.62274,0.85199,0.96669,0.25202,1.95409,1.94503,9.67931,30.04059,3.17099,0.04996,0.05665,4.30055,5.07927
"35","2018_Q4",111.662380952381,"Up",1.5228e+10,-8.348e+09,6.88e+09,3.924e+09,-7e+07,-1.43e+08,7.3e+07,3.854e+09,0,3.854e+09,-7.95e+08,3.059e+09,3.059e+09,-1.43e+08,2.916e+09,2.916e+09,4.326e+09,4.326e+09,1.0071e+10,1.322e+09,2.01e+09,2.01e+09,1.7729e+10,2.9373e+10,5.9984e+10,-3.0611e+10,3.155e+09,4.8535e+10,6.892e+09,3.1306e+10,1.0337e+10,8.1063e+10,9.8792e+10,9.763e+09,9.763e+09,5.992e+09,4.459e+09,4.459e+09,2.0214e+10,1.7681e+10,9.689e+09,3.222e+09,6.467e+09,2.737e+10,4.7584e+10,3.6574e+10,-6.7588e+10,8.0364e+10,-3.262e+09,4.6088e+10,5.12e+09,5.1208e+10,9.8792e+10,3.059e+09,7.44e+08,5.92e+08,-7.16e+08,3.679e+09,-1.22e+09,-1.18e+08,-1.338e+09,-9.17e+08,-9.31e+08,3.8e+07,-2.51e+08,-2.099e+09,2.42e+08,2.42e+08,-1.06e+08,1.36e+08,4.668e+09,2.3673e+10,3.527e+09,0.4518,0.25768,0.19149,0.05694,0.02952,1.20953,0.87707,0.92923,0.23962,1.95573,1.9466,10.21328,30.9108,2.36553,0.03448,0.04171,4.1446,4.93043
"36","2019_Q1",110.420163934426,"Down",1.4307e+10,-8.108e+09,6.199e+09,3.083e+09,1.24e+08,-1.59e+08,-2.24e+08,3.207e+09,-5000000.00000001,3.202e+09,-7.83e+08,2.419e+09,2.419e+09,-9.7e+07,2.322e+09,2.322e+09,4.15e+09,4.15e+09,9.334e+09,1.392e+09,1.949e+09,1.949e+09,1.6825e+10,2.954e+10,6.0304e+10,-3.0764e+10,2.899e+09,4.9334e+10,6.812e+09,3.1269e+10,1.1253e+10,8.1773e+10,9.8598e+10,9.479e+09,9.479e+09,3.79e+09,4.591e+09,4.591e+09,1.786e+10,1.7084e+10,9.699e+09,3.109e+09,6.59e+09,2.6783e+10,4.4643e+10,3.6779e+10,-6.7588e+10,8.2679e+10,-3.097e+09,4.8773e+10,5.182e+09,5.3955e+10,9.8598e+10,2.419e+09,7.94e+08,-8e+07,7.2e+08,3.853e+09,-1.201e+09,1.008e+09,-1.93e+08,-2.736e+09,8.1e+07,8.1e+07,4.2e+07,-3.862e+09,-2.02e+08,-2.02e+08,2.6e+07,-1.76e+08,3.877e+09,2.0874e+10,4.179e+09,0.43328,0.21549,0.1623,0.04304,0.02355,1.79974,0.94205,0.82741,0.21171,1.55839,1.54903,9.60201,32.73356,2.8047,0.04225,0.04944,4.31364,5.42459
"37","2019_Q2",131.02,"Up",1.5303e+10,-9.001e+09,6.302e+09,3.418e+09,1.3e+07,-6.3e+07,7.6e+07,3.431e+09,0,3.431e+09,-6.45e+08,2.786e+09,2.786e+09,2e+06,2.788e+09,2.788e+09,4.455e+09,4.455e+09,1.0123e+10,1.357e+09,1.602e+09,1.602e+09,1.7537e+10,2.9797e+10,6.0866e+10,-3.1069e+10,2.97e+09,4.9637e+10,6.747e+09,3.1289e+10,1.1601e+10,8.2404e+10,9.9941e+10,1.0696e+10,1.0696e+10,3.489e+09,3.434e+09,3.434e+09,1.7619e+10,1.7176e+10,9.629e+09,3.177e+09,6.452e+09,2.6805e+10,4.4424e+10,3.6799e+10,-6.7588e+10,8.4887e+10,-3.782e+09,5.0316e+10,5.201e+09,5.5517e+10,9.9941e+10,2.786e+09,7.32e+08,2.93e+08,-1.712e+09,2.099e+09,-1.195e+09,-1.41e+08,-1.336e+09,-3.02e+08,3.7e+07,3.7e+07,-1.46e+08,-4.11e+08,3.52e+08,3.52e+08,-4.4e+07,3.08e+08,4.15e+09,2.0665e+10,1.888e+09,0.41181,0.22335,0.18219,0.05022,0.0279,0.67719,0.99535,0.80019,0.20677,1.87114,1.86115,10.27047,33.76913,1.26711,0.03249,0.022,3.90602,4.74254
"38","2019_Q3",137.4078125,"Up",1.4922e+10,-8.376e+09,6.546e+09,3.391e+09,4.508e+09,-1.43e+08,-3.12e+08,7.899e+09,-6.62e+08,7.237e+09,-1.647e+09,5.59e+09,5.611e+09,-1.59e+08,5.452e+09,5.452e+09,1.0108e+10,1.0108e+10,1.4593e+10,1.445e+09,8.131e+09,6.665e+09,3.4277e+10,3.1017e+10,6.4149e+10,-3.3132e+10,4.08e+09,1.44968e+11,2.6985e+10,7.5057e+10,4.2926e+10,1.80065e+11,2.14342e+11,2.0503e+10,2.0503e+10,1.9158e+10,4.715e+09,4.281e+09,4.4376e+10,3.7803e+10,2.6721e+10,1.1208e+10,1.5513e+10,6.4524e+10,1.089e+11,5.3419e+10,-9.07e+08,4.1212e+10,-3.786e+09,8.9938e+10,1.5504e+10,1.05442e+11,2.14342e+11,5.59e+09,8.28e+08,-2.818e+09,315000000.000001,3.915e+09,-1.195e+09,-2.51e+08,-1.1347e+10,1.4425e+10,4.6e+07,4.6e+07,-53999999.9999999,1.3107e+10,5.675e+09,5.64e+09,1.19e+08,5.759e+09,4.219e+09,5.6961e+10,4.986e+09,0.43868,0.22725,0.36537,0.05171,0.02544,0.91453,0.77242,1.0328,0.26575,3.5634,3.54948,9.75294,58.78301,3.25882,0.03575,0.02636,11.10524,13.81687
"39","2019_Q4",138.905625,"Up",2.0245e+10,-1.2819e+10,7.426e+09,2.757e+09,-5.32e+08,-4.11e+08,2e+06,2.225e+09,-2.07e+08,2.018e+09,-3.95e+08,1.623e+09,1.982e+09,-2.22e+08,1.76e+09,1.76e+09,6.728e+09,6.728e+09,1.5673e+10,1.516e+09,7.453e+09,5.561e+09,3.137e+10,3.1392e+10,6.348e+10,-3.2088e+10,3.872e+09,1.42841e+11,2.5114e+10,7.7801e+10,3.9926e+10,1.78105e+11,2.09475e+11,1.7647e+10,1.7647e+10,2.1923e+10,5.023e+09,4.73e+09,4.4593e+10,3.6311e+10,2.3318e+10,1.0404e+10,1.2914e+10,5.9629e+10,1.04222e+11,5.3718e+10,-9.07e+08,4.1382e+10,-3.721e+09,9.0472e+10,1.4781e+10,1.05253e+11,2.09475e+11,1.623e+09,1.304e+09,9.72e+08,-5.647e+09,-1.748e+09,-1.177e+09,7.5e+07,-1.102e+09,1.159e+09,1.95e+08,1.95e+08,-1.517e+09,-1.63e+08,-3.013e+09,-2.837e+09,-2.8e+07,-2.865e+09,4.061e+09,5.8234e+10,-2.368e+09,0.36681,0.13618,0.08694,0.01672,0.0084,-1.34545,0.70347,0.9902,0.278,0.97723,0.97023,11.24098,50.23431,-1.31483,0.00942,-0.01268,12.68308,18.6819
"40","2020_Q1",126.429677419355,"Down",1.9137e+10,-1.1865e+10,7.272e+09,2.264e+09,-7.13e+08,-3.61e+08,1.31e+08,1.551e+09,-3.14e+08,1.237e+09,-3.39e+08,8.98e+08,1.205e+09,-1.51e+08,1.054e+09,1.054e+09,5.418e+09,5.418e+09,1.5481e+10,1.649e+09,5.576e+09,5.576e+09,2.8124e+10,3.1603e+10,6.4018e+10,-3.2415e+10,3.224e+09,1.31033e+11,2.3215e+10,8.0293e+10,2.7525e+10,1.6586e+11,1.93984e+11,1.7762e+10,1.7762e+10,8.857e+09,4.722e+09,4.722e+09,3.1341e+10,3.8129e+10,2.1662e+10,7.902e+09,1.376e+10,5.9791e+10,9.1132e+10,5.3907e+10,-907000000.000002,4.2494e+10,-6.617e+09,8.8877e+10,1.3975e+10,1.02852e+11,1.93984e+11,8.98e+08,1.303e+09,-1.619e+09,1.136e+09,1.718e+09,-1.309e+09,-2e+06,-1.311e+09,-1.1605e+10,4e+07,4e+07,1.53e+08,-1.2997e+10,-1.259e+10,-1.757e+09,-1.45e+08,-1.902e+09,3.567e+09,4.6986e+10,3.733e+09,0.38,0.1183,0.05508,0.01025,0.00543,3.54175,0.89735,0.88605,0.24222,0.58458,0.5804,10.61398,49.29395,2.07044,0.01539,0.02177,11.65349,18.36042
"41","2020_Q2",110.398253968254,"Down",2.0877e+10,-1.3034e+10,7.843e+09,2.835e+09,-5.9e+07,-2.83e+08,2.24e+08,2.776e+09,-1.5e+08,2.626e+09,-4.58e+08,2.168e+09,2.147e+09,-4e+07,2.107e+09,2.107e+09,6.833e+09,6.833e+09,1.71e+10,1.571e+09,2.272e+09,2.272e+09,2.7776e+10,3.1895e+10,6.4952e+10,-3.3057e+10,3.312e+09,1.37965e+11,2.2669e+10,8.0314e+10,3.4982e+10,1.73172e+11,2.00948e+11,1.9755e+10,1.9755e+10,1.0018e+10,5.024e+09,5.024e+09,3.4797e+10,3.8057e+10,2.4292e+10,8.364e+09,1.5928e+10,6.2349e+10,9.7146e+10,5.3995e+10,-9.07e+08,4.3202e+10,-6.533e+09,8.9757e+10,1.4045e+10,1.03802e+11,2.00948e+11,2.168e+09,1.299e+09,7.11e+08,-2.548e+09,1.63e+09,-1.338e+09,-1.2e+07,-1.35e+09,1.177e+09,1.26e+08,1.26e+08,-1.86e+08,1.117e+09,1.397e+09,1.378e+09,4.1e+07,1.419e+09,4.134e+09,4.8075e+10,7.06e+08,0.37568,0.1358,0.10092,0.0203,0.01049,0.33507,0.79823,0.93588,0.23924,1.16731,1.1596,11.5662,49.72687,0.39114,0.01196,0.00401,9.97629,14.54744
"42","2020_Q3",124.99625,"Up",1.8025e+10,-1.1937e+10,6.088e+09,1.361e+09,-1.65e+08,-3e+08,1.35e+08,1.196e+09,-1.45e+08,1.051e+09,-5.23e+08,5.28e+08,5.2e+08,-6e+07,4.6e+08,4.6e+08,1.4339e+10,1.4339e+10,1.4532e+10,1.531e+09,2.872e+09,2.872e+09,3.3274e+10,3.2151e+10,6.5864e+10,-3.3713e+10,3.18e+09,1.37689e+11,2.2037e+10,8.032e+10,3.5332e+10,1.7302e+11,2.06294e+11,1.7906e+10,1.7906e+10,1.2676e+10,4.891e+09,4.891e+09,3.5473e+10,4.277e+10,2.4078e+10,7.965e+09,1.6113e+10,6.6848e+10,1.02321e+11,5.423e+10,-9.07e+08,4.3721e+10,-6.637e+09,9.0407e+10,1.3566e+10,1.03973e+11,2.06294e+11,5.28e+08,1.334e+09,-51999999.9999995,1.347e+09,3.157e+09,-1.247e+09,-9e+06,-1.256e+09,6.984e+09,8.1e+07,8.1e+07,21000000.0000001,5.499e+09,7.4e+09,7.621e+09,-1.17e+08,7.504e+09,2.695e+09,5.5446e+10,3.318e+09,0.33775,0.07551,0.02552,0.00442,0.00223,7.21304,0.93801,0.98411,0.26877,0.25457,0.25344,9.9751,50.03154,1.83619,0.01116,0.01808,15.25306,30.2035300000001
"43","2020_Q4",143.5340625,"Up",1.1779e+10,-7.896e+09,3.883e+09,5.1e+07,1.56e+08,-4.12e+08,1.86e+08,2.07e+08,-5.047e+09,-4.84e+09,3.31e+08,-4.509e+09,-4.512e+09,-2.09e+08,-4.721e+09,-4.721e+09,2.3115e+10,2.3115e+10,1.2622e+10,1.559e+09,4.034e+09,4.034e+09,4.133e+10,3.1891e+10,6.653e+10,-3.4639e+10,3.611e+09,1.30817e+11,1.9589e+10,7.7233e+10,3.3995e+10,1.66319e+11,2.07649e+11,1.6986e+10,1.6986e+10,1.0224e+10,3.707e+09,3.707e+09,3.0917e+10,5.4197e+10,2.291e+10,7.055e+09,1.5855e+10,7.7107e+10,1.08024e+11,5.4386e+10,-9.07e+08,3.9004e+10,-6.617e+09,8.5866e+10,1.3759e+10,9.9625e+10,2.07649e+11,-4.509e+09,1.377e+09,4.257e+09,3.7e+07,1.162e+09,-7.08e+08,-6e+06,-7.14e+08,8.945e+09,3.1e+07,3.1e+07,-6.73e+08,8.303e+09,8.751e+09,8.749e+09,2.7e+07,8.776e+09,1.428e+09,6.4421e+10,4.26e+08,0.32965,0.00433,-0.4008,-0.04739,-0.02274,-0.09024,1.3368,1.08431,0.31024,-2.60973,-2.6389,6.51133,47.466,0.23549,-0.02525,0.00228,28.92577,809.92157
"44","2021_Q1",184.415573770492,"Up",1.4707e+10,-1.1013e+10,3.694e+09,-4.53e+08,2.66e+08,-4.96e+08,1.06e+08,-1.87e+08,-3.93e+08,-579999999.999999,-49000000.0000001,-6.29e+08,-6.29e+08,-8.1e+07,-7.1e+08,-7.1e+08,1.7914e+10,1.7914e+10,1.2708e+10,1.583e+09,3.046e+09,3.046e+09,3.5251e+10,3.2078e+10,6.7595e+10,-3.5517e+10,3.903e+09,1.30317e+11,1.9173e+10,7.7689e+10,3.3455e+10,1.66298e+11,2.01549e+11,1.6801e+10,1.6801e+10,5.711e+09,4.116e+09,4.116e+09,2.6628e+10,5.2917e+10,2.4492e+10,7.288e+09,1.7204e+10,7.7409e+10,1.04037e+11,5.4497e+10,-9.07e+08,3.8315e+10,-8.322e+09,8.3583e+10,1.3929e+10,9.7512e+10,2.01549e+11,-6.29e+08,1.335e+09,-5.02e+08,1.463e+09,1.667e+09,-7.29e+08,1.99e+08,-5.3e+08,-5.873e+09,6.7e+07,6.7e+07,-6.33e+08,-6.439e+09,-5.302e+09,-5.287e+09,8.7e+07,-5.2e+09,8.82e+08,5.8628e+10,1.665e+09,0.25117,-0.0308,-0.0482799999999999,-0.00728,-0.00352,-2.34507,1.32383,1.06691,0.29089,-0.39205,-0.392049999999999,8.12093,46.15295,0.91938,-0.00392999999999999,0.00922,46.161,-89.8763800000002
"45","2021_Q2",179.845079365079,"Down",1.6249e+10,-1.1775e+10,4.474e+09,2.59e+08,-1e+08,-3.24e+08,2.24e+08,1.59e+08,-1.13e+08,4.6e+07,-1.6e+07,3e+07,1.8e+07,-1000000.00000001,1.7e+07,1.7e+07,1.7068e+10,1.7068e+10,1.4051e+10,1.48e+09,2.275e+09,2.275e+09,3.4874e+10,3.2263e+10,6.8643e+10,-3.638e+10,4.037e+09,1.30714e+11,1.8642e+10,7.78e+10,3.4272e+10,1.67014e+11,2.01888e+11,1.6846e+10,1.6846e+10,5.397e+09,4.303e+09,4.303e+09,2.6546e+10,5.2878e+10,2.4406e+10,7.201e+09,1.7205e+10,7.7284e+10,1.0383e+11,5.4663e+10,-9.07e+08,3.8456e+10,-8.141e+09,8.4071e+10,1.3987e+10,9.8058e+10,2.01888e+11,3e+07,1.298e+09,4.4e+07,-1.297e+09,7.5e+07,-7.6e+08,2.8e+07,-7.32e+08,-3.17e+08,2.09e+08,2.09e+08,-2.25e+08,-3.33e+08,-9.9e+08,-9.81e+08,1.39e+08,-8.42e+08,1.557e+09,5.8275e+10,-4.84e+08,0.27534,0.01594,0.00105,0.00017,8e-05,-28.47059,1.31372,1.05886,0.28865,0.00938,0.00933,8.96744,46.3968,-0.26711,9e-05,-0.00268,26.46564,159.10039
"46","2021_Q3",178.24421875,"Down",1.5613e+10,-9.782e+09,5.831e+09,1.446e+09,1.98e+08,-3.2e+08,2.13e+08,1.644e+09,-4.14e+08,1.23e+09,-1.08e+08,1.122e+09,1.111e+09,-2.1e+08,9.01e+08,9.01e+08,1.589e+10,1.589e+10,1.2533e+10,1.406e+09,3.048e+09,3.048e+09,3.2877e+10,3.2137e+10,6.9003e+10,-3.6866e+10,4.309e+09,1.30927e+11,1.8123e+10,7.7861e+10,3.4943e+10,1.67373e+11,2.0025e+11,1.7062e+10,1.7062e+10,5.243e+09,4.337e+09,4.337e+09,2.6642e+10,5.0903e+10,2.3509e+10,6.894e+09,1.6615e+10,7.4412e+10,1.01054e+11,5.5e+10,-9.07e+08,3.9365e+10,-7.918e+09,8.554e+10,1.3656e+10,9.9196e+10,2.0025e+11,1.122e+09,1.272e+09,-2.4e+08,-7.61e+08,1.393e+09,-7.7e+08,1.75e+08,-5.95e+08,-1.549e+09,1.85e+08,1.85e+08,-5.44e+08,-1.908e+09,-1.11e+09,-1.111e+09,-6.9e+07,-1.18e+09,2.718e+09,5.6146e+10,1.295e+09,0.37347,0.09262,0.05771,0.00908,0.0045,1.43729,1.23403,1.01873,0.28038,0.49615,0.49262,8.59747,47.10352,0.71311,0.00504,0.00724,14.81089,27.83956
"47","2021_Q4",161.50109375,"Down",1.7022e+10,-1.1233e+10,5.789e+09,1.355e+09,-3.25e+08,-4.45e+08,2.11e+08,1.03e+09,-3.5e+07,9.95e+08,1.33e+08,1.128e+09,1.123e+09,-2.05e+08,9.18e+08,9.18e+08,1.607e+10,1.607e+10,1.3355e+10,1.344e+09,3.197e+09,3.197e+09,3.3966e+10,3.2377e+10,6.9956e+10,-3.7579e+10,4.045e+09,1.31833e+11,1.7601e+10,7.7835e+10,3.6397e+10,1.68255e+11,2.02221e+11,1.8317e+10,1.8317e+10,4.728e+09,4.368e+09,4.368e+09,2.7413e+10,5.111e+10,2.3084e+10,6.835e+09,1.6249e+10,7.4194e+10,1.01607e+11,5.5174e+10,-9.07e+08,4.0311e+10,-7.837e+09,8.6741e+10,1.3873e+10,1.00614e+11,2.02221e+11,1.128e+09,1.266e+09,3.03e+08,-1.231e+09,1.466e+09,-9.38e+08,1.8e+08,-7.58e+08,-5.09e+08,1.1e+07,1.1e+07,-3.2e+07,-5.3e+08,1.78e+08,1.76e+08,7e+06,1.83e+08,2.621e+09,5.5838e+10,3.19e+08,0.34009,0.0796,0.05393,0.00912,0.00454,0.34749,1.23905,1.00987,0.27612,0.5044,0.50191,9.35275,47.65989,0.17527,0.00511,0.00178,15.17283,29.34908
"48","2022_Q1",144.565967741935,"Down",1.8534e+10,-1.2341e+10,6.193e+09,5.99e+08,-2.17e+08,-3.17e+08,1.13e+08,3.82e+08,-9.2e+07,2.9e+08,-3.4e+07,2.56e+08,2.55e+08,-9.6e+07,1.59e+08,1.59e+08,1.5959e+10,1.5959e+10,1.3367e+10,1.331e+09,3e+09,3e+09,3.3657e+10,3.2624e+10,7.0544e+10,-3.792e+10,3.935e+09,1.33393e+11,1.7115e+10,7.8071e+10,3.8207e+10,1.69952e+11,2.03609e+11,2.0894e+10,2.0894e+10,5.866e+09,4.317e+09,4.317e+09,3.1077e+10,4.854e+10,2.1768e+10,7.246e+09,1.4522e+10,7.0308e+10,1.01385e+11,5.5471e+10,-9.07e+08,4.0429e+10,-6.44e+09,8.8553e+10,1.3671e+10,1.02224e+11,2.03609e+11,2.56e+08,1.275e+09,-8.97e+08,1.998e+09,2.632e+09,-1.11e+09,2.4e+07,-1.086e+09,-1.324e+09,3e+07,3e+07,-3.2e+08,-1.614e+09,-6.8e+07,-64999999.9999998,-4.7e+07,-1.12e+08,1.874e+09,5.4406e+10,2.796e+09,0.33414,0.03232,0.00858,0.00156,0.00078,17.58491,1.08302,0.99179,0.26721,0.08756,0.08684,10.20595,48.76267,1.53965,0.00089,0.01567,20.51601,64.18531
"49","2022_Q2",110.991774193548,"Down",2.1819e+10,-1.4567e+10,7.252e+09,2.196e+09,-5.08e+08,-3.11e+08,2.39e+08,1.688e+09,-279259438.922664,1.688e+09,-4.88e+08,1.2e+09,1.152e+09,-4.8e+07,1.104e+09,1.104e+09,1.4444e+10,1.4444e+10,1.4882e+10,1.345e+09,2.242e+09,2.242e+09,3.2913e+10,3.2681e+10,7.1186e+10,-3.8505e+10,3.549e+09,1.34168e+11,1.6574e+10,7.8052e+10,3.9542e+10,1.70398e+11,2.03311e+11,1.8709e+10,1.8709e+10,6.783e+09,4.545e+09,4.545e+09,3.0037e+10,4.7349e+10,2.2332e+10,8.124e+09,1.4208e+10,6.9681e+10,9.9718e+10,5.55e+10,-9.07e+08,4.1547e+10,-6.276e+09,8.9864e+10,1.3729e+10,1.03593e+11,2.03311e+11,1.2e+09,1.269e+09,1.49e+09,-4.168e+09,-2.09e+08,-9.81e+08,-6e+06,-9.87e+08,-9.1e+07,3.3e+07,3.3e+07,-2.22e+08,-2.8e+08,-1.476e+09,-1.48e+09,-3.5e+07,-1.515e+09,3.465e+09,5.4132e+10,-1.196e+09,0.33237,0.10065,0.0506,0.01066,0.00543,-1.08333,1.09575,0.96259,0.26625,0.60726,0.60328,12.00165,49.43014,-0.65787,0.00613,-0.00664,11.45397,18.07286
