"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2017_Q1",11.1146774193548,"Down",318561000,-215195000,103366000,-96243000,-77128000,-11103000,-8012000,7123000,71976000,-1447000,-1447000,-1067000,79099000,-77606000,1493000,309000,1802000,1976000.00000001,-212000,1764000,1764000.00000001,39772000,39772000,181191000,181191000,212984000,18872000,18872000,452819000,142370000,1040199000,539211000,491637000,9351000,1324336000,1777155000,152553000,61512000,91041000,44283000,44283000,202521000,551652000,128438000,110838000,17600000,680090000,882611000,924680000,-58760000,-9515000,856405000,38139000,894544000,1777155000,1802000,1976000,33433000,-2437999.99999999,17981000,50778000,-8441000,-8441000,-7532000,70236000,54263000,-19548000,-164021000,-7471000.00000001,-91680999.9999999,13360000,13360000,13383000,40556000,557337000,49787000,0.32448,0.02236,0.00553999999999999,0.00196999999999999,0.000990000000000005,28.22392,2.23591,0.98666,0.31361,0.0324899999999999,0.0324899999999999,5.86669,15.77173,0.91689,0.36,0.01349,0.0315,11.08163,12.76174,72.6611
"27","2017_Q2",11.0846031746032,"Down",289992000,-195659000,94333000,-96881000,-78723000,-10310000,-7848000,-2548000,-7158000,-7136000,-7136000,-22000,-9706000,-15417000,-25123000,3648000,-21475000,-21135000,-470000,-21605000,-34959000,115281000,115281000,172885000,172885000,208326000,18234000,18234000,514726000,143172000,1028609000,529579000,489877000,9153000,1171781000,1686507000,147565000,59273000,88292000,13555000,13555000,166805000,545536000,119732000,103232000,16500000,665268000,832073000,924680000,-101929000,-8428000,814323000,40111000,854434000,1686507000,-21475000,-21135000,31395000,20224000,-31558000,-1414000,-8693000,-8693000,-6381000,135089000,120015000,-21564000,-5821000,-15511000,-42896000,75705000,75705000,75509000,28847000,551221000,-15052000,0.3253,-0.00879,-0.12055,-0.04091,-0.02073,0.43056,3.08579,0.97383,0.32684,-0.58362,-0.58362,4.84127,13.59471,-0.25129,0.36,-0.00878,-0.00987,-0.61684,15.11214,-171.09105
"28","2017_Q3",11.7333333333333,"Up",307381000,-197661000,109720000,-102537000,-79575000,-14779000,-8183000,7183000,-7466000.00000001,-8418000,-8418000,952000,-282999.999999985,-1002999.99999999,-1286000,-1454000,-2740000,-2740000,-1372000,-4112000,-29878000,39287000,39287000,194823000,194823000,229465000,25922000,25922000,489497000,157588000,1155860000,516512000,630143000,9205000,1313448000,1802945000,175993000,78024000,97969000,21598000,21598000,203276000,548546000,144890000,126538000,18352000,693436000,896712000,924680000,-153439000,-5550000,862268000,43965000,906233000,1802945000,-2740000,-2740000,31187000,4565000,4269999.99999999,37282000,-10868000,-10868000,-152259000,-1274000,-164401000,-21564000,2228000,70764000,51428000,-75691000,-75691000,-75994000,38370000,554231000,33226000,0.35695,0.02337,-0.0972,-0.03297,-0.01657,-1.11206,2.40804,0.98949,0.3074,-0.4988,-0.4988,5.13157,12.78282,0.55469,0.36,-0.00518,0.0207,-0.721740000000001,13.42048,71.6892699999999
"29","2017_Q4",11.8938095238095,"Up",323957000,-206232000,117725000,-103248000,-80804000,-14167000,-8277000,14477000,-4925000,-6945000,-6945000,2020000,9552000,-1004000,8548000,-192000,8356000,8356000,-650000,7706000,46826000,41487000,41487000,198111000,198111000,242817000,27145000,27145000,509560000,170827000,1140419000,591878000,539925000,8616000,1311246000,1820806000,182475000,77417000,105058000,23046000,23046000,211206000,569755000,140603000,122033000,18570000,710358000,921564000,924680000,-167297000,-2184000,851616000,47626000,899242000,1820806000,8356000,8356000,26077000,3439000,-14504000,23368000,-11394000,-11394000,-5762000,-1414000,-18570000,-21564000,20429000,465000,-670000,4128000,4128000,2200000,40554000,575440000,14848000,0.3634,0.04469,0.14454,0.05207,0.02572,0.31709,2.41262,1.02482,0.31604,0.78174,0.78174,5.4083,12.60766,0.24788,0.36,0.04234,0.00919,0.46051,13.16647,36.88285
"30","2018_Q1",11.8809836065574,"Down",348399000,-222468000,125931000,-100514000,-79382000,-12747000,-8385000,25417000,-11060000,-5124000,-5124000,-316000,14357000,-3903000,10454000,38677000,49131000,49131000,-3129000,46002000,46002000,39885000,39885000,215108000,215108000,246928000,24897000,24897000,526818000,173081000,1120404000,580517000,531689000,8198000,1293485000,1820303000,191411000,84538000,106873000,15097000,15097000,212193000,584347000,97764000,81049000,16715000,682111000,894304000,924680000,-145316000,-2573000,873208000,52791000,925999000,1820303000,29969000,49131000,-6599000,-1348000,-34605000,22535000,-7481000,-7481000,6035999.99999997,-306000,-14322000,-21564000,15079000,-3965000,-10450000,-2237000,-2237000,-1602000.00000001,18818000,590032000,-61945000,0.36146,0.07295,0.13204,0.04968,0.02527,-1.34657,2.48273,0.96577,0.32414,0.76798,0.76798,5.81634,12.96813,-1.03414,0.36,0.04187,-0.03838,0.46876,29.23515,21.64484
"31","2018_Q2",11.861875,"Down",344352000,-225186000,119166000,-113599000,-91300000,-11537000,-10762000,5567000,-7556000,-6182000,-6182000,-1374000,-1989000,-1098000,-3087000,1860000,-1227000,-1621000,-720000,-2341000,-2341000,46325000,46325000,256807000,256807000,294736000,34686000,34686000,632554000,200230000,1424962000,687622000,728276000,9064000,1625192000,2257746000,194184000,85295000,108889000,16172000,16172000,216041000,932299000,116115000,76538000,39577000,1048414000,1264455000,924680000,-171034000,-3155000,943621000,49670000,993291000,2257746000,-1227000,-1621000,21312000,1120000,-14416000,6643000,-12128000,-12128000,-402770000,-638000,-415628000,-21564000,347079000,87903000,413418000,4433000,4433000,6440000,26879000,937984000,-1525000,0.34606,0.01617,-0.0068,-0.00236,-0.00104,0.65143,2.92793,1.273,0.41545,-0.03908,-0.03908,5.74878,12.52907,-0.02546,0.36,0.00939,-0.00074,-9.21145,33.17307,160.16867
"32","2018_Q3",13.0947619047619,"Up",446098000,-288471000,157627000,-138251000,-106972000,-20181000,-11098000,19376000,-15796000,-13584000,-13584000,-2212000,3580000,-953000,2627000,-3652999.99999999,-1026000,533000,-1441000,-908000,-4533000,37456000,37456000,272707000,272707000,300263000,37656000,37656000,648082000,212610000,1410604000,753210000,645102000,12292000,1623214000,2271296000,221844000,103718000,118126000,14996000,14996000,241840000,963851000,95573000,77263000,18310000,1059424000,1301264000,924680000,-195318000,-5991000,916292000,53740000,970032000,2271296000,-9534000,533000,21575000,1126000,8779000.00000001,28669000,-13049000,-13049000,11527000,-374000,-39086999.9999999,-21564000,40448000,-16944000,1940000,-8478000,-8478000,-8869000,40951000,968851000,40334000,0.35335,0.04343,-0.01016,-0.00467000000000001,-0.002,-8.89786,2.6798,1.34147,0.42656,-0.07568,-0.07568,7.44738,12.07631,0.67336,0.36,0.00837,0.01983,-4.75711,22.74413,48.0695199999999
"33","2018_Q4",11.6047619047619,"Down",448700000,-298996000,149704000,-125450000,-96906000,-17562000,-10982000,24254000,-15207000,-15699000,-15699000,492000,9047000,-927000,8120000,-2354000,5766000,5766000,-1040000,4726000,8351000,36156000,36156000,308627000,308627000,328548000,38479000,38479000,711810000,226270000,1499685000,750072000,736947000,12666000,1725955000,2437765000,250899000,105865000,145034000,27072000,27072000,282971000,1104348000,96419000,78207000,18212000,1200767000,1483738000,924680000,-216929000,-4354000,896318000,57709000,954027000,2437765000,-657000,5766000,22799000,3706000,-18493000,23460000,-9513000,-9513000,-103893000,-441000,-139990000,-21564000,139750000,-2256000,115930000,-6e+05,-6e+05,-1300000,47053000,1109348000,21401000,0.33364,0.05405,0.01861,0.00875,0.00343,2.56269,2.51549,1.55524,0.45507,0.13942,0.13942,7.49082,11.74285,0.35728,0.36,0.01385,0.00991,2.58221,22.80815,44.24804
"34","2019_Q1",11.852131147541,"Up",118170000,-74825000,43345000,-35914000,-24907000,-406000.000000004,-10601000,7431000,-21831000,-19780000,-19780000,-2051000,-14400000,-1671000,-16071000,-6319000,-22390000,-6468000,-711000,-7179000,-7179000,50749000,50749000,265234000,265234000,307437000,57765000,35810000,681185000,208661000,1482489000,745121000,615893000,12008000,1691150000,2372335000,226424000,103304000,123120000,27856000,18427000,259280000,1098871000,94842000,62284000,17790000,1193713000,1452993000,924680000,-249453000,-8776000,859372000,59970000,919342000,2372335000,-7459000,-6468000.00000001,25015000,4178000,13987000,55680000,-6308000,-6308000,94000,-464000,-9375000,-21564000,90255000,-99868000,-31177000,15128000,15128000,17170000,32446000,1103871000,46444000,0.3668,0.06288,-0.06075,-0.00781,-0.00303,-6.46942,2.62722,1.58047,0.46531,-0.11985,-0.11985,1.97279,11.12606,0.77536,0.36,0.00679,0.02193,-3.00376,32.45768,141.72009
"35","2019_Q2",13.5025396825397,"Up",402489000,-266300000,136189000,-121321000,-93199000,-17040000,-11082000,14868000,-19153000,-18582000,-18582000,-571000,-4285000,-6227000,-10512000,-403000,-10915000,110158000,-850000,109308000,109308000,39837000,39837000,263494000,263494000,313910000,87964000,87964000,705205000,203549000,1460872000,733347000,611883000,115642000,1664421000,2369626000,207165000,91341000,115824000,37947000,37947000,250112000,955395000,163338000,61023000,102315000,1118733000,1368845000,924680000,-165490000,-3517000,948594000,52187000,1000781000,2369626000,-12928000,110158000,21586000,4697000,-20715000,-8936000,-5426000,-5426000,124210000,1708000,168944000,-21564000,-144250000,-6634000,-172448000,-12440000,-12440000,-13489000,36454000,960395000,10716000,0.33837,0.03694,0.27158,0.10922,0.04613,0.09803,2.81956,1.36778,0.40529,1.82484,1.82484,6.71935,12.61558,0.1789,0.36,0.0616,0.00504,0.19728,25.25259,61.91539
"36","2019_Q3",15.38421875,"Up",272452000,-166523000,105929000,-86978000,-68510000,-10072000,-8396000,18951000,-18270000,-18317000,-18317000,47000,680999.999999998,-928000,-247000,-5572000,-5819000,218173000,-1639000,216534000,216534000,485864000,485864000,187321000,187321000,327657000,85280000,85280000,1086122000,143313000,1156556000,588618000,471400000,96538000,1299869000,2385991000,178966000,74833000,104133000,34695000,34695000,218661000,869918000,120631000,33813000,86818000,990549000,1209210000,924680000,17715000,-4512000,1130804000,45977000,1176781000,2385991000,-3806000,218173000,21751000,4639000,3568000.00000001,17590000,-8934000,-8934000,327444000,-221000,549056000,-21564000,-86250000,-12488000,-120302000,446344000,446344000,446027000,40702000,874918000,40908000,0.3888,0.06956,0.79476,0.18401,0.09075,0.188919999999999,4.96715,1.02756,0.36669,3.61492,3.61492,4.54845,15.65748,0.68294,0.36,0.1096,0.01883,0.09959,9.5586,20.52947
"37","2019_Q4",18.09796875,"Up",388313000,-251778000,136535000,-104421000,-82027000,-13520000,-8874000,32114000,-12214000,-11525000,-11525000,-689000,19900000,-44082000,-24182000,-4400000,-28582000,-26277000,-1508000,-27785000,-27785000,285838000,285838000,221423000,221423000,332221000,41975000,41975000,881457000,142291000,1110472000,575354000,438019000,97099000,1252763000,2134220000,210960000,87753000,123207000,38790000,38790000,254750000,680513000,118702000,31275000,87427000,799215000,1053965000,924680000,-78728000,-6063000,1032810000,47445000,1080255000,2134220000,-28582000,-26543000,21923000,42395000,-12806000,22930000,-7604000,-7604000,50241000,-489000,42148000,-21564000,-1.95e+08,-47804000,-264368000,-199290000,-199290000,-200026000,54037000,685513000,38027000,0.35161,0.0827,-0.07155,-0.02572,-0.01302,-1.36862,3.46009,0.97566,0.3212,-0.46386,-0.46386,6.48269,14.02152,0.63484,0.36,-0.0033,0.02018,-0.7761,7.39632,12.44551
"38","2020_Q1",16.9517741935484,"Down",200044000,-121765000,78279000,-85341000,-64666000,-12997000,-7678000,-7062000,-10627000,-9794000,-9794000,-833000,-17689000,-7470000,-25159000,461000,-24698000,5087000,-1279000,3808000,3807999.99999997,100314000,100314000,191405000,191405000,317306000,35247000,35247000,644272000,146428000,1101192000,561946000,438519000,100727000,1247620000,1891892000,178857000,70089000,108768000,30622000,30622000,209479000,394445000,122093000,33039000,89054000,516538000,726017000,924680000,-109338000,-3933000,1115327000,50548000,1165875000,1891892000,-24698000,5352999.99999997,18064000,9620000.00000001,12567000,52978000,-4961000,-4961000,807999.99999997,-4900000,-17022000,-21564000,-187753000,-13087000,-222404000,-186448000,-186448000,-185524000,11002000,394445000,18147000,0.39131,-0.0353,0.0190400000000001,0.00327,0.00201,4.76549,3.07559,0.62272,0.20849,0.0635700000000003,0.0635700000000003,3.33963,13.54606,0.30295,0.36,0.01508,0.01079,5.66282,26.73432,-41.64982
"39","2020_Q2",14.5112698412698,"Down",333449000,-213961000,119488000,-105925000,-83800000,-13505000,-8620000,13563000,-7936000,-8597000,-8597000,661000,5627000,-525000,5102000,-222000,4880000,4880000,-1215000,3665000,3665000,291013000,291013000,184103000,184103000,305636000,33711000,33711000,814463000,143799000,1087235000,548730000,438519000,99986000,1231034000,2045497000,165812000,63069000,102743000,29768000,29768000,195580000,594664000,120170000,31726000,88444000,714834000,910414000,924680000,-141866000,-5457000,1081275000,53808000,1135083000,2045497000,4880000,4880000,21806000,256000,7044000,33986000,-6603000,-6603000,-173221217.078186,-43000,-6646000,-21564000,2e+08,-14051000,164385000,191725000,191725000,190699000,35369000,594664000,36032000,0.35834,0.04067,0.01099,0.00323,0.00179,9.83138,4.16435,0.80207,0.29072,0.06119,0.06119,5.56676,12.97758,0.60154,0.36,0.01364,0.01948,5.88377,8.58523,22.38819
"40","2020_Q3",14.78796875,"Up",333627000,-216224000,117403000,-103950000,-84014000,-14779000,-5157000,13453000,-13560000,-11174000,-11174000,-2386000,-107000.000000004,-610000,-717000.000000004,-6649000,-7366000,-7366000,-1071000,-8437000,-8437000,205228000,205228000,192177000,192177000,317301000,33281000,33281000,747987000,150229000,1243308000,633331000,506252000,103725000,1393537000,2141524000,202630000,78514000,124116000,28192000,28192000,230822000,591787000,122033000,28342000,93691000,713820000,944642000,1008588000,-177912000,-5528000,1129066000,67816000,1196882000,2141524000,-7366000,-7366000,26380000,2509000,32821000,54344000,-5565000,-5565000,-200720000,-58999.9999999991,-206344000,-21564000,2000000.00000006,1866000,66210000.0000001,-85790000.0000001,-85790000.0000001,-85785000.0000001,39833000,591787000,73738000,0.3519,0.04032,-0.02529,-0.00705,-0.00394,-8.73984,3.24054,0.78925,0.27634,-0.13429,-0.13429,5.31016,13.13344,1.17365,0.34322,0.00687,0.03859,-2.55588,9.70449,28.73404
"41","2020_Q4",16.905625,"Up",338304000,-205578000,132726000,-109140000,-84634000,-15222000,-9284000,23586000,-12804000,-12351000,-12351000,-453000,10782000,-660000,10122000,751000,10873000,20903000,-1717000,19186000,19186000,176819000,176819000,242947000,242947000,344036000,36873000,36873000,800675000,155601000,1235708000,619925000,508464000,107319000,1391309000,2191984000,249471000,98192000,151279000,34305000,34305000,283776000,592107000,125408000,30854000,94554000,717515000,1001291000,1008564000,-188136000,-4447000,1119899000,70794000,1190693000,2191984000,10873000,20903000,24159000,7833000,-30204000,24542000,-7021000,-7021000,-12014000,-3540000,-23512000,-23364000,0,-6812000,-30200000,-29170000,-29170000,-28409000,47745000,592107000,9769000,0.39233,0.06972,0.05671,0.01611,0.00875,0.50917,2.8215,0.84093,0.27012,0.29544,0.29544,5.20949,12.56515,0.15043,0.35978,0.0223,0.00512,1.21776,8.69804,17.60739
"42","2021_Q1",20.2983606557377,"Up",354187000,-228839000,125348000,-120834000,-91970000,-18176000,-10688000,4514000,-13928000,-13647000,-13647000,-281000,-9414000,-659000,-10073000,-4055000,-14128000,8780000,-414000,8366000,8366000,60023000,60023000,206728000,206728000,350594000,91022000,40381000,708367000,153653000,1736498000,834082000,666507000,182037000,1890151000,2598518000,225919000,91701000,134218000,68792000,45607000,294711000,899460000,184199000,67836000,105228000,1083659000,1378370000,1008564000,-211002000,-1456000,1100024000,120124000,1220148000,2598518000,-14128000,8780000,20468000,8835000,-7241000,35753000,-9623000,-9623000,-454267000,634000,-464332000,-23364000,3.07e+08,37694000,321330000,-107249000,-107249000,-106075000,24982000,899460000,12173000,0.3539,0.01274,0.02362,0.00686,0.00322,1.45506,2.4036,1.12967,0.34614,0.12883,0.12883,5.4544,12.25986,0.18746,0.3598,0.01377,0.00528000000000001,2.79273,33.60167,185.963
"43","2021_Q2",23.1207936507937,"Up",408556000,-240008000,168548000,-133439000,-104052000,-18589000,-10798000,35109000,-16033000,-13805000,-13805000,-2228000,19076000,-686000,18390000,-5308000,13082000,14181000,-3002000,11179000,11179000,63193000,63193000,242471000,242471000,384300000,691032000,43344000,1380996000,177307000,1732861000,820658000,786345000,125858000,1910168000,3291164000,261928000,102325000,159603000,42489000,42489000,904417000,986059000,189844000,85256000,104588000,1175903000,2080320000,1008564000,-226631000,-974000,1084877000,125967000,1210844000,3291164000,13082000,21996000,27146000,8448000,-25559000,36390000,-7303000,-7303000,-34257000,-305000,-42267000,-23364000,50312000,-28441000,-1493000,-7370000,-7370000,-7552000,42296940.020558,1586059000,67952418.8353153,0.354696594815727,0.0301108066103073,0.0705142743433038,0.0337628478198504,0.0134565278883425,0.669811707507954,1.52695,1.71807,0.48191,0.618570415225192,0.618570415225192,6.58211793639156,12.03327,1.05113208680159,0.36,0.0366859960293594,0.0277867929870461,2.18596394168698,35.3882983227409,195.274068185048
"44","2021_Q3",25.7471875,"Up",431525000,-257961000,173564000,-137212000,-107317000,-18837000,-11058000,36352000,-15589000,-14947000,-14947000,-642000,20763000,-34027000,-13264000,-8344000,-21608000,-3435999.99999999,-3379000,-6815000,-6815000.00000001,110166000,110166000,231369000,231369000,387262000,43802999.9999999,43803000,772600000,176228000,1712319000,802198000,786251000,123870000,1888547000,2661147000,268334000,90375000,177959000,44813000,44813000,313147000,988349000,186654000,85509000,101145000,1175003000,1488150000,1008564000,-270671000,50000,1041861000,131136000,1172997000,2661147000,-21608000,-11251000,27783000,38794000,23241000,73044000,-8793000,-8793000,93999.9999999404,-310000,-10429000,-23364000,1.5e+07,-7466000,-15830000,46785000,46785000,46975000,79895670.2686964,988349000,108859384.432151,0.388896702621628,0.0944415076980732,0.161961844430022,0.0750204199002261,0.031216189250824,1.38784488634104,2.46721,1.26867,0.3714,1.37293995229435,1.37293995229435,7.8911758870348,11.3284156066817,1.67963734181634,1.00478066890358,0.0708647274100511,0.0434490104044871,1.34278989019952,19.374456847713,81.2362229981645
"45","2021_Q4",29.36,"Up",532185000,-320338000,211847000,-158170000,-126446000,-19076000,-12648000,53677000,-12891000,-13855000,-13855000,964000,40786000,-759000,40027000,-11010000,29017000,90156000,-2056000,88100000,88100000,70239000,70239000,258941000,258941000,486596000,48585000,48585000,864361000,169507000,1806425000,780340000,912203000,113882000,1975932000,2840293000,298081000,111039000,187042000,45747000,45747000,343828000,1122721000,175028000,84613000,90415000,1297749000,1641577000,1027086000,-289799000,-1305000,1039900000,158816000,1198716000,2840293000,29017000,90156000,30469000,4137000,-12402000,37714000,-11905000,-11905000,-166933000,-176000,-149733000,-80476000,1.34e+08,149000,72195000,-39824000,-39824000,-39928000,84146000,1122721000,70849000,0.39807,0.10086,0.16554,0.0735,0.03102,0.804189999999999,2.51393,1.36945,0.39528,1.35522,1.35522,8.18645,11.32141,1.08985,1.23794,0.06753,0.02838,0.91346,12.50781,19.60769
"46","2022_Q1",24.4516129032258,"Down",469402000,-297404000,171998000,-157633000,-121389000,-23805000,-12439000,14365000,-15510000,-16232000,-16232000,722000,-1144999.99999999,-811999.999999993,-1957000,6325000,4368000,25908000,-3820000,22088000,22088000,157125000,157125000,268262000,268262000,562084000,155998000,56575000,1143469000,178393000,1822399000,872677000,815405000,134317000,2000792000,3144261000,295206000,120405000,174801000,86322000,57195000,381528000,1284826000,193377000,84344000,109033000,1478203000,1859731000,1123193000,-314267000,-1028000,1111816000,172714000,1284530000,3144261000,4368000.00000001,25908000,32245000,-4220000,-66270000,-13097000,-11879000,-11879000,-102183000,-334000,-115067000,-23742000,1.66e+08,-20031000,218334000,90170000,90170000,90494000,46610000,1284826000,-37864000,0.36642,0.0306,0.04706,0.0172,0.00702,-1.71423,2.99708,1.44779,0.40863,0.33977,0.33977,7.22068,12.42767,-0.58245,0.36522,0.01659,-0.01371,1.07488,24.1944,78.50338
"47","2022_Q2",22.4616129032258,"Down",510513000,-309698000,200815000,-156213000,-120672000,-21105000,-14436000,44602000,-15383000,-17419000,-28386828.7227483,2036000,29219000,-866000,28353000,-9976000,18377000,29740000,-5978000,23762000,23762000,97345000,97345000,265287000,265287000,617159000,171401000,69108000,1151192000,179177000,1807160000,879345000,791174000,136641000,1986337000,3137529000,270318000,93354000,176964000,85946000,55041000,356264000,1285304000,192533000,82858000,109675000,1477837000,1834101000,1143354000,-313902000,-228000,1133142000,170286000,1303428000,3137529000,18377000,29740000,31032000,5075000,-95717000,-33529000,-10391000,-10391000,2357000,-205000,-8292000,-17352000,115296972.301313,-17261000,-14452000,-56273000,-56273000,-56532000,75634000,1285304000,-20498000,0.39336,0.08737,0.04655,0.01823,0.00757,-0.86264,3.23129,1.40714,0.40965,0.34252,0.34252,7.35875,11.95278,-0.29547,0.25012,0.01478,-0.00737,0.73024,15.70668,26.63466
"48","2022_Q3",23.21925,"Up",515597000,-303840000,211757000,-161446000,-125624000,-20921000,-14901000,50311000,-16782000,-17519000,-56022486.1682448,737000,33529000,-865000,32664000,-6132000,26532000,30957000,-4590000,26367000,26367000,102709000,102709000,268530000,268530000,695687000,162757000,66530000,1229683000,182989000,1790661000,860261000,788913000,141487000,1973650000,3203333000,292278000,110680000,181598000,73057000,45787000,365335000,1285747000,197405000,79357000,118048000,1483152000,1848487000,1185348000,-311092000,-665000,1177509000,177337000,1354846000,3203333000,26532000,30957000,31275000,139000,-63478000,-1808000,-14044000,-14044000,905000.000000015,-698000,-13946000,-17511000,0,-6434000,18049000,2295000,2295000,1422000,81586000,1285747000,10196000,0.4107,0.09758,0.05114,0.01946,0.00823,0.3867,3.36591,1.36435,0.40138,0.38006,0.38006,7.43203,12.5923,0.14697,0.25241,0.01546,0.00359,0.66413,14.5005,23.5145
