"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",60.5161904761905,"Up",1.63e+09,-5.61e+08,-5.61e+08,1.069e+09,-7.31e+08,-4.78e+08,-3.08e+08,-1.7e+08,-2.53e+08,3.38e+08,-4.5e+07,-4.5e+07,2.93e+08,2.93e+08,-5e+07,2.43e+08,2.43e+08,2.43e+08,2.43e+08,3.278e+09,3.278e+09,3.6e+08,3.6e+08,6.63e+08,6.63e+08,4.352e+09,2.46e+08,1.221e+10,1.479e+09,9.763e+09,5.7e+08,1.2456e+10,1.6808e+10,8.25e+08,1.63e+08,6.62e+08,9.4e+08,1.765e+09,9.41e+08,3.8e+07,9.03e+08,5.328e+09,7.093e+09,1.0606e+10,1.0606e+10,5.312e+09,-6.4e+08,9.715e+09,9.715e+09,1.6808e+10,2.43e+08,2.26e+08,1.15e+08,3.8e+07,-2.3e+07,1e+08,-3.19e+08,-11000000.0000001,8e+06,-3.08e+08,2.65e+08,-3.1e+07,-3.1e+07,0,-2.5e+07,2.1e+07,2.1e+07,-3.3e+07,-2.48e+08,-8e+06,-8e+06,3.1e+07,22999999.9999998,5.64e+08,4.387e+09,2.64e+08,0.65583,0.20736,0.14908,0.02501,0.01446,1.08642,2.46572,0.73011,0.26101,0.32228,0.31806,2.1618,12.88462,0.35013,7,0.03118,0.01755,1.96631,3.28107
"31","2017_Q4",61.3336507936508,"Up",1.618e+09,-5.52e+08,-5.52e+08,1.066e+09,-8.09e+08,-5.37e+08,-3.45e+08,-1.92e+08,-2.72e+08,2.57e+08,-2.4e+07,-2.4e+07,2.33e+08,2.21e+08,-3.2e+07,1.89e+08,1.89e+08,1.89e+08,1.89e+08,3.576e+09,3.576e+09,8.88e+08,8.88e+08,8.28e+08,8.28e+08,5.386e+09,2.54e+08,1.2078e+10,1.292e+09,9.764e+09,5.83e+08,1.2332e+10,1.7718e+10,1.016e+09,3.13e+08,7.03e+08,1.373e+09,2.389e+09,9.74e+08,4e+07,9.34e+08,5.362e+09,7.751e+09,1.0671e+10,1.0671e+10,5.501e+09,-6.42e+08,9.967e+09,9.967e+09,1.7718e+10,1.89e+08,2.2e+08,4.9e+07,4.7e+07,-3.5e+07,3.7e+07,-7.9e+07,-5.25e+08,1.46e+08,3.44e+08,3.79e+08,-3.4e+07,-3.4e+07,-8e+07,-1.15e+08,2e+07,2e+07,-8e+06,1.2e+07,2.76e+08,2.76e+08,2.2e+07,2.98e+08,4.77e+08,4.388e+09,3.96e+08,0.65884,0.15884,0.11681,0.01896,0.01067,2.09524,2.2545,0.77767,0.24766,0.25033,0.24674,2.14305,13.20132,0.5245,5,0.01233,0.02583,1.70231,3.15953
"32","2018_Q1",68.4854098360656,"Up",2.043e+09,-8.03e+08,-8.03e+08,1.24e+09,-1.019e+09,-7e+08,-4.79e+08,-2.21e+08,-3.19e+08,2.21e+08,-3.7e+07,-3.7e+07,1.84e+08,1.84e+08,-7.69e+08,-5.85e+08,-5.85e+08,-5.85e+08,-5.85e+08,4.713e+09,4.713e+09,9.18e+08,9.18e+08,8.43e+08,8.43e+08,6.52e+09,2.94e+08,1.1854e+10,1.106e+09,9.763e+09,5.26e+08,1.2148e+10,1.8668e+10,1.734e+09,3.23e+08,1.411e+09,1.929e+09,3.663e+09,1.153e+09,2.1e+07,1.132e+09,5.543e+09,9.206e+09,1.0747e+10,1.0747e+10,4.916e+09,-6.38e+08,9.462e+09,9.462e+09,1.8668e+10,-5.85e+08,2.18e+08,1.63e+08,5.8e+07,-4.3e+07,1.48e+08,1.362e+09,-24999999.9999999,7e+06,1.356e+09,1.158e+09,-6.9e+07,-6.9e+07,2.5e+07,-4.4e+07,2.8e+07,2.8e+07,-1.2e+07,1.6e+07,1.13e+09,1.13e+09,4e+06,1.134e+09,4.39e+08,4.39e+09,2.501e+09,0.60695,0.10817,-0.28634,-0.06183,-0.03134,-4.27521,1.77996,0.97294,0.23516,-0.77177,-0.75679,2.69525,12.48285,3.29947,3,-0.03899,0.16668,-0.73576,-1.46154
"33","2018_Q2",68.999375,"Up",1.965e+09,-6.62e+08,-6.62e+08,1.303e+09,-7.08e+08,-4.49e+08,-2.51e+08,-1.98e+08,-2.59e+08,5.95e+08,-2.8e+07,-2.8e+07,5.67e+08,5.67e+08,-6.7e+07,5e+08,5e+08,5e+08,5e+08,5.217e+09,5.217e+09,4.31e+08,4.31e+08,7.2e+08,7.2e+08,6.41e+09,2.86e+08,1.1701e+10,9.87e+08,9.764e+09,5.5e+08,1.1987e+10,1.8397e+10,1.723e+09,1.72e+08,1.551e+09,1.204e+09,2.927e+09,1.259e+09,1.6e+07,1.243e+09,5.651e+09,8.578e+09,1.0786e+10,1.0786e+10,5.245e+09,-6.49e+08,9.819e+09,9.819e+09,1.8397e+10,5e+08,1.55e+08,2.43e+08,5.4e+07,2.9e+07,1.6e+08,-3.69e+08,5.03e+08,-1.6e+08,-7.16e+08,5.29e+08,-3.1e+07,-3.1e+07,-2e+07,-5.1e+07,4.7e+07,4.7e+07,-3.9e+07,8e+06,4.86e+08,4.86e+08,1.8e+07,5.04e+08,7.5e+08,4.392e+09,4.17e+08,0.6631,0.3028,0.25445,0.05092,0.02718,0.834,2.18996,0.87361,0.23873,0.65876,0.64935,2.58893,12.93676,0.54941,8,0.03232,0.02696,-1.1,-1.38655
"34","2018_Q3",73.9652380952381,"Up",1.642e+09,-5.11e+08,-5.11e+08,1.131e+09,-6.97e+08,-4.43e+08,-2.26e+08,-2.17e+08,-2.54e+08,4.34e+08,-2.6e+07,-2.6e+07,4.08e+08,4.08e+08,-6e+06,4.02e+08,4.02e+08,4.02e+08,4.02e+08,4.857e+09,4.857e+09,4.18e+08,4.18e+08,8.23e+08,8.23e+08,6.134e+09,2.81e+08,1.1543e+10,9.1e+08,9.763e+09,5.46e+08,1.1824e+10,1.7958e+10,1.228e+09,1.67e+08,1.061e+09,8.32e+08,2.06e+09,1.158e+09,1.3e+07,1.145e+09,5.552e+09,7.612e+09,1.0867e+10,1.0867e+10,5.647e+09,-6.05e+08,1.0346e+10,1.0346e+10,1.7958e+10,4.02e+08,1.12e+08,1.77e+08,5.6e+07,6.6e+07,5.5e+07,-6.82e+08,8e+06,3e+06,-6.97e+08,9e+06,-3e+07,-3e+07,-3.9e+07,-7.3e+07,3e+07,3e+07,-2.9e+07,-2.58e+08,-3.22e+08,-3.22e+08,-3.7e+07,-3.59e+08,5.46e+08,4.394e+09,-1.6e+08,0.68879,0.26431,0.24482,0.03886,0.02239,-0.398010000000001,2.97767,0.73574,0.24468,0.52825,0.52208,2.15769,13.59527,-0.21025,6,0.04158,-0.01006,-0.84799,-1.06682
"35","2018_Q4",58.3742857142857,"Down",1.512e+09,-5.12e+08,-5.12e+08,1e+09,-7.35e+08,-4.72e+08,-2.64e+08,-2.08e+08,-2.63e+08,2.65e+08,-1.3e+07,-1.3e+07,2.52e+08,2.12e+08,4.8e+07,2.6e+08,2.6e+08,2.6e+08,2.6e+08,3.308e+09,3.308e+09,6.41e+08,6.41e+08,8.49e+08,8.49e+08,4.972e+09,2.81e+08,1.146e+10,8.26e+08,9.763e+09,6.28e+08,1.1741e+10,1.6713e+10,1.365e+09,3.12e+08,1.053e+09,1.017e+09,2.382e+09,1.002e+09,1.1e+07,9.91e+08,3.672e+09,6.054e+09,1.0928e+10,1.0928e+10,5.907e+09,-6.13e+08,1.0659e+10,1.0659e+10,1.6713e+10,2.6e+08,1.18e+08,2.17e+08,5.4e+07,8e+07,8.3e+07,-3.42e+08,-2.21e+08,1.43e+08,-1.29e+08,2.53e+08,-3.6e+07,-3.6e+07,0,-3.6e+07,1.4e+07,1.4e+07,-4.4e+07,-1.77e+09,-1.553e+09,-1.553e+09,4e+06,-1.549e+09,3.83e+08,2.67e+09,-4.3e+07,0.66138,0.17526,0.17196,0.02439,0.01556,-0.16538,2.08732,0.56797,0.15976,0.34076,0.33722,1.98165,13.96986,-0.05636,5,0.01814,-0.003,-1.6658,-2.40755
"36","2019_Q1",44.0849180327869,"Down",2.381e+09,-8.32e+08,-8.32e+08,1.549e+09,-8.45e+08,-5.2e+08,-3.21e+08,-1.99e+08,-3.25e+08,7.04e+08,-4e+06,-4e+06,7e+08,6.9e+08,-4e+06,6.86e+08,6.86e+08,6.86e+08,6.86e+08,4.225e+09,4.225e+09,1.035e+09,1.035e+09,8.03e+08,8.03e+08,6.106e+09,2.82e+08,1.1502e+10,7.35e+08,9.762e+09,5.47e+08,1.1784e+10,1.789e+10,1.149e+09,2.53e+08,8.96e+08,1.493e+09,2.642e+09,1.185e+09,1.8e+07,1.167e+09,3.856e+09,6.498e+09,1.0963e+10,1.0963e+10,6.593e+09,-6.01e+08,1.1392e+10,1.1392e+10,1.789e+10,6.86e+08,1.24e+08,7.9e+07,4.5e+07,-2.1e+08,2.44e+08,1.1e+08,-4.04e+08,-5.1e+07,4.38e+08,9.99e+08,-3.4e+07,-3.4e+07,-3.4e+07,-7e+07,8e+06,8e+06,-8e+06,0,9.29e+08,9.29e+08,-1.6e+07,9.13e+08,8.28e+08,2.671e+09,9.08e+08,0.65057,0.29567,0.28811,0.06022,0.03835,1.32362,2.31113,0.5704,0.1493,0.89673,0.88745,3.11242,14.8915,1.18693,8,0.04499,0.05955,-1.87681,-2.20739
"37","2019_Q2",45.1444444444444,"Up",1.825e+09,-5.63e+08,-5.63e+08,1.262e+09,-6.35e+08,-3.86e+08,-2.07e+08,-1.79e+08,-2.49e+08,6.27e+08,-3e+06,-3e+06,6.24e+08,5.67e+08,-1.2e+08,4.47e+08,4.47e+08,4.47e+08,4.47e+08,4.696e+09,4.696e+09,5.94e+08,5.94e+08,7.02e+08,7.02e+08,6.037e+09,2.64e+08,1.1647e+10,6.8e+08,9.763e+09,8.31e+08,1.1911e+10,1.7948e+10,1.364e+09,1.66e+08,1.198e+09,9.31e+08,2.295e+09,1.385e+09,2.2e+07,1.363e+09,4.057e+09,6.352e+09,1.1004e+10,1.1004e+10,6.757e+09,-6.02e+08,1.1596e+10,1.1596e+10,1.7948e+10,4.47e+08,8.7e+07,2.83e+08,6.3e+07,8.6e+07,1.34e+08,-3.67e+08,4.38e+08,-9.1e+07,-7.12e+08,4.5e+08,-1.8e+07,-1.8e+07,1.3e+07,-5e+06,3e+07,3e+07,-6e+06,2.4e+07,4.69e+08,4.69e+08,2e+06,4.71e+08,7.14e+08,2.672e+09,4.49e+08,0.69151,0.34356,0.24493,0.03855,0.02491,1.00447,2.6305,0.54778,0.14887,0.58508,0.58052,2.38874,15.17801,0.5877,6,0.02856,0.02868,-2.83473,-3.22807
"38","2019_Q3",49.0121875,"Up",1.395e+09,-4.33e+08,-4.33e+08,9.62e+08,-6.04e+08,-3.61e+08,-1.9e+08,-1.71e+08,-2.43e+08,3.58e+08,3.4e+07,3.4e+07,3.92e+08,3.7e+08,-4.3e+07,3.27e+08,3.27e+08,3.27e+08,3.27e+08,4.592e+09,4.592e+09,4.55e+08,4.55e+08,5.7e+08,5.7e+08,5.663e+09,2.59e+08,1.1573e+10,6.33e+08,9.763e+09,8.11e+08,1.1832e+10,1.7495e+10,9.11e+08,1.8e+08,7.31e+08,7.28e+08,1.639e+09,1.206e+09,2e+07,1.186e+09,3.879e+09,5.518e+09,1.1063e+10,1.1063e+10,7.085e+09,-6.08e+08,1.1977e+10,1.1977e+10,1.7495e+10,3.27e+08,7.9e+07,85000000.0000001,3.7e+07,5000000.00000006,4.3e+07,-3.37e+08,1.32e+08,1.6e+07,-4.83e+08,1.54e+08,-2.7e+07,-2.7e+07,6.2e+07,4.2e+07,2.7e+07,2.7e+07,-4.2e+07,-2.98e+08,-1.02e+08,-1.02e+08,1e+06,-1.01e+08,4.37e+08,2.673e+09,1.16e+08,0.68961,0.25663,0.23441,0.0273,0.01869,0.35474,3.45516,0.46072,0.15279,0.42689,0.42468,1.82115,15.63577,0.15144,5,0.03847,0.00732,-4.3913,-5.36034
"39","2019_Q4",54.41234375,"Up",1.283e+09,-4.41e+08,-4.41e+08,8.42e+08,-5.7e+08,-3.6e+08,-1.83e+08,-1.77e+08,-2.1e+08,2.72e+08,2e+06,2e+06,2.74e+08,2.49e+08,-4.5e+07,2.04e+08,2.04e+08,2.04e+08,2.04e+08,4.939e+09,4.939e+09,3.86e+08,3.86e+08,5.85e+08,5.85e+08,6.012e+09,2.49e+08,1.1544e+10,5.83e+08,9.764e+09,8.4e+08,1.1793e+10,1.7805e+10,1.056e+09,2.74e+08,7.82e+08,6.95e+08,1.751e+09,1.145e+09,2.3e+07,1.122e+09,3.819e+09,5.57e+09,1.1116e+10,1.1116e+10,7.289e+09,-6.07e+08,1.2235e+10,1.2235e+10,1.7805e+10,2.04e+08,8e+07,8e+07,2.7e+07,9e+06,4.4e+07,-5.5e+07,6.5e+07,9.7e+07,-2.21e+08,3.09e+08,-3.4e+07,-3.4e+07,7.8e+07,4.2e+07,3e+07,3e+07,-7e+06,2.3e+07,3.74e+08,3.74e+08,-2.7e+07,3.47e+08,3.52e+08,2.674e+09,3.08e+08,0.65627,0.212,0.159,0.01667,0.01146,1.5098,3.43347,0.45525,0.15018,0.26562,0.26494,1.67057,15.93099,0.40104,6,0.01271,0.01919,-6.43466,-8.32721
"40","2020_Q1",58.3403225806452,"Up",1.986e+09,-6.57e+08,-6.57e+08,1.329e+09,-8.47e+08,-5.51e+08,-3.46e+08,-2.05e+08,-2.96e+08,4.82e+08,-7e+06,-7e+06,4.75e+08,4.47e+08,7.8e+07,5.25e+08,5.25e+08,5.25e+08,5.25e+08,5.794e+09,5.794e+09,8.48e+08,8.48e+08,6.5e+08,6.5e+08,7.292e+09,2.53e+08,1.23e+10,5.31e+08,9.764e+09,7.12e+08,1.2553e+10,1.9845e+10,1.54e+09,2.92e+08,1.248e+09,1.375e+09,2.915e+09,1.45e+09,5.05e+08,9.45e+08,4.125e+09,7.04e+09,1.1174e+10,1.1174e+10,7.813e+09,-6.19e+08,1.2805e+10,1.2805e+10,1.9845e+10,5.25e+08,8.2e+07,-3.41e+08,3.9e+07,-4.52e+08,7.2e+07,6.52e+08,-4.53e+08,9e+06,1.096e+09,9.18e+08,-3.7e+07,-3.7e+07,-6.5e+07,-1.01e+08,1.8e+07,1.8e+07,-3999999.99999999,14000000.0000001,8.31e+08,8.31e+08,2.1e+07,8.52e+08,5.64e+08,2.675e+09,1.101e+09,0.66918,0.2427,0.26435,0.041,0.02646,2.09714,2.50154,0.54979,0.13479,0.68182,0.67829,2.57922,16.62987,1.42987,6,0.03101,0.06503,-5.53014,-6.47095
"41","2020_Q2",68.9685714285714,"Up",1.788e+09,-5.05e+08,-5.05e+08,1.283e+09,-6.48e+08,-4.1e+08,-2.43e+08,-1.67e+08,-2.38e+08,6.35e+08,-8e+06,-8e+06,6.27e+08,6.04e+08,-9.9e+07,5.05e+08,5.05e+08,5.05e+08,5.05e+08,5.906e+09,5.906e+09,5.9e+08,5.9e+08,6.23e+08,6.23e+08,7.119e+09,2.36e+08,1.2249e+10,4.98e+08,9.763e+09,7.54e+08,1.2485e+10,1.9604e+10,1.496e+09,1.58e+08,1.338e+09,1.064e+09,2.56e+09,1.348e+09,4.58e+08,8.9e+08,4.023e+09,6.583e+09,1.1213e+10,1.1213e+10,7.999e+09,-6.28e+08,1.3021e+10,1.3021e+10,1.9604e+10,5.05e+08,6.2e+07,1.37e+08,4.3e+07,1.1e+07,8.3e+07,-5.56e+08,2.49e+08,-1.32e+08,-6.73e+08,1.48e+08,-1.9e+07,-1.9e+07,-9e+06,-2.8e+07,2.6e+07,2.6e+07,-1.9e+07,7e+06,1.27e+08,1.27e+08,-1.5e+07,1.12e+08,6.97e+08,2.675e+09,2.21e+08,0.71756,0.35515,0.28244,0.03878,0.02576,0.43762,2.78086,0.50557,0.13645,0.6567,0.65245,2.3251,16.93238,0.28739,6,0.02963,0.01297,-4.63558,-5.08819
"42","2020_Q3",80.25921875,"Up",1.931e+09,-4.68e+08,-4.68e+08,1.463e+09,-7.08e+08,-4.18e+08,-2.42e+08,-1.76e+08,-2.9e+08,7.55e+08,-2.2e+07,-2.2e+07,7.33e+08,7.27e+08,-1.48e+08,5.79e+08,5.79e+08,5.79e+08,5.79e+08,6.338e+09,6.338e+09,6.14e+08,6.14e+08,7.67e+08,7.67e+08,7.719e+09,2.22e+08,1.2279e+10,4.84e+08,9.763e+09,8.11e+08,1.2501e+10,2.022e+10,1.335e+09,1.77e+08,1.158e+09,1.222e+09,2.557e+09,1.305e+09,4.36e+08,8.69e+08,3.981e+09,6.538e+09,1.13e+10,1.13e+10,8.579e+09,-6.34e+08,1.3682e+10,1.3682e+10,2.022e+10,5.79e+08,4.4e+07,71000000.0000001,4.2e+07,-8e+06,3.7e+07,7.4e+07,-1.9e+07,1.9e+07,7.4e+07,7.68e+08,-1.3e+07,-1.3e+07,-4.7e+07,-6e+07,4.3e+07,4.3e+07,-1.5e+07,-2.88e+08,4.2e+08,4.2e+08,1e+07,4.3e+08,7.99e+08,2.676e+09,1.008e+09,0.75764,0.39099,0.29984,0.04232,0.02864,1.74093,3.01877,0.47785,0.13234,0.75097,0.74613,2.50454,17.74578,1.30739,7,0.05067,0.05707,-4.58323,-4.85033
"43","2020_Q4",80.3565625,"Up",1.955e+09,-4.7e+08,-4.7e+08,1.485e+09,-6.97e+08,-4.23e+08,-2.37e+08,-1.86e+08,-2.74e+08,7.88e+08,-2.5e+07,-2.5e+07,7.63e+08,7.22e+08,-1.18e+08,6.04e+08,6.04e+08,6.04e+08,6.04e+08,7.415e+09,7.415e+09,6.19e+08,6.19e+08,9.68e+08,9.68e+08,9.002e+09,2.11e+08,1.2364e+10,4.69e+08,9.764e+09,8.44e+08,1.2575e+10,2.1577e+10,1.079e+09,2.24e+08,8.55e+08,1.108e+09,2.187e+09,1.404e+09,4.8e+08,9.24e+08,5.008e+09,7.195e+09,1.1395e+10,1.1395e+10,9.183e+09,-6.33e+08,1.4382e+10,1.4382e+10,2.1577e+10,6.04e+08,4.6e+07,1.18e+08,5.3e+07,-1.6e+07,8.1e+07,-5.72e+08,-5e+06,4.2e+07,-6.09e+08,1.96e+08,-2.4e+07,-2.4e+07,-6.6e+07,-9e+07,4.5e+07,4.5e+07,-5.5e+07,9.34e+08,1.04e+09,1.04e+09,3.7e+07,1.077e+09,8.34e+08,3.604e+09,3.56e+08,0.75959,0.40307,0.30895,0.042,0.02799,0.5894,4.11614,0.50028,0.16703,0.78137,0.77337,2.52911,18.60543,0.46054,6,0.03115,0.01836,-4.56954,-4.83629
"44","2021_Q1",93.0009836065574,"Up",2.412e+09,-8.17e+08,-8.17e+08,1.595e+09,-9.45e+08,-5.97e+08,-3.42e+08,-2.55e+08,-3.48e+08,6.5e+08,-3.2e+07,-3.2e+07,6.18e+08,5.63e+08,-5.4e+07,5.09e+08,5.09e+08,5.09e+08,5.09e+08,8.647e+09,8.647e+09,1.052e+09,1.052e+09,8.66e+08,8.66e+08,1.0565e+10,2.09e+08,1.2335e+10,4.51e+08,9.765e+09,8.01e+08,1.2544e+10,2.3109e+10,1.411e+09,2.95e+08,1.116e+09,1.689e+09,3.1e+09,1.367e+09,4.18e+08,9.49e+08,4.972e+09,8.072e+09,1.1531e+10,1.1531e+10,9.691e+09,-6.22e+08,1.5037e+10,1.5037e+10,2.3109e+10,5.09e+08,4.5e+07,1.4e+08,8e+07,-8.1e+07,1.41e+08,4.46e+08,-4.19e+08,6.1e+07,8.04e+08,1.14e+09,-2.2e+07,-2.2e+07,2.2e+07,0,5.6e+07,5.6e+07,1999999.99999999,58000000.0000002,1.198e+09,1.198e+09,3.7e+07,1.235e+09,6.95e+08,3.605e+09,1.173e+09,0.66128,0.26949,0.21103,0.03385,0.02203,2.30452,3.40806,0.53681,0.156,0.66018,0.65173,3.1284,19.50324,1.5214,5,0.02544,0.05862,-7.25468,-7.75692
"45","2021_Q2",94.1033333333333,"Up",2.275e+09,-5.78e+08,-5.78e+08,1.697e+09,-8.72e+08,-5.19e+08,-2.37e+08,-2.82e+08,-3.53e+08,8.25e+08,-3e+07,-3e+07,7.95e+08,7.65e+08,-1.46e+08,6.19e+08,6.19e+08,6.19e+08,6.19e+08,9.281e+09,9.281e+09,7.73e+08,7.73e+08,8.68e+08,8.68e+08,1.0922e+10,1.92e+08,1.2311e+10,4.46e+08,9.765e+09,8.5e+08,1.2503e+10,2.3425e+10,1.722e+09,2.25e+08,1.497e+09,1.459e+09,3.181e+09,1.307e+09,3.65e+08,9.42e+08,4.913e+09,8.094e+09,1.1549e+10,1.1549e+10,9.945e+09,-6e+08,1.5331e+10,1.5331e+10,2.3425e+10,6.19e+08,3.3e+07,2.65e+08,1.51e+08,3e+06,1.11e+08,-7.3e+07,2.76e+08,-7e+07,-2.79e+08,8.44e+08,-2.2e+07,-2.2e+07,-6.4e+07,-8.6e+07,2.9e+07,2.9e+07,-1.24e+08,-9.5e+07,6.63e+08,6.63e+08,-2.8e+07,6.35e+08,8.58e+08,3.606e+09,9.09e+08,0.74593,0.36264,0.27209,0.04038,0.02642,1.4685,3.43351,0.52795,0.15394,0.79871,0.79055,2.93548,19.78194,1.1729,7,0.03058,0.0449,-6.61422,-6.87879
"46","2021_Q3",83.076875,"Down",2.296e+09,-5.55e+08,-5.55e+08,1.741e+09,-7.69e+08,-4.34e+08,-2.45e+08,-1.89e+08,-3.35e+08,9.72e+08,4.4e+07,4.4e+07,1.016e+09,1.003e+09,-1.26e+08,8.77e+08,8.77e+08,8.77e+08,8.77e+08,9.209e+09,9.209e+09,6.82e+08,6.82e+08,7.47e+08,7.47e+08,1.0887e+10,1.74e+08,1.2511e+10,4.49e+08,9.765e+09,8.5e+08,1.2685e+10,2.3572e+10,1.195e+09,2.17e+08,9.78e+08,1.058e+09,2.253e+09,1.427e+09,5.11e+08,9.16e+08,5.033e+09,7.286e+09,1.1621e+10,1.1621e+10,1.0821e+10,-5.93e+08,1.6286e+10,1.6286e+10,2.3572e+10,8.77e+08,2.8e+07,3.4e+07,4.3e+07,-4.9e+07,4e+07,-5.51e+08,9.3e+07,-9999999.99999999,-6.34e+08,3.88e+08,-1.4e+07,-1.4e+07,-9.5e+07,-8.8e+07,3.8e+07,3.8e+07,-4.9e+07,-3.76e+08,-7.6e+07,-7.6e+07,1.2e+07,-6.4e+07,1e+09,3.606e+09,5.61e+08,0.75828,0.42334,0.38197,0.05385,0.03721,0.63968,4.83222,0.44738,0.15298,1.13161,1.12005,2.96258,21.01419,0.72387,6,0.05826,0.02631,-5.603,-5.7644
"47","2021_Q4",67.9384375,"Down",2.07e+09,-5.27e+08,-564060853.858547,1.543e+09,-7.16e+08,-3.87e+08,-265502141.631658,-144907287.802117,-3.29e+08,8.27e+08,-6.5e+07,-35125968.9780244,7.62e+08,7.59e+08,-1.2e+08,6.39e+08,6.39e+08,6.39e+08,6.39e+08,9.718e+09,9.718e+09,5.85e+08,5.85e+08,9.08e+08,9.08e+08,1.1211e+10,1.71e+08,1.2595e+10,4.49e+08,9.765e+09,9.81e+08,1.2766e+10,2.3977e+10,1.172e+09,2.48e+08,9.24e+08,8.44e+08,2.016e+09,1.404e+09,4.33e+08,9.71e+08,5.011e+09,7.027e+09,1.164e+10,1.164e+10,1.146e+10,-5.87e+08,1.695e+10,1.695e+10,2.3977e+10,6.39e+08,2.7e+07,1.41e+08,-1567373.20911604,-88731850.7893027,19916590.9643029,-2.86e+08,79252661.2743961,6861064.70774053,-524288014.258365,5.21e+08,-2.3e+07,-6682639.97941946,9.7e+07,7.3e+07,1.1e+07,1.1e+07,-7.3e+07,-6.2e+07,5.32e+08,5.32e+08,-1.9e+07,5.13e+08,8.54e+08,3.607e+09,6.65e+08,0.74541,0.39952,0.3087,0.0377,0.02665,1.04069,5.56101,0.41457,0.15044,0.82239,0.81505,2.66409,21.81467,0.85586,4,0.0291,0.03028,-7.15574,-7.38936
"48","2022_Q1",77.4417741935484,"Up",2.162e+09,-6.57e+08,-520829634.273621,1.505e+09,-7.93e+08,-4.73e+08,-259955908.311055,-166604637.692256,-3.2e+08,7.12e+08,-4.4e+07,-1.09e+08,6.68e+08,6.37e+08,-7.3e+07,5.64e+08,5.64e+08,5.64e+08,5.64e+08,1.0423e+10,1.0423e+10,9.72e+08,9.72e+08,1.161e+09,1.161e+09,1.2556e+10,1.69e+08,1.2331e+10,4.47e+08,9.799e+09,7.08e+08,1.25e+10,2.5056e+10,1.293e+09,2.85e+08,1.008e+09,1.118e+09,2.411e+09,1.438e+09,5.06e+08,9.32e+08,5.046e+09,7.457e+09,1.1715e+10,11751986722.8461,1.2025e+10,-5.78e+08,1.7599e+10,1.7599e+10,2.5056e+10,5.64e+08,2.8e+07,4.38e+08,41138944.3214716,-80838450.5022835,42183285.1591018,-3.69e+08,343188057.174616,-43552049.7314379,-386465099.982596,6.61e+08,-2.1e+07,-5979861.80508511,9.4e+07,4.2e+07,1.2e+07,1.2e+07,0,12000000.0000001,7.15e+08,7.15e+08,-1.3e+07,7.02e+08,7.4e+08,3.608e+09,4.23e+08,0.69611,0.32932,0.26087,0.03205,0.02251,0.75,5.2078,0.42372,0.144,0.72215,0.72308,2.76825,22.53393,0.54161,8,0.02491,0.01868,-9.20946,-9.57163
