"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",107.016349206349,"Up",4.565e+09,-1.541e+09,-1.251e+09,-1.32e+08,-1.58e+08,3.024e+09,-1.1e+08,2.914e+09,2.914e+09,-8.55e+08,2.059e+09,2.059e+09,2.059e+09,2.059e+09,1.0111e+10,7.437e+09,2.674e+09,1.105e+09,1.105e+09,4.502e+09,5.9e+08,3.912e+09,1.5718e+10,2.202e+09,2.117e+09,4.3963e+10,2.7322e+10,1.5009e+10,1.632e+09,4.8282e+10,6.4e+10,4.778e+09,1.3e+08,4.648e+09,2.984e+09,2.984e+09,1.0769e+10,7.145e+09,5.888e+09,1.257e+09,2.1287e+10,3.2056e+10,1.7009e+10,9.299e+09,1.18e+08,3.1944e+10,3.1944e+10,6.4e+10,2.059e+09,1.279e+09,8.7e+07,1.12e+08,3.537e+09,-1.95e+08,-1.95e+08,-1.95e+08,-4.7e+08,-1.6e+07,-6.81e+08,-3.94e+08,-1.66e+09,4.1e+07,-1.701e+09,-7e+06,-2.061e+09,7.95e+08,7.95e+08,2.15e+08,1.01e+09,4.303e+09,1.7149e+10,5.075e+09,0.66243,0.45104,0.06446,0.03217,2.46479,1.45956,1.00351,0.26795,0.89512,0.72366,1.98457,11.48484,2.20628,0.17129,0.04362,0.09024,0.19136,1.6356,2.32738
"32","2018_Q1",117.651475409836,"Up",4.855e+09,-1.643e+09,-1.329e+09,-1.47e+08,-1.67e+08,3.212e+09,-1.13e+08,3.099e+09,3.099e+09,-9.59e+08,2.14e+09,2.14e+09,2.14e+09,2.14e+09,1.3356e+10,9.874e+09,3.482e+09,1.132e+09,1.132e+09,4.535e+09,5.5e+08,3.985e+09,1.9023e+10,2.253e+09,1.926e+09,4.4775e+10,2.7848e+10,1.511e+10,1.817e+09,4.8954e+10,6.7977e+10,5.05e+09,1.79e+08,4.871e+09,3.195e+09,3.195e+09,1.1298e+10,7.301e+09,5.98e+09,1.321e+09,2.3919e+10,3.5217e+10,1.69e+10,9.508e+09,8.78e+08,3.276e+10,3.276e+10,6.7977e+10,2.14e+09,1.493e+09,13000000.0000002,-8.79e+08,2.767e+09,-1.83e+08,-1.95e+08,-1.95e+08,-6.45e+08,-2.4e+07,-852000000.000001,-3.9e+08,7.88e+08,2.509e+09,-1.721e+09,-1.8e+07,3.8e+08,2.295e+09,2.295e+09,1.42e+08,2.437e+09,4.705e+09,1.9671e+10,4.602e+09,0.66159,0.44078,0.06532,0.03148,2.15047,1.68375,1.075,0.28938,0.94263,0.76096,2.13853,11.99604,2.02709,0.17179,0.04236,0.07704,0.18224,1.34219,1.96606
"33","2018_Q2",125.14859375,"Up",4.862e+09,-1.535e+09,-1.23e+09,-1.45e+08,-1.6e+08,3.327e+09,-8.8e+07,3.239e+09,3.239e+09,-7.17e+08,2.522e+09,2.522e+09,2.522e+09,2.522e+09,1.1445e+10,8.138e+09,3.307e+09,1.281e+09,1.281e+09,4.561e+09,5.04e+08,4.057e+09,1.7287e+10,2.238e+09,2.674e+09,4.4955e+10,2.8109e+10,1.5162e+10,1.684e+09,4.9867e+10,6.7154e+10,4.853e+09,1.08e+08,4.745e+09,3.51e+09,3.51e+09,9.693e+09,7.439e+09,5.107e+09,2.332e+09,2.406e+10,3.3753e+10,1.6761e+10,9.966e+09,1.203e+09,3.3401e+10,3.3401e+10,6.7154e+10,2.522e+09,1.471e+09,-8.77e+08,-3.54e+08,2.762e+09,-1.41e+08,-1.41e+08,-1.41e+08,-5.6e+08,-6e+06,-7.07e+08,-4.58e+08,-1.725e+09,5.3e+07,-1.778e+09,6.2e+07,-3.871e+09,-1.816e+09,-1.816e+09,8e+07,-1.736e+09,4.798e+09,1.7951e+10,5.02e+09,0.68429,0.51872,0.07551,0.03756,1.99048,1.78345,1.01054,0.26731,1.11236,0.89775,2.14445,12.31668,2.21414,0.20201,0.05069,0.08539,0.1816,1.35598,1.95552
"34","2018_Q3",138.485555555556,"Up",5.073e+09,-1.737e+09,-1.415e+09,-1.53e+08,-1.69e+08,3.336e+09,-1.19e+08,3.217e+09,3.217e+09,-6.12e+08,2.605e+09,2.605e+09,2.605e+09,2.605e+09,1.1625e+10,8.142e+09,3.483e+09,1.259e+09,1.259e+09,5.652e+09,5.92e+08,5.06e+09,1.8536e+10,2.366e+09,2.602e+09,4.5538e+10,2.8537e+10,1.5372e+10,1.629e+09,5.0506e+10,6.9042e+10,5.789e+09,1.36e+08,5.653e+09,3.762e+09,3.762e+09,1.0918e+10,7.397e+09,5.11e+09,2.287e+09,2.4021e+10,3.4939e+10,1.6713e+10,1.0192e+10,1.728e+09,3.4103e+10,3.4103e+10,6.9042e+10,2.605e+09,1.442e+09,67999999.9999998,-1.295e+09,2.82e+09,-2.13e+08,-2.13e+08,-2.13e+08,-1.1e+07,-1e+07,-4.3e+08,-4.9e+08,-2.022e+09,49999999.9999998,-2.072e+09,2.98023223876953e-08,-2.512e+09,-1.22e+08,-1.22e+08,1.26e+08,4e+06,4.778e+09,1.7991e+10,3.882e+09,0.6576,0.5135,0.07639,0.03773,1.49021,1.69775,1.02451,0.26058,1.15765,0.93394,2.25442,12.7217,1.72514,0.21775,0.05202,0.06525,0.1881,1.33236,1.90827
"35","2018_Q4",134.715714285714,"Down",5.24e+09,-2.355e+09,-2.034e+09,-1.52e+08,-1.69e+08,2.885e+09,-7.3e+07,2.812e+09,2.812e+09,-4.83e+08,2.329e+09,2.329e+09,2.329e+09,2.329e+09,1.1807e+10,8.505e+09,3.302e+09,1.22e+09,1.22e+09,5.464e+09,5.45e+08,4.919e+09,1.8491e+10,2.387e+09,2.835e+09,4.4462e+10,2.7628e+10,1.5204e+10,1.63e+09,4.9684e+10,6.8175e+10,5.711e+09,1.45e+08,5.566e+09,5.223e+09,5.223e+09,1.0934e+10,7.296e+09,4.802e+09,2.494e+09,2.3923e+10,3.4857e+10,1.6686e+10,1.0426e+10,7.41e+08,3.3318e+10,3.3318e+10,6.8175e+10,2.329e+09,1.526e+09,-1.35e+08,-8.3e+07,3.637e+09,-1.55e+08,-1.69e+08,-1.69e+08,6e+06,-1.9e+07,-1.68e+08,-4.87e+08,-1.722e+09,3.2e+07,-1.754e+09,-6.02e+08,-2.811e+09,6.58e+08,6.58e+08,-2.95e+08,3.63e+08,4.411e+09,1.6627e+10,4.656e+09,0.55057,0.44447,0.0699,0.03416,1.99914,1.69115,1.04619,0.24389,1.04148,0.83981,2.34321,12.45299,2.08206,0.21778,0.0492,0.08134,0.2091,1.09272,1.67071
"36","2019_Q1",140.829180327869,"Up",5.434e+09,-2.028e+09,-1.677e+09,-1.63e+08,-1.88e+08,3.406e+09,1.32e+08,3.538e+09,3.538e+09,-6.93e+08,2.845e+09,2.845e+09,2.845e+09,2.845e+09,1.1611e+10,8.162e+09,3.449e+09,1.208e+09,1.208e+09,5.397e+09,5.62e+08,4.835e+09,1.8216e+10,2.472e+09,4.082e+09,4.4455e+10,2.7558e+10,1.5194e+10,1.703e+09,5.1009e+10,6.9225e+10,5.846e+09,1.83e+08,5.663e+09,5.459e+09,5.459e+09,1.1305e+10,7.284e+09,4.618e+09,2.666e+09,2.3914e+10,3.5219e+10,1.6678e+10,1.1318e+10,5.47e+08,3.4006e+10,3.4006e+10,6.9225e+10,2.845e+09,1.665e+09,-8.1e+07,-7.07e+08,3.722e+09,-2.09e+08,-1.95e+08,-1.95e+08,-1.571e+09,999999.999999996,-1.779e+09,-4.83e+08,-1.559e+09,2.9e+07,-1.588e+09,4.46e+08,-1.596e+09,3.47e+08,3.47e+08,-1.2e+07,3.35e+08,5.071e+09,1.663e+10,4.848e+09,0.62679,0.52356,0.08366,0.0411,1.70404,1.61132,1.03567,0.24023,1.27966,1.03332,2.44417,12.83526,2.18059,0.21725,0.05746,0.0837,0.16977,0.98975,1.47358
"37","2019_Q2",160.259523809524,"Up",5.506e+09,-1.789e+09,-1.457e+09,-1.59e+08,-1.73e+08,3.717e+09,-8.7e+07,3.63e+09,3.63e+09,-6.53e+08,2.977e+09,2.977e+09,2.977e+09,2.977e+09,1.175e+10,8.289e+09,3.461e+09,1.405e+09,1.405e+09,6.952e+09,4.56e+08,6.496e+09,2.0107e+10,2.437e+09,4.132e+09,4.4979e+10,2.7301e+10,1.5149e+10,2.529e+09,5.1548e+10,7.1655e+10,7.43e+09,1.24e+08,7.306e+09,4.675e+09,4.675e+09,1.3389e+10,7.538e+09,4.835e+09,2.703e+09,2.4171e+10,3.756e+10,1.654e+10,1.1908e+10,2.75e+08,3.4095e+10,3.4095e+10,7.1655e+10,2.977e+09,1.615e+09,-1.394e+09,9.6e+07,3.294e+09,-1.57e+08,-1.57e+08,-1.57e+08,1.09e+08,-2.2e+07,-7e+07,-5.72e+08,-2.345e+09,4.8e+07,-2.393e+09,-1.01e+08,-3.018e+09,2.06e+08,2.06e+08,-6.8e+07,1.38e+08,5.332e+09,1.7917e+10,5.924e+09,0.67508,0.54068,0.08731,0.04155,1.98992,1.50176,1.10163,0.25005,1.34569,1.08521,2.48887,12.94203,2.67782,0.25856,0.0596,0.09948,0.19214,1.1566,1.65913
"38","2019_Q3",174.590625,"Up",5.494e+09,-1.853e+09,-1.522e+09,-1.6e+08,-1.71e+08,3.641e+09,35999999.9999999,3.677e+09,3.677e+09,-7e+08,2.977e+09,2.977e+09,2.977e+09,2.977e+09,1.1524e+10,7.648e+09,3.876e+09,1.404e+09,1.404e+09,5.562e+09,7.65e+08,4.797e+09,1.849e+10,2.456e+09,3.506e+09,4.5413e+10,2.6966e+10,1.5088e+10,3.359e+09,5.1375e+10,6.9865e+10,4.899e+09,1.19e+08,4.78e+09,5.219e+09,5.219e+09,1.138e+10,7.58e+09,4.911e+09,2.669e+09,2.421e+10,3.559e+10,1.6547e+10,1.2513e+10,-8.6e+07,3.4275e+10,3.4275e+10,6.9865e+10,2.977e+09,1.638e+09,1.57e+09,-4.121e+09,2.064e+09,-1.56e+08,-1.56e+08,-1.56e+08,1.23e+08,-2.93e+08,-3.26e+08,-5.69e+08,-1.897e+09,4.1e+07,-1.938e+09,-2e+06,-2.468e+09,-7.3e+08,-7.3e+08,-1.03e+08,-8.33e+08,5.279e+09,1.7892e+10,1.702e+09,0.66272,0.54186,0.08686,0.04261,0.57172,1.62478,1.03837,0.25609,1.35303,1.08998,2.49699,13.09442,0.77355,0.25861,0.05935,0.02849,0.19113,1.20629,1.74897
"39","2019_Q4",176.87828125,"Up",5.84e+09,-1.932e+09,-1.583e+09,-1.65e+08,-1.84e+08,3.908e+09,-4.2e+07,3.866e+09,3.866e+09,-7.65e+08,3.101e+09,3.101e+09,3.101e+09,3.101e+09,1.1177e+10,7.912e+09,3.265e+09,1.531e+09,1.531e+09,5.597e+09,6.48e+08,4.949e+09,1.8305e+10,2.549e+09,2.918e+09,4.6477e+10,2.7272e+10,1.5313e+10,3.892e+09,5.1944e+10,7.0249e+10,5.471e+09,1.5e+08,5.321e+09,5.358e+09,5.358e+09,1.0829e+10,7.731e+09,4.93e+09,2.801e+09,2.4425e+10,3.5254e+10,1.6552e+10,1.304e+10,1.1e+08,3.4995e+10,3.4995e+10,7.0249e+10,3.101e+09,1.711e+09,-1.22e+08,-1.306e+09,3.384e+09,-1.94e+08,-1.94e+08,-1.94e+08,1.317e+09,-1.78e+08,8.09e+08,-5.65e+08,-2.111e+09,3.8e+07,-2.149e+09,-1.239e+09,-3.915e+09,2.78e+08,2.78e+08,1.09e+08,3.87e+08,5.619e+09,1.6694e+10,4.884e+09,0.66918,0.53099,0.08861,0.04414,1.57498,1.69037,1.0074,0.23764,1.41711,1.14165,2.6688,13.49617,2.23192,0.2582,0.0617,0.08219,0.1822,0.98185,1.41172
"40","2020_Q1",185.223225806452,"Up",6.137e+09,-2.002e+09,-1.183e+09,-1.72e+08,-6.47e+08,4.135e+09,-2.4e+07,4.111e+09,3.711e+09,-6.86e+08,3.025e+09,3.025e+09,3.025e+09,3.025e+09,1.2074e+10,7.838e+09,4.236e+09,1.542e+09,1.542e+09,7.354e+09,7.12e+08,6.642e+09,2.097e+10,2.695e+09,2.157e+09,4.6752e+10,2.678e+10,1.5656e+10,4.316e+09,5.1604e+10,7.2574e+10,6.567e+09,1.56e+08,6.411e+09,5.645e+09,5.645e+09,1.3415e+10,7.746e+09,4.807e+09,2.939e+09,2.4475e+10,3.789e+10,1.6541e+10,1.3502e+10,-6.5e+08,3.4684e+10,3.4684e+10,7.2574e+10,3.025e+09,-4.308e+09,6.297e+09,-9.72e+08,4.042e+09,-2.49e+08,-2.49e+08,-2.49e+08,-7.07e+08,5.15e+08,-1.004e+09,-5.63e+08,-2.092e+09,3.5e+07,-2.127e+09,-5e+06,-2.66e+09,3.78e+08,3.78e+08,-2.15e+08,1.63e+08,-173000000.000001,1.7932e+10,-707999999.999999,0.67378,0.49291,0.08722,0.04168,-0.23405,1.56318,1.09243,0.24709,1.39001,1.11778,2.81999,13.42769,-0.325330000000001,0.2587,0.05944,-0.01173,0.18612,-33.86127,1.41669
"41","2020_Q2",179.933015873016,"Down",6.054e+09,-1.857e+09,-1.569e+09,-1.82e+08,-1.06e+08,4.197e+09,-4.2e+07,4.155e+09,3.974e+09,-7.02e+08,3.272e+09,3.272e+09,3.272e+09,3.272e+09,1.267e+10,8.768e+09,3.902e+09,1.661e+09,1.661e+09,7.988e+09,5.8e+08,7.408e+09,2.2319e+10,2.739e+09,1.719e+09,4.8004e+10,2.7137e+10,1.5767e+10,5.1e+09,5.2462e+10,7.4781e+10,8.611e+09,1.33e+08,8.478e+09,5.968e+09,5.968e+09,1.7579e+10,8.244e+09,4.81e+09,3.434e+09,2.1932e+10,3.9511e+10,1.6424e+10,1.3899e+10,-3.4e+08,3.527e+10,3.527e+10,7.4781e+10,3.272e+09,1.93e+09,1.5e+07,-1.342e+09,3.875e+09,-1.91e+08,-1.91e+08,-1.91e+08,8.02e+08,2.8e+07,5.62e+08,-6.71e+08,-2.315e+09,5.5e+07,-2.37e+09,-1.47e+08,-3.133e+09,1.304e+09,1.304e+09,1.27e+08,1.431e+09,6.127e+09,1.6688e+10,5.296e+09,0.69326,0.54047,0.09277,0.04375,1.61858,1.26964,1.12024,0.22316,1.51394,1.21715,2.80116,13.79202,2.45043,0.31047,0.0655,0.08797,0.20507,0.65579,0.95735
"42","2020_Q3",197.03703125,"Up",5.854e+09,-2.103e+09,-1.444e+09,-1.92e+08,-4.67e+08,3.751e+09,-9.5e+07,3.656e+09,3.829e+09,-7.45e+08,3.084e+09,3.084e+09,3.084e+09,3.084e+09,1.2151e+10,9.74e+09,2.411e+09,1.516e+09,1.516e+09,6.24e+09,8.89e+08,5.351e+09,1.9907e+10,2.776e+09,1.064e+09,4.9073e+10,2.7011e+10,1.5755e+10,6.307e+09,5.2913e+10,7.282e+10,5.869e+09,1.61e+08,5.708e+09,6.074e+09,6.074e+09,1.5942e+10,8.4e+09,4.796e+09,3.604e+09,2.2293e+10,3.8235e+10,1.6385e+10,1.3366e+10,-4.44e+08,3.4585e+10,3.4585e+10,7.282e+10,3.084e+09,-1.556e+09,3.519e+09,-3.58e+09,1.467e+09,-2.16e+08,-2.16e+08,-2.16e+08,2.089e+09,6e+06,1.879e+09,-6.68e+08,-3.079e+09,5.4e+07,-3.133e+09,-7999999.99999994,-2.754e+09,5.92e+08,5.92e+08,-38999999.9999999,5.53e+08,2.195e+09,1.7892e+10,-856000000.000002,0.64076,0.52682,0.08917,0.04235,-0.27756,1.24871,1.10554,0.2457,1.43359,1.15236,2.72121,13.53771,-0.39791,0.31052,0.06163,-0.01406,0.2166,2.61549,1.53053
"43","2020_Q4",202.1715625,"Up",4.837e+09,-1.837e+09,-1.373e+09,-1.97e+08,-2.67e+08,3e+09,-6.7e+07,2.933e+09,2.932e+09,-5.59e+08,2.373e+09,2.373e+09,2.373e+09,2.373e+09,1.6637e+10,1.3898e+10,2.739e+09,1.453e+09,1.453e+09,6.921e+09,7.53e+08,6.168e+09,2.5011e+10,2.746e+09,5.47e+08,4.958e+10,2.7188e+10,1.5791e+10,6.601e+09,5.2873e+10,7.7884e+10,7.134e+09,1.53e+08,6.981e+09,5.967e+09,5.967e+09,1.61e+10,8.38e+09,4.728e+09,3.652e+09,2.626e+10,4.236e+10,1.6457e+10,1.4072e+10,-2.79e+08,3.5524e+10,3.5524e+10,7.7884e+10,2.373e+09,1.97e+08,1.467e+09,-1.035e+09,3.002e+09,-1.61e+08,-1.61e+08,-1.61e+08,-1.9e+07,4.7e+07,-1.33e+08,-6.63e+08,-1.036e+09,3.3e+07,-1.069e+09,-1.21e+08,1.164e+09,4.033e+09,4.033e+09,8.5e+07,4.118e+09,3.197e+09,2.0879e+10,2.56e+09,0.62022,0.49059,0.0668,0.03047,1.0788,1.55348,1.19243,0.26808,1.10979,0.89169,2.26213,14.13586,1.19724,0.31007,0.04686,0.03952,0.27939,1.32687,1.414
"44","2021_Q1",208.280819672131,"Up",5.101e+09,-1.957e+09,-1.466e+09,-1.96e+08,-2.95e+08,3.144e+09,-8.7e+07,3.057e+09,3.055e+09,-9.18e+08,2.137e+09,2.137e+09,2.137e+09,2.137e+09,2.0041e+10,1.6289e+10,3.752e+09,1.618e+09,1.618e+09,5.986e+09,7.57e+08,5.229e+09,2.7645e+10,2.737e+09,2.31e+08,5.0306e+10,2.7808e+10,1.591e+10,6.588e+09,5.3274e+10,8.0919e+10,5.485e+09,1.74e+08,5.311e+09,6.026e+09,6.026e+09,1.451e+10,9.128e+09,5.237e+09,3.891e+09,3.0199e+10,4.4709e+10,1.6721e+10,1.4088e+10,3.54e+08,3.621e+10,3.621e+10,8.0919e+10,2.137e+09,1.96e+08,2.204e+09,-2.441e+09,2.096e+09,-1.68e+08,-1.68e+08,-1.68e+08,-7.04e+08,-9e+06,-8.81e+08,-6.62e+08,-1.494e+09,4.8e+07,-1.542e+09,-3.16e+08,7.55e+08,1.97e+09,1.97e+09,2.67e+08,2.237e+09,3.34e+09,2.407e+10,1.649e+09,0.61635,0.41894,0.05902,0.02641,0.77164,1.90524,1.23471,0.29746,1.00317,0.80361,2.39455,14.61049,0.77409,0.31076,0.04033,0.02376,0.30978,1.20629,1.28149
"45","2021_Q2",226.53253968254,"Up",5.687e+09,-1.842e+09,-1.389e+09,-1.97e+08,-2.56e+08,3.845e+09,-9.6e+07,3.749e+09,3.748e+09,-6.22e+08,3.126e+09,3.126e+09,3.126e+09,3.126e+09,1.8041e+10,1.5032e+10,3.009e+09,1.746e+09,1.746e+09,6.493e+09,7.29e+08,5.764e+09,2.628e+10,2.713e+09,1.61e+08,5.1272e+10,2.8593e+10,1.6121e+10,6.558e+09,5.4146e+10,8.0426e+10,5.918e+09,1.31e+08,5.787e+09,6.472e+09,6.472e+09,1.239e+10,9.302e+09,5.343e+09,3.959e+09,3.0357e+10,4.2747e+10,1.8063e+10,1.4813e+10,1.154e+09,3.7679e+10,3.7679e+10,8.0426e+10,3.126e+09,1.97e+08,2e+09,-1.81e+09,3.513e+09,-1.6e+08,-1.6e+08,-1.6e+08,8.3e+08,4.4e+07,6.39e+08,-7.03e+08,-1.735e+09,95383344.8498397,-1.735e+09,-1.34e+08,-5.572e+09,-1.42e+09,-1.42e+09,3.04e+08,-1.116e+09,4.042e+09,2.1055e+10,2.694e+09,0.6761,0.54967,0.08296,0.03887,0.8618,2.12107,1.1345,0.26179,1.45921,1.1804,2.65469,15.8693,1.25756,0.32816,0.05628,0.0396,0.22489,0.74567,0.78388
"46","2021_Q3",232.68234375,"Up",5.729e+09,-2.145e+09,-1.683e+09,-2.01e+08,-2.61e+08,3.584e+09,4.7e+07,3.631e+09,3.628e+09,-6.02e+08,3.026e+09,3.026e+09,3.026e+09,3.026e+09,1.8552e+10,1.6494e+10,2.058e+09,1.791e+09,1.791e+09,6.558e+09,8.49e+08,5.709e+09,2.6901e+10,2.684e+09,1.1e+08,5.05e+10,2.7823e+10,1.598e+10,6.697e+09,5.3294e+10,8.0195e+10,5.894e+09,1.26e+08,5.768e+09,6.817e+09,6.817e+09,1.2711e+10,8.814e+09,5.212e+09,3.602e+09,2.9788e+10,4.2499e+10,2.0042e+10,1.5513e+10,3.72e+08,3.7696e+10,3.7696e+10,8.0195e+10,3.026e+09,2.01e+08,1.861e+09,-1.759e+09,3.329e+09,-1.58e+08,-1.58e+08,-1.58e+08,9.96e+08,-3000000.00000001,8.35e+08,-7.01e+08,-1.666e+09,1.08e+08,-1.774e+09,-6e+06,-2.373e+09,1.791e+09,1.791e+09,-2.88e+08,1.503e+09,3.785e+09,2.0974e+10,2.47e+09,0.62559,0.52819,0.08027,0.03773,0.81626,2.11636,1.12741,0.26154,1.41122,1.1461,2.6718,16.73592,1.15192,0.32692,0.05523,0.0366,0.23166,0.63989,0.67578
"47","2021_Q4",213.35234375,"Down",6.13e+09,-2.068e+09,-1.57e+09,-2.04e+08,-2.94e+08,4.062e+09,3.25e+08,4.387e+09,4.389e+09,-1.814e+09,2.575e+09,2.575e+09,2.575e+09,2.575e+09,1.924e+10,1.8034e+10,1.206e+09,1.852e+09,1.852e+09,6.95e+09,8.51e+08,6.099e+09,2.8042e+10,2.707e+09,1.111e+09,5.0811e+10,2.8023e+10,1.6021e+10,6.767e+09,5.4629e+10,8.2671e+10,6.688e+09,1.72e+08,6.516e+09,7.335e+09,7.335e+09,1.4023e+10,9.862e+09,6.24e+09,3.622e+09,3.0858e+10,4.4881e+10,1.9325e+10,1.5294e+10,6.01e+08,3.779e+10,3.779e+10,8.2671e+10,2.575e+09,2.04e+08,2.803e+09,-1.168e+09,4.414e+09,-1.79e+08,-1.79e+08,-1.79e+08,1.87e+08,6.4e+07,7.2e+07,-6.98e+08,-2.146e+09,5.4e+07,-2.2e+09,-2e+06,-2.846e+09,1.64e+09,1.64e+09,7.6e+07,1.716e+09,4.266e+09,2.0996e+10,4.733e+09,0.66264,0.42007,0.06814,0.03115,1.83806,1.99971,1.18764,0.25397,1.20145,0.97381,2.86014,16.42179,2.20833,0.32567,0.04768,0.06895,0.27107,0.41163,0.4323
"48","2022_Q1",215.325161290323,"Up",6.559e+09,-2.243e+09,-1.719e+09,-2.02e+08,-3.22e+08,4.316e+09,-17000000.0000001,4.299e+09,4.298e+09,-7.14e+08,3.584e+09,3.584e+09,3.584e+09,3.584e+09,1.8512e+10,1.6487e+10,2.025e+09,1.968e+09,1.968e+09,7.127e+09,8.56e+08,6.271e+09,2.7607e+10,2.715e+09,1.705e+09,5.0869e+10,2.7664e+10,1.5958e+10,7.247e+09,5.5289e+10,8.2896e+10,7.237e+09,2.66e+08,6.971e+09,7.503e+09,7.503e+09,1.5739e+10,9.59e+09,6.128e+09,3.462e+09,2.9568e+10,4.5307e+10,1.8855e+10,1.5351e+10,4.36e+08,3.7589e+10,3.7589e+10,8.2896e+10,3.584e+09,2.02e+08,2.15e+09,-1.965e+09,3.971e+09,-2.08e+08,-2.08e+08,-2.08e+08,-1.494e+09,4000000.00000001,-1.698e+09,-6.96e+08,-2.921e+09,4.6e+07,-2.967e+09,-1999999.99999999,-3.619e+09,-1.346e+09,-1.346e+09,-1.29e+08,-1.475e+09,4.518e+09,2.0977e+10,3.059e+09,0.65803,0.54642,0.09535,0.04323,0.85352,1.75405,1.20533,0.25305,1.70133,1.66003,3.11357,16.38148,1.45211,0.33039,0.0628,0.04488,0.1942,0.5456,0.57113
"49","2022_Q2",206.116774193548,"Down",7.059e+09,-2.135e+09,-1.647e+09,-1.98e+08,-2.9e+08,4.924e+09,1.21e+08,5.045e+09,4.897e+09,-9.38e+08,3.959e+09,3.959e+09,3.959e+09,3.959e+09,1.5921e+10,1.472e+10,1.201e+09,2.168e+09,2.168e+09,7.817e+09,1.267e+09,6.55e+09,2.5906e+10,2.908e+09,2.087e+09,5.1028e+10,2.7272e+10,1.6555e+10,7.201e+09,5.6023e+10,8.1929e+10,7.743e+09,2.52e+08,7.491e+09,7.578e+09,7.578e+09,1.8568e+10,9.494e+09,6.078e+09,3.416e+09,2.7167e+10,4.5735e+10,1.8776e+10,1.4606e+10,-7.2e+07,3.6194e+10,3.6194e+10,8.1929e+10,3.959e+09,1.98e+08,2.214e+09,-2.139e+09,4.232e+09,-1.73e+08,-1.73e+08,-1.73e+08,3.86e+08,7.2e+07,-5.47e+08,-8.09e+08,-4.045e+09,73051436.3844883,-4.045e+09,-1.13e+08,-4.967e+09,-1.282e+09,-1.282e+09,-1.94e+08,-1.476e+09,5.122e+09,2.092e+10,3.748e+09,0.69755,0.56084,0.10938,0.04832,0.9467,1.3952,1.26361,0.25534,1.87934,1.83372,3.35092,15.75962,1.77918,0.38403,0.07158,0.05627,0.20434,0.97599,1.01523
"50","2022_Q3",209.4025,"Up",7.189e+09,-2.387e+09,-1.865e+09,-2.07e+08,-3.15e+08,4.802e+09,-2.6e+08,4.542e+09,4.542e+09,-8.95e+08,3.647e+09,3.647e+09,3.647e+09,3.647e+09,1.3529e+10,1.2299e+10,1.23e+09,2.135e+09,2.135e+09,8.427e+09,2.295e+09,6.132e+09,2.4091e+10,3.12e+09,2.296e+09,5.2301e+10,2.7006e+10,1.8143e+10,7.152e+09,5.7717e+10,8.1808e+10,7.409e+09,1.82e+08,7.227e+09,7.745e+09,7.745e+09,1.8702e+10,9.638e+09,6.081e+09,3.557e+09,2.7117e+10,4.5819e+10,1.8876e+10,1.4651e+10,-4.05e+08,3.5989e+10,3.5989e+10,8.1808e+10,3.647e+09,2.07e+08,2.809e+09,-3.174e+09,3.489e+09,-2.67e+08,-2.67e+08,-2.67e+08,-4.14e+08,9e+06,-1.785e+09,-8.02e+08,-2.895e+09,1.13e+08,-3.008e+09,-3e+06,-3.4e+09,-1.696e+09,-1.696e+09,-1.11e+08,-1.807e+09,5.009e+09,2.1027e+10,2.463e+09,0.66796,0.5073,0.10134,0.04458,0.67535,1.28815,1.27314,0.25703,1.73124,1.68921,3.41263,15.66611,1.16919,0.38071,0.06675,0.03695,0.21991,1.49691,1.56143
