"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_realized_investment_gains","other_income","total_claims_losses","claims_losses","long_term_charges","underwriting_expense_acquisition_cost","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","loans_mortgages","fixed_income_securities_htm","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","life_policy_benefits","other_insurance_reserves","short_term_debt","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","increase_in_investments","decrease_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",83.5860317460318,"Down",1.367e+10,6.481e+09,4.061e+09,3.128e+09,2.484e+09,4.27e+08,4.81e+08,2.17e+08,-8.58e+09,-7.025e+09,-1.555e+09,-3.348e+09,1.742e+09,1.742e+09,1.742e+09,-3.95e+08,2.5e+07,1.372e+09,1.372e+09,-3e+06,1.369e+09,1.369e+09,4.50887e+11,3.61575e+11,1.1893e+10,2.166e+09,1.0143e+10,6.511e+10,1.3308e+10,1.8197e+10,3.14973e+11,7.97365e+11,6.91432e+11,3.91731e+11,2.99701e+11,3.594e+09,1.4773e+10,1.7893e+10,2.2699e+10,7.50391e+11,0,2.4633e+10,6e+06,2.4627e+10,-1.5475e+10,2.2983e+10,1.4643e+10,4.6784e+10,1.9e+08,4.6974e+10,7.97365e+11,1.372e+09,-5e+07,1.08e+09,1.08e+09,-7.54e+08,1.648e+09,3.593e+09,-2.7626e+10,3.1219e+10,-6.612e+09,-3.019e+09,-3.29e+08,1.76e+08,4.5e+07,1.31e+08,-1.4e+07,1.45e+08,-1.75e+08,1.16e+08,-2.91e+08,3.56e+08,4.02e+08,4.3e+08,-9.41e+08,-9.41e+08,1.16e+08,-8.25e+08,1.692e+09,2.1487e+10,0.12743,0.10015,0.02914,0.00172,15.9746,0.02695,3.18446,3.11774,31.79809,108.82531,0.76529,0.00217,0.24032,4.83392,4.69518
"30","2017_Q3",84.7587301587302,"Up",1.3441e+10,8.326e+09,4.089e+09,1.026e+09,1.698e+09,-1.092e+09,-1.046e+09,4.2e+08,-9.766e+09,-8.328e+09,-1.438e+09,-3.067e+09,6.08e+08,6.08e+08,608000000.000001,-1.25e+08,1.3e+07,4.96e+08,4.96e+08,-5e+06,4.91e+08,4.91e+08,4.58401e+11,3.67716e+11,1.1719e+10,2.123e+09,1.0151e+10,6.6692e+10,1.6605e+10,1.8715e+10,3.18869e+11,8.1259e+11,7.01978e+11,3.9826e+11,3.03718e+11,3.955e+09,1.5667e+10,1.7626e+10,2.4724e+10,7.6395e+11,0,2.4677e+10,6e+06,2.4671e+10,-1.5741e+10,2.3146e+10,1.6362e+10,4.8444e+10,1.96e+08,4.864e+10,8.1259e+11,4.96e+08,1.57e+08,2.025e+09,2.025e+09,3.85e+08,3.063e+09,1.2143e+10,-2.6784e+10,3.8927e+10,-1.1771e+10,371999999.999999,-3.24e+08,-2.5e+07,1e+06,-25999999.9999999,-2.02e+08,1.76e+08,-2.76e+08,4.5e+07,-3.21e+08,5.86e+08,6.1e+07,2.2e+07,3.457e+09,3.457e+09,-6000000.00000006,3.451e+09,7.65e+08,2.1581e+10,0.04523,0.03653,0.01009,6e-04,15.70621,0.02656,1.14639,1.12306,31.38221,113.10763,0.75648,0.00102,0.65988,6.50458,8.18421
"31","2017_Q4",89.6255555555556,"Up",1.6313e+10,7.795e+09,4.076e+09,4.442e+09,2.507e+09,1.608e+09,1.63e+09,3.27e+08,-9.728e+09,-8.193e+09,-1.535e+09,-3.564e+09,3.021e+09,3.021e+09,3.021e+09,-8e+08,2e+07,2.241e+09,2.241e+09,-3e+06,2.238e+09,2.238e+09,4.64891e+11,3.73944e+11,1.1765e+10,2.084e+09,9.739e+09,6.7359e+10,1.4541e+10,1.8724e+10,3.22975e+11,8.21131e+11,7.08118e+11,4.00681e+11,3.07437e+11,3.875e+09,1.7206e+10,1.7153e+10,2.4214e+10,7.70566e+11,0,2.4727e+10,6e+06,2.4721e+10,-1.6012e+10,2.506e+10,1.6598e+10,5.0373e+10,1.92e+08,5.0565e+10,8.21131e+11,2.241e+09,1.64e+08,1.435e+09,1.435e+09,2.35e+08,4.075e+09,7.1e+09,-2.5269e+10,3.2369e+10,-1.2675e+10,-5.575e+09,-3.23e+08,2.09e+08,-1.5e+07,2.24e+08,-6.44e+08,8.68e+08,-2.68e+08,4.7e+07,-3.15e+08,-3.41e+08,-3.2e+07,-7.55e+08,-2.255e+09,-2.255e+09,3.5e+07,-2.22e+09,3.185e+09,2.1028e+10,0.18519,0.13719,0.04426,0.00273,15.23912,0.02561,5.25106,5.14483,38.27546,118.19099,0.75786,0.00319,0.14433,2.03673,2.1473
"32","2018_Q1",90.6719672131148,"Up",1.6265e+10,9.489e+09,4.209e+09,2.567e+09,2.741e+09,-511000000.000001,-3.66e+08,3.37e+08,-1.1633e+10,-1.0248e+10,-1.385e+09,-3.516e+09,1.116e+09,1.116e+09,1.116e+09,2.758e+09,-9000000.00000001,3.865e+09,3.865e+09,-1e+08,3.765e+09,3.765e+09,4.69871e+11,3.79184e+11,1.1891e+10,2.049e+09,7.329e+09,6.9418e+10,1.449e+10,1.8992e+10,3.28783e+11,8.32136e+11,7.18534e+11,4.05506e+11,3.13028e+11,2.898e+09,1.4002e+10,1.7172e+10,2.5019e+10,7.77625e+11,0,2.4775e+10,6e+06,2.4769e+10,-1.6284e+10,2.8671e+10,1.7074e+10,5.4236e+10,2.75e+08,5.4511e+10,8.32136e+11,3.865e+09,-4.9e+07,1.851e+09,1.851e+09,-1.008e+09,4.659e+09,6.999e+09,-3.0801e+10,3.78e+10,-1.0711e+10,-3.712e+09,-3.2e+08,-9.24e+08,7e+06,-9.31e+08,-9.67e+08,3.6e+07,-2.85e+08,3.8e+07,-3.23e+08,2.04e+08,3.7e+08,-9.55e+08,-8e+06,-8000000.00000191,-3.5e+07,-4.3e+07,1.067e+09,2.007e+10,0.06861,0.23148,0.06907,0.00452,14.26547,0.02412,8.8881,8.70118,38.39707,128.03588,0.75543,0.00499,0.08499,5.22962,5
"33","2018_Q2",81.9678125,"Down",1.3757e+10,7.311e+09,3.998e+09,2.448e+09,2.53e+09,4.25e+08,4.64e+08,-5.07e+08,-8.553e+09,-7.675e+09,-8.78e+08,-3.511e+09,1.693e+09,1.693e+09,1.693e+09,-3.52e+08,2.3e+07,1.364e+09,1.364e+09,-1e+06,1.363e+09,1.363e+09,4.71491e+11,3.77904e+11,1.2036e+10,2.12e+09,7.289e+09,7.2142e+10,1.5676e+10,1.9649e+10,3.22861e+11,8.29677e+11,7.17092e+11,4.11061e+11,3.06031e+11,2.337e+09,1.3608e+10,1.8143e+10,2.6322e+10,7.77502e+11,0,2.4728e+10,6e+06,2.4722e+10,-1.6557e+10,2.8898e+10,1.4761e+10,5.183e+10,3.45e+08,5.2175e+10,8.29677e+11,1.364e+09,-2.2e+07,8.15e+08,8.15e+08,1.44e+08,2.301e+09,1.417e+09,-2.9581e+10,3.0998e+10,-3.69e+09,-2.273e+09,-3.88e+08,9.62e+08,-9e+07,1.052e+09,-1.9e+07,1.071e+09,-3.18e+08,4.5e+07,-3.63e+08,3.76e+08,2.57e+08,8.89e+08,9.17e+08,9.17e+08,3.04e+08,1.221e+09,1.671e+09,2.048e+10,0.12306,0.09908,0.02612,0.00164,14.90181,0.02468,3.22986,3.16315,32.59953,122.81991,0.91943,0.00215,0.28467,2.87493,2.83757
"34","2018_Q3",80.7173015873016,"Down",1.4655e+10,7.438e+09,4.096e+09,3.121e+09,2.49e+09,6.85e+08,7.43e+08,-54000000.0000001,-1.0946e+10,-9.512e+09,-1.434e+09,-3.459e+09,2.5e+08,2.5e+08,2.5e+08,-68000000.0000005,1.8e+07,2e+08,2e+08,-2999999.99999999,1.97e+08,1.97e+08,4.64519e+11,3.71292e+11,1.1935e+10,2.02e+09,7.191e+09,7.2081e+10,1.4918e+10,1.9643e+10,3.2078e+11,8.1986e+11,7.1331e+11,4.09794e+11,3.03516e+11,2.993e+09,1.2195e+10,1.6732e+10,2.6038e+10,7.71268e+11,0,2.4769e+10,6e+06,2.4763e+10,-1.6905e+10,2.8713e+10,1.1655e+10,4.8232e+10,3.6e+08,4.8592e+10,8.1986e+11,2e+08,7e+07,3.479e+09,3.479e+09,6.25e+08,4.374e+09,2.368e+09,-3.0984e+10,3.3352e+10,-6.584e+09,-4.216e+09,-3.81e+08,-7.19e+08,-1.3e+07,-7.06e+08,-8.29e+08,1.23e+08,-3.47e+08,2.9e+07,-3.76e+08,3.74e+08,5.93e+08,-4.8e+08,-3.22e+08,-3.22e+08,-3.75e+08,-6.97e+08,3.2e+08,1.9725e+10,0.01706,0.01344,0.00405,0.00024,15.87232,0.02406,0.46961,0.460279999999999,34.93445,114.97497,0.90822,0.00072,1.93401,15.02188,19.228
"35","2018_Q4",76.0720634920635,"Down",1.6148e+10,8.81e+09,4.046e+09,3.292e+09,2.535e+09,1.51e+08,1.83e+08,6.06e+08,-1.0787e+10,-9.311e+09,-1.476e+09,-3.523e+09,1.838e+09,1.838e+09,1.838e+09,-1.84e+08,2.1e+07,1.675e+09,1.675e+09,-3e+06,1.672e+09,1.672e+09,4.64972e+11,3.70903e+11,1.1928e+10,1.957e+09,7.058e+09,7.3126e+10,1.2466e+10,1.9789e+10,3.25521e+11,8.22748e+11,7.1788e+11,4.09927e+11,3.07953e+11,3.323e+09,1.167e+10,1.7421e+10,2.5372e+10,7.75666e+11,0,2.4816e+10,6e+06,2.481e+10,-1.7246e+10,3.0005e+10,9.15e+09,4.6725e+10,3.57e+08,4.7082e+10,8.22748e+11,1.675e+09,-3e+06,2.309e+09,2.309e+09,-3.88e+08,3.593e+09,3.93e+09,-2.912e+10,3.305e+10,-1.0382e+10,-6.452e+09,-3.78e+08,1.031e+09,2.92e+08,7.39e+08,-8.57e+08,1.596e+09,-3.4e+08,3.3e+07,-3.73e+08,1.15e+08,-2.8e+07,4e+08,-2.459e+09,-2.459e+09,3e+06,-2.456e+09,1.835e+09,2.0744e+10,0.11382,0.10354,0.03551,0.00203,16.47479,0.02521,4.0173,3.9369,38.79865,112.26574,0.90822,0.00253,0.22608,4.51117,4.50381
"36","2019_Q1",77.0232786885246,"Up",1.8432e+10,1.222e+10,4.036e+09,2.176e+09,2.547e+09,7.16e+08,5.87e+08,-1.087e+09,-1.365e+10,-1.2906e+10,-7.44e+08,-3.729e+09,1.053e+09,1.053e+09,1.053e+09,-2.18e+08,1.4e+07,8.49e+08,8.49e+08,-7e+06,8.42e+08,8.42e+08,4.79245e+11,3.84622e+11,1.2016e+10,2.013e+09,6.238e+09,7.4356e+10,1.5353e+10,2.0058e+10,3.00422e+11,8.15078e+11,7.0743e+11,4.24184e+11,2.83246e+11,3.406e+09,1.1865e+10,1.7378e+10,2.5968e+10,7.66047e+11,0,2.4834e+10,6e+06,2.4828e+10,-1.7593e+10,3.047e+10,1.0906e+10,4.8617e+10,4.14e+08,4.9031e+10,8.15078e+11,8.49e+08,1.16e+08,1.0132e+10,1.0132e+10,2.99e+08,1.1396e+10,-2.8473e+10,-2.0894e+10,-7578999999.99999,1.9786e+10,-8.687e+09,-3.74e+08,4.9e+07,1e+07,39000000.0000005,-1.05e+08,1.44e+08,-3.63e+08,2.5e+07,-3.88e+08,6.39e+08,2.1e+07,-27999999.9999998,2.681e+09,2.681e+09,2.1e+08,2.891e+09,1.169e+09,2.0784e+10,0.05713,0.04568,0.01717,0.00103,15.62373,0.0255,2.04022,1.99905,44.66198,117.80228,0.90623,0.00151,0.44418,4.64585,5.15764
"37","2019_Q2",84.0690476190476,"Up",1.5091e+10,7.9e+09,4.216e+09,2.975e+09,2.487e+09,-7.66e+08,-7.19e+08,1.254e+09,-1.036e+10,-8.438e+09,-1.922e+09,-3.591e+09,1.14e+09,1.14e+09,1.14e+09,-2.32e+08,2.9e+07,9.37e+08,9.37e+08,-5e+06,9.32e+08,9.32e+08,4.94403e+11,3.97942e+11,1.1986e+10,1.982e+09,6.778e+09,7.5715e+10,1.4699e+10,1.9978e+10,3.20244e+11,8.49324e+11,7.30913e+11,4.28309e+11,3.02604e+11,3.774e+09,1.4124e+10,1.8309e+10,2.6754e+10,7.93874e+11,0,2.4788e+10,6e+06,2.4782e+10,-1.7962e+10,3.0966e+10,1.7218e+10,5.501e+10,4.4e+08,5.545e+10,8.49324e+11,9.37e+08,2e+07,3.227e+09,3.227e+09,-1.099e+09,3.085e+09,-2.398e+09,-9.193e+09,6.795e+09,-2.901e+09,-5.299e+09,-4.2e+08,1.15e+09,8.5e+07,1.065e+09,-5.5e+07,1.12e+09,4.62e+08,9.46e+08,-4.84e+08,5.94e+08,-2.2e+08,1.566e+09,-6.48e+08,-6.48e+08,-2e+06,-6.5e+08,1.16e+09,2.2083e+10,0.07554,0.06176,0.01681,0.0011,14.31693,0.026,2.27761,2.2318,36.87928,134.43304,1.02639,0.00162,0.45064,6.36552,6.47719
"38","2019_Q3",77.31328125,"Down",1.5388e+10,8.135e+09,4.39e+09,2.863e+09,2.556e+09,-3.36e+08,-2.84e+08,6.43e+08,-1.0592e+10,-8.877e+09,-1.715e+09,-3.92e+09,8.76e+08,8.76e+08,8.76e+08,-1.62e+08,2.4e+07,7.38e+08,7.38e+08,-3e+07,7.08e+08,7.08e+08,5.12012e+11,4.1486e+11,1.203e+10,2.009e+09,6.804e+09,7.6309e+10,1.5421e+10,1.954e+10,3.26852e+11,8.73825e+11,7.47093e+11,4.36955e+11,3.10138e+11,3.905e+09,1.572e+10,1.7841e+10,2.7113e+10,8.11672e+11,0,2.4831e+10,6e+06,2.4825e+10,-1.8416e+10,3.1263e+10,2.3982e+10,6.166e+10,4.93e+08,6.2153e+10,8.73825e+11,7.38e+08,-1.09e+08,5.247e+09,5.247e+09,-6.37e+08,5.239e+09,2.836e+09,-6.972e+09,9.808e+09,-5.574e+09,-2.738e+09,-4.07e+08,-4.69e+08,8.1e+07,-5.5e+08,-8.69e+08,3.19e+08,-4.45e+08,5.4e+07,-4.99e+08,-3.59e+08,-1.25e+08,-1.805e+09,695999999.999999,695999999.999999,2.9e+07,7.25e+08,7.67e+08,2.1746e+10,0.05693,0.04601,0.01139,0.00081,13.05926,0.02489,1.74642,1.71014,37.95757,152.09669,1.00395,0.0013,0.57486,8.24641,7.22032
"39","2019_Q4",79.1975,"Up",1.5105e+10,6.937e+09,4.438e+09,3.73e+09,2.557e+09,8.53e+08,-666257799.3849,3.2e+08,-9.495e+09,-7.722e+09,-1.773e+09,-3.885e+09,1.725e+09,1.725e+09,1.725e+09,-3.32e+08,3.2e+07,1.425e+09,1.425e+09,-7e+06,1.418e+09,1.418e+09,5.23504e+11,4.25023e+11,1.2022e+10,1.958e+09,7.014e+09,7.7487e+10,1.8289e+10,1.9484e+10,3.24349e+11,8.85626e+11,7.53051e+11,4.44269e+11,3.08782e+11,2.723e+09,1.7392e+10,1.9151e+10,2.6995e+10,8.19312e+11,0,2.5357e+10,6e+06,2.5351e+10,-1.9386e+10,3.2269e+10,2.7558e+10,6.5798e+10,5.16e+08,6.6314e+10,8.85626e+11,1.425e+09,4.41e+08,4.839e+09,4.839e+09,6.11e+08,7.316e+09,-2.338e+09,-6.0701e+10,5.8363e+10,-2.741e+09,-5.079e+09,-4.1e+08,8.71e+08,-1.99e+08,1.07e+09,-4.14e+08,1.484e+09,-9.25e+08,3.2e+07,-9.57e+08,1.171e+09,-1.1e+08,5.97e+08,2.834e+09,2.834e+09,2.9e+07,2.863e+09,2.166e+09,2.1874e+10,0.1142,0.09388,0.02138,0.0016,12.35504,0.0247,3.5099,3.47549,37.38861,162.86634,1.01485,0.00211,0.28914,1.65512,2.07826
"40","2020_Q1",69.3332258064516,"Down",1.9223e+10,1.123e+10,4.541e+09,3.452e+09,2.617e+09,-2.1e+08,-2164213002.61746,1.045e+09,-1.3527e+10,-1.1783e+10,-1.744e+09,-4.352e+09,1.344e+09,1.344e+09,1.344e+09,-2.21e+08,1.5e+07,1.138e+09,1.138e+09,-1e+07,1.128e+09,1.128e+09,5.2276e+11,4.22044e+11,1.2096e+10,1.933e+09,7.522e+09,7.9165e+10,1.6327e+10,1.9912e+10,3.37553e+11,8.96552e+11,4.52625e+11,4.45637e+11,6.988e+09,3.207e+09,1.5591e+10,1.8646e+10,3.42764e+11,8.32833e+11,0,2.5538e+10,6e+06,2.5532e+10,-1.9453e+10,3.2991e+10,2.4039e+10,6.3115e+10,6.04e+08,6.3719e+10,8.96552e+11,1.138e+09,1.08e+08,5.77e+08,5.77e+08,2.162e+09,3.985e+09,-1.0073e+10,-2.5866e+10,1.5793e+10,6.161e+09,-3.912e+09,-4.04e+08,-1.69e+08,-1.48e+08,-20999999.9999998,-9.1e+07,69999999.9999998,-4.88e+08,7.2e+07,-5.6e+08,-5.83e+08,-3.48e+08,-1.992e+09,-1.919e+09,-1.919e+09,-4e+07,-1.959e+09,1.452e+09,2.1853e+10,0.06992,0.05868,0.0177,0.00126,13.0704,0.02437,2.81578,2.79208,47.98552,157.55117,1.00849,0.00174,0.35816,3.80579000000002,4.11161
"41","2020_Q2",52.0211111111111,"Down",1.3464e+10,7.664e+09,4.202e+09,1.598e+09,2.522e+09,1.667e+09,-3898365216.99647,-2.591e+09,-9.321e+09,-9.006e+09,-3.15e+08,-4.481e+09,-3.38e+08,-3.38e+08,-3.38e+08,5.8e+07,1e+07,-2.7e+08,-2.7e+08,-1e+06,-2.71e+08,-2.71e+08,5.24676e+11,4.22876e+11,1.2099e+10,1.895e+09,6.176e+09,8.163e+10,3.1646e+10,1.9738e+10,2.97652e+11,8.73712e+11,7.45778e+11,4.66715e+11,2.79063e+11,3.79e+09,1.4513e+10,2.0149e+10,2.841e+10,8.1264e+11,0,2.5512e+10,6e+06,2.5506e+10,-1.9841e+10,3.2176e+10,2.26e+10,6.0447e+10,6.25e+08,6.1072e+10,8.73712e+11,-2.7e+08,3.29e+08,1.4707e+10,1.4707e+10,2178534815.89932,1.4766e+10,-5.874e+09,-2.451e+10,1.8636e+10,9.4e+07,-5.78e+09,-4.48e+08,2.179e+09,6.3e+08,1.549e+09,-1e+06,1.55e+09,-4.4e+08,4.5e+07,-4.85e+08,5.09e+09,-2.2e+07,6.359e+09,1.5345e+10,1.5345e+10,-2.2e+07,1.5323e+10,-9e+06,2.3939e+10,-0.0251,-0.02013,-0.00444,-0.00031,13.30626,0.0274,-0.68262,-0.68262,33.91436,152.25945,1.12846,0.00021,-1.65314,856.33333,22.80178
"42","2020_Q3",59.25546875,"Up",1.2115e+10,7.693e+09,4.186e+09,2.36e+08,2.514e+09,-3.752e+09,-4989214049.82071,1.474e+09,-1.0813e+10,-8.45e+09,-2.363e+09,-3.634e+09,-2.332e+09,-2.332e+09,-2.332e+09,-1.15e+08,4.2e+07,-2.405e+09,-2.405e+09,-4e+06,-2.409e+09,-2.409e+09,5.47932e+11,4.46538e+11,1.2283e+10,1.875e+09,7.01e+09,8.0226e+10,2.1149e+10,1.9667e+10,3.26639e+11,9.15387e+11,7.80621e+11,4.70996e+11,3.09625e+11,2.327e+09,1.6708e+10,2.0162e+10,2.9061e+10,8.48879e+11,0,2.5519e+10,6e+06,2.5513e+10,-1.9785e+10,2.9326e+10,3.0837e+10,6.5897e+10,6.11e+08,6.6508e+10,9.15387e+11,-2.405e+09,53999999.9999999,1.184e+09,1.184e+09,-1.2e+08,-1.287e+09,-6.278e+09,-2.9381e+10,2.3103e+10,-1.291e+09,-7.569e+09,-4.38e+08,-1.101e+09,-3.24e+08,-7.77e+08,-7.9e+08,1.3e+07,12999999.9999999,2.8e+07,-1.5e+07,5.6e+07,-2.02e+08,-1.672e+09,-1.0528e+10,-1.0528e+10,2.8e+07,-1.05e+10,-2.278e+09,2.2489e+10,-0.19249,-0.19884,-0.03622,-0.00263,12.76356,0.02457,-6.10492,-6.10492,30.70198,166.99696,1.10998,-0.00219,-0.18182,-0.588240000000269,-0.574609999999996
"43","2020_Q4",66.15171875,"Up",1.5425e+10,7.482e+09,4.446e+09,3.497e+09,2.584e+09,-7.9e+07,-4557259108.38896,9.92e+08,-1.0017e+10,-8.312e+09,-1.705e+09,-3.961e+09,1.447e+09,1.447e+09,1.447e+09,5e+07,1e+07,1.507e+09,1.507e+09,-2e+07,1.487e+09,1.487e+09,5.41053e+11,4.39163e+11,1.1502e+10,1.901e+09,7.025e+09,8.1462e+10,2.0658e+10,1.8599e+10,3.31279e+11,9.11589e+11,7.7754e+11,4.63079e+11,3.14461e+11,2.355e+09,1.5182e+10,2.0169e+10,2.9453e+10,8.44699e+11,0,2.5569e+10,6e+06,2.5563e+10,-1.9725e+10,3.0372e+10,3.0001e+10,6.6217e+10,6.73e+08,6.689e+10,9.11589e+11,1.507e+09,6.5e+07,8.56e+08,8.56e+08,-3.026e+09,-5.98e+08,-8.43e+08,-2.6679e+10,2.5836e+10,4.53e+08,-3.9e+08,-4.39e+08,-2.99e+08,-3.62e+08,6.3e+07,-1.322e+09,1.385e+09,3.3e+07,3.3e+07,0,1.178e+09,-9.4e+07,3.79e+08,-6.09e+08,-6.09e+08,1.16e+08,-4.93e+08,1.512e+09,2.2524e+10,0.09381,0.0964,0.02223,0.00163,12.62818,0.02471,3.76265,3.76265,39.03087,167.55314,1.11083,0.00215,0.29523,1.23413,1.28956
"44","2021_Q1",79.6109836065574,"Up",1.6029e+10,8.301e+09,4.576e+09,3.152e+09,2.8e+09,-1.723e+09,-1.723e+09,2.075e+09,-1.1071e+10,-9.291e+09,-1.78e+09,-4.058e+09,9e+08,9e+08,9e+08,8.8e+07,3.4e+07,1.022e+09,1.022e+09,-2.03e+08,8.19e+08,8.19e+08,5.5362e+11,4.82244e+11,1.1271e+10,8.135e+09,7759735862.25154,5.197e+10,1.3701e+10,1.9027e+10,3.54374e+11,9.40722e+11,4.77549e+11,4.68025e+11,9.524e+09,1.23e+09,1.5521e+10,1.9718e+10,3.58494e+11,8.72512e+11,0,2.559e+10,6e+06,2.5584e+10,-1.9652e+10,3.0749e+10,3.0738e+10,6.7425e+10,7.85e+08,6.821e+10,9.40722e+11,1.022e+09,8999999.99999999,-4.264e+09,-4.264e+09,-1.28e+09,-4.513e+09,-2.984e+09,-2.7168e+10,2.4184e+10,5.13e+08,-2.471e+09,-4.41e+08,-5.3e+08,3.5e+07,-5.65e+08,-6.3e+08,6.5e+07,4.7e+07,4.7e+07,0,3.99e+08,3.42e+08,-1.83e+08,-7.167e+09,-7.167e+09,2.18e+08,-6.949e+09,9.09e+08,2.0948e+10,0.05615,0.05109,0.01201,0.000869999999999999,12.79156,0.02227,2.06609,2.06609,40.43643,170.09334,1.11251,0.00136,0.53846,7.97249999999998,8.05222
"45","2021_Q2",96.0333333333333,"Up",1.6952e+10,7.543e+09,4.382e+09,5.027e+09,2.666e+09,2.079e+09,2.079e+09,2.82e+08,-9.482e+09,-8.11e+09,-1.372e+09,-4.056e+09,3.414e+09,3.414e+09,3.414e+09,-6.36e+08,2.6e+07,2.804e+09,2.804e+09,2.4e+07,2.828e+09,2.828e+09,5.18829e+11,4.14129e+11,1.099e+10,24945271012.1227,8.492e+09,8.5218e+10,1.6099e+10,1.9273e+10,3.53079e+11,9.0728e+11,4.57931e+11,4.50763e+11,7.168e+09,1.152e+09,1.4009e+10,1.973e+10,3.55682e+11,8.48504e+11,0,2.5585e+10,6e+06,2.5579e+10,-1.9878e+10,3.311e+10,1.9219e+10,5.8036e+10,7.4e+08,5.8776e+10,9.0728e+11,2.804e+09,3e+07,-4.569e+09,-4.569e+09,-1.562e+09,-3.297e+09,7.722e+09,-2.5426e+10,3.3148e+10,-1.246e+09,6.476e+09,-4.71e+08,8e+06,6.1e+07,-5.3e+07,-1.17e+08,6.4e+07,-3e+08,5.9e+07,-3.59e+08,5.4e+07,3.9e+07,-6.7e+08,2.509e+09,2.509e+09,-2.13e+08,2.296e+09,3.444e+09,2.0882e+10,0.20139,0.16682,0.04811,0.00312,14.43623,0.02302,7.13601,7.09127,42.77567,146.44461,1.18849,0.00369,0.16655,1.38879,1.401
"46","2021_Q3",97.9453125,"Up",1.5917e+10,6.779e+09,4.552e+09,4.586e+09,2.598e+09,6.35e+08,6.35e+08,1.353e+09,-7.68e+09,-7.615e+09,-6.5e+07,-3.622e+09,4.615e+09,4.615e+09,4.615e+09,-6.09e+08,1.9e+07,4.025e+09,4.025e+09,-2.5e+07,4e+09,4e+09,5.25544e+11,4.20469e+11,1.0652e+10,44931270447.0871,8.018e+09,8.6405e+10,1.5145e+10,1.9029e+10,3.66743e+11,9.26461e+11,4.57336e+11,4.48781e+11,8555000000.00001,1.193e+09,1.4627e+10,1.967e+10,3.69951e+11,8.62777e+11,0,2.565e+10,6e+06,2.5644e+10,-2.0687e+10,3.4808e+10,2.3277e+10,6.3048e+10,6.36e+08,6.3684e+10,9.26461e+11,2.183e+09,1.5e+07,2.062e+09,2.062e+09,9.9e+07,4.359e+09,-3.581e+09,-2.3972e+10,2.0391e+10,2.67e+08,-3.314e+09,-4.55e+08,-3.7e+07,1.2e+07,-4.9e+07,-5.6e+07,6999999.99999994,-8.25e+08,5.4e+07,-8.79e+08,-4.47e+08,1.72e+08,-1.592e+09,-546999999.999998,-5.47e+08,-4000000.00000006,-551000000.000001,5166482187.64835,2.0863e+10,0.303036627400796,0.224801947965911,0.0634085599194331,0.00413642632929432,13.54778,0.02252,9.54067070783621,9.47576187950463,45.7964049445177,149.041940862205,1.18895954345006,0.00487460780307334,4.28437360812509,25.7812095375053,14.1112625715638
