"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","work_in_process","finished_goods","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",147.54390625,"Up",7.662e+09,-3.799e+09,3.863e+09,-2.037e+09,-1.6e+09,-4.37e+08,1.826e+09,-3.1e+07,1.795e+09,1.835e+09,-5.42e+08,1.293e+09,1.293e+09,-2e+06,1.291e+09,1.291e+09,1.865e+09,1.688e+09,1.77e+08,4.667e+09,4.667e+09,3.613e+09,1.165e+09,7.72e+08,1.676e+09,1.291e+09,1.291e+09,1.1436e+10,8.604e+09,2.3793e+10,-1.5189e+10,1.306e+10,2.477e+09,9.356e+09,9.85e+08,2.1799e+10,3.3235e+10,2.399e+09,1.65e+09,1.69e+08,5.8e+08,2.45e+09,2.45e+09,2.405e+09,2.405e+09,7.254e+09,9.299e+09,4.745e+09,3.418e+09,1.327e+09,1.4044e+10,2.1298e+10,4.972e+09,9e+06,4.963e+09,-2.4088e+10,3.7194e+10,-6.184e+09,1.1894e+10,4.3e+07,1.1937e+10,3.3235e+10,1.293e+09,3.66e+08,-6.9e+07,4.9e+07,-9.6e+07,-2.2e+07,-3.05e+08,-1.74e+08,-5e+06,5.9e+07,-1.85e+08,1.285e+09,-3.23e+08,0,-3.23e+08,-3.23e+08,-1.49011611938477e-08,2.85e+08,-2.85e+08,-2.7e+07,-3.5e+08,-6.72e+08,6.37e+08,-4.75e+08,1.112e+09,-916802995.661213,-5.73e+08,2.55e+08,-8.28e+08,6e+06,-6.02e+08,3.33e+08,3.33e+08,1.8e+07,3.51e+08,2.192e+09,1.1749e+10,2.106e+09,0.50418,0.23832,0.16849,0.10815,0.03884,1.63129,1.57651,1.7842,0.35351,2.12685,2.07924,12.62273,19.59473,3.46952,1.10708,5,0.06904,0.07407,0.52053,4.50912,5.41292
"27","2016_Q4",143.501111111111,"Down",7.709e+09,-3.847e+09,3.862e+09,-1.958e+09,-1.531e+09,-4.27e+08,1.904e+09,-4.2e+07,1.862e+09,1.862e+09,-5.31e+08,1.331e+09,1.331e+09,-2e+06,1.329e+09,1.329e+09,2.666e+09,2.308e+09,3.58e+08,4.743e+09,4.743e+09,3.611e+09,1.157e+09,7.82e+08,1.672e+09,1.159e+09,1.159e+09,1.2179e+10,8.671e+09,2.4142e+10,-1.5471e+10,1.306e+10,2.422e+09,9.43e+09,9.52e+08,2.1872e+10,3.4051e+10,2.714e+09,1.621e+09,3.64e+08,7.29e+08,1.282e+09,1.282e+09,2.404e+09,2.404e+09,6.4e+09,1.1079e+10,4.524e+09,3.179e+09,1.345e+09,1.5603e+10,2.2003e+10,5.021e+09,9e+06,5.012e+09,-2.4618e+10,3.7745e+10,-6.146e+09,1.2002e+10,4.6e+07,1.2048e+10,3.4051e+10,1.331e+09,3.68e+08,-7.9e+07,5.1e+07,3.4e+07,-1.64e+08,2.88e+08,-5e+07,2.7e+07,-5e+07,3.61e+08,1.908e+09,-3.47e+08,0,-3.47e+08,-3.47e+08,-1.81e+08,3.45e+08,-5.26e+08,-2e+06,-5.43e+08,-6.7e+08,5.67e+08,-1.61e+08,7.28e+08,-9.92e+08,-6.45e+08,1.29e+08,-7.74e+08,-4e+06,-7.52e+08,6.13e+08,6.13e+08,7e+06,6.2e+08,2.272e+09,1.2361e+10,2.744e+09,0.50097,0.24698,0.1724,0.11031,0.03903,2.06471,1.90297,1.82628,0.36301,2.1996,2.14805,12.75902,19.86428,4.54154,1.1089,7,0.06909,0.09484,0.50414,4.26717,5.09191
"28","2017_Q1",153.556774193548,"Up",7.329e+09,-3.716e+09,3.613e+09,-2.019e+09,-1.598e+09,-4.21e+08,1.594e+09,-5.5e+07,1.539e+09,1.61e+09,-4.54e+08,1.156e+09,1.156e+09,-1e+06,1.155e+09,1.155e+09,2.678e+09,2.398e+09,2.8e+08,4.392e+09,4.392e+09,3.385e+09,1.039e+09,7.17e+08,1.629e+09,1.271e+09,4.5e+08,1.1726e+10,8.516e+09,2.3499e+10,-1.4983e+10,1.2664e+10,2.32e+09,9.166e+09,1.178e+09,2.118e+10,3.2906e+10,2.775e+09,1.798e+09,2.99e+08,6.78e+08,9.72e+08,9.72e+08,2.472e+09,2.472e+09,6.219e+09,1.0678e+10,5.666e+09,4.018e+09,1.648e+09,1.6344e+10,2.2563e+10,5.07e+09,9e+06,5.061e+09,-2.5434e+10,3.7907e+10,-7.245e+09,1.0298e+10,4.5e+07,1.0343e+10,3.2906e+10,1.156e+09,3.84e+08,1.01e+08,5.4e+07,1.07e+08,-6e+07,5.68e+08,1.56e+08,7.2e+07,2.55e+08,85000000.0000001,2.209e+09,-3.96e+08,4e+07,-4.36e+08,-4.36e+08,7.9e+07,4.53e+08,-3.74e+08,0,-2.3e+08,-6.64e+08,-2.99e+08,-2.99e+08,0,0,-8.61e+08,6.3e+07,-9.24e+08,-2.2e+07,-1.846e+09,1.33e+08,1.33e+08,-4.3e+07,9e+07,1.978e+09,1.165e+10,2.604e+09,0.49297,0.21749,0.15759,0.11167,0.0351,2.25455,1.88551,2.18148,0.35404,1.92436,1.88141,12.21093,17.15761,4.33855,1.1063,7,0.06577,0.09415,0.57489,4.53589,5.62861
"29","2017_Q2",168.450158730159,"Up",7.685e+09,-3.882e+09,3.803e+09,-2.09e+09,-1.614e+09,-4.76e+08,1.713e+09,-5e+06,1.708e+09,1.737e+09,-4.11e+08,1.326e+09,1.326e+09,-3e+06,1.323e+09,1.323e+09,2.314e+09,2.173e+09,1.41e+08,4.722e+09,4.722e+09,3.612e+09,1.078e+09,7.7e+08,1.764e+09,1.253e+09,1.253e+09,1.1901e+10,8.551e+09,2.3946e+10,-1.5395e+10,1.269e+10,2.269e+09,9.258e+09,1.102e+09,2.1391e+10,3.3292e+10,2.666e+09,1.701e+09,4.33e+08,5.32e+08,9.09e+08,9.09e+08,2.42e+09,2.42e+09,5.995e+09,1.0802e+10,5.455e+09,3.764e+09,1.691e+09,1.6257e+10,2.2252e+10,5.198e+09,9e+06,5.189e+09,-2.5354e+10,3.8094e+10,-6.949e+09,1.0989e+10,5.1e+07,1.104e+10,3.3292e+10,1.326e+09,4.38e+08,-1.33e+08,1.47e+08,-8.4e+07,-1.96e+08,-6.43e+08,-2.37e+08,-1.49e+08,-1.24e+08,-1.33e+08,9.88e+08,-2.86e+08,1e+06,-2.87e+08,-2.87e+08,1.38e+08,3.51e+08,-2.13e+08,5e+06,-9e+07,-7.02e+08,-6.8e+07,-6.8e+07,-494100344.335038,-273140288.672565,-3.75e+08,3.15e+08,-6.9e+08,-6e+06,-1.151e+09,-2.53e+08,-2.53e+08,2.8e+07,-2.25e+08,2.151e+09,1.1711e+10,1.633e+09,0.49486,0.2229,0.17215,0.11984,0.03974,1.23432,1.98515,2.01558,0.35177,2.212,2.16176,12.84902,18.37318,2.73031,1.17372,5,0.07179,0.0579,0.53061,4.36867,5.4857
"30","2017_Q3",175.494920634921,"Up",7.81e+09,-4.02e+09,3.79e+09,-2.098e+09,-1.62e+09,-4.78e+08,1.692e+09,-1.1e+07,1.681e+09,2.142e+09,-5.57e+08,1.585e+09,1.585e+09,-2e+06,1.583e+09,1.583e+09,2.794e+09,2.654e+09,1.4e+08,4.919e+09,4.919e+09,3.838e+09,1.145e+09,8.3e+08,1.863e+09,1.09e+09,1.09e+09,1.2641e+10,8.566e+09,2.4292e+10,-1.5726e+10,1.2596e+10,2.201e+09,9.105e+09,1.207e+09,2.1316e+10,3.3957e+10,2.88e+09,1.782e+09,4.32e+08,6.66e+08,2.13e+08,2.13e+08,2.604e+09,2.604e+09,5.697e+09,1.1088e+10,5.528e+09,3.761e+09,1.767e+09,1.6616e+10,2.2313e+10,5.253e+09,9e+06,5.244e+09,-2.5466e+10,3.8793e+10,-6.989e+09,1.1591e+10,5.3e+07,1.1644e+10,3.3957e+10,1.585e+09,3.8e+08,-3.87e+08,5.9e+07,-3.6e+07,-4.1e+08,64000000.0000002,-1.75e+08,-1.98e+08,6.4e+07,3.73e+08,1.642e+09,-2.9e+08,1.2e+07,-3.02e+08,-3.02e+08,-2e+06,1.92e+08,-1.94e+08,0,5.17e+08,-7.01e+08,-6.95e+08,-4.5e+07,-6.5e+08,-6.5e+08,-3.13e+08,1.81e+08,-4.94e+08,4e+06,-1.705e+09,4.54e+08,4.54e+08,2.7e+07,4.81e+08,2.072e+09,1.1301e+10,2.403e+09,0.48528,0.21665,0.20269,0.13595,0.04662,1.518,2.21889,1.91627,0.3328,2.64671,2.58322,13.05802,19.3797,4.01772,1.17204,6,0.08022,0.0844,0.44283,4.10569,5.02778
"31","2017_Q4",195.903492063492,"Up",8.172e+09,-4.059e+09,4.113e+09,-2.105e+09,-1.637e+09,-4.68e+08,2.008e+09,-1.1e+07,1.997e+09,1.997e+09,-5.64e+08,1.433e+09,1.433e+09,-4e+06,1.429e+09,1.429e+09,3.417e+09,2.831e+09,5.86e+08,5.156e+09,5.156e+09,3.975e+09,1.164e+09,8.49e+08,1.962e+09,1.108e+09,1.108e+09,1.3656e+10,8.658e+09,2.4659e+10,-1.6001e+10,1.2767e+10,2.175e+09,9.221e+09,1.266e+09,2.1581e+10,3.5237e+10,3.054e+09,1.824e+09,3.74e+08,8.56e+08,8.35e+08,8.35e+08,2.709e+09,2.709e+09,6.598e+09,1.0828e+10,5.609e+09,3.748e+09,1.861e+09,1.6437e+10,2.3035e+10,5.311e+09,9e+06,5.302e+09,-2.5706e+10,3.9454e+10,-6.913e+09,1.2146e+10,5.6e+07,1.2202e+10,3.5237e+10,1.433e+09,3.77e+08,1.2e+08,6e+07,1.5e+07,4.5e+07,-1.8e+08,-1.83e+08,-8.9e+07,3.5e+07,5.7e+07,1.75e+09,-3.2e+08,5e+06,-3.25e+08,-3.25e+08,-4.46e+08,2.02e+08,-6.48e+08,-3e+06,-7.81e+08,-7.01e+08,1.73e+08,1.73e+08,0,0,-2.94e+08,8.6e+07,-3.8e+08,-2.1e+07,-8.43e+08,1.26e+08,1.26e+08,5.1e+07,1.77e+08,2.385e+09,1.1663e+10,2.449e+09,0.5033,0.24572,0.17487,0.11711,0.04055,1.71379,2.06972,1.88781,0.33099,2.39163,2.3323,13.67699,20.32803,4.09874,1.17322,9,0.07227,0.08309,0.49055,3.45744,4.10657
"32","2018_Q1",202.910327868852,"Up",7.99e+09,-4.094e+09,3.896e+09,-2.203e+09,-1.755e+09,-4.48e+08,1.693e+09,-1.17e+08,1.576e+09,1.672e+09,-1.147e+09,5.25e+08,5.25e+08,-2e+06,5.23e+08,5.23e+08,4.129e+09,3.053e+09,1.076e+09,4.911e+09,4.911e+09,4.034e+09,1.218e+09,9.01e+08,1.915e+09,1.203e+09,2.66e+08,1.4277e+10,8.866e+09,2.4914e+10,-1.6048e+10,1.4844e+10,2.936e+09,1.0513e+10,1.395e+09,2.371e+10,3.7987e+10,3.125e+09,1.945e+09,3.1e+08,8.7e+08,1.853e+09,1.853e+09,2.709e+09,2.709e+09,7.687e+09,1.2096e+10,6.582e+09,3.62e+09,2.962e+09,1.8678e+10,2.6365e+10,5.361e+09,9e+06,5.352e+09,-2.5887e+10,3.9115e+10,-7.026e+09,1.1563e+10,5.9e+07,1.1622e+10,3.7987e+10,5.25e+08,3.49e+08,-3.88e+08,5.8e+07,2.12e+08,-6.58e+08,1.374e+09,3.5e+08,4.9e+07,4.9e+07,9.26e+08,1.86e+09,-4.28e+08,3.1e+07,-4.59e+08,-4.59e+08,-4.88e+08,6.09e+08,-1.097e+09,-8e+06,-2.732e+09,-6.99e+08,2.193e+09,5.18e+08,1.675e+09,-3.12e+08,-3.52e+08,1.52e+08,-5.04e+08,-9.8e+07,1.044e+09,1.72e+08,1.72e+08,5e+07,2.22e+08,2.042e+09,1.3949e+10,4.135e+09,0.48761,0.21189,0.06546,0.045,0.01377,7.90631,1.85729,2.26854,0.3672,0.87708,0.85276,13.3993,19.39125,6.93443,1.17223,6,0.03801,0.1286,1.33652,4.80901,5.80035
"33","2018_Q2",175.84640625,"Down",8.278e+09,-4.236e+09,4.042e+09,-3.059e+09,-2.573e+09,-4.86e+08,9.83e+08,-4.2e+07,9.41e+08,9.65e+08,-3.59e+08,6.06e+08,6.06e+08,-4e+06,6.02e+08,6.02e+08,4.095e+09,3.491e+09,6.04e+08,5.252e+09,5.252e+09,4.295e+09,1.313e+09,9.57e+08,2.025e+09,1.176e+09,3.44e+08,1.4818e+10,8.864e+09,2.5174e+10,-1.631e+10,1.4893e+10,2.885e+09,1.057e+10,1.438e+09,2.3757e+10,3.8575e+10,2.719e+09,1.874e+09,2.82e+08,5.63e+08,3.449e+09,3.449e+09,2.791e+09,2.791e+09,8.959e+09,1.2211e+10,6.366e+09,3.381e+09,2.985e+09,1.8577e+10,2.7536e+10,5.505e+09,9e+06,5.496e+09,-2.6178e+10,3.8453e+10,-6.803e+09,1.0977e+10,6.2e+07,1.1039e+10,3.8575e+10,6.06e+08,3.82e+08,-9.8e+07,1.59e+08,-1.03e+08,-1.54e+08,-7.47e+08,-2.6e+08,-2.09e+08,-8.8e+07,-1.9e+08,1.43e+08,-2.21e+08,8.3e+07,-3.04e+08,-3.04e+08,4.73e+08,9.9e+08,-5.17e+08,-1.1e+07,2.81e+08,-8.1e+08,1.581e+09,1.581e+09,0,-6e+06,-7.18e+08,2.19e+08,-9.37e+08,-7e+06,4.6e+07,4.7e+08,4.7e+08,-3.2e+07,4.38e+08,1.365e+09,1.566e+10,7.56e+08,0.48828,0.11875,0.07272,0.05453,0.01561,1.25581,1.65398,2.49443,0.40596,1.00973,0.98254,13.8846,18.41161,1.26803,1.3586,3,0.0427,0.02286,1.34551,8.47253,11.76501
"34","2018_Q3",178.619682539683,"Up",8.39e+09,-4.227e+09,4.163e+09,-2.268e+09,-1.8e+09,-4.68e+08,1.895e+09,-5.1e+07,1.844e+09,2.35e+09,-4.88e+08,1.862e+09,1.862e+09,-5e+06,1.857e+09,1.857e+09,3.186e+09,2.801e+09,3.85e+08,5.383e+09,5.383e+09,4.238e+09,1.292e+09,9.67e+08,1.979e+09,1.083e+09,3.7e+08,1.389e+10,8.645e+09,2.4758e+10,-1.6113e+10,1.4243e+10,2.787e+09,1.0107e+10,1.349e+09,2.2888e+10,3.6778e+10,2.81e+09,1.871e+09,2.93e+08,6.46e+08,3.225e+09,3.225e+09,2.867e+09,2.867e+09,8.902e+09,1.1294e+10,6.154e+09,3.254e+09,2.9e+09,1.7448e+10,2.635e+10,5.559e+09,9e+06,5.55e+09,-2.7617e+10,3.9442e+10,-7.019e+09,1.0365e+10,6.3e+07,1.0428e+10,3.6778e+10,1.862e+09,3.8e+08,-2.82e+08,4.9e+07,1.02e+08,-4.33e+08,-6.1e+07,-3.46e+08,-1.28e+08,7.6e+07,3.37e+08,1.899e+09,-3.52e+08,1.3e+07,-3.65e+08,-3.65e+08,1.99e+08,6.46e+08,-4.47e+08,0,6.26e+08,-8.02e+08,-8.07e+08,-8.07e+08,0,0,-1.514e+09,8.6e+07,-1.6e+09,-1.9e+07,-3.142e+09,-6.17e+08,-6.17e+08,-7.3e+07,-6.9e+08,2.275e+09,1.4519e+10,2.35e+09,0.49619,0.22586,0.22133,0.17808,0.05049,1.26548,1.56032,2.52685,0.39477,3.14001,3.07298,14.18668,17.52621,3.97362,1.3561,8,0.0855,0.07556,0.43188,4.98154,5.98047
"35","2018_Q4",173.281904761905,"Down",8.152e+09,-4.159e+09,3.993e+09,-1.977e+09,-1.547e+09,-4.3e+08,2.016e+09,-5.1e+07,1.965e+09,1.965e+09,-4.19e+08,1.546e+09,1.546e+09,-3e+06,1.543e+09,1.543e+09,3.523e+09,3.185e+09,3.38e+08,5.329e+09,5.329e+09,4.437e+09,1.35e+09,9.62e+08,2.125e+09,1.13e+09,3.85e+08,1.4419e+10,8.63e+09,2.4765e+10,-1.6135e+10,1.4226e+10,2.726e+09,1.0123e+10,1.377e+09,2.2856e+10,3.7275e+10,2.998e+09,2.029e+09,1.86e+08,7.83e+08,1.307e+09,1.307e+09,3.031e+09,3.031e+09,7.336e+09,1.3539e+10,6.089e+09,3.183e+09,2.906e+09,1.9628e+10,2.6964e+10,5.606e+09,9e+06,5.597e+09,-2.851e+10,4.012e+10,-6.968e+09,1.0248e+10,6.3e+07,1.0311e+10,3.7275e+10,1.546e+09,3.55e+08,3.8e+07,5e+07,-7.2e+07,6e+07,2e+08,1e+07,-2.25e+08,1.6e+08,2.55e+08,2.139e+09,-3.3e+08,4.7e+07,-3.77e+08,-3.77e+08,4.2e+07,4.3e+08,-3.88e+08,1.9e+07,-2.69e+08,-7.94e+08,3.19e+08,-1.472e+09,1.791e+09,-4.5e+08,-9.68e+08,9.6e+07,-1.064e+09,-1e+07,-1.453e+09,4.17e+08,4.17e+08,-3.3e+07,3.84e+08,2.371e+09,1.4846e+10,2.66e+09,0.48982,0.2473,0.18928,0.14965,0.0414,1.72391,1.96551,2.61507,0.39828,2.63445,2.57897,13.91839,17.49701,4.54157,1.35564,5,0.07479,0.08513,0.51458,4.77562,5.61657
"36","2019_Q1",177.104098360656,"Up",7.945e+09,-4.06e+09,3.885e+09,-2.119e+09,-1.682e+09,-4.37e+08,1.766e+09,-6.3e+07,1.703e+09,1.72e+09,-3.71e+08,1.349e+09,1.349e+09,-2e+06,1.347e+09,1.347e+09,3.233e+09,2.853e+09,3.8e+08,5.02e+09,5.02e+09,4.366e+09,1.292e+09,9.54e+08,2.12e+09,1.09e+09,3.49e+08,1.3709e+10,8.738e+09,2.4873e+10,-1.6135e+10,1.4053e+10,2.657e+09,1.0051e+10,1.345e+09,2.2791e+10,3.65e+10,3.258e+09,2.266e+09,2.43e+08,7.49e+08,1.211e+09,1.211e+09,2.775e+09,2.775e+09,7.244e+09,1.3411e+10,5.997e+09,2.987e+09,3.01e+09,1.9408e+10,2.6652e+10,5.652e+09,9e+06,5.643e+09,-2.9626e+10,4.0636e+10,-6.866e+09,9.796e+09,5.2e+07,9.848e+09,3.65e+10,1.349e+09,3.71e+08,82000000.0000001,4.4e+07,1.6e+07,2.2e+07,4.56e+08,2.91e+08,53000000.0000001,2.6e+08,-1.48e+08,2.258e+09,-4.12e+08,1.19e+08,-5.31e+08,-5.31e+08,-4.5e+07,4.31e+08,-4.76e+08,999999.999999996,-4.16e+08,-7.87e+08,-1.6e+08,4.14e+08,-5.74e+08,-5.78e+08,-1.185e+09,8.4e+07,-1.269e+09,-2e+07,-2.152e+09,-3.1e+08,-3.1e+08,-2.2e+07,-3.32e+08,2.137e+09,1.4622e+10,2.552e+09,0.48899,0.22228,0.16954,0.13678,0.0369,1.89458,1.89246,2.70634,0.4006,2.31961,2.27265,13.68176,16.8693,4.3947,1.35526,7,0.07004,0.08376,0.58426,5.32943,6.44904
"37","2019_Q2",163.008888888889,"Down",7.863e+09,-4.31e+09,3.553e+09,-2.425e+09,-1.948e+09,-4.77e+08,1.128e+09,-4.8e+07,1.08e+09,1.088e+09,-1.95e+08,8.93e+08,8.93e+08,-2e+06,8.91e+08,8.91e+08,3.477e+09,2.938e+09,5.39e+08,5.173e+09,5.173e+09,4.538e+09,1.333e+09,9.84e+08,2.221e+09,1.186e+09,4.73e+08,1.4374e+10,8.829e+09,2.5124e+10,-1.6295e+10,1.5937e+10,3.047e+09,1.0611e+10,1.482e+09,2.4766e+10,3.914e+10,3.009e+09,2.309e+09,1.83e+08,5.17e+08,7.9e+08,7.9e+08,3.326e+09,3.326e+09,7.125e+09,1.558e+10,6.678e+09,2.919e+09,3.759e+09,2.2258e+10,2.9383e+10,5.764e+09,9e+06,5.755e+09,-2.9668e+10,4.1159e+10,-7.552e+09,9.703e+09,5.4e+07,9.757e+09,3.914e+10,8.93e+08,3.75e+08,9.2e+07,1.3e+08,-5.6e+07,1.8e+07,-3.12e+08,-7.8e+07,-1.78e+08,-3e+06,-5.3e+07,1.048e+09,-3.9e+08,1e+06,-3.91e+08,-3.91e+08,-1.42e+08,3.69e+08,-5.11e+08,5e+06,-1.225e+09,-8.3e+08,1.591e+09,-4.28e+08,2.019e+09,-2.46e+08,-4.86e+08,2.15e+08,-7.01e+08,-1.7e+07,2.58e+08,8.1e+07,8.1e+07,4e+06,8.5e+07,1.503e+09,1.637e+10,9.96e+08,0.45186,0.14346,0.11332,0.09132,0.02276,1.11785,2.0174,3.01148,0.41824,1.54286,1.51402,13.61558,16.80173,1.72468,1.43723,6,0.05246,0.03036,0.93154,8.57818,11.42996
"38","2019_Q3",149.51078125,"Down",8.171e+09,-4.313e+09,3.858e+09,-2.156e+09,-1.686e+09,-4.7e+08,1.702e+09,-2.56e+08,1.446e+09,1.446e+09,-3.15e+08,1.131e+09,1.131e+09,-4e+06,1.127e+09,1.127e+09,2.988e+09,2.849e+09,1.39e+08,5.374e+09,5.374e+09,4.3e+09,1.348e+09,9.72e+08,1.98e+09,1.389e+09,4.4e+08,1.4051e+10,8.998e+09,2.5565e+10,-1.6567e+10,1.592e+10,2.964e+09,1.0574e+10,1.503e+09,2.4918e+10,3.8969e+10,2.957e+09,2.13e+09,2.23e+08,6.04e+08,8.92e+08,8.92e+08,3.416e+09,3.416e+09,7.265e+09,1.4914e+10,6.648e+09,2.761e+09,3.887e+09,2.1562e+10,2.8827e+10,5.821e+09,9e+06,5.812e+09,-2.9828e+10,4.1362e+10,-7.272e+09,1.0083e+10,5.9e+07,1.0142e+10,3.8969e+10,1.131e+09,3.76e+08,2.61e+08,5.2e+07,-1.8e+07,2.27e+08,-1.06e+08,-1.8e+08,2.53e+08,-1.7e+08,-9e+06,1.662e+09,-4.19e+08,2e+06,-4.21e+08,-4.21e+08,3.96e+08,6.36e+08,-2.4e+08,1.3e+07,-1e+07,-8.3e+08,-6.38e+08,-1.3e+07,-6.25e+08,-6.25e+08,-2.5e+08,1.5e+08,-4e+08,-1.7e+07,-1.735e+09,-8.3e+07,-8.3e+07,-6e+06,-8.9e+07,2.078e+09,1.5806e+10,1.868e+09,0.47216,0.2083,0.13793,0.11112,0.02892,1.6575,1.93407,2.84234,0.4056,1.95084,1.92288,14.14402,17.4537,3.23351,1.43673,5,0.06004,0.05731,0.73647,6.16843,7.53114
"39","2019_Q4",151.05,"Up",7.991e+09,-4.188e+09,3.803e+09,-1.898e+09,-1.455e+09,-4.43e+08,1.905e+09,-4.5e+07,1.86e+09,1.966e+09,-3.78e+08,1.588e+09,1.588e+09,-5e+06,1.583e+09,1.583e+09,7.761e+09,7.731e+09,3e+07,5.02e+09,5.02e+09,4.007e+09,1.231e+09,8.86e+08,1.89e+09,1.232e+09,5.15e+08,1.802e+10,8.891e+09,2.5508e+10,-1.6617e+10,1.5639e+10,2.847e+09,1.041e+10,1.548e+09,2.453e+10,4.255e+10,2.885e+09,2.079e+09,1.37e+08,6.69e+08,1.96e+09,1.96e+09,2.976e+09,2.976e+09,7.821e+09,1.7479e+10,6.486e+09,2.667e+09,3.819e+09,2.3965e+10,3.1786e+10,5.87e+09,9e+06,5.861e+09,-2.9865e+10,4.2085e+10,-7.388e+09,1.0702e+10,6.2e+07,1.0764e+10,4.255e+10,1.588e+09,3.79e+08,-4.7e+07,4.8e+07,-1.4e+07,-8.1e+07,1.02e+08,2.44e+08,1.8e+08,-4.9e+07,-2.73e+08,2.022e+09,-2.61e+08,8.8e+07,-3.49e+08,-3.49e+08,9.4e+07,2.6e+08,-1.66e+08,2.7e+07,9e+07,-8.28e+08,3.826e+09,-2.5e+07,3.851e+09,0,-7e+07,7.2e+07,-1.42e+08,-1.24e+08,2.804e+09,4.916e+09,4.916e+09,-3.4e+07,4.882e+09,2.284e+09,1.9439e+10,2.503e+09,0.47591,0.23839,0.1981,0.14706,0.0372,1.58117,2.30405,2.95299,0.45685,2.74636,2.7148,13.86364,18.56697,4.34247,1.4365,5,0.06571,0.06822,0.52306,5.11296,6.13018
"40","2020_Q1",143.218870967742,"Down",8.111e+09,-4.325e+09,3.786e+09,-2.461e+09,-1.94e+09,-5.21e+08,1.325e+09,-1.82e+08,1.143e+09,1.143e+09,-2.26e+08,9.17e+08,9.17e+08,-1e+06,9.16e+08,9.16e+08,2.451e+09,2.353e+09,9.8e+07,4.791e+09,4.791e+09,4.134e+09,1.194e+09,9.37e+08,2.003e+09,1.595e+09,8.91e+08,1.2971e+10,9.333e+09,2.6124e+10,-1.6791e+10,2.2355e+10,6.379e+09,1.3444e+10,1.674e+09,3.1688e+10,4.4659e+10,3.124e+09,2.228e+09,1.94e+08,7.02e+08,2.795e+09,2.795e+09,3.303e+09,3.303e+09,9.222e+09,1.7518e+10,7.793e+09,3.911e+09,3.882e+09,2.5311e+10,3.4533e+10,5.916e+09,9e+06,5.907e+09,-2.9849e+10,4.2135e+10,-8.139e+09,1.0063e+10,6.3e+07,1.0126e+10,4.4659e+10,9.17e+08,4.63e+08,-3.4e+07,4.8e+07,-1.85e+08,1.03e+08,9.92e+08,3.59e+08,1.15e+08,1.05e+08,4.13e+08,2.338e+09,-5.06e+08,3.2e+07,-5.38e+08,-5.38e+08,-5.4e+08,1.78e+08,-7.18e+08,2.7e+07,-5.299e+09,-8.28e+08,-1.53e+09,1.5e+08,-1.68e+09,-1.845e+09,-5.4e+07,1.1e+08,-1.64e+08,-3.9e+07,-2.451e+09,-5.412e+09,-5.412e+09,3.4e+07,-5.378e+09,1.788e+09,2.0313e+10,2.5e+09,0.46677,0.16336,0.11293,0.09046,0.02051,2.72926,1.40653,3.41033,0.45485,1.58917,1.57199,14.07183,17.45836,4.33727,1.4365,4,0.04562,0.06539,0.90393,9.98993,13.48075
