"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2019_Q2",18.2620634920635,"Down",113487000,-91696000,21791000,-20196000,-20196000,1595000,181000,181000,1776000,1776000,-480000,1296000,1296000,1296000,1296000,41299000,23349000,43578000,43578000,90284000,8478000,8478000,183639000,99178000,4331000,2506000,103509000,287148000,30571000,26265000,13218000,13218000,43789000,1701000,1701000,1701000,45490000,34571000,209115000,241658000,241658000,287148000,1296000,1903000,140000,6559000,9898000,-10401000,-2001000,-12402000,-1729000,43000,43000,-1897000,-4401000,-4401000,-4401000,3498000,0,136000,0.19201,0.01405,0.01142,0.00536,0.00451,0.10494,4.19372,0.18824,-3.3881317890172e-21,0.16457,0.16362,14.41105,30.68673,0.01727,0.21956,0.01243,0.000560000000000001,1.3341,-11.80646,-25.89279
"34","2019_Q3",14.68265625,"Down",118352000,-96878000,21474000,-19371000,-19371000,2103000,58000,58000,2161000,2161000,-595000,1566000,1566000,1566000,1566000,33566000,25581000,42685000,42685000,93905000,10419000,10419000,180575000,102614000,3901000,2406000,106515000,287090000,30294000,25340000,13372000,13372000,43666000,1638000,1638000,1638000,45304000,34901000,208945000,241786000,241786000,287090000,1566000,1831000,568000,-2933000,1032000,-7019000,9944000,2925000,-1734000,8999.99999999999,8999.99999999999,-1725000,2232000,2232000,2232000,3934000,-3.63797880709171e-12,-5423000,0.18144,0.01777,0.01323,0.00648,0.00545,-3.46296,4.13537,0.18737,0,0.1986,0.19765,15.00977,30.66405,-0.68776,0.21991,0.01356,-0.02228,1.10728,-8.53228,-15.96101
"35","2019_Q4",15.92546875,"Up",111542000,-90212000,21330000,-22917000,-22917000,-1587000,158000,158000,-1429000,-20097000,4545000,-15552000,-15552000,-15552000,-15552000,28587000,28587000,40128000,40128000,95928000,15230000,15230000,179873000,83001000,2541000,1336000,85542000,265415000,25005000,21754000,12752000,12752000,37757000,1032000,1032000,1032000,38789000,34974000,191657000,226626000,226626000,265415000,-15552000,1960000,21594000,-6397000,1605000,-3141000,7985000,4844000,-3472000,29000,29000,-3443000,3006000,3006000,3006000,373000,0,-13710000,0.19123,-0.01423,-0.13943,-0.06862,-0.0586,0.88156,4.76396,0.17116,-5.42101086242752e-20,-1.9706,-1.9918,14.13355,28.71591,-1.7372,0.43994,-0.05306,-0.06022,-0.22325,-76.64075,18.01323
"36","2020_Q1",14.3751612903226,"Down",100207000,-94862000,5345000,-18814000,-18814000,-13469000,149000,149000,-13320000,-26448000,6533000,-19915000,-19915000,-19915000,-19915000,22247000,22247000,38157000,38157000,93659000,11904000,11904000,165967000,79238000,9082000,1518000,88320000,254287000,32579000,29082000,15185000,15185000,47764000,1096000,1096000,1096000,48860000,35415000,170004000,205427000,205427000,254287000,-19915000,1746000,-839000,13187000,-5821000,-537000,0,-536999.999999998,17000.0000000009,3.63797880709171e-12,-7.27595761418343e-12,18000,-6340000,-6340000,-6340000,-11723000,-5.82076609134674e-11,-5606000,0.05334,-0.13441,-0.19874,-0.09694,-0.07832,0.2815,3.47473,0.23785,0,-2.51961,-2.51961,12.67801,25.99026,-0.70926,-0.00215000000000004,-0.09651,-0.02714,0.000850000000000073,1.89772,1.65172
"37","2020_Q2",9.41380952380952,"Down",100348000,-83127000,17221000,-17475000,-17475000,-254000,86000,86000,-168000,12769000,-3218000,9551000,9551000,9551000,9551000,36236000,36236000,36325000,36325000,93568000,4432000,4432000,170561000,76486000,20425000,12848000,96911000,267472000,28998000,25880000,15770000,15770000,44768000,8181000,8181000,8181000,52949000,36764000,177759000,214523000,214523000,267472000,9551000,2484000,-17776000,2422000,-3319000,19113000,0,19113000,-1738000,25563.3420415907,-70489.1777684196,-1805000,13989000,13989000,13989000,2230000,0,26983000,0.17161,-0.00253,0.09518,0.04452,0.03571,2.82515,3.80989,0.24682,4.33680868994202e-19,1.20472,1.16618,12.65742,27.05891,3.40351,0.21922,0.05069,0.12116,0.18197,-16.24933,142.66142
"38","2020_Q3",16.6340625,"Up",102949000,-86899000,16050000,-18088000,-18088000,-2038000,107000,107000,-1931000,-6972000,1588000,-5384000,-5384000,-5384000,-5384000,37334000,37334000,41567000,41567000,86550000,6332000,5703000,171783000,74946000,23005000,15428000,97951000,269734000,27951000,23997000,22821000,22821000,50772000,9721000,9721000,9721000,60493000,38682000,170559000,209241000,209241000,269734000,-5384000,2446000,987000,6049000,4098000,-1275000,1000.00000000023,-1274000,-1747000,21000,21000,-1726000,1098000,1098000,1098000,408000,4.65661287307739e-10,3594000.00000001,0.1559,-0.0198,-0.0523,-0.02573,-0.01996,-0.667530000000001,3.38342,0.28911,0,-0.677739999999999,-0.66453,12.95934,26.3395,0.45242,0.21991,-0.01661,0.01641,-0.32448,-91.5049,18.31894
"39","2020_Q4",28.16609375,"Up",98821000,-84973000,13848000,-20115000,-20115000,-6267000,119000,135000,-6148000,-8223000,2953000,-5270000,-5270000,-5270000,-5270000,62540000,62540000,34292000,34292000,75096000,15053000,14924000,186981000,74653000,14204000,14111000,88857000,275838000,29370000,26646000,20036000,20036000,64406000,9165000,9165000,9165000,73571000,38759000,163508000,202267000,202267000,275838000,-5270000,1735000,13121000,3523000,13109000,-642000,5000,-637000,-1775000,0,0,12734000,25206000,25206000,25206000,-4532000,1.5e+07,-4604000,0.14013,-0.06342,-0.05333,-0.02605,-0.01911,0.87362,2.90316,0.36373,0.05438,-0.65933,-0.69589,12.36344,25.30552,-0.576,0.22207,-0.01544,-0.02033,-0.33681,10.48985,7.58577
"40","2021_Q1",33.5034426229508,"Up",64808000,-58874000,5934000,-16764000,-16764000,-10830000,326000,392000,-10504000,-31331000,5590000,-25741000,-25741000,-25741000,-25741000,48197000,48197000,32217000,32217000,70565000,30864000,18535000,181843000,43312000,12104000,9993000,55416000,237259000,27747000,27747000,25715000,25715000,53462000,8292000,8292000,8292000,61754000,39756000,137312000,175505000,175505000,237259000,-25741000,1705000,16845000,11590000,4399000,-417000,-1.45519152283669e-11,-417000,-1762000,-1563000,-1563000,-18325000,-14343000,-14343000,-14343000,-9125000,0,-3542000,0.09156,-0.16711,-0.39719,-0.14667,-0.10849,0.1376,3.40135,0.35186,0,-3.2342,-3.2342,8.14273,22.05114,-0.44503,0.22138,-0.13046,-0.01927,-0.06845,5.28186,4.45032
"41","2021_Q2",41.5412698412698,"Up",105239000,-82424000,22815000,-14175000,-14175000,8640000,49000,49000,8689000,7960000,-4081000,3879000,3879000,3879000,3879000,36547000,36547000,39784000,39784000,75738000,33927000,20827000,185996000,41498000,11715000,11715000,53213000,239209000,33593000,28802000,24579000,24579000,58172000,10412000,10412000,10412000,68584000,40380000,140808000,170625000,170625000,239209000,3879000,1360000,2403000,-9828000,-2186000,319000,0,319000,-454000,-9e+06,-2710866.93268573,-9783000,-11650000,-11650000,-11650000,1e+07,0,4572000,0.21679,0.0821,0.03686,0.02273,0.01622,1.17865,3.19735,0.40196,-6.93889390390723e-18,0.50364,0.49052,13.66385,22.15334,0.59361,0.05895,0.02393,0.02525,0.11704,-3.6547,-4.22998
"42","2021_Q3",34.10046875,"Down",119106000,-94728000,24378000,-18911000,-18911000,5467000,162000,162000,5629000,9995000,-1545000,8450000,8450000,8450000,8450000,33296000,33296000,46317000,46317000,92024000,13162000,12496000,184799000,40251000,10762000,10762000,51013000,235812000,33073000,27842000,25403000,25403000,58476000,8929000,8929000,8929000,67405000,41455000,148528000,168407000,168407000,235812000,8450000,1327000,-2833000,-15692000,-8748000,17545000,-9.09494701772928e-13,17545000,-1081000,-10973000,40000,-12048000,-3251000,-3251000,-3251000,6794000,4.65661287307739e-10,10192000,0.20467,0.0459,0.07095,0.05018,0.03583,1.20615,3.16025,0.40025,0,1.16584,1.13362,16.43295,23.23496,1.40618,0.14914,0.05375,0.05747,0.12793,-4.90079,-6.09036
"43","2021_Q4",27.5715625,"Down",118408000,-95284000,23124000,-16292000,-16292000,6832000,59000,59000,6891000,6411000,-1533000,4878000,4878000,4878000,4878000,16971000,16971000,44231000,44231000,109448000,10848000,10182000,181498000,40309000,29923000,29923000,70232000,251730000,36528000,31798000,23935000,23935000,60463000,27741000,27741000,27741000,88204000,41225000,152349000,163526000,163526000,251730000,4878000,1251000,721000,-11317000,-4467000,-1294000,-1000,-1295000,-1085000,-8472000,0,-10563000,-16325000,-16325000,-16325000,8083000,0,-2995000,0.19529,0.0577,0.0412,0.02983,0.01938,-0.61398,3.0018,0.53939,0,0.69706,0.66904,16.92026,23.36753,-0.42798,0.15504,0.03118,-0.01566,0.22243,-2.09959,-2.48405
"44","2022_Q1",22.1111290322581,"Down",136172000,-109759000,26413000,-18599000,-18599000,7814000,-3000.00000000001,7000,7811000,7101000,-1260000,5841000,5841000,5841000,5841000,1342000,1342000,55986000,55986000,161125000,10087000,9421000,228540000,39783000,28456000,28456000,68239000,296779000,72969000,67773000,26782000,26782000,99751000,25560000,25560000,29060000,128811000,42148000,157140000,167968000,167968000,296779000,5841000,1272000,1080000,-25484000,-17291000,-506999.999999998,0,-507000,-2000,-1218000,-29703000,2169000,-15629000,-15629000,-15629000,9086000,3500000,-15645000,0.19397,0.05738,0.04289,0.03477,0.01968,-2.67848,2.2911,0.76688,0.01179,0.85245,0.80911,19.87332,24.51372,-2.28327,0.00029000000000004,0.02966,-0.0794,0.000340000000000007,0.23751,0.27617
"45","2022_Q2",19.5038709677419,"Down",137689000,-114279000,23410000,-18785000,-18785000,4625000,-201000,2000,4424000,5672000,-1315000,4357000,4357000,4357000,4357000,3995000,3995000,48246000,48246000,193700000,11484000,10868000,257425000,39159000,27306000,27306000,66465000,323890000,49949000,44948000,26021000,26021000,75970000,24596000,24596000,77649000,153619000,43060000,160446000,170271000,170271000,323890000,4353000,1327000,-118000,-49877000,-44315000,629000,5013.24776499596,629000,-1050000,-1915000,-45833478.7264591,46339000,2653000,2653000,2653000,5952000,53053000,-41981000,0.17002,0.03359,0.03164,0.02559,0.01345,-9.6353,3.38851,0.9022,0.1638,0.60514,0.58342,19.12347,23.64875,-5.83069,0.14583,0.02181,-0.16933,0.24099,8.24227,10.60714
"46","2022_Q3",17.1134375,"Down",141668000,-132141000,9527000,-17541000,-17541000,-8014000,-119000,104000,-8133000,-8755000,1210000,-7545000,-7545000,-7545000,-7545000,4087000,4087000,50001000,50001000,179042000,9015000,8399000,242145000,38495000,43114000,43114000,81609000,323754000,44282000,38092000,26748000,26748000,71030000,37926000,37926000,97660000,168690000,44154000,151888000,155064000,155064000,323754000,-7545000,1335000,603000,8924000,3317000,-227000,17039.7432949879,-227000,-2010000,-7625000,118000,-2998000.00000001,92000,92000,92000,-6679000,59734000,808000,0.06725,-0.05657,-0.05326,-0.04866,-0.0233,-0.107089999999999,3.40905,1.08787,0.1845,-1.11645,-1.11645,20.96301,22.94525,0.11956,0.29743,-0.0219,0.0032,-0.2664,-8.33164,-6.94372
